orf	hap a | cell death (frequency of dead cells) | pH [3.0], acetic acid [400 mM], time [100-350 min] | Sousa M~Sousa MJ, 2013
YDR017C	1.3611009681165922
YDR018C	1.3611009681165922
YDR019C	1.3611009681165922
YDR020C	1.3611009681165922
YDR022C	1.3611009681165922
YDR024W	1.3611009681165922
YDR025W	1.3611009681165922
YDR026C	1.3611009681165922
YDR028C	1.3611009681165922
YDR030C	1.3611009681165922
YDR031W	1.3611009681165922
YDR033W	1.3611009681165922
YDR034C	1.3611009681165922
YDR034W-B	1.3611009681165922
YDR035W	1.3611009681165922
YDR043C	1.3611009681165922
YDR046C	1.3611009681165922
YDR048C	1.3611009681165922
YDR051C	1.3611009681165922
YDR055W	1.3611009681165922
YDR056C	1.3611009681165922
YDR057W	1.3611009681165922
YDR058C	1.3611009681165922
YDR059C	1.3611009681165922
YDR061W	1.3611009681165922
YDR067C	1.3611009681165922
YDR068W	1.3611009681165922
YDR070C	1.3611009681165922
YDR073W	1.3611009681165922
YDR074W	-1.388878538894482
YDR075W	1.3611009681165922
YDR076W	1.3611009681165922
YDR077W	1.3611009681165922
YDR078C	-1.388878538894482
YDR079C-A	-1.388878538894482
YDR079W	1.3611009681165922
YDR083W	1.3611009681165922
YDR084C	1.3611009681165922
YDR085C	1.3611009681165922
YDR089W	1.3611009681165922
YDR090C	1.3611009681165922
YDR093W	1.3611009681165922
YDR094W	1.3611009681165922
YDR096W	1.3611009681165922
YDR097C	-1.388878538894482
YDR098C	1.3611009681165922
YDR099W	1.3611009681165922
YDR100W	1.3611009681165922
YDR101C	1.3611009681165922
YDR102C	1.3611009681165922
YDR103W	1.3611009681165922
YDR107C	1.3611009681165922
YDR109C	1.3611009681165922
YDR111C	1.3611009681165922
YDR112W	1.3611009681165922
YDR115W	-1.388878538894482
YDR116C	1.3611009681165922
YDR119W	1.3611009681165922
YDR120C	1.3611009681165922
YDR121W	1.3611009681165922
YDR122W	1.3611009681165922
YDR123C	1.3611009681165922
YDR124W	1.3611009681165922
YDR125C	1.3611009681165922
YDR127W	1.3611009681165922
YDR128W	1.3611009681165922
YDR129C	-1.388878538894482
YDR130C	1.3611009681165922
YDR131C	1.3611009681165922
YDR132C	1.3611009681165922
YDR133C	1.3611009681165922
YDR135C	1.3611009681165922
YDR136C	1.3611009681165922
YDR137W	1.3611009681165922
YDR138W	-1.388878538894482
YDR139C	1.3611009681165922
YDR140W	1.3611009681165922
YDR142C	1.3611009681165922
YDR143C	1.3611009681165922
YDR144C	1.3611009681165922
YDR146C	1.3611009681165922
YDR147W	1.3611009681165922
YDR148C	1.3611009681165922
YDR149C	1.3611009681165922
YDR151C	-1.388878538894482
YDR153C	-1.388878538894482
YDR154C	-1.388878538894482
YDR155C	1.3611009681165922
YDR156W	1.3611009681165922
YDR158W	-1.388878538894482
YDR159W	1.3611009681165922
YDR161W	1.3611009681165922
YDR162C	1.3611009681165922
YDR163W	1.3611009681165922
YDR169C-A	1.3611009681165922
YDR171W	1.3611009681165922
YDR173C	1.3611009681165922
YDR175C	1.3611009681165922
YDR176W	-1.388878538894482
YDR178W	-1.388878538894482
YDR181C	1.3611009681165922
YDR183W	1.3611009681165922
YDR184C	1.3611009681165922
YDR185C	1.3611009681165922
YDR191W	1.3611009681165922
YDR192C	1.3611009681165922
YDR193W	1.3611009681165922
YDR194C	-1.388878538894482
YDR194W-A	1.3611009681165922
YDR197W	-1.388878538894482
YDR203W	1.3611009681165922
YDR205W	-1.388878538894482
YDR206W	1.3611009681165922
YDR209C	1.3611009681165922
YDR210W	1.3611009681165922
YDR213W	1.3611009681165922
YDR214W	1.3611009681165922
YDR215C	1.3611009681165922
YDR216W	1.3611009681165922
YDR217C	1.3611009681165922
YDR218C	1.3611009681165922
YDR219C	1.3611009681165922
YDR220C	1.3611009681165922
YDR221W	1.3611009681165922
YDR222W	1.3611009681165922
YDR223W	1.3611009681165922
YDR225W	1.3611009681165922
YDR227W	1.3611009681165922
YDR229W	1.3611009681165922
YDR230W	-1.388878538894482
YDR231C	1.3611009681165922
YDR233C	1.3611009681165922
YDR234W	1.3611009681165922
YDR237W	-1.388878538894482
YDR239C	1.3611009681165922
YDR241W	1.3611009681165922
YDR242W	1.3611009681165922
YDR244W	1.3611009681165922
YDR245W	-1.388878538894482
YDR247W	1.3611009681165922
YDR248C	1.3611009681165922
YDR253C	1.3611009681165922
YDR260C	1.3611009681165922
YDR263C	1.3611009681165922
YDR264C	-1.388878538894482
YDR266C	1.3611009681165922
YDR268W	-1.388878538894482
YDR269C	1.3611009681165922
YDR277C	1.3611009681165922
YDR290W	1.3611009681165922
YDR293C	-1.388878538894482
YDR294C	-1.388878538894482
YDR295C	-1.388878538894482
YDR298C	1.3611009681165922
YDR300C	-1.388878538894482
YDR313C	1.3611009681165922
YDR314C	1.3611009681165922
YDR316W	1.3611009681165922
YDR317W	1.3611009681165922
YDR319C	1.3611009681165922
YDR322C-A	1.3611009681165922
YDR326C	1.3611009681165922
YDR330W	1.3611009681165922
YDR336W	1.3611009681165922
YDR337W	1.3611009681165922
YDR338C	1.3611009681165922
YDR340W	1.3611009681165922
YDR344C	1.3611009681165922
YDR345C	1.3611009681165922
YDR348C	1.3611009681165922
YDR349C	1.3611009681165922
YDR350C	1.3611009681165922
YDR352W	1.3611009681165922
YDR360W	1.3611009681165922
YDR363W-A	1.3611009681165922
YDR364C	-1.388878538894482
YDR368W	1.3611009681165922
YDR370C	1.3611009681165922
YDR371W	1.3611009681165922
YDR374C	1.3611009681165922
YDR375C	1.3611009681165922
YDR377W	-1.388878538894482
YDR378C	1.3611009681165922
YDR379W	1.3611009681165922
YDR380W	1.3611009681165922
YDR383C	1.3611009681165922
YDR384C	1.3611009681165922
YDR385W	1.3611009681165922
YDR386W	1.3611009681165922
YDR387C	1.3611009681165922
YDR391C	1.3611009681165922
YDR393W	1.3611009681165922
YDR395W	1.3611009681165922
YDR399W	1.3611009681165922
YDR400W	1.3611009681165922
YDR401W	1.3611009681165922
YDR402C	1.3611009681165922
YDR403W	1.3611009681165922
YDR405W	1.3611009681165922
YDR406W	1.3611009681165922
YDR409W	1.3611009681165922
YDR410C	1.3611009681165922
YDR411C	1.3611009681165922
YDR415C	1.3611009681165922
YDR417C	1.3611009681165922
YDR418W	1.3611009681165922
YDR419W	1.3611009681165922
YDR420W	1.3611009681165922
YDR422C	1.3611009681165922
YDR423C	1.3611009681165922
YDR424C	-1.388878538894482
YDR425W	1.3611009681165922
YDR428C	1.3611009681165922
YDR430C	1.3611009681165922
YDR431W	1.3611009681165922
YDR432W	1.3611009681165922
YDR433W	1.3611009681165922
YDR435C	1.3611009681165922
YDR438W	1.3611009681165922
YDR439W	1.3611009681165922
YDR440W	1.3611009681165922
YDR443C	-1.388878538894482
YDR444W	1.3611009681165922
YDR445C	-1.388878538894482
YDR446W	1.3611009681165922
YDR447C	1.3611009681165922
YDR450W	1.3611009681165922
YDR451C	1.3611009681165922
YDR453C	1.3611009681165922
YDR457W	1.3611009681165922
YDR458C	1.3611009681165922
YDR459C	1.3611009681165922
YDR462W	1.3611009681165922
YDR463W	1.3611009681165922
YDR465C	1.3611009681165922
YDR466W	1.3611009681165922
YDR467C	1.3611009681165922
YDR470C	-1.388878538894482
YDR471W	1.3611009681165922
YDR475C	1.3611009681165922
YDR476C	1.3611009681165922
YDR477W	-1.388878538894482
YDR479C	1.3611009681165922
YDR480W	1.3611009681165922
YDR481C	1.3611009681165922
YDR482C	1.3611009681165922
YDR485C	1.3611009681165922
YDR486C	1.3611009681165922
YDR488C	1.3611009681165922
YDR490C	1.3611009681165922
YDR493W	1.3611009681165922
YDR494W	1.3611009681165922
YDR496C	1.3611009681165922
YDR500C	1.3611009681165922
YDR501W	1.3611009681165922
YDR504C	1.3611009681165922
YDR506C	1.3611009681165922
YDR508C	1.3611009681165922
YDR509W	1.3611009681165922
YDR511W	1.3611009681165922
YDR512C	1.3611009681165922
YDR513W	1.3611009681165922
YDR514C	1.3611009681165922
YDR516C	1.3611009681165922
YDR517W	1.3611009681165922
YDR519W	1.3611009681165922
YDR520C	1.3611009681165922
YDR521W	-1.388878538894482
YDR522C	1.3611009681165922
YDR523C	-1.388878538894482
YDR524C	1.3611009681165922
YDR525W	1.3611009681165922
YDR528W	1.3611009681165922
YDR529C	1.3611009681165922
YDR530C	1.3611009681165922
YDR532C	1.3611009681165922
YDR533C	1.3611009681165922
YDR534C	1.3611009681165922
YDR535C	1.3611009681165922
YDR536W	1.3611009681165922
YDR537C	-1.388878538894482
YDR538W	-1.388878538894482
YDR541C	-1.388878538894482
YEL001C	1.3611009681165922
YEL004W	1.3611009681165922
YEL005C	1.3611009681165922
YEL006W	1.3611009681165922
YEL007W	1.3611009681165922
YEL010W	1.3611009681165922
YEL013W	1.3611009681165922
YEL014C	1.3611009681165922
YEL015W	1.3611009681165922
YEL016C	1.3611009681165922
YEL023C	1.3611009681165922
YEL024W	-1.388878538894482
YEL025C	1.3611009681165922
YEL027W	-1.388878538894482
YEL029C	-1.388878538894482
YEL036C	-1.388878538894482
YEL037C	1.3611009681165922
YEL038W	1.3611009681165922
YEL039C	1.3611009681165922
YEL041W	-1.388878538894482
YEL042W	-1.388878538894482
YEL044W	1.3611009681165922
YEL046C	-1.388878538894482
YEL047C	1.3611009681165922
YEL048C	1.3611009681165922
YEL049W	1.3611009681165922
YEL050C	-1.388878538894482
YEL051W	-1.388878538894482
YEL052W	1.3611009681165922
YEL059W	1.3611009681165922
YEL060C	1.3611009681165922
YEL061C	1.3611009681165922
YEL063C	1.3611009681165922
YEL064C	1.3611009681165922
YEL065W	1.3611009681165922
YEL071W	1.3611009681165922
YEL072W	1.3611009681165922
YER004W	1.3611009681165922
YER005W	1.3611009681165922
YER007W	-1.388878538894482
YER010C	1.3611009681165922
YER014W	-1.388878538894482
YER016W	1.3611009681165922
YER017C	-1.388878538894482
YER019C-A	1.3611009681165922
YER019W	1.3611009681165922
YER020W	1.3611009681165922
YER024W	1.3611009681165922
YER026C	-1.388878538894482
YER028C	1.3611009681165922
YER030W	1.3611009681165922
YER031C	1.3611009681165922
YER032W	1.3611009681165922
YER033C	1.3611009681165922
YER034W	1.3611009681165922
YER035W	1.3611009681165922
YER038W-A	1.3611009681165922
YER039C	1.3611009681165922
YER039C-A	1.3611009681165922
YER042W	1.3611009681165922
YER045C	1.3611009681165922
YER046W	1.3611009681165922
YER047C	1.3611009681165922
YER049W	1.3611009681165922
YER050C	1.3611009681165922
YER051W	1.3611009681165922
YER052C	1.3611009681165922
YER053C-A	1.3611009681165922
YER054C	1.3611009681165922
YER056C	1.3611009681165922
YER056C-A	1.3611009681165922
YER057C	-1.388878538894482
YER058W	-1.388878538894482
YER059W	1.3611009681165922
YER060W	1.3611009681165922
YER060W-A	1.3611009681165922
YER061C	1.3611009681165922
YER063W	1.3611009681165922
YER065C	1.3611009681165922
YER066C-A	1.3611009681165922
YER067C-A	1.3611009681165922
YER067W	1.3611009681165922
YER068C-A	1.3611009681165922
YER068W	1.3611009681165922
YER069W	1.3611009681165922
YER070W	-1.388878538894482
YER071C	1.3611009681165922
YER072W	1.3611009681165922
YER073W	1.3611009681165922
YER074W	1.3611009681165922
YER075C	1.3611009681165922
YER077C	-1.388878538894482
YER079W	1.3611009681165922
YER080W	1.3611009681165922
YER081W	1.3611009681165922
YER083C	1.3611009681165922
YER084W	1.3611009681165922
YER086W	1.3611009681165922
YER087C-B	1.3611009681165922
YER087W	-1.388878538894482
YER088C	1.3611009681165922
YER090W	1.3611009681165922
YER092W	1.3611009681165922
YER093C-A	-1.388878538894482
YER096W	-1.388878538894482
YER101C	1.3611009681165922
YER103W	1.3611009681165922
YER106W	1.3611009681165922
YER110C	-1.388878538894482
YER111C	-1.388878538894482
YER114C	1.3611009681165922
YER123W	1.3611009681165922
YER128W	1.3611009681165922
YER129W	1.3611009681165922
YER130C	1.3611009681165922
YER131W	1.3611009681165922
YER132C	1.3611009681165922
YER134C	1.3611009681165922
YER140W	1.3611009681165922
YER144C	-1.388878538894482
YER145C	1.3611009681165922
YER150W	1.3611009681165922
YER156C	1.3611009681165922
YER158C	1.3611009681165922
YER161C	1.3611009681165922
YER162C	1.3611009681165922
YER163C	-1.388878538894482
YER164W	-1.388878538894482
YER166W	1.3611009681165922
YER170W	1.3611009681165922
YER173W	1.3611009681165922
YER174C	1.3611009681165922
YER175C	1.3611009681165922
YER175W-A	1.3611009681165922
YER178W	1.3611009681165922
YER180C	1.3611009681165922
YER180C-A	1.3611009681165922
YER181C	1.3611009681165922
YER182W	1.3611009681165922
YER183C	1.3611009681165922
YER184C	1.3611009681165922
YER185W	1.3611009681165922
YER186C	1.3611009681165922
YER187W	1.3611009681165922
YER188W	1.3611009681165922
YFL003C	-1.388878538894482
YFL007W	1.3611009681165922
YFL010C	1.3611009681165922
YFL011W	1.3611009681165922
YFL012W	1.3611009681165922
YFL012W-A	-1.388878538894482
YFL014W	-1.388878538894482
YFL015C	1.3611009681165922
YFL018C	1.3611009681165922
YFL020C	1.3611009681165922
YFL021W	1.3611009681165922
YFL023W	1.3611009681165922
YFL026W	1.3611009681165922
YFL027C	1.3611009681165922
YFL028C	1.3611009681165922
YFL030W	1.3611009681165922
YFL031W	1.3611009681165922
YFL032W	1.3611009681165922
YFL033C	-1.388878538894482
YFL034C-A	1.3611009681165922
YFL034W	1.3611009681165922
YFL036W	1.3611009681165922
YFL041W	1.3611009681165922
YFL041W-A	1.3611009681165922
YFL042C	-0.013888785388944908
YFL044C	1.3611009681165922
YFL046W	1.3611009681165922
YFL047W	1.3611009681165922
YFL048C	1.3611009681165922
YFL049W	1.3611009681165922
YFL050C	1.3611009681165922
YFL051C	1.3611009681165922
YFL052W	1.3611009681165922
YFL053W	1.3611009681165922
YFL054C	1.3611009681165922
YFR001W	1.3611009681165922
YFR007W	1.3611009681165922
YFR008W	1.3611009681165922
YFR009W	1.3611009681165922
YFR010W	1.3611009681165922
YFR012W	1.3611009681165922
YFR012W-A	1.3611009681165922
YFR014C	1.3611009681165922
YFR015C	1.3611009681165922
YFR016C	1.3611009681165922
YFR017C	1.3611009681165922
YFR018C	1.3611009681165922
YFR019W	-1.388878538894482
YFR020W	1.3611009681165922
YFR021W	1.3611009681165922
YFR022W	1.3611009681165922
YFR023W	1.3611009681165922
YFR024C-A	1.3611009681165922
YFR025C	1.3611009681165922
YFR026C	1.3611009681165922
YFR031C-A	-1.388878538894482
YFR032C	1.3611009681165922
YFR034C	1.3611009681165922
YFR035C	1.3611009681165922
YFR038W	1.3611009681165922
YFR040W	-1.388878538894482
YFR041C	1.3611009681165922
YFR045W	1.3611009681165922
YFR049W	-1.388878538894482
YFR053C	1.3611009681165922
YGL002W	1.3611009681165922
YGL003C	1.3611009681165922
YGL004C	1.3611009681165922
YGL006W	1.3611009681165922
YGL007C-A	1.3611009681165922
YGL007W	1.3611009681165922
YGL009C	1.3611009681165922
YGL010W	1.3611009681165922
YGL013C	1.3611009681165922
YGL014W	1.3611009681165922
YGL016W	1.3611009681165922
YGL017W	1.3611009681165922
YGL019W	1.3611009681165922
YGL020C	1.3611009681165922
YGL021W	1.3611009681165922
YGL023C	1.3611009681165922
YGL025C	1.3611009681165922
YGL028C	1.3611009681165922
YGL029W	1.3611009681165922
YGL031C	1.3611009681165922
YGL032C	1.3611009681165922
YGL036W	1.3611009681165922
YGL037C	1.3611009681165922
YGL038C	-1.388878538894482
YGL039W	1.3611009681165922
YGL041C	1.3611009681165922
YGL045W	1.3611009681165922
YGL049C	1.3611009681165922
YGL053W	1.3611009681165922
YGL056C	1.3611009681165922
YGL060W	1.3611009681165922
YGL062W	1.3611009681165922
YGL063W	1.3611009681165922
YGL064C	-1.388878538894482
YGL067W	1.3611009681165922
YGL071W	1.3611009681165922
YGL076C	1.3611009681165922
YGL077C	1.3611009681165922
YGL078C	1.3611009681165922
YGL079W	1.3611009681165922
YGL080W	1.3611009681165922
YGL081W	1.3611009681165922
YGL082W	1.3611009681165922
YGL083W	1.3611009681165922
YGL085W	1.3611009681165922
YGL086W	1.3611009681165922
YGL088W	1.3611009681165922
YGL089C	1.3611009681165922
YGL090W	1.3611009681165922
YGL094C	1.3611009681165922
YGL095C	1.3611009681165922
YGL096W	1.3611009681165922
YGL101W	-1.388878538894482
YGL104C	-1.388878538894482
YGL108C	-1.388878538894482
YGL109W	-1.388878538894482
YGL110C	-1.388878538894482
YGL114W	-1.388878538894482
YGL115W	-1.388878538894482
YGL117W	1.3611009681165922
YGL119W	-1.388878538894482
YGL121C	1.3611009681165922
YGL125W	-1.388878538894482
YGL126W	1.3611009681165922
YGL127C	1.3611009681165922
YGL129C	1.3611009681165922
YGL131C	-1.388878538894482
YGL133W	1.3611009681165922
YGL134W	1.3611009681165922
YGL135W	-1.388878538894482
YGL136C	1.3611009681165922
YGL138C	1.3611009681165922
YGL139W	-1.388878538894482
YGL140C	-1.388878538894482
YGL141W	-1.388878538894482
YGL143C	1.3611009681165922
YGL144C	1.3611009681165922
YGL146C	-1.388878538894482
YGL147C	1.3611009681165922
YGL148W	1.3611009681165922
YGL149W	-1.388878538894482
YGL151W	1.3611009681165922
YGL152C	1.3611009681165922
YGL153W	1.3611009681165922
YGL156W	1.3611009681165922
YGL158W	1.3611009681165922
YGL159W	1.3611009681165922
YGL160W	1.3611009681165922
YGL161C	1.3611009681165922
YGL162W	-1.388878538894482
YGL163C	1.3611009681165922
YGL164C	1.3611009681165922
YGL165C	1.3611009681165922
YGL166W	1.3611009681165922
YGL167C	-1.388878538894482
YGL168W	1.3611009681165922
YGL170C	1.3611009681165922
YGL173C	1.3611009681165922
YGL174W	1.3611009681165922
YGL175C	1.3611009681165922
YGL176C	1.3611009681165922
YGL177W	1.3611009681165922
YGL179C	1.3611009681165922
YGL180W	1.3611009681165922
YGL181W	-1.388878538894482
YGL190C	-1.388878538894482
YGL192W	-1.388878538894482
YGL194C	1.3611009681165922
YGL195W	1.3611009681165922
