ORF	hap a | cell death (frequency of dead cells) | pH [3.0], acetic acid [400 mM], time [100-350 min] | Sousa M~Sousa MJ, 2013
YKR011C	1.000
YKR018C	1.000
YKR074W	1.000
YLR108C	1.000
YLR257W	1.000
YLR455W	1.000
YLR460C	1.000
YML131W	1.000
YMR102C	1.000
YMR178W	1.000
YNL155W	1.000
YOR052C	1.000
YOR186W	1.000
YPL108W	1.000
YPL225W	1.000
YPL260W	1.000
YDR368W	1.000
YBR046C	1.000
YCL005W	1.000
YGL218W	1.000
YDR524C	1.000
YMR068W	1.000
YJL095W	1.000
YDL219W	1.000
YER020W	1.000
YIR037W	1.000
YHR079C	1.000
YKL161C	1.000
YHR082C	1.000
YDL240W	1.000
YOR231W	1.000
YPL140C	1.000
YDR277C	1.000
YDR162C	1.000
YDR490C	1.000
YDR466W	1.000
YKL116C	1.000
YDL214C	1.000
YOR208W	1.000
YER075C	1.000
YDL090C	1.000
YKL159C	1.000
YFL047W	1.000
YMR139W	1.000
YER129W	1.000
YJL098W	1.000
YKR028W	1.000
YGL229C	1.000
YLL016W	1.000
YOL031C	1.000
YGL208W	1.000
YPR054W	1.000
YER103W	1.000
YDR410C	1.000
YFL026W	1.000
YKL178C	1.000
YDR103W	1.000
YDL159W	1.000
YJL004C	1.000
YJR066W	1.000
YKL166C	1.000
YLR425W	1.000
YOL105C	1.000
YLL017W	1.000
YER045C	1.000
YDR216W	1.000
YGL071W	1.000
YPL202C	1.000
YMR042W	1.000
YML099C	1.000
YKL185W	1.000
YLR399C	1.000
YJR060W	1.000
YER130C	1.000
YDR223W	1.000
YNL027W	1.000
YIL036W	1.000
YPL181W	1.000
YGL166W	1.000
YDR480W	1.000
YKL160W	1.000
YDR512C	1.000
YDR516C	1.000
YIL131C	1.000
YER109C	1.000
YGL254W	1.000
YDR009W	1.000
YDR096W	1.000
YOL089C	1.000
YOR358W	1.000
YOR032C	1.000
YJR147W	1.000
YMR172W	1.000
YBR215W	1.000
YDR123C	1.000
YKL032C	1.000
YCL055W	1.000
YLR011W	1.000
YDR034C	1.000
YGR288W	1.000
YJR137C	1.000
YDL233W	1.000
YGR249W	1.000
YGL209W	1.000
YER028C	1.000
YNL076W	1.000
YER068W	1.000
YKL062W	1.000
YDR043C	1.000
YBR066C	1.000
YGL013C	1.000
YFR034C	1.000
YDR501W	1.000
YLR014C	1.000
YKL015W	1.000
YJR035W	1.000
YOR380W	1.000
YPL133C	1.000
YLR176C	1.000
YMR182C	1.000
YOL067C	1.000
YBL103C	1.000
YOR315W	1.000
YLR403W	1.000
YNL167C	1.000
YBR182C	1.000
YDR073W	1.000
YDR463W	1.000
YHR006W	1.000
YDR146C	1.000
YBR240C	1.000
YGL096W	1.000
YDL170W	1.000
YDR213W	1.000
YDR520C	1.000
YPL230W	1.000
YIL056W	1.000
YOR083W	1.000
YIL101C	1.000
YHL009C	1.000
YBR216C	1.000
YDR451C	1.000
YJL056C	1.000
YFL021W	1.000
YGR037C	1.000
YCR010C	1.000
YPR021C	1.000
YIL044C	1.000
YJR005W	1.000
YPL195W	1.000
YGR261C	1.000
YLL052C	1.000
YHL040C	1.000
YDR384C	1.000
YJR001W	1.000
YEL064C	1.000
YKL146W	1.000
YIL088C	1.000
YGR224W	1.000
YDR099W	1.000
YDL231C	1.000
YDL099W	1.000
YLR220W	1.000
YOR316C	1.000
YJR152W	1.000
YDR051C	1.000
YPL265W	1.000
YER166W	1.000
YMR162C	1.000
YGL200C	1.000
YFL048C	1.000
YDL018C	1.000
YOR016C	1.000
YHR110W	1.000
YGL002W	1.000
YCR075C	1.000
YBR210W	1.000
YNL125C	1.000
YFL041W	1.000
YPL221W	1.000
YAL053W	1.000
YBR008C	1.000
YER145C	1.000
YJR031C	1.000
YDR508C	1.000
YDR517W	1.000
YFL027C	1.000
YGL077C	1.000
YNR055C	1.000
YPL244C	1.000
YHR094C	1.000
YFL011W	1.000
YDR345C	1.000
YHR092C	1.000
YHR096C	1.000
YJL214W	1.000
YGL241W	1.000
YPL125W	1.000
YGL016W	1.000
YJL207C	1.000
YOL119C	1.000
YOR306C	1.000
YLR188W	1.000
YGR100W	1.000
YGR121C	1.000
YEL007W	1.000
YKR103W	1.000
YNL183C	1.000
YOR071C	1.000
YPL134C	1.000
YOR328W	1.000
YIL013C	1.000
YDR406W	1.000
YNL231C	1.000
YMR129W	1.000
YLL023C	1.000
YPL148C	1.000
YER185W	1.000
YPR115W	1.000
YKL038W	1.000
YDL138W	1.000
YOR049C	1.000
YPL274W	1.000
YHR103W	1.000
YER019C-A	1.000
YPR198W	1.000
YEL065W	1.000
YHR050W	1.000
YDR011W	1.000
YJL036W	1.000
YCR073W-A	1.000
YJL192C	1.000
YHR136C	1.000
YKR092C	1.000
YPL092W	1.000
YDR395W	1.000
YOL020W	1.000
YEL048C	1.000
YOR192C	1.000
YDR438W	1.000
YLR327C	1.000
YJR014W	1.000
YOR091W	1.000
YGR096W	1.000
YGR138C	1.000
YPR156C	1.000
YOR273C	1.000
YPL176C	1.000
YDR100W	1.000
YDL210W	1.000
YBR293W	1.000
YKR105C	1.000
YER072W	1.000
YJL012C	1.000
YBR241C	1.000
YLL048C	1.000
YDR135C	1.000
YLL055W	1.000
YDL199C	1.000
YDR061W	1.000
YDR387C	1.000
YEL004W	1.000
YEL006W	1.000
YFL054C	1.000
YFR045W	1.000
YJL059W	1.000
YHR048W	1.000
YIL006W	1.000
YIL060W	1.000
YNL044W	1.000
YGL198W	1.000
YGL161C	1.000
YIL023C	1.000
YKR104W	1.000
YBR104W	1.000
YML038C	1.000
YMR166C	1.000
YGR281W	1.000
YBR264C	1.000
YGL255W	1.000
YLR130C	1.000
YCR107W	1.000
YMR184W	1.000
YDR242W	1.000
YGR001C	1.000
YKL047W	1.000
YHR126C	1.000
YDR525W	1.000
YJL075C	1.000
YAL061W	1.000
YOL164W	1.000
YKL061W	1.000
YGR230W	1.000
YGL007W	1.000
YNR069C	1.000
YDR241W	1.000
YGR041W	1.000
YFL028C	1.000
YGL263W	1.000
YOL007C	1.000
YDR020C	1.000
YFR012W	1.000
YDR068W	1.000
YBR033W	1.000
YMR124W	1.000
YER060W	1.000
YER060W-A	1.000
YGR131W	1.000
YDR024W	1.000
YGR196C	1.000
YLR013W	1.000
YJL103C	1.000
YDR458C	1.000
YOR227W	1.000
YGL168W	1.000
YER039C	1.000
YGR273C	1.000
YJL077C	1.000
YPL250C	1.000
YOR235W	1.000
YOR135C	1.000
YJL037W	1.000
YDR112W	1.000
YEL001C	1.000
YOR044W	1.000
YJL051W	1.000
YER051W	1.000
YDR475C	1.000
YPL263C	1.000
YGL079W	1.000
YPR073C	1.000
YJL199C	1.000
YPL121C	1.000
YNL074C	1.000
YNR059W	1.000
YOL070C	1.000
YGL221C	1.000
YJL126W	1.000
YLR315W	1.000
YGR043C	1.000
YBR188C	1.000
YCR095C	1.000
YDR067C	1.000
YDR360W	1.000
YDR348C	1.000
YGL261C	1.000
YBR094W	1.000
YGL134W	1.000
YKR046C	1.000
YIL122W	1.000
YOL054W	1.000
YKL076C	1.000
YKL039W	1.000
YOR301W	1.000
YGL250W	1.000
YCL028W	1.000
YGL083W	1.000
YBL104C	1.000
YPL165C	1.000
YMR140W	1.000
YLR187W	1.000
YDL133W	1.000
YLR082C	1.000
YLR250W	1.000
YKL072W	1.000
YIL047C	1.000
YCR030C	1.000
YGR205W	1.000
YER071C	1.000
YLR426W	1.000
YPR157W	1.000
YNL176C	1.000
YAL064C-A	1.000
YBR162C	1.000
YJL016W	1.000
YDL091C	1.000
YDL169C	1.000
YFR026C	1.000
YGL258W	1.000
YDR136C	1.000
YAL016C-B	1.000
YAL037C-A	1.000
YAL045C	1.000
YAR023C	1.000
YAR035C-A	1.000
YBL008W-A	1.000
YBL012C	1.000
YBL071C-B	1.000
YBR032W	1.000
YBR051W	1.000
YBR056W-A	1.000
YBR062C	1.000
YBR063C	1.000
YBR071W	1.000
YBR072C-A	1.000
YBR099C	1.000
YBR141C	1.000
YBR182C-A	1.000
YBR209W	1.000
YBR221W-A	1.000
YBR224W	1.000
YBR226C	1.000
YBR232C	1.000
YBR259W	1.000
YBR300C	1.000
YCL001W-A	1.000
YCL021W-A	1.000
YCL022C	1.000
YCL023C	1.000
YCL042W	1.000
YCL046W	1.000
YCL075W	1.000
YCL076W	1.000
YCR015C	1.000
YCR043C	1.000
YCR049C	1.000
YCR061W	1.000
YCR075W-A	1.000
YCR076C	1.000
YCR102W-A	1.000
YDL009C	1.000
YDL011C	1.000
YDL026W	1.000
YDL032W	1.000
YDL050C	1.000
YDL057W	1.000
YDL062W	1.000
YDL085C-A	1.000
YDL094C	1.000
YDL121C	1.000
YDL151C	1.000
YDL159W-A	1.000
YDL172C	1.000
YDL180W	1.000
YDL186W	1.000
YDL187C	1.000
YDL206W	1.000
YDL211C	1.000
YDL218W	1.000
YDL241W	1.000
YDL242W	1.000
YDR003W-A	1.000
YDR008C	1.000
YDR010C	1.000
YDR015C	1.000
YDR048C	1.000
YDR056C	1.000
YDR090C	1.000
YDR094W	1.000
YDR102C	1.000
YDR109C	1.000
YDR124W	1.000
YDR133C	1.000
YDR134C	1.000
YDR149C	1.000
YDR169C-A	1.000
YDR193W	1.000
YDR194W-A	1.000
YDR203W	1.000
YDR209C	1.000
YDR215C	1.000
YDR220C	1.000
YDR222W	1.000
YDR239C	1.000
YDR248C	1.000
YDR269C	1.000
YDR290W	1.000
YDR336W	1.000
YDR338C	1.000
YDR340W	1.000
YDR344C	1.000
YDR370C	1.000
YDR374C	1.000
YDR401W	1.000
YDR415C	1.000
YDR417C	1.000
YDR431W	1.000
YDR433W	1.000
YDR444W	1.000
YDR467C	1.000
YDR476C	1.000
YDR506C	1.000
YDR509W	1.000
YDR535C	1.000
YEL010W	1.000
YEL014C	1.000
YEL025C	1.000
YER010C	1.000
YER039C-A	1.000
YER066C-A	1.000
YER067C-A	1.000
YER068C-A	1.000
YER079W	1.000
YER084W	1.000
YER156C	1.000
YER158C	1.000
YER175W-A	1.000
YER186C	1.000
YER187W	1.000
YER188W	1.000
YKL065C	1.000
YMR040W	1.000
YDL072C	1.000
YFR007W	1.000
YFL015C	1.000
YFL032W	1.000
YFL034W	1.000
YFL041W-A	1.000
YFL042C	0.000
YFL051C	1.000
YFR012W-A	1.000
YFR016C	1.000
YFR018C	1.000
YFR020W	1.000
YFR035C	1.000
YDR319C	1.000
YGL007C-A	1.000
YGL010W	1.000
YGL036W	1.000
YGL041C	1.000
YGL081W	1.000
YGL082W	1.000
YGL088W	1.000
YGL117W	1.000
YGL138C	1.000
YGL152C	1.000
YGL159W	1.000
YGL165C	1.000
YGL176C	1.000
YGL177W	1.000
YGL199C	1.000
YGL214W	1.000
YGL217C	1.000
YGL230C	1.000
YGL235W	1.000
YGL242C	1.000
YGL262W	1.000
YGR011W	1.000
YGR015C	1.000
YGR016W	1.000
YGR017W	1.000
YGR018C	1.000
YGR025W	1.000
YGR026W	1.000
YGR039W	1.000
YGR042W	1.000
YGR053C	1.000
YGR066C	1.000
YGR067C	1.000
YGR069W	1.000
YGR079W	1.000
YGR107W	1.000
YGR111W	1.000
YGR121W-A	1.000
YGR125W	1.000
YGR137W	1.000
YGR139W	1.000
YGR149W	1.000
YGR151C	1.000
YGR160W	1.000
YGR174W-A	1.000
YGR176W	1.000
YGR204C-A	1.000
YGR226C	1.000
YGR259C	1.000
YGR290W	1.000
YGR291C	1.000
YHL005C	1.000
YHR049C-A	1.000
YHR086W-A	1.000
YHR095W	1.000
YHR125W	1.000
YHR130C	1.000
YHR139C-A	1.000
YHR140W	1.000
YHR177W	1.000
YHR182W	1.000
YHR210C	1.000
YIL001W	1.000
YIL002W-A	1.000
YIL012W	1.000
YIL014C-A	1.000
YIL025C	1.000
YIL029C	1.000
YIL046W-A	1.000
YIL058W	1.000
YIL092W	1.000
YIL100W	1.000
YIL102C	1.000
YIL134C-A	1.000
YIL161W	1.000
YIL163C	1.000
YIL166C	1.000
YIR007W	1.000
YIR020C	1.000
YIR020W-A	1.000
YIR035C	1.000
YJL022W	1.000
YJL028W	1.000
YJL043W	1.000
YJL047C-A	1.000
YJL049W	1.000
YJL064W	1.000
YJL067W	1.000
YJL118W	1.000
YJL119C	1.000
YJL136W-A	1.000
YJR020W	1.000
YJR037W	1.000
YJR061W	1.000
YJR107W	1.000
YJR128W	1.000
YJR129C	1.000
YJR146W	1.000
YJR149W	1.000
YJR151W-A	1.000
YJR154W	1.000
YKL031W	1.000
YKL033W-A	1.000
YKL044W	1.000
YKL050C	1.000
YKL053W	1.000
YKL063C	1.000
YKL068W-A	1.000
YKL105C	1.000
YKL106C-A	1.000
YKL107W	1.000
YKL131W	1.000
YKL147C	1.000
YKL177W	1.000
YKL202W	1.000
YKR012C	1.000
YKR015C	1.000
YKR032W	1.000
YKR040C	1.000
YKR047W	1.000
YKR051W	1.000
YKR075C	1.000
YKR078W	1.000
YLL007C	1.000
YLL020C	1.000
YLL032C	1.000
YLL047W	1.000
YLL053C	1.000
YLL054C	1.000
YLL056C	1.000
YLR012C	1.000
YLR050C	1.000
YLR111W	1.000
YLR112W	1.000
YLR124W	1.000
YLR125W	1.000
YLR171W	1.000
YLR184W	1.000
YLR217W	1.000
YLR225C	1.000
YLR269C	1.000
YLR296W	1.000
YLR361C-A	1.000
YLR363W-A	1.000
YLR402W	1.000
YLR406C-A	1.000
YLR422W	1.000
YLR428C	1.000
YLR434C	1.000
YLR444C	1.000
YLR445W	1.000
YLR456W	1.000
YML009C-A	1.000
YML009W-B	1.000
YML054C-A	1.000
YML090W	1.000
YML094C-A	1.000
YML096W	1.000
YML101C	1.000
YML108W	1.000
YML116W-A	1.000
YML122C	1.000
YMR007W	1.000
YMR027W	1.000
YMR057C	1.000
YMR119W-A	1.000
YMR122C	1.000
YMR147W	1.000
YMR158C-A	1.000
YMR187C	1.000
YMR230W-A	1.000
YMR242W-A	1.000
YMR244W	1.000
YMR245W	1.000
YMR272W-B	1.000
YMR315W-A	1.000
YMR316C-B	1.000
YMR326C	1.000
YNL034W	1.000
YNL043C	1.000
YNL046W	1.000
YNL050C	1.000
YNL067W-A	1.000
YNL097C-B	1.000
YNL109W	1.000
YNL120C	1.000
YNL140C	1.000
YNL146C-A	1.000
YNL162W-A	1.000
YNL179C	1.000
YNL203C	1.000
YNL205C	1.000
YNL226W	1.000
YNL228W	1.000
YNL285W	1.000
YNL303W	1.000
YNR014W	1.000
YNR021W	1.000
YNR042W	1.000
YNR062C	1.000
YNR063W	1.000
YNR066C	1.000
YOL013W-A	1.000
YOL019W	1.000
YOL019W-A	1.000
YOL029C	1.000
YOL036W	1.000
YOL047C	1.000
YOL097W-A	1.000
YOL106W	1.000
YOL118C	1.000
YOL150C	1.000
YOL160W	1.000
YOR041C	1.000
YOR050C	1.000
YOR053W	1.000
YOR055W	1.000
YOR082C	1.000
YOR093C	1.000
YOR139C	1.000
YOR161C-C	1.000
YOR214C	1.000
YOR248W	1.000
YOR263C	1.000
YOR292C	1.000
YOR293C-A	1.000
YOR296W	1.000
YOR300W	1.000
YOR309C	1.000
YOR314W	1.000
YOR316C-A	1.000
YOR318C	1.000
YOR325W	1.000
YOR333C	1.000
YOR352W	1.000
YOR366W	1.000
YOR376W	1.000
YOR376W-A	1.000
YKL100C	1.000
YPL038W-A	1.000
YPL114W	1.000
YPL119C-A	1.000
YPL136W	1.000
YPL150W	1.000
YPL162C	1.000
YPL182C	1.000
YPL185W	1.000
YPL191C	1.000
YPL197C	1.000
YPL199C	1.000
YPL245W	1.000
YPL257W	1.000
YPL261C	1.000
YPL272C	1.000
YPR012W	1.000
YPR064W	1.000
YPR071W	1.000
YPR092W	1.000
YPR096C	1.000
YPR117W	1.000
YPR126C	1.000
YPR146C	1.000
YPR150W	1.000
YPR159C-A	1.000
YPR196W	1.000
YGL164C	1.000
YOR003W	1.000
YNR039C	1.000
YGR093W	1.000
YPR023C	-1.000
YNL136W	-1.000
YDR295C	-1.000
YOL012C	-1.000
YNL097C	-1.000
YGL131C	-1.000
YHR090C	-1.000
YMR289W	-1.000
YOL086C	-1.000
YEL046C	-1.000
YDR158W	-1.000
YLR244C	-1.000
YGL125W	-1.000
YBR035C	-1.000
YDR300C	-1.000
YMR283C	-1.000
YOL055C	-1.000
YBR213W	-1.000
YMR226C	-1.000
YOL057W	-1.000
YNL219C	-1.000
YDR294C	-1.000
YMR015C	-1.000
YAL044C	-1.000
YMR311C	-1.000
YAL056W	-1.000
YPR160W	-1.000
YDL021W	-1.000
YOR196C	-1.000
YIL053W	-1.000
YBR126C	-1.000
YDR074W	-1.000
YBL099W	-1.000
YDR377W	-1.000
YJR121W	-1.000
YBL045C	-1.000
YOR065W	-1.000
YNL055C	-1.000
YEL024W	-1.000
YDR178W	-1.000
YGL190C	-1.000
YMR198W	-1.000
YIL132C	-1.000
YMR232W	-1.000
YGR238C	-1.000
YGR089W	-1.000
YMR153W	-1.000
YNL082W	-1.000
YLR079W	-1.000
YIL073C	-1.000
YHR017W	-1.000
YIL140W	-1.000
YLR110C	-1.000
YLR390W-A	-1.000
YBR078W	-1.000
YNL084C	-1.000
YMR215W	-1.000
YJL062W	-1.000
YDL146W	-1.000
YJL042W	-1.000
YJL183W	-1.000
YLR414C	-1.000
YJL052W	-1.000
YNL160W	-1.000
YNL220W	-1.000
YMR300C	-1.000
YNL059C	-1.000
YLR226W	-1.000
YDR364C	-1.000
YER164W	-1.000
YNR010W	-1.000
YPL101W	-1.000
YLR318W	-1.000
YEL042W	-1.000
YDR138W	-1.000
YCR020W-B	-1.000
YGL192W	-1.000
YDL005C	-1.000
YHR091C	-1.000
YDR194C	-1.000
YPL097W	-1.000
YGR006W	-1.000
YOL080C	-1.000
YMR234W	-1.000
YER070W	-1.000
YIL066C	-1.000
YGR180C	-1.000
YLL030C	-1.000
YKL020C	-1.000
YDR443C	-1.000
YPR045C	-1.000
YPR163C	-1.000
YKR010C	-1.000
YOL006C	-1.000
YLR085C	-1.000
YDR424C	-1.000
YMR032W	-1.000
YOL076W	-1.000
YDR129C	-1.000
YDL047W	-1.000
YDR523C	-1.000
YNL079C	-1.000
YLR337C	-1.000
YCR092C	-1.000
YFL003C	-1.000
YDR097C	-1.000
YIL153W	-1.000
YDR078C	-1.000
YDR079C-A	-1.000
YDL192W	-1.000
YMR237W	-1.000
YDR153C	-1.000
YMR231W	-1.000
YMR297W	-1.000
YKL212W	-1.000
YBR171W	-1.000
YHR026W	-1.000
YKR001C	-1.000
YPL045W	-1.000
YPL065W	-1.000
YLR396C	-1.000
YLR261C	-1.000
YGL104C	-1.000
YAL002W	-1.000
YER163C	-1.000
YGR150C	-1.000
YBR036C	-1.000
YDR151C	-1.000
YFR019W	-1.000
YLR047C	-1.000
YIL154C	-1.000
YJL094C	-1.000
YDR205W	-1.000
YGR038W	-1.000
YAL005C	-1.000
YHR060W	-1.000
YEL027W	-1.000
YKL080W	-1.000
YEL051W	-1.000
YGR106C	-1.000
YJL070C	-1.000
YIL040W	-1.000
YGR036C	-1.000
YER026C	-1.000
YMR238W	-1.000
YOL065C	-1.000
YJL134W	-1.000
YPR139C	-1.000
YOL011W	-1.000
YMR272C	-1.000
YBR058C-A	-1.000
YLR193C	-1.000
YDR264C	-1.000
YBR157C	-1.000
YLL033W	-1.000
YGR040W	-1.000
YDL001W	-1.000
YER096W	-1.000
YBR085W	-1.000
YER017C	-1.000
YER087W	-1.000
YBR194W	-1.000
YNL315C	-1.000
YJL180C	-1.000
YPL078C	-1.000
YPL215W	-1.000
YBR120C	-1.000
YDL069C	-1.000
YJL062W-A	-1.000
YGL119W	-1.000
YLR201C	-1.000
YPL132W	-1.000
YJL003W	-1.000
YGR062C	-1.000
YLR087C	-1.000
YBR026C	-1.000
YBR163W	-1.000
YKL187C	-1.000
YER014W	-1.000
YJR122W	-1.000
YOL023W	-1.000
YMR150C	-1.000
YPR067W	-1.000
YLR239C	-1.000
YOL009C	-1.000
YLR069C	-1.000
YJR144W	-1.000
YPL098C	-1.000
YGL064C	-1.000
YBL090W	-1.000
YKL167C	-1.000
YDL202W	-1.000
YBL038W	-1.000
YKR085C	-1.000
YNL177C	-1.000
YMR286W	-1.000
YKL170W	-1.000
YJL096W	-1.000
YPR100W	-1.000
YHR147C	-1.000
YDR237W	-1.000
YNR036C	-1.000
YIR021W	-1.000
YPL104W	-1.000
YDL107W	-1.000
YDR268W	-1.000
YLR382C	-1.000
YKL055C	-1.000
YER058W	-1.000
YLR204W	-1.000
YDL104C	-1.000
YHR038W	-1.000
YOR305W	-1.000
YNR037C	-1.000
YBR037C	-1.000
YDL033C	-1.000
YDR470C	-1.000
YBR238C	-1.000
YMR241W	-1.000
YIL165C	-1.000
YPR024W	-1.000
YMR252C	-1.000
YFR049W	-1.000
YGR133W	-1.000
YGL240W	-1.000
YOL049W	-1.000
YDR245W	-1.000
YGL038C	-1.000
YDL232W	-1.000
YER007W	-1.000
YMR174C	-1.000
YIL017C	-1.000
YLR063W	-1.000
YJL139C	-1.000
YJL136C	-1.000
YHL038C	-1.000
YKR024C	-1.000
YHR011W	-1.000
YGR227W	-1.000
YGR271C-A	-1.000
YMR293C	-1.000
YPL118W	-1.000
YNL005C	-1.000
YLR439W	-1.000
YGR232W	-1.000
YEL050C	-1.000
YJL177W	-1.000
YGL135W	-1.000
YMR242C	-1.000
YBR191W	-1.000
YHR010W	-1.000
YFR031C-A	-1.000
YOL039W	-1.000
YHR021C	-1.000
YLR146C	-1.000
YML115C	-1.000
YDR115W	-1.000
YGR250C	-1.000
YMR310C	-1.000
YJL189W	-1.000
YMR269W	-1.000
YDR197W	-1.000
YER110C	-1.000
YNL015W	-1.000
YOR101W	-1.000
YFL033C	-1.000
YGL115W	-1.000
YDR293C	-1.000
YPR078C	-1.000
YDR477W	-1.000
YEL036C	-1.000
YOL052C-A	-1.000
YIL098C	-1.000
YNL133C	-1.000
YJL184W	-1.000
YPL059W	-1.000
YGL181W	-1.000
YER057C	-1.000
YFL014W	-1.000
YDR538W	-1.000
YOL084W	-1.000
YPL031C	-1.000
YOR165W	-1.000
YMR107W	-1.000
YJL141C	-1.000
YGL108C	-1.000
YJL175W	-1.000
YOR113W	-1.000
YKR099W	-1.000
YNL288W	-1.000
YMR280C	-1.000
YPL177C	-1.000
YBR112C	-1.000
YPL075W	-1.000
YBL021C	-1.000
YMR164C	-1.000
YDR176W	-1.000
YPR072W	-1.000
YIL119C	-1.000
YDL020C	-1.000
YOL004W	-1.000
YNL236W	-1.000
YOL148C	-1.000
YBR081C	-1.000
YGL162W	-1.000
YJL176C	-1.000
YER111C	-1.000
YMR233W	-1.000
YCR084C	-1.000
YOR162C	-1.000
YOL062C	-1.000
YHL047C	-1.000
YNL259C	-1.000
YLL015W	-1.000
YGL206C	-1.000
YLL009C	-1.000
YGL139W	-1.000
YBL042C	-1.000
YBR021W	-1.000
YMR292W	-1.000
YJR090C	-1.000
YGL141W	-1.000
YKL221W	-1.000
YLR138W	-1.000
YKR082W	-1.000
YNL264C	-1.000
YLR148W	-1.000
YNL003C	-1.000
YBR106W	-1.000
YNR013C	-1.000
YGL167C	-1.000
YOL045W	-1.000
YJL204C	-1.000
YFR040W	-1.000
YOR115C	-1.000
YOR332W	-1.000
YER077C	-1.000
YJR015W	-1.000
YER093C-A	-1.000
YEL029C	-1.000
YLR062C	-1.000
YNR075W	-1.000
YJL172W	-1.000
YMR180C	-1.000
YGL110C	-1.000
YNL130C-A	-1.000
YOR164C	-1.000
YCL039W	-1.000
YOL015W	-1.000
YPL054W	-1.000
YPL050C	-1.000
YIL164C	-1.000
YOR161C	-1.000
YGL146C	-1.000
YGR221C	-1.000
YER144C	-1.000
YML088W	-1.000
YAR029W	-1.000
YBL044W	-1.000
YBR074W	-1.000
YCR099C	-1.000
YCR100C	-1.000
YDR154C	-1.000
YDR230W	-1.000
YDR445C	-1.000
YDR521W	-1.000
YDR537C	-1.000
YDR541C	-1.000
YEL041W	-1.000
YFL012W-A	-1.000
YGL101W	-1.000
YGL109W	-1.000
YGL114W	-1.000
YGL140C	-1.000
YGL149W	-1.000
YGR117C	-1.000
YGR242W	-1.000
YHR050W-A	-1.000
YIL067C	-1.000
YIL152W	-1.000
YJR005C-A	-1.000
YJR018W	-1.000
YKL096C-B	-1.000
YKL118W	-1.000
YLR031W	-1.000
YLR202C	-1.000
YLR358C	-1.000
YMR001C-A	-1.000
YMR084W	-1.000
YMR103C	-1.000
YMR111C	-1.000
YMR141C	-1.000
YMR153C-A	-1.000
YMR185W	-1.000
YMR196W	-1.000
YMR254C	-1.000
YMR306C-A	-1.000
YNL184C	-1.000
YNL277W-A	-1.000
YNL295W	-1.000
YOL035C	-1.000
YOL037C	-1.000
YOL046C	-1.000
YOL085C	-1.000
YOL153C	-1.000
YOR199W	-1.000
YPR099C	-1.000
