orf	hap a | protein aggregates (synphilin-1) | standard [standard] | Zhao L~Liu B, 2016
YDL187C	-7.66770886211448
YDL188C	-2.297456880625859
YDL189W	-8.914960067139155
YDL190C	-11.384918282426874
YDL191W	-6.74899081496752
YDL192W	-0.10226885733889901
YDL194W	-2.9697493380971736
YDL197C	-3.2165515634980935
YDL199C	-10.465393855148605
YDL200C	8.960069459678124
YDL201W	3.817258345106893
YDL203C	-6.748749231498792
YDL204W	-5.067053003465475
YDL206W	-6.857655445401392
YDL210W	0.6996646143631295
YDL211C	-5.961730960833634
YDL213C	1.991870072600335
YDL214C	1.3113437867656899
YDL215C	-2.0730330449795673
YDL216C	-10.299471888240845
YDL218W	3.9790935773276033
YDL219W	-1.7314736797865322
YDL222C	-6.952138066941728
YDL223C	-9.731387041429173
YDL224C	-1.7512149001699413
YDL226C	0.6173850123739726
YDL227C	1.6566761834940706
YDL229W	-5.849046397902306
YDL230W	-2.0689564260773707
YDL231C	4.394842994325046
YDL232W	-33.59676077029782
YDL233W	4.224489538257288
YDL234C	-5.426255086275006
YDL236W	-2.480567331413255
YDL237W	3.0612940177907433
YDL238C	-8.95530493921045
YDL239C	1.7340448259280947
YDL240W	1.4844020069763673
YDL241W	-0.8045346310459394
YDL242W	0.7742090200044345
YDL243C	-10.462284029888053
YDR001C	-15.505283200737736
YDR003W	-3.134634376637777
YDR004W	-23.838536452526156
YDR005C	-11.57608002987012
YDR006C	-7.947429964514981
YDR007W	0.7895683545435332
YDR008C	-12.266976026341872
YDR009W	-3.072851960905865
YDR010C	-5.2390210255951075
YDR011W	-8.947373242622348
YDR014W	-15.989287814129725
YDR015C	-6.099988797288361
YDR018C	3.976668228405913
YDR019C	5.069494379805917
YDR020C	-5.542106593661302
YDR022C	-3.5889114711893058
YDR024W	-2.8678676803314502
YDR025W	-16.98574047804601
YDR026C	-3.970043109134437
YDR029W	0.42589952200385994
YDR030C	0.049496144932916764
YDR031W	0.6614309864408057
YDR032C	-1.863962394336447
YDR033W	-0.5652549145486319
YDR034C	-5.049524771845
YDR035W	2.5965300144016794
YDR036C	-1.330981611337556
YDR042C	6.191582358029848
YDR043C	7.346111334342083
YDR046C	0.5687027563204126
YDR048C	-2.1170381982904303
YDR049W	4.801189896611646
YDR051C	-1.7952651301302964
YDR055W	2.8608122473970354
YDR056C	-4.47771869135353
YDR057W	3.1543123492431846
YDR058C	5.454172078177578
YDR059C	7.469900868811322
YDR061W	-2.3270034914426603
YDR063W	5.7818591412648885
YDR066C	2.0764520015642915
YDR067C	0.5282505253761656
YDR068W	2.84720798918552
YDR070C	5.665426923955906
YDR071C	-11.36003378700434
YDR072C	-14.443359543281844
YDR073W	-9.18269936288953
YDR074W	-20.08862075535057
YDR075W	-7.8048497415925695
YDR076W	-6.30734844203981
YDR077W	4.882800815128796
YDR080W	-9.99917499681969
YDR083W	8.2096046153477
YDR084C	-2.035923114052366
YDR085C	-0.9620727916236831
YDR089W	2.00387806926134
YDR090C	4.207544608969641
YDR092W	1.3843719444754186
YDR093W	5.42952492547176
YDR094W	-1.0178530336252862
YDR095C	4.482332871296606
YDR096W	4.543686408638109
YDR097C	4.888645076192397
YDR098C	5.214030104245239
YDR099W	0.8364881666547106
YDR100W	6.045664707917851
YDR101C	11.928224384107722
YDR102C	-2.235837464687819
YDR103W	
YDR104C	7.233938067430508
YDR105C	6.534674525075886
YDR107C	1.5349347629243795
YDR108W	-24.46762091664001
YDR109C	10.902744240871769
YDR110W	0.6987788806658841
YDR111C	2.9844431058612457
YDR112W	4.536243605030165
YDR116C	-3.7342794647629702
YDR117C	4.577750252479817
YDR119W	2.3002757522918387
YDR120C	3.780421525678676
YDR121W	-6.85913131203047
YDR122W	4.467769750053677
YDR123C	
YDR124W	-0.7832241173576193
YDR125C	4.519273555117238
YDR126W	-5.903316834530273
YDR127W	-0.7380181569196935
YDR128W	-5.58427553939336
YDR130C	-0.03931386050450669
YDR131C	3.6372719255054164
YDR132C	7.448601342924221
YDR133C	2.892979461766025
YDR135C	2.6232532137789093
YDR139C	-1.2181581651552946
YDR142C	5.684521477312927
YDR143C	-1.1904662848599727
YDR144C	-0.4515432047243664
YDR146C	-21.6596470613634
YDR147W	3.597753280350588
YDR148C	2.8077391345902143
YDR149C	-33.66187788606953
YDR150W	-31.780029747477336
YDR151C	0.8033344414415282
YDR152W	1.8669909158080955
YDR153C	-4.356484852809821
YDR154C	7.08462115340771
YDR155C	-1.2672130245933033
YDR156W	-4.215117006795559
YDR157W	5.459213164959095
YDR158W	-3.388317851410484
YDR159W	
YDR161W	8.177879746666306
YDR162C	8.08125784533975
YDR163W	10.85960651662839
YDR165W	4.568449350618401
YDR169C	4.026259041965325
YDR171W	6.0789381692606455
YDR173C	
YDR174W	-14.912426312613526
YDR178W	5.037092004166055
YDR179C	1.61253034724119
YDR179W-A	5.823867035707693
YDR181C	-2.0734566711806295
YDR183W	3.3931968203449614
YDR184C	2.817781273105517
YDR185C	0.5732390535250786
YDR186C	-6.057197043158531
YDR191W	5.055893484921498
YDR192C	1.303585166472466
YDR193W	-1.9433698047918142
YDR198C	2.353222862431714
YDR199W	-5.201956515776992
YDR202C	1.718364940186376
YDR203W	3.5656938534285487
YDR205W	-5.22872432460661
YDR206W	-3.3381517612902556
YDR207C	-31.176399398743214
YDR209C	0.8887170804978339
YDR210W	0.7630120112234877
YDR213W	-6.788769503132691
YDR214W	3.501270808798054
YDR215C	-0.6637054276254233
YDR216W	-2.821270446445375
YDR217C	5.246872958980369
YDR218C	0.7034334193204046
YDR219C	-8.425783213025468
YDR220C	6.960797922905321
YDR221W	-3.777931506250951
YDR222W	1.3749897059650351
YDR223W	2.1099563721895507
YDR225W	-9.44058644991216
YDR227W	
YDR229W	-1.3491693403651581
YDR233C	0.9241808536229783
YDR234W	
YDR239C	-7.22634901118203
YDR241W	-11.133366270229367
YDR242W	0.4726437800357104
YDR244W	0.6870860172332485
YDR245W	-52.92409322186684
YDR247W	5.646373058862139
YDR248C	-0.5899814011298119
YDR249C	-0.06427621535478778
YDR250C	1.856712010634162
YDR251W	1.5723383119481085
YDR252W	-1.8521344823007766
YDR253C	-1.794554570540143
YDR254W	-5.347829146595977
YDR255C	-6.514152481861913
YDR256C	1.8774117857600459
YDR257C	-0.7602032058739283
YDR258C	-0.9409378431223061
YDR259C	-0.3044358599970707
YDR260C	-13.40023112019832
YDR261C	-5.040154594608701
YDR262W	-5.380845510752842
YDR263C	-3.6781671317247415
YDR265W	-2.135173760050897
YDR266C	2.5689170841154905
YDR269C	10.01949363690197
YDR270W	-5.008798512706811
YDR271C	3.8109431963996485
YDR272W	8.749316290543526
YDR273W	1.6580326734175017
YDR274C	-10.92185237253566
YDR275W	2.864874256601688
YDR276C	-7.78487307276567
YDR277C	3.8175195882069275
YDR278C	0.8399772952653066
YDR279W	-7.594083113824851
YDR281C	-8.710059602307915
YDR282C	2.271646494623461
YDR284C	0.9780809516887885
YDR285W	-2.6535662075878363
YDR286C	-9.530822141642723
YDR287W	10.989434214078123
YDR289C	-6.701584177338795
YDR290W	-1.6746094530203735
YDR291W	-1.7432865774733344
YDR293C	-31.491637873280467
YDR294C	-4.365731663778362
YDR297W	10.478338533879317
YDR304C	3.6434342865134894
YDR305C	-0.8716670213627893
YDR306C	-3.1869099089323925
YDR307W	-0.3969987397648751
YDR309C	6.810700231142285
YDR310C	-10.566721829652913
YDR312W	-1.2205399251351707
YDR313C	5.180281656626619
YDR314C	2.0549995420732685
YDR315C	-17.7386841817574
YDR316W	-3.351145235772101
YDR317W	-1.2134584625752822
YDR318W	-5.6846341174967066
YDR319C	5.299072677295044
YDR320C	-4.207913817371399
YDR321W	5.9528848922815385
YDR326C	2.31982802637053
YDR329C	-6.4569361032948365
YDR330W	0.7278334489594229
YDR332W	3.4282944718366437
YDR333C	5.28064202211791
YDR334W	-4.428327039981106
YDR335W	
YDR336W	-3.678486367969221
YDR338C	8.364604918597855
YDR340W	-1.5171589440173463
YDR344C	6.004201397084948
YDR345C	-5.081248938422995
YDR346C	2.7908723454586877
YDR348C	0.8871707838623806
YDR349C	0.38165389683806694
YDR351W	2.772049415415985
YDR352W	4.280879163262277
YDR354W	-3.518137703584479
YDR357C	9.05079586222707
YDR358W	7.851683772093352
YDR359C	
YDR360W	3.2731348422695774
YDR363W	2.319091064255794
YDR363W-A	-35.396335295915065
YDR368W	2.2614488703830418
YDR369C	-37.710552893285396
YDR370C	7.55171648604999
YDR371W	3.282426915965651
YDR372C	-6.310494821329364
YDR374C	4.855996167058002
YDR375C	-2.2533082596464666
YDR378C	-24.05121481660715
YDR379W	1.1202625713019998
YDR380W	2.953149057877127
YDR382W	-1.9498567527836599
YDR383C	-3.336905752204288
YDR384C	5.034452981821424
YDR385W	8.352052632039438
YDR386W	-0.7603349014007321
YDR387C	0.7230890820232503
YDR388W	-9.88254946652652
YDR389W	6.050321336365478
YDR391C	-0.650950051449847
YDR392W	-48.48593166166676
YDR393W	0.15740181903596095
YDR395W	-14.637505847202384
YDR399W	5.49264003085873
YDR400W	4.697951837584917
YDR401W	-1.7791117605850602
YDR402C	3.713508283076571
YDR403W	2.5631758208954096
YDR406W	4.907030229851216
YDR408C	-5.9231124164914135
YDR409W	-4.121996388062222
YDR410C	
YDR411C	4.473966080656979
YDR414C	-23.261070617395305
YDR415C	0.2886253457945571
YDR419W	2.943251524312849
YDR420W	1.6175007402264683
YDR421W	0.1900498393065888
YDR422C	-2.929022183564207
YDR423C	-0.5323737602436154
YDR424C	-10.496189533158628
YDR425W	5.153074621413609
YDR426C	6.283975644095889
