orf	hap a | protein aggregates (synphilin-1) | standard [standard] | Zhao L~Liu B, 2016
YBR149W	-0.8106106758597568
YBR150C	-1.2251827074948027
YBR151W	-0.36873676937110883
YBR156C	-0.639242321770965
YBR157C	-1.056617020914531
YBR158W	-0.4352974163253548
YBR159W	-0.7822048426192831
YBR161W	-0.05617555406315321
YBR162C	0.018065567179851718
YBR162W-A	-0.4902050303401483
YBR164C	-0.5638813296681568
YBR165W	-0.3384072693256963
YBR166C	-0.487607475823355
YBR168W	-1.5839631817456903
YBR169C	0.14739081068035137
YBR170C	0.11605322624723105
YBR171W	-3.248855001879367
YBR172C	-0.17557032529189823
YBR174C	-2.707012251240933
YBR175W	-2.957166495421589
YBR176W	-0.7389647854251707
YBR177C	-0.5528478950987964
YBR178W	-0.4045969449305329
YBR180W	-1.769639226687805
YBR181C	-1.8064462295683312
YBR182C	-0.6502026056657315
YBR183W	-0.1856627460999501
YBR184W	-0.7113408650320877
YBR185C	-0.655152802372913
YBR186W	0.15567415886276267
YBR187W	-1.4928457229093985
YBR188C	-0.22090288676625386
YBR189W	-2.248080141045499
YBR194W	-1.912222799158259
YBR195C	-1.580321393128768
YBR197C	-0.42875260937854137
YBR199W	-0.6861533043066905
YBR200W	
YBR201W	-0.7044305716631108
YBR203W	-0.2364534868144561
YBR204C	-0.557495504956846
YBR205W	-0.14396248302580864
YBR206W	-0.7257320812233853
YBR207W	-0.7286833799567717
YBR208C	-0.44018827469476
YBR209W	-1.2985386671985186
YBR210W	-0.37059509375989264
YBR212W	-1.4648900942388203
YBR213W	-0.6433930243688009
YBR214W	0.05451672192377862
YBR215W	-1.0145775647369193
YBR216C	-0.9299977752113302
YBR217W	-0.45345454963383125
YBR218C	-0.47709213491033203
YBR219C	-0.8125327472299665
YBR220C	-0.7388870172280085
YBR221C	-4.063625658155672
YBR222C	0.18164361696622966
YBR223C	-0.9565925548848679
YBR224W	-0.22213350305178103
YBR225W	-0.006375466636087426
YBR226C	0.45029283795859953
YBR227C	0.46273860505489356
YBR228W	0.17526845196438967
YBR229C	-0.17996438122062622
YBR230C	0.14496074164016184
YBR231C	-1.1068470578097733
YBR232C	-0.5029584802517529
YBR233W	-0.4066590407702205
YBR235W	0.06181315915818066
YBR238C	0.05886320228067216
YBR239C	-0.36985435091687036
YBR240C	-0.6844729531831574
YBR241C	0.21390519616580309
YBR242W	0.04816559083364591
YBR244W	-0.15732042534798496
YBR245C	1.118861817963565
YBR246W	0.6281154840620162
YBR248C	-3.602307985978826
YBR249C	-0.587004641279477
YBR250W	-1.3464397624764866
YBR255W	-0.626935387686685
YBR258C	-0.32453518610691867
YBR259W	0.3807068136933913
YBR260C	0.3200618888885371
YBR261C	0.8798916236787001
YBR262C	-0.18527355375339274
YBR263W	-0.193883538632242
YBR264C	0.12165488364046945
YBR266C	0.7584429965267461
YBR267W	0.4860800214848352
YBR269C	-0.5262273889653553
YBR270C	-1.0149459679743156
YBR271W	-0.12522176401963514
YBR272C	0.3770346464326513
YBR273C	0.43436626268409917
YBR274W	-0.04843055554205995
YBR275C	0.012954126546386764
YBR276C	-0.7299710621115706
YBR277C	-1.3161084542905468
YBR278W	-0.8901243916904866
YBR280C	-0.9731565095040168
YBR281C	0.04531537049496396
YBR283C	-0.0997325449633034
YBR284W	0.11216514443504134
YBR285W	0.1499830134332027
YBR286W	0.05186152900151044
YBR287W	-0.17124201503262435
YBR288C	-0.22887549801631446
YBR289W	
YBR290W	0.3572499657640289
YBR291C	0.14046332396501307
YBR292C	0.05621102829274186
YBR293W	-0.6486219188539922
YBR294W	-0.2807800145670685
YBR295W	0.3717768532581563
YBR296C	-0.3217453223813619
YBR297W	-0.1885059154121471
YBR298C	-0.20872558459219565
YBR299W	0.41295474456830417
YBR300C	-0.7466653427657931
YBR301W	0.1783777417945008
YCL001W	-0.5332588325793927
YCL001W-A	0.06187393145169908
YCL002C	-0.2003864713544626
YCL009C	-0.3258909230396748
YCL010C	-1.1298367923011272
YCL011C	-1.5934538991947984
YCL014W	-0.5495365028763177
YCL016C	-4.326307739166579
YCL022C	0.1364283680386827
YCL023C	-0.2760430587905371
YCL024W	-1.0041062705549597
YCL025C	-0.8861451727447232
YCL026C-A	0.2703711609716517
YCL027W	-0.2297799961190848
YCL028W	0.07080649260675227
YCL029C	-2.071254599444332
YCL030C	
YCL032W	-1.5495085448188026
YCL033C	-1.2496169509162907
YCL034W	-0.18625418238170946
YCL035C	-0.044139979137706085
YCL036W	-1.6391444175506844
YCL037C	1.6742912905091818
YCL038C	-1.254606555074243
YCL039W	-0.1319521301224836
YCL040W	-0.7036514744242774
YCL042W	0.32590414009857877
YCL044C	-1.2243014051050916
YCL045C	0.3275063639260158
YCL046W	-0.953601596348738
YCL047C	0.4436597307028408
YCL048W	0.33568779338723875
YCL049C	-0.02156022189877797
YCL050C	-1.0802428523179908
YCL051W	-0.3500647276816351
YCL055W	0.5286217030845471
YCL056C	0.3074854235160041
YCL057W	0.14953104087518151
YCL061C	-2.674092640660261
YCL063W	0.1359856613919328
YCL064C	-0.12189363068205118
YCL069W	-0.3547117687602401
YCL076W	-0.5848585042672524
YCR001W	-0.2147766627703595
YCR005C	0.26670932128047714
YCR006C	-1.7960405865709475
YCR007C	0.4474728592092851
YCR008W	-0.3991979300814518
YCR009C	-3.6279847789757995
YCR010C	-0.7257884098083893
YCR011C	-0.4912707534714004
YCR014C	0.030877556952061087
YCR015C	0.17198168252119322
YCR016W	0.09639086825912645
YCR017C	-0.4026483876526555
YCR019W	-1.363121907211134
YCR020C	-0.4725994992853721
YCR020C-A	0.5019474301732534
YCR021C	0.35824897565702707
YCR022C	0.16778281162421638
YCR023C	-0.057482546886039106
YCR024C-A	0.07666084956228078
YCR025C	0.16495865630999437
YCR026C	0.46110127130334105
YCR027C	0.3313917512338256
YCR028C-A	-0.6608026444590257
YCR030C	-0.8512765914620685
YCR031C	0.5621905833126626
YCR032W	0.5047332012619938
YCR033W	-1.5450666053729027
YCR034W	-2.5697386124330506
YCR036W	-0.20952130744695108
YCR037C	-0.6442268905645682
YCR043C	-0.07421539985346534
YCR044C	-0.36772968101927356
YCR045C	0.23607217728515298
YCR048W	0.3105912002205142
YCR049C	0.12126093621820877
YCR050C	0.030909840750867626
YCR051W	0.17721993291399918
YCR053W	-3.7416283153033705
YCR059C	0.001060080939954153
YCR060W	0.2807769236734994
YCR061W	-0.4098975678296296
YCR063W	-2.1729503524748335
YCR065W	-2.5369215708505215
YCR067C	-0.6967791100655654
YCR068W	-0.25899801142661705
YCR069W	-0.9365521339378636
YCR071C	-0.6378570682875843
YCR073C	-0.678648001919796
YCR073W-A	-1.5706188385444666
YCR075C	-0.6446343411799664
YCR076C	-0.7963631238373629
YCR077C	-1.5875922651797316
YCR079W	-1.1377720575697507
YCR081W	0.5662769256372183
YCR082W	-0.3927690142477376
YCR083W	-0.6762696703165735
YCR085W	-0.3381802109604772
YCR086W	-1.010435976552191
YCR087C-A	-0.42991557334486785
YCR087W	-1.1728175542779933
YCR088W	-0.18959891864350797
YCR089W	-1.545530799349769
YCR090C	0.31805176487332487
YCR091W	-0.5567107693188371
YCR092C	-0.9082004639186313
YCR095C	-1.8467764919496124
YCR098C	-0.43466515050425747
YCR099C	-0.6019405993787051
YCR100C	-0.2766507875405484
YCR101C	-0.5471273532417226
YCR102C	-0.41786121224947576
YCR102W-A	-0.5596056885199159
YCR105W	-0.9536543121629107
YCR106W	-0.3915416779371872
YCR107W	-0.07146583496770267
YDL001W	-0.1296687346945021
YDL002C	-1.0093684711444473
YDL006W	1.2769902383376863
YDL010W	-0.4709696944482838
YDL011C	-0.5141965588302878
YDL012C	-1.0945666509916474
YDL013W	-3.7762968859432835
YDL018C	-1.1453125487784315
YDL019C	-0.3214557309328041
YDL020C	-1.491468003265462
YDL023C	-0.0028723047246356757
YDL024C	-0.4965539655264273
YDL025C	-1.212477157535105
YDL026W	-0.6766358018059478
YDL027C	-0.8623773228014425
YDL033C	-0.6282654699470943
YDL034W	-0.41822241772350865
YDL035C	-3.292386317390547
YDL036C	-0.4433061959063043
YDL037C	-0.8174763581806564
YDL039C	-0.5529407979954258
YDL040C	-0.18995199370760785
YDL041W	
YDL042C	
YDL046W	-0.23166620952175623
YDL048C	-0.4827113003805464
YDL050C	-0.9943559944020346
YDL051W	-0.981415145231892
YDL052C	-0.5156667160145253
YDL053C	-0.023805037798645942
YDL054C	-0.3414576497104033
YDL056W	-1.6516527170522846
YDL059C	-1.8393583012640338
YDL061C	-2.4301432047420057
YDL062W	0.17553554306402958
YDL065C	-1.5783123532279748
YDL066W	-0.5877995684513023
YDL070W	-0.15822459772653685
YDL071C	0.08067321839388808
YDL074C	-3.897737034480121
YDL076C	-1.1967583661010768
YDL077C	-2.0489386460919254
YDL078C	-0.179600334859838
YDL079C	-0.28156553136559154
YDL080C	0.5867805304704626
YDL081C	-2.1312431487902033
YDL082W	0.042039264748218036
YDL083C	-0.4236974999093254
YDL085W	0.16923685376026013
YDL086W	0.01092934621595381
YDL088C	0.04092467268852405
YDL089W	0.13382667025573158
YDL090C	
YDL091C	0.053220472280002824
YDL093W	-0.4578047924684692
YDL094C	-0.1592027444566154
YDL095W	-0.31611986342569387
YDL096C	0.04491398269593756
YDL099W	-0.22098549539206033
YDL100C	-0.9866340064845934
YDL104C	-0.6856601633024438
YDL106C	-0.4072996383496358
YDL109C	-0.10972296783349815
YDL110C	-0.6189622820715454
YDL112W	0.15106540265473758
YDL113C	-0.580435774091751
YDL114W	-0.3368093871969728
YDL117W	-2.317869053383087
YDL118W	-0.9597997457310037
YDL119C	-0.596593724107723
YDL121C	-0.051827104637892245
YDL122W	0.05700767707421627
YDL123W	-0.6836676438953653
YDL124W	-0.12400301482506768
YDL125C	-1.7003741949543392
YDL127W	-0.3212837783350415
YDL128W	-0.20822689420409082
YDL129W	-1.111022337952815
YDL130W	0.39634903608395444
YDL130W-A	0.4121982111899783
YDL131W	-0.8202123027331377
YDL133C-A	-1.053630054136083
YDL133W	-1.0674363750269473
YDL134C	-1.0284904521292686
YDL135C	0.021766133402263153
YDL136W	-0.16981967356916303
YDL137W	-0.25433239874403557
YDL138W	-0.11628656319351663
YDL142C	-0.47080683132847784
YDL144C	-0.26268864711971746
YDL146W	-0.1760427888949437
YDL149W	-0.7152556894416648
YDL154W	-0.10114673447145457
YDL155W	-1.7890505637627003
YDL156W	0.1627818993313616
YDL157C	-1.4286488304135816
YDL159W	
YDL160C	
YDL161W	-0.5693541458096293
YDL162C	-1.169174684991718
YDL167C	0.34728723204243034
YDL168W	-0.0005393841080011815
YDL169C	-0.05722878458048624
YDL170W	-0.01574487028759408
YDL171C	-0.044995289683875624
YDL172C	-0.9333190930116432
YDL173W	-0.9766378799788835
YDL174C	-0.4814763606365252
YDL175C	0.1562314284120146
YDL176W	-0.3470364163584674
YDL177C	-0.09338595054467888
YDL178W	-0.21369670977285854
YDL179W	-0.009199032393944845
YDL180W	-0.49931113594795423
YDL181W	-0.6125485818624969
YDL182W	0.27220697333127863
YDL183C	-0.4292501498244485
YDL184C	-0.2826365345957898
YDL185W	-0.47718196116061923
YDL186W	-0.08298396814559246
YDL187C	-0.96918613655774
YDL188C	-0.4250858196024319
YDL189W	-1.0955544668178596
YDL190C	-1.345804371745391
YDL191W	-0.8761039530087553
YDL192W	-0.2026749339747066
YDL194W	-0.4932007871044611
YDL197C	-0.5182061629283145
YDL199C	-1.2526404878057087
YDL200C	0.7154982109059891
YDL201W	0.19444162601482132
YDL203C	-0.8760794763841278
YDL204W	-0.7056942777287315
YDL206W	-0.8871135778950183
YDL210W	-0.12142506755611185
YDL211C	-0.7963407803239421
YDL213C	0.0094979136786249
YDL214C	-0.0594512844400842
YDL215C	-0.4023477654983813
YDL216C	-1.2358296947376086
YDL218W	0.21083836148446977
YDL219W	-0.36774183648402825
YDL222C	-0.896686317592163
YDL223C	-1.1782727781770457
YDL224C	-0.36974196688847155
YDL226C	-0.12976142824748618
YDL227C	-0.024463081435359642
YDL229W	-0.7849238660677306
YDL230W	-0.40193473280560693
YDL231C	0.25296103847282003
YDL232W	-3.596251944684398
YDL233W	0.23570125815703563
YDL234C	-0.7420877221669749
YDL236W	-0.4436381062837049
YDL237W	0.11784923677173663
YDL238C	-1.099642106980217
YDL239C	-0.01662428671662739
YDL240W	-0.04191746427802732
YDL241W	-0.273826721894153
YDL242W	-0.11387241734966176
YDL243C	-1.2523254081938442
YDR001C	-1.7632692999745174
YDR003W	-0.509906521219057
YDR004W	-2.6075733943068067
YDR005C	-1.3651723953934674
YDR006C	-0.997526769548487
YDR007W	-0.11231624851070353
YDR008C	-1.4351722263062863
YDR009W	-0.5036468834780585
YDR010C	-0.7231176417849138
YDR011W	-1.0988384875890869
YDR014W	-1.8123074204318397
YDR015C	-0.8103487138242468
YDR018C	0.21059263128008313
YDR019C	0.32131500658079815
YDR020C	-0.7538255032070297
YDR022C	-0.5559327248279438
YDR024W	-0.48287839581382075
YDR025W	-1.9132654782914496
YDR026C	-0.5945480162002041
YDR029W	-0.1491622527082111
YDR030C	-0.18729848867503404
YDR031W	-0.12529880181338615
YDR032C	-0.3811652571778981
YDR033W	-0.249583507602545
YDR034C	-0.7039183617357314
YDR035W	0.07076052614417493
YDR036C	-0.327164995372604
YDR042C	0.4350021159953818
YDR043C	0.5519760650970112
YDR046C	-0.13469379101931633
YDR048C	-0.40680625607696874
YDR049W	0.2941310765064283
YDR051C	-0.3742050245189144
YDR055W	0.09753693202496003
YDR056C	-0.6459844192122114
YDR057W	0.12727361830921113
YDR058C	0.3602895758060658
YDR059C	0.5645181069178855
YDR061W	-0.4280794073085195
YDR063W	0.3934899983379219
YDR066C	0.018067540302592576
YDR067C	-0.13879230851052218
YDR068W	0.09615858307032207
YDR070C	0.38169338124062396
YDR071C	-1.3432831377523968
YDR072C	-1.6556778870211297
YDR073W	-1.1226811335331872
YDR074W	-2.2276414420591304
YDR075W	-0.9830809028087035
YDR076W	-0.8313578673652561
YDR077W	0.3023996878835589
YDR080W	-1.2054043749637582
YDR083W	0.6394630153376032
YDR084C	-0.3985878813720349
YDR085C	-0.289788088958189
YDR089W	0.010714533459553687
YDR090C	0.23398444087770232
YDR092W	-0.052052256630310684
YDR093W	0.35779238877545577
YDR094W	-0.29543960167258926
YDR095C	0.2618252910171506
YDR096W	0.2680414758868571
YDR097C	0.30299181359908134
YDR098C	0.3359589997769984
YDR099W	-0.1075624520912479
YDR100W	0.42021810959326444
YDR101C	1.0162241434546766
YDR102C	-0.4188426965873374
YDR103W	
YDR104C	0.5406109540573646
YDR105C	0.46976334460776553
YDR107C	-0.036797613547984456
YDR108W	-2.6713106374558935
YDR109C	0.9123250949762493
YDR110W	-0.12151480784894549
YDR111C	0.11006289719525493
YDR112W	0.2672873898931128
YDR116C	-0.5706610414229992
YDR117C	0.2714927381916571
YDR119W	0.040744795323915874
YDR120C	0.1907094128532031
YDR121W	-0.8872631089604942
YDR122W	0.2603497924909268
YDR123C	
YDR124W	-0.271667594670279
YDR125C	0.2655680274557078
YDR126W	-0.7904224091290925
YDR127W	-0.26708744135767293
YDR128W	-0.7580979538885942
YDR130C	-0.19629649328894605
YDR131C	0.1762058582537584
YDR132C	0.5623600929501764
YDR133C	0.10079603263961777
YDR135C	0.07346805296066897
YDR139C	-0.3157340098174826
YDR142C	0.38362799298128114
YDR143C	-0.3129283387060134
YDR144C	-0.23806252542700052
YDR146C	-2.3868138447682044
YDR147W	0.17220192930805814
YDR148C	0.09215969877789151
YDR149C	-3.6028494457798272
YDR150W	-3.412185362939911
YDR151C	-0.1109215034837938
YDR152W	-0.0031545259137784505
YDR153C	-0.6337013140237178
YDR154C	0.5254825428530784
YDR155C	-0.32070412381966024
YDR156W	-0.6193782822388428
YDR157W	0.3608003259394073
YDR158W	-0.5356090877850103
YDR159W	
YDR161W	0.6362487320666481
YDR162C	0.6264592459647257
YDR163W	0.907954490111811
YDR165W	0.27055039439322637
YDR169C	0.21561704679517563
YDR171W	0.42358929234692666
YDR173C	
YDR174W	-1.7032025429863094
YDR178W	0.31803208002231914
YDR179C	-0.02893582565299526
YDR179W-A	0.3977461317111308
YDR181C	-0.40239068623116314
YDR183W	0.15147678733930728
YDR184C	0.09317714279502881
YDR185C	-0.1342341848862391
YDR186C	-0.806013161774665
YDR191W	0.3199369983899354
YDR192C	-0.06023736817977285
YDR193W	-0.38921061470419227
YDR198C	0.0461092623001914
YDR199W	-0.7193623596101956
YDR202C	-0.01821293299082461
YDR203W	0.16895374944427977
YDR205W	-0.7220744061433187
YDR206W	-0.5305263867071255
YDR207C	-3.3510270662338715
YDR209C	-0.10227075094310223
YDR210W	-0.11500686989447059
YDR213W	-0.8801342288530437
YDR214W	0.16242656987737955
YDR215C	-0.25955826401139537
YDR216W	-0.4781572822023834
YDR217C	0.3392865545607774
YDR218C	-0.12104322179191594
YDR219C	-1.0459923080424574
YDR220C	0.5129370870355463
YDR221W	-0.5750837556068452
YDR222W	-0.05300284125182315
YDR223W	0.02146211819938958
YDR225W	-1.1488095994359733
YDR227W	
YDR229W	-0.32900772997104133
YDR233C	-0.0986776513521826
YDR234W	
YDR239C	-0.9244686753265956
YDR241W	-1.3203177595642117
YDR242W	-0.14442624298303608
YDR244W	-0.12269949913005157
YDR245W	-5.55444827309659
YDR247W	0.3797628919316533
YDR248C	-0.2520887325402921
YDR249C	-0.19882561580178276
YDR250C	-0.0041959585285550344
YDR251W	-0.033007980780431705
YDR252W	-0.3799668831146863
YDR253C	-0.37413303242253776
YDR254W	-0.7341418047716707
YDR255C	-0.8523107284233052
YDR256C	-0.002098709787579746
YDR257C	-0.26933517427770665
YDR258C	-0.28764674955399117
YDR259C	-0.22315798218238575
YDR260C	-1.54999075956766
YDR261C	-0.7029689991319333
YDR262W	-0.7374869390902064
YDR263C	-0.5649758820866324
YDR265W	-0.40864370522014604
YDR266C	0.06796285404748952
YDR269C	0.8228363828585509
YDR270W	-0.699792080402588
YDR271C	0.1938017911569644
YDR272W	0.6941452340772027
YDR273W	-0.02432564531507522
YDR274C	-1.2988877076462948
YDR275W	0.09794848450021541
YDR276C	-0.9810569173648371
YDR277C	0.19446809450345484
YDR278C	-0.1072089424255065
YDR279W	-0.9617265623853276
YDR281C	-1.074794471152244
YDR282C	0.037844151513298716
YDR284C	-0.09321663005511487
YDR285W	-0.46116591385846417
YDR286C	-1.157952050970933
YDR287W	0.921108303298878
YDR289C	-0.8713008326619843
YDR290W	-0.3619804971812291
YDR291W	-0.3689386893314747
YDR293C	-3.3829662293315184
YDR294C	-0.6346381774700052
YDR297W	0.8693253846296549
YDR304C	0.17683021304925833
YDR305C	-0.2806284054976923
YDR306C	-0.5152029456305282
YDR307W	-0.23253621850976153
YDR309C	0.49772956940992263
YDR310C	-1.2629067813119124
YDR312W	-0.3159753237007844
YDR313C	0.3325396926179792
YDR314C	0.015894031489827144
YDR315C	-1.9895518256083047
YDR316W	-0.5318428526026352
YDR317W	-0.31525784786601463
YDR318W	-0.768266030608912
YDR319C	0.3445752976919926
YDR320C	-0.6186484733467676
YDR321W	0.4108178938736327
YDR326C	0.042725782167751844
YDR329C	-0.8465137099927563
YDR330W	-0.1185710726439669
YDR332W	0.15503279241445792
YDR333C	0.34270795043191243
YDR334W	-0.6409801823050202
YDR335W	
YDR336W	-0.5650082262936461
YDR338C	0.6551672531307804
YDR340W	-0.346028010752543
YDR344C	0.416017152050869
YDR345C	-0.7071325738713499
YDR346C	0.09045079846108775
YDR348C	-0.10242741779828095
YDR349C	-0.15364510728553402
YDR351W	0.0885437069060611
YDR352W	0.24141451201252806
YDR354W	-0.5487621061086275
YDR357C	0.7246903800170952
YDR358W	0.603199382843096
YDR359C	
YDR360W	0.13931241208275003
YDR363W	0.04265111503451598
YDR363W-A	-3.7785802736246765
YDR368W	0.036810954076655314
YDR369C	-4.013050933953675
YDR370C	0.5728074578505606
YDR371W	0.14025386143384813
YDR372C	-0.831676650538673
