orf	hap a | expression level of a gene (prTPK1-GFP) | standard | None | Pautasso C~Rossi S, 2016	hap a | expression level of a gene (prTPK2-GFP) | standard | None | Pautasso C~Rossi S, 2016	hap a | expression level of a gene (prTPK3-GFP) | standard | None | Pautasso C~Rossi S, 2016	hap a | expression level of a gene (prBCY1-GFP) | standard | None | Pautasso C~Rossi S, 2016
YAL016W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YAL035W	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YAR015W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBL007C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBL011W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBL047C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBL058W	-3.131025519836164	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YBL079W	3.19492399983282	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBL100C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBL103C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	0.04025840675269571
YBR011C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YBR035C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBR077C	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YBR115C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBR132C	3.19492399983282	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBR165W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YBR204C	3.19492399983282	3.312073904506805	0.03960556356768665	0.04025840675269571
YBR209W	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YBR300C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YCL005W-A	-3.131025519836164	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YCL023C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YCL035C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YCR031C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YCR033W	-3.131025519836164	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YCR034W	3.19492399983282	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YCR037C	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YCR049C	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YCR071C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YCR087C-A	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YCR087W	-3.131025519836164	0.033120739045067904	-3.8813452296333093	0.04025840675269571
YDL005C	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YDL073W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDL122W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDL160C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDL179W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR017C	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YDR027C	-3.131025519836164	-3.2458324264166696	0.03960556356768665	-3.945323861764198
YDR065W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR069C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR078C	3.19492399983282	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR114C	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YDR115W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR123C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR132C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR148C	3.19492399983282	3.312073904506805	3.960556356768682	0.04025840675269571
YDR173C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	0.04025840675269571
YDR175C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR186C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR195W	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	-3.945323861764198
YDR207C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR247W	-3.131025519836164	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YDR300C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR320C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR323C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YDR337W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR345C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR388W	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YDR392W	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YDR435C	3.19492399983282	3.312073904506805	3.960556356768682	0.04025840675269571
YDR455C	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YDR456W	-3.131025519836164	-3.2458324264166696	0.03960556356768665	-3.945323861764198
YDR469W	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YDR470C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	0.04025840675269571
YDR484W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR532C	-3.131025519836164	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YDR536W	-3.131025519836164	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YDR539W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YDR540C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YEL029C	3.19492399983282	0.033120739045067904	0.03960556356768665	0.04025840675269571
YEL031W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YEL036C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YEL045C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YEL046C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	0.04025840675269571
YER014C-A	3.19492399983282	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YER014W	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YER019W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER031C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER035W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER037W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER044C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER046W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER060W-A	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
YER063W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER066W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YER084W	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YER086W	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YER113C	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YER119C-A	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	-3.945323861764198
YER120W	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	-3.945323861764198
YER122C	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YER132C	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YER141W	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YER158C	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YER173W	-3.131025519836164	0.033120739045067904	0.03960556356768665	-3.945323861764198
YER179W	-3.131025519836164	0.033120739045067904	-3.8813452296333093	-3.945323861764198
YFL001W	3.19492399983282	0.033120739045067904	0.03960556356768665	0.04025840675269571
YFL023W	-3.131025519836164	0.033120739045067904	-3.8813452296333093	0.04025840675269571
YFR010W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YFR023W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YFR032C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YFR041C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YFR043C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YFR053C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YFR054C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YGL002W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YGL020C	-3.131025519836164	-3.2458324264166696	0.03960556356768665	-3.945323861764198
YGL023C	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	-3.945323861764198
YGL033W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YGL058W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YGL066W	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YGL070C	-3.131025519836164	0.033120739045067904	0.03960556356768665	0.04025840675269571
YGL076C	-3.131025519836164	-3.2458324264166696	0.03960556356768665	0.04025840675269571
YGL105W	-3.131025519836164	-3.2458324264166696	-3.8813452296333093	0.04025840675269571
