orf	hom | growth (relative abundance in pooled culture) | arsenic [1-5 mM] | Haugen AC~Van Houten B, 2004
YBR112C	0.500116036203295
YBR113W	0.198886052448364
YBR114W	0.659317707124623
YBR115C	0.817359016012996
YBR116C	0.743327918310513
YBR118W	0.613367370619633
YBR119W	0.104432582965885
YBR120C	0.498259456950569
YBR125C	0.385704339754003
YBR126C	0.500116036203295
YBR127C	0.500116036203295
YBR128C	0.958226966813646
YBR129C	0.548155024367603
YBR130C	0.509166860060339
YBR131W	0.753771176607101
YBR133C	0.243211882107217
YBR134W	0.743559990717104
YBR137W	0.779067068925505
YBR138C	0.657925272685078
YBR139W	0.427245300533767
YBR141C	0.70178695753075
YBR144C	0.695056857739615
YBR145W	0.855650963100487
YBR146W	0.500116036203295
YBR147W	0.965421211417962
YBR148W	0.623114411696449
YBR149W	0.861452773265259
YBR150C	0.76978417266187
YBR151W	0.610582501740543
YBR156C	0.500116036203295
YBR157C	0.880946855418891
YBR158W	0.584590392202367
YBR159W	0.793455558134138
YBR161W	0.42817359016013
YBR162C	0.981898352285913
YBR162W-A	0.81851937804595
YBR163W	0.500116036203295
YBR164C	0.887676955210026
YBR165W	0.599443026224182
YBR168W	0.985843583197958
YBR169C	0.813877929914133
YBR170C	0.500116036203295
YBR171W	0.500116036203295
YBR172C	0.833604084474356
YBR173C	0.235321420283128
YBR174C	0.123694592712926
YBR175W	0.362497099094918
YBR176W	0.399396611742864
YBR177C	0.926433047110699
YBR178W	0.500116036203295
YBR179C	0.500116036203295
YBR180W	0.71803202599211
YBR181C	0.996054769087955
YBR182C	0.483406822928754
YBR183W	0.683685309816663
YBR184W	0.677651427245301
YBR185C	0.656532838245533
YBR186W	0.844047342770945
YBR187W	0.116732420515201
YBR188C	0.521930842422836
YBR189W	0.500116036203295
YBR191W	0.500116036203295
YBR194W	0.500116036203295
YBR195C	0.15711301926201
YBR197C	0.92944998839638
YBR199W	0.646553724762126
YBR200W	0.0777442562079369
YBR201W	0.252726850777443
YBR203W	0.524251566488744
YBR204C	0.729171501508471
YBR205W	0.738686470178696
YBR206W	0.645625435135762
YBR207W	0.918310512880019
YBR208C	0.294731956370388
YBR210W	0.58528660942214
YBR212W	0.528196797400789
YBR213W	0.792295196101184
YBR214W	0.69389649570666
YBR215W	0.581573450916686
YBR216C	0.22487816198654
YBR217W	0.608493850081225
YBR218C	0.631701090740311
YBR219C	0.919935019726155
YBR220C	0.15456022278951
YBR221C	0.876305407287074
YBR222C	0.361800881875145
YBR223C	0.200742631701091
YBR224W	0.924576467857972
YBR225W	0.922023671385472
YBR226C	0.695753074959387
YBR227C	0.560686934323509
YBR228W	0.529821304246925
YBR229C	0.592480854026456
YBR230C	0.632629380366674
YBR231C	0.973543745648642
YBR232C	0.498491529357159
YBR233W	0.744952425156649
YBR235W	0.804362961243908
YBR238C	0.888373172429798
YBR239C	0.619169180784405
YBR240C	0.530749593873288
YBR241C	0.458807147830123
YBR242W	0.511255511719657
YBR244W	0.623810628916222
YBR245C	0.244372244140172
YBR246W	0.762589928057554
YBR248C	0.535391042005106
YBR249C	0.397307960083546
YBR250W	0.553724762125783
YBR251W	0.992573682989093
YBR255W	0.224414017173358
YBR258C	0.183569273613367
YBR259W	0.196797400789046
YBR260C	0.268507774425621
YBR261C	0.129728475284289
YBR262C	0.470178695753075
YBR263W	0.0717103736365746
YBR264C	0.11116268275702
YBR266C	0.500116036203295
YBR267W	0.998143420747273
YBR268W	0.500116036203295
YBR269C	0.0450220468786261
YBR270C	0.503132977488977
YBR271W	0.414481318171269
YBR272C	0.752842886980738
YBR273C	0.3984683221165
YBR274W	0.500116036203295
YBR275C	0.66674402413553
YBR276C	0.360640519842191
YBR277C	0.00997911348340682
YBR278W	0.045254119285217
YBR279W	0.500116036203295
YBR280C	0.6015316778835
YBR281C	0.126479461592017
YBR282W	0.500116036203295
YBR283C	0.0990949176142957
YBR284W	0.0396843815270364
YBR285W	0.199814342074727
YBR286W	0.348572754699466
YBR287W	0.560454861916918
YBR288C	0.329310744952425
YBR289W	0.11650034810861
YBR290W	0.199582269668136
YBR291C	0.00812253423067997
YBR292C	0.0443258296588536
YBR293W	0.346716175446739
YBR294W	0.376421443490369
YBR295W	0.0466465537247621
YBR296C	0.0545370155488512
YBR297W	0.0169412856811325
YBR298C	0.0211185889997679
YBR299W	0.571594337433279
YBR300C	0.159665815734509
YBR301W	0.628452077048039
YCL001W	0.0735669528893015
YCL001W-A	0.0143884892086331
YCL002C	0.543281503829195
YCL005W	0.0478069157577164
YCL007C	0.0993269900208865
YCL008C	0.46623346484103
YCL009C	0.293107449524252
YCL010C	0.0881875145045254
YCL011C	0.516129032258065
YCL014W	0.1243908099326992
YCL016C	0.270828498491529
YCL022C	0.0914365281967974
YCL023C	0.0974704107681597
YCL024W	0.122534230679972
YCL025C	0.0946855418890694
YCL026C-A	0.434903689951265
YCL027W	0.126247389185426
YCL028W	0.197493618008819
YCL029C	0.956138315154328
YCL030C	0.0621954049663495
YCL032W	0.120677651427245
YCL033C	0.055001160362033
YCL034W	0.160826177767463
YCL035C	0.703179391970295
YCL036W	0.0754235321420283
YCL037C	0.957530749593873
YCL038C	0.257136226502669
YCL039W	0.12740775121838
YCL040W	0.217915989788814
YCL042W	0.0800649802738454
YCL044C	0.218612207008587
YCL045C	0.0543049431422604
YCL046W	0.0668368530981666
YCL047C	0.176375029009051
YCL048W	0.348340682292875
YCL049C	0.367602692039916
YCL050C	0.264562543513576
YCL051W	0.0751914597354375
YCL055W	0.405430494314226
YCL056C	0.0408447435599907
YCL057W	0.0554653051752147
YCL058C	0.934787653747969
YCL061C	0.0965421211417962
YCL063W	0.2777906706892551
YCL064C	0.133673706196333
YCL069W	0.0851705732188443
YCL076W	0.481782316082618
YCR001W	0.485727546994662
YCR002C	0.717103736365746
YCR003W	0.0148526340218148
YCR004C	0.611742863773497
YCR005C	0.219308424228359
YCR006C	0.103272220932931
YCR007C	0.309816662798793
YCR008W	0.0663727082849849
YCR009C	0.0454861916918078
YCR010C	0.272685077744256
YCR011C	0.580181016477141
YCR014C	0.0809932699002089
YCR015C	0.380134601995823
YCR016W	0.275702019029937
YCR017C	0.137154792295196
YCR019W	0.302390345787886
YCR020C	0.267811557205848
YCR020C-A	0.356231144116964
YCR020W-B	0.149686702251102
YCR021C	0.278486887909028
YCR022C	0.305871431886749
YCR023C	0.4390809932699
YCR024C	0.939429101879786
YCR024C-A	0.056625667208169
YCR025C	0.0401485263402181
YCR026C	0.032258064516129
YCR027C	0.0540728707356695
YCR028C	0.500116036203295
YCR028C-A	0.500116036203295
YCR030C	0.546298445114876
YCR031C	0.969134369923416
YCR032W	0.116964492921792
YCR033W	0.263402181480622
YCR034W	0.183337201206777
YCR036W	0.012996054769088
YCR037C	0.125087027152472
YCR043C	0.747273149222557
YCR044C	0.0389881643072639
YCR045C	0.037131585054537
YCR046C	0.500116036203295
YCR047C	0.500116036203295
YCR048W	0.333488048271061
YCR049C	0.0898120213506614
YCR050C	0.0139243443954514
YCR051W	0.100719424460432
YCR053W	0.000232072406590856
YCR059C	0.164307263866326
YCR060W	0.54745880714783
YCR061W	0.15258760733348792
YCR063W	0.500116036203295
YCR064C	0.997679275934091
YCR065W	0.938500812253423
YCR066W	0.936180088187515
YCR067C	0.564864237642144
YCR068W	0.0294731956370388
YCR069W	0.513112090972383
YCR071C	0.500116036203295
YCR073C	0.437688558830355
YCR073W-A	0.900673009979113
YCR075C	0.645857507542353
YCR076C	0.381527036435368
YCR077C	0.830355070782084
YCR079W	0.0415409607797633
YCR081W	0.784172661870504
YCR082W	0.0482710605708981
YCR083W	0.258064516129032
YCR084C	0.500116036203295
YCR085W	0.401021118589
YCR086W	0.0104432582965885
YCR087C-A	0.0308656300765839
YCR087W	0.0438616848456718
YCR088W	0.416802042237178
YCR089W	0.362729171501508
YCR090C	0.274077512183801
YCR091W	0.214434903689951
YCR092C	0.427941517753539
YCR094W	0.944534694824785
YCR095C	0.448131817126944
YCR098C	0.958691111626828
YCR099C	0.774193548387097
YCR100C	0.359944302622418
YCR101C	0.355766999303783
YCR102C	0.815270364353678
YCR102W-A	0.303318635414249
YCR105W	0.429798097006266
YCR106W	0.498027384543978
YCR107W	0.525876073334881
YDL001W	0.232536551404038
YDL002C	0.117660710141564
YDL006W	0.500116036203295
YDL009C	0.0283128336040845
YDL010W	0.576932002784869
YDL011C	0.591320491993502
YDL012C	0.136458575075424
YDL013W	0.500116036203295
YDL018C	0.213274541656997
YDL019C	0.181016477140868
YDL020C	0.946855418890694
YDL021W	0.289162218612207
YDL022W	0.946159201670921
YDL023C	0.901833372012068
YDL024C	0.330006962172198
YDL025C	0.0575539568345324
YDL026W	0.0772801113947552
YDL027C	0.161522394987236
YDL032W	0.500116036203295
YDL033C	0.39011371547923
YDL034W	0.0821536319331631
YDL035C	0.919702947319564
YDL036C	0.212114179624043
YDL037C	0.0399164539336273
YDL039C	0.3337201206776515
YDL040C	0.300533766535159
YDL041W	0.448828034346716
YDL044C	0.500116036203295
YDL045W-A	0.500116036203295
YDL046W	0.518449756323973
YDL047W	0.500116036203295
YDL048C	0.0190299373404502
YDL049C	0.0737990252958923
YDL050C	0.106753307031794
YDL051W	0.0515200742631701
YDL052C	0.0429333952193084
YDL053C	0.0721745184497563
YDL054C	0.0870271524715711
YDL056W	0.500116036203295
YDL057W	0.0552332327686238
YDL059C	0.0345787885820376
YDL061C	0.979113483406823
YDL062W	0.914133209561383
YDL063C	0.912508702715247
YDL065C	0.0649802738454398
YDL066W	0.0157809236481782
YDL067C	0.0185657925272685
YDL068W	0.732188442794152
YDL069C	0.293339521930842
YDL070W	0.39823624970991
YDL071C	0.0860988628452077
YDL072C	0.132049199350197
YDL073W	0.0433975400324901
YDL074C	0.226734741239267
YDL075W	0.500116036203295
YDL076C	0.0220468786261314
YDL077C	0.500116036203295
YDL078C	0.155720584822465
YDL079C	0.152471571130193
YDL080C	0.331399396611743
YDL081C	0.500116036203295
YDL082W	0.979577628220005
YDL083C	0.500116036203295
YDL085W	0.572522627059643
YDL086W	0.637038756091901
YDL088C	0.127175678811789
YDL089W	0.340682292875377
YDL090C	0.500116036203295
YDL091C	0.0417730331863541
YDL093W	0.050127639823625
YDL094C	0.739614759805059
YDL095W	0.22209329310745
YDL096C	0.72893942910188
YDL099W	0.587375261081457
YDL100C	0.795312137386865
YDL101C	0.851241587375261
YDL104C	0.832211650034811
YDL106C	0.500116036203295
YDL107W	0.500116036203295
YDL109C	0.482942678115572
YDL110C	0.229519610118357
YDL112W	0.350429333952193
YDL113C	0.161754467393827
YDL114W	0.226270596426085
YDL115C	0.500116036203295
YDL116W	0.500116036203295
YDL117W	0.500116036203295
YDL118W	0.542353214202831
YDL119C	0.0610350429333952
YDL121C	0.36853098166628
YDL122W	0.787189603156185
YDL123W	0.315850545370155
YDL124W	0.258760733348805
YDL125C	0.172197725690415
YDL127W	0.644000928289626
YDL128W	0.0666047806915758
YDL129W	0.110234393130657
YDL130W	0.784636806683685
YDL130W-A	0.171733580877234
YDL131W	0.0747273149222557
YDL133C-A	0.44592712926433054
YDL133W	0.0090508238570434
YDL134C	0.204223717799954
YDL135C	0.0696217219772569
YDL136W	0.939197029473196
YDL137W	0.188210721745184
YDL138W	0.491065212346252
YDL142C	0.702715247157113
YDL144C	0.155488512415874
YDL146W	0.663030865630077
YDL149W	0.339057786029241
YDL151C	0.500116036203295
YDL154W	0.361336737061963
YDL155W	0.124390809932699
YDL156W	0.215363193316315
YDL157C	0.584126247389185
YDL160C	0.0155488512415874
YDL161W	0.556509631004873
YDL162C	0.926200974704108
YDL167C	0.790438616848457
YDL168W	0.566952889301462
YDL169C	0.293803666744024
YDL170W	0.735437456486424
YDL171C	0.739150614991878
YDL172C	0.218844279415178
YDL173W	0.567417034114644
YDL174C	0.443722441401717
YDL175C	0.815502436760269
YDL176W	0.330935251798561
YDL177C	0.720120677651427
YDL178W	0.611278718960316
YDL179W	0.583894174982595
YDL180W	0.553260617312602
YDL182W	0.694360640519842
YDL183C	0.789278254815502
YDL184C	0.141332095613832
YDL185W	0.424228359248085
YDL186W	0.23021582733813
YDL187C	0.729403573915061
YDL188C	0.871896031561847
YDL189W	0.596890229751682
YDL190C	0.346252030633558
YDL191W	0.500116036203295
YDL192W	0.504757484335113
YDL194W	0.534230679972151
YDL197C	0.711069853794384
YDL198C	0.500116036203295
YDL199C	0.302158273381295
YDL200C	0.513576235785565
YDL201W	0.467161754467394
YDL202W	0.379206312369459
YDL203C	0.554653051752147
YDL204W	0.61800881875145
YDL206W	0.500116036203295
YDL210W	0.432815038291947
YDL211C	0.641448131817127
YDL213C	0.45254119285217
YDL214C	0.303782780227431
YDL215C	0.31167324205152
YDL216C	0.926665119517289
YDL218W	0.423067997215131
YDL219W	0.680668368530982
YDL222C	0.475980505917846
YDL223C	0.522394987236018
YDL224C	0.416105825017405
YDL225W	0.138779299141332
YDL226C	0.479461592016709
YDL227C	0.743095845903922
YDL229W	0.561847296356463
YDL230W	0.574147133905779
YDL231C	0.350197261545602
YDL232W	0.500116036203295
YDL233W	0.387792991413321
YDL234C	0.350893478765375
YDL236W	0.101879786493386
YDL237W	0.901601299605477
YDL238C	0.16523555349269
YDL239C	0.42005105592945
YDL240W	0.529357159433743
YDL241W	0.793687630540729
YDL242W	0.661406358783941
YDL243C	0.124158737526108
YDR001C	0.153167788349965
YDR003W	0.320259921095382
YDR004W	0.906938964957067
YDR005C	0.263170109074031
YDR006C	0.636342538872128
YDR007W	0.331167324205152
YDR008C	0.12207008586679
YDR009W	0.180320259921095
YDR010C	0.569969830587143
YDR011W	0.26015316778835
YDR014W	0.241819447667672
YDR015C	0.10582501740543
YDR017C	0.0109074031097702
YDR018C	0.200278486887909
YDR019C	0.23300069621722
YDR020C	0.40380598746809
YDR022C	0.833139939661174
YDR024W	0.500116036203295
YDR025W	0.500116036203295
YDR026C	0.450220468786261
YDR027C	0.500116036203295
YDR028C	0.576003713158505
YDR029W	0.128103968438153
YDR030C	0.397540032490137
YDR031W	0.456254351357624
YDR032C	0.455790206544442
YDR033W	0.892086330935252
YDR034C	0.273149222557438
YDR035W	0.320724065908563
YDR036C	0.188906938964957
YDR042C	0.814342074727315
YDR043C	0.246460895799489
YDR046C	0.245764678579717
YDR048C	0.0134601995822697
YDR049W	0.916686006033883
YDR051C	0.0682292875377118
YDR055W	0.672777906706893
YDR056C	0.213042469250406
YDR057W	0.237874216755628
YDR058C	0.812717567881179
YDR059C	0.053376653515897
YDR061W	0.163611046646554
YDR063W	0.173590160129961
YDR065W	0.500116036203295
YDR066C	0.252262705964261
YDR067C	0.0698537943838478
YDR068W	0.0733348804827106
YDR069C	0.500116036203295
YDR070C	0.0596426084938501
YDR071C	0.41471339057786
YDR072C	0.891854258528661
YDR073W	0.838941749825946
YDR074W	0.142028312833604
YDR075W	0.0570898120213507
YDR076W	0.500116036203295
YDR077W	0.0749593873288466
YDR078C	0.0243676026920399
YDR079W	0.00649802738454398
YDR080W	0.500116036203295
YDR083W	0.985379438384776
YDR084C	0.148758412624739
YDR085C	0.0440937572522627
YDR089W	0.147598050591785
YDR090C	0.447435599907171
YDR092W	0.500116036203295
YDR093W	0.329078672545834
YDR094W	0.07588767695521
YDR095C	0.459735437456486
YDR096W	0.152239498723602
YDR097C	0.197261545602228
YDR098C	0.390809932699002
YDR099W	0.274541656996983
YDR100W	0.374796936644233
YDR101C	0.500116036203295
YDR102C	0.268739846832212
YDR104C	0.126943606405198
YDR105C	0.245300533766535
YDR107C	0.167788349965189
YDR108W	0.333720120677651
YDR109C	0.626363425388721
YDR110W	0.378278022743096
YDR111C	0.666047806915758
YDR112W	0.541424924576468
YDR114C	0.500116036203295
YDR115W	0.500116036203295
YDR116C	0.33604084474356
YDR117C	0.453237410071942
YDR119W	0.242051520074263
YDR120C	0.0292411232304479
YDR121W	0.141564168020422
YDR122W	0.54467393826874
YDR123C	0.982594569505686
YDR124W	0.170109074031098
YDR125C	0.94035739150615
YDR126W	0.0912044557902065
YDR127W	0.00301694128568113
YDR128W	0.135762357855651
YDR129C	0.500116036203295
YDR130C	0.421211417962404
YDR131C	0.460431654676259
YDR132C	0.720352750058018
YDR133C	0.436064051984219
YDR135C	0.0491993501972615
YDR136C	0.0037131585054537
YDR137W	0.0236713854722673
YDR138W	0.500116036203295
YDR139C	0.443258296588536
YDR140W	0.988628452077048
YDR142C	0.0703179391970295
YDR143C	0.132281271756788
YDR144C	0.102111858899977
YDR146C	0.528660942213971
YDR147W	0.158041308888373
YDR148C	0.465305175214667
YDR149C	0.0580181016477141
YDR150W	0.966117428637735
YDR151C	0.372940357391506
YDR152W	0.682524947783709
YDR153C	0.18705035971223
YDR154C	0.856811325133442
YDR155C	0.921095381759109
YDR156W	0.958923184033418
YDR157W	0.114643768855883
YDR158W	0.00232072406590856
YDR159W	0.500116036203295
YDR161W	0.500116036203295
YDR162C	0.093757252262706
YDR163W	0.772104896727779
YDR165W	0.334416337897424
YDR169C	0.224181944766767
YDR171W	0.500116036203295
YDR173C	0.500116036203295
YDR174W	0.500116036203295
YDR175C	0.500116036203295
YDR176W	0.500116036203295
YDR178W	0.217451844975632
YDR179C	0.148062195404966
YDR179W-A	0.76955210025528
YDR181C	0.0122998375493154
YDR183W	0.839870039452309
YDR184C	0.906010675330703
YDR185C	0.500116036203295
YDR186C	0.500116036203295
YDR191W	0.500116036203295
YDR192C	0.500116036203295
YDR193W	0.827106057089812
YDR194C	0.500116036203295
YDR195W	0.870503597122302
YDR197W	0.454861916918078
YDR198C	0.271524715711302
YDR199W	0.269900208865166
YDR200C	0.120213506614064
YDR202C	0.835692736133674
YDR203W	0.189371083778139
YDR204W	0.210257600371316
YDR205W	0.289626363425389
YDR206W	0.453933627291715
YDR207C	0.967277790670689
YDR209C	0.600603388257136
YDR210W	0.863077280111395
YDR213W	0.562079368763054
YDR214W	0.195869111162683
YDR215C	0.438848920863309
YDR216W	0.220004641448132
YDR217C	0.541192852169877
YDR218C	0.440473427709445
YDR219C	0.842190763518218
YDR220C	0.892782548155024
YDR221W	0.610814574147134
YDR222W	0.630540728707357
YDR223W	0.635646321652356
YDR225W	0.650731028080761
YDR226W	0.500116036203295
YDR229W	0.626827570201903
YDR230W	0.272220932931075
YDR231C	0.437456486423764
YDR233C	0.62589928057554
YDR234W	0.686702251102344
YDR237W	0.970990949176143
YDR239C	0.531909955906243
YDR241W	0.998839637967046
YDR242W	0.339521930842423
YDR244W	0.299373404502205
YDR245W	0.500116036203295
YDR247W	0.79415177535391
YDR248C	0.673474123926665
YDR249C	0.419122766303087
YDR250C	0.210025527964725
YDR251W	0.814574147133906
YDR252W	0.299141332095614
YDR253C	0.0424692504061267
YDR254W	0.171269436064052
YDR255C	0.406126711533999
YDR256C	0.581341378510095
YDR257C	0.875609190067301
YDR258C	0.296588535623114
YDR259C	0.695521002552796
YDR260C	0.43374332791831
YDR261C	0.449060106753307
YDR262W	0.738918542585287
YDR263C	0.368066836853098
YDR264C	0.500116036203295
YDR265W	0.36574611278719
YDR266C	0.867718728243212
YDR268W	0.500116036203295
YDR269C	0.857275469946623
YDR270W	0.752378742167556
YDR271C	0.902993734045022
YDR272W	0.829658853562311
YDR273W	0.526340218148062
YDR274C	0.784868879090276
YDR275W	0.573218844279415
YDR276C	0.89440705500116
YDR277C	0.553492689719192
YDR278C	0.459271292643305
YDR279W	0.34694824785333
YDR281C	0.963564632165236
YDR282C	0.774889765606869
YDR283C	0.24924576467858
YDR284C	0.483870967741935
YDR285W	0.572754699466233
YDR286C	0.586679043861685
YDR287W	0.732884660013924
YDR289C	0.00348108609886285
YDR290W	0.0693896495706661
YDR291W	0.572290554653052
YDR293C	0.227895103272221
YDR294C	0.175910884195869
YDR295C	0.658389417498259
YDR296W	0.500116036203295
YDR297W	0.817126943606405
YDR298C	0.500116036203295
YDR300C	0.500116036203295
YDR304C	0.679972151311209
YDR305C	0.178231608261778
YDR306C	0.737294035739151
YDR307W	0.464144813181713
YDR309C	0.823392898584358
YDR310C	0.0591784636806684
YDR312W	0.725226270596426
YDR313C	0.431886748665584
YDR314C	0.859596194012532
YDR315C	0.429333952193084
YDR316W	0.845903922023671
YDR317W	0.0786725458343003
YDR318W	0.825481550243676
YDR319C	0.603852401949408
YDR320C	0.500116036203295
YDR321W	0.658157345091669
YDR322W	0.500116036203295
YDR323C	0.503829194708749
YDR326C	0.829426781155721
YDR329C	0.853098166627988
