ORF	hom | growth (relative abundance in pooled culture) | arsenic [1-5 mM] | Haugen AC~Van Houten B, 2004
YDL127W	0.644
YLR133W	0.644
YPR076W	0.644
YLR090W	0.645
YNL108C	0.645
YPL267W	0.645
YFL006W	0.645
YBR206W	0.646
YCR075C	0.646
YML002W	0.646
YPL232W	0.646
YBR199W	0.647
YJL164C	0.647
YNL324W	0.647
YKL128C	0.647
YDR440W	0.647
YNR070W	0.648
YLR165C	0.648
YPL112C	0.648
YJL213W	0.648
YOR318C	0.649
YHR143W	0.649
YPL184C	0.649
YDR525W-A	0.649
YGR199W	0.650
YNL278W	0.650
YOR276W	0.650
YLR449W	0.650
YLL021W	0.650
YDR225W	0.651
YAL065C	0.651
YMR195W	0.651
YHR039C	0.651
YER161C	0.652
YPR089W	0.652
YER187W	0.652
YOR186W	0.652
YNL187W	0.653
YMR101C	0.653
YJR131W	0.653
YJR049C	0.653
YOR219C	0.654
YMR114C	0.654
YIL030C	0.654
YIL170W	0.654
YJR058C	0.654
YDR536W	0.655
YMR170C	0.655
YHR160C	0.655
YMR313C	0.655
YNL140C	0.656
YFR047C	0.656
YIL097W	0.656
YOR008C	0.656
YBR185C	0.657
YOL036W	0.657
YDR357C	0.657
YHL010C	0.657
YPR042C	0.657
YIL139C	0.658
YBR138C	0.658
YDR321W	0.658
YDR295C	0.658
YEL047C	0.659
YGR250C	0.659
YOR271C	0.659
YBR114W	0.659
YDR426C	0.660
YBL064C	0.660
YNL266W	0.660
YMR084W	0.660
YJL042W	0.660
YKL198C	0.661
YLR253W	0.661
YLR191W	0.661
YDL242W	0.661
YJR048W	0.662
YPR121W	0.662
YGR089W	0.662
YML029W	0.663
YGR105W	0.663
YDL146W	0.663
YNL012W	0.663
YHL046C	0.663
YHR014W	0.664
YNL329C	0.664
YGR291C	0.664
YAL026C	0.664
YNR013C	0.665
YJL122W	0.665
YNL049C	0.665
YIL096C	0.665
YER039C	0.666
YER170W	0.666
YDR111C	0.666
YMR291W	0.666
YHR086W	0.667
YBR275C	0.667
YGR231C	0.667
YIL059C	0.667
YJR010W	0.667
YKR053C	0.668
YOL151W	0.668
YNL123W	0.668
YER183C	0.668
YOR292C	0.669
YLR170C	0.669
YMR264W	0.669
YKR056W	0.669
YOR094W	0.670
YNR039C	0.670
YKL062W	0.670
YLR064W	0.670
YPR051W	0.670
YEL063C	0.671
YJL022W	0.671
YMR161W	0.671
YAL009W	0.671
YKR093W	0.672
YMR010W	0.672
YLR122C	0.672
YHR035W	0.672
YGR252W	0.673
YDR055W	0.673
YPL025C	0.673
YPR128C	0.673
YDR248C	0.673
YNL191W	0.674
YEL065W	0.674
YPR001W	0.674
YPR111W	0.674
YKR060W	0.675
YLR108C	0.675
YHR132W-A	0.675
YGL141W	0.675
YPL066W	0.676
YPL111W	0.676
YKL005C	0.676
YNL042W	0.676
YPL055C	0.676
YEL008W	0.677
YFR035C	0.677
YJL092W	0.677
YNL127W	0.677
YBR184W	0.678
YNL024C	0.678
YPR045C	0.678
YER140W	0.678
YKR073C	0.679
YFL043C	0.679
YOR328W	0.679
YDR491C	0.679
YLR296W	0.680
YLR279W	0.680
YDR304C	0.680
YOR121C	0.680
YGL110C	0.680
YDL219W	0.681
YOR044W	0.681
YOR100C	0.681
YHL040C	0.681
YGL196W	0.682
YIR035C	0.682
YOL105C	0.682
YBL019W	0.682
YDR152W	0.683
YBR013C	0.683
YHR150W	0.683
YML054C	0.683
YKL161C	0.683
YBR183W	0.684
YBR105C	0.684
YIL113W	0.684
YNL092W	0.684
YOR228C	0.685
YNL034W	0.685
YJL186W	0.685
YGL221C	0.685
YLR238W	0.686
YOR222W	0.686
YNL157W	0.686
YPL119C	0.686
YNL338W	0.686
YDR234W	0.687
YHR049W	0.687
YJL003W	0.687
YBR015C	0.687
YMR176W	0.688
YMR173W-A	0.688
YMR222C	0.688
YHR079C-B	0.688
YIR034C	0.689
YER065C	0.689
YIL107C	0.689
YJL044C	0.689
YLR455W	0.689
YLR401C	0.690
YHR113W	0.690
YMR139W	0.690
YOL107W	0.690
YLR121C	0.691
YFL004W	0.691
YGR266W	0.691
YPR194C	0.691
YPR098C	0.692
YMR244W	0.692
YPR062W	0.692
YLR148W	0.692
YKR076W	0.693
YLR082C	0.693
YGR286C	0.693
YGR209C	0.693
YOL114C	0.693
YKL212W	0.694
YBR214W	0.694
YER019W	0.694
YDL182W	0.694
YOR101W	0.695
YLR398C	0.695
YBR144C	0.695
YGR124W	0.695
YDR259C	0.696
YBR226C	0.696
YKL091C	0.696
YDR428C	0.696
YOR384W	0.696
YML035C-A	0.697
YOR198C	0.697
YKL085W	0.697
YML116W	0.697
YOL041C	0.698
YGL175C	0.698
YGL209W	0.698
YNL200C	0.698
YJL160C	0.699
YKR023W	0.699
YOR064C	0.699
YOR062C	0.699
YOL128C	0.699
YLL020C	0.700
YPR115W	0.700
YPR092W	0.700
YLL038C	0.700
YBL098W	0.701
YGR019W	0.701
YER152C	0.701
YPL070W	0.701
YNL270C	0.702
YBR141C	0.702
YEL052W	0.702
YNL212W	0.702
YJR084W	0.702
YDL142C	0.703
YKL162C-A	0.703
YCL035C	0.703
YOL053W	0.703
YMR135C	0.704
YOR357C	0.704
YPL187W	0.704
YDR379W	0.704
YOR195W	0.705
YKL120W	0.705
YOR247W	0.705
YMR226C	0.705
YHR095W	0.706
YNL125C	0.706
YDR445C	0.706
YLR200W	0.706
YLR228C	0.706
YKL034W	0.707
YGL232W	0.707
YPR075C	0.707
YNL235C	0.707
YLR135W	0.708
YJR009C	0.708
YHL008C	0.708
YOR052C	0.708
YNL051W	0.709
YDR400W	0.709
YLR038C	0.709
YOL053C-A	0.709
YDR333C	0.709
YMR254C	0.710
YIL123W	0.710
YJR001W	0.710
YNL293W	0.710
YIL037C	0.711
YLR042C	0.711
YDL197C	0.711
YAL067C	0.712
YPL121C	0.712
YOR042W	0.712
YGL217C	0.712
YKL100C	0.712
YOR139C	0.713
YLR047C	0.713
YMR294W-A	0.713
YMR105C	0.713
YER095W	0.714
YDL133C-A	0.714
YBR020W	0.830
YHR181W	0.714
YDR393W	0.715
YOR230W	0.715
YPR198W	0.715
YMR038C	0.715
YML058W	0.715
YGR210C	0.716
YOL013C	0.716
YHR152W	0.716
YMR151W	0.716
YGL205W	0.717
YHR138C	0.717
YCR002C	0.717
YNL197C	0.717
YER046W	0.718
YLR346C	0.718
YBR180W	0.718
YDR344C	0.718
YJL027C	0.718
YDR345C	0.719
YER176W	0.719
YPR030W	0.719
YIR004W	0.719
YGR230W	0.720
YPR020W	0.720
YDL177C	0.720
YDR132C	0.720
YHR156C	0.721
YLR004C	0.721
YPR093C	0.721
YEL041W	0.721
YKL090W	0.722
YPR130C	0.722
YMR242C	0.722
YKR044W	0.722
YMR182C	0.722
YNL231C	0.723
YIL020C	0.723
YMR201C	0.723
YEL011W	0.723
YGR238C	0.724
YHR078W	0.724
YLR429W	0.724
YJL214W	0.724
YOR386W	0.725
YAR044W	0.725
YJL133W	0.725
YDR312W	0.725
YMR190C	0.725
YMR223W	0.726
YGR206W	0.726
YMR077C	0.726
YAL015C	0.726
YER141W	0.727
YLR363C	0.727
YOL030W	0.727
YNL058C	0.727
YPL262W	0.728
YIL114C	0.728
YPL250C	0.728
YBR090C-A	0.728
YOR082C	0.728
YDR391C	0.729
YDL096C	0.729
YBR204C	0.729
YDL187C	0.729
YLR213C	0.730
YLR199C	0.730
YIL055C	0.730
YML074C	0.731
YMR187C	0.731
YKL069W	0.731
YEL071W	0.731
YDR330W	0.731
YGR137W	0.732
YJR116W	0.732
YDL068W	0.732
YJR126C	0.732
YDR476C	0.733
YDR287W	0.733
YLR225C	0.733
YLR187W	0.733
YLR350W	0.734
YOL017W	0.734
YLR400W	0.734
YLR041W	0.734
YPL105C	0.735
YOR382W	0.735
YDR422C	0.735
YML096W	0.735
YDL170W	0.735
YNR066C	0.736
YIL164C	0.736
YNR030W	0.736
YIL088C	0.737
YJR118C	0.737
YBL101C	0.737
YDR306C	0.737
YGR260W	0.738
YOR068C	0.738
YGL228W	0.738
YGL132W	0.738
YKR046C	0.738
YBR205W	0.739
YDR262W	0.739
YDL171C	0.739
YMR192W	0.739
YDL094C	0.740
YHL005C	0.740
YDR349C	0.740
YEL015W	0.740
YER019C-A	0.741
YNL090W	0.741
YLR202C	0.741
YHR146W	0.741
YPR052C	0.741
YHL037C	0.742
YGR193C	0.742
YNL032W	0.742
YJL071W	0.742
YHR094C	0.743
YOR084W	0.743
YDL227C	0.743
YBR116C	0.743
YBR134W	0.744
YFL051C	0.744
YLR128W	0.744
YGR144W	0.744
YER039C-A	0.744
YGL160W	0.745
YBR233W	0.745
YNR024W	0.745
YPL134C	0.745
YLR017W	0.746
YNL146W	0.746
YBR059C	0.746
YLR203C	0.746
YKL206C	0.747
YPR160W	0.747
YOR027W	0.747
YCR043C	0.747
YPR193C	0.748
YOR299W	0.748
YBL053W	0.748
YNL233W	0.748
YIL155C	0.748
YIR014W	0.749
YGL197W	0.749
YGR108W	0.749
YMR103C	0.749
YBR107C	0.750
YNL166C	0.750
YPL273W	0.750
YJR074W	0.750
YPL230W	0.751
YLR107W	0.751
YNL230C	0.751
YGR004W	0.751
YMR029C	0.751
YIR027C	0.752
YGR222W	0.752
YHL041W	0.752
YDR270W	0.752
YLR262C-A	0.753
YBR272C	0.753
YLR412W	0.753
YOR297C	0.753
YLR452C	0.754
YBR131W	0.754
YPR014C	0.754
YJR015W	0.754
YKR054C	0.754
YER080W	0.755
YGL095C	0.755
YBL102W	0.755
YJL200C	0.755
YAL018C	0.756
YMR295C	0.756
YPL003W	0.756
YER129W	0.756
YDR424C	0.757
YBL059W	0.757
YKL109W	0.757
YPL176C	0.757
YNL129W	0.757
YPR090W	0.758
YDR506C	0.813
YGL230C	0.758
YIL138C	0.758
YDR515W	0.759
YLR001C	0.759
YMR232W	0.759
YMR262W	0.759
YIL105C	0.760
YOR245C	0.760
YNL318C	0.760
YHR037W	0.760
YJL080C	0.761
YOR185C	0.761
YBR008C	0.761
YGR072W	0.761
YPR156C	0.761
YHR073W	0.762
YOL044W	0.762
YKL063C	0.762
YNR006W	0.762
YBR246W	0.763
YOR093C	0.763
YFR006W	0.763
YLL019C	0.763
YOL141W	0.764
YPR196W	0.764
YIL071C	0.764
YMR286W	0.764
YOR317W	0.764
YIL156W	0.765
YOL047C	0.765
YFR025C	0.765
YGL107C	0.765
YPL095C	0.766
YIL065C	0.766
YBL047C	0.766
YNL106C	0.766
YOR342C	0.767
YLR151C	0.767
YOR087W	0.767
YNR032C-A	0.767
YKL092C	0.767
YPL109C	0.768
YJR004C	0.768
YPL026C	0.768
YLR451W	0.768
YDR403W	0.769
YDR513W	0.769
YBL107C	0.769
YPL113C	0.769
YDR179W-A	0.770
YBR150C	0.770
YHR022C	0.770
YNR019W	0.770
YPL064C	0.770
YLR049C	0.771
YJR069C	0.771
YER002W	0.771
YOL104C	0.771
YOR137C	0.772
YKL156W	0.772
YDR163W	0.772
YHR117W	0.772
YGR110W	0.773
YML089C	0.773
YOR009W	0.773
YDR415C	0.773
YLL062C	0.773
YNR009W	0.774
YHR171W	0.774
YCR099C	0.774
YJL163C	0.774
YAR040C	0.775
YDR282C	0.775
YMR003W	0.775
YFL019C	0.775
YDR430C	0.776
YJL037W	0.776
YLR428C	0.776
YLR130C	0.776
YMR080C	0.777
YGR205W	0.777
YJL016W	0.777
YOR268C	0.777
YLR181C	0.777
YDR538W	0.778
YJR053W	0.778
YHR176W	0.778
YOR019W	0.778
YNL273W	0.779
YBL066C	0.779
YBR137W	0.779
YGL203C	0.779
YER173W	0.780
YLR289W	0.780
YOR209C	0.780
YFR034C	0.780
YKL027W	0.780
YPR192W	0.781
YLR142W	0.781
YOL076W	0.781
YML100W-A	0.781
YLR246W	0.782
YFL021W	0.782
YER169W	0.782
YDR338C	0.782
YMR135W-A	0.783
YGR276C	0.783
YGL199C	0.783
YLR134W	0.783
YDR363W-A	0.783
YDR374C	0.784
YEL062W	0.784
YCR081W	0.784
YER120W	0.784
YDL130W	0.785
YDR274C	0.785
YPL236C	0.785
YHR140W	0.785
YOR147W	0.786
YER033C	0.786
YOR069W	0.786
YLR138W	0.786
YPL120W	0.786
YBL079W	0.787
YLR072W	0.787
YDL122W	0.787
YFR044C	0.787
YGL125W	0.788
YBL080C	0.788
YLR154C	0.788
YLR308W	0.788
YOR274W	0.789
YPL127C	0.789
YJR038C	0.789
YDL183C	0.789
YOR030W	0.790
YJL065C	0.790
YJL191W	0.790
YOR138C	0.790
YDL167C	0.790
YJR050W	0.791
YGR053C	0.791
YMR086W	0.791
YLR365W	0.791
YJR061W	0.792
YPL168W	0.792
YHR045W	0.792
YBR213W	0.792
YPR129W	0.793
YLR376C	0.793
YML048W-A	0.793
YLR450W	0.793
YBR159W	0.793
YDL241W	0.794
YML005W	0.794
YDR247W	0.794
YDR537C	0.794
YPL197C	0.795
YGR143W	0.795
YGR122W	0.795
YDL100C	0.795
YGR003W	0.796
YLR102C	0.796
YGR269W	0.796
YMR251W-A	0.796
YPL162C	0.796
YLR059C	0.797
YAL017W	0.797
YPR004C	0.797
YNL143C	0.797
YPR095C	0.798
YKL010C	0.798
YMR058W	0.798
YNR058W	0.798
YLR433C	0.799
YFR030W	0.799
YOL031C	0.799
YHL036W	0.799
YEL012W	0.799
YMR156C	0.800
YPR091C	0.800
YLL039C	0.800
YOR366W	0.800
YLL060C	0.801
YPL141C	0.801
YHR209W	0.801
YOR034C	0.801
YPL166W	0.802
YNL265C	0.802
YNL068C	0.802
YNR068C	0.802
YPL224C	0.803
YFR043C	0.803
YEL048C	0.803
YJL098W	0.803
YPL144W	0.803
YBR007C	0.804
YLR407W	0.804
YIL027C	0.804
YBR235W	0.804
YPL084W	0.805
YOR325W	0.805
YOR015W	0.805
YML117W-A	0.805
YKL008C	0.806
YNL154C	0.806
YAL058C-A	0.806
YHR136C	0.806
YNL004W	0.806
YLR361C	0.807
YBR003W	0.807
YML066C	0.807
YNL009W	0.807
YKR094C	0.808
YHR047C	0.808
YOL082W	0.808
YML131W	0.808
YHL030W	0.809
YLR063W	0.809
YLR037C	0.809
YLR057W	0.809
YMR052C-A	0.809
YJL017W	0.810
YHR097C	0.810
YER034W	0.810
YOR088W	0.810
YMR265C	0.811
YPL195W	0.811
YHR123W	0.811
YGR121C	0.811
YPR185W	0.812
YPR197C	0.812
YGL080W	0.812
YDR406W	0.812
YLR417W	0.812
YDR058C	0.813
YJR026W	0.813
YGR270W	0.813
YML059C	0.813
YLL024C	0.814
YBR169C	0.814
YFR033C	0.814
YDR042C	0.814
YDR251W	0.815
YPR013C	0.815
YOL106W	0.815
YCR102C	0.815
YDL175C	0.816
YDR420W	0.816
YGL124C	0.816
YPL002C	0.816
YER101C	0.816
YGL229C	0.817
YLR237W	0.817
YDR297W	0.817
YBR115C	0.817
YER108C	0.818
YPL199C	0.818
YPL140C	0.818
YMR144W	0.818
YBR162W-A	0.819
YJR033C	0.819
YMR063W	0.819
YOR376W	0.819
YGR012W	0.819
YLR444C	0.820
YHR106W	0.820
YOR379C	0.820
YAL029C	0.820
YKR032W	0.821
YOR330C	0.821
YLL005C	0.821
YBR058C	0.821
YJR080C	0.822
YGL158W	0.822
YOL071W	0.822
YKL098W	0.822
YOR150W	0.822
YIR039C	0.823
YLR431C	0.823
YML027W	0.823
YDR309C	0.823
YLR408C	0.824
YGR289C	0.824
YMR057C	0.824
YNL130C	0.824
YNL236W	0.825
YER118C	0.825
YER143W	0.825
YPR149W	0.825
YDR318W	0.825
YMR027W	0.826
YOR083W	0.826
YPR154W	0.826
YMR042W	0.826
YNL296W	0.827
YPL017C	0.827
YDR193W	0.827
YPL116W	0.827
YNL160W	0.828
YLR174W	0.828
YMR091C	0.828
YGL223C	0.828
YPL198W	0.828
YLR043C	0.829
YPR003C	0.829
YPL008W	0.829
YDR326C	0.829
YDR272W	0.830
YPR053C	0.830
YHR153C	0.830
YCR077C	0.830
YBL032W	0.831
YAR047C	0.831
YGL033W	0.831
YPL072W	0.831
YBL081W	0.832
YBR103W	0.832
YMR159C	0.832
YDL104C	0.832
YLR168C	0.832
YPL200W	0.833
YNL099C	0.833
YDR022C	0.833
YPR114W	0.833
YBR172C	0.834
YNR060W	0.834
YJR102C	0.834
YLR309C	0.834
YBR099C	0.835
YKR027W	0.835
YOL008W	0.835
YPL179W	0.835
YHR132C	0.835
YDR202C	0.836
YPL110C	0.836
YOL155C	0.836
YER093C-A	0.836
YJL197W	0.837
YLL016W	0.837
YJR036C	0.837
YFL015C	0.837
YOR375C	0.838
YLR194C	0.838
YAL066W	0.838
YGL235W	0.838
YOL046C	0.838
YER177W	0.839
YDR073W	0.839
YJL048C	0.839
YJL093C	0.839
YPL065W	0.840
YDR183W	0.840
YMR154C	0.840
YBL095W	0.840
YOR059C	0.841
YLR299W	0.841
YOR320C	0.841
YLL001W	0.841
YPR118W	0.841
YFR011C	0.842
YLR344W	0.842
YDR219C	0.842
YKR070W	0.842
YGR281W	0.843
YML115C	0.843
YLL023C	0.843
YML080W	0.843
YPL245W	0.844
YHR185C	0.844
YBR186W	0.844
YPL091W	0.844
YOR041C	0.845
YJR124C	0.845
YPL194W	0.845
YPL114W	0.845
YPL049C	0.845
YNL105W	0.846
YDR316W	0.846
YOR313C	0.846
YNR075W	0.846
YDR465C	0.847
YPL189W	0.847
YPL149W	0.847
YGL215W	0.847
YER119C	0.848
YLR207W	0.848
YOL035C	0.848
YLL063C	0.848
YJR083C	0.848
YLL048C	0.849
YMR252C	0.849
YHR204W	0.849
YIL161W	0.849
YAL002W	0.850
YMR247C	0.850
YNL020C	0.850
YBR025C	0.850
YGL213C	0.851
YIL032C	0.851
YOR307C	0.851
YDL101C	0.851
YER132C	0.851
YPL030W	0.852
YML006C	0.852
YLR172C	0.852
YJL209W	0.852
YGR064W	0.853
YGL243W	0.853
YDR329C	0.853
YLR239C	0.853
YDR518W	0.854
YAL037W	0.854
YDR368W	0.854
YAL012W	0.854
YNL291C	0.854
YGL227W	0.855
YJL204C	0.855
YNL155W	0.855
YPL047W	0.855
YBR145W	0.856
YER030W	0.856
YOL079W	0.856
YIL006W	0.856
YOR130C	0.857
YDR154C	0.857
YER048C	0.857
YDR269C	0.857
YOR298W	0.858
YLR367W	0.858
YOL061W	0.858
YOR275C	0.858
YOR037W	0.858
YHL014C	0.859
YIL043C	0.859
YKR096W	0.859
YPL115C	0.859
YDR314C	0.860
YAL004W	0.860
YHR207C	0.860
YEL057C	0.860
YNL217W	0.861
YFR008W	0.861
YGL261C	0.861
YPL156C	0.861
YBR149W	0.861
YMR276W	0.862
YEL042W	0.862
YFL012W	0.862
YDR414C	0.862
YER130C	0.863
YGR028W	0.863
YDR210W	0.863
YLR189C	0.863
YPL137C	0.864
YGL014W	0.864
YJR011C	0.864
YJL043W	0.864
YOL011W	0.864
YOR348C	0.865
YNL269W	0.865
YFL010W-A	0.865
YLR434C	0.865
YKL077W	0.866
YDR438W	0.866
YGR135W	0.866
YKR066C	0.866
YOR380W	0.867
YLR104W	0.867
YMR052W	0.867
YKR041W	0.867
YER155C	0.867
YDR266C	0.868
YHR061C	0.868
YER069W	0.868
YHR133C	0.869
YJL145W	0.869
YER045C	0.869
YPR140W	0.869
YPL150W	0.870
YMR186W	0.870
YPL159C	0.870
YHR114W	0.870
YDR195W	0.871
YIL163C	0.871
YMR238W	0.871
YAL011W	0.871
YLR164W	0.871
YML119W	0.872
YDL188C	0.872
YNL128W	0.872
YPL265W	0.873
YER167W	0.873
YJL004C	0.873
YHR195W	0.873
YLR221C	0.874
YPR070W	0.874
YPL246C	0.874
YJR059W	0.874
YIL089W	0.874
YML022W	0.875
YHR210C	0.875
YDR451C	0.875
YPL181W	0.875
YDR257C	0.876
YLR278C	0.876
YPR005C	0.876
YBR221C	0.876
YHL011C	0.877
YMR025W	0.877
YLR020C	0.877
YHR157W	0.877
YKR078W	0.877
YKR099W	0.878
YER119C-A	0.878
YPR189W	0.878
YNL170W	0.878
YOR085W	0.879
YOR086C	0.879
YMR279C	0.879
YML107C	0.879
YGR283C	0.880
YNR059W	0.880
YEL037C	0.880
YJL144W	0.880
YMR138W	0.880
YLL055W	0.881
YBR157C	0.881
YOL060C	0.881
YPR157W	0.881
YJR079W	0.882
YNR062C	0.882
YKR105C	0.882
YKR065C	0.882
YEL039C	0.883
YGL255W	0.883
YHR001W-A	0.883
YOL045W	0.883
YML028W	0.883
YLR003C	0.884
YPL101W	0.884
YNL031C	0.884
YOR006C	0.884
YIL052C	0.885
YOR306C	0.885
YIL005W	0.885
YIL117C	0.885
YFL011W	0.886
YJR077C	0.886
YML106W	0.886
YNL180C	0.886
YLR384C	0.887
YKL032C	0.887
YGL072C	0.887
YMR219W	0.887
YMR102C	0.887
YBR164C	0.888
YGR152C	0.888
YGL117W	0.888
YBR238C	0.888
YKL040C	0.889
YOL059W	0.889
YGL046W	0.889
YJL126W	0.889
YNL323W	0.890
YIL167W	0.890
YOR136W	0.890
YOL083W	0.890
YMR092C	0.890
YLR366W	0.891
YKL191W	0.891
YPL089C	0.891
YOL062C	0.891
YGR001C	0.892
YDR072C	0.892
YDR033W	0.892
YML048W	0.892
YOR140W	0.893
YDR220C	0.893
YPR179C	0.893
YGL244W	0.893
YOR142W	0.893
YGR187C	0.894
YMR121C	0.894
YNL294C	0.894
YDR276C	0.894
YBR084C-A	0.895
YGR132C	0.895
YER020W	0.895
YHR163W	0.895
YLR266C	0.896
YLR152C	0.896
YPL201C	0.896
YGL045W	0.896
YGL250W	0.896
YLR093C	0.897
YML097C	0.897
YAL034C	0.897
YNL268W	0.897
YLR131C	0.898
YLR418C	0.898
YJL137C	0.898
YNL292W	0.898
YJR088C	0.899
YLR216C	0.899
YHR104W	0.899
YPL148C	0.899
YPR061C	0.900
YHR161C	0.900
YGL253W	0.900
YKR042W	0.900
YFL044C	0.900
YCR073W-A	0.901
YLR080W	0.901
YLR456W	0.901
YOL039W	0.901
YDL237W	0.902
YDL023C	0.902
YMR310C	0.902
YMR004W	0.902
YNL016W	0.903
YDR425W	0.903
YDR271C	0.903
YHR189W	0.903
YNL259C	0.903
YOR327C	0.904
YKR035W-A	0.904
YPL226W	0.904
YOL070C	0.904
YGR117C	0.905
YLR214W	0.905
YOR039W	0.905
YOL075C	0.905
YNL219C	0.906
YNR064C	0.906
YDR184C	0.906
YIL130W	0.906
YNL250W	0.906
YGR240C	0.907
YDR004W	0.907
YPL054W	0.907
YPL244C	0.907
YBL087C	0.908
YNL093W	0.908
YJR063W	0.908
YOR358W	0.908
YDR461W	0.909
YJL047C	0.909
YOL080C	0.909
YLR144C	0.909
YKL149C	0.909
YOR076C	0.910
YJL089W	0.910
YPL158C	0.910
YOR359W	0.910
YGL136C	0.911
YER111C	0.911
YOR120W	0.911
YMR316W	0.911
YOR051C	0.912
YLL007C	0.912
YHL023C	0.912
YNL067W	0.912
YDL063C	0.913
YGR076C	0.913
YLR441C	0.913
YLR406C	0.913
YBR001C	0.913
YAL059W	0.914
YEL061C	0.914
YDL062W	0.914
YBR044C	0.914
YDR431W	0.915
YAL048C	0.915
YPL212C	0.915
YJR094W-A	0.915
YLR402W	0.916
YLR232W	0.916
YGL026C	0.916
YGL214W	0.916
YML012W	0.916
YDR049W	0.917
YGL066W	0.917
YLR349W	0.917
YJL123C	0.917
YMR123W	0.918
YLR410W	0.918
YML122C	0.918
YBR207W	0.918
YGR255C	0.919
YKL007W	0.919
YNL215W	0.919
YDR540C	0.919
YEL038W	0.919
YDL035C	0.920
YBR219C	0.920
YKL110C	0.920
YIR032C	0.920
YHR158C	0.921
YJL168C	0.921
YDR155C	0.921
YOR305W	0.921
YLL013C	0.922
YLR324W	0.922
YBR225W	0.922
YML095C	0.922
YPL080C	0.922
YML108W	0.923
YOR251C	0.923
YER164W	0.923
YPL018W	0.923
YNL322C	0.924
YMR269W	0.924
YHR029C	0.924
YIL149C	0.924
YBR224W	0.925
YDR457W	0.925
YHR142W	0.925
YJR044C	0.925
YJR060W	0.926
YDR408C	0.926
YLR143W	0.926
YDL162C	0.926
YBR177C	0.926
YDL216C	0.927
YLR264W	0.927
YGR200C	0.927
YEL027W	0.927
YBL103C	0.928
YBL072C	0.928
YJL183W	0.928
YBL082C	0.928
YHL013C	0.929
YOR191W	0.929
YLR180W	0.929
YGL236C	0.929
YBR197C	0.929
YKL114C	0.930
YIL110W	0.930
YKR047W	0.930
YAR042W	0.930
YNR051C	0.931
YNL091W	0.931
YFR032C-A	0.931
YLR358C	0.931
YOR091W	0.932
YJL136C	0.932
YER117W	0.932
YLR110C	0.932
YOR234C	0.932
YDR335W	0.933
YIL018W	0.933
YER151C	0.933
YLR150W	0.933
YHL020C	0.934
YAL020C	0.934
YFL001W	0.934
YJR014W	0.934
YOL115W	0.935
YCL058C	0.935
YJL124C	0.935
YER137C	0.935
YHR051W	0.935
YDR447C	0.936
YLL044W	0.936
YCR066W	0.936
YDR334W	0.936
YLR422W	0.937
YOR304C-A	0.937
YGR081C	0.937
YNL084C	0.937
YOR369C	0.938
YHR110W	0.938
YER016W	0.938
YCR065W	0.939
YKR074W	0.939
YGR157W	0.939
YDL136W	0.939
YCR024C	0.939
YIL098C	0.940
YKL056C	0.940
YIL069C	0.940
YDR125C	0.940
YJL152W	0.941
YOR123C	0.941
YOR315W	0.941
YPR069C	0.941
YDR462W	0.942
YLL043W	0.942
YGL007W	0.942
YPL182C	0.942
YDR516C	0.942
YAR018C	0.943
YHR013C	0.943
YBL071C	0.943
YLR018C	0.943
YNL109W	0.944
YKR092C	0.944
YNL107W	0.944
YGR134W	0.944
YCR094W	0.945
YHR081W	0.945
YGL234W	0.945
YKL194C	0.945
YHR077C	0.946
YDR385W	0.946
YDL022W	0.946
YGL078C	0.946
YOL108C	0.947
YDL020C	0.947
YGL252C	0.947
YDR348C	0.947
YGL043W	0.948
YLR111W	0.948
YOL001W	0.948
YAL044C	0.948
YDR360W	0.948
YGR257C	0.949
YPL098C	0.949
YKR048C	0.949
YGL237C	0.949
YKL074C	0.950
YBR082C	0.950
YOL054W	0.950
YEL013W	0.950
YLR368W	0.951
YNL136W	0.951
YML073C	0.951
YJL190C	0.951
YPL062W	0.951
YMR230W	0.952
YPL208W	0.952
YGR150C	0.952
YLR067C	0.952
YFL018C	0.953
YPL205C	0.953
YJR144W	0.953
YLR061W	0.953
YER007C-A	0.954
YHR134W	0.954
YLR055C	0.954
YHR034C	0.954
YJR145C	0.955
YDR485C	0.955
YER116C	0.955
YDR471W	0.955
YIL017C	0.955
YBR106W	0.956
YDR500C	0.728
YCL029C	0.956
YEL036C	0.956
YBR048W	0.957
YNL069C	0.957
YDR463W	0.957
YOR309C	0.957
YCL037C	0.958
YNL055C	0.958
YJR121W	0.958
YBR128C	0.958
YGR148C	0.958
YCR098C	0.959
YDR156W	0.959
YOR183W	0.959
YBL007C	0.959
YMR272C	0.960
YOR221C	0.960
YLR099C	0.960
YER074W	0.960
YMR280C	0.961
YNL213C	0.961
YPL068C	0.961
YER061C	0.961
YAR015W	0.961
YNR004W	0.962
YER040W	0.962
YGL016W	0.962
YER178W	0.962
YML010W-A	0.963
YLR182W	0.963
YNL252C	0.963
YNL096C	0.963
YDR281C	0.964
YHR200W	0.964
YJR032W	0.964
YLR190W	0.964
YIL038C	0.964
YMR143W	0.965
YGR085C	0.965
YOR167C	0.965
YBR147W	0.965
YOR308C	0.966
YPR164W	0.966
YDR150W	0.966
YOL100W	0.966
YDR443C	0.967
YGR214W	0.967
YIL039W	0.967
YDR207C	0.967
YLL045C	0.968
YER131W	0.968
YIR005W	0.968
YBL027W	0.968
YIL093C	0.968
YOL052C	0.969
YEL003W	0.969
YCR031C	0.969
YAL023C	0.969
YLR193C	0.970
