ORF	hom | growth (relative abundance in pooled culture) | arsenic [1-5 mM] | Haugen AC~Van Houten B, 2004
YER031C	0.319
YLR281C	0.320
YAR020C	0.320
YMR169C	0.525
YDR003W	0.320
YAR037W	0.320
YDR035W	0.321
YKL017C	0.321
YER145C	0.321
YML101C	0.321
YKL201C	0.322
YMR163C	0.322
YDR503C	0.322
YFL047W	0.322
YPL001W	0.323
YNL001W	0.323
YLR404W	0.323
YEL016C	0.323
YLR258W	0.324
YPR032W	0.324
YGL127C	0.324
YJL100W	0.324
YKL121W	0.324
YDR386W	0.325
YFL013C	0.325
YJR110W	0.325
YPR037C	0.325
YJR008W	0.326
YGL257C	0.326
YOR190W	0.326
YOR127W	0.326
YPL171C	0.327
YER180C	0.327
YNR072W	0.327
YGR153W	0.327
YGL202W	0.327
YKL183W	0.328
YGR279C	0.328
YOL153C	0.328
YNL053W	0.328
YGR256W	0.329
YBL052C	0.329
YDR093W	0.329
YBR288C	0.329
YKL015W	0.330
YMR243C	0.330
YDL024C	0.330
YAL030W	0.330
YGR133W	0.330
YKL200C	0.331
YDL176W	0.331
YDR007W	0.331
YDL080C	0.331
YGR067C	0.332
YOR022C	0.332
YGL180W	0.332
YBR075W	0.497
YDR511W	0.333
YKR097W	0.333
YBL069W	0.333
YKR014C	0.333
YCR048W	0.333
YDR108W	0.334
YPL053C	0.334
YDR442W	0.334
YDR165W	0.334
YNL087W	0.335
YMR261C	0.335
YPR195C	0.335
YGL164C	0.335
YER064C	0.336
YMR153C-A	0.336
YDR116C	0.336
YLR287C	0.336
YPR040W	0.337
YMR141C	0.337
YOR111W	0.337
YOR269W	0.337
YGR226C	0.337
YPL154C	0.338
YBR092C	0.338
YOL007C	0.338
YJL206C	0.338
YPL256C	0.339
YMR255W	0.339
YDL149W	0.339
YHR162W	0.339
YDR242W	0.340
YJL094C	0.340
YIL057C	0.340
YIL146C	0.340
YEL025C	0.340
YDL089W	0.341
YML037C	0.341
YOR058C	0.341
YOR132W	0.341
YKR103W	0.342
YOL090W	0.342
YGR039W	0.342
YOR264W	0.342
YNL202W	0.343
YBR005W	0.343
YJL057C	0.343
YKR091W	0.343
YKR003W	0.343
YJL038C	0.344
YMR292W	0.344
YPL013C	0.344
YIL125W	0.344
YIL041W	0.345
YJL049W	0.345
YOR170W	0.345
YKR098C	0.345
YLR030W	0.346
YER084W	0.346
YER066C-A	0.346
YDL190C	0.346
YIL100W	0.346
YBR293W	0.347
YDR279W	0.347
YLR227C	0.347
YHL027W	0.347
YGL109W	0.348
YPL123C	0.348
YFR010W	0.348
YCL048W	0.348
YBR286W	0.349
YHR179W	0.349
YJL012C	0.349
YMR207C	0.349
YKL096W	0.350
YHL032C	0.350
YPR008W	0.350
YDL231C	0.350
YDL112W	0.350
YLR372W	0.351
YDL234C	0.351
YPR188C	0.351
YNL145W	0.351
YFL014W	0.352
YFL025C	0.352
YLR114C	0.352
YLR352W	0.352
YGR166W	0.353
YMR145C	0.353
YNL010W	0.353
YPL191C	0.353
YDR475C	0.353
YGR062C	0.354
YDR528W	0.354
YGR138C	0.354
YOR339C	0.354
YGR041W	0.355
YGR275W	0.355
YMR318C	0.355
YLR341W	0.355
YGR139W	0.356
YCR101C	0.356
YGL258W	0.356
YCR020C-A	0.356
YMR109W	0.356
YJL182C	0.357
YNL249C	0.357
YBL054W	0.357
YOR028C	0.357
YGL012W	0.358
YGR127W	0.358
YPL227C	0.358
YJR100C	0.358
YML100W	0.359
YBL091C	0.359
YDR524C	0.359
YMR180C	0.359
YHR130C	0.359
YFL035C-B	0.360
YCR100C	0.360
YBR067C	0.360
YMR147W	0.360
YBR276C	0.361
YLR297W	0.361
YGR244C	0.361
YDL154W	0.361
YLR284C	0.362
YBR222C	0.362
YML001W	0.362
YGR087C	0.362
YBR175W	0.362
YCR089W	0.363
YMR172W	0.363
YGR149W	0.363
YER124C	0.363
YNL242W	0.364
YNL286W	0.364
YNL271C	0.364
YBL060W	0.364
YGL177W	0.365
YPR011C	0.365
YNL044W	0.365
YKL103C	0.365
YLR095C	0.366
YDR265W	0.366
YMR215W	0.366
YNL094W	0.366
YJL169W	0.366
YLR364W	0.367
YHR159W	0.367
YKL222C	0.367
YPL152W	0.367
YCL049C	0.368
YNL264C	0.368
YDR263C	0.368
YKR049C	0.368
YDL121C	0.369
YKR061W	0.369
YLR204W	0.369
YBL037W	0.369
YHR087W	0.369
YJL170C	0.370
YKL033W-A	0.370
YNL122C	0.370
YJL052W	0.370
YER166W	0.371
YER158C	0.371
YBL075C	0.371
YMR015C	0.371
YPL225W	0.372
YOL101C	0.372
YGR037C	0.372
YPL155C	0.372
YGL153W	0.372
YMR274C	0.373
YDR151C	0.373
YER185W	0.373
YOR242C	0.373
YOL037C	0.374
YMR191W	0.374
YGL081W	0.374
YHR096C	0.374
YJR125C	0.375
YDR100W	0.375
YER057C	0.375
YMR085W	0.375
YGR292W	0.375
YKL163W	0.376
YIL011W	0.376
YLR432W	0.376
YBR294W	0.376
YBR086C	0.377
YOR365C	0.377
YFR055W	0.377
YKL157W	0.377
YML038C	0.378
YPR087W	0.378
YIL064W	0.378
YDR110W	0.378
YJR149W	0.379
YNR034W	0.379
YOR266W	0.379
YDL202W	0.379
YLR300W	0.379
YOL084W	0.380
YPR097W	0.380
YCR015C	0.380
YPR172W	0.380
YLR416C	0.381
YIR036C	0.381
YEL018W	0.381
YMR081C	0.381
YCR076C	0.382
YIR018W	0.382
YOR002W	0.382
YPR167C	0.382
YPL108W	0.382
YFL050C	0.383
YGR136W	0.383
YDR530C	0.383
YGL152C	0.383
YLR206W	0.384
YKL132C	0.384
YFL031W	0.384
YDR534C	0.384
YDR402C	0.385
YMR315W	0.385
YCL026C	0.385
YLR446W	0.385
YNR056C	0.385
YBR125C	0.386
YOR152C	0.386
YBL085W	0.386
YOR345C	0.386
YKR051W	0.387
YLL025W	0.387
YER024W	0.387
YKL001C	0.387
YHR079C	0.388
YDL233W	0.388
YPR036W	0.388
YIL145C	0.388
YIR002C	0.388
YLR257W	0.389
YGR054W	0.389
YNR057C	0.389
YPL138C	0.389
YER110C	0.390
YBR078W	0.390
YDL033C	0.390
YHR017W	0.390
YKL155C	0.391
YDR098C	0.391
YNL311C	0.391
YBL091C-A	0.391
YKR020W	0.392
YPL186C	0.392
YKL190W	0.392
YNR061C	0.392
YNL279W	0.392
YLR390W	0.393
YIR024C	0.393
YLR077W	0.393
YNR063W	0.393
YER115C	0.394
YBR085W	0.394
YJL147C	0.394
YPR096C	0.394
YER114C	0.395
YOR211C	0.395
YDR496C	0.395
YER071C	0.395
YMR017W	0.395
YJR082C	0.396
YOR133W	0.396
YJL151C	0.396
YOR350C	0.396
YGR025W	0.397
YFL063W	0.397
YER010C	0.397
YBR249C	0.397
YDR030C	0.398
YER144C	0.398
YKL179C	0.398
YDL070W	0.398
YBR273C	0.398
YGL140C	0.399
YML057W	0.399
YML056C	0.399
YBR176W	0.399
YOR099W	0.400
YPL264C	0.400
YGL256W	0.400
YKL130C	0.400
YOL020W	0.401
YBL021C	0.401
YCR085W	0.401
YLR084C	0.401
YHR131C	0.401
YLR387C	0.402
YKL102C	0.402
YEL001C	0.402
YML051W	0.402
YMR137C	0.403
YMR320W	0.403
YEL030W	0.403
YPL258C	0.403
YGR112W	0.404
YDR020C	0.404
YLR016C	0.404
YBL055C	0.404
YFR039C	0.405
YOR338W	0.405
YEL072W	0.405
YMR177W	0.405
YCL055W	0.405
YEL017C-A	0.406
YOR079C	0.406
YDR255C	0.406
YKR036C	0.406
YJR111C	0.407
YNL335W	0.407
YGL181W	0.407
YAR028W	0.407
YMR196W	0.408
YGR207C	0.408
YBL042C	0.408
YLL014W	0.408
YLL054C	0.408
YLR209C	0.409
YER027C	0.409
YLR097C	0.409
YFR009W	0.409
YMR158W-A	0.410
YJR052W	0.410
YDR452W	0.410
YML076C	0.410
YER056C	0.411
YBR010W	0.411
YPL077C	0.411
YMR067C	0.411
YOR047C	0.411
YIR013C	0.412
YOR192C	0.412
YOR017W	0.412
YGL138C	0.412
YGR178C	0.413
YIL108W	0.413
YLL030C	0.413
YDR458C	0.413
YPR009W	0.414
YHR033W	0.414
YDR481C	0.414
YDL038C	0.414
YBR271W	0.414
YDR071C	0.415
YER044C-A	0.415
YMR068W	0.415
YFL033C	0.415
YMR241W	0.416
YDR387C	0.416
YDL224C	0.416
YFL049W	0.416
YOR025W	0.417
YCR088W	0.417
YGR202C	0.417
YPL060W	0.417
YPL058C	0.417
YGR284C	0.418
YAL049C	0.418
YIL042C	0.418
YOR265W	0.418
YHR043C	0.419
YIL066C	0.419
YDR249C	0.419
YNL095C	0.419
YGR011W	0.420
YIL102C	0.420
YDL239C	0.420
YKL096W-A	0.420
YLR125W	0.421
YGR243W	0.421
YKL084W	0.421
YDR130C	0.421
YPR145W	0.421
YMR020W	0.422
YBR066C	0.422
YER188W	0.422
YLL047W	0.422
YOR038C	0.423
YIL162W	0.423
YDL218W	0.423
YOR161C	0.423
YGR027C	0.424
YIL101C	0.424
YNR031C	0.424
YDL185W	0.424
YIR007W	0.424
YDR419W	0.425
YBL083C	0.425
YKL171W	0.425
YJR119C	0.425
YLR395C	0.426
YLR391W	0.426
YBR083W	0.426
YOR354C	0.426
YDR482C	0.427
YGR263C	0.427
YMR008C	0.427
YBR139W	0.427
YKR012C	0.427
YAL031C	0.428
YCR092C	0.428
YBR161W	0.428
YKL067W	0.428
YKR077W	0.429
YGR196C	0.429
YAL036C	0.429
YDR315C	0.429
YER055C	0.430
YCR105W	0.430
YGR079W	0.430
YIL124W	0.430
YNR069C	0.430
YPR151C	0.431
YDR383C	0.431
YGR176W	0.431
YGR107W	0.431
YOR014W	0.432
YDR313C	0.432
YLR021W	0.432
YJR039W	0.432
YER087C-A	0.433
YDL210W	0.433
YNR033W	0.433
YML129C	0.433
YKL129C	0.434
YDR260C	0.434
YHR048W	0.434
YHR116W	0.434
YPL100W	0.434
YBL067C	0.435
YCL026C-A	0.435
YLR381W	0.435
YLR109W	0.435
YLR445W	0.436
YIL014W	0.436
YDR133C	0.436
YOR061W	0.436
YHL022C	0.437
YNL147W	0.437
YGL077C	0.437
YOL147C	0.437
YDR231C	0.437
YCR073C	0.438
YDR380W	0.438
YEL053C	0.438
YML111W	0.438
YOR289W	0.439
YDR215C	0.439
YCR023C	0.439
YER047C	0.439
YIL136W	0.440
YPR026W	0.440
YBR012C	0.440
YER053C	0.440
YDR218C	0.440
YKR089C	0.441
YOL013W-A	0.441
YIL077C	0.441
YPL183C	0.441
YAL068C	0.442
YMR124W	0.442
YPR122W	0.442
YPL107W	0.442
YOR163W	0.443
YHR125W	0.443
YPR023C	0.443
YDR139C	0.443
YLR390W-A	0.443
YDL174C	0.444
YOL085C	0.444
YLR325C	0.444
YJR020W	0.444
YIL137C	0.445
YJR056C	0.445
YGL144C	0.445
YOR304W	0.445
YKR069W	0.446
YPL103C	0.446
YNL027W	0.446
YDR441C	0.446
YGR213C	0.447
YLL049W	0.447
YNL301C	0.447
YAR043C	0.447
YDR090C	0.447
YGR237C	0.448
YGR129W	0.448
YCR095C	0.448
YPR015C	0.448
YBR014C	0.449
YDL041W	0.449
YDR261C	0.449
YHL042W	0.449
YIR019C	0.450
YGR052W	0.450
YLL061W	0.450
YDR026C	0.450
YGR017W	0.450
YDR535C	0.451
YPL057C	0.451
YML090W	0.451
YOR011W	0.451
YMR150C	0.452
YLR050C	0.452
YMR322C	0.452
YIR038C	0.452
YDL213C	0.453
YFR018C	0.453
YOR173W	0.453
YDR117C	0.453
YLR437C	0.453
YKL047W	0.454
YDR206W	0.454
YFL013W-A	0.454
YJL021C	0.454
YMR194C-A	0.455
YDR197W	0.455
YER149C	0.455
YLR334C	0.455
YKL076C	0.456
YDR032C	0.456
YJL181W	0.456
YDR031W	0.456
YAL014C	0.456
YIL160C	0.457
YKR013W	0.457
YFR012W	0.457
YFL032W	0.457
YPL133C	0.458
YGR183C	0.458
YPL023C	0.458
YOR045W	0.458
YBR090C	0.459
YBR241C	0.459
YPL229W	0.459
YDR278C	0.459
YDR522C	0.460
YDR095C	0.460
YLR282C	0.460
YGR182C	0.460
YDR131C	0.460
YGR043C	0.461
YAR050W	0.461
YMR183C	0.461
YJR073C	0.461
YKL039W	0.462
YNL325C	0.462
YMR303C	0.462
YHL019C	0.462
YLR118C	0.463
YER153C	0.463
YGR169C	0.463
YFL010C	0.463
YHL034C	0.463
YIL099W	0.464
YKL107W	0.464
YDR307W	0.464
YDR525W	0.464
YML042W	0.465
YDR456W	0.465
YMR090W	0.465
YDR148C	0.465
YNL101W	0.466
YER078C	0.466
YNL206C	0.466
YCL008C	0.466
YAL019W	0.466
YER184C	0.467
YGL089C	0.467
YDL201W	0.467
YGR189C	0.467
YBL043W	0.468
YMR095C	0.468
YOR066W	0.468
YGR295C	0.468
YGL131C	0.469
YPL074W	0.469
YNL295W	0.469
YMR214W	0.469
YJL199C	0.469
YKL160W	0.470
YOR003W	0.470
YBR262C	0.470
YMR118C	0.470
YHR121W	0.471
YOL016C	0.471
YFL030W	0.471
YPL215W	0.471
YGL163C	0.472
YNR071C	0.472
YIL135C	0.472
YMR311C	0.472
YLR332W	0.472
YPL006W	0.473
YOR231W	0.473
YKL197C	0.473
YGR059W	0.473
YER182W	0.474
YPL067C	0.474
YOR177C	0.474
YFL027C	0.474
YKR015C	0.475
YOR343C	0.475
YNR015W	0.475
YDR395W	0.475
YPL196W	0.476
YHR093W	0.476
YDL222C	0.476
YLR036C	0.476
YPL177C	0.476
YPL270W	0.477
YOR040W	0.477
YGR097W	0.477
YOR162C	0.477
YGL156W	0.478
YHR199C	0.478
YMR036C	0.478
YOR016C	0.478
YNL082W	0.479
YBL056W	0.479
YPR119W	0.479
YHR115C	0.479
YDL226C	0.479
YOR356W	0.480
YPL136W	0.480
YBR019C	0.480
YFL048C	0.480
YOL152W	0.481
YLL059C	0.481
YKL207W	0.481
YLR271W	0.481
YOR314W	0.482
YCL076W	0.482
YDR501W	0.482
YMR225C	0.482
YOL117W	0.482
YFR017C	0.483
YDL109C	0.483
YCL062W	0.483
YBR182C	0.483
YIL007C	0.484
YDR284C	0.484
YMR317W	0.484
YGR254W	0.484
YIL094C	0.485
YER121W	0.485
YGR239C	0.485
YNL056W	0.485
YLR056W	0.485
YCR001W	0.486
YGL176C	0.486
YGR032W	0.486
YAL064C-A	0.486
YOR240W	0.487
YGL139W	0.487
YDR497C	0.487
YGR234W	0.487
YLL041C	0.488
YIL121W	0.488
YJR051W	0.488
YNL193W	0.488
YML072C	0.489
YNL047C	0.489
YGL166W	0.489
YGR161C	0.489
YFL052W	0.489
YJL201W	0.490
YMR106C	0.490
YHR003C	0.490
YKR080W	0.490
YLR460C	0.491
YNR005C	0.491
YDL138W	0.491
YNR001C	0.491
YGR111W	0.492
YOL098C	0.492
YKL159C	0.492
YLR288C	0.492
YJR091C	0.492
YMR326C	0.493
YDR490C	0.493
YMR087W	0.493
YOR129C	0.493
YPR018W	0.494
YGR287C	0.494
YER066W	0.494
YMR174C	0.603
YBL029W	0.495
YEL068C	0.495
YMR251W	0.495
YIL132C	0.495
YGR022C	0.495
YOR363C	0.496
YKR016W	0.496
YML099C	0.496
YKL123W	0.496
YBR071W	0.497
YGL179C	0.497
YOR050C	0.497
YLL057C	0.497
YAL053W	0.498
YGR126W	0.498
YCR106W	0.498
YBR120C	0.498
YBR232C	0.498
YFR053C	0.499
YKL043W	0.499
YBL049W	0.499
YNL339C	0.499
YOR364W	0.618
YIL029C	0.500
YMR164C	0.500
YJR127C	0.500
YDR480W	0.501
YMR297W	0.501
YHL047C	0.501
YEL049W	0.501
YER174C	0.502
YKR045C	0.502
YKL025C	0.502
YLL051C	0.502
YHL003C	0.502
YMR153W	0.503
YJL066C	0.503
YBR270C	0.503
YKR052C	0.503
YML018C	0.504
YDR323C	0.504
YKL061W	0.504
YLR035C	0.504
YIL050W	0.505
YDL192W	0.505
YOR178C	0.505
YMR316C-A	0.505
YKL093W	0.505
YFR016C	0.506
YPL081W	0.506
YGR181W	0.506
YGL096W	0.506
YBL070C	0.507
YEL010W	0.507
YJL045W	0.507
YFL034W	0.507
YGR288W	0.508
YNL334C	0.508
YDR409W	0.508
YER179W	0.508
YPL087W	0.508
YJL007C	0.509
YPL073C	0.509
YBR130C	0.509
YLR205C	0.509
YGR125W	0.510
YFL041W	0.510
YKL068W	0.510
YER073W	0.510
YPR063C	0.511
YKR087C	0.511
YBL088C	0.511
YBR242W	0.511
YMR284W	0.511
YKL174C	0.512
YML088W	0.512
YGR151C	0.512
YJR094C	0.512
YEL028W	0.513
YPL088W	0.513
YCR069W	0.513
YPR084W	0.513
YDL200C	0.514
YDR521W	0.514
YNL201C	0.514
YOL091W	0.514
YMR096W	0.515
YOR049C	0.515
YPL206C	0.515
YDR514C	0.515
YJL051W	0.515
YHR180W	0.516
YGR014W	0.516
YCL011C	0.516
YER098W	0.516
YHR046C	0.517
YKR028W	0.517
YML082W	0.517
YGR212W	0.517
YPR138C	0.518
YJL108C	0.518
YER142C	0.518
YER068C-A	0.518
YDL046W	0.518
YDR479C	0.519
YFR048W	0.519
YOR225W	0.519
YGL121C	0.519
YMR221C	0.520
YDR370C	0.520
YGL057C	0.520
YJR134C	0.520
YNR029C	0.521
YER162C	0.521
YIL095W	0.521
YBR022W	0.521
YOR010C	0.521
YGR010W	0.522
YBR188C	0.522
YPL099C	0.522
YDL223C	0.522
YER134C	0.523
YLR211C	0.523
YOR105W	0.523
YML070W	0.523
YFR023W	0.524
YPL164C	0.524
YIL092W	0.731
YBR203W	0.524
YJR106W	0.524
YGL082W	0.525
YJL135W	0.525
YHR028C	0.525
YML086C	0.525
YDR351W	0.526
YCR107W	0.526
YMR210W	0.526
YDR273W	0.526
YLR415C	0.527
YOR134W	0.527
YMR306C-A	0.527
YOR055W	0.527
YGL216W	0.528
YKR021W	0.528
YGR141W	0.528
YBR212W	0.528
YNR073C	0.528
YDR146C	0.529
YER092W	0.529
YOR300W	0.529
YDL240W	0.529
YER109C	0.530
YBR228W	0.530
YNL035C	0.530
YMR122C	0.530
YJR040W	0.531
YBR240C	0.531
YDR375C	0.531
YLL028W	0.531
YKR095W	0.531
YOR238W	0.532
YDR239C	0.532
YNL085W	0.532
YER058W	0.532
YFR038W	0.533
YPL272C	0.533
YOL032W	0.533
YLR179C	0.533
YPL222W	0.534
YBR072W	0.534
YOR043W	0.534
YDL194W	0.534
YMR111C	0.534
YGR221C	0.535
YGR154C	0.535
YOR197W	0.535
YBR248C	0.535
YNL046W	0.536
YMR082C	0.536
YMR158C-B	0.536
YJL119C	0.536
YPL185W	0.537
YKL075C	0.537
YPL009C	0.537
YMR030W	0.537
YEL067C	0.537
YNL135C	0.538
YGL114W	0.538
YOR067C	0.538
YKL185W	0.538
YPR083W	0.539
YBL068W	0.539
YOR378W	0.539
YOL028C	0.539
YBL061C	0.540
YDR346C	0.540
YOR036W	0.540
YLL046C	0.540
YIL165C	0.540
YPR077C	0.541
YAR014C	0.541
YDR217C	0.541
YDR112W	0.541
YMR048W	0.542
YKL038W	0.542
YKL166C	0.542
YDL118W	0.542
YKL066W	0.543
YOR316C	0.543
YAL042W	0.543
YCL002C	0.543
YNL194C	0.544
YMR204C	0.544
YMR006C	0.544
YNL159C	0.544
YLR356W	0.544
YDR122W	0.545
YLR112W	0.545
YHR127W	0.545
YML071C	0.545
YPL192C	0.546
YOR246C	0.546
YGR194C	0.546
YCR030C	0.546
YIL009C-A	0.547
YEL056W	0.547
YPR152C	0.547
YLR126C	0.547
YCR060W	0.547
YER081W	0.548
YKR031C	0.548
YBR129C	0.548
YPL216W	0.548
YPL051W	0.549
YGL154C	0.549
YKL079W	0.549
YIL166C	0.549
YOL125W	0.550
YMR283C	0.550
YNL078W	0.550
YKL115C	0.550
YDR336W	0.550
YML030W	0.551
YDR467C	0.551
YLR146C	0.551
YMR100W	0.551
YLL012W	0.552
YLR427W	0.552
YPL170W	0.552
YJR099W	0.552
YLR265C	0.553
YMR258C	0.553
YNL257C	0.553
YDL180W	0.553
YDR277C	0.553
YBR250W	0.554
YLR389C	0.554
YOL065C	0.554
YPL240C	0.554
YDL203C	0.555
YOR243C	0.555
YFL040W	0.555
YOR193W	0.555
YJR115W	0.556
YGL149W	0.556
YLR224W	0.556
YOR377W	0.556
YDL161W	0.557
YHR057C	0.557
YML109W	0.557
YOR286W	0.557
YJR024C	0.557
YPL163C	0.558
YHR155W	0.558
YLR173W	0.558
YPR158W	0.558
YMR075W	0.559
YHL028W	0.559
YIR044C	0.559
YLL053C	0.559
YKR075C	0.560
YLR327C	0.560
YLR023C	0.560
YLR454W	0.560
YBR287W	0.560
YBR227C	0.561
YLR269C	0.561
YJL084C	0.561
YGL254W	0.561
YKL070W	0.562
YDL229W	0.562
YDR213W	0.562
YHR177W	0.562
YJR103W	0.563
YNL117W	0.563
YJL103C	0.563
YGR088W	0.563
YOR298C-A	0.600
YOL122C	0.564
YNL041C	0.564
YMR119W-A	0.564
YJR005W	0.564
YNR032W	0.565
YCR067C	0.565
YLR306W	0.565
YOL055C	0.565
YLR081W	0.566
YJL118W	0.566
YJL161W	0.566
YLR031W	0.566
YJL171C	0.566
YLR285W	0.567
YDL168W	0.567
YMR115W	0.567
YDL173W	0.567
YLR254C	0.568
YMR155W	0.568
YGR034W	0.568
YLR094C	0.568
YFL003C	0.569
YGR173W	0.569
YLR396C	0.569
YGR130C	0.569
YOR156C	0.570
YLR290C	0.570
YDR010C	0.570
YGR106C	0.570
YOL014W	0.570
YGR233C	0.571
YLR421C	0.571
YMR083W	0.571
YJL146W	0.571
YBR299W	0.572
YOR126C	0.572
YPR049C	0.572
YDR291W	0.572
YDL085W	0.573
YDR285W	0.573
YMR300C	0.573
YDR275W	0.573
YFR054C	0.573
YNL142W	0.574
YOL162W	0.574
YDL230W	0.574
YNR067C	0.574
YOR346W	0.575
YLR053C	0.575
YOR175C	0.575
YKL126W	0.575
YGR248W	0.576
YGL157W	0.576
YDR028C	0.576
YLL056C	0.576
YGR247W	0.576
YHR076W	0.577
YDL010W	0.577
YNL288W	0.577
YBR050C	0.577
YMR120C	0.578
YJR135C	0.578
YKL140W	0.578
YGR007W	0.578
YOL056W	0.579
YGR224W	0.579
YLR443W	0.579
YOR124C	0.579
YER083C	0.579
YNL195C	0.580
YKR067W	0.580
YCR011C	0.580
YOL129W	0.580
YKL030W	0.581
YOR288C	0.581
YML120C	0.581
YDR256C	0.581
YBR215W	0.582
YLR085C	0.582
YIR025W	0.582
YLR177W	0.582
YMR044W	0.583
YPR017C	0.583
YIL085C	0.583
YKL086W	0.583
YGR018C	0.583
YOL137W	0.584
YDL179W	0.584
YDL157C	0.584
YMR133W	0.584
YBR158W	0.585
YKL133C	0.585
YHR182W	0.585
YBR210W	0.585
YLR413W	0.586
YJR037W	0.586
YPL130W	0.586
YFR041C	0.586
YML011C	0.586
YDR286C	0.587
YHR041C	0.587
YER135C	0.587
YDL099W	0.587
YGR259C	0.588
YOR189W	0.588
YER067W	0.588
YPL223C	0.588
YNL079C	0.589
YHR124W	0.589
YJL028W	0.589
YEL031W	0.589
YHL012W	0.589
YGL226C-A	0.590
YPL033C	0.590
YBR074W	0.590
YHR015W	0.590
YPL135W	0.591
YNL304W	0.591
YMR234W	0.591
YDL011C	0.591
YIL009W	0.592
YER186C	0.592
YMR271C	0.592
YNL071W	0.592
YBR229C	0.592
YKL187C	0.593
YDR453C	0.593
YNL332W	0.593
YOL012C	0.593
YHR021W-A	0.594
YPL219W	0.594
YNR048W	0.594
YIL058W	0.594
YPR147C	0.595
YOR324C	0.595
YMR056C	0.595
YLR307W	0.595
YOR205C	0.595
YNR074C	0.596
YIR016W	0.596
YMR285C	0.596
YKL097C	0.596
YGL248W	0.597
YDL189W	0.597
YMR175W	0.605
YNL303W	0.597
YGR023W	0.598
YMR104C	0.598
YOL057W	0.598
YBR101C	0.598
YEL043W	0.599
YOR108W	0.599
YIL056W	0.599
YLR169W	0.599
YBR165W	0.599
YLR335W	0.600
YLR380W	0.600
YBL065W	0.600
YLR188W	0.600
YDR209C	0.601
YER062C	0.601
YHR080C	0.601
YIR020C	0.601
YBR280C	0.602
YKL026C	0.602
YJL142C	0.602
YKL146W	0.602
YBR065C	0.602
YGL194C	0.603
YMR088C	0.603
YKL050C	0.603
YIR042C	0.603
YIL111W	0.604
YDR319C	0.604
YGL161C	0.604
YMR209C	0.604
YHR105W	0.605
YPL263C	0.605
YGR123C	0.605
YOR381W	0.605
YKL020C	0.605
YNR055C	0.606
YFR014C	0.606
YPL048W	0.606
YLR176C	0.606
YBL106C	0.607
YGR122C-A	0.607
YER175C	0.607
YLR326W	0.607
YJR062C	0.608
YGL042C	0.608
YGL242C	0.608
YLR092W	0.608
YBR217W	0.608
YOR248W	0.609
YLL017W	0.609
YGR040W	0.609
YNL104C	0.609
YMR302C	0.610
YJL099W	0.610
YJL196C	0.610
YPR117W	0.610
YBR151W	0.611
YDR221W	0.611
YER091C	0.611
YDL178W	0.611
YER103W	0.612
YCR004C	0.612
YPR171W	0.612
YFR024C-A	0.612
YFR026C	0.613
YNL285W	0.613
YJR035W	0.613
YBR118W	0.613
YLR058C	0.614
YGL013C	0.614
YPR079W	0.614
YML083C	0.614
YGR271W	0.615
YOL160W	0.615
YKR088C	0.615
YPR012W	0.615
YER059W	0.615
YBR052C	0.616
YGL208W	0.616
YAL045C	0.616
YKR055W	0.616
YGR197C	0.617
YER128W	0.617
YER032W	0.617
YPR134W	0.617
YGR109C	0.618
YLR065C	0.618
YDL204W	0.618
YOR172W	0.618
YPL015C	0.618
YER042W	0.619
YIL086C	0.619
YBR239C	0.619
YPL220W	0.619
YJR097W	0.620
YER079W	0.620
YLR034C	0.620
YNL326C	0.620
YKL199C	0.621
YIL072W	0.621
YLR024C	0.621
YNL253W	0.621
YNL239W	0.621
YHL045W	0.622
YJL020C	0.622
YAL043C-A	0.622
YNL023C	0.622
YJL083W	0.623
YPL139C	0.623
YBR148W	0.623
YOR154W	0.623
YJL082W	0.624
YBR244W	0.624
YOR114W	0.624
YGL224C	0.624
YFL053W	0.625
YIL087C	0.625
YBR018C	0.625
YOR005C	0.625
YOR367W	0.625
YOR296W	0.626
YDR233C	0.626
YIR003W	0.626
YDR109C	0.626
YFR057W	0.627
YDR229W	0.627
YOR226C	0.627
YHL029C	0.627
YGR290W	0.628
YLR137W	0.628
YBR084W	0.628
YOR118W	0.628
YBR301W	0.628
YHR004C	0.629
YOL163W	0.629
YOR374W	0.629
YOL029C	0.629
YML058C-A	0.630
YPR109W	0.630
YIL173W	0.630
YKR030W	0.630
YDR222W	0.631
YMR016C	0.631
YNL190W	0.631
YDR455C	0.631
YKR100C	0.631
YBR218C	0.632
YKR090W	0.632
YGL263W	0.632
YDR486C	0.632
YBR230C	0.633
YKL031W	0.633
YFR013W	0.633
YOL118C	0.633
YPR173C	0.634
YGR203W	0.634
YLL032C	0.634
YLR382C	0.634
YMR316C-B	0.634
YPR184W	0.635
YMR055C	0.635
YJL013C	0.635
YGL151W	0.635
YDR223W	0.636
YMR178W	0.636
YDR006C	0.636
YBR016W	0.637
YJR031C	0.637
YDL086W	0.637
YKR040C	0.637
YGR131W	0.638
YNL014W	0.638
YMR162C	0.638
YLR425W	0.638
YLR219W	0.638
YJR021C	0.639
YLR312C	0.639
YGR168C	0.639
YJL187C	0.639
YOL003C	0.640
YML041C	0.640
YOR311C	0.640
YMR069W	0.640
YNL319W	0.641
YBL057C	0.641
YJL149W	0.641
YDR134C	0.641
YDL211C	0.641
YLR178C	0.642
YAR035W	0.642
YLR392C	0.642
YMR199W	0.642
YOL063C	0.643
YER096W	0.643
YMR259C	0.643
YMR189W	0.643
YML104C	0.644
YLL015W	0.644
