orf	hom | growth (relative abundance in pooled culture) | arsenic [1-5 mM] | Haugen AC~Van Houten B, 2004
YAL002W	1.2558167035747723
YAL004W	1.2930324159414086
YAL005C	-1.502375069779714
YAL007C	-1.4169480936653922
YAL008W	-0.9906590247384783
YAL009W	0.6062333604480475
YAL010C	-0.017975633337788406
YAL011W	1.3344771865315255
YAL012W	1.2727329364686968
YAL013W	-0.017975633337788406
YAL014C	-0.17698822254068441
YAL015C	0.8066907202410598
YAL016W	-0.017975633337788406
YAL017W	1.063817460228724
YAL018C	0.9132629874727884
YAL019W	-0.14061832181874476
YAL020C	1.562846330599513
YAL021C	-1.6165596418137083
YAL022C	-1.4676967923471662
YAL023C	1.69225551223804
YAL024C	-1.3272920593275883
YAL026C	0.5808590111071624
YAL027W	-1.1843498913739203
YAL028W	-1.350128973734387
YAL029C	1.1492444363430436
YAL030W	-0.6371097572554438
YAL031C	-0.28186886648301934
YAL034C	1.4292080907375062
YAL035W	-0.017975633337788406
YAL036C	-0.2767939966148423
YAL037W	1.2710413131793068
YAL039C	-0.017975633337788406
YAL040C	-1.6360133096417222
YAL042C-A	0.42692129177244326
YAL042W	0.1384995209310206
YAL044C	1.6152866525706806
YAL045C	0.4049301890103418
YAL046C	-1.3154506963018409
YAL047C	-0.017975633337788406
YAL048C	1.493489775734421
YAL049C	-0.3173929555602622
YAL051W	-1.0253373021710246
YAL053W	-0.027279561429445705
YAL054C	-1.1767375865716567
YAL055W	-1.6072557137220496
YAL056C-A	1.096804114371876
YAL056W	-0.8071178978393942
YAL058W	-1.5395907821463488
YAL059W	1.4892607175109371
YAL060W	-0.9162276000052094
YAL061W	-1.549740521882704
YAL062W	-1.2460941414367488
YAL064C-A	-0.06787852037486562
YAL065C	0.5318019357147782
YAL066W	1.2135261213399589
YAL067C	0.7525587749805028
YAL068C	-0.23112016780124187
YAR002C-A	-1.1276805111792727
YAR002W	-0.8959281205324975
YAR003W	-1.6503921076015582
YAR014C	0.13088721612875348
YAR015W	1.6634979163183676
YAR018C	1.594987173097969
YAR020C	-0.675171281266777
YAR023C	-1.3171423195912344
YAR027W	-1.0524032748013068
YAR028W	-0.3563002912162885
YAR029W	-1.3509747853790837
YAR030C	-0.7360697196849085
YAR031W	-0.8079637094840874
YAR035W	0.49881528157162597
YAR042W	1.1754645973286273
YAR047C	1.1873059603543767
YAR050W	-0.160917801291453
YBL001C	-1.3619703367601343
YBL002W	-1.721440285756044
YBL003C	-1.076931812497499
YBL005W	-1.6241719466159745
YBL006C	-1.8237834947642906
YBL007C	1.6558856115161007
YBL008W	-1.7704973611484265
YBL009W	-0.7208451100803739
YBL010C	-1.668999963784876
YBL011W	-1.4364017614934073
YBL012C	-1.226640473608734
YBL013W	-1.7459688234522353
YBL015W	-1.7197486624666511
YBL017C	-0.9703595452657705
YBL019W	0.6459865077487742
YBL021C	-0.37998301726778355
YBL022C	-1.7476604467416277
YBL024W	-1.1369844392709336
YBL027W	1.6880264540145598
YBL028C	-1.4101816005078216
YBL029W	-0.03827511281049664
YBL031W	-1.5954143506963019
YBL032W	1.18646014870968
YBL033C	-0.017975633337788406
YBL036C	-0.7487568943553492
YBL037W	-0.4950134009464763
YBL038W	-0.017975633337788406
YBL039C	-0.7233825450144641
YBL042C	-0.35376285628220167
YBL043W	-0.13638926359526088
YBL044W	-1.0134959391452805
YBL045C	-0.017975633337788406
YBL046W	-1.716365415887866
YBL047C	0.9513245114841216
YBL048W	-1.0930022337467267
YBL049W	-0.02135887991657203
YBL051C	-1.811942131738543
YBL052C	-0.6421846271236246
YBL053W	0.885351203197813
YBL054W	-0.5389956064706796
YBL055C	-0.3672958425973392
YBL056W	-0.09579030464984116
YBL057C	0.4945862233481421
YBL058W	-0.017975633337788406
YBL059W	0.9174920456962723
YBL060W	-0.5127754454850977
YBL061C	0.12581234626057625
YBL062W	-1.2097242407148092
YBL063W	-0.724228356659161
YBL064C	0.5639427782132378
YBL065W	0.34656918552630045
YBL066C	0.997844151942415
YBL067C	-0.2564945171421306
YBL068W	0.12327491132648598
YBL069W	-0.6269600175190897
YBL070C	0.005707092713706695
YBL071C	1.5966787963873623
YBL072C	1.5408552278374117
YBL075C	-0.48824690778890556
YBL078C	-1.2570896928177995
YBL079W	1.0266017478620875
YBL080C	1.0308308060855678
YBL081W	1.1898433952884637
YBL082C	1.5425468511268017
YBL083C	-0.2920186062193735
YBL085W	-0.43326915088364787
YBL086C	-1.2689310558435472
YBL087C	1.4672696147488355
YBL088C	0.02177751396293833
YBL089W	-1.7798012892400852
YBL090W	1.7286254129599796
YBL091C	-0.5330749249578057
YBL091C-A	-0.4146612947003296
YBL093C	-0.017975633337788406
YBL094C	-0.8747828294150927
YBL095W	1.221984237786923
YBL096C	-0.854483349942381
YBL098W	0.7128056276797761
YBL099W	-0.017975633337788406
YBL100C	-0.017975633337788406
YBL101C	0.8455980558970899
YBL102W	0.9115713641833985
YBL103C	1.5400094161927145
YBL104C	-1.535361723922868
YBL106C	0.3702519115777923
YBL107C	0.9623200628651722
YBR001C	1.4884149058662441
YBR003W	1.1001873609506634
YBR005W	-0.591435928441847
YBR006W	-1.766268302924945
YBR007C	1.0883459979249157
YBR008C	0.9327166553008033
YBR009C	-1.6478546726674699
YBR010W	-0.3436131165458441
YBR012C	-0.23704084931411554
YBR013C	0.6476781310381642
YBR014C	-0.20574581846035658
YBR015C	0.6645943639320888
YBR016W	0.4793616137436107
YBR017C	-0.017975633337788406
YBR018C	0.4370710315087974
YBR019C	-0.0907154347816641
YBR020W	1.183499807953243
YBR021W	-0.017975633337788406
YBR022W	0.05899322632957077
YBR023C	-1.284155665448082
YBR024W	-0.7749770553409348
YBR025C	1.2583541385088624
YBR026C	1.7929070979568948
YBR027C	-1.7823387241741742
YBR028C	-1.1682794701246926
YBR030W	-1.3179881312359312
YBR031W	1.7100175567766613
YBR032W	-1.0067294459877099
YBR033W	-1.4287894566911399
YBR034C	-1.3416708572874263
YBR035C	-0.017975633337788406
