orf	hom | extracellular ATP abundance | stationary phase | SC | Peters TW~Hughes RE, 2015
YAR031W	-1.62850046438322
YAR035W	-1.57435620466362
YAR042W	-1.509075990802635
YAR047C	-1.3720579119483
YAR050W	-0.396003152279779
YBL001C	-1.11935930512595
YBL002W	-1.11532641535968
YBL003C	-1.23020561763267
YBL005W	-1.07510204242371
YBL006C	-0.8157945141463
YBL007C	-1.91515566687916
YBL008W	-1.18064735444326
YBL009W	-0.826278966985924
YBL010C	-0.618613110801114
YBL011W	-1.60547704349657
YBL012C	-1.77049367214411
YBL013W	-1.04819265870602
YBL015W	-1.00981099842038
YBL017C	-1.2317705801602
YBL019W	-1.06675101139066
YBL021C	-1.44767798134171
YBL022C	-3.10637120066531
YBL024W	-2.80088786141009
YBL025W	-1.82826150145222
YBL027W	-2.57001540248642
YBL028C	-0.817221252405017
YBL029W	-0.614820036954006
YBL031W	-0.829905472262154
YBL032W	-0.917338521645875
YBL036C	-0.721881921831187
YBL037W	-1.05077977177359
YBL038W	-3.55351902092413
YBL039C	-0.770194054676945
YBL042C	-0.954810495434193
YBL043W	-0.847482985616287
YBL044W	-0.727329520227513
YBL045C	-0.521886587436992
YBL046W	-1.82749539045926
YBL047C	-2.70373441661049
YBL048W	-0.556927881538033
YBL049W	-1.06194807932982
YBL051C	-1.81448393570229
YBL052C	-1.11052790251237
YBL053W	-0.710095664740755
YBL054W	-0.941862584810508
YBL055C	-0.850185044014944
YBL056W	-1.29164371428982
YBL057C	-1.15112148050184
YBL058W	-0.524844596885263
YBL059W	-1.04616831497197
YBL060W	-0.584143440398268
YBL061C	-0.529414315809264
YBL062W	-0.200128215959867
YBL063W	-0.509239372811676
YBL064C	-0.846865014166876
YBL065W	-1.04799913871521
YBL066C	-0.768956521592259
YBL067C	-0.569875306764059
YBL068W	-0.731291581332441
YBL069W	-0.997157117360582
YBL070C	-0.917481325859661
YBL071C	-1.17414905129664
YBL072C	-0.274969598902368
YBL075C	-0.717666457803013
YBL078C	-0.706646479735141
YBL079W	-0.538029953742055
YBL080C	-3.46515867958756
YBL081W	-2.08585595259394
YBL082C	-0.783972266248865
YBL083C	-0.0729102670404499
YBL085W	-0.90742363533509
YBL086C	-0.424122167017709
YBL087C	-0.686987458889728
YBL088C	-0.784854665048208
YBL089W	-2.04965422556133
YBL090W	-3.60146179919565
YBL091C	-1.40130474971275
YBL094C	-0.961012978154122
YBL095W	-0.720264688552066
YBL096C	-0.536876124588756
YBL098W	-1.12978551576325
YBL099W	-2.95511195076753
YBL100C	-3.13906354334111
YBL101C	-1.00428752543906
YBL102W	-0.930308068805741
YBL103C	-4.03584727576788
YBL104C	-0.0383939537386749
YBL106C	-0.879688423724324
YBL107C	-0.7171758620694
YBR001C	-0.584375366466778
YBR005W	-0.851512889173668
YBR006W	-1.59604990815139
YBR007C	-0.794745037486134
YBR008C	-0.831067249590525
YBR009C	-1.09142858088795
YBR010W	-0.759530489474867
YBR012C	-0.697193670090502
YBR013C	-0.957133095479913
YBR014C	-0.954792804140555
YBR015C	-0.548579316330448
YBR016W	-0.903470830534072
YBR018C	-0.892922477303363
YBR019C	-1.10212312496304
YBR020W	-0.569300974454521
YBR022W	-0.677330643093916
YBR023C	-0.588726343174391
YBR024W	-0.67544174794648
YBR025C	-1.25978054785431
YBR026C	-0.880578353030261
YBR027C	-0.945712535062944
YBR028C	-0.879005922573396
YBR030W	-0.67119296054952
YBR031W	-0.807578989582472
YBR032W	-0.730499095170507
YBR033W	-0.709245352743359
YBR034C	-0.967053985619741
YBR035C	-0.376785879413964
YBR036C	-0.674341893850956
YBR037C	-1.00883223253092
YBR038W	-0.922545382976067
YBR040W	-0.787807448513842
YBR041W	-0.423087112349069
YBR042C	-0.753155112108319
YBR043C	-0.954190633664277
YBR044C	-2.48868792369695
YBR045C	-0.576789687883405
YBR046C	-0.58317979969161
YBR047W	-0.745317886523238
YBR048W	-1.39318191188501
YBR050C	-0.901003020899993
YBR051W	-0.928942593725613
YBR052C	-0.940099654628329
YBR053C	-0.766849979786526
YBR054W	-0.872486355396104
YBR056W	-0.686015677201923
YBR057C	-0.379236792787295
YBR058C	-2.02948815193594
YBR059C	0.263790110366053
YBR062C	-0.519161186709921
YBR063C	-0.73923354205978
YBR064W	-0.863945889696755
YBR065C	-0.692132154993173
YBR066C	-0.525348846574435
YBR067C	-0.889611332686748
YBR068C	-2.36813465172522
YBR069C	-1.28728077749311
YBR071W	-0.920626783075699
YBR072W	-0.302438709205341
YBR073W	-0.522051060676532
YBR074W	-0.4860969530708325
YBR076W	-0.764246344940215
YBR077C	0.548375920081206
YBR078W	-1.86965009401423
YBR083W	-0.798007334962234
YBR084C-A	-2.17348758979951
YBR084W	-1.4024518993563
YBR089C-A	-0.981724886054485
YBR090C	-1.06107641685331
YBR092C	-0.600834241356795
YBR093C	-0.790124320123841
YBR094W	-0.924915939519711
YBR098W	-0.7256798987854955
YBR099C	-1.01570610715283
YBR101C	-1.20241148667371
YBR103W	-0.794885882390897
YBR104W	-0.976102203466106
YBR105C	-0.429847558963868
YBR106W	-1.27646556697253
YBR107C	-1.49726381040766
YBR108W	-0.825301688085375
YBR113W	-1.34039397835102
YBR114W	-1.27160033356737
YBR116C	-0.840718942184328
YBR119W	-2.02607880677362
YBR120C	-1.10758396929783
YBR125C	-0.28828360679563
YBR127C	-0.0111832280373882
YBR128C	-1.03189432750029
YBR129C	-0.70808766899284
YBR130C	-0.947877530358419
YBR131W	-1.03076397286501
YBR133C	-0.778674442269289
YBR134W	-0.735350638428658
YBR137W	-0.904986161579766
YBR138C	-1.22790065880719
YBR139W	-1.2189832439667
YBR141C	-1.41755838259292
YBR144C	-1.29637638916322
YBR145W	-1.06149885893221
YBR146W	-0.782249892693312
YBR147W	-0.815586935418667
YBR148W	-1.30247257582174
YBR149W	-1.24377456753289
YBR150C	-0.949463818006795
YBR151W	-1.44235115652649
YBR156C	-3.33393581181266
YBR157C	-1.2811196791686
YBR158W	-1.08323439044364
YBR159W	-1.19170923559532
YBR161W	-0.786877329555607
YBR162C	-2.25927428089096
YBR162W-A	-1.37262022189863
YBR163W	-5.55642747595796
YBR164C	-1.12751256052825
YBR168W	-0.937300970509637
YBR169C	-1.16733811605001
YBR170C	-1.00641616070935
YBR171W	-0.608419363793095
YBR172C	-1.10417172733707
YBR173C	0.231076083942513
YBR174C	-0.728465566608708
YBR175W	0.0157694510714358
YBR176W	-0.593648176991052
YBR177C	-0.858462128946833
YBR178W	-0.557480792677877
YBR180W	-1.04215136488484
YBR181C	-1.63150828459888
YBR182C	-1.03100767447748
YBR183W	-1.13635236207117
YBR184W	-1.09841221141593
YBR185C	-0.823843439512504
YBR186W	-0.499100283885595
YBR187W	-0.244385775830791
YBR188C	0.19299376897141
YBR189W	-0.515776060414978
YBR191W	-1.45212607158134
YBR194W	0.526485606143475
YBR195C	0.341431658613754
YBR197C	-0.289839222445557
YBR199W	0.566496569073069
YBR201W	0.820051594036525
YBR203W	0.0468937226947513
YBR204C	0.570827853780619
YBR205W	-0.404696074204427
YBR206W	-0.943476549400146
YBR207W	-1.14139116842777
YBR208C	-1.11855190801883
YBR210W	-9.12787739989293e-05
YBR212W	0.541857121742166
YBR213W	-0.673717296539801
YBR214W	-0.532050691962323
YBR215W	-0.907710087633101
YBR216C	-0.439011800112985
YBR217W	-0.820663727835896
YBR218C	-0.0307570069218853
YBR219C	-0.247848091456567
YBR220C	-0.6625174083296
YBR221C	-0.927783147413057
YBR222C	-0.100082182161676
YBR223C	-0.341183127353633
YBR224W	0.215525072530515
YBR225W	0.179499276064264
YBR226C	-0.354746754014808
YBR227C	-0.275105872859864
YBR228W	-0.396469422976134
YBR229C	-0.445471062897061
YBR230C	0.12191613717081
YBR231C	0.0986821292189778
YBR232C	-0.643250875037381
YBR233W	-0.496994599200206
YBR235W	-0.162456093325848
YBR238C	-0.183496565788371
YBR239C	-0.845721516865402
YBR240C	-0.451078868839899
YBR241C	-0.639500602425326
YBR242W	-0.159398465297026
YBR244W	-0.11385467253201
YBR245C	-0.833610265086113
YBR246W	-0.555402161054146
YBR248C	-0.993048250060612
YBR249C	-0.646016169510073
YBR250W	-0.586623648536882
YBR251W	-4.69882392899651
YBR255W	-1.28065210566842
YBR258C	-0.425070604814085
YBR259W	-0.549129830556129
YBR260C	-0.353713457208654
YBR261C	-0.519785250479455
YBR262C	-0.693189587658507
YBR263W	-0.639764098548722
YBR264C	-0.855345390473257
YBR266C	-0.824364010771661
YBR267W	-0.39113096171096
YBR268W	-3.63248159798671
YBR269C	-2.17740232220197
YBR270C	-0.591506944827118
YBR271W	-1.11742975211645
YBR272C	-0.76029237132313
YBR273C	-1.24757498189331
YBR274W	-1.18243393855547
YBR275C	-0.739766477999318
YBR276C	-1.10895678166695
YBR277C	-4.06958161736094
YBR278W	-1.92169177115207
YBR279W	-0.85958171834155
YBR280C	-1.23306732004096
YBR281C	-1.4082071531297
YBR282W	-4.80653829577036
YBR287W	-1.01108764927417
YBR288C	-1.00427578707799
YBR289W	-1.50424949066178
YBR290W	-1.11503008627224
YBR291C	-1.74725989193493
YBR292C	-1.9844284841683
YBR293W	-1.36084373401884
YBR294W	-0.864738363946484
YBR295W	-1.7567189422241
YBR296C	-1.11607355734194
YBR297W	-1.51935861818691
YBR298C	-1.67415856085187
YBR299W	-1.19585313184253
YBR301W	-0.92146172601696
YCL001W	-0.551359268790611
YCL002C	-0.670163468006624
YCL005W	-0.410227903907415
YCL007C	0.165095800315215
YCL008C	-3.40079296616543
YCL009C	-0.995396123375928
YCL010C	0.580114564008306
YCL011C	-0.567372772781683
YCL014W	-0.48066286026954097
YCL016C	0.639536279067516
YCL022C	-0.851173046379097
YCL023C	-0.785176962341278
YCL024W	-0.90291995452651
YCL025C	-0.50856006284755
YCL026C-A	-1.23926498595027
YCL027W	-0.280040527404421
YCL028W	-0.347885579011928
YCL029C	-0.980847722145972
YCL030C	-0.0988872274129744
YCL032W	-0.472639910598053
YCL033C	-0.483418702036371
YCL034W	-0.85634509392918
YCL035C	-0.971955120303023
YCL036W	-0.181183996540844
YCL037C	-1.85718799088161
YCL038C	-1.11113545776443
YCL039W	-0.811337675532293
YCL040W	-1.09505446820623
YCL042W	-0.541734897577311
YCL044C	-0.852065674769331
YCL045C	-0.56189425482259
YCL046W	-0.915210597479797
YCL047C	-0.65527300602445
YCL048W	-0.518795138371431
YCL049C	-0.546046278836276
YCL050C	-0.324289363429224
YCL051W	-0.286750619428894
YCL055W	0.438123860411592
YCL056C	0.553225071279002
YCL057W	0.534227577205621
YCL058C	-1.43874937707335
YCL061C	1.02851804431042
YCL063W	-0.4613026911274035
YCL064C	-0.373267320899399
YCL069W	-0.534228899071382
YCL076W	-0.882874734779091
YCR001W	-0.207918122171773
YCR002C	-2.37711817463646
YCR003W	-2.13905593371201
YCR004C	0.129128870360616
YCR005C	-0.103664490003208
YCR006C	0.87558144426716
YCR007C	0.15760964052727
YCR008W	-0.940935175914489
YCR009C	-3.53756133276977
YCR010C	-0.391954491662553
YCR011C	-0.0184770337664268
YCR014C	-0.511475633108868
YCR015C	-0.570331899585977
YCR016W	-0.604186774363222
YCR017C	-0.342803974403485
YCR019W	-0.137256198595202
YCR020C	-0.0666195729399769
YCR020C-A	-0.192992689239855
YCR020W-B	-1.69798706897669
YCR021C	-0.0649062790500823
YCR022C	0.148041069562354
YCR023C	-0.232787439187021
YCR024C	-5.32115109572714
YCR024C-A	-1.88716994275826
YCR025C	-1.80010950320421
YCR026C	-2.01643396570323
YCR027C	-1.80258360553017
YCR028C	-2.33830116905893
YCR028C-A	-2.15536563590675
YCR030C	-1.1508474460669
YCR031C	-1.95209403579794
YCR032W	-1.09811157294411
YCR033W	-1.29284159121674
YCR034W	-0.741146231345303
YCR036W	-1.14715957749593
YCR044C	-0.128868816431211
YCR045C	-1.66959857391372
YCR046C	-4.7412011029078
YCR047C	-2.65492383316398
YCR048W	-0.983122508462922
YCR049C	-1.40681383149371
YCR050C	-1.11262230145019
YCR051W	-1.97893588142076
YCR053W	-2.20997053795184
YCR059C	-1.79553595687599
YCR060W	-1.03826834918182
YCR061W	-1.1949524049998146
YCR063W	-1.67947759840398
YCR065W	-1.24115446425981
YCR066W	-0.879579454464967
YCR067C	-0.968041809027836
YCR068W	-1.41258728930023
YCR069W	-1.11605215531559
YCR071C	-3.95630480050233
YCR073C	-0.808828088885698
YCR073W-A	-1.01960406038773
YCR075C	-0.6486788575635
YCR076C	-1.28659706950194
YCR077C	0.432819112780278
YCR079W	-0.907926657331911
YCR082W	-0.763989070436986
YCR083W	-0.813619361069319
YCR085W	-1.02650722355216
YCR086W	-1.85928411207041
YCR087C-A	-1.11607149759025
YCR087W	-0.841783691705812
YCR088W	-1.35009934745818
YCR089W	-1.1744650801567
YCR090C	-0.61014077052862
YCR091W	-0.569682248642666
YCR092C	-0.649403778243115
YCR094W	-1.33683402694388
YCR095C	-1.52140452700041
YCR098C	-0.756772722429225
YCR099C	-0.793396337006262
YCR100C	-1.08777665995908
YCR101C	-1.33758015952408
YCR102C	-0.853007665880708
YCR102W-A	-0.67627990397148
YCR105W	-0.568143836673718
YCR106W	-0.536115830071528
YCR107W	-1.21972807920799
YDL001W	-1.46542450176529
YDL002C	-0.0963716655976768
YDL006W	0.496387435940125
YDL009C	-0.351265756988066
YDL010W	-1.09671548407864
YDL011C	-0.892868939483286
YDL012C	-1.11727202503112
YDL013W	-0.759301075242029
YDL018C	-1.22890615525207
YDL019C	-1.49602292925233
YDL020C	-0.981059280452916
YDL021W	-1.01472084658955
YDL022W	-1.26323820560819
YDL023C	-3.36990956477425
YDL024C	-1.04326370262937
YDL025C	-1.09258858421431
YDL026W	-0.856243570257359
YDL027C	-1.27997737134634
YDL032W	-3.54180919201678
YDL033C	-4.03722058589289
YDL034W	-1.16728721898444
YDL035C	-1.08062855967979
YDL036C	-1.11667789021282
YDL037C	-1.02675879801916
YDL039C	-1.13107397986228
YDL040C	-0.428188840963536
YDL041W	-2.87531476097882
YDL044C	-5.70020311225107
YDL045W-A	-4.39539507818665
YDL046W	-0.922480481380712
YDL047W	-4.84361051877043
YDL048C	-2.20680756794703
YDL049C	-0.81944180376733
YDL050C	-0.384229381760148
YDL051W	-0.615744186178069
YDL052C	-1.4047305870081
YDL053C	-0.643375581150055
YDL054C	-0.850538312058191
YDL056W	-3.18643145543134
YDL057W	1.79187299488657
YDL059C	-1.08758452252969
YDL061C	-1.87994448926659
YDL062W	-1.3528795645763
YDL063C	-1.14898519495686
YDL065C	-0.678531933206405
YDL066W	-0.944131796568603
YDL067C	-4.3420435945854
YDL068W	-2.6342843149215
YDL070W	-0.797307179374397
YDL071C	-0.90810022609983
YDL072C	-0.609869777265674
YDL073W	-1.71185817251224
YDL074C	-2.23116841915587
YDL075W	-1.7481721281282
YDL076C	-2.16299950590674
YDL077C	-2.55024006457875
YDL078C	-1.1244857323831
YDL079C	-1.02436019062594
YDL080C	-1.20102930652021
YDL081C	-2.29794564489098
YDL082W	-1.36587372117951
YDL083C	-1.81392250804823
YDL085W	-1.39089729877411
YDL086W	-0.927751303970966
YDL088C	-1.05087660431889
YDL089W	-1.16606187210308
YDL090C	-0.592471364499519
YDL091C	-1.17989668202683
YDL093W	-1.15319150035354
YDL094C	-1.77566304732655
YDL095W	-0.718057197569017
YDL096C	-0.637178192983224
YDL099W	-1.02240104831043
YDL100C	-1.00483730188963
YDL101C	-1.03410738534502
YDL104C	-1.51944564306353
YDL106C	-1.43380654980672
YDL107W	-4.63367820586261
YDL109C	-1.07757189581929
YDL110C	-1.17184451409336
YDL112W	-1.29664495347764
YDL113C	-1.18187236644604
YDL114W	-0.475777964773903
YDL115C	-0.129790428829275
YDL116W	-0.3618169114377
YDL117W	-0.13372875774246
YDL118W	0.548022736491694
YDL119C	-0.482871743580232
YDL121C	-1.10301747996307
YDL122W	-0.783399890512824
YDL123W	-0.902638256079245
YDL124W	-1.02431608712793
YDL125C	-0.781273809066475
YDL127W	-0.865025471688017
YDL128W	-0.781156565663144
YDL129W	-1.07286832915564
YDL130W	-1.64226047596582
YDL130W-A	-0.378423056210443
YDL131W	-1.00851505620891
YDL133C-A	-0.885621807972781
YDL133W	-2.19904256746718
YDL134C	-0.434154636948175
YDL135C	-1.00831873598335
YDL136W	-0.965087997630509
YDL137W	-1.4149230063286
YDL138W	-1.00339657268064
YDL142C	-1.22411788968341
YDL144C	-0.85516779573809
YDL146W	-1.66299921715395
YDL149W	-0.871266770919827
YDL151C	-1.69508244192242
YDL154W	-1.04949092682572
YDL155W	-1.05274726960528
YDL156W	-0.969452324003793
YDL157C	-0.927743256300038
YDL160C	-1.01281316119294
YDL161W	-1.03459965945314
YDL162C	-0.765872411625571
YDL167C	-2.90793499101272
YDL168W	-0.923270845437525
YDL169C	-1.06484423704882
YDL170W	-1.05525048701051
YDL171C	-2.00009666257992
YDL172C	-0.51642014531785
YDL173W	-1.28985919056868
YDL174C	-0.649841486257617
YDL175C	-0.543465889875218
YDL176W	-0.504214247298634
YDL177C	-0.792563006990907
YDL178W	-0.606733797064769
YDL179W	-0.801994482681074
YDL180W	-0.293125970412766
YDL182W	-1.01456058967338
YDL183C	-0.523372566415176
YDL184C	-1.12845467763712
YDL185W	-1.65983059759065
YDL186W	-0.895253630922739
YDL187C	-0.857687131227208
YDL188C	-0.805068984570223
YDL189W	-1.27731205513288
YDL190C	-1.24868108018831
YDL191W	-0.957582932154135
YDL192W	-0.913595076593088
YDL194W	-1.87584305051122
YDL197C	-0.409067881616331
YDL198C	-3.23980817022818
YDL199C	-0.266940939744889
YDL200C	-0.313871977960321
YDL201W	-0.0312569535525452
YDL202W	-0.12403353021603
YDL203C	-0.0204072323026986
YDL204W	-0.119951608315278
YDL205C	0.183660915176633
YDL206W	0.199944970731999
YDL210W	-0.338093784923817
YDL211C	-0.576804974606281
YDL213C	0.130610021911138
YDL214C	-0.309384792422913
YDL215C	-0.186722811405972
YDL216C	-0.790351977638107
YDL218W	-0.364054526108163
YDL219W	-0.0269689766926214
YDL222C	-0.132458466411027
YDL223C	-0.31484041292375
YDL224C	-1.07493454429677
YDL225W	0.119499091419266
YDL226C	0.132311522241731
YDL227C	-0.469173409499974
YDL229W	-0.728012647450731
YDL230W	-0.2174196306375
YDL231C	-0.31236464564189
YDL232W	-0.192359520395029
YDL233W	-0.104093703678282
YDL234C	-0.341375204216712
YDL236W	0.0458883713146739
YDL237W	-0.174052530150478
YDL238C	-0.244244128306878
YDL239C	-0.263976530190574
YDL240W	-0.205963911220109
YDL241W	0.0364902190261927
YDL242W	-0.196353171181286
YDL243C	-0.930628967611574
YDR001C	-0.526112681540562
YDR003W	-0.35970462600357
YDR004W	-0.412752574375036
YDR005C	0.21469871792732
YDR006C	-0.55655262458218
YDR007W	-1.59441149045262
YDR008C	-0.134778877832581
YDR009W	-0.215217225272469
YDR010C	-0.291625531287623
YDR011W	0.210925668423757
YDR014W	-0.640734655875155
YDR015C	-0.345833849674264
YDR017C	-0.628291374532036
YDR018C	-0.325659261401069
YDR019C	0.0859537261583103
YDR020C	0.129731195113268
YDR022C	-0.36185883247227
YDR024W	-1.99594167646888
YDR025W	-1.83205026715226
YDR026C	-0.606318530007156
YDR027C	0.099010646949545
YDR028C	-2.20923086003764
YDR029W	-0.322298745467889
YDR030C	-0.70712164015304
YDR031W	-0.56654113493602
YDR032C	-0.407469520851522
YDR033W	-0.832454861409633
YDR034C	-0.0769663442918561
YDR035W	-0.706128077902381
YDR036C	-0.470241707656674
YDR042C	-0.60597117249326
YDR043C	-0.617637942868815
YDR046C	-0.502880893998149
YDR048C	-1.54076782718891
YDR049W	-1.31745385544497
YDR051C	-0.535585235933893
YDR055W	-0.339595846924427
YDR056C	-0.216151013609173
YDR057W	-0.599684195845658
YDR058C	-1.10342068753569
YDR059C	-0.214120074297351
YDR061W	-0.463809092579549
YDR063W	-0.0151272646731181
YDR065W	-2.71161855450308
YDR066C	-0.229693155399871
YDR067C	-0.825720123043129
YDR068W	-0.587492470485055
YDR069C	-2.72937885670733
YDR070C	-0.622620772475266
YDR071C	-0.784001886083767
YDR072C	0.0582837746301918
YDR073W	-0.239593836096286
YDR074W	-2.77868933865692
YDR075W	0.486020907901555
YDR076W	-0.14408373214976
YDR077W	-0.210984951045474
YDR078C	-0.221333898717774
YDR079W	-2.19654320680096
YDR080W	-1.2519682545267
YDR083W	-0.024508941129249
YDR084C	-0.53125660664163
YDR085C	-0.568521440264894
YDR089W	-0.0548739625876654
YDR090C	-0.342557895825346
YDR092W	-0.482658073116857
YDR093W	-0.0512372253021737
YDR094W	-0.143092486443484
YDR095C	-0.163924684834861
YDR096W	0.264031338619536
YDR097C	-0.189269095349506
YDR098C	-0.915131139211251
YDR099W	0.105907056779562
YDR100W	-0.427477112039358
YDR101C	-1.20565653159269
YDR102C	-0.244981750199826
YDR104C	-0.237216484411894
YDR105C	-0.381237343504299
YDR107C	-0.639323468403909
YDR108W	-0.579815095582189
YDR109C	-0.237909402533602
YDR110W	0.119171915944458
YDR111C	-0.219965666388535
YDR112W	-0.50228097291524
YDR114C	-2.4128330046859
YDR115W	-2.64881553707389
YDR116C	-0.861177652310692
YDR117C	-0.486276393814601
YDR119W	-0.092204722334581
YDR120C	-0.90639888552954
YDR121W	-0.727574805759525
YDR122W	-0.6309925389345
YDR123C	1.08130709097578
YDR124W	-0.529228310764396
YDR125C	-0.557595371495779
YDR126W	-0.284126802250632
YDR127W	-0.461509591719063
YDR128W	-0.201152756758851
YDR129C	-0.732618429151845
YDR130C	-0.428267265484018
YDR131C	-0.636147089434697
YDR132C	-0.608173949094206
YDR133C	-0.475423891601588
YDR135C	-0.468072561249443
YDR136C	0.0141248228352956
YDR137W	0.767606970409746
YDR138W	-0.491810046824031
YDR139C	-0.981123187159078
YDR140W	-2.50680131802915
YDR142C	-0.657572883237539
YDR143C	-0.455847443243784
YDR144C	-0.537789130141325
YDR146C	-0.465067413262933
YDR147W	-0.264137650894757
YDR148C	-0.149569266817991
YDR149C	0.556553450563369
YDR150W	-1.56289984515124
YDR151C	-0.0328099822752127
YDR152W	-0.524375495201428
YDR153C	-0.765643774830099
YDR154C	-0.474138833881934
YDR155C	-0.559320505597066
YDR156W	-0.609489884674111
YDR157W	-0.821524985295653
YDR158W	-3.70847811481835
YDR159W	-0.876876904636439
YDR161W	-0.881867416618707
YDR162C	0.203751457888037
YDR163W	-0.758857919463285
YDR165W	-0.624792495718476
YDR169C	-0.582772476711202
YDR171W	-0.4077149055627
YDR173C	-3.90108021680317
YDR174W	-2.29560987622278
YDR175C	-3.88850291159269
YDR176W	-0.504196844288452
YDR178W	-0.514922089839561
YDR179C	-0.933486301354575
YDR179W-A	-0.594915614704245
YDR181C	-0.768126862752598
YDR183W	-0.160272871312541
YDR184C	-0.153476256471828
YDR185C	-0.525534620799867
YDR186C	0.365017211786238
YDR191W	-0.672567056025361
YDR192C	-0.690480336892697
YDR193W	-0.811713595583723
YDR194C	-0.838421265508922
YDR195W	-0.776745675668919
YDR197W	-4.89169699365585
YDR198C	-0.811247866364107
YDR199W	0.206777658833197
YDR200C	-2.2324690307318
YDR202C	-0.965933707139658
YDR203W	-0.690094741566145
YDR205W	-0.378022358193574
YDR206W	-0.577214367401063
YDR207C	1.20622352779742
YDR209C	-0.591787257555639
YDR210W	-0.594582764066473
YDR213W	-0.698993824442266
YDR214W	-0.455711428497514
YDR215C	-0.460591960706436
YDR216W	-0.390985196552207
YDR217C	-0.553835511973915
YDR218C	-0.514826090230618
YDR219C	-0.645787566650137
YDR220C	-0.440330259302935
YDR221W	-0.104526690319442
YDR222W	-0.508210672902415
YDR223W	-1.28050055873434
YDR225W	-1.49203388909967
YDR226W	-1.58662087622183
YDR229W	-0.724507813692071
YDR230W	-0.264337207345619
YDR231C	-2.47034239492634
YDR233C	-0.686013679885753
YDR234W	-0.19896188363551
YDR237W	-3.21300657481294
YDR239C	-0.426978885642567
YDR241W	-1.29908230831829
YDR242W	-1.18912994178279
YDR244W	-1.4820410366063
YDR247W	-0.816383817086357
YDR248C	-0.43341996314877
YDR249C	-1.00316839209052
YDR250C	-0.300444901478428
YDR251W	-0.350146286119493
YDR252W	-0.362695236928261
YDR253C	-1.07850081417956
YDR254W	-0.69488069098267
YDR255C	0.219052911135826
YDR256C	-0.588061851975334
YDR257C	-0.722272305660806
YDR258C	-0.655442621267906
YDR259C	-0.675264750793397
YDR260C	-0.940408271676317
YDR261C	-0.752840619820363
YDR262W	-0.585363749609277
YDR263C	-0.666319644912404
YDR264C	0.332695322714447
YDR265W	-0.375818233378567
YDR266C	-0.298919625919943
YDR268W	-2.16845025281883
YDR269C	-1.31363569601183
YDR270W	-0.836959798396739
YDR271C	-1.03411433573378
YDR272W	-0.725064725815039
YDR273W	-0.374594321763971
YDR274C	-0.552709239840166
YDR275W	-0.443749679829102
YDR276C	-0.846376383970318
YDR277C	-0.356581462118205
YDR278C	-0.644130476981793
YDR279W	-0.687591700725825
YDR281C	-2.20875631648245
YDR282C	-0.553100988781984
YDR283C	-1.28599360534839
YDR284C	-0.840154364832727
YDR285W	-0.730312328102465
YDR286C	-0.531383458655017
YDR287W	-0.956779349126423
YDR289C	0.539746841793777
YDR290W	-0.524701209247292
YDR291W	-1.50197836833251
YDR293C	-0.332685326316407
YDR294C	-0.318393588180524
YDR295C	-1.35458030386711
YDR296W	0.900472044701909
YDR297W	0.646607614444895
YDR298C	-3.97949202459685
YDR300C	-0.415335495637149
YDR304C	-0.641591250318917
YDR305C	-0.845536268100103
YDR306C	-0.717741519783504
YDR307W	-0.399840621809124
YDR309C	-0.68263996943402
YDR310C	-0.824178974783376
YDR312W	-0.358095851910131
