ORF	hap a | growth (colony size) | standard | SC + MeOH | Frohlich F~Walther TC, 2015	hap a | growth (colony size) | myriocin [1 uM] | SC | Frohlich F~Walther TC, 2015
YAL002W	728.383887599683	0.7153034425142077
YAL004W	1101.12608241832	0.7133784849940005
YAL005C	885.875629543447	0.807219515433895
YAL007C	795.627156952817	1.104659913544716
YAL008W	781.47490118633	1.0978628378974236
YAL009W	893.2317355059	0.7828437622684143
YAL010C	808.44805475695	0.8639023638101863
YAL011W	910.802865264231	0.7025932534833617
YAL012W	706.009355014009	1.353891399349373
YAL013W	698.718373999393	1.3147203875611064
YAL014C	921.242870863182	1.0376199783123403
YAL015C	911.668124915168	1.0364032882985867
YAL016C-B	1097.85826414103	0.9725998298349686
YAL017W	857.99276568186	0.9097441404873302
YAL018C	860.850796552357	0.8502288518191952
YAL019W	896.597208954815	0.8165597404158698
YAL020C	969.407852221195	0.8942056093058128
YAL022C	791.462126301967	0.9588462106066501
YAL023C	924.712074608131	0.9405082448499799
YAL026C	710.071726839966	1.1490058915570271
YAL027W	952.475799894582	0.8460177587992929
YAL028W	872.856194020865	0.9930341598185386
YAL029C	956.98599387495	0.9224478486380785
YAL030W	1005.53580989982	0.8913376293289755
YAL031C	902.594055469569	0.9216907281135722
YAL034C	925.556648610926	0.8248777487754394
YAL035W	930.951209813057	0.8989858264541492
YAL036C	1199.54511432499	0.7565254529914144
YAL037C-A	1086.43492864263	0.9962154161635092
YAL037W	907.93006344187	1.0735397183053945
YAL039C	874.519936616183	1.0535818601215476
YAL040C	934.857914992733	1.0722291768498124
YAL042C-A	946.40031196893	1.0217151816964707
YAL042W	912.076334081858	1.1418789721574314
YAL044C	875.884700587708	0.9506268581480929
YAL044W-A	995.276217134561	1.0020348304336204
YAL045C	934.586365340767	0.9730138129788968
YAL046C	962.849247387843	0.9028953194073863
YAL047C	477.571774762158	1.4787961241704346
YAL051W	1049.5993176128	0.79815413856764
YAL053W	1119.80841907006	0.9503554654577197
YAL054C	848.558333624079	1.086831958572366
YAL055W	1055.56291305006	0.8348459849183492
YAL056C-A	819.136907720541	1.0515013923505807
YAL056W	1050.56863577511	0.9593728420777008
YAL058W	1057.79690908875	1.0142984502793733
YAL059W	1083.12361716649	0.9709679915624658
YAL060W	1117.96316948416	0.8907678817629509
YAL061W	1334.62261984086	0.8358499389833415
YAL062W	1210.85151343438	0.8587208203008116
YAL064C-A	856.974480439376	1.1237849190266622
YAL065C	1213.36945723734	0.841816513243347
YAL066W	1145.15563049788	0.8580299930235464
YAL067C	1216.85609919513	0.6853309509590776
YAL067W-A	989.96300089106	1.0577990242438733
YAL068C	1187.03426782029	0.8369409813496846
YAR002C-A	899.580003995969	1.1181349467626975
YAR002W	817.241112273999	0.7583466327684709
YAR003W	847.156032477392	0.864033833197931
YAR014C	807.567449439396	0.9921809576351184
YAR015W	498.504742174164	1.2199448613817712
YAR018C	766.357702595978	1.3641216139687908
YAR020C	796.565428537271	0.8807726825596295
YAR023C	782.716987556338	0.9406122393906479
YAR027W	744.74627465611	0.9586687238924136
YAR028W	765.073033159112	1.1281824980499733
YAR029W	1040.38061731535	0.7886586120145609
YAR030C	804.671172121003	0.99475757103772
YAR031W	893.589169435248	0.9089861650315455
YAR035C-A	1033.59403006835	1.0156373085897092
YAR035W	806.548508605529	0.9123148324684309
YAR037W	818.270589642002	0.9049569681470719
YAR040C	900.990194274288	0.832801274064817
YAR042W	791.405908881866	1.0180959301770651
YAR043C	796.525443746718	1.0401134717323959
YAR047C	740.952374628919	0.9891032041828133
YAR050W	866.183876588796	0.8208539047981037
YBL001C	630.070638496043	1.3187992475118686
YBL003C	998.187187281887	1.083394034686878
YBL005W	935.906670741539	0.9579628430348245
YBL006C	936.521574194471	0.8517068048644331
