orf	hap a | growth (colony size) | standard | SC + MeOH | Frohlich F~Walther TC, 2015	hap a | growth (colony size) | myriocin [1 uM] | SC | Frohlich F~Walther TC, 2015
YAL002W	-0.6487014675531972	-1.491506522152912
YAL004W	1.8420160636979441	-1.5015078029355577
YAL005C	0.40368124666427097	-1.0139487350029064
YAL007C	-0.19937216659228746	0.5314281922177959
YAL008W	-0.29393959693510174	0.49611340665196385
YAL009W	0.45283581606132484	-1.140595037135429
YAL010C	-0.11370106369321575	-0.7194481674732963
YAL011W	0.5702486594188036	-1.5575433920389081
YAL012W	-0.7982113468728805	1.8263316086526702
YAL013W	-0.8469307419012841	1.6228152799429314
YAL014C	0.6400102944929322	0.18311649761105553
YAL015C	0.5760304501890219	0.176795080995233
YAL016C-B	1.8201800269268742	-0.15470122284518603
YAL017W	0.2173638970137043	-0.481273311503437
YAL018C	0.23646167476185417	-0.7904900638638475
YAL019W	0.47532439888530936	-0.9654208004187943
YAL020C	0.9618557016627808	-0.5620050739786527
YAL022C	-0.22720350687110397	-0.2261593232115774
YAL023C	0.663192018234273	-0.32143578650478105
YAL026C	-0.7710659877854956	0.7618314987979896
YAL027W	0.848713266606625	-0.8123691563901845
YAL028W	0.31668348586912703	-0.048532920622642715
YAL029C	0.8788510384296191	-0.41527011358209265
YAL030W	1.20326796678676	-0.5769059082704492
YAL031C	0.5153961990575104	-0.41920379776597844
YAL034C	0.6688355844965361	-0.9222038793786386
YAL035W	0.7048828266556708	-0.5371690485595658
YAL036C	2.4996663420571776	-1.2773340550309764
YAL037C-A	1.7438476385181176	-0.0320044322723135
YAL037W	0.5510521800230478	0.36974056673414357
YAL039C	0.32780085574903595	0.2660478143375155
YAL040C	0.7309879985833705	0.362931536957132
YAL042C-A	0.8081159730947146	0.10048177186964774
YAL042W	0.5787581631821453	0.7248029819177998
YAL044C	0.3369204070022854	-0.26886366911356385
YAL044W-A	1.1347118764939461	-0.0017691696782320286
YAL045C	0.7291734643338046	-0.15255033815383856
YAL046C	0.9180301507429913	-0.516856944872784
YAL047C	-2.3246644660501095	2.4752847470471457
YAL051W	1.4977067308299328	-1.061048672787589
YAL053W	1.9668541530531491	-0.27027371295623953
YAL054C	0.15432165052173824	0.43880153340215594
YAL055W	1.5375563424686152	-0.8704130593078534
YAL056C-A	-0.04227659435366178	0.2552385667991879
YAL056W	1.5041838557001135	-0.22342316454019603
YAL058W	1.5524842287547875	0.061947511963551
YAL059W	1.721720973869733	-0.16317957760566454
YAL060W	1.9545239270765302	-0.5798660802863119
YAL061W	3.4022738701095077	-0.8651969304367156
YAL062W	2.5752173445155444	-0.7463693181899999
YAL064C-A	0.2105595669954639	0.6307937874512902
YAL065C	2.5920426110400094	-0.8341970855786338
YAL066W	2.1362279045338988	-0.7499585701603478
YAL067C	2.6153408594545433	-1.6472311553729022
YAL067W-A	1.0992081931734805	0.28795844979368795
YAL068C	2.4160670470130254	-0.8595283268768898
YAR002C-A	0.4952558689587371	0.6014388752348441
YAR002W	-0.05494457511893524	-1.2678719603536572
YAR003W	0.14495127040728378	-0.7187651070694405
YAR014C	-0.1195853964385652	-0.052965805250576405
YAR015W	-2.1847873347809736	1.1304009597866742
YAR018C	-0.3949549155005656	1.8794835602160007
YAR020C	-0.19310249946857616	-0.6317969892344385
YAR023C	-0.2856397952488121	-0.32089547400948454
YAR027W	-0.539365618644573	-0.2270814705554195
YAR028W	-0.40353926342989405	0.6536417838950102
YAR029W	1.4361060353213906	-1.1103834899144562
YAR030C	-0.13893874251143595	-0.039578790816630495
YAR031W	0.45522424153734087	-0.4852114375556112
YAR035C-A	1.3907570727718386	0.06890366437173877
YAR035W	-0.12639410721372965	-0.46791706231934277
YAR042W	-0.22757915984453625	0.08167764227789694
YAR047C	-0.5647170101449015	-0.06895653550468954
YAR050W	0.27209809083432823	-0.943110103552645
YBL001C	-1.3056448898449557	1.6440073442936654
YBL003C	1.1541634021856413	0.4209395069796568
YBL005W	0.7379959369543471	-0.2307489346847494
YBL006C	0.7421048112152551	-0.7828112329110485
YBL007C	1.2020047081513852	-0.35038746549232835
YBL008W	0.6767265148794239	-0.09750844312475486
YBL008W-A	1.6713604164398383	-0.30293711313626615
YBL009W	0.780496816991677	0.4791572917984362
YBL010C	0.9569124497281224	0.07301409493867952
YBL011W	0.5462723672131072	0.9827295627100251
YBL013W	0.2534167825625005	0.10465151630597375
YBL015W	0.31324896963113447	0.4632171524792138
YBL016W	1.61863568178402	-1.3882166695757423
YBL017C	0.6166669267012725	-0.552903045221539
YBL019W	0.7486484221802469	-1.041496718398846
YBL021C	-1.9762040272159005	-0.6795064713936636
YBL024W	0.6214599715540372	1.3957757248906377
YBL027W	-0.4496612022756375	0.46460794088649426
YBL028C	0.18448391823276683	0.23843506209391407
YBL029C-A	1.1846915796716255	-0.15231151885756164
YBL029W	0.6962942992543332	-0.7469160456445884
YBL031W	-0.10359604577137439	0.7555981010258163
YBL032W	0.4799475400088235	-0.018737921284005008
YBL036C	-0.11454396699445517	0.6184669863470805
YBL037W	1.9167784748281884	-0.3397464457545956
YBL039C	0.2507413200908251	-0.47540577613822116
YBL039W-B	1.4165893796015006	0.05703510832363968
YBL042C	0.4697959801026649	-0.651321105901942
YBL043W	0.2997934290876761	0.13929477666845355
YBL046W	0.39423761953755293	0.48453252482312353
YBL047C	0.08866127561670889	0.5448858543983852
YBL048W	-0.34830729834899943	0.4223212275542163
YBL049W	-0.3172354584147425	0.7674700633884144
YBL051C	0.9736309904805545	-1.890071518612483
YBL052C	0.3683828229885327	-0.8335980698812205
YBL053W	-0.059974170738579434	-0.09694769923758462
YBL054W	-0.1558242931661654	0.26165898772844903
YBL055C	-0.13619725560376203	0.2950796885173879
YBL056W	-0.16503771531652595	0.9383395049110972
YBL057C	0.2637231657325968	-0.15311986242581996
YBL059W	-0.06035032885558618	-0.2740167977522757
YBL060W	0.05200640053993975	0.10214967509851676
YBL061C	-0.39393758469719214	-0.0460198560767383
YBL062W	-0.312555047696756	0.8338442729535872
YBL063W	1.5439818438800799	-1.0365005909337115
YBL064C	0.3056905988938019	-0.32254374977063316
YBL065W	-0.009640896966744595	-0.7758313102286428
YBL066C	-0.01839785440549297	-0.25099578529040445
YBL067C	-0.6400052668995516	0.4781259354873811
YBL068W	0.8434630640835802	-1.2929096899882961
YBL069W	-0.267278342759922	0.9841409677843346
YBL070C	-0.37419730345857943	0.36807309153144097
YBL071C	-0.79019994519795	0.9628078668195666
YBL071C-B	0.5519851588854261	0.7467079185667027
YBL071W-A	1.2322905234331507	0.4305961001939982
YBL072C	-0.7018178866851105	1.1344185884633666
YBL075C	-0.4477378899062311	0.44010284855196896
YBL078C	-0.3420350233770176	0.9469897477234486
YBL079W	0.52345563703288	-0.18158807101395905
YBL080C	0.21794528608255415	-0.6995698064151226
YBL081W	0.326077626062	-0.9560497437507467
YBL082C	0.23949760272259346	-0.40246724524453414
YBL083C	0.1870410952833704	-0.30399059772802633
YBL085W	-0.25477786539161074	0.46444581895355064
YBL086C	-0.18491558962900256	-1.0818434018311098
YBL087C	-1.064187373563566	1.6621107315829193
YBL088C	-0.351002317866948	0.7780481410016453
YBL089W	-0.9552357907908305	0.17140575083688145
YBL091C	-0.2734331083757433	1.3544084585349598
YBL093C	1.3749383885590676	2.1142244279840106
YBL094C	2.66366077138901	-4.067155809394369
YBL095W	0.05354324768144049	-0.3757434040064097
YBL096C	-0.06394764139072703	-0.06864392812795077
YBL098W	0.651877446513332	-2.346696853220698
YBL100W-C	1.1945968040264372	-0.43379393090114676
YBL101C	-0.039595067613035176	-0.2891029074234122
YBL102W	0.26670966667495427	-1.0760426847372413
YBL103C	-0.7958587347997237	0.5200143312444471
YBL106C	0.40335226919892136	-1.2665966553970764
YBL107C	0.8970675529343765	1.0928491501532132
YBR001C	4.216702297807574	-0.7525907685729578
YBR005W	0.8178166266655549	0.6427601201640853
YBR006W	1.1607702678736667	0.03274162466203984
YBR007C	1.3958932005706173	-0.03463996960829845
YBR008C	0.7475309867324069	-0.02558527982510743
YBR009C	0.9518802996124346	-0.1152382024741479
YBR010W	1.2715887578466412	-0.3480819062147451
YBR012C	0.14792790131872594	-0.1444575898065618
YBR013C	0.7382647931127344	-0.5153334558018519
YBR014C	-0.19321887344963623	1.4300678992908444
