orf	hap a | transport to mitochondria (Om14-GFP) | standard | SD + Met | Sauerwald J~Rapaport D, 2015	hap a | protein insertion into the MOM (Ura3-HA-Om14-SL17) | standard | SD + Met | Sauerwald J~Rapaport D, 2015
YGL079W	0.0	-0.31645569620253167
YGL082W	0.0	-0.23611111111111116
YGL083W	0.0	-0.29885057471264365
YGL087C	0.0	-0.1954022988505747
YGL089C	0.0	-0.21590909090909094
YGL090W	0.0	-0.30379746835443033
YGL096W	0.0	-0.22891566265060237
YGL101W	0.0	-0.20731707317073167
YGL124C	0.0	-0.3495145631067961
YGL213C	0.0	-0.7222222222222222
YGL216W	0.0	-0.23170731707317072
YGL217C	0.0	-0.19999999999999996
YGL218W	0.0	-0.6071428571428572
YGL220W	0.0	-0.48275862068965514
YGL221C	0.0	-0.4358974358974359
YGL222C	0.0	-0.40476190476190477
YGL224C	0.0	-0.35
YGL226C-A	0.0	-0.24705882352941178
YGL227W	0.0	-0.42000000000000004
YGL230C	0.0	-0.22666666666666668
YGL231C	0.0	-0.22077922077922074
YGL234W	0.0	-0.2435897435897436
YGL235W	0.0	-0.5657894736842105
YGL236C	0.0	-0.5106382978723405
YGL237C	0.0	-0.5476190476190477
YGL243W	0.0	-0.36
YGL248W	0.0	-0.23750000000000004
YGL249W	0.0	-0.2650602409638554
YGL251C	0.0	-0.2098765432098766
YGL252C	0.0	-0.6521739130434783
YGL253W	0.0	-0.21794871794871795
YGL254W	0.0	-0.27710843373493976
YGL255W	0.0	-0.275
YGL257C	0.0	-0.5070422535211268
YGL260W	0.0	-0.3033707865168539
YGL262W	0.0	-0.24096385542168675
YGR008C	0.0	-0.28712871287128716
YGR011W	-1.0	0.0
YGR014W	0.0	-0.4358974358974359
YGR015C	0.0	-0.28409090909090906
YGR016W	0.0	-0.28409090909090906
YGR019W	0.0	-0.19999999999999996
YGR025W	0.0	-0.25742574257425743
YGR032W	0.0	-0.28735632183908044
YGR042W	0.0	-0.21794871794871795
YGR043C	0.0	-0.203125
YGR044C	0.0	-0.4285714285714286
YGR045C	0.0	-0.42622950819672134
YGR049W	0.0	-0.31645569620253167
YGR051C	0.0	-0.23076923076923073
YGR052W	0.0	-0.2650602409638554
YGR054W	0.0	-0.19999999999999996
YGR058W	0.0	-0.2195121951219512
YGR059W	0.0	-0.22368421052631582
YGR061C	0.0	-0.2987012987012987
YGR062C	0.0	-0.8382352941176471
YGR063C	0.0	-0.29268292682926833
YGR064W	0.0	-0.4196428571428571
YGR066C	0.0	-0.38888888888888884
YGR068C	0.0	-0.4125
YGR072W	-1.0	0.0
YGR074W	-1.0	0.0
YGR075C	-1.0	0.0
YGR077C	0.0	-0.303030303030303
YGR078C	-1.0	0.0
YGR079W	0.0	-0.21621621621621623
YGR081C	-1.0	-0.2676056338028169
YGR084C	0.0	-0.2666666666666667
YGR085C	0.0	-0.4032258064516129
YGR086C	0.0	-0.4666666666666667
YGR087C	0.0	-0.30487804878048785
YGR089W	0.0	-0.20869565217391306
YGR093W	0.0	-0.33333333333333337
YGR105W	0.0	-0.33333333333333337
YGR111W	0.0	-0.2674418604651163
YGR123C	0.0	-0.4
YGR124W	0.0	-0.5114503816793894
YGR125W	0.0	-0.383177570093458
YGR126W	0.0	-0.5
YGR127W	0.0	-0.4326923076923077
YGR129W	0.0	-0.4678899082568807
YGR130C	0.0	-0.4545454545454546
YGR131W	0.0	-0.5877862595419847
YGR132C	0.0	-0.5838509316770186
YGR133W	0.0	-0.55
YGR135W	0.0	-0.5454545454545454
YGR136W	0.0	-0.5373134328358209
YGR137W	0.0	-0.4885496183206107
YGR138C	0.0	-0.3392857142857143
YGR139W	0.0	-0.3982300884955752
YGR141W	0.0	-0.4591836734693877
YGR142W	0.0	-0.4495412844036697
YGR143W	0.0	-0.4158415841584159
YGR144W	0.0	-0.43965517241379315
YGR146C	0.0	-0.5227272727272727
YGR148C	0.0	-0.5483870967741935
YGR149W	0.0	-0.5546875
YGR151C	0.0	-0.375
YGR159C	0.0	-0.45999999999999996
YGR160W	0.0	-0.5517241379310345
YGR161C	0.0	-0.39655172413793105
YGR163W	0.0	-0.3508771929824561
YGR164W	0.0	-0.29702970297029707
YGR168C	0.0	-0.4722222222222222
YGR170W	0.0	-0.5333333333333333
YGR173W	0.0	-0.5076923076923077
YGR174C	0.0	-0.4678899082568807
YGR176W	0.0	-0.4201680672268907
YGR177C	0.0	-0.38655462184873945
YGR178C	0.0	-0.34745762711864403
YGR181W	0.0	-0.19791666666666663
YGR184C	0.0	-0.46875
YGR187C	0.0	-0.5
YGR189C	0.0	-0.5310344827586206
YGR192C	0.0	-0.4859154929577465
YGR193C	0.0	-0.375
YGR194C	0.0	-0.45890410958904104
YGR196C	0.0	-0.40625
YGR197C	0.0	-0.41860465116279066
YGR199W	0.0	-0.3853211009174312
YGR201C	0.0	-0.21153846153846156
YGR202C	0.0	-0.3581081081081081
YGR203W	0.0	-0.45238095238095233
YGR205W	0.0	-0.41463414634146345
YGR206W	0.0	-0.4390243902439024
YGR207C	0.0	-0.4316546762589928
YGR209C	0.0	-0.4675324675324676
YGR212W	0.0	-0.41496598639455784
YGR213C	-1.0	-0.3835616438356164
YGR214W	0.0	-0.41666666666666663
YGR217W	0.0	-0.3457943925233645
YGR226C	0.0	-0.22619047619047616
YGR230W	0.0	-0.23404255319148937
YGR252W	0.0	-0.276595744680851
YGR271C-A	-1.0	0.0
YHL003C	0.0	-0.37142857142857144
YHL005C	0.0	-0.6808510638297872
YHL006C	0.0	-0.4949494949494949
YHL007C	0.0	-0.2727272727272727
YHL008C	0.0	-0.5752212389380531
YHL009C	0.0	-0.5813953488372092
YHL010C	0.0	-0.556338028169014
YHL012W	0.0	-0.5769230769230769
YHL013C	-1.0	-0.5057471264367817
YHL014C	0.0	-0.46399999999999997
YHL015W-A	0.0	-0.318660360085444
YHL016C	0.0	-0.45783132530120485
YHL017W	0.0	-0.5913978494623655
YHL019C	0.0	-0.49
YHL020C	-1.0	-0.36734693877551017
YHL021C	0.0	-0.3191489361702128
YHL022C	0.0	-0.43434343434343436
YHL023C	0.0	-0.7021276595744681
YHL026C	0.0	-0.5407407407407407
YHL027W	0.0	-0.4253731343283582
YHL028W	0.0	-0.5405405405405406
YHL029C	0.0	-0.5607476635514019
YHL030W	0.0	-0.4928571428571429
YHL031C	0.0	-0.5357142857142857
YHL032C	0.0	-0.45833333333333337
YHL033C	0.0	-0.5
YHL034C	0.0	-0.22413793103448276
YHL035C	0.0	-0.3434343434343434
YHL036W	0.0	-0.3711340206185567
YHL037C	0.0	-0.5126050420168067
YHL040C	0.0	-0.4521739130434783
YHL041W	0.0	-0.36936936936936937
YHL042W	0.0	-0.4347826086956522
YHL043W	0.0	-0.4579439252336449
YHL044W	0.0	-0.4948453608247423
YHL045W	0.0	-0.5612244897959184
YHL046C	0.0	-0.47126436781609193
YHL047C	0.0	-0.21100917431192656
YHR001W-A	0.0	-0.4537037037037037
YHR008C	0.0	-0.2063492063492064
YHR011W	0.0	-0.5698924731182795
YHR012W	0.0	-0.42307692307692313
YHR014W	0.0	-0.49586776859504134
YHR015W	0.0	-0.5981308411214954
YHR018C	0.0	-0.44791666666666663
YHR021W-A	0.0	-0.3052631578947368
YHR022C	0.0	-0.544
YHR025W	0.0	-0.28712871287128716
YHR029C	0.0	-0.2549019607843137
YHR030C	0.0	-0.23478260869565215
YHR031C	0.0	-0.4625850340136054
YHR033W	0.0	-0.20999999999999996
YHR035W	0.0	-0.4339622641509434
YHR038W	0.0	-0.4453125
YHR039C	0.0	-0.3513513513513513
YHR043C	0.0	-0.4122807017543859
YHR044C	0.0	-0.3571428571428571
YHR045W	0.0	-0.32352941176470584
YHR046C	0.0	-0.34736842105263155
YHR048W	0.0	-0.2727272727272727
YHR049C-A	0.0	-0.36
YHR049W	0.0	-0.5384615384615384
YHR057C	0.0	-0.5263157894736843
YHR061C	0.0	-0.4774774774774775
YHR064C	0.0	-0.40909090909090906
YHR066W	0.0	-0.34259259259259256
YHR073W	0.0	-0.37735849056603776
YHR075C	0.0	-0.32407407407407407
YHR076W	0.0	-0.32173913043478264
YHR077C	0.0	-0.27350427350427353
YHR079C	0.0	-0.4375
YHR080C	0.0	-0.4365079365079365
YHR081W	0.0	-0.6441717791411044
YHR082C	0.0	-0.4772727272727273
YHR086W	-1.0	-0.4516129032258065
YHR087W	0.0	-0.48466257668711654
YHR092C	0.0	-0.4620689655172414
YHR093W	0.0	-0.34513274336283184
YHR094C	0.0	-0.36752136752136755
YHR095W	0.0	-0.3623188405797102
YHR096C	0.0	-0.37735849056603776
YHR097C	0.0	-0.4545454545454546
YHR103W	0.0	-0.53125
YHR104W	0.0	-0.443609022556391
YHR105W	0.0	-0.4701492537313433
YHR106W	0.0	-0.47482014388489213
YHR108W	0.0	-0.47107438016528924
YHR109W	0.0	-0.4744525547445255
YHR110W	0.0	-0.4
YHR111W	-1.0	-0.4666666666666667
YHR112C	0.0	-0.26530612244897955
YHR113W	0.0	-0.41747572815533984
YHR114W	0.0	-0.4242424242424242
YHR115C	0.0	-0.30487804878048785
YHR117W	0.0	-0.4285714285714286
YHR120W	0.0	-0.23636363636363633
YHR121W	0.0	-0.5182481751824817
YHR123W	0.0	-0.5327868852459017
YHR124W	0.0	-0.3801652892561983
YHR125W	0.0	-0.5196850393700787
YHR126C	0.0	-0.2589285714285714
YHR130C	0.0	-0.4257425742574258
YHR132C	0.0	-0.5377358490566038
YHR133C	0.0	-0.40476190476190477
YHR134W	-1.0	-0.47916666666666663
YHR135C	0.0	-0.4841269841269841
YHR136C	0.0	-0.5735294117647058
YHR137W	0.0	-0.5570469798657718
YHR138C	0.0	-0.5328467153284672
YHR139C	0.0	-0.5887096774193548
YHR139C-A	0.0	-0.5703125
YHR142W	0.0	-0.4444444444444444
YHR143W	0.0	-0.4961832061068703
YHR147C	0.0	-0.4132231404958677
YHR150W	0.0	-0.48571428571428577
YHR151C	0.0	-0.3516483516483516
YHR152W	0.0	-0.4411764705882353
YHR153C	0.0	-0.3846153846153846
YHR154W	0.0	-0.5517241379310345
YHR155W	0.0	-0.5267175572519084
YHR156C	0.0	-0.504424778761062
YHR157W	0.0	-0.5431034482758621
YHR158C	0.0	-0.5136986301369864
YHR159W	0.0	-0.5037037037037038
YHR160C	0.0	-0.20408163265306123
YHR161C	0.0	-0.2558139534883721
YHR163W	0.0	-0.20270270270270274
YHR176W	0.0	-0.22619047619047616
YHR178W	-1.0	0.0
YHR179W	0.0	-0.4098360655737705
YHR182W	0.0	-0.4388489208633094
YHR184W	0.0	-0.42105263157894735
YHR189W	0.0	-0.3826086956521739
YHR198C	0.0	-0.3870967741935484
YHR199C	0.0	-0.5037037037037038
YHR200W	0.0	-0.5
YHR202W	0.0	-0.39495798319327735
YHR203C	0.0	-0.34513274336283184
YHR204W	0.0	-0.3090909090909091
YHR206W	0.0	-0.36
YHR207C	0.0	-0.35
YHR209W	0.0	-0.3560606060606061
YHR210C	0.0	-0.3771929824561403
YIL001W	-1.0	-0.32999999999999996
YIL002W-A	0.0	-0.25126026885735625
YIL008W	0.0	-0.2564102564102564
YIL009W	0.0	-0.3586956521739131
YIL010W	0.0	-0.43617021276595747
YIL011W	0.0	-0.4044943820224719
YIL012W	0.0	-0.35106382978723405
YIL013C	0.0	-0.2872340425531915
YIL014C-A	0.0	-0.3653846153846154
YIL014W	0.0	-0.21176470588235297
YIL029C	0.0	-0.2063492063492064
YIL032C	0.0	-0.25
YIL035C	0.0	-0.20454545454545459
YIL036W	0.0	-0.3584905660377359
YIL038C	0.0	-0.3783783783783784
YIL042C	0.0	-0.3392857142857143
YIL046W-A	0.0	-0.4
YIL047C	0.0	-0.3466666666666667
YIL054W	0.0	-0.20253164556962022
YIL055C	0.0	-0.5
YIL070C	-1.0	-0.19999999999999996
YIL074C	0.0	-0.29761904761904767
YIL089W	0.0	-0.3780487804878049
YIL090W	0.0	-0.25
YIL092W	0.0	-0.46031746031746035
YIL096C	0.0	-0.5054945054945055
YIL108W	0.0	-0.2962962962962963
YIL110W	0.0	-0.2592592592592593
YIL134C-A	0.0	-0.32799999999999996
YIL136W	0.0	-0.28846153846153844
YIL139C	0.0	-0.24242424242424243
YIL140W	0.0	-0.3529411764705882
YIL141W	0.0	-0.27692307692307694
YIL146C	0.0	-0.26206896551724135
YIL148W	-1.0	0.0
YIL157C	0.0	-0.6756756756756757
YIL158W	0.0	-0.23076923076923073
YIL160C	0.0	-0.3709677419354839
YIL161W	0.0	-0.2265625
YIR001C	0.0	-0.2872340425531915
YIR002C	0.0	-0.4811320754716981
YIR004W	0.0	-0.40909090909090906
YIR018C-A	0.0	-0.3028565002249213
YIR018W	0.0	-0.30952380952380953
YIR019C	0.0	-0.4
YIR020C	0.0	-0.4044943820224719
YIR020W-A	0.0	-0.3194444444444444
YIR021W	0.0	-0.3846153846153846
YIR021W-A	0.0	-0.2493386243386243
YIR023W	0.0	-0.20481927710843373
YIR024C	0.0	-0.36363636363636365
YIR026C	0.0	-0.20779220779220775
YIR027C	0.0	-0.33333333333333337
YIR028W	0.0	-0.33333333333333337
YIR033W	0.0	-0.3939393939393939
YIR034C	-1.0	-0.2325581395348837
YIR035C	0.0	-0.21052631578947367
YIR036C	0.0	-0.21794871794871795
YIR037W	0.0	-0.38613861386138615
YIR038C	0.0	-0.23611111111111116
YIR039C	0.0	-0.32558139534883723
YJL008C	-1.0	0.0
YJL012C	0.0	-0.27467889908256876
YJL016W	0.0	-0.3058823529411765
YJL020C	-1.0	0.0
YJL038C	0.0	-0.6018518518518519
YJL043W	0.0	-0.47787610619469023
YJL044C	0.0	-0.53125
YJL045W	0.0	-0.24590163934426235
YJL046W	0.0	-0.2727272727272727
YJL047C-A	0.0	-0.4579439252336449
YJL057C	0.0	-0.22680412371134018
YJL068C	0.0	-0.2804878048780488
YJL098W	0.0	-0.3296703296703297
YJL099W	0.0	-0.23529411764705888
YJL105W	0.0	-0.32638888888888884
YJL117W	-1.0	-0.4383561643835616
YJL118W	-1.0	0.0
YJL119C	0.0	-0.32692307692307687
YJL127C-B	0.0	-0.23584905660377353
YJL132W	0.0	-0.33587786259541985
YJL134W	0.0	-0.24096385542168675
YJL135W	0.0	-0.19999999999999996
YJL136C	0.0	-0.5564516129032258
YJL137C	0.0	-0.20714285714285718
YJL139C	0.0	-0.22077922077922074
YJL140W	0.0	-0.44999999999999996
YJL142C	0.0	-0.2674418604651163
YJL144W	0.0	-0.2588235294117647
YJL145W	-1.0	-0.32499999999999996
YJL149W	0.0	-0.29885057471264365
YJL150W	0.0	-0.3783783783783784
YJL151C	0.0	-0.2183908045977011
YJL155C	0.0	-0.24137931034482762
YJL157C	0.0	-0.33333333333333337
YJL158C	0.0	-0.2222222222222222
YJL161W	-1.0	0.0
YJL164C	0.0	-0.328125
YJL165C	0.0	-0.5172413793103448
YJL170C	0.0	-0.26190476190476186
YJL172W	0.0	-0.2857142857142857
YJL179W	0.0	-0.671875
YJL181W	0.0	-0.30487804878048785
YJL182C	0.0	-0.2098765432098766
YJL185C	0.0	-0.4222222222222223
YJL186W	0.0	-0.2650602409638554
YJL187C	0.0	-0.3285714285714286
YJL189W	0.0	-0.3058823529411765
YJL193W	0.0	-0.33766233766233766
YJL197W	0.0	-0.26249999999999996
YJL199C	0.0	-0.38961038961038963
YJL200C	-1.0	-0.4423076923076923
YJL211C	0.0	-0.25
YJR001W	0.0	-0.32558139534883723
YJR005W	0.0	-0.21276595744680848
YJR009C	0.0	-0.3414634146341463
YJR021C	0.0	-0.35
YJR025C	0.0	-0.2857142857142857
YJR050W	0.0	-0.23188405797101452
YJR051W	0.0	-0.33870967741935487
YJR052W	0.0	-0.227979274611399
YJR053W	0.0	-0.4347826086956522
YJR055W	-1.0	0.0
YJR063W	-1.0	-0.2518518518518519
YJR065C	-1.0	0.0
YJR069C	0.0	-0.326530612244898
YJR070C	0.0	-0.36250000000000004
YJR077C	0.0	-0.4181818181818182
YJR080C	0.0	-0.29357798165137616
YJR082C	0.0	-0.33333333333333337
YJR083C	0.0	-0.2592592592592593
YJR084W	-1.0	-0.19512195121951215
YJR097W	0.0	-0.41000000000000003
YJR098C	0.0	-0.1954022988505747
YJR099W	0.0	-0.35
YJR115W	0.0	-0.22093023255813948
YJR128W	0.0	-0.3278688524590164
YJR131W	-1.0	0.0
YJR135C	0.0	-0.2857142857142857
YJR135W-A	0.0	-0.3090909090909091
YJR137C	0.0	-0.21250000000000002
YJR151W-A	0.0	-0.30209928222339266
YKL010C	0.0	-0.2558139534883721
YKL017C	0.0	-0.26436781609195403
YKL018C-A	0.0	-0.2961718691127416
YKL025C	0.0	-0.19512195121951215
YKL026C	0.0	-0.30612244897959184
YKL033W-A	0.0	-0.42105263157894735
YKL034W	0.0	-0.2168674698795181
YKL037W	0.0	-0.6326530612244898
YKL038W	0.0	-0.3979591836734694
YKL055C	0.0	-0.19999999999999996
YKL060C	-1.0	0.0
YKL061W	-1.0	0.0
YKL068W	0.0	-0.23456790123456794
YKL068W-A	0.0	-0.25366826156299843
YKL074C	-1.0	0.0
YKL076C	0.0	-0.2222222222222222
YKL081W	0.0	-0.339622641509434
YKL085W	0.0	-0.20779220779220775
YKL091C	0.0	-0.20547945205479456
YKL093W	0.0	-0.3555555555555555
YKL094W	0.0	-0.34408602150537637
YKL096C-B	0.0	-0.296474358974359
YKL096W	0.0	-0.33333333333333337
YKL098W	0.0	-0.22368421052631582
YKL100C	0.0	-0.25
YKL103C	0.0	-0.19999999999999996
YKL105C	0.0	-0.4418604651162791
YKL110C	0.0	-0.29333333333333333
YKL114C	0.0	-0.2533333333333333
YKL115C	-1.0	0.0
YKL116C	0.0	-0.273972602739726
YKL117W	0.0	-0.25316455696202533
YKL121W	0.0	-0.4285714285714286
YKL124W	0.0	-0.2195121951219512
YKL126W	0.0	-0.240506329113924
YKL127W	0.0	-0.308641975308642
YKL128C	0.0	-0.20512820512820518
YKL129C	0.0	-0.2530120481927711
YKL132C	0.0	-0.24731182795698925
YKL133C	0.0	-0.3033707865168539
YKL138C	0.0	-0.25316455696202533
YKL140W	0.0	-0.240506329113924
YKL142W	0.0	-0.25316455696202533
YKL143W	0.0	-0.41463414634146345
YKL149C	0.0	-0.3928571428571429
YKL157W	0.0	-0.23192982456140349
YKL159C	0.0	-0.2325581395348837
YKL160W	0.0	-0.3571428571428571
YKL163W	0.0	-0.21052631578947367
YKL175W	-1.0	0.0
YKL191W	0.0	-0.38749999999999996
YKL198C	0.0	-0.5558712121212122
YKL201C	0.0	-0.24691358024691357
YKL206C	0.0	-0.275
YKL207W	0.0	-0.26249999999999996
YKL208W	0.0	-0.3846153846153846
YKL211C	0.0	-0.29824561403508776
YKL212W	0.0	-0.4545454545454546
YKL213C	-1.0	-0.5384615384615384
YKL214C	0.0	-0.33333333333333337
YKL217W	0.0	-0.5142857142857142
YKL222C	0.0	-0.2264150943396226
YKR007W	0.0	-0.22413793103448276
YKR011C	0.0	-0.3763440860215054
YKR012C	0.0	-0.33333333333333337
YKR013W	0.0	-0.21518987341772156
YKR017C	0.0	-0.24
YKR018C	0.0	-0.23750000000000004
YKR019C	-1.0	0.0
YKR020W	0.0	-0.46875
YKR021W	-1.0	0.0
YKR029C	0.0	-0.35344827586206895
YKR032W	0.0	-0.2727272727272727
YKR036C	0.0	-0.35526315789473684
YKR041W	0.0	-0.37142857142857144
YKR043C	0.0	-0.41025641025641024
YKR044W	0.0	-0.23809523809523814
YKR045C	0.0	-0.37362637362637363
YKR047W	0.0	-0.33673469387755106
YKR050W	0.0	-0.2417582417582418
YKR051W	0.0	-0.2441860465116279
YKR059W	0.0	-0.25609756097560976
YKR060W	0.0	-0.2471910112359551
YKR061W	0.0	-0.2168674698795181
YKR066C	0.0	-0.2857142857142857
YKR067W	0.0	-0.24705882352941178
YKR070W	0.0	-0.22619047619047616
YKR072C	0.0	-0.20481927710843373
YKR073C	0.0	-0.37755102040816324
YKR074W	0.0	-0.4305555555555556
YKR075C	0.0	-0.25
YKR077W	0.0	-0.41666666666666663
YKR084C	-1.0	-0.452054794520548
YKR093W	0.0	-0.2183908045977011
YLL001W	0.0	-0.4117647058823529
YLL005C	0.0	-0.4112149532710281
YLL006W	0.0	-0.21621621621621623
YLL007C	0.0	-0.20895522388059706
YLL009C	0.0	-0.3846153846153846
YLL010C	0.0	-0.4411764705882353
YLL012W	0.0	-0.4112149532710281
YLL013C	0.0	-0.48062015503875966
YLL014W	0.0	-0.5864197530864197
YLL015W	0.0	-0.5771812080536913
YLL018C-A	0.0	-0.46621621621621623
YLL019C	0.0	-0.5142857142857142
YLL020C	0.0	-0.47058823529411764
YLL021W	0.0	-0.3305084745762712
YLL023C	0.0	-0.40594059405940597
YLL024C	0.0	-0.4774774774774775
YLL025W	0.0	-0.4821428571428571
YLL026W	0.0	-0.4077669902912622
YLL028W	0.0	-0.5714285714285714
YLL029W	0.0	-0.5
YLL032C	0.0	-0.5338983050847458
YLL038C	0.0	-0.4563106796116505
YLL039C	0.0	-0.3802816901408451
YLL040C	0.0	-0.4
YLL041C	0.0	-0.4881889763779528
YLL042C	0.0	-0.3801652892561983
YLL044W	-1.0	0.0
YLL045C	0.0	-0.3153153153153153
YLL046C	0.0	-0.34745762711864403
YLL047W	0.0	-0.2524271844660194
YLL052C	0.0	-0.4736842105263158
YLL053C	0.0	-0.23008849557522126
YLL058W	0.0	-0.4883720930232558
YLL059C	0.0	-0.25
YLL060C	0.0	-0.45736434108527135
YLL061W	0.0	-0.41129032258064513
YLL062C	0.0	-0.3770491803278688
YLL063C	0.0	-0.2990654205607477
YLR001C	0.0	-0.34513274336283184
YLR003C	0.0	-0.23636363636363633
YLR004C	0.0	-0.38655462184873945
YLR006C	0.0	-0.23300970873786409
YLR011W	0.0	-0.44525547445255476
YLR012C	0.0	-0.23478260869565215
YLR013W	0.0	-0.44202898550724634
YLR015W	0.0	-0.5391304347826087
YLR016C	0.0	-0.5071428571428571
YLR017W	0.0	-0.564516129032258
YLR018C	0.0	-0.4776119402985075
YLR019W	0.0	-0.35652173913043483
YLR020C	0.0	-0.45378151260504207
YLR021W	0.0	-0.2952380952380952
YLR023C	0.0	-0.25196850393700787
YLR025W	0.0	-0.4657534246575342
YLR028C	0.0	-0.4358974358974359
YLR030W	0.0	-0.28409090909090906
YLR032W	-1.0	0.0
YLR040C	0.0	-0.30612244897959184
YLR041W	0.0	-0.4639175257731959
YLR042C	0.0	-0.33333333333333337
YLR043C	0.0	-0.4304635761589404
YLR044C	0.0	-0.42307692307692313
YLR046C	0.0	-0.4304635761589404
YLR047C	0.0	-0.4014084507042254
YLR048W	0.0	-0.45967741935483875
YLR049C	0.0	-0.3385826771653543
YLR053C	0.0	-0.38655462184873945
YLR054C	0.0	-0.3114754098360656
YLR055C	0.0	-0.42452830188679247
YLR057W	0.0	-0.4453781512605042
YLR058C	0.0	-0.4263565891472868
YLR059C	0.0	-0.4885496183206107
YLR061W	0.0	-0.41666666666666663
YLR062C	0.0	-0.4657534246575342
YLR063W	0.0	-0.4832214765100671
YLR064W	0.0	-0.5069444444444444
YLR065C	0.0	-0.39830508474576276
YLR070C	0.0	-0.4571428571428572
YLR071C	-1.0	0.0
YLR072W	0.0	-0.4056603773584906
YLR073C	0.0	-0.4
YLR077W	0.0	-0.46923076923076923
YLR079W	0.0	-0.43243243243243246
YLR081W	0.0	-0.5068493150684932
YLR082C	0.0	-0.4508196721311475
YLR083C	0.0	-0.33644859813084116
YLR084C	0.0	-0.2407407407407407
YLR085C	0.0	-0.43956043956043955
YLR087C	0.0	-0.43333333333333335
YLR089C	0.0	-0.38095238095238093
YLR090W	0.0	-0.33333333333333337
YLR091W	0.0	-0.5634920634920635
YLR092W	0.0	-0.5338345864661654
YLR093C	0.0	-0.5800000000000001
YLR094C	0.0	-0.5850340136054422
YLR095C	0.0	-0.5357142857142857
YLR096W	0.0	-0.5454545454545454
YLR097C	0.0	-0.4553571428571429
YLR098C	0.0	-0.42105263157894735
YLR099C	0.0	-0.3867924528301887
YLR102C	0.0	-0.46846846846846846
YLR104W	0.0	-0.46601941747572817
YLR107W	0.0	-0.4424778761061947
YLR108C	0.0	-0.47580645161290325
YLR109W	0.0	-0.4885496183206107
YLR111W	0.0	-0.4818181818181818
YLR112W	0.0	-0.5166666666666666
YLR113W	0.0	-0.525179856115108
YLR118C	0.0	-0.19780219780219777
YLR121C	0.0	-0.5142857142857142
YLR122C	0.0	-0.4347826086956522
YLR123C	0.0	-0.408695652173913
YLR124W	0.0	-0.41463414634146345
YLR125W	0.0	-0.37142857142857144
YLR126C	0.0	-0.5040650406504066
YLR128W	0.0	-0.4956521739130435
YLR130C	0.0	-0.32478632478632474
YLR131C	0.0	-0.38053097345132747
YLR133W	0.0	-0.2777777777777778
YLR137W	0.0	-0.2828282828282829
YLR138W	0.0	-0.39682539682539686
YLR142W	0.0	-0.5
YLR143W	0.0	-0.42148760330578516
YLR144C	0.0	-0.4491525423728814
YLR178C	0.0	-0.31707317073170727
YLR179C	0.0	-0.2894736842105263
YLR180W	0.0	-0.4666666666666667
YLR181C	0.0	-0.20481927710843373
YLR183C	0.0	-0.45945945945945943
YLR184W	0.0	-0.35
YLR188W	0.0	-0.3013698630136986
YLR189C	0.0	-0.26436781609195403
YLR190W	0.0	-0.3733333333333333
YLR191W	0.0	-0.3827160493827161
YLR192C	-1.0	0.0
YLR194C	0.0	-0.5368421052631579
YLR199C	0.0	-0.36
YLR200W	0.0	-0.6829268292682926
YLR202C	0.0	-0.34615384615384615
YLR205C	0.0	-0.24285714285714288
YLR209C	0.0	-0.22666666666666668
YLR210W	0.0	-0.33333333333333337
YLR211C	0.0	-0.20547945205479456
YLR213C	0.0	-0.36250000000000004
YLR216C	0.0	-0.3979591836734694
YLR220W	0.0	-0.2727272727272727
YLR221C	0.0	-0.23943661971830987
YLR224W	0.0	-0.2717391304347826
YLR232W	0.0	-0.23076923076923073
YLR233C	0.0	-0.2676056338028169
YLR236C	0.0	-0.3157894736842105
YLR239C	0.0	-0.4375
YLR241W	0.0	-0.3571428571428571
YLR247C	-1.0	-0.39
YLR251W	0.0	-0.3076923076923077
YLR252W	0.0	-0.2682926829268293
YLR260W	0.0	-0.3586956521739131
YLR267W	0.0	-0.22093023255813948
YLR270W	0.0	-0.2674418604651163
YLR271W	0.0	-0.23655913978494625
YLR298C	-1.0	0.0
YLR306W	0.0	-0.24096385542168675
YLR307W	0.0	-0.4931506849315068
YLR312C	0.0	-0.27142857142857146
YLR313C	0.0	-0.5384615384615384
YLR315W	0.0	-0.4482758620689655
YLR319C	0.0	-0.30434782608695654
YLR320W	0.0	-0.4269662921348315
YLR324W	0.0	-0.19999999999999996
YLR326W	0.0	-0.25274725274725274
YLR329W	0.0	-0.24742268041237114
YLR334C	0.0	-0.2272727272727273
YLR345W	0.0	-0.24
YLR346C	0.0	-0.3106796116504854
YLR358C	0.0	-0.32413793103448274
YLR361C	0.0	-0.28
YLR370C	0.0	-0.20547945205479456
YLR375W	0.0	-0.24675324675324672
YLR380W	0.0	-0.2650602409638554
YLR381W	0.0	-0.25
YLR388W	0.0	-0.48
YLR390W	0.0	-0.22077922077922074
YLR392C	0.0	-0.38888888888888884
YLR393W	0.0	-0.38888888888888884
YLR395C	0.0	-0.45679012345679015
YLR398C	0.0	-0.28767123287671237
YLR400W	0.0	-0.36904761904761907
YLR402W	0.0	-0.4117647058823529
YLR404W	0.0	-0.3894736842105263
YLR408C	0.0	-0.23684210526315785
YLR410W	0.0	-0.295774647887324
YLR413W	0.0	-0.3417721518987342
YLR414C	0.0	-0.2650602409638554
YLR415C	0.0	-0.4505494505494505
YLR416C	0.0	-0.3793103448275862
YLR417W	0.0	-0.31343283582089554
YLR421C	0.0	-0.5604395604395604
