orf	hap a | transport to mitochondria (Om14-GFP) | standard | SD + Met | Sauerwald J~Rapaport D, 2015	hap a | protein insertion into the MOM (Ura3-HA-Om14-SL17) | standard | SD + Met | Sauerwald J~Rapaport D, 2015
YGL023C	0.0	-0.8575219138706287
YGL024W	0.0	-0.8624220390927463
YGL035C	0.0	-1.2303575285969888
YGL042C	0.0	-1.366121117959415
YGL045W	0.0	-1.6858515923754485
YGL049C	0.0	-1.3161964259409646
YGL050W	0.0	-1.3944051990765873
YGL051W	0.0	-1.3804011296454022
YGL053W	0.0	-1.1004864561339731
YGL054C	0.0	-0.9303525421719696
YGL056C	0.0	-1.5092385684123064
YGL057C	0.0	-1.8149071392299887
YGL059W	0.0	-0.9904378105205759
YGL060W	0.0	-1.8139886639570988
YGL066W	0.0	-1.4724278716217623
YGL071W	0.0	-2.6808842991534387
YGL077C	0.0	-1.078027548865933
YGL079W	0.0	-1.1940178547565716
YGL082W	0.0	-0.8908699882989309
YGL083W	0.0	-1.1275920338712633
YGL087C	0.0	-0.7372717144542875
YGL089C	0.0	-0.8146458181770972
YGL090W	0.0	-1.1462571405663085
YGL096W	0.0	-0.863720867464874
YGL101W	0.0	-0.782227306799061
YGL124C	0.0	-1.318752147156384
YGL213C	0.0	-2.725014081855553
YGL216W	0.0	-0.8742540487754212
YGL217C	0.0	-0.754619284206153
YGL218W	0.0	-2.290808541340108
YGL220W	0.0	-1.8214948239458868
YGL221C	0.0	-1.6446830553211031
YGL222C	0.0	-1.5272056942267385
YGL224C	0.0	-1.320583747360768
YGL226C-A	0.0	-0.9321767628428951
YGL227W	0.0	-1.5847004968329217
YGL230C	0.0	-0.8552351887669737
YGL231C	0.0	-0.833021287760039
YGL234W	0.0	-0.9190875897382635
YGL235W	0.0	-2.1347782382147753
YGL236C	0.0	-1.92668753414337
YGL237C	0.0	-2.066219468659705
YGL243W	0.0	-1.3583147115710756
YGL248W	0.0	-0.896110399994807
YGL249W	0.0	-1.000097846538275
YGL251C	0.0	-0.7918844340434942
YGL252C	0.0	-2.4607150571939775
YGL253W	0.0	-0.8223415276605516
YGL254W	0.0	-1.0455568395627424
YGL255W	0.0	-1.0376015157834606
YGL257C	0.0	-1.9131193120719376
YGL260W	0.0	-1.14464722885203
YGL262W	0.0	-0.9091798604893412
YGR008C	0.0	-1.0833643189098239
YGR011W	-5.697271637335632	0.0
YGR014W	0.0	-1.6446830553211031
YGR015C	0.0	-1.0719023923382855
YGR016W	0.0	-1.0719023923382855
YGR019W	0.0	-0.754619284206153
YGR025W	0.0	-0.9712921479881179
YGR032W	0.0	-1.0842231094915993
YGR042W	0.0	-0.8223415276605516
YGR043C	0.0	-0.7664102105218743
YGR044C	0.0	-1.6170413232988998
YGR045C	0.0	-1.6082050319147527
YGR049W	0.0	-1.1940178547565716
YGR051C	0.0	-0.8707145586994073
YGR052W	0.0	-1.000097846538275
YGR054W	0.0	-0.754619284206153
YGR058W	0.0	-0.8282406777872412
YGR059W	0.0	-0.8439820941779346
YGR061C	0.0	-1.127028801087112
YGR062C	0.0	-3.1627425882169655
YGR063C	0.0	-1.1043209037163217
YGR064W	0.0	-1.583352962396839
YGR066C	0.0	-1.4673152748452976
YGR068C	0.0	-1.5564022736751908
YGR072W	-5.697271637335632	0.0
YGR074W	-5.697271637335632	0.0
YGR075C	-5.697271637335632	0.0
YGR077C	0.0	-1.1433625518275046
YGR078C	-5.697271637335632	0.0
YGR079W	0.0	-0.8158046315742197
YGR081C	-5.697271637335632	-1.009701859149078
YGR084C	0.0	-1.0061590456082043
YGR085C	0.0	-1.5214098471898247
YGR086C	0.0	-1.7607783298143573
YGR087C	0.0	-1.150334274704502
YGR089W	0.0	-0.7874288183020729
YGR093W	0.0	-1.2576988070102555
YGR105W	0.0	-1.2576988070102555
YGR111W	0.0	-1.0090839265547398
YGR123C	0.0	-1.5092385684123064
YGR124W	0.0	-1.9297516046493233
YGR125W	0.0	-1.4457659183388918
YGR126W	0.0	-1.8865482105153828
YGR127W	0.0	-1.632589797561389
YGR129W	0.0	-1.7653937382804499
YGR130C	0.0	-1.7150438277412574
YGR131W	0.0	-2.217774232208923
YGR132C	0.0	-2.202925860726037
YGR133W	0.0	-2.075203031566921
YGR135W	0.0	-2.0580525932895086
YGR136W	0.0	-2.0273353904045908
YGR137W	0.0	-1.843344816381443
YGR138C	0.0	-1.2801577142782956
YGR139W	0.0	-1.5025605216494198
YGR141W	0.0	-1.7325442749631066
YGR142W	0.0	-1.6961626112890598
YGR143W	0.0	-1.569010392903883
YGR144W	0.0	-1.6588613575221471
YGR146C	0.0	-1.9723004019024457
YGR148C	0.0	-2.069117392178162
YGR149W	0.0	-2.092889421040503
YGR151C	0.0	-1.4149111578865372
YGR159C	0.0	-1.735624353674152
YGR160W	0.0	-2.0817083702238706
YGR161C	0.0	-1.4962278910984073
YGR163W	0.0	-1.3238934810634264
YGR164W	0.0	-1.1207217092170594
YGR168C	0.0	-1.7817399765978617
YGR170W	0.0	-2.0123180912164083
YGR173W	0.0	-1.9155720291386964
YGR174C	0.0	-1.7653937382804499
YGR176W	0.0	-1.5853346306851954
YGR177C	0.0	-1.4585078602303798
YGR178C	0.0	-1.3109911293411982
YGR181W	0.0	-0.7467586666623389
YGR184C	0.0	-1.7686389473581714
YGR187C	0.0	-1.8865482105153828
YGR189C	0.0	-2.0036443063404756
YGR192C	0.0	-1.8334060074022736
YGR193C	0.0	-1.4149111578865372
YGR194C	0.0	-1.7314894534867211
YGR196C	0.0	-1.5328204210437486
YGR197C	0.0	-1.5794357111291577
YGR199W	0.0	-1.4538536668191941
YGR201C	0.0	-0.7981550121411236
YGR202C	0.0	-1.3511764210448012
YGR203W	0.0	-1.7068769523710605
YGR205W	0.0	-1.5644546135981225
YGR206W	0.0	-1.6564813555744824
YGR207C	0.0	-1.6286747141139994
YGR209C	0.0	-1.764045079962436
YGR212W	0.0	-1.5657066781148077
YGR213C	-5.697271637335632	-1.4472150656008416
YGR214W	0.0	-1.572123508762819
YGR217W	0.0	-1.3047155848424146
YGR226C	0.0	-0.8534384761855303
YGR230W	0.0	-0.8830651198157111
YGR252W	0.0	-1.0436224143276585
YGR271C-A	-5.697271637335632	0.0
YHL003C	0.0	-1.401435813525713
YHL005C	0.0	-2.5689167121911596
YHL006C	0.0	-1.8674921679849243
YHL007C	0.0	-1.0290262966447543
YHL008C	0.0	-2.170365197938051
YHL009C	0.0	-2.1936607099016077
YHL010C	0.0	-2.09911702296782
YHL012W	0.0	-2.1767863967485184
YHL013C	-5.697271637335632	-1.908232672705215
YHL014C	0.0	-1.7507167393582752
YHL015W-A	0.0	-1.202336264162764
YHL016C	0.0	-1.7274417349297484
YHL017W	0.0	-2.2314011092117427
YHL019C	0.0	-1.8488172463050752
YHL020C	-5.697271637335632	-1.3860354199704852
YHL021C	0.0	-1.2041797088396062
YHL022C	0.0	-1.6388196576194236
YHL023C	0.0	-2.6491953594471336
YHL026C	0.0	-2.040266953594414
YHL027W	0.0	-1.6049738507369675
YHL028W	0.0	-2.0395115789355494
YHL029C	0.0	-2.1157550024471585
YHL030W	0.0	-1.8595975217937346
YHL031C	0.0	-2.0213016541236244
YHL032C	0.0	-1.729335859639101
YHL033C	0.0	-1.8865482105153828
YHL034C	0.0	-0.8456940254034475
YHL035C	0.0	-1.295810892071172
YHL036W	0.0	-1.4003244449186347
YHL037C	0.0	-1.9341082494359385
YHL040C	0.0	-1.7060957729878248
YHL041W	0.0	-1.3936662456059585
YHL042W	0.0	-1.6404767047959852
YHL043W	0.0	-1.7278665853318462
YHL044W	0.0	-1.867099259891513
YHL045W	0.0	-2.117554113843797
YHL046C	0.0	-1.7781258995662228
YHL047C	0.0	-0.7961579604009871
YHR001W-A	0.0	-1.7118678206528475
YHR008C	0.0	-0.7785754519587296
YHR011W	0.0	-2.1502592506949525
YHR012W	0.0	-1.5963100242822472
YHR014W	0.0	-1.8709569029904625
YHR015W	0.0	-2.256805335943636
YHR018C	0.0	-1.6900327719200303
YHR021W-A	0.0	-1.151787328525181
YHR022C	0.0	-2.0525644530407368
YHR025W	0.0	-1.0833643189098239
YHR029C	0.0	-0.9617696759490186
YHR030C	0.0	-0.8858574205898319
YHR031C	0.0	-1.7453779362591295
YHR033W	0.0	-0.7923502484164606
YHR035W	0.0	-1.6373814657303323
YHR038W	0.0	-1.680206999990263
YHR039C	0.0	-1.3256825263081067
YHR043C	0.0	-1.555574840249526
YHR044C	0.0	-1.3475344360824162
YHR045W	0.0	-1.2207076656276006
YHR046C	0.0	-1.310654546252792
YHR048W	0.0	-1.0290262966447543
YHR049C-A	0.0	-1.3583147115710756
YHR049W	0.0	-2.031667303631951
YHR057C	0.0	-1.9858402215951403
YHR061C	0.0	-1.8015685613930683
YHR064C	0.0	-1.5435394449671314
YHR066W	0.0	-1.2926348849827622
YHR073W	0.0	-1.423809970200289
YHR075C	0.0	-1.222762729037748
YHR076W	0.0	-1.213952761549029
YHR077C	0.0	-1.0319579954955942
YHR079C	0.0	-1.65072968420096
YHR080C	0.0	-1.64698653298962
YHR081W	0.0	-2.4305222344063218
YHR082C	0.0	-1.80079601912832
YHR086W	-5.697271637335632	-1.703979028852604
YHR087W	0.0	-1.8286786335057086
YHR092C	0.0	-1.7434307600624919
YHR093W	0.0	-1.3022191187628307
YHR094C	0.0	-1.3866935564472047
YHR095W	0.0	-1.367063920663321
YHR096C	0.0	-1.423809970200289
YHR097C	0.0	-1.7150438277412574
YHR103W	0.0	-2.0044574736725944
YHR104W	0.0	-1.673779615344475
YHR105W	0.0	-1.7739184666040169
YHR106W	0.0	-1.7915421855253997
YHR108W	0.0	-1.7774090578409392
YHR109W	0.0	-1.7901552362554727
YHR110W	0.0	-1.5092385684123064
YHR111W	-5.697271637335632	-1.7607783298143573
YHR112C	0.0	-1.0010255810897948
YHR113W	0.0	-1.5751761757701257
YHR114W	0.0	-1.6007075725585065
YHR115C	0.0	-1.150334274704502
YHR117W	0.0	-1.6170413232988998
YHR120W	0.0	-0.8918227904254536
YHR121W	0.0	-1.955400334986747
YHR123W	0.0	-2.010256289893441
YHR124W	0.0	-1.4344002922926877
YHR125W	0.0	-1.9608217621104767
YHR126C	0.0	-0.9769624661597517
YHR130C	0.0	-1.6063677832111183
YHR132C	0.0	-2.0289292075354117
YHR133C	0.0	-1.5272056942267385
YHR134W	-5.697271637335632	-1.8079420350772417
YHR135C	0.0	-1.8266577911339419
YHR136C	0.0	-2.163981770885292
YHR137W	0.0	-2.1017919660775406
YHR138C	0.0	-2.0104820345638386
YHR139C	0.0	-2.221258376897144
YHR139C-A	0.0	-2.1518440526191087
YHR142W	0.0	-1.6769317426803403
YHR143W	0.0	-1.872147079137403
YHR147C	0.0	-1.559130752492052
YHR150W	0.0	-1.8326468330720864
YHR151C	0.0	-1.3268031370657636
YHR152W	0.0	-1.6646013622194555
YHR153C	0.0	-1.451190931165679
YHR154W	0.0	-2.0817083702238706
YHR155W	0.0	-1.987356130161243
YHR156C	0.0	-1.9032433274225986
YHR157W	0.0	-2.049181676939123
YHR158C	0.0	-1.9382344628582704
YHR159W	0.0	-1.900522641704386
YHR160C	0.0	-0.7700196777613808
YHR161C	0.0	-0.9652107123567075
YHR163W	0.0	-0.764816842100831
YHR176W	0.0	-0.8534384761855303
YHR178W	-5.697271637335632	0.0
YHR179W	0.0	-1.5463509922257237
YHR182W	0.0	-1.6558192926825666
YHR184W	0.0	-1.5886721772761119
YHR189W	0.0	-1.443619500220467
YHR198C	0.0	-1.460553453302232
YHR199C	0.0	-1.900522641704386
YHR200W	0.0	-1.8865482105153828
YHR202W	0.0	-1.4902145528440842
YHR203C	0.0	-1.3022191187628307
YHR204W	0.0	-1.1662298028640548
YHR206W	0.0	-1.3583147115710756
YHR207C	0.0	-1.320583747360768
YHR209W	0.0	-1.3434509983973182
YHR210C	0.0	-1.4231854921431835
YIL001W	-5.697271637335632	-1.2451218189401525
YIL002W-A	0.0	-0.9480292211729189
YIL008W	0.0	-0.9674606207771194
YIL009W	0.0	-1.3533932814566878
YIL010W	0.0	-1.6457122687474617
YIL011W	0.0	-1.52619630513604
YIL012W	0.0	-1.3245976797235668
YIL013C	0.0	-1.0837617379556457
YIL014C-A	0.0	-1.3786313846073952
YIL014W	0.0	-0.7990086538653387
YIL029C	0.0	-0.7785754519587296
YIL032C	0.0	-0.9432741052576914
YIL035C	0.0	-0.7717697224835659
YIL036W	0.0	-1.3526194716902746
YIL038C	0.0	-1.4276581052548845
YIL042C	0.0	-1.2801577142782956
YIL046W-A	0.0	-1.5092385684123064
YIL047C	0.0	-1.3080067592906655
YIL054W	0.0	-0.7641714270442056
YIL055C	0.0	-1.8865482105153828
YIL070C	-5.697271637335632	-0.754619284206153
YIL074C	0.0	-1.122945363402014
YIL089W	0.0	-1.4264145006335822
YIL090W	0.0	-0.9432741052576914
YIL092W	0.0	-1.7368221620617812
YIL096C	0.0	-1.9072795095320354
YIL108W	0.0	-1.117954495120227
YIL110W	0.0	-0.9782101832301987
YIL134C-A	0.0	-1.237575626098091
YIL136W	0.0	-1.0883931983742592
YIL139C	0.0	-0.9146900414620038
YIL140W	0.0	-1.3316810897755642
YIL141W	0.0	-1.044857470439289
YIL146C	0.0	-0.9888114758563386
YIL148W	-5.697271637335632	0.0
YIL157C	0.0	-2.5493894736694362
YIL158W	0.0	-0.8707145586994073
YIL160C	0.0	-1.399697059414639
YIL161W	0.0	-0.8548421578897829
YIR001C	0.0	-1.0837617379556457
YIR002C	0.0	-1.8153577120053686
YIR004W	0.0	-1.5435394449671314
YIR018C-A	0.0	-1.1427067770845538
YIR018W	0.0	-1.1678631779380941
YIR019C	0.0	-1.5092385684123064
YIR020C	0.0	-1.52619630513604
YIR020W-A	0.0	-1.2052946900514945
YIR021W	0.0	-1.451190931165679
YIR021W-A	0.0	-0.9407786711167979
YIR023W	0.0	-0.77280288141594
YIR024C	0.0	-1.3720350621930057
YIR026C	0.0	-0.7840200355388602
YIR027C	0.0	-1.2576988070102555
YIR028W	0.0	-1.2576988070102555
YIR033W	0.0	-1.4863713173757562
YIR034C	-5.697271637335632	-0.8774642839606431
YIR035C	0.0	-0.7943360886380559
YIR036C	0.0	-0.8223415276605516
YIR037W	0.0	-1.456938221982177
YIR038C	0.0	-0.8908699882989309
YIR039C	0.0	-1.2284499975449006
YJL008C	-5.697271637335632	0.0
YJL012C	0.0	-1.036389971061111
YJL016W	0.0	-1.1541236111388227
YJL020C	-5.697271637335632	0.0
YJL038C	0.0	-2.270845068212961
YJL043W	0.0	-1.803072625979304
YJL044C	0.0	-2.0044574736725944
YJL045W	0.0	-0.9278105953354344
YJL046W	0.0	-1.0290262966447543
YJL047C-A	0.0	-1.7278665853318462
YJL057C	0.0	-0.8557538274502766
YJL068C	0.0	-1.0583075327281417
YJL098W	0.0	-1.2438779409991538
YJL099W	0.0	-0.8877873931837098
YJL105W	0.0	-1.2314967485308748
YJL117W	-5.697271637335632	-1.6539600749723904
YJL118W	-5.697271637335632	0.0
YJL119C	0.0	-1.233512291490827
YJL127C-B	0.0	-0.8898812313751804
YJL132W	0.0	-1.267299561262242
YJL134W	0.0	-0.9091798604893412
YJL135W	0.0	-0.754619284206153
YJL136C	0.0	-2.0995455891219583
YJL137C	0.0	-0.7815699729278016
YJL139C	0.0	-0.833021287760039
YJL140W	0.0	-1.6978933894638444
YJL142C	0.0	-1.0090839265547398
YJL144W	0.0	-0.9765661325020805
YJL145W	-5.697271637335632	-1.2262563368349988
YJL149W	0.0	-1.1275920338712633
YJL150W	0.0	-1.4276581052548845
YJL151C	0.0	-0.8240095632136153
YJL155C	0.0	-0.9107474119729436
YJL157C	0.0	-1.2576988070102555
YJL158C	0.0	-0.8384658713401701
YJL161W	-5.697271637335632	0.0
YJL164C	0.0	-1.23804726315072
YJL165C	0.0	-1.9516015970848786
YJL170C	0.0	-0.9881919197937719
YJL172W	0.0	-1.078027548865933
YJL179W	0.0	-2.535049157880046
YJL181W	0.0	-1.150334274704502
YJL182C	0.0	-0.7918844340434942
YJL185C	0.0	-1.5930851555463235
YJL186W	0.0	-1.000097846538275
YJL187C	0.0	-1.2397316811958232
YJL189W	0.0	-1.1541236111388227
YJL193W	0.0	-1.2740325577506482
YJL197W	0.0	-0.9904378105205759
YJL199C	0.0	-1.4700375666353633
YJL200C	-5.697271637335632	-1.668869570840531
YJL211C	0.0	-0.9432741052576914
YJR001W	0.0	-1.2284499975449006
YJR005W	0.0	-0.8027864725597373
YJR009C	0.0	-1.2883743876690419
YJR021C	0.0	-1.320583747360768
YJR025C	0.0	-1.078027548865933
YJR050W	0.0	-0.8749209092245255
YJR051W	0.0	-1.277984271639453
YJR052W	0.0	-0.8601877851054597
YJR053W	0.0	-1.6404767047959852
YJR055W	-5.697271637335632	0.0
YJR063W	-5.697271637335632	-0.950261320852193
YJR065C	-5.697271637335632	0.0
YJR069C	0.0	-1.2320314844182094
YJR070C	0.0	-1.3677474526236528
YJR077C	0.0	-1.5778403215219567
YJR080C	0.0	-1.1076980318622431
YJR082C	0.0	-1.2576988070102555
YJR083C	0.0	-0.9782101832301987
YJR084W	-5.697271637335632	-0.7362139358108809
YJR097W	0.0	-1.546969532622614
YJR098C	0.0	-0.7372717144542875
YJR099W	0.0	-1.320583747360768
YJR115W	0.0	-0.8335910697626109
YJR128W	0.0	-1.237080793780579
YJR131W	-5.697271637335632	0.0
YJR135C	0.0	-1.078027548865933
YJR135W-A	0.0	-1.1662298028640548
YJR137C	0.0	-0.8017829894690378
YJR151W-A	0.0	-1.139849720553046
YKL010C	0.0	-0.9652107123567075
YKL017C	0.0	-0.9974852607322714
YKL018C-A	0.0	-1.1174850193592778
YKL025C	0.0	-0.7362139358108809
YKL026C	0.0	-1.1550295166420712
YKL033W-A	0.0	-1.5886721772761119
YKL034W	0.0	-0.8182618744404071
YKL037W	0.0	-2.3870610010602804
YKL038W	0.0	-1.5015383716346924
YKL055C	0.0	-0.754619284206153
YKL060C	-5.697271637335632	0.0
YKL061W	-5.697271637335632	0.0
YKL068W	0.0	-0.8850473086368464
YKL068W-A	0.0	-0.9571148098324456
YKL074C	-5.697271637335632	0.0
YKL076C	0.0	-0.8384658713401701
YKL081W	0.0	-1.2814289731802602
YKL085W	0.0	-0.7840200355388602
YKL091C	0.0	-0.7752937851433082
YKL093W	0.0	-1.341545394144272
YKL094W	0.0	-1.2982697362686506
YKL096C-B	0.0	-1.1186263427735443
YKL096W	0.0	-1.2576988070102555
YKL098W	0.0	-0.8439820941779346
YKL100C	0.0	-0.9432741052576914
YKL103C	0.0	-0.754619284206153
YKL105C	0.0	-1.6671821395252222
YKL110C	0.0	-1.1067749501690247
YKL114C	0.0	-0.9558510933277938
YKL115C	-5.697271637335632	0.0
YKL116C	0.0	-1.033725046857744
YKL117W	0.0	-0.9552142838052572
YKL121W	0.0	-1.6170413232988998
YKL124W	0.0	-0.8282406777872412
YKL126W	0.0	-0.9074535696149941
YKL127W	0.0	-1.1645359324169031
YKL128C	0.0	-0.7739684966216958
YKL129C	0.0	-0.9546388535138084
YKL132C	0.0	-0.9331313729430926
YKL133C	0.0	-1.14464722885203
YKL138C	0.0	-0.9552142838052572
YKL140W	0.0	-0.9074535696149941
YKL142W	0.0	-0.9552142838052572
YKL143W	0.0	-1.5644546135981225
YKL149C	0.0	-1.4822878796906582
YKL157W	0.0	-0.8750935909829249
YKL159C	0.0	-0.8774642839606431
YKL160W	0.0	-1.3475344360824162
YKL163W	0.0	-0.7943360886380559
YKL175W	-5.697271637335632	0.0
YKL191W	0.0	-1.4620748631494216
YKL198C	0.0	-2.097355681008579
YKL201C	0.0	-0.9316287459335224
YKL206C	0.0	-1.0376015157834606
YKL207W	0.0	-0.9904378105205759
YKL208W	0.0	-1.451190931165679
YKL211C	0.0	-1.1253094589039128
YKL212W	0.0	-1.7150438277412574
YKL213C	-5.697271637335632	-2.031667303631951
YKL214C	0.0	-1.2576988070102555
YKL217W	0.0	-1.9404495879586794
YKL222C	0.0	-0.8542859821201731
YKR007W	0.0	-0.8456940254034475
YKR011C	0.0	-1.4199825240438366
YKR012C	0.0	-1.2576988070102555
YKR013W	0.0	-0.8119321412344688
YKR017C	0.0	-0.9055431410473838
YKR018C	0.0	-0.896110399994807
YKR019C	-5.697271637335632	0.0
YKR020W	0.0	-1.7686389473581714
YKR021W	-5.697271637335632	0.0
YKR029C	0.0	-1.3335944246746672
YKR032W	0.0	-1.0290262966447543
YKR036C	0.0	-1.3404421495767194
YKR041W	0.0	-1.401435813525713
YKR043C	0.0	-1.547936993243391
YKR044W	0.0	-0.898356290721611
YKR045C	0.0	-1.409728333132374
YKR047W	0.0	-1.2705324683062784
YKR050W	0.0	-0.9121771567327127
YKR051W	0.0	-0.9213374981586753
YKR059W	0.0	-0.9662807907517815
YKR060W	0.0	-0.932675519805358
YKR061W	0.0	-0.8182618744404071
YKR066C	0.0	-1.078027548865933
YKR067W	0.0	-0.9321767628428951
YKR070W	0.0	-0.8534384761855303
YKR072C	0.0	-0.77280288141594
YKR073C	0.0	-1.4245364038585544
YKR074W	0.0	-1.6245276257215797
YKR075C	0.0	-0.9432741052576914
YKR077W	0.0	-1.572123508762819
YKR084C	-5.697271637335632	-1.7056463273152778
YKR093W	0.0	-0.8240095632136153
YLL001W	0.0	-1.5536279380714917
YLL005C	0.0	-1.5515536684612496
YLL006W	0.0	-0.8158046315742197
YLL007C	0.0	-0.7884082073795632
YLL009C	0.0	-1.451190931165679
YLL010C	0.0	-1.6646013622194555
YLL012W	0.0	-1.5515536684612496
YLL013C	0.0	-1.8134261868519959
YLL014W	0.0	-2.2126182715921154
YLL015W	0.0	-2.1777603503935965
YLL018C-A	0.0	-1.7590787368319112
YLL019C	0.0	-1.9404495879586794
YLL020C	0.0	-1.7755747863674192
YLL021W	0.0	-1.2470403425440666
YLL023C	0.0	-1.5316530025966475
YLL024C	0.0	-1.8015685613930683
YLL025W	0.0	-1.819171488711262
YLL026W	0.0	-1.5385441716824484
YLL028W	0.0	-2.156055097731866
YLL029W	0.0	-1.8865482105153828
YLL032C	0.0	-2.014449784109646
YLL038C	0.0	-1.721704192120835
YLL039C	0.0	-1.4348394840539533
YLL040C	0.0	-1.5092385684123064
YLL041C	0.0	-1.8419840795583267
YLL042C	0.0	-1.4344002922926877
YLL044W	-5.697271637335632	0.0
YLL045C	0.0	-1.1897150877124036
YLL046C	0.0	-1.3109911293411982
YLL047W	0.0	-0.9524321062796107
YLL052C	0.0	-1.787256199435626
YLL053C	0.0	-0.8681460791752206
YLL058W	0.0	-1.8426749963173505
YLL059C	0.0	-0.9432741052576914
YLL060C	0.0	-1.7256797584559318
YLL061W	0.0	-1.5518380441336213
YLL062C	0.0	-1.4226429128476656
YLL063C	0.0	-1.128402667971818
YLR001C	0.0	-1.3022191187628307
YLR003C	0.0	-0.8918227904254536
YLR004C	0.0	-1.4585078602303798
YLR006C	0.0	-0.8791680981042561
YLR011W	0.0	-1.6799918371012899
YLR012C	0.0	-0.8858574205898319
YLR013W	0.0	-1.6678179832092515
YLR015W	0.0	-2.0341911139470215
YLR016C	0.0	-1.9134988992370312
YLR017W	0.0	-2.129973786065755
YLR018C	0.0	-1.8020759025818585
YLR019W	0.0	-1.345190897932708
YLR020C	0.0	-1.7121614011400115
YLR021W	0.0	-1.1139618004947973
YLR023C	0.0	-0.9507014604172008
YLR025W	0.0	-1.7573325796581647
YLR028C	0.0	-1.6446830553211031
YLR030W	0.0	-1.0719023923382855
YLR032W	-5.697271637335632	0.0
YLR040C	0.0	-1.1550295166420712
YLR041W	0.0	-1.7504055561482934
YLR042C	0.0	-1.2576988070102555
YLR043C	0.0	-1.6241805785894023
YLR044C	0.0	-1.5963100242822472
YLR046C	0.0	-1.6241805785894023
YLR047C	0.0	-1.5145527887236174
YLR048W	0.0	-1.7344072257964005
YLR049C	0.0	-1.2775050874356135
YLR053C	0.0	-1.4585078602303798
YLR054C	0.0	-1.17522675409155
YLR055C	0.0	-1.6017862164753252
YLR057W	0.0	-1.6804547085263073
YLR058C	0.0	-1.6086845205945124
YLR059C	0.0	-1.843344816381443
YLR061W	0.0	-1.572123508762819
YLR062C	0.0	-1.7573325796581647
YLR063W	0.0	-1.8232412235853364
YLR064W	0.0	-1.912750268994763
YLR065C	0.0	-1.5028434897325933
YLR070C	0.0	-1.724844078185493
YLR071C	-5.697271637335632	0.0
YLR072W	0.0	-1.5305957179653107
YLR073C	0.0	-1.5092385684123064
YLR077W	0.0	-1.7704529360221286
YLR079W	0.0	-1.6316092631484393
YLR081W	0.0	-1.9123913366868266
YLR082C	0.0	-1.700986091448296
YLR083C	0.0	-1.2694530014682952
YLR084C	0.0	-0.9083380272851842
YLR085C	0.0	-1.6585039213322048
YLR087C	0.0	-1.6350084491133319
YLR089C	0.0	-1.4373700651545773
YLR090W	0.0	-1.2576988070102555
YLR091W	0.0	-2.126109888041146
YLR092W	0.0	-2.014209367617928
YLR093C	0.0	-2.1883959241978443
YLR094C	0.0	-2.207389742915958
YLR095C	0.0	-2.0213016541236244
YLR096W	0.0	-2.0580525932895086
YLR097C	0.0	-1.718106406005081
YLR098C	0.0	-1.5886721772761119
YLR099C	0.0	-1.4594052194552962
YLR102C	0.0	-1.7675767017441424
YLR104W	0.0	-1.7583361962085122
YLR107W	0.0	-1.669511690721578
YLR108C	0.0	-1.7952636196839935
YLR109W	0.0	-1.843344816381443
YLR111W	0.0	-1.8179464574057325
YLR112W	0.0	-1.9494331508658955
YLR113W	0.0	-1.9815542355053664
YLR118C	0.0	-0.746326764599492
YLR121C	0.0	-1.9404495879586794
YLR122C	0.0	-1.6404767047959852
YLR123C	0.0	-1.542048102508226
YLR124W	0.0	-1.5644546135981225
YLR125W	0.0	-1.401435813525713
YLR126C	0.0	-1.9018860008447764
YLR128W	0.0	-1.8701434434674231
YLR130C	0.0	-1.2254501196510177
YLR131C	0.0	-1.435780054020557
YLR133W	0.0	-1.0480823391752128
YLR137W	0.0	-1.0671383817056712
YLR138W	0.0	-1.4972604845360182
YLR142W	0.0	-1.8865482105153828
YLR143W	0.0	-1.5903133675418932
YLR144C	0.0	-1.6946958501239882
YLR178C	0.0	-1.1963476456926816
YLR179C	0.0	-1.092212121877327
YLR180W	0.0	-1.7607783298143573
YLR181C	0.0	-0.77280288141594
YLR183C	0.0	-1.7335848420952167
YLR184W	0.0	-1.320583747360768
YLR188W	0.0	-1.1370975515435184
YLR189C	0.0	-0.9974852607322714
YLR190W	0.0	-1.4086226638514858
YLR191W	0.0	-1.4440245561969598
YLR192C	-5.697271637335632	0.0
YLR194C	0.0	-2.025557026027043
YLR199C	0.0	-1.3583147115710756
YLR200W	0.0	-2.5767487753380838
YLR202C	0.0	-1.3060718380491112
YLR205C	0.0	-0.9163234165360432
YLR209C	0.0	-0.8552351887669737
YLR210W	0.0	-1.2576988070102555
YLR211C	0.0	-0.7752937851433082
YLR213C	0.0	-1.3677474526236528
YLR216C	0.0	-1.5015383716346924
YLR220W	0.0	-1.0290262966447543
YLR221C	0.0	-0.9034174529228595
YLR224W	0.0	-1.0252979404974907
YLR232W	0.0	-0.8707145586994073
YLR233C	0.0	-1.009701859149078
YLR236C	0.0	-1.191504132957084
YLR239C	0.0	-1.65072968420096
YLR241W	0.0	-1.3475344360824162
YLR247C	-5.697271637335632	-1.4715076042019988
YLR251W	0.0	-1.1609527449325434
YLR252W	0.0	-1.0122941617399617
YLR260W	0.0	-1.3533932814566878
YLR267W	0.0	-0.8335910697626109
YLR270W	0.0	-1.0090839265547398
YLR271W	0.0	-0.8925604436846973
YLR298C	-5.697271637335632	0.0
YLR306W	0.0	-0.9091798604893412
YLR307W	0.0	-1.8607050843439392
YLR312C	0.0	-1.0241261714226366
YLR313C	0.0	-2.031667303631951
