orf	hom | growth (relative abundance in pooled culture) | UVB [6,400 J/m2] | Birrell GW~Brown JM, 2001	hom | growth (relative abundance in pooled culture) | UVC [200 J/m2] | Birrell GW~Brown JM, 2001
YAL002W	0.00970707240638886	0.6003462442981318
YAL004W	-0.19260875248464052	-0.053689501522597646
YAL005C	-0.33310585310341095	-0.18547282344169985
YAL007C	0.03780649253014294	-0.0048808637747820415
YAL008W	-0.10831049211337827	-0.053689501522597646
YAL009W	-0.4286438815241747	-0.5027289688025014
YAL011W	-0.3836848093261682	-0.5710610616494434
YAL012W	-0.012772463692614403	0.5515376065503161
YAL014C	-0.2825268968806536	-0.08785554794606862
YAL015C	-0.8782346035042401	-0.541775879000754
YAL017W	-0.23756782468264703	0.0048808637747810935
YAL018C	-0.10831049211337827	0.0048808637747810935
YAL019W	-0.2263280566331454	-0.3026135540364574
YAL020C	1.718151815930637	2.777211487850709
YAL021C	-2.5136208547067276	-2.006035011435223
YAL022C	-0.012772463692614403	-0.15130677701822892
YAL023C	0.8245902559952571	3.1969657724819234
YAL024C	-1.6650183669693541	-1.8010387328943973
YAL026C	-0.5579012140934435	-0.6930826560189824
YAL027W	-0.7152579667864662	-0.5954653805233512
YAL028W	-0.10269060808862746	-0.2342814611895155
YAL029C	-0.012772463692614403	0.40999255708165083
YAL030W	0.03218660850539212	0.17571109589213582
YAL031C	0.02656672448064131	-0.06833209284694235
YAL034C	-0.4623631856726796	-0.19035368721648138
YAL036C	-0.05211165186587011	-0.024404318873908294
YAL037W	-0.024012231742116023	0.4685629223790296
YAL039C	0.5885551269557229	0.45880119482946646
YAL040C	0.6447539672032311	0.6540357458207289
YAL042C-A	-0.2207081726083946	0.11714073059475703
YAL042W	0.22326266534691985	0.29773269026167487
YAL045C	0.17268370912416253	-0.014642591324345158
YAL046C		
YAL048C		
YAL049C	-0.27690701285590275	0.3026135540364564
YAL051W	0.13896440497565762	0.10737900304519392
YAL053W	0.341280229866687	0.6589166095955105
YAL054C	0.21202289729741822	0.03416604642347047
YAL055W	0.03218660850539212	0.024404318873907344
YAL056C-A	1.2123622537030634	1.7522300951465808
YAL056W		
YAL058W	1.8867483366731612	1.2983097640918952
YAL059W	-0.035251999791617666	0.8151042503885205
YAL060W	-0.08021107198962417	-0.0048808637747820415
YAL061W	0.23450243339642152	0.0048808637747810935
YAL062W	0.33566034584193616	-0.06833209284694235
YAL064C-A	0.3075609257181821	0.463682058604248
YAL065C	-0.26004736078165025	0.043927773973033594
YAL066W	0.060286028629146206	-0.27332837138776794
YAL067C	-0.24880759273214867	0.08785554794606767
YAL068C	-0.36120527322716495	0.2049962785408252
YAR002C-A	0.9707072406387783	0.8297468417128652
YAR002W	-0.8613749514299877	-1.5521146803805377
YAR003W	0.1951632452231658	0.33189873668514575
YAR014C	0.16144394107466087	0.4441586035051218
YAR015W	1.6001342514108698	3.65576696731139
YAR018C	0.14458428900040846	1.3764035844884004
YAR020C	0.27384162156967723	-0.009761727549563592
YAR023C	0.6447539672032311	0.36118391933383515
YAR027W	0.7852510678220014	0.7516530213163601
YAR028W	0.9931867767377817	0.8492702968119915
YAR029W	1.7631108881286432	1.391046175812745
YAR030C	1.1449236454060534	0.898078934559807
YAR031W	1.836169380450404	1.556995544155318
YAR035W	0.858309560143762	0.7614147488659234
YAR042W	0.6054147790299753	0.541775879000753
YAR047C	0.49301709853495895	0.8541511605867731
YAR050W	0.48177733048545734	0.16594936834257268
YBL001C	-0.17012921638563722	-0.06833209284694235
YBL002W	0.1670638250994117	-0.3026135540364574
YBL003C	-0.14202979626188317	-0.22451973363995237
YBL005W	-0.10269060808862746	-0.029285182648689845
YBL006C	-0.4398836495736764	-2.0499627854082574
YBL007C		
YBL008W	-0.5410415620191911	-0.619869699397259
YBL009W	-0.20946840455889296	-0.39046910198252544
YBL010C	-0.13640991223713234	-0.4148734208564333
YBL011W	-0.16450933236088644	-0.12690245814432108
YBL012C	0.01532695643113968	-0.08297468417128705
YBL013W	-0.2544274767568995	-0.1659493683425736
YBL015W	0.04904626057964458	-0.11225986681997642
YBL017C	0.16144394107466087	0.12690245814432016
YBL019W	0.27384162156967723	0.35142219178427203
YBL021C		
YBL022C	0.18392347717366417	-0.12690245814432108
YBL024W	0.11648486887665435	0.34654132800949056
YBL027W	1.1786429495545585	2.152460924678669
YBL028C	0.3131808097429329	0.17083023211735424
YBL029W	-0.06897130394012257	-0.07321295662172392
YBL031W	-0.7714568070339745	-0.3270178729103652
YBL032W	0.4986369825597099	0.5808227891990055
YBL036C	-0.10831049211337827	-0.019523455099126726
YBL037W	-0.17574910041038805	0.048808637747815166
YBL038W	1.1617832974803062	1.62532763700226
YBL039C		
YBL042C	0.5492159387824672	0.5612993340998793
YBL043W	0.8864089802675161	0.5661801978746609
YBL044W	0.7459118796487456	0.5857036529737871
YBL045C	0.18954336119841497	1.2153350799206086
YBL046W	-0.5410415620191911	-0.4148734208564333
YBL047C	0.13334452095090682	0.3367796004599274
YBL048W	0.6784732713517359	0.4441586035051218
YBL049W	0.6222744311042278	0.23916232496429612
YBL051C	0.8807890962427652	0.6442740182711658
YBL052C	0.98194700868828	0.9468875723076227
YBL053W	0.9426078205150242	1.244620262569298
YBL054W	1.5214558750643583	1.054266575352817
YBL055C	0.48739721451020823	0.9371258447580596
YBL056W	0.341280229866687	0.732129566217234
YBL057C	0.4255784902379492	0.6930826560189814
YBL059W	0.7683914157477489	0.9420067085328413
YBL060W	0.38061941803994265	-0.3709456468833993
YBL061C	0.3019410416934313	-0.19035368721648138
YBL062W	-0.18136898443513885	-0.06833209284694235
YBL063W	-0.029632115766866845	0.03416604642347047
YBL064C	0.3525199979161886	0.11225986681997548
YBL065W	-0.16450933236088644	-0.47832464992859364
YBL066C	-0.05211165186587011	0.01952345509912578
YBL067C	0.45929779438645413	0.31237528158601957
YBL068W	0.3300404618171854	0.11714073059475703
YBL069W	0.3019410416934313	-0.03904691019825298
YBL070C	0.06590591265389703	0.07809382039650453
YBL071C	1.0774850371090439	1.6497319558761678
YBL072C	1.4821166868911024	1.2592628538936428
YBL075C	-0.018392347717365223	-0.26356664383820483
YBL078C	-0.3162462010291584	-0.48320551370337517
YBL079W		
YBL080C	0.6447539672032311	1.054266575352817
YBL081W	-0.41740411347467316	-0.4099925570816517
YBL082C	-0.940053327776499	-0.26356664383820483
YBL083C	0.29070127364392967	0.3367796004599274
YBL085W	-0.33310585310341095	-0.23916232496429707
YBL086C	-0.2038485205341421	-0.4099925570816517
YBL087C	0.127724636926156	0.23916232496429612
YBL088C	-0.6590591265389583	-0.575941925424225
YBL089W	-0.512942141895437	-0.6052271080729142
YBL090W	1.0493856169852898	2.552691754210757
YBL091C	-0.04649176784111929	-0.053689501522597646
YBL091C-A	1.3359997022475814	0.5173715601268453
YBL094C	-0.05211165186587011	-0.14154504946866578
YBL095W	-0.08583095601437499	-0.16106850456779206
YBL096C	-0.17574910041038805	-0.17083023211735518
YBL098W	0.2401223174211723	0.07321295662172297
YBL102W	0.2513620854706739	0.31237528158601957
YBL103C		
YBL104C	0.44805802633695246	0.16106850456779112
YBL106C	-0.512942141895437	-0.06345122907216078
YBL107C	-0.2544274767568995	0.03416604642347047
YBR001C	0.5604557068319688	0.5027289688025005
YBR003W	0.36375976596569026	0.1366641856938833
YBR005W	0.6222744311042278	0.2586857800634224
YBR006W	0.3918591860894443	0.7418912937667972
YBR007C	0.5660755908567195	0.4002308295320877
YBR008C	0.8245902559952571	0.8443894330372099
YBR009C	0.5435960547577163	0.888317207010244
YBR010W	0.7234323435497424	0.6589166095955105
YBR012C	1.0381458489357882	0.6003462442981318
YBR013C	0.6559937352527326	0.697963519793763
YBR014C	0.7178124595249916	0.5076098325772821
YBR015C	1.133683877356552	1.7034214573987652
YBR016W	0.7459118796487456	0.5368950152259715
YBR018C	0.6672335033022343	0.7174869748928893
YBR019C	0.44805802633695246	0.40999255708165083
YBR020W	-0.30500643297965685	-0.5881440848611789
YBR021W		
YBR022W	0.15582405704991006	0.16106850456779112
