orf	hom | growth (relative abundance in pooled culture) | UVB [6,400 J/m2] | Birrell GW~Brown JM, 2001	hom | growth (relative abundance in pooled culture) | UVC [200 J/m2] | Birrell GW~Brown JM, 2001
YDR223W	-0.013000000000000001	-0.003
YDR225W	-0.013999999999999999	0.06
YDR229W	-0.069	-0.040999999999999995
YDR230W	-0.009000000000000001	0.133
YDR231C	0.040999999999999995	0.033
YDR233C	0.024	0.039
YDR234W	-0.065	-0.027999999999999997
YDR237W	0.226	0.529
YDR239C	0.039	0.028999999999999998
YDR242W	-0.002	-0.071
YDR244W	0.011000000000000001	0.027999999999999997
YDR247W	-0.026000000000000002	-0.024
YDR248C	-0.07	-0.147
YDR249C	-0.09699999999999999	-0.047
YDR250C	-0.003	-0.016
YDR251W	-0.027999999999999997	-0.002
YDR252W	-0.062	-0.035
YDR253C	-0.042	-0.034
YDR254W	0.021	0.048
YDR255C	-0.063	-0.06
YDR256C	-0.069	-0.087
YDR257C	-0.11199999999999999	-0.154
YDR258C	-0.015	-0.031
YDR259C	0.036000000000000004	-0.008
YDR260C	-0.071	-0.151
YDR261C	-0.055999999999999994	-0.006
YDR262W	0.011000000000000001	-0.033
YDR263C	-0.025	-0.040999999999999995
YDR265W	0.012	-0.009000000000000001
YDR266C	0.002	0.027999999999999997
YDR268W		
YDR269C	-0.025	-0.027999999999999997
YDR270W	-0.133	-0.024
YDR271C	-0.039	-0.002
YDR272W	-0.11599999999999999	-0.12300000000000001
YDR273W	-0.018000000000000002	-0.053
YDR274C	0.036000000000000004	0.032
YDR275W	-0.07200000000000001	-0.045
YDR276C	0.098	0.121
YDR277C	-0.003	0.033
YDR278C	-0.071	-0.013999999999999999
YDR279W	-0.005	0.076
YDR281C	-0.163	-0.251
YDR282C	-0.073	-0.028999999999999998
YDR283C	-0.028999999999999998	-0.105
YDR284C	-0.012	0.009000000000000001
YDR285W	0.004	-0.018000000000000002
YDR286C	-0.025	0.008
YDR287W	-0.012	-0.019
YDR289C	-0.040999999999999995	-0.039
YDR290W	-0.047	-0.006
YDR291W	-0.132	-0.247
YDR293C	-0.322	-0.379
YDR294C	0.011000000000000001	0.012
YDR295C	-0.035	-0.054000000000000006
YDR297W	0.026000000000000002	0.025
YDR304C	-0.027000000000000003	-0.055
YDR305C	-0.035	-0.034
YDR306C	-0.044000000000000004	-0.075
YDR307W	-0.044000000000000004	-0.054000000000000006
YDR309C	-0.031	-0.03
YDR310C	0.04	0.031
YDR312W	-0.033	-0.017
YDR313C	0.003	-0.013000000000000001
YDR314C	-0.139	-0.11
YDR315C	0.003	0.018000000000000002
YDR316W	-0.049	-0.055999999999999994
YDR317W	0.009000000000000001	0.057999999999999996
YDR318W	0.027000000000000003	0.084
YDR319C	-0.018000000000000002	-0.079
YDR321W	-0.063	-0.012
YDR323C	-0.028999999999999998	0.204
YDR326C	-0.066	-0.12
YDR329C	0.038	0.05
YDR330W	0.004	-0.012
YDR333C	0.009000000000000001	-0.05
YDR334W	-0.028999999999999998	-0.106
YDR335W	0.086	0.188
YDR336W	-0.067	-0.099
YDR337W		
YDR338C	0.16	0.086
YDR340W	0.055	0.016
YDR344C	0.038	0.052000000000000005
YDR345C	0.079	0.026000000000000002
YDR346C	-0.1	-0.221
YDR347W		
YDR348C	-0.129	-0.191
YDR349C	0.06	0.096
YDR351W	0.031	-0.019
YDR352W	0.033	-0.03
YDR354W	0.055999999999999994	-0.06
YDR357C	0.028999999999999998	-0.09300000000000001
YDR358W	0.019	-0.024
YDR360W	-0.064	-0.091
YDR363W-A	0.115	0.046
YDR368W	-0.046	-0.052000000000000005
YDR370C	-0.013999999999999999	-0.037000000000000005
YDR371W	-0.059000000000000004	-0.08
YDR372C	0.025	0.034
YDR374C	-0.018000000000000002	0.032
YDR375C		
YDR377W	-0.067	0.079
YDR379W	-0.046	0.016
YDR380W	0.042	0.006999999999999999
YDR383C	-0.040999999999999995	-0.057
YDR384C	-0.011000000000000001	-0.05
YDR385W	0.085	0.33799999999999997
YDR386W	-1.889	-1.807
YDR387C	-0.018000000000000002	-0.025
YDR389W	-0.10400000000000001	-0.001
YDR391C	-0.008	-0.057999999999999996
YDR392W	-0.182	-0.316
YDR393W	0.15	0.311
YDR395W	0.018000000000000002	0.015
YDR399W	0.07400000000000001	0.038
YDR400W	0.0	0.03
YDR402C	-0.059000000000000004	-0.045
YDR403W	-0.171	-0.218
YDR406W	-0.018000000000000002	-0.022000000000000002
YDR408C	0.038	0.127
YDR409W	-0.222	-0.43799999999999994
YDR411C	-0.005	-0.065
YDR414C	-0.03	0.19399999999999998
YDR415C	-0.057	-0.02
YDR417C	0.332	0.33799999999999997
YDR419W	-0.267	-0.499
YDR420W	-0.017	-0.055
YDR421W	0.021	-0.034
YDR422C	-0.053	-0.042
YDR423C	-0.013999999999999999	0.004
YDR424C	-0.006	-0.094
YDR425W	0.07	0.064
YDR426C	0.109	0.094
YDR428C	0.318	0.29
YDR430C	0.09300000000000001	0.064
YDR431W	0.098	0.132
YDR435C	0.158	0.11
YDR436W	0.171	0.15
YDR438W	0.004	-0.037000000000000005
YDR439W	-0.187	-0.115
YDR440W	-0.03	-0.062
YDR441C	-0.057	-0.12
YDR442W	0.16899999999999998	0.275
YDR443C	0.165	0.218
YDR444W	0.004	-0.02
YDR445C	-0.063	-0.08
YDR447C	0.14800000000000002	0.27399999999999997
YDR451C	-0.068	-0.121
YDR452W	-0.133	-0.28300000000000003
YDR453C	-0.031	-0.013999999999999999
YDR455C	-0.048	-0.075
YDR456W		
YDR457W	-0.055	-0.07200000000000001
YDR458C	-0.139	-0.257
YDR459C	-0.002	-0.048
YDR461W	-0.037000000000000005	-0.051
YDR462W		
YDR465C	-0.002	-0.043
YDR466W	-0.015	-0.015
YDR467C	-0.011000000000000001	0.011000000000000001
YDR469W	-0.048	-0.065
YDR471W		
YDR475C	0.01	0.042
YDR476C	-0.009000000000000001	-0.01
YDR479C	-0.006999999999999999	0.0
YDR480W	-0.009000000000000001	-0.008
YDR481C	-0.048	-0.07400000000000001
YDR482C	0.028999999999999998	0.004
YDR483W	-0.016	-0.045
YDR484W	0.11699999999999999	0.076
YDR485C	-0.172	-0.242
YDR486C	-0.002	-0.038
YDR488C	-0.057999999999999996	-0.106
YDR490C	0.02	0.005
YDR491C	-0.022000000000000002	-0.03
YDR492W	-0.02	-0.037000000000000005
YDR493W	-0.040999999999999995	-0.006999999999999999
YDR494W	0.017	-0.039
YDR495C	0.076	0.18
YDR496C	0.067	0.013999999999999999
YDR497C	0.021	0.027000000000000003
YDR500C	0.33299999999999996	0.46799999999999997
YDR501W	-0.034	-0.036000000000000004
YDR502C	0.1	0.109
YDR503C	0.267	0.22
YDR504C	0.146	0.128
YDR505C	0.057	-0.006999999999999999
YDR506C	0.108	0.126
YDR508C	0.207	0.11800000000000001
YDR511W	0.043	-0.079
YDR512C	0.013000000000000001	0.024
YDR513W	0.035	0.027000000000000003
YDR514C	-0.013999999999999999	0.019
YDR515W	0.043	0.045
YDR516C	-0.053	-0.192
YDR517W	0.049	0.012
YDR518W	0.252	0.583
YDR520C	-0.14	-0.215
YDR521W	0.055999999999999994	0.004
YDR522C		
YDR523C	0.033	-0.008
YDR524C	0.002	0.016
YDR525W		
YDR525W-A	-0.069	-0.009000000000000001
YDR528W	0.026000000000000002	-0.027999999999999997
YDR530C	-0.013999999999999999	-0.057
YDR534C	-0.01	-0.054000000000000006
YDR535C	0.026000000000000002	0.0
YDR536W	-0.017	0.024
YDR537C	-0.09	-0.174
YDR538W	0.012	-0.013999999999999999
YDR539W	0.022000000000000002	0.018000000000000002
YDR540C	-0.449	-0.555
YDR541C	0.004	-0.01
YEL001C	-0.025	0.152
YEL003W	-0.076	0.018000000000000002
YEL004W	-0.016	0.019
YEL005C	0.019	0.043
YEL006W	0.009000000000000001	-0.028999999999999998
YEL007W	0.159	0.203
YEL008W	0.051	0.073
YEL009C	-0.047	-0.027000000000000003
YEL010W	0.019	0.026000000000000002
YEL011W	0.33399999999999996	0.34299999999999997
YEL012W	0.006	-0.023
YEL013W	0.406	0.595
YEL014C	0.133	0.21
YEL015W	0.02	-0.042
YEL016C	0.045	0.09
YEL017C-A	0.1	0.09
YEL017W	0.16699999999999998	0.163
YEL018W	0.212	0.147
YEL020C	0.142	0.182
YEL023C	0.10800000000000001	0.152
YEL024W	0.147	0.231
YEL025C	0.057	0.106
YEL028W	-0.028999999999999998	0.040999999999999995
YEL030W	-0.037000000000000005	0.013999999999999999
YEL031W	-0.027000000000000003	0.063
YEL033W		
YEL036C		
YEL037C	-1.746	-2.148
YEL038W	0.005	0.055
YEL039C	0.024	0.064
YEL040W	-0.059000000000000004	-0.021
YEL041W	-0.013000000000000001	0.025
YEL042W	0.026000000000000002	0.059000000000000004
YEL043W	0.037000000000000005	0.079
YEL047C	0.036000000000000004	-0.005
YEL048C	-0.065	0.009000000000000001
YEL049W	-0.005	-0.021
YEL050C	0.292	0.657
YEL052W	0.004	0.027000000000000003
YEL053C	0.016	0.11599999999999999
YEL054C		
YEL056W	-0.040999999999999995	0.04
YEL057C	-0.013999999999999999	0.037000000000000005
YEL059W	0.023	0.11199999999999999
YEL060C	-0.023	0.034
YEL061C	0.111	0.449
YEL062W	-0.075	-0.11199999999999999
YEL063C	-0.095	-0.019
YEL064C	-0.026000000000000002	-0.083
YEL065W	-0.028999999999999998	0.022000000000000002
YEL066W	-0.040999999999999995	0.027000000000000003
YEL067C	0.039	0.055
YEL068C	0.006	-0.006999999999999999
YEL071W	0.023	0.042
YEL072W	0.046	0.049
YER001W	0.028999999999999998	0.006
YER002W	-0.035	0.026000000000000002
YER005W	-0.025	-0.028999999999999998
YER007C-A	0.14	0.265
YER007W	-0.012	0.069
YER010C	0.062	0.019
YER011W	-0.061	-0.114
YER016W	-0.161	-0.158
YER017C	0.26899999999999996	0.552
YER019C-A	-0.015	-0.033
YER019W	-0.109	-0.162
YER020W	0.10400000000000001	0.23
YER024W	-0.001	-0.006
YER027C	0.027999999999999997	0.022000000000000002
YER028C	0.47700000000000004	0.675
YER030W	-0.066	-0.022000000000000002
YER031C	-0.073	0.19699999999999998
YER032W	-0.084	-0.033
YER033C	-0.049	-0.06
YER034W	0.001	-0.003
YER037W	0.006999999999999999	-0.017
YER038W-A	0.055999999999999994	-0.021
YER039C	0.040999999999999995	0.121
YER039C-A	0.006	0.008
YER040W	0.179	0.34700000000000003
YER041W	-0.113	-0.151
YER042W	-0.048	-0.062
YER044C-A	0.006	-0.028999999999999998
YER045C	-0.013999999999999999	-0.022000000000000002
YER046W	-0.043	0.018000000000000002
YER046W-A	0.008	0.044000000000000004
YER047C		
YER048C	-0.038	-0.001
YER049W	-0.005	0.032
YER050C		
YER051W	-0.006	-0.027999999999999997
YER052C	-0.03	-0.17300000000000001
YER053C	0.017	-0.002
YER055C	-0.057	-0.067
YER056C	-0.091	-0.011000000000000001
YER056C-A	0.318	0.6
YER057C	0.006999999999999999	0.061
YER058W	0.015	0.10099999999999999
YER059W	-0.083	-0.081
YER060W	-0.073	-0.012
YER060W-A	-0.048	-0.038
YER061C	-0.071	0.34700000000000003
YER062C	-0.067	-0.059000000000000004
YER063W	-0.038	-0.039
YER064C	-0.049	0.055999999999999994
YER065C	0.039	0.10800000000000001
YER066C-A	-0.094	-0.105
YER066W	0.002	0.018000000000000002
YER067C-A	-0.01	-0.025
YER067W	-0.127	-0.026000000000000002
YER068C-A	-0.059000000000000004	-0.059000000000000004
YER069W	0.008	-0.008
YER071C	0.019	0.076
YER072W	-0.045	0.034
YER073W	-0.083	-0.01
YER074W		
YER075C	-0.019	0.026000000000000002
YER078C	0.061	0.024
YER079W	-0.006999999999999999	0.040999999999999995
YER080W	-0.002	-0.044000000000000004
YER081W	0.042	0.057
YER083C	-0.239	-0.263
YER084W	-0.025	0.027000000000000003
YER085C	-0.027000000000000003	-0.025
YER086W	-0.028999999999999998	0.006
YER087C-B	-0.023	0.032
YER087W	-0.2	-0.193
YER088C	0.019	-0.002
YER089C	-0.114	-0.10300000000000001
YER090W	-0.09	-0.15
YER091C	-0.013000000000000001	-0.013999999999999999
YER091C-A	0.013999999999999999	0.012
YER092W	-0.026000000000000002	0.043
YER093C-A	0.052000000000000005	0.084
YER095W	-0.8490000000000001	-0.7909999999999999
YER096W	-0.006	-0.004
YER097W	-0.017	-0.023
YER098W	-0.031	-0.011000000000000001
YER101C	-0.037000000000000005	0.04
YER103W	-0.065	-0.003
YER106W	0.038	0.055999999999999994
YER110C	0.273	0.34299999999999997
YER111C	-0.142	-0.127
YER113C	-0.015	0.018000000000000002
YER114C	-0.005	0.015
YER115C	-0.038	0.005
YER117W	0.11800000000000001	0.207
YER118C	0.002	-0.001
YER119C	-0.043	-0.04
YER119C-A	-0.022000000000000002	-0.019
YER120W	-0.003	-0.005
YER121W	-0.021	-0.046
YER123W	0.013000000000000001	-0.034
YER124C	0.005	-0.03
YER128W	-0.01	-0.027000000000000003
YER129W	-0.016	-0.066
YER130C	-0.006	-0.035
YER131W	0.131	0.207
YER132C	-0.015	-0.019
YER134C	-0.045	-0.031
YER135C	0.004	-0.02
YER137C	0.064	0.064
YER139C	-0.027999999999999997	-0.055
YER140W	-0.009000000000000001	-0.016
YER141W	0.040999999999999995	0.153
YER142C	-0.004	-0.034
YER143W	-0.035	-0.011000000000000001
YER144C	-0.027999999999999997	0.018000000000000002
YER145C	-0.012	-0.052000000000000005
YER149C	-0.017	-0.035
YER150W	-0.019	0.004
YER151C	0.145	0.282
YER152C	-0.015	-0.035
YER153C	-0.027000000000000003	0.168
YER156C	0.17300000000000001	0.35
YER158C	-0.011000000000000001	-0.027999999999999997
YER161C	0.038	0.005
YER162C	-3.2960000000000003	-3.205
YER163C	-0.023	-0.053
YER164W	-0.052000000000000005	-0.11900000000000001
YER166W	-0.013999999999999999	-0.015
YER167W	-0.005	0.018000000000000002
YER169W	-0.078	-0.198
YER170W	-0.02	-0.062
YER173W	-0.336	-0.649
YER174C	0.027000000000000003	-0.033
YER175C	-0.03	-0.023
YER176W	-0.021	-0.057
YER177W	-0.005	-0.055999999999999994
YER178W	0.0	0.098
YER179W	-0.013000000000000001	-0.032
YER180C	0.013000000000000001	-0.043
YER181C	0.011000000000000001	-0.049
YER182W	-0.009000000000000001	-0.057999999999999996
YER183C	-0.005	-0.046
YER184C	0.003	-0.038
YER185W	0.001	-0.024
YER186C	-0.011000000000000001	-0.04
YER187W	-0.021	-0.044000000000000004
YER188W	-0.04	-0.051
YFL001W		
YFL003C	-0.004	-0.05
YFL004W	-0.111	-0.095
YFL007W	-0.067	-0.011500000000000003
YFL010C	-0.059000000000000004	-0.057999999999999996
YFL010W-A	-0.022000000000000002	0.026000000000000002
YFL011W	-0.071	-0.040999999999999995
YFL012W	-0.057999999999999996	-0.04
YFL012W-A	-0.021	-0.049
YFL013C	-0.049	-0.06
YFL014W	-0.121	-0.102
YFL015C	-0.127	-0.094
YFL018C		
YFL019C	-0.046	-0.07200000000000001
YFL020C	-0.006	-0.115
YFL021W	0.154	0.193
YFL025C	0.027000000000000003	0.294
YFL027C	0.028999999999999998	-0.02
YFL028C	-0.019	-0.011000000000000001
YFL030W	0.021	0.027000000000000003
YFL031W	-0.033	-0.032
YFL032W	-0.006	0.0
YFL033C	-0.004	0.045
YFL034C-A	-0.0045000000000000005	-0.023500000000000004
YFL034W	-0.035	-0.011000000000000001
YFL040W	-0.035	-0.05
YFL041W	0.006999999999999999	-0.07200000000000001
YFL042C	-0.04	-0.041999999999999996
YFL044C	-0.05	-0.005
YFL046W	-0.016	-0.087
YFL047W	-0.045	-0.087
YFL048C	-0.026000000000000002	-0.027999999999999997
YFL049W	-0.017	-0.02
YFL050C	-0.037000000000000005	-0.083
YFL051C	-0.09300000000000001	-0.052000000000000005
YFL052W	-0.036000000000000004	-0.02
YFL053W	-0.02	-0.07
YFL054C	-0.006	0.005
YFL055W	-0.096	-0.10099999999999999
YFL063W	-0.064	-0.048
YFR006W	-0.055	-0.091
YFR007W	-0.098	-0.11
YFR008W	0.018000000000000002	0.10300000000000001
YFR009W	0.003	-0.047
YFR010W	-0.006	-0.132
YFR011C	-0.009000000000000001	-0.038
YFR012W	-0.026000000000000002	-0.011000000000000001
YFR013W	0.049	-0.027000000000000003
YFR014C	-0.013000000000000001	-0.085
YFR015C	-0.015	-0.078
YFR016C	-0.04	-0.069
YFR017C	0.003	-0.036000000000000004
YFR018C	-0.013999999999999999	-0.001
YFR020W	-0.044000000000000004	-0.057999999999999996
YFR021W	-0.068	-0.055999999999999994
YFR022W	-0.047	-0.064
YFR023W	-0.012	-0.026000000000000002
YFR024C-A	-0.0285	-0.0165
YFR025C	-0.011000000000000001	-0.01
YFR026C	-0.031	-0.051
YFR030W	-0.036000000000000004	-0.06
YFR031C-A	0.21100000000000002	0.363
YFR032C	0.005	0.02
YFR032C-A	0.11699999999999999	0.203
YFR033C	-0.05	-0.051
YFR034C	-0.025	-0.03
YFR035C	-0.032	-0.065
YFR036W	-0.047	-0.094
YFR038W	-0.008	0.017
YFR039C	-0.006	-0.06
YFR040W	0.025	0.063
YFR041C	-0.023	-0.052000000000000005
YFR043C	0.009000000000000001	0.038
YFR044C	-0.009000000000000001	-0.011000000000000001
YFR045W	-0.008	-0.023
YFR046C	0.032	-0.03
YFR047C	-0.001	-0.019
YFR048W	-0.06	-0.092
YFR049W	-0.03	0.008
YFR053C	0.003	-0.019
YFR054C	-0.022000000000000002	-0.038
YFR055W	-0.025	0.003
YFR056C	-0.017	-0.062
YFR057W	-0.055	-0.006999999999999999
YGL002W	-0.048	-0.057999999999999996
YGL003C	0.004	0.012
YGL004C	0.005	-0.03
YGL005C	0.027999999999999997	-0.078
YGL006W	-0.035	-0.084
YGL007W	-0.009000000000000001	-0.06
YGL009C	-0.005	-0.06
YGL010W	0.024	-0.027000000000000003
YGL012W	0.044000000000000004	0.055
YGL013C	-0.051	-0.051
YGL014W	0.008	0.036000000000000004
YGL015C	0.013999999999999999	-0.055
YGL016W	0.075	-0.026000000000000002
YGL017W	0.004	-0.032
YGL019W	-0.115	-0.266
YGL021W	0.003	-0.019
YGL026C	-0.015	-0.203
YGL027C	0.096	0.08
YGL028C	0.008	-0.006
YGL031C	0.165	0.332
YGL032C	-0.09699999999999999	-0.099
YGL033W	0.026000000000000002	-0.01
YGL034C	-0.04	-0.095
YGL035C	0.004	-0.046
YGL037C	-0.011000000000000001	-0.035
YGL039W	0.013000000000000001	-0.035
YGL042C	0.027000000000000003	-0.06
YGL043W	0.027999999999999997	-0.078
YGL045W	0.0085	-0.0175
YGL049C	0.003	-0.028999999999999998
YGL050W	-0.026000000000000002	-0.08
YGL051W	-0.021	-0.040999999999999995
YGL053W	0.022000000000000002	-0.021
YGL054C	0.022000000000000002	0.27
YGL056C	0.0	-0.044000000000000004
YGL057C	0.012	0.012
YGL059W	0.048	-0.06
YGL060W	0.165	0.182
YGL062W	0.044000000000000004	-0.017
YGL063W	-0.021	-0.23600000000000002
YGL064C	0.272	0.541
YGL066W	-0.099	-0.201
YGL067W	0.011000000000000001	-0.035
YGL071W	-0.363	-0.4
YGL072C	0.284	0.08900000000000001
YGL077C	0.069	0.063
YGL078C	0.196	0.25
YGL079W	-0.02	-0.034
YGL080W	0.002	-0.037000000000000005
YGL081W	-0.011000000000000001	-0.017
YGL082W	-0.008	-0.044000000000000004
YGL083W	0.015	-0.031
YGL085W	0.017	-0.044000000000000004
YGL086W	0.015	-0.052000000000000005
YGL087C	-1.258	-1.493
YGL089C	-0.069	-0.057999999999999996
YGL090W	-0.013000000000000001	-0.043
YGL094C	-0.049	-0.07
YGL096W	-0.016	-0.047
YGL101W	-0.043	-0.037000000000000005
YGL104C	-0.047	-0.033
YGL107C		
YGL108C	-0.021	-0.069
YGL109W	-0.039	-0.009000000000000001
YGL110C	0.03	0.032
YGL114W	0.002	-0.035
YGL115W	-0.026000000000000002	0.017
YGL117W	-0.052000000000000005	0.008
YGL121C	-0.013000000000000001	-0.032
YGL124C	0.022000000000000002	0.05
YGL125W	-0.043	-0.018000000000000002
YGL126W	-0.013999999999999999	-0.051
YGL127C	0.004	-0.129
YGL131C	0.159	0.111
YGL132W	-0.057999999999999996	-0.086
YGL133W	-0.005	-0.003
YGL136C	0.162	0.23399999999999999
YGL138C	0.001	-0.064
YGL139W	0.20199999999999999	0.162
YGL140C	0.43	0.361
YGL141W	-0.023	-0.027000000000000003
YGL144C	0.099	0.028999999999999998
YGL146C	0.043	0.013000000000000001
YGL147C	0.22399999999999998	0.38
YGL148W	0.094	-0.004
YGL149W	0.032	0.048
YGL151W	0.02	-0.039
YGL152C	0.016	-0.008
YGL153W	-0.002	0.024
YGL154C	0.015	0.011000000000000001
YGL156W	-0.023	-0.013999999999999999
YGL157W	-0.003	-0.027000000000000003
YGL158W	-0.006	-0.013999999999999999
YGL159W	0.006999999999999999	-0.005
YGL160W	0.008	-0.011000000000000001
YGL161C	0.011000000000000001	-0.027999999999999997
YGL162W	-0.035	-0.01
YGL164C	0.005	0.031
YGL165C	0.004	-0.023
YGL166W	0.009000000000000001	-0.05
YGL170C	0.019	-0.031
YGL175C	-0.5670000000000001	-0.682
YGL176C	-0.028999999999999998	-0.027999999999999997
YGL177W	-0.028999999999999998	-0.054000000000000006
YGL179C	-0.032	-0.054000000000000006
YGL180W	0.006	-0.003
YGL181W	-0.009000000000000001	-0.085
YGL194C	0.096	0.10099999999999999
YGL196W	0.076	0.03
YGL197W	0.094	0.042
YGL198W	-0.017	-0.049
YGL199C	0.017	0.040999999999999995
YGL202W	0.084	0.026000000000000002
YGL203C	0.053	0.07200000000000001
YGL205W	-0.016	-0.109
YGL208W	0.04	-0.01
YGL209W	-0.01	0.005
YGL210W	0.039	0.016
YGL211W	0.11599999999999999	0.42100000000000004
YGL212W	0.09	0.257
YGL213C	0.034	0.027999999999999997
YGL214W	-0.027000000000000003	0.004
YGL215W	0.028999999999999998	0.023
YGL216W	-0.001	-0.047
YGL217C	0.016	-0.011000000000000001
YGL219C	0.35700000000000004	0.485
YGL221C	-0.012	-0.064
YGL222C	-0.02	-0.013000000000000001
YGL224C	0.032	-0.022000000000000002
YGL226C-A	-0.045	0.027999999999999997
YGL226W	-0.006	-0.028999999999999998
YGL227W	-0.057	-0.128
YGL228W	-0.042	-0.018000000000000002
YGL229C	-0.142	-0.24
YGL230C	0.005	-0.043
YGL231C	-0.06	0.022000000000000002
YGL232W	-0.036000000000000004	0.017
YGL234W	0.04	0.177
YGL235W	-0.003	-0.018000000000000002
YGL236C	-0.059000000000000004	-0.166
YGL237C	-0.085	-0.013000000000000001
YGL241W	-0.011000000000000001	-0.057
YGL242C	-0.040999999999999995	0.0
YGL243W	-0.054000000000000006	-0.02
YGL244W	-0.295	-0.248
YGL248W	-0.039	-0.016
YGL249W	-0.005	0.012
YGL250W	-0.07200000000000001	-0.215
YGL251C	-0.212	-0.31
YGL252C	-0.057999999999999996	0.017
YGL253W	0.10099999999999999	0.132
YGL254W	-0.012	-0.024
YGL255W	-0.019	-0.033
YGL256W	-0.04	-0.013999999999999999
YGL257C	-0.063	-0.071
YGL258W	-0.048	-0.023
YGL259W	-0.023	-0.048
YGL260W	0.016	-0.013999999999999999
YGL261C	-0.094	-0.092
YGL262W	0.004	-0.016
YGL263W	-0.012	-0.03
YGR001C	0.018000000000000002	-0.025
YGR003W	-0.011000000000000001	0.016
YGR004W	-0.08199999999999999	-0.105
YGR007W	-0.031	-0.051
YGR008C	-0.044000000000000004	-0.096
YGR010W	-0.017	0.021
YGR011W	0.009000000000000001	-0.002
YGR012W	-0.01	0.002
YGR014W	0.087	0.128
YGR015C	-0.006999999999999999	0.037000000000000005
YGR017W	0.39899999999999997	0.365
YGR018C	0.142	0.126
YGR019W	0.273	0.307
YGR021W	0.13	0.054000000000000006
YGR022C	0.18100000000000002	0.19399999999999998
YGR023W	0.41200000000000003	0.431
YGR025W	0.079	0.062
YGR026W	0.109	0.138
YGR027C	0.028999999999999998	0.08800000000000001
YGR028W	-0.05	-0.10300000000000001
YGR031W	0.008	-0.07
YGR032W	0.047	-0.004
YGR033C	0.015	-0.028999999999999998
YGR034W	0.052000000000000005	-0.016
YGR035C	-0.08800000000000001	-0.129
YGR037C	0.043	0.08199999999999999
YGR038W	-0.10800000000000001	-0.16
YGR039W	-0.025	-0.06
YGR040W	0.008	-0.009000000000000001
YGR041W	-0.09300000000000001	-0.132
YGR042W	-0.006999999999999999	-0.022000000000000002
YGR043C	-0.037000000000000005	-0.009000000000000001
YGR044C	-0.039	-0.027999999999999997
YGR045C	0.011000000000000001	-0.032
YGR049W	-0.086	-0.037000000000000005
YGR050C	-0.055	-0.063
YGR051C	0.003	-0.03
YGR052W	-0.016	-0.063
YGR053C	-0.025	-0.08199999999999999
YGR054W	0.037000000000000005	0.065
YGR055W	0.013999999999999999	-0.043
YGR056W	0.0	0.077
YGR057C	0.09300000000000001	0.066
YGR058W	0.126	0.08900000000000001
YGR059W	-0.02	-0.039
YGR061C	0.047	0.068
YGR062C		
YGR063C	0.057	0.085
YGR064W	0.02	0.18600000000000003
YGR066C	0.032	-0.06
YGR067C	-0.037000000000000005	-0.055
YGR068C	-0.049	-0.131
YGR069W	-0.025	-0.09
YGR070W	0.023	-0.06
YGR071C	0.054000000000000006	0.18600000000000003
YGR072W	0.312	0.377
YGR076C	0.583	0.627
YGR077C	0.23600000000000002	0.22699999999999998
YGR078C	0.322	0.639
YGR079W	0.062	0.017
YGR080W	0.10300000000000001	0.10099999999999999
YGR081C	0.272	0.387
YGR084C	0.083	0.03
YGR085C		
YGR087C	-0.012	-0.027000000000000003
YGR088W	0.005	-0.003
YGR089W	-0.046	-0.08800000000000001
YGR092W	-0.163	-0.368
YGR093W	0.013000000000000001	0.057999999999999996
YGR096W	-0.006999999999999999	0.01
YGR097W	0.036000000000000004	-0.047
YGR100W	0.001	-0.01
YGR102C	0.342	0.5820000000000001
YGR106C	-0.022000000000000002	-0.065
YGR107W	0.057	-0.09699999999999999
YGR108W	-0.055	-0.071
YGR109C	-0.042	-0.038
YGR110W	0.027999999999999997	0.059000000000000004
YGR111W	-0.047	-0.006
YGR112W	0.015	0.107
YGR117C	-0.051	-0.047
YGR118W	0.19899999999999998	0.34600000000000003
YGR121C	-0.005	-0.008
YGR122C-A	0.019	-0.004
YGR122W	-0.023	-0.134
YGR123C	-0.053	-0.068
YGR124W	-0.012	-0.065
YGR125W	-0.063	-0.025
YGR126W	-0.006	-0.033
YGR127W	-0.002	-0.033
YGR129W	0.027000000000000003	0.036000000000000004
YGR130C	-0.078	-0.1
YGR131W	-0.034	-0.075
YGR132C	-0.049	0.107
YGR133W	0.042	0.066
YGR134W	-0.002	-0.055999999999999994
YGR135W	-0.021	0.063
YGR136W	-0.01	-0.03
YGR137W	-0.051	-0.009000000000000001
YGR138C	0.039	0.002
YGR139W	-0.028999999999999998	-0.047
YGR141W	-0.027000000000000003	-0.077
YGR142W	-0.067	-0.126
YGR143W	-0.019	-0.062
YGR144W	-0.036000000000000004	-0.087
YGR146C	-0.10300000000000001	-0.10300000000000001
YGR148C	0.149	0.22899999999999998
YGR149W	-0.015	-0.048
YGR150C	0.281	0.475
YGR151C	0.012	0.01
YGR152C	-0.115	-0.036000000000000004
YGR153W	-0.081	-0.135
YGR154C	-0.07	-0.076
YGR155W	0.14	0.17800000000000002
YGR157W	-0.022000000000000002	-0.032
YGR161C	-0.085	-0.037000000000000005
YGR163W	0.11199999999999999	0.253
YGR164W	-0.046	-0.19399999999999998
YGR166W	0.09	0.146
YGR168C	-0.024	-0.045
YGR169C	-0.024	0.018000000000000002
YGR170W	-0.004	-0.040999999999999995
YGR171C		
YGR173W	-0.012	-0.036000000000000004
YGR174C	-0.045	0.188
