ORF	hom | growth (relative abundance in pooled culture) | UVB [6,400 J/m2] | Birrell GW~Brown JM, 2001	hom | growth (relative abundance in pooled culture) | UVC [200 J/m2] | Birrell GW~Brown JM, 2001
YKL146W	-0.004	0.034
YLR130C	0.034	-0.035
YNL231C	0.003	0.017
YOL052C	0.261	0.389
YDR229W	-0.069	-0.041
YFR030W	-0.036	-0.060
YIR037W	-0.029	-0.092
YJR125C	0.077	0.050
YKL001C	-0.051	-0.091
YLR284C	0.023	-0.037
YLR312C	-0.003	-0.004
YNL205C	-0.083	-0.034
YOL004W	0.248	0.242
YPL108W	0.057	-0.015
YBR235W	-0.031	0.006
YBR286W	-0.025	0.001
YCR020C-A	-0.030	-0.040
YDL130W-A	0.029	-0.002
YDR282C	-0.073	-0.029
YGL170C	0.019	-0.031
YGR151C	0.012	0.010
YKL103C	-0.002	-0.019
YKR097W	0.016	-0.002
YLR181C	0.016	0.035
YLR265C	-0.021	-0.036
YLR432W	0.006	-0.050
YLR452C	-0.015	-0.018
YML010W-A	0.057	0.133
YNL071W	0.020	-0.044
YOL151W	-0.016	-0.011
YOR375C	0.024	0.023
YPR151C	-0.043	-0.030
YBR273C	0.223	0.165
YFL020C	-0.006	-0.115
YGL094C	-0.049	-0.070
YHR161C	0.025	0.029
YHR184W	-0.024	-0.060
YJL028W	-0.023	0.007
YKL062W	-0.026	-0.057
YLR174W	-0.057	-0.033
YML116W	-0.016	-0.046
YPR001W	-0.007	-0.011
YBR093C	-0.002	-0.008
YBR222C	0.009	-0.037
YDL234C	0.019	-0.023
YDR370C	-0.014	-0.037
YDR524C	0.002	0.016
YFR043C	0.009	0.038
YGL226C-A	-0.045	0.028
YGR154C	-0.070	-0.076
YHR209W	0.009	0.016
YLL014W	-0.049	-0.027
YLL024C	0.061	0.100
YLR209C	-0.009	-0.062
YML117W-A	-0.066	-0.046
YNL058C	0.032	0.007
YPL058C	0.058	-0.015
YPR006C	0.008	0.007
YBR298C	0.015	0.006
YFL031W	-0.033	-0.032
YFR021W	-0.068	-0.056
YGR134W	-0.002	-0.056
YMR086C-A	-0.052	-0.033
YNL078W	0.122	0.076
YPL004C	-0.005	-0.005
YPR145W	0.000	-0.046
YBR249C	-0.041	-0.070
YCR022C	0.011	-0.036
YCR099C	0.023	0.011
YDL125C	-0.030	-0.057
YDR128W	0.159	0.119
YDR469W	-0.048	-0.065
YGR146C	-0.103	-0.103
YJL106W	-0.038	-0.023
YJR024C	0.008	0.040
YKL079W	-0.084	-0.036
YKR030W	0.020	0.046
YLR150W	0.101	0.065
YLR313C	0.016	-0.044
YLR413W	-0.002	-0.007
YMR083W	-0.083	-0.033
YBL049W	0.096	0.032
YCL076W	0.020	0.004
YCR006C	-0.009	-0.045
YDL074C	-0.031	-0.113
YGR135W	-0.021	0.063
YJL134W	0.026	0.024
YKR105C	-0.040	-0.032
YMR173W	-0.042	-0.164
YNL239W	-0.065	-0.041
YNL315C	0.162	0.108
YOR264W	0.074	0.052
YBR232C	-0.014	-0.047
YDR130C	0.082	0.059
YEL049W	-0.005	-0.021
YGL050W	-0.026	-0.080
YGR174C	-0.045	0.188
YGR182C	0.063	0.009
YIL017C	0.117	0.155
YKL149C	0.081	0.066
YKR016W	0.079	0.048
YKR052C	-0.035	-0.033
YLR294C	0.046	0.004
YMR120C	0.020	-0.023
YNR006W	0.057	0.166
YOR111W	0.008	0.025
YBR065C	0.012	0.029
YCL051W	0.334	0.343
YDL179W	-0.042	0.045
YDL226C	0.006	0.005
YGL063W	-0.021	-0.236
YGL231C	-0.060	0.022
YGR220C	0.170	0.512
YHR121W	-0.002	-0.017
YJR056C	0.141	0.127
YKR046C	-0.002	-0.036
YLR206W	-0.026	-0.027
YOR162C	0.094	0.093
YBR180W	0.049	0.109
YDL027C	0.070	-0.002
YDR184C	0.153	0.240
YDR330W	0.004	-0.012
YDR483W	-0.016	-0.045
YEL057C	-0.014	0.037
YER039C	0.041	0.121
YGL157W	-0.003	-0.027
YJR026W	-0.044	-0.055
YKL197C	0.035	0.053
YKR026C	0.004	-0.012
YLR431C	-0.051	-0.037
YOR378W	0.014	0.043
YPL189W	-0.015	0.003
YBR023C	-0.005	0.029
YBR259W	-0.098	-0.071
YDL036C	0.077	-0.008
YDL127W	0.038	0.008
YDL134C	-0.022	-0.040
YDR494W	0.017	-0.039
YGR204W	0.078	0.269
YKL008C	0.216	0.292
YKL175W	0.009	0.024
YML081C-A	0.014	0.012
YMR135C	-0.029	-0.023
YCR059C	0.021	-0.002
YCR089W	0.151	0.105
YDL034W	0.158	0.149
YDR215C	-0.008	-0.032
YDR534C	-0.010	-0.054
YKL215C	-0.040	-0.069
YLR290C	-0.064	-0.030
YOR028C	-0.029	0.015
YOR107W	0.020	0.016
YPR045C	-0.050	-0.014
YDL201W	0.097	0.069
YDR263C	-0.025	-0.041
YGL027C	0.096	0.080
YGL241W	-0.011	-0.057
YGR133W	0.042	0.066
YGR137W	-0.051	-0.009
YHR167W	-0.037	-0.119
YJR134C	0.069	0.065
YKL043W	0.004	0.037
YKL130C	-0.030	-0.012
YKL140W	-0.027	-0.115
YPL229W	0.031	-0.040
YCL064C	0.136	0.104
YDL026W	0.095	0.082
YDL229W	-0.029	-0.040
YIR038C	0.001	-0.051
YKL038W	-0.015	-0.056
YLR188W	-0.016	-0.013
YLR456W	0.011	0.003
YMR052W	0.006	0.032
YBR035C	0.088	0.339
YBR172C	0.017	0.026
YDR018C	0.039	0.009
YGR035C	-0.088	-0.129
YGR139W	-0.029	-0.047
YGR206W	0.034	0.039
YJL135W	0.103	0.108
YLR283W	0.036	0.035
YMR068W	-0.013	-0.120
YMR104C	-0.006	-0.025
YBR176W	0.016	-0.014
YBR281C	0.007	0.031
YDL223C	-0.091	-0.240
YDR010C	-0.043	-0.050
YDR125C	0.210	0.263
YDR261C	-0.056	-0.006
YER181C	0.011	-0.049
YGR205W	0.025	-0.057
YKL026C	-0.011	0.041
YKL128C	-0.034	-0.007
YKL222C	-0.045	-0.030
YLR220W	0.043	-0.010
YLR356W	0.050	0.021
YMR065W	-0.019	-0.069
YNL063W	0.023	0.047
YNR020C	0.054	-0.063
YOL122C	0.032	0.028
YPR073C	-0.038	-0.022
YPR155C	-0.012	-0.025
YBR150C	0.063	0.059
YCL063W	0.025	0.046
YCR011C	0.007	-0.037
YDR195W	NaN	NaN
YGR131W	-0.034	-0.075
YJR092W	0.049	0.062
YKL207W	-0.005	-0.036
YLR404W	-0.001	-0.093
YNL079C	NaN	NaN
YDR110W	-0.032	-0.020
YDR312W	-0.033	-0.017
YGR008C	-0.044	-0.096
YGR230W	-0.075	-0.061
YLR178C	0.000	-0.063
YMR075W	-0.027	-0.123
YNL077W	0.050	0.046
YOL007C	0.032	0.026
YOL153C	-0.006	-0.032
YCL056C	0.028	0.000
YDR131C	0.020	0.033
YDR214W	0.034	0.062
YDR530C	-0.014	-0.057
YFL027C	0.029	-0.020
YGR201C	0.038	-0.100
YGR236C	0.042	0.034
YGR250C	-0.019	0.013
YLR427W	0.009	0.011
YML120C	-0.011	-0.018
YMR101C	-0.047	-0.069
YPR090W	0.003	-0.012
YAR050W	0.071	0.017
YDR169C	0.014	0.065
YGL045W	0.027	0.032
YGL165C	0.004	-0.023
YGR109C	-0.042	-0.038
YGR244C	-0.038	-0.042
YGR261C	0.095	0.099
YJR080C	0.026	-0.007
YKL117W	0.007	-0.065
YMR069W	0.019	-0.017
YMR086W	-0.027	-0.019
YBR012C	0.170	0.106
YDL210W	-0.008	0.036
YDR379W	-0.046	0.016
YDR441C	-0.057	-0.120
YFR024C-A	-0.015	-0.007
YGL109W	-0.039	-0.009
YGR023W	0.412	0.431
YHR158C	0.038	-0.015
YJR050W	0.158	0.138
YKR014C	0.106	0.030
YLR046C	0.019	0.011
YLR199C	-0.047	-0.008
YNL274C	0.166	0.170
YNR013C	-0.015	-0.032
YOR325W	-0.003	0.057
YPR063C	0.038	0.063
YPR064W	0.020	0.007
YBR269C	0.100	0.040
YDR321W	-0.063	-0.012
YHR155W	0.000	-0.042
YKL184W	0.010	-0.017
YML068W	-0.024	-0.057
YNL089C	-0.014	-0.046
YOR220W	-0.002	-0.027
YPR160W	-0.018	-0.026
YCL050C	0.221	0.248
YCR025C	-0.029	-0.008
YDL203C	0.000	-0.011
YDR319C	-0.018	-0.079
YFL032W	-0.006	0.000
YJL062W	-0.206	0.035
YLR255C	-0.010	-0.031
YLR280C	0.015	-0.013
YMR087W	-0.022	-0.043
YNR041C	0.113	-0.008
YCL030C	0.018	0.019
YDL134C-A	0.032	0.003
YDL225W	-0.044	-0.011
YDR284C	-0.012	0.009
YGL002W	-0.048	-0.058
YGL262W	0.004	-0.016
YGR070W	0.023	-0.060
YGR126W	-0.006	-0.033
YGR227W	-0.052	0.081
YKL129C	-0.008	-0.022
YLR360W	0.062	-0.017
YMR293C	0.402	0.803
YPL051W	0.010	0.089
YPR071W	0.028	0.018
YPR084W	-0.005	-0.035
YCL044C	0.003	-0.008
YDR176W	0.135	0.159
YGL081W	-0.011	-0.017
YGR012W	-0.010	0.002
YGR071C	0.054	0.186
YGR138C	0.039	0.002
YML118W	-0.027	-0.085
YNL010W	0.023	0.025
YNL032W	-0.009	-0.022
YPR065W	0.073	0.060
YPR128C	-0.008	-0.041
YPR171W	-0.033	-0.052
YBR108W	0.032	-0.021
YDR154C	-0.013	0.052
YFL040W	-0.035	-0.050
YGL034C	-0.040	-0.095
YGR088W	0.005	-0.003
YKL100C	0.006	-0.021
YLR023C	0.069	0.073
YLR267W	0.012	-0.040
YLR282C	-0.014	-0.045
YLR311C	-0.005	-0.005
YML113W	-0.022	-0.071
YMR326C	-0.027	-0.035
YOL126C	0.001	-0.035
YPL088W	0.158	0.105
YBR224W	-0.010	0.059
YCR004C	0.034	0.070
YDL216C	-0.065	0.033
YDR119W	0.279	0.257
YDR142C	-0.035	-0.077
YDR517W	0.049	0.012
YGL179C	-0.032	-0.054
YIR043C	0.130	0.173
YJR097W	0.021	-0.019
YJR133W	0.028	-0.010
YKL029C	-0.029	-0.042
YKR013W	0.086	0.051
YMR082C	0.013	-0.029
YOL114C	0.066	0.017
YBR162C	0.026	0.063
YBR233W	-0.032	0.056
YDR007W	-0.010	0.021
YDR067C	0.031	-0.008
YDR096W	0.051	0.004
YGL176C	-0.029	-0.028
YGL224C	0.032	-0.022
YLR344W	0.055	0.108
YLR438W	-0.007	-0.051
YNR039C	-0.031	-0.042
YOR007C	-0.031	-0.081
YPL041C	0.065	-0.038
YPL087W	-0.003	-0.012
YDL053C	0.052	0.017
YDL238C	-0.004	-0.043
YDR111C	-0.006	-0.028
YFL030W	0.021	0.027
YGL243W	-0.054	-0.020
YIL037C	NaN	NaN
YKL070W	0.011	-0.014
YKL132C	-0.021	-0.004
YLR375W	0.036	0.027
YOR132W	0.073	0.056
YOR215C	-0.014	-0.029
YOR305W	0.141	0.239
YOR330C	0.133	0.207
YPR051W	0.035	0.068
YCR092C	0.065	-0.001
YDL131W	-0.007	-0.043
YDR528W	0.026	-0.028
YEL003W	-0.076	0.018
YGL057C	0.012	0.012
YGL083W	0.015	-0.031
YGL110C	0.030	0.032
YGR194C	-0.028	-0.003
YGR241C	0.011	0.014
YLR142W	0.081	0.069
YLR207W	-0.010	-0.040
YLR213C	-0.053	-0.055
YLR279W	0.024	0.004
YLR420W	-0.014	0.078
YOL090W	-0.061	-0.069
YGL221C	-0.012	-0.064
YGR045C	0.011	-0.032
YGR130C	-0.078	-0.100
YGR196C	0.074	0.104
YGR226C	-0.058	-0.005
YHR178W	-0.157	-0.158
YLR165C	-0.038	-0.012
YLR269C	-0.014	-0.007
YLR449W	-0.027	0.001
YAL059W	-0.021	0.150
YCL045C	0.094	0.035
YDL237W	0.011	0.023
YDR001C	-0.024	-0.086
YDR515W	0.043	0.045
YGL051W	-0.021	-0.041
YGR039W	-0.025	-0.060
YGR044C	-0.039	-0.028
YJR084W	0.008	0.005
YKR093W	0.053	0.038
YNL020C	-0.021	-0.018
YOR134W	0.053	0.025
YBR104W	-0.011	0.054
YCR015C	-0.024	-0.018
YDL122W	-0.030	-0.045
YDR501W	-0.034	-0.036
YGL117W	-0.052	0.008
YGL126W	-0.014	-0.051
YLR428C	0.004	0.072
YOL119C	0.007	-0.008
YBR182C	-0.026	-0.031
YCL048W	0.018	0.031
YCL074W	0.010	0.053
YDR099W	-0.032	-0.053
YGL049C	0.003	-0.029
YKL047W	0.016	0.024
YKL050C	-0.043	-0.004
YKL115C	0.014	-0.107
YKR012C	0.127	0.138
YLR407W	-0.050	-0.069
YLR421C	-0.050	-0.081
YLR444C	0.054	0.017
YBR006W	0.055	0.135
YCR077C	-0.127	-0.323
YDL243C	0.032	0.002
YBR083W	0.019	0.068
YCL033C	-0.017	-0.030
YDL135C	0.001	0.054
YDL144C	0.042	0.022
YDL154W	0.011	-0.016
YGR232W	0.240	0.290
YJR078W	0.021	0.037
YKL037W	-0.102	0.088
YLR134W	-0.009	-0.023
YML022W	0.045	0.131
YNL014W	-0.065	-0.086
YPR127W	-0.008	-0.037
YCR036W	-0.019	0.090
YCR068W	0.110	0.153
YFR010W	-0.006	-0.132
YGL236C	-0.059	-0.166
YGR061C	0.047	0.068
YIL084C	-0.022	-0.035
YKL161C	0.101	0.137
YKL162C	0.093	0.097
YKR060W	0.060	-0.024
YLR189C	-0.032	-0.063
YPL098C	0.134	0.235
YPL224C	-0.028	-0.013
YPR069C	0.014	-0.037
YBL036C	-0.034	-0.021
YBR092C	0.008	-0.002
YDR421W	0.021	-0.034
YGL234W	0.040	0.177
YGL235W	-0.003	-0.018
YGR238C	0.060	0.062
YKL064W	0.007	-0.015
YKL160W	0.251	0.266
YKL201C	0.008	-0.001
YLR021W	0.107	0.202
YLR179C	-0.054	-0.075
YLR250W	-0.015	-0.022
YOL137W	-0.030	-0.034
YOR298C-A	0.004	-0.017
YOR379C	0.041	0.015
YPL005W	NaN	NaN
YPR075C	-0.027	-0.029
YCL040W	-0.029	-0.063
YCR106W	-0.006	-0.043
YDL057W	0.023	-0.061
YDL197C	0.116	0.114
YDR011W	-0.024	-0.032
YDR357C	0.029	-0.093
YGR152C	-0.115	-0.036
YGR222W	NaN	NaN
YHR003C	0.052	0.038
YIL052C	0.240	0.164
YIR035C	-0.007	-0.052
YIR036C	0.004	-0.042
YKL106W	-0.015	-0.051
YKL124W	0.005	-0.015
YKR017C	0.076	-0.001
YKR044W	0.003	-0.020
YKR059W	0.055	0.063
YLR319C	0.020	-0.032
YMR158C-B	-0.063	-0.072
YOR213C	0.017	-0.011
YOR332W	0.018	0.079
YBL048W	0.106	0.074
YBR242W	0.023	-0.016
YCR085W	0.006	0.064
YDL236W	-0.038	-0.038
YDR112W	-0.027	-0.027
YDR513W	0.035	0.027
YGL156W	-0.023	-0.014
YGL222C	-0.020	-0.013
YGR059W	-0.020	-0.039
YGR125W	-0.063	-0.025
YKL027W	0.032	-0.012
YKL217W	-0.013	-0.039
YLR177W	-0.028	-0.039
YML067C	0.036	-0.002
YMR071C	-0.048	-0.061
YOL125W	0.008	-0.021
YOR290C	-0.540	-0.686
YPL009C	0.013	0.017
YPR031W	-0.083	-0.109
YPR032W	-0.009	0.044
YPR093C	0.009	-0.020
YCR010C	-0.039	0.001
YDR031W	-0.015	-0.045
YDR358W	0.019	-0.024
YER177W	-0.005	-0.056
YHR146W	0.002	-0.059
YKL123W	-0.003	0.022
YKR010C	0.209	0.140
YMR085W	-0.018	-0.027
YNL049C	0.001	0.011
YNR025C	0.003	-0.042
YPR042C	-0.020	-0.031
YPR098C	-0.047	-0.037
YBR072W	0.010	0.044
YGR242W	0.034	0.058
YKR089C	-0.036	-0.052
YLR395C	0.064	0.004
YMR081C	-0.019	-0.042
YNL146W	0.000	-0.009
YOR227W	NaN	NaN
YFL044C	-0.050	-0.005
YFR046C	0.032	-0.030
YGL053W	0.022	-0.021
YGL079W	-0.020	-0.034
YGR001C	0.018	-0.025
YGR234W	0.099	0.174
YKR041W	0.015	-0.016
YOR030W	-0.007	0.010
YPR004C	0.029	0.013
YCR050C	-0.006	0.014
YDR445C	-0.063	-0.080
YGR233C	0.645	0.673
YIL135C	0.014	-0.049
YJL012C	0.082	0.083
YLR205C	0.022	-0.052
YLR278C	0.034	0.077
YLR390W-A	-0.031	-0.045
YLR453C	0.035	-0.020
YNR024W	-0.050	-0.050
YOR191W	0.082	0.215
YPR026W	-0.058	-0.014
YCL047C	0.001	0.005
YDL072C	0.017	-0.027
YDL199C	0.115	0.105
YDR202C	0.058	0.109
YDR266C	0.002	0.028
YFL041W	0.007	-0.072
YFL051C	-0.093	-0.052
YGL042C	0.027	-0.060
YGL062W	0.044	-0.017
YGL159W	0.007	-0.005
YGR161C	-0.085	-0.037
YGR249W	0.010	0.010
YKL067W	-0.048	-0.039
YKL198C	0.020	0.000
YKR087C	-0.034	-0.052
YLR164W	0.066	0.019
YLR173W	-0.071	-0.061
YLR455W	-0.020	-0.017
YMR090W	-0.016	-0.008
YOL088C	-0.039	-0.046
YPL183C	0.055	0.042
YPR079W	-0.006	-0.008
YPR173C	0.098	0.100
YGR108W	-0.055	-0.071
YOR339C	0.244	0.587
YDR051C	-0.007	0.022
YDR144C	-0.003	-0.018
YDR329C	0.038	0.050
YGL166W	0.009	-0.050
YGR019W	0.273	0.307
YGR038W	-0.108	-0.160
YGR127W	-0.002	-0.033
YIR034C	-0.005	0.000
YLR281C	0.008	-0.059
YLR335W	0.476	0.496
YOL141W	-0.060	-0.036
YOR245C	0.260	0.242
YBR059C	0.010	0.033
YBR240C	-0.048	0.011
YDL233W	0.017	0.003
YDR100W	0.018	-0.026
YDR502C	0.100	0.109
YLR254C	-0.029	-0.049
YMR282C	NaN	NaN
YDL024C	0.321	0.295
YGL059W	0.048	-0.060
YGL203C	0.053	0.072
YGR089W	-0.046	-0.088
YJR033C	-0.004	0.077
YKL107W	-0.026	-0.049
YKL133C	-0.018	-0.009
YLR133W	-0.105	0.082
YLR248W	-0.016	-0.107
YMR194C-A	0.011	-0.028
YNL233W	-0.021	-0.030
YOR113W	0.053	0.079
YPR058W	0.083	0.086
YDL215C	-0.024	-0.028
YDR309C	-0.031	-0.030
YGL202W	0.084	0.026
YLR303W	-0.023	-0.191
YMR084W	-0.025	-0.041
YNL086W	-0.005	-0.024
YNR034W	-0.031	-0.022
YPR012W	-0.049	-0.074
YPR114W	-0.026	-0.038
YDL138W	0.029	0.039
YDL218W	-0.006	0.031
YDR072C	-0.020	-0.063
YDR123C	0.155	0.179
YGL158W	-0.006	-0.014
YGL209W	-0.010	0.005
YGR260W	0.014	-0.012
YNL229C	0.354	0.499
YNR031C	-0.034	-0.053
YPR172W	-0.017	-0.001
YDR239C	0.039	0.029
YDR351W	0.031	-0.019
YFL055W	-0.096	-0.101
YGL152C	0.016	-0.008
YGR136W	-0.010	-0.030
YIL038C	0.303	0.309
YKL020C	-0.019	-0.025
YKL102C	0.011	-0.024
YKR077W	-0.020	-0.021
YKR098C	-0.027	0.018
YLR138W	0.000	-0.062
YLR460C	0.018	-0.014
YML076C	-0.024	-0.010
YMR191W	0.011	-0.032
YPL232W	-0.003	0.000
YBL028C	0.041	0.018
YCR049C	-0.063	0.005
YDL230W	0.004	0.040
YGL028C	0.008	-0.006
YGL177W	-0.029	-0.054
YGR247W	-0.019	-0.023
YIL018W	0.062	0.072
YKL051W	-0.034	-0.025
YKR027W	0.063	0.079
YKR065C	0.027	0.067
YLR219W	-0.005	-0.054
YLR247C	0.013	-0.033
YLR454W	-0.019	-0.018
YNR072W	-0.004	-0.007
YOL129W	0.007	-0.024
YOR112W	0.099	0.096
YCR102W-A	-0.006	-0.003
YGR178C	-0.054	0.045
YKL066W	-0.044	-0.071
YKR096W	-0.024	-0.012
YLR047C	-0.060	-0.032
YNR027W	-0.056	-0.123
YOL117W	0.029	0.084
YDL239C	0.048	0.023
YDR294C	0.011	0.012
YDR503C	0.267	0.220
YER110C	0.273	0.343
YFR020W	-0.044	-0.058
YGL026C	-0.015	-0.203
YGL090W	-0.013	-0.043
YGL217C	0.016	-0.011
YGR077C	0.236	0.227
YGR142W	-0.067	-0.126
YHR127W	-0.038	-0.031
YKR015C	0.102	0.058
YPR009W	-0.007	-0.045
YPR184W	0.025	-0.025
YDR102C	-0.013	-0.030
YFR047C	-0.001	-0.019
YGR040W	0.008	-0.009
YGR107W	0.057	-0.097
YIR032C	-0.019	-0.039
YKL061W	0.007	-0.058
YKR061W	0.014	-0.072
YKR091W	-0.046	-0.048
YLR016C	0.147	0.181
YLR285W	-0.003	-0.050
YPR122W	-0.092	-0.110
YCR024C-A	0.013	0.077
YGR282C	-0.006	-0.083
YKL131W	-0.002	-0.029
YKR088C	-0.048	-0.037
YNR009W	-0.027	-0.063
YNR049C	0.243	0.289
YBR272C	0.050	0.102
YDR063W	0.037	0.000
YFR033C	-0.050	-0.051
YGR212W	0.019	-0.017
YGR268C	0.051	-0.066
YKL137W	-0.029	-0.005
YKR018C	0.013	-0.035
YLR408C	-0.034	-0.022
YOR333C	0.009	0.042
YPL137C	-0.073	-0.079
YDR203W	0.084	0.078
YGL149W	0.032	0.048
YGR187C	0.084	0.176
YGR243W	0.051	0.030
YKL056C	0.015	0.076
YKL081W	0.001	-0.055
YNR015W	-0.014	-0.046
YPL068C	0.226	0.331
YBR074W	-0.058	-0.051
YBR264C	-0.010	0.022
YCR017C	0.110	-0.023
YDL204W	0.008	-0.018
YDR387C	-0.018	-0.025
YFL028C	-0.019	-0.011
YIR044C	0.170	0.203
YKL068W	0.078	-0.011
YKR055W	0.004	-0.049
YKR066C	-0.040	-0.092
YLR202C	0.034	0.118
YPR096C	-0.038	-0.066
YBL024W	0.006	0.054
YBR291C	0.067	0.087
YDR317W	0.009	0.058
YEL033W	NaN	NaN
YFR036W	-0.047	-0.094
YGR284C	-0.005	-0.052
YKR003W	-0.017	-0.031
YKR050W	0.030	-0.063
YPR129W	-0.011	-0.007
YDR479C	-0.007	0.000
YGL139W	0.202	0.162
YGR150C	0.281	0.475
YJR087W	0.045	-0.007
YKL164C	0.013	0.015
YKL199C	0.000	-0.043
YKR067W	-0.039	-0.048
YNL074C	-0.077	-0.003
YBL029W	-0.027	-0.032
YDL065C	0.033	0.036
YDL194W	0.272	0.365
YDL240W	0.051	0.051
YKL086W	-0.045	-0.050
YKL157W	0.328	0.346
YKL163W	0.134	0.133
YNL009W	0.001	-0.037
YDR368W	-0.046	-0.052
YGR066C	0.032	-0.060
YKR028W	-0.066	-0.048
YFR022W	-0.047	-0.064
YGL066W	-0.099	-0.201
YGL085W	0.017	-0.044
YGR129W	0.027	0.036
YGR171C	NaN	NaN
YGR176W	-0.016	-0.044
YGR256W	-0.008	0.002
YML107C	0.019	0.040
YNL066W	0.080	0.024
YPR126C	-0.014	-0.036
YCL038C	-0.040	-0.050
YCL075W	0.012	0.008
YDR005C	-0.086	-0.048
YGL133W	-0.005	-0.003
YKL202W	0.009	0.004
YLR368W	NaN	NaN
YNR019W	-0.019	-0.030
YOR066W	-0.019	-0.017
YAL020C	0.291	0.552
YBL071C	0.177	0.321
YCR105W	-0.006	0.001
YDL219W	0.006	0.026
YDR132C	0.017	-0.003
YGR153W	-0.081	-0.135
YKL031W	-0.001	-0.020
YMR088C	-0.005	0.035
YNL204C	-0.043	-0.013
YDR393W	0.150	0.311
YFL003C	-0.004	-0.050
YKR090W	-0.002	0.011
YNL035C	0.036	0.030
YOL107W	-0.008	-0.054
YOL152W	0.015	-0.033
YOR243C	0.440	0.456
YBR245C	-0.013	-0.007
YCL035C	-0.030	-0.024
YLR292C	0.004	0.016
YDL227C	-0.020	-0.017
YDL241W	-0.071	-0.080
YGL161C	0.011	-0.028
YGL162W	-0.035	-0.010
YGR132C	-0.049	0.107
YHR180W	-0.017	0.018
YLR190W	-0.010	0.066
YOL113W	0.215	0.148
YBL021C	NaN	NaN
YBR263W	0.035	0.008
YDR133C	0.016	0.023
YFL052W	-0.036	-0.020
YGL032C	-0.097	-0.099
YGR208W	0.015	-0.075
YLR211C	0.030	0.016
YDR109C	0.003	-0.025
YDR354W	0.056	-0.060
YFR041C	-0.023	-0.052
YGL180W	0.006	-0.003
YKL105C	0.015	-0.052
YNL004W	0.029	0.010
YNL198C	0.097	0.106
YGL194C	0.096	0.101
YGR225W	-0.072	-0.054
YHR185C	-0.021	-0.073
YKL094W	-0.015	-0.004
YMR132C	-0.062	-0.050
YMR160W	-0.020	-0.031
YMR253C	-0.037	-0.020
YNL011C	0.001	-0.097
YNL034W	-0.032	-0.044
YGL089C	-0.069	-0.058
YGR017W	0.399	0.365
YKL084W	0.023	-0.006
YNR005C	-0.040	-0.106
YDR297W	0.026	0.025
YDR518W	0.252	0.583
YFL048C	-0.026	-0.028
YFL053W	-0.020	-0.070
YFR017C	0.003	-0.036
YFR032C	0.005	0.020
YGL072C	0.284	0.089
YKL188C	-0.035	-0.036
YMR133W	-0.001	-0.026
YBR261C	0.038	-0.024
YDL222C	-0.001	0.015
YFR049W	-0.030	0.008
YJL160C	-0.023	-0.017
YKR043C	0.040	-0.030
YKR076W	-0.010	-0.094
YLR461W	0.022	-0.009
YOL116W	0.160	0.142
YPR074C	0.014	0.009
YCR016W	0.026	0.046
YDR068W	0.018	-0.032
YFL046W	-0.016	-0.087
YFR044C	-0.009	-0.011
YKL011C	0.156	0.130
YKR100C	0.060	0.046
YNR071C	-0.061	-0.035
YDL133C-A	-0.028	-0.037
YDR523C	0.033	-0.008
YFR045W	-0.008	-0.023
YGL153W	-0.002	0.024
YGR207C	0.005	-0.001
YKL200C	-0.036	-0.063
YKR085C	-0.009	0.308
YLR183C	-0.061	0.021
YML109W	-0.018	-0.034
YDR338C	0.160	0.086
YDR438W	0.004	-0.037
YGR149W	-0.015	-0.048
YNL045W	0.018	-0.027
YDR425W	0.070	0.064
YDR453C	-0.031	-0.014
YFL063W	-0.064	-0.048
YGR123C	-0.053	-0.068
YNR030W	-0.027	-0.030
YOL099C	-0.074	-0.148
YPR054W	0.044	-0.007
YDR352W	0.033	-0.030
YGL144C	0.099	0.029
YGR259C	-0.029	-0.093
YKL063C	-0.030	-0.016
YKL077W	-0.016	0.030
YLR299W	0.015	-0.055
YNR075W	-0.037	-0.059
YPR174C	-0.066	-0.064
YDL088C	0.094	0.098
YKL010C	0.145	0.155
YNL047C	-0.026	-0.095
YNR028W	0.000	-0.030
YNR070W	-0.019	0.018
YPR089W	0.009	-0.020
YDL025C	-0.018	-0.029
YDR234W	-0.065	-0.028
YFL042C	-0.042	-0.029
YFR023W	-0.012	-0.026
YGL148W	0.094	-0.004
YGL181W	-0.009	-0.085
YGR141W	-0.027	-0.077
YKL168C	0.049	0.060
YKL205W	0.027	0.015
YLR017W	0.113	0.159
YOL132W	-0.010	-0.038
YDR061W	-0.005	-0.008
YDR157W	0.010	-0.041
YDR206W	0.070	0.071
YKR075C	-0.009	0.012
YLR289W	0.024	-0.022
YLR434C	0.052	0.044
YMR130W	-0.018	-0.042
YDL137W	-0.016	-0.052
YDR430C	0.093	0.064
YGL146C	0.043	0.013
YGR202C	0.041	0.052
YKL120W	-0.021	-0.034
YLR217W	-0.034	-0.091
YGR014W	0.087	0.128
YIR020C	0.048	-0.076
YLR410W	-0.058	-0.060
YPL062W	0.240	0.367
YPR109W	-0.004	-0.054
YCL039W	-0.005	-0.023
YDR135C	0.041	0.015
YGL154C	0.015	0.011
YKR035W-A	0.065	0.064
YLR354C	0.039	0.057
YMR063W	-0.019	-0.022
YPR201W	-0.050	-0.048
YDR443C	0.165	0.218
YGR100W	0.001	-0.010
YLR227C	-0.005	-0.052
YLR236C	0.007	-0.024
YGL215W	0.029	0.023
YPR179C	0.003	-0.021
YFL049W	-0.017	-0.020
YFL050C	-0.037	-0.083
