orf	hap a | growth (exponential growth rate) | paraquat [400 ug/mL] | SC | Stenberg S~Warringer J, 2022
YDR279W	-0.10486628109538301
YDR281C	-0.158829494157333
YDR282C	0.0184557127413
YDR283C	-0.143116011885725
YDR284C	-0.171019226782667
YDR285W	-0.0183947401319
YDR286C	-0.005093599534465
YDR287W	0.11849601631960001
YDR289C	-0.020938329569000002
YDR290W	-0.3663829570865
YDR291W	0.028146949152349998
YDR293C	0.0613498513936152
YDR294C	-0.45256945399099996
YDR297W	-0.167929688592
YDR304C	-0.07905235540618
YDR305C	-0.619246813410833
YDR306C	-0.04134900533825
YDR307W	-0.7110780736471669
YDR309C	0.042115172570825
YDR310C	-0.0161573430329167
YDR312W	-0.5925498638755
YDR313C	-0.13846766889016698
YDR314C	-0.133922495678937
YDR315C	-0.0874338898179833
YDR316W	0.077811202564705
YDR317W	-0.05035208802192
YDR318W	-0.261669704274833
YDR319C	-0.514180587646167
YDR320C	-0.19185200404553301
YDR321W	-0.190051086905667
YDR322W	-0.138388410599587
YDR323C	-0.6519557498018499
YDR326C	-0.528019766216
YDR329C	-0.0339350722154283
YDR330W	-0.03512543724265
YDR332W	-0.041315354097415
YDR333C	-0.0899795109707833
YDR334W	-0.279943276274833
YDR335W	-0.0160009410944483
YDR336W	-0.1956942539254
YDR337W	0.05526347154173001
YDR338C	-0.7201611616399999
YDR340W	-0.0475677702311333
YDR344C	0.0218294613847667
YDR345C	-0.886596560183667
YDR346C	-0.0992112838558933
YDR347W	-0.0855826358101833
YDR348C	-0.4633646155086671
YDR349C	-0.1360103362368
YDR350C	-0.23446555111758702
YDR351W	0.116894815531967
YDR352W	0.005240040924916671
YDR354W	0.07361085951464999
YDR357C	-0.19276116106539998
YDR358W	-0.15665504653703302
YDR359C	-0.3989366947688329
YDR360W	-0.235976818963833
YDR363W	-1.1422166762955
YDR363W-A	-0.280003561383667
YDR364C	-0.760530183471577
YDR368W	-0.0318361264507667
YDR369C	-0.35588355733716703
YDR370C	-0.0269486963436
YDR371W	-0.00436861853079
YDR372C	-0.06519262145917501
YDR374C	-0.06454776769286
YDR375C	-0.06125350337475
YDR377W	-0.000354583417491669
YDR378C	-0.5514630310424999
YDR379W	0.0021958375156333303
YDR380W	-0.18916579855950003
YDR382W	-0.276767031577
YDR383C	-0.00943942486166667
YDR384C	-0.900221663383333
YDR385W	-0.0446201701994133
YDR386W	-0.04767097599480501
YDR387C	-0.659920694021333
YDR388W	-1.819083524606
YDR389W	-0.516903375602
YDR391C	-0.00550335517166667
YDR392W	0.114057208648517
YDR393W	-0.175254203140333
YDR395W	0.0396914654829833
YDR399W	-0.0653757082402133
YDR400W	-0.10633726212316699
YDR401W	0.08835350419055
YDR402C	0.0113762714788407
YDR403W	0.0468809624307683
YDR405W	-0.50183571867705
YDR406W	-0.006203952547800999
YDR408C	-0.5079696349786671
YDR409W	-0.01566091651635
YDR410C	-0.169517676256233
YDR411C	-0.0337630585024
YDR414C	0.297208802595
YDR415C	0.10785680061564999
YDR419W	0.06691383812585
YDR420W	-0.5491194548271671
YDR421W	0.0943642513793167
YDR422C	-0.02053013923772
YDR423C	-0.0352532992262833
YDR424C	-0.0517985465528317
YDR425W	-0.0436456215632
YDR426C	-0.0829303412039167
YDR428C	-0.812768619594333
YDR430C	-0.0620285319596623
YDR431W	-0.760872417848
YDR435C	0.0919745565481833
YDR436W	-0.3242424834765
YDR438W	-0.0556712115505333
YDR439W	-0.35562044311266705
YDR440W	0.0112252383897833
YDR441C	-0.33462249133349997
YDR444W	-0.0374728016892233
YDR445C	-0.653221061088833
YDR446W	-0.0602953050928167
YDR447C	-0.204870133187
YDR448W	-0.32492492588595695
YDR450W	-0.564791156041875
YDR451C	-0.6685442303845001
YDR452W	0.0260449810451
YDR453C	-0.0120084601656667
YDR455C	0.0612076998561267
YDR456W	-0.142291417497465
YDR457W	-0.548320179324125
YDR458C	-0.11168876773589999
YDR459C	-0.3948848283315
YDR461W	-0.24972429493766699
YDR462W	-0.345512280101185
YDR463W	-0.0331988396183167
YDR465C	-0.24220182464200002
YDR466W	0.014089516382985001
YDR467C	0.0467357733016533
YDR469W	-0.3063709297905
YDR470C	-0.7312891387605
YDR471W	-0.0843634075157
YDR475C	-0.15550877404743316
YDR476C	0.0473418980158333
YDR477W	-0.407770922964
YDR479C	-0.12343012166163302
YDR480W	-0.0814867642287167
YDR481C	0.0249836072930167
YDR482C	-0.0277240306032033
YDR483W	-0.7551167715997501
YDR484W	-0.15943633216030498
YDR485C	-0.212323764838
YDR486C	-1.23705637291983
YDR488C	-0.0453119027035683
YDR490C	-0.404008798859833
YDR491C	0.042642417016625
YDR492W	0.0699058880493667
YDR493W	0.14252197296029998
YDR494W	-0.603684253515833
YDR495C	-0.580981270766
YDR496C	-0.2512147291205
YDR497C	-0.0991446593232167
YDR500C	-0.049038704665824995
YDR501W	-0.02683279777872
YDR502C	-0.658393120825333
YDR503C	-0.0419831945980583
YDR504C	-0.00439156214978333
YDR505C	0.0438974562146483
YDR506C	-0.7696498023723329
YDR508C	-0.1072192629395
YDR509W	-0.15026563618616698
YDR511W	0.0406709640417833
YDR512C	-0.15069875754735002
YDR513W	0.000578102277366667
YDR514C	-0.1290490799275
YDR515W	-0.11446417904504999
YDR516C	0.08513918777535001
YDR517W	-0.0931674874065333
YDR519W	0.00251105157631833
YDR520C	-0.0936891936217
YDR522C	-0.6699316999999999
YDR524C	-0.04423995
YDR525W	-0.05540041
YDR525W-A	-0.7148244
YDR528W	-0.08603941
YDR529C	-0.0030505940000000002
YDR530C	-0.6895574999999999
YDR532C	-0.5690569999999999
YDR533C	-1.3413549999999999
YDR534C	-0.04106805
YDR535C	0.05010075
YDR536W	-0.01788802
YDR537C	-0.7290326
YDR538W	-0.05974287
YDR539W	-0.04869039
YDR540C	-0.06971034
YDR541C	-0.09018242
YEL001C	-0.04437281
YEL003W	-0.11959289999999999
YEL004W	-0.6358113000000001
YEL005C	-0.05126759
YEL006W	-0.0510663
YEL007W	0.3065719
YEL008W	-0.5323857
YEL009C	-0.28967350000000003
YEL010W	-0.0038295240000000004
YEL011W	-0.14286379999999999
YEL012W	-0.139459
YEL013W	-0.8723726999999999
YEL014C	-0.4237473
YEL015W	-0.18621429999999997
YEL016C	-0.05203842
YEL017C-A	-0.04213373
YEL017W	-0.09109739
YEL020C	-0.03964481
YEL023C	-0.2877317
YEL025C	-0.09850235
YEL027W	-0.7645771
YEL028W	0.07335642
YEL029C	-1.032913
YEL030W	-0.38320859999999995
YEL031W	-0.5525634
YEL033W	-0.138048
YEL036C	-0.02912848
YEL037C	-0.06092524
YEL038W	-0.03630764
YEL039C	-0.1131114
YEL040W	0.01862526
YEL041W	-0.12338130000000001
YEL042W	-0.6981421999999999
YEL043W	-0.1593406
YEL044W	-0.21170160000000002
YEL045C	-1.009668
YEL046C	-1.253192
YEL047C	-0.0007523206
YEL048C	0.03329369
YEL049W	-0.5787800999999999
YEL052W	-0.25664000000000003
YEL053C	-0.1772136
YEL056W	-0.08423994
YEL057C	-0.02992407
YEL059W	-1.007898
YEL060C	0.01341025
YEL061C	-0.29742820000000003
YEL062W	0.04700755
YEL063C	-0.046805
YEL064C	-0.03964756
YEL065W	-0.07802724
YEL066W	0.02483756
YEL067C	-0.260969
YEL068C	-0.3966327
YEL071W	-0.06602591
YER001W	0.1330127
YER002W	-0.01656501
YER004W	-0.002098556
YER005W	-0.02254959
YER007C-A	0.04000627
YER007W	-0.03794473
YER010C	-0.04775122
YER011W	-0.6008729
YER016W	-0.23801170000000002
YER017C	-0.2740214
YER019C-A	-0.2002211
YER019W	-1.783094
YER020W	-0.5076808
YER024W	0.01468576
YER027C	-0.28403629999999996
YER028C	-0.9257183000000001
YER030W	-0.2441217
YER031C	-0.07805281
YER032W	-0.1234316
YER033C	-0.1619471
YER034W	0.01965594
YER035W	-0.47520609999999996
YER038W-A	-0.06370397
YER039C	-0.05725463
YER039C-A	-0.08994396
YER040W	-0.7811335
YER041W	-0.07961839999999999
YER042W	-0.07093601
YER044C	-0.3400905
YER044C-A	-0.009667351
YER045C	-0.08433588
YER046W	-0.24665660000000003
YER046W-A	-0.0372821
YER047C	-0.11722069999999998
YER048C	-0.1543411
YER049W	-0.08608837
YER050C	-0.01845022
YER051W	-0.3994787
YER052C	-0.43692200000000003
YER053C	-0.04687247
YER054C	-0.07007295
YER055C	-0.5325801
YER056C	-0.6003052
YER056C-A	-0.23197420000000002
YER057C	-0.7901741999999999
YER058W	-0.250537
YER059W	-0.2038076
YER060W	-0.16543360000000001
YER060W-A	-0.07069153
YER061C	-0.7571014
YER062C	-0.06225058
YER063W	-0.1859405
YER064C	-0.04509237
YER065C	-0.03182329
YER066C-A	-0.6949919
YER066W	-1.262916
YER067C-A	-0.8626985999999999
YER067W	-0.03182312
YER068C-A	-0.7767366
YER068W	-0.5912775
YER069W	-0.05071356
YER070W	-0.050700699999999994
YER071C	0.03103706
YER072W	-0.5507055999999999
YER073W	-0.01729802
YER074W	-0.2874795
YER075C	-0.07317313
YER077C	-0.07709607
YER078C	-0.544423
YER079W	-0.08685551
YER080W	-0.1411717
YER081W	-0.1489637
YER083C	-0.6391991
YER084W	0.009336514
YER085C	0.09614869999999999
YER087C-B	-0.6684869999999999
YER088C	-0.012132500000000001
YER089C	-0.03534007
YER090W	-0.7620882
YER091C	-0.3829975
YER091C-A	-0.04365109
YER092W	-0.6377218000000001
YER093C-A	-0.08742742
YER095W	-0.663788
YER096W	-0.01237585
YER097W	-0.04915496
YER098W	-0.3916577
YER101C	-0.05142142
YER106W	-0.7692002
YER111C	-0.309776
YER113C	-0.6922779
YER114C	-0.07721339
YER115C	-0.10852139999999999
YER116C	-0.44109609999999994
YER117W	-0.4746747
YER118C	-0.4376498
YER119C	-0.6219266999999999
YER119C-A	-0.18441110000000002
YER120W	-0.5444166
YER121W	-0.6853518
YER122C	-0.5901604
YER123W	-0.13739229999999997
YER124C	-0.6339613000000001
YER128W	0.01260604
YER129W	-0.04552826
YER130C	-0.021327900000000004
YER131W	-0.7222764
YER132C	-0.05216238
YER134C	-0.6138425999999999
YER135C	0.04225879
YER137C	-0.01926266
YER139C	-0.07452231
YER140W	-0.2963551
YER141W	-0.1935799
YER142C	-0.14686
YER143W	0.04054019
YER144C	0.00919232
YER145C	-0.3643426
YER149C	-0.1751179
YER150W	-0.5799411999999999
YER151C	-0.06965527
YER152C	-0.08978380000000001
YER153C	0.01783042
YER154W	-0.06034567
YER155C	-0.1106339
YER156C	-0.7633338000000001
YER158C	-0.04777755
YER161C	-0.1942257
YER162C	-0.6024085
YER163C	-0.07119668
YER164W	-0.2528253
YER166W	-0.03372355
YER167W	-0.4914847
YER169W	0.03545409
YER170W	-0.6455731
YER173W	-0.1675559
YER174C	-0.0003634376
YER175C	-0.03293953
YER176W	-0.5805284
YER177W	-0.2652512
YER178W	-0.7152755000000001
YER179W	-1.05988
YER180C	-0.6503029
YER181C	-0.6455852
YER182W	-0.1679135
YER183C	-0.731849
YER184C	0.07584504
YER185W	-0.6428191999999999
YER186C	-0.18570250000000002
YER187W	-0.5806298000000001
YER188W	-0.2378405
YFL001W	-0.42596809999999996
YFL003C	-0.02591859
YFL004W	-0.02256093
YFL007W	-0.34488198
YFL010C	0.07633477
YFL010W-A	-0.03779702
YFL011W	-0.7318720999999999
YFL012W	-0.07469563
YFL012W-A	-0.5998569
YFL013C	-0.02048923
YFL014W	-0.5640736999999999
YFL015C	-0.04791894
YFL018C	0.03436275
YFL019C	-0.1317741
YFL020C	-0.732214
YFL021W	-0.19073779999999999
YFL023W	-0.3224307
YFL025C	-0.6938566999999999
YFL026W	-0.02781885
YFL027C	-0.2207518
YFL028C	-0.3816172
YFL030W	-0.7689836999999999
YFL031W	0.01324618
YFL032W	-0.692611
YFL033C	-0.30967
YFL034C-A	-0.147554855
YFL034W	-0.584338
YFL036W	-0.3287886
YFL040W	-0.14533729999999997
YFL041W	-0.08462448
YFL042C	-0.66081835
YFL044C	-0.7127329000000001
YFL046W	0.0730853
YFL047W	-0.3779873
YFL048C	-0.02896823
YFL049W	-0.7913675
YFL050C	0.07795012
YFL051C	-0.6279448000000001
YFL052W	-0.6392616999999999
YFL053W	-0.1672865
YFL054C	-0.6745131
YFL055W	0.01732508
YFL063W	-0.03755311
YFR001W	-0.8802029
YFR006W	-0.673157
YFR007W	-0.6185074
YFR008W	-0.6963265999999999
YFR009W	-0.7818501999999999
YFR010W	-0.20557820000000002
YFR011C	-0.7195798000000001
YFR012W	-0.6919472
YFR013W	-0.7697443
YFR014C	-0.141711
YFR015C	-0.4037124
YFR016C	-0.5561626999999999
YFR017C	-0.6279871
YFR018C	-0.1143586
YFR019W	-0.2386764
YFR020W	-0.6899278
YFR021W	-0.1287739
YFR022W	-0.1466461
YFR023W	-0.04993381
YFR024C-A	-0.4428279500000001
YFR025C	-0.5553300999999999
YFR026C	-0.03874986
YFR030W	-0.6175478
YFR031C-A	-0.05004072
YFR032C	-0.1175618
YFR032C-A	-0.7047508000000001
YFR033C	-0.07379957
YFR034C	-0.08918253
YFR035C	-0.155118
YFR038W	0.03195669
YFR039C	-0.670658
YFR040W	-1.218314
YFR041C	-0.0005893951
YFR043C	-0.07592681
YFR044C	0.0574879
YFR045W	0.03211896
YFR046C	0.02856666
YFR047C	0.03082486
YFR048W	0.1102108
YFR049W	-0.2367045
YFR053C	-0.01381709
YFR054C	-0.260666
YFR055W	-0.3351235
YFR056C	-0.09152201
YFR057W	-0.1240003
YGL002W	-0.8845709999999999
YGL003C	-0.2732395
YGL004C	-0.6895873
YGL005C	-0.2319621
YGL006W	-0.0128048
YGL007W	-0.24279099999999998
YGL009C	-0.43879540000000006
YGL010W	-0.02185408
YGL013C	0.03555939
YGL014W	-0.1977316
YGL015C	-0.7828916
YGL016W	-0.854505
YGL017W	-0.06238321
YGL019W	-0.48114880000000004
YGL020C	0.009587201
YGL021W	-0.01797287
YGL023C	-0.5223188
YGL024W	-0.4736061
YGL025C	-0.1533046
YGL026C	0.22358409999999998
YGL027C	-0.03292758
YGL028C	0.15610079999999998
YGL029W	0.03541977
YGL031C	-0.1502625
YGL032C	-0.6653458000000001
YGL033W	0.01423667
YGL034C	0.00759117
YGL035C	-0.6884184
YGL036W	-0.1100109
YGL037C	-0.10688510000000001
YGL039W	-0.6204108
YGL041C	-0.1475318
YGL042C	-0.04790234
YGL043W	-0.1269185
YGL045W	-0.28311065
YGL049C	-0.14519749999999998
YGL050W	0.0013738560000000001
YGL051W	-0.6135281
YGL053W	-0.01818263
YGL054C	-0.3142473
YGL056C	0.03445572
YGL057C	-0.01807462
YGL058W	-0.2737458
YGL059W	-0.5756438
YGL060W	-0.7630955
YGL062W	-0.1175067
YGL063W	-0.6274694000000001
YGL066W	-1.079226
YGL067W	-0.03712638
YGL071W	-0.6375103
YGL077C	-0.05157821
YGL078C	-0.2334991
YGL079W	-0.1520644
YGL080W	-0.6964876999999999
YGL081W	-0.2281908
YGL082W	-0.12473769999999999
YGL083W	-0.04138631
YGL084C	-0.15396870000000001
YGL085W	-0.7277373
YGL086W	-0.12309010000000001
YGL087C	-1.4155790000000001
YGL089C	-0.6044904000000001
YGL090W	-0.04689868
YGL094C	-0.06102906
YGL096W	-0.1362151
YGL101W	-0.5413808000000001
YGL104C	-0.16406679999999998
YGL105W	-0.3832195
YGL108C	-0.6702912
YGL109W	-0.08621892
YGL110C	-0.1470493
YGL114W	-0.7175041999999999
YGL115W	-0.4036734
YGL117W	-0.1329274
YGL118C	-0.8010499
YGL121C	-0.8529323
YGL124C	-1.083073
YGL125W	-0.4365866
YGL126W	-0.824117
YGL127C	0.03099004
YGL131C	-0.02049902
YGL132W	-0.7999579000000001
YGL133W	-0.6918061
YGL135W	-0.1886165
YGL136C	0.1262353
YGL138C	-0.04012442
YGL139W	-0.04516147
YGL140C	-1.0655430000000001
YGL141W	-0.04585056
YGL143C	-0.006627199999999999
YGL144C	-0.05800699
YGL146C	-0.04509562
YGL147C	-0.1564237
YGL148W	-0.07206118
YGL149W	-0.09578907
YGL151W	-0.5506093000000001
YGL152C	-0.08183404
YGL153W	-0.03844183
YGL154C	0.1421377
YGL156W	0.008815994
YGL157W	-0.185185
YGL158W	-0.677002
YGL159W	-0.3070825
YGL160W	-0.06595436
YGL161C	-0.041162199999999996
YGL162W	-0.6709973000000001
YGL163C	-0.381
YGL164C	-0.07556608
YGL165C	0.005521314
YGL166W	0.06678771
YGL167C	-0.2573171
YGL168W	-0.42773990000000006
YGL170C	0.02945857
YGL173C	-0.153607
YGL174W	-0.1934025
YGL175C	-0.1355723
YGL176C	0.03025081
YGL177W	-0.06055383
YGL179C	-0.01483826
YGL180W	-0.133166
YGL181W	-0.15236789999999997
YGL194C	0.06612481
YGL195W	-0.01276959
YGL196W	-0.02851986
YGL197W	-0.03738916
YGL198W	0.04243703
YGL199C	-0.6046498
YGL200C	-0.05979147
YGL202W	-0.1334894
YGL203C	-0.06630932
YGL205W	-0.7347118
YGL206C	-0.6092135999999999
YGL208W	-0.6650543999999999
YGL209W	-0.6416361
YGL210W	-0.5654494999999999
YGL211W	-0.5183335
YGL212W	-1.692331
YGL213C	-0.5280267
YGL214W	-0.1223943
YGL215W	-0.08688777
YGL216W	-0.7117264
YGL217C	-0.2447755
YGL218W	-0.9952818999999999
YGL219C	-0.45759750000000005
YGL220W	-0.1846734
YGL221C	-0.5848313
YGL222C	-0.08702022
YGL223C	-0.08329247
YGL224C	-0.1267855
YGL226C-A	-0.003344481
YGL226W	-0.6930115
YGL227W	-0.23875970000000002
YGL228W	-0.222081
YGL229C	-0.14245539999999998
YGL230C	-0.7103111999999999
YGL231C	-0.08516849
YGL232W	-0.05943337
YGL234W	-0.4788531
YGL235W	-0.49110590000000004
YGL236C	-0.00782174
YGL237C	-0.1841875
YGL240W	-0.06526162
YGL241W	-0.09333679
YGL242C	-0.01093458
YGL243W	-0.09679257
YGL244W	-0.2568921
YGL246C	-0.49519040000000003
YGL248W	0.09960917
YGL249W	-0.38396399999999997
YGL250W	-0.03055239
YGL251C	0.07561205
YGL252C	-0.18563510000000003
YGL253W	-0.15684579999999998
YGL254W	-1.243739
YGL255W	-0.5488394
YGL256W	-0.16544920000000002
YGL257C	-0.1529718
YGL258W	-0.22688809999999998
YGL259W	-0.1950181
YGL260W	0.004164205
YGL261C	-0.9511434000000001
YGL262W	-0.9173834999999999
YGL263W	-0.4338545999999999
YGR001C	-0.009170745
YGR003W	0.09810039
YGR004W	-0.0031010259999999998
YGR007W	-0.6753306
YGR008C	-0.52298
YGR010W	-0.7059593000000001
YGR011W	-0.6778958
YGR012W	-0.049437699999999994
YGR014W	0.01678439
YGR015C	0.0325589
YGR016W	-0.6852881
YGR017W	-0.5616281999999999
YGR018C	-0.0004843224
YGR019W	-1.990693
YGR021W	-0.07762399
YGR022C	-0.6914511
YGR023W	-0.6587246999999999
YGR025W	-0.5230107
YGR026W	-0.14144260000000003
YGR027C	-0.6832238
YGR028W	-0.6061036
YGR031W	0.01001344
YGR032W	-0.6551755
YGR033C	-0.1317408
YGR034W	-0.7032203
YGR035C	-1.296257
YGR037C	-0.03092839
YGR038W	-0.6874551999999999
YGR039W	-0.21825709999999998
YGR040W	-0.6107636
YGR041W	-0.07111948
YGR042W	-0.40407859999999995
YGR043C	-0.04459278
YGR044C	-0.10820430000000002
YGR045C	-0.9787023000000001
YGR049W	0.01645241
YGR050C	-0.677485
YGR051C	-0.7658553000000001
YGR052W	-0.7649986999999999
YGR053C	-0.6704918000000001
YGR054W	-0.37873809999999997
YGR055W	-0.505308
YGR058W	0.04630206
YGR059W	-0.6273814
YGR061C	-0.13044080000000002
YGR063C	-0.5098826
YGR064W	-0.7538028
YGR066C	-0.5118855999999999
YGR067C	-0.07901842
YGR068C	-0.32279759999999996
YGR069W	-0.02965945
YGR070W	-0.5764135
YGR071C	0.005440881
YGR072W	-0.42871549999999997
YGR076C	-0.3056281
YGR077C	-0.6122123
YGR078C	-0.6332158
YGR079W	-0.8643728
YGR080W	-0.7915601999999999
YGR081C	-0.7598425
YGR084C	-0.6586258
YGR085C	-0.719973
YGR086C	-0.638795
YGR087C	-0.6960679
YGR088W	-0.6705564
YGR089W	-0.6914279000000001
YGR092W	-0.7706297
YGR093W	-0.7400639
YGR096W	-0.04817559
YGR097W	-0.4719456
YGR100W	-0.8926924999999999
YGR101W	0.1724904
YGR102C	-0.1058143
YGR104C	-0.4388384
YGR105W	-1.774716
YGR106C	-0.08630042
YGR107W	-0.7468338999999999
YGR108W	-0.01868468
YGR109C	-0.587418
YGR110W	-1.780285
YGR111W	-0.8216184000000001
YGR117C	-0.8559334999999999
YGR118W	-0.9328975
YGR121C	-0.11389289999999999
YGR122C-A	-0.4420629
YGR122W	-0.1353182
YGR123C	-0.0008844607
YGR124W	-0.13938910000000002
YGR125W	-0.13815170000000002
YGR126W	0.06811448
YGR127W	-0.09736922
YGR129W	0.08335475
YGR130C	-0.11166569999999999
YGR131W	-0.6737703
YGR132C	-0.038206800000000006
YGR133W	-0.01374991
YGR134W	-0.3006259
YGR135W	-0.1920159
YGR136W	0.006682599
YGR137W	0.03945697
YGR138C	0.06911183
YGR139W	-0.08939116
YGR141W	-0.7732935999999999
YGR142W	-0.04007181
YGR143W	0.09019103
YGR144W	-0.28201620000000005
YGR146C	-0.06074709
YGR148C	-0.08384617
YGR149W	0.0861306
YGR150C	-0.8682254
YGR151C	-0.14033299999999999
YGR152C	-0.004596825
YGR153W	0.11575250000000001
YGR154C	-0.00341423
YGR155W	-0.7949076
YGR157W	-0.202735
YGR159C	-0.45746190000000003
YGR160W	-0.18385079999999998
YGR161C	-0.17249070000000002
YGR163W	-0.30125100000000005
YGR164W	-0.5791706999999999
YGR166W	-0.6054937
YGR168C	-0.03698059
YGR169C	-0.01322753
YGR170W	0.05293742
YGR173W	-0.009311495999999999
YGR174C	-0.4616214
YGR176W	0.001332895
YGR177C	-0.8516312
YGR178C	-0.02462312
YGR181W	-0.6874005
YGR182C	-0.5985636999999999
YGR183C	-0.5883236999999999
YGR184C	-0.5845759
YGR187C	-0.7993156
YGR188C	-0.4192947
YGR189C	-0.6042321999999999
YGR192C	-0.46502550000000004
YGR193C	-0.5856789000000001
YGR194C	-1.298557
YGR196C	-0.06999015
YGR197C	-0.7236804
YGR199W	-0.9785715
YGR200C	-0.6770746
YGR201C	-0.9921153
YGR202C	-0.9595316999999999
YGR203W	-0.2629054
YGR204W	-0.2820973
YGR205W	-0.5346429
YGR206W	-0.6725776
YGR207C	-0.09201246
YGR208W	-0.1106307
YGR209C	-0.09401835
YGR210C	-0.8305587999999999
YGR212W	-0.5972166
YGR213C	-0.6686551
YGR214W	-0.6420720999999999
YGR215W	-0.3709033
YGR217W	-0.871189
YGR219W	-0.13475220000000002
YGR220C	-0.32318969999999997
YGR221C	-0.132429
YGR222W	-0.17774990000000002
YGR223C	-0.5864020000000001
YGR224W	-0.5319088000000001
YGR225W	-0.6209161999999999
YGR226C	-0.7462951
YGR227W	-0.03212266
YGR228W	-0.6883975
YGR229C	-0.6485677
YGR230W	-0.6469461999999999
YGR231C	-0.07120811
YGR232W	-0.6332984
YGR233C	-0.7618663
YGR234W	-0.8377787
YGR235C	-0.01038236
YGR236C	-0.28471040000000003
YGR237C	-0.6773245
YGR238C	0.09479216
YGR239C	-0.6075261
YGR240C	-0.9572509
YGR241C	-0.6580362
YGR242W	-0.05443547
YGR243W	-0.1386489
YGR244C	-0.48865879999999995
YGR247W	-0.5687482
YGR248W	-0.550635
YGR249W	-0.1014938
YGR250C	-0.3856786
YGR254W	-0.1283651
YGR255C	-0.4450139
YGR256W	-0.09364478
YGR258C	-0.4233588
YGR259C	-0.5225469
YGR260W	-0.5576349
YGR261C	-0.24960839999999998
YGR262C	-0.4178558
YGR263C	-0.6165923000000001
YGR266W	-0.2634756
YGR268C	-0.17394089999999998
YGR269W	-1.221786
YGR270W	-0.08845952
YGR271C-A	-2.1777040000000003
YGR271W	0.04433511
YGR273C	-0.07711525
YGR275W	-0.01796652
YGR276C	-0.04693704
YGR279C	-0.2686989
YGR281W	-0.6555995
YGR282C	-0.4822375
YGR283C	0.04785785
YGR284C	-0.788271
YGR286C	-0.14690910000000001
YGR287C	-0.4375777
YGR288W	0.09659622
YGR289C	-0.002035031
YGR290W	-0.18677739999999998
YGR291C	-0.1907814
YGR292W	-0.02951222
YGR295C	-0.2594834
YHL002W	0.1152933
YHL003C	-0.005313404
YHL005C	-0.139934
YHL006C	0.05771995
YHL007C	-0.07774198
YHL008C	-0.6749038
YHL009C	-0.3921452
YHL010C	0.1235055
YHL012W	-0.19777260000000002
YHL013C	-0.5171424
YHL014C	-0.21619410000000003
YHL016C	-0.230471
YHL017W	0.08253291
YHL019C	-0.7143913000000001
YHL020C	-0.338486
YHL021C	-0.06271979
YHL022C	0.0375804
YHL023C	-0.03447037
YHL024W	-0.3502338
YHL025W	-0.06773603
YHL026C	-0.06619086
YHL027W	-0.01327951
YHL028W	-0.02160741
YHL029C	-0.1344402
YHL030W	-0.5003001
YHL031C	-2.299492
YHL032C	-0.03105221
YHL033C	-0.1226424
YHL034C	-0.030212700000000002
YHL035C	-0.2217239
YHL036W	-0.5732963000000001
YHL037C	-0.03640424
YHL039W	-0.46802570000000004
YHL040C	-0.3263462
YHL041W	-0.5135688
YHL042W	-0.6853741
YHL043W	-0.6210832
YHL044W	-0.4133683
YHL045W	-0.09853617
YHL046C	-0.6974246999999999
YHL047C	0.02973666
YHR001W-A	-0.01274601
YHR003C	-0.6992550999999999
YHR004C	-0.07664644
YHR005C	-0.03147194
YHR006W	0.06707053
YHR008C	-1.51633
YHR009C	-0.03151479
YHR011W	0.07164763
YHR012W	-0.2443426
YHR013C	-0.7082789
YHR014W	-0.128246
YHR015W	-0.6333810000000001
YHR016C	-0.12168789999999999
YHR017W	-0.6127640000000001
YHR018C	-0.0237076
YHR021C	-0.406985
YHR021W-A	-0.5571686
YHR022C	-0.5101141
YHR025W	0.1910075
YHR026W	-1.4700090000000001
YHR028C	-0.5991988
YHR029C	-0.6452971
YHR030C	0.01227241
YHR031C	-0.8900252000000001
YHR032W	-0.3080555
YHR033W	-0.05560324
YHR034C	-0.1456581
YHR035W	-0.6410099
YHR037W	-0.6188549
YHR038W	-0.06268721
YHR039C	-0.5681470999999999
YHR039C-A	-1.451854
YHR041C	-0.0045609909999999995
YHR043C	-0.1905024
YHR044C	-0.1580146
YHR045W	-0.1271156
YHR046C	-0.2713596
YHR047C	-0.1413728
YHR048W	-0.1028237
YHR049C-A	-0.02978035
YHR049W	-0.009617417
YHR050W	-0.3571269
YHR057C	-0.05120971
YHR059W	-0.11818110000000001
YHR060W	-1.4649940000000001
YHR061C	-0.6891045
YHR064C	-0.5442081
YHR066W	-0.10712560000000002
YHR067W	-0.20932199999999998
YHR073W	-0.01167604
YHR075C	-0.49829209999999996
YHR076W	-0.21130839999999998
YHR077C	-0.01975231
YHR078W	-0.45739890000000005
YHR079C	-0.2919797
YHR079C-A	-0.0493991
YHR080C	0.07869117
YHR081W	-0.41411729999999997
YHR082C	0.02663525
YHR086W	-0.07239221
YHR087W	-0.10579160000000001
YHR092C	-0.01824283
YHR093W	-0.0332822
YHR094C	0.01327604
YHR095W	0.04837537
YHR096C	-0.002700229
YHR097C	-0.01260805
YHR103W	-0.004941992
YHR104W	-0.6500239000000001
YHR105W	-0.752648
YHR106W	-0.05727988
YHR108W	-0.6645295
YHR109W	-0.7173986
YHR110W	-0.6766549
YHR111W	-1.132003
YHR112C	-0.6366771999999999
YHR113W	-0.2959992
YHR114W	-0.01898651
YHR115C	-0.6060386
YHR116W	0.05633148
YHR117W	-0.6717078000000001
YHR120W	-0.7083345999999999
YHR121W	-0.7591579
