orf	hap a | growth (exponential growth rate) | paraquat [400 ug/mL] | SC | Stenberg S~Warringer J, 2022
YAL002W	-0.9450383953911266
YAL004W	-0.5272658059276077
YAL005C	-0.8842527281526119
YAL007C	0.06278646122331565
YAL008W	-0.5846466552707091
YAL010C	-1.6650931102848638
YAL011W	-0.23819480956553932
YAL013W	0.2580787173985106
YAL014C	-1.4851990774295598
YAL015C	0.0066130699009038
YAL017W	-0.10199747626114136
YAL018C	-1.1875760479215476
YAL019W	-0.7580558685438068
YAL020C	-0.37158829434266705
YAL022C	-0.024021808871230222
YAL023C	0.5901719649905506
YAL024C	-0.6657939841484793
YAL026C	-0.5006033185459484
YAL027W	-1.2475232093753181
YAL028W	-1.449469542149968
YAL029C	0.07889555561166803
YAL030W	0.08311552132153027
YAL031C	-0.0735020108966645
YAL034C	0.07968572121557523
YAL035W	-1.161378678737647
YAL036C	-0.07925274040090215
YAL037W	0.16606643724476178
YAL039C	0.09963854782316635
YAL040C	0.05762812284204827
YAL042C-A	0.09163664229148859
YAL042W	0.06826254611992671
YAL044C	-0.5756765698303627
YAL045C	0.15511935066600552
YAL046C	-0.2376533183727706
YAL048C	0.2241082498599531
YAL049C	0.18897671662422666
YAL051W	-0.09506216386810575
YAL053W	-1.334565169571858
YAL054C	0.041684701997593256
YAL055W	-0.05666175216492681
YAL056C-A	-1.5743972692644623
YAL056W	-0.18094645859870526
YAL058W	0.12361338035442385
YAL059W	0.11807000041012079
YAL060W	0.15167013719157119
YAL061W	-1.6892002198924134
YAL062W	0.14057001021659046
YAL064C-A	0.0963072670097909
YAL065C	0.008569838006694997
YAL066W	0.11329569648651633
YAL067C	-1.32051147441763
YAL068C	0.008229776186074043
YAR002C-A	-1.3768349957475448
YAR002W	0.004746928720494318
YAR003W	-0.7866829243329664
YAR014C	0.1854061997455249
YAR015W	-0.2972611739778789
YAR018C	-0.8733905026315272
YAR020C	-0.024172430282815204
YAR023C	0.057512504848448595
YAR027W	0.03119144209355123
YAR028W	0.3047139338845738
YAR029W	-1.2630245881966593
YAR030C	-0.5540942516122876
YAR031W	-0.3113913317708335
YAR035W	0.1238414403763008
YAR042W	-0.5883757390189772
YAR047C	-0.060256105188890026
YAR050W	-0.48874796416925376
YBL001C	-0.18888191041961555
YBL002W	0.17669637688188708
YBL003C	-1.171128905610096
YBL005W	0.08288143589211916
YBL006C	0.03917082359553108
YBL007C	-0.6479482770169389
YBL008W	-1.271556689312254
YBL009W	-1.3798552280691474
YBL010C	-0.1581289325296739
YBL011W	-1.3206646274344596
YBL012C	-1.0420019013586144
YBL013W	-0.0737697753980605
YBL015W	-0.29192710756972434
YBL016W	-1.2683082178456855
YBL017C	-0.2776609492560996
