orf	het | chromosome instability (qCTF) | standard | None | Zhu J~Li R, 2015
YAL002W	0.9682044652731743
YAL004W	0.9587383230105595
YAL005C	1.6020383485681626
YAL007C	1.2678363262882155
YAL008W	1.2828763982212523
YAL009W	0.9624995311364218
YAL010C	0.887359913188351
YAL011W	1.5698629015400447
YAL012W	0.9177665872472774
YAL013W	1.3726547482529485
YAL014C	1.4361658852104593
YAL015C	1.212728648462313
YAL016C-B	0.9995296227586584
YAL016W	1.0237490355383942
YAL017W	1.3584946037923515
YAL018C	1.2204205053294201
YAL019W	1.1115582914118338
YAL020C	1.2139124720406334
YAL021C	1.3286807080143814
YAL022C	1.673662099897326
YAL023C	1.416616086667354
YAL024C	0.855776629049458
YAL026C	1.2688138063386618
YAL027W	1.1098298274498926
YAL028W	1.1975634426031765
YAL029C	1.464986332515661
YAL030W	1.43103056523548
YAL031C	1.515221502110939
YAL034C	1.6038208875957316
YAL035W	1.0272333553598703
YAL036C	1.3089008795980368
YAL037C-A	1.140842458256723
YAL037W	1.3310539945661541
YAL039C	1.486010511246356
YAL040C	2.1297465675008307
YAL042C-A	1.260630535308542
YAL042W	1.3157378278625071
YAL044C	1.5485237839974935
YAL044W-A	0.7560144357101151
YAL045C	1.1664787322896406
YAL046C	1.4787198104282062
YAL047C	1.5618320707215347
YAL048C	1.334212611337798
YAL049C	1.2493941449229182
YAL051W	0.6518001493067515
YAL053W	0.4964048068210194
YAL054C	0.9073640100347783
YAL055W	1.3296845954945478
YAL056C-A	1.1434069684663615
YAL056W	1.329430986066501
YAL058W	1.4158657886895385
YAL059W	1.1847260576997511
YAL060W	1.47335159495447
YAL061W	1.1168942949749967
YAL062W	1.1322760475159348
YAL064C-A	1.6774344606458125
YAL065C	1.432299811446661
YAL066W	1.6653059318101016
YAL067C	0.9739303674190203
YAL067W-A	1.0063423218759535
YAL068C	1.0517696538322912
YAR002C-A	1.064253995030096
YAR002W	1.5641908064706724
YAR003W	1.0792739794446695
YAR014C	1.405093844739281
YAR015W	1.2715754055897674
YAR018C	1.1492131725519474
YAR020C	1.4749215060053948
YAR023C	1.0597615395961617
YAR027W	1.09784436604635
YAR028W	1.1544377784867976
YAR029W	1.1866557668875555
YAR030C	1.338445425925998
YAR031W	1.0865238610938583
YAR035C-A	0.9911482276514516
YAR035W	1.3825079312185442
YAR042W	0.9891859956945982
YAR047C	1.0350189198397879
YAR050W	0.7770020831785934
YBL001C	1.151727835666717
YBL002W	1.4006202441235462
YBL003C	1.0903378752110304
YBL005W	1.1127601420414526
YBL006C	0.8362625772300417
YBL007C	1.0727941116214135
YBL008W	1.2156950759935563
YBL008W-A	1.0640248414910738
YBL009W	1.6009324463951586
YBL010C	1.4028250623529466
YBL011W	1.230223145627268
YBL012C	1.2733932780981814
YBL013W	1.5559309183244965
YBL015W	0.3116558131797319
YBL016W	
YBL017C	1.1003328988128125
YBL019W	1.625675570582912
YBL021C	1.6613915089546547
YBL022C	0.5662122711337306
YBL024W	0.8494619804157132
YBL025W	0.5325163186999684
YBL027W	1.674049557877465
YBL028C	0.9722692714791943
YBL029C-A	1.2562445137934413
YBL029W	1.224323266721887
YBL031W	1.4370082690287351
YBL032W	1.1343639310716922
YBL033C	
YBL036C	0.5608003967741059
YBL037W	1.1102802674640788
YBL038W	1.7125206329295697
YBL039C	0.6957353430788014
YBL039W-B	1.2903731481593892
YBL042C	1.2051275002293644
YBL043W	0.8907717491100092
YBL044W	0.6142677895133564
YBL045C	1.2151744764764678
YBL046W	1.0256385683528644
YBL047C	1.0839493838028735
YBL048W	0.9840599103260473
YBL049W	0.6975619487439542
