ORF	het | chromosome instability (qCTF) | standard | None | Zhu J~Li R, 2015
YOR179C	1.206
YOR180C	1.567
YDL115C	1.302
YFL012W-A	1.391
YFL014W	1.349
YFL019C	1.210
YFR019W	1.478
YFR025C	1.181
YFR030W	1.337
YHR146W	1.032
YHR171W	1.226
YJL042W	1.139
YJL070C	1.213
YJL078C	1.307
YJL094C	1.116
YJL101C	1.310
YJL105W	0.941
YJL128C	1.335
YLR455W	0.942
YKR094C	0.945
YKR095W	1.244
YKR096W	1.411
YKR102W	1.207
YLR110C	1.391
YLR390W-A	1.119
YLR439W	1.305
YLR442C	0.000
YML066C	1.397
YML115C	1.459
YMR037C	1.409
YMR104C	1.551
YNL109W	1.073
YNR052C	1.484
YNR055C	0.980
YNR069C	1.145
YNL111C	1.199
YOL147C	0.821
YPR007C	1.209
YPR008W	1.077
YPR013C	1.251
YPR022C	1.445
YPR023C	1.628
YPR024W	1.709
YPR026W	1.570
YPR031W	1.354
YPR037C	1.267
YPR043W	1.085
YPR050C	1.056
YPR064W	1.125
YPR078C	1.131
YBR081C	1.775
YBR082C	1.342
YBR084W	1.720
YBR085W	NaN
YBR089C-A	1.495
YBR092C	1.411
YBR093C	0.997
YBR094W	1.209
YBR095C	1.342
YBR099C	1.532
YBR103W	1.316
YBR104W	1.598
YBR105C	1.219
YBR106W	1.428
YBR107C	1.313
YBR108W	1.857
YBR111C	1.775
YBR113W	1.367
YBR114W	1.783
YBR115C	1.617
YBR116C	1.884
YBR119W	1.378
YBR120C	1.024
YBR121C	1.588
YBR126C	1.199
YBR127C	0.935
YBR128C	1.092
YBR129C	0.648
YBR130C	0.986
YBR132C	0.963
YBR133C	0.987
YBR134W	0.807
YBR137W	1.401
YBR138C	0.839
YBR139W	1.399
YBR141C	1.088
YBR144C	0.824
YBR145W	1.214
YBR146W	0.815
YBR147W	0.746
YBR148W	1.224
YBR149W	1.166
YBR151W	1.180
YBR156C	1.344
YBR157C	1.145
YBR158W	1.230
YBR159W	0.947
YBR161W	1.173
YBR162C	0.930
YBR162W-A	1.089
YBR163W	0.459
YBR164C	0.770
YBR165W	1.191
YBR166C	0.988
YBR170C	1.526
YBR171W	0.924
YBR172C	1.066
YDL001W	1.446
YDL002C	0.964
YDL006W	1.180
YDL009C	0.988
YDL010W	1.447
YDL011C	1.153
YDL012C	0.849
YDL013W	0.935
YDL018C	1.099
YDL019C	1.265
YDL020C	0.795
YDL021W	1.287
YDL022W	0.914
YDL023C	1.149
YDL024C	1.211
YDL025C	1.421
YDL026W	1.195
YDL027C	1.043
YDL032W	0.606
YDL033C	1.002
YDL034W	1.263
YDL035C	1.154
YDL036C	1.000
YDL037C	1.205
YDL039C	1.238
YDL041W	NaN
YDL042C	NaN
YDL044C	1.630
YDL045W-A	1.442
YDL046W	1.064
YDL048C	1.056
YDL049C	1.627
YDL050C	1.216
YDL051W	1.536
YDL052C	1.482
YDL053C	1.756
YDL054C	1.358
YDL056W	2.526
YDL057W	1.673
YDL059C	1.158
YDL061C	1.332
YDL062W	1.572
YDL063C	1.821
YDL065C	1.583
YDL066W	1.900
YDL068W	1.931
YDL069C	1.342
YDL070W	0.774
YDL071C	1.139
YDL073W	0.965
YDL076C	1.653
YDL077C	1.491
YDL078C	1.670
YDL079C	1.581
YDL080C	1.761
YDL081C	0.305
YDL082W	2.098
YDL083C	1.644
YDL085W	1.529
YDL086W	1.383
YDL088C	1.069
YDL089W	0.925
YDL090C	7.721
YDL091C	0.927
YDL093W	1.066
YDL094C	0.819
YDL095W	1.201
YDR438W	1.045
YDR439W	0.973
YDR440W	0.638
YDR441C	1.124
YDR442W	1.186
YDR443C	0.513
YDR446W	1.112
YDR447C	1.217
YDR448W	1.008
YDR450W	0.725
YDR451C	1.421
YDR452W	1.184
YDR453C	1.369
YDR455C	1.223
YDR456W	1.163
YDR457W	1.189
YDR458C	1.044
YDR459C	0.812
YDR462W	9.157
YDR463W	1.090
YDR465C	1.256
YDR466W	1.108
YDR467C	1.255
YDR469W	1.442
YDR470C	1.143
YDR471W	1.151
YDR475C	1.188
YDR476C	1.392
YDR479C	0.634
YDR480W	1.528
YDR481C	1.632
YDR482C	1.274
YDR484W	1.369
YDR485C	1.184
YDR486C	1.579
YDR488C	1.314
YDR490C	1.108
YDR491C	1.587
YDR492W	1.731
YDR494W	1.276
YDR495C	0.983
YDR496C	1.508
YDR497C	0.864
YDR500C	1.686
YDR501W	1.093
YDR503C	1.279
YDR504C	1.358
YDR505C	0.791
YDR506C	1.246
YDR507C	1.250
YDR508C	1.112
YDR509W	1.311
YDR511W	1.362
YDR512C	1.471
YDR513W	1.466
YDR514C	0.932
YDR516C	1.286
YDR517W	1.606
YDR518W	1.238
YDR519W	1.353
YDR520C	1.693
YDR522C	1.309
YDR524C	1.191
YDR525W	1.957
YDR528W	1.084
YDR529C	1.672
YDR530C	1.191
YDR532C	2.927
YDR533C	1.408
YDR534C	1.422
YGL101W	1.433
YGL104C	1.180
YGL105W	1.400
YGL107C	1.207
YGL108C	1.116
YGL109W	1.523
YGL110C	1.551
YGL114W	1.513
YGL115W	1.440
YGL117W	1.501
YGL118C	1.614
YGL121C	1.600
YGL124C	1.330
YGL125W	1.643
YGL126W	1.569
YGL127C	1.611
YGL129C	0.847
YGL131C	0.860
YGL132W	1.367
YGL133W	0.828
YGL135W	NaN
YGL136C	1.349
YGL138C	0.948
YGL139W	0.999
YGL140C	1.175
YGL141W	1.182
YGL143C	0.732
YGL144C	0.842
YGL146C	1.038
YGL147C	1.011
YGL148W	1.152
YGL149W	1.022
YGL151W	1.398
YGL152C	1.105
YGL153W	0.660
YGL154C	0.783
YGL156W	0.771
YGL157W	1.218
YGL158W	1.002
YGL159W	1.055
YGL160W	0.912
YGL161C	0.816
YGL162W	0.869
YGL163C	0.813
YGL164C	0.857
YGL165C	0.983
YGL166W	0.739
YGL167C	0.856
YGL168W	0.967
YGL170C	0.799
YGL173C	0.982
YGL174W	1.124
YGL175C	0.559
YGL176C	0.713
YGL177W	0.844
YGL179C	1.014
YGL180W	1.156
YGL181W	1.052
YER101C	0.943
YER103W	0.990
YER106W	0.902
YER108C	0.707
YER109C	0.939
YER110C	1.110
YER111C	0.375
YER113C	1.483
YER114C	0.852
YER115C	0.634
YER116C	0.810
YER117W	1.057
YER118C	1.052
YER119C	1.088
YER119C-A	1.234
YER120W	1.045
YER121W	1.153
YER123W	1.414
YER124C	0.904
YER128W	0.981
YER129W	0.938
YER130C	1.284
YER131W	1.001
YER132C	1.068
YER134C	0.960
YER135C	1.295
YER137C	0.965
YER139C	1.021
YER140W	1.014
YER141W	1.091
YER142C	1.136
YER143W	0.925
YER145C	1.241
YER149C	1.420
YER150W	1.175
YER151C	1.002
YER152C	1.113
YER153C	1.500
YER154W	0.891
YER155C	1.109
YER156C	0.934
YER158C	1.342
YER161C	1.143
YER162C	1.136
YER163C	1.091
YER164W	1.244
YER166W	1.623
YER167W	0.938
YER169W	1.166
YER170W	1.235
YER173W	1.169
YER174C	1.345
YER175C	0.890
YER176W	1.012
YER177W	1.033
YER178W	1.214
YER179W	0.892
YER180C	1.631
YER181C	0.992
YER182W	0.810
YER183C	1.375
YER184C	0.900
YER185W	1.202
YER186C	0.898
YER187W	0.996
YMR052C-A	0.872
YMR052W	1.038
YMR053C	1.124
YMR054W	1.098
YMR055C	1.064
YMR056C	1.340
YMR057C	0.767
YMR058W	0.968
YJR034W	0.960
YJR039W	0.992
YJR044C	1.081
YJR066W	0.784
YIL102C	0.994
YIL111W	0.981
YIL122W	1.100
YIL131C	0.876
YIL136W	0.670
YIL158W	0.738
YIR004W	1.146
YIL056W	1.410
YIL085C	1.079
YIL094C	0.532
YDL047W	1.129
YDL067C	0.969
YDL074C	0.741
YDL075W	0.705
YDR477W	1.141
YDR483W	0.990
YDR521W	0.896
YDR523C	1.015
YLR006C	1.671
YML009W-B	0.951
YMR038C	0.821
YBR173C	0.869
YER014W	NaN
YER016W	0.839
YER028C	1.145
YER044C	1.189
YER055C	1.165
YHR028C	1.044
YHR033W	1.063
YAL024C	0.856
YBR299W	0.947
YCR107W	1.286
YDR242W	1.204
YDR326C	1.149
YDR417C	1.781
YDR444W	1.034
YDR461W	NaN
YDR493W	1.043
YDR502C	0.996
YDR515W	1.618
YER089C	1.275
YFL001W	1.313
YFL003C	1.366
YFL004W	0.969
YFL010C	1.474
YFL010W-A	1.245
YFL012W	1.276
YFL013C	1.195
YFL033C	1.406
YGR122C-A	1.117
YOL148C	NaN
YGR254W	0.746
YGR258C	1.362
YGR271W	1.636
YNR033W	1.424
YGR273C	1.419
YGR276C	1.241
YGR289C	1.616
YGR291C	1.339
YGR292W	1.656
YFL063W	0.678
YJL103C	0.856
YML073C	2.469
YNL011C	0.898
YNL014W	1.063
YOR150W	0.925
YOR158W	0.868
YLR337C	0.872
YLR338W	0.679
YLR369W	1.036
YLR389C	0.712
YLR240W	0.935
YLR244C	0.758
YGL206C	1.280
YGL223C	1.135
YLR399C	NaN
YLR403W	1.052
YLR396C	0.840
YGL240W	1.060
YPL059W	0.957
YPL050C	1.323
YPL045W	1.500
YPL031C	1.116
YPL024W	0.878
YGR219W	1.121
YGR222W	0.785
YGR229C	0.987
YBL025W	0.533
YBL033C	NaN
YGL020C	2.233
YGL038C	-1.995
YGL070C	0.874
YGL095C	0.752
YGL088W	1.154
YNL153C	1.131
YNL225C	1.976
YKR006C	0.719
YDR245W	NaN
YDR268W	1.041
YDR283C	0.740
YDR296W	1.153
YDR300C	0.732
YIL018W	1.141
YIL066C	1.008
YFL018C	0.978
YGR262C	0.737
YMR064W	1.058
YMR066W	0.886
YML110C	1.079
YML111W	1.077
YML112W	1.234
YML129C	0.971
YMR097C	0.792
YMR098C	0.874
YOL143C	NaN
YAL016W	1.024
YJR090C	0.791
YLR286C	0.744
YDL202W	0.750
YBR279W	NaN
YCR044C	1.285
YCR063W	1.221
YJL003W	1.238
YJL004C	0.837
YJL006C	0.707
YJL012C	1.159
YJL013C	0.860
YJL027C	0.785
YJL028W	0.929
YJR004C	1.119
YJR032W	1.189
YJR037W	0.947
YJR047C	0.921
YJR040W	0.796
YJR038C	1.163
YDL160C	0.894
YDL167C	0.983
YDL185W	1.240
YOR331C	1.126
YNL003C	1.436
YBR078W	0.814
YNL084C	1.402
YIL098C	1.337
YJL184W	NaN
YPL148C	0.875
YPL268W	1.564
YPR067W	1.270
YBR097W	NaN
YBR101C	NaN
YBR122C	1.141
YDL040C	0.947
YDL072C	1.109
YER122C	1.068
YJL075C	1.016
YBR035C	1.313
YPR072W	1.248
YOR008C-A	1.552
YOR128C	0.624
YEL044W	NaN
YER087W	1.314
YEL029C	NaN
YHR010W	0.324
YHR021C	1.119
YLL027W	0.814
YLR226W	0.872
YOR369C	0.933
YFL016C	1.124
YGR257C	1.472
YNL055C	1.164
YGR167W	0.000
YCL007C	NaN
YLR148W	1.017
YKL155C	1.131
YER014C-A	1.426
YER070W	0.000
YEL036C	0.000
YNL296W	NaN
YDR138W	1.362
YPR133W-A	1.523
YGL029W	1.019
YBL093C	1.534
YBL002W	1.401
YPR131C	0.940
YBR112C	1.796
YKR085C	0.000
YGR162W	1.216
YGR271C-A	1.587
YGR252W	1.309
YGR255C	1.260
YNL059C	0.000
YNL147W	1.118
YNL220W	1.212
YNL284C	0.998
YPL183W	1.361
YOR147W	NaN
YNL292W	1.065
YMR263W	1.542
YNL307C	1.420
YNL277W	1.035
YAL016C-B	1.000
YAL037C-A	1.141
YAL067W-A	1.006
YAR035C-A	0.991
YBL008W-A	1.064
YBL029C-A	1.256
YBL039W-B	1.290
YBL071C-B	1.909
YBL071W-A	1.329
YBL100W-C	0.992
YBR056W-A	1.228
YBR058C-A	1.131
YBR072C-A	0.957
YBR085C-A	1.404
YBR111W-A	1.028
YBR182C-A	1.090
YBR196C-A	0.706
YBR196C-B	1.047
YBR200W-A	1.076
YBR221W-A	1.648
YBR296C-A	1.307
YCL001W-B	1.172
YCL057C-A	1.008
YCR075W-A	1.325
YDL085C-A	1.392
YDL159W-A	1.128
YDL160C-A	2.934
YDR003W-A	1.205
YDR034W-B	1.594
YDR079C-A	0.588
YDR169C-A	2.079
YDR182W-A	1.060
YDR194W-A	1.454
YDR246W-A	1.079
YDR322C-A	0.734
YDR379C-A	1.116
YDR524C-B	1.400
YDR524W-C	1.076
YEL059C-A	1.428
YER053C-A	1.455
YER175W-A	1.371
YER180C-A	0.682
YFL041W-A	1.074
YFR012W-A	0.817
YFR032C-B	1.049
YGL006W-A	1.202
YGL007C-A	0.919
YGL041C-B	1.152
YGL188C-A	1.984
YGR035W-A	1.504
YGR121W-A	1.935
YGR146C-A	1.701
YGR169C-A	1.063
YGR174W-A	0.923
YGR204C-A	0.818
YHL015W-A	1.157
YHR007C-A	1.252
YHR022C-A	1.529
YHR050W-A	1.662
YHR086W-A	1.236
YHR175W-A	1.441
YIL002W-A	1.082
YIL046W-A	1.022
YIL134C-A	1.289
YIR018C-A	0.934
YIR021W-A	1.327
YJL047C-A	1.370
YJL062W-A	1.154
YJL077W-B	1.219
YJL127C-B	1.465
YJL136W-A	NaN
YJR005C-A	NaN
YJR135W-A	1.748
YJR151W-A	1.446
YKL018C-A	1.332
YKL068W-A	1.296
YKL096C-B	1.360
YKL106C-A	1.393
YAL044W-A	0.756
YCL021W-A	0.905
YCL026C-B	0.841
YER099C	0.921
YER105C	1.037
YER186W-A	0.839
YGL100W	1.210
YGL119W	0.918
YGL134W	0.979
YGL178W	0.927
YGL184C	1.080
YGL185C	0.908
YGL190C	1.163
YGL191W	0.968
YGL192W	0.694
YKR004C	1.142
YLL006W-A	1.356
YLR264C-A	0.954
YLR285C-A	2.078
YLR307C-A	1.101
YLR342W-A	1.041
YLR361C-A	0.932
YLR363W-A	0.662
YLR406C-A	0.935
YLR412C-A	0.947
YML007C-A	1.064
YML054C-A	1.046
YML058W-A	1.325
YMR001C-A	0.924
YMR013W-A	1.029
YMR105W-A	1.135
YMR175W-A	1.062
YMR182W-A	0.688
YMR194C-B	1.242
YMR230W-A	1.273
YMR242W-A	0.863
YMR247W-A	1.311
YMR272W-B	1.185
YMR315W-A	1.156
YNL042W-B	1.186
YNL067W-A	0.841
YNL097C-B	1.021
YNL130C-A	1.015
YNL146C-A	1.148
YNL162W-A	0.806
YNL277W-A	0.875
YOL013W-A	0.978
YOL019W-A	1.358
YOL038C-A	1.446
YOL077W-A	0.958
YOL086W-A	1.358
YOL097W-A	1.307
YOL159C-A	1.158
YOL164W-A	1.120
YOR020W-A	0.826
YOR034C-A	1.165
YOR161C-C	1.023
YOR293C-A	0.920
YOR316C-A	1.008
YOR376W-A	1.078
YPL038W-A	1.048
YPL096C-A	1.077
YPL119C-A	1.112
YPL152W-A	1.092
YPL189C-A	1.338
YPR108W-A	1.503
YPR159C-A	1.078
YBR230W-A	1.016
YCL012C	1.093
YGL186C	NaN
YJR085C	0.914
YJR086W	NaN
YJR101W	0.879
YJR112W-A	0.759
YJR114W	1.102
YJR143C	0.729
YJR151C	1.044
YLR419W	1.046
YNL209W	1.378
YOL140W	2.243
YOL145C	0.448
YOL154W	1.538
YOL164W	1.383
YPL075W	1.020
YPL249C-A	0.864
YPL277C	2.150
YCL005W-A	1.010
YCR095W-A	1.218
YEL022W	1.206
YER015W	1.000
YER026C	1.238
YER076C	0.611
YGR161W-C	0.808
YHL001W	1.053
YHL004W	1.034
YHR001W	1.182
YHR063C	0.907
YHR071W	0.922
YHR090C	0.948
YHR098C	1.116
YHR141C	1.919
YHR149C	1.223
YHR187W	1.190
YHR192W	0.534
YHR205W	0.640
YIL127C	1.248
YOL073C	1.155
