orf	hap a | growth (colony size) | AZC [30 ug/ml] | SD + His + Leu + Met + Ura | Berg MD~Brandl CJ, 2020
YAL002W	-0.077941442432917
YAL004W	-0.228765814322117
YAL005C	-0.532463534034532
YAL007C	0.189200649601479
YAL008W	-0.92085513848898
YAL010C	0.857478126738708
YAL011W	0.317481839663561
YAL013W	-0.584040513544935
YAL014C	-0.342194346869243
YAL015C	0.0297679808086062
YAL017W	-1.21278760904963
YAL018C	-0.772316612782046
YAL019W	0.248971344460266
YAL020C	1.0506883766163
YAL022C	0.992267643018061
YAL023C	-0.574627590068568
YAL024C	-0.806102462945297
YAL026C	1.22764695829867
YAL027W	-0.272319705037731
YAL028W	-1.09303944055473
YAL029C	-0.359825904358836
YAL030W	0.070795960353617
YAL031C	-1.69842816966958
YAL034C	0.900854752408382
YAL036C	-0.812208208169243
YAL037W	-0.612029269532696
YAL040C	-1.09498272165068
YAL042C-A	0.0783183125537154
YAL042W	-0.206187609525746
YAL045C	-1.71957946028837
YAL046C	0.175623525745582
YAL048C	-0.661395577339772
YAL049C	0.0715968473964016
YAL051W	0.0962140297141669
YAL053W	-1.13805752545405
YAL054C	0.540561520080499
YAL055W	-1.13609582225208
YAL056C-A	-0.144092068328883
YAL056W	-0.929705638003096
YAL058W	0.272811581972124
YAL059W	1.28161311058897
YAL060W	0.171829115548362
YAL061W	0.203471942022783
YAL062W	-0.954484154898714
YAL064C-A	0.234731379302717
YAL065C	-0.126180381690608
YAL066W	0.0595618739026753
YAL067C	0.0341141792091873
YAL068C	1.90913778678532
YAR002C-A	-0.0549901956855325
YAR002W	0.422087430535711
YAR003W	-1.74606643043282
YAR014C	-0.870993889069945
YAR015W	-0.166800072325784
YAR018C	1.0387086789694
YAR020C	-0.491880141757401
YAR023C	-0.197819813194135
YAR027W	0.232776763431386
YAR028W	-0.0861389794288494
YAR029W	0.110744720807932
YAR030C	0.725290945490431
YAR031W	-0.439138655740059
YAR035W	0.384648512038797
YAR042W	0.2787324112061465
YAR047C	0.228312853983932
YAR050W	-0.659626087646112
YBL001C	0.507318534577467
YBL003C	1.35332907973483
YBL005W	-0.595700748361964
YBL007C	-1.00225658088229
YBL008W	0.586841352881314
YBL009W	-0.0634427895431178
YBL010C	1.63748568620514
YBL011W	-0.840828375544156
YBL013W	0.960170778695043
YBL015W	0.636008415550227
YBL017C	-0.0431609977825803
YBL019W	0.881210419360952
YBL021C	-3.06720932769407
YBL024W	-0.263004920811274
YBL025W	1.99299773715038
YBL027W	0.707917841866242
YBL028C	-0.78715936780031
YBL029W	-0.662852536342062
YBL031W	-0.267980470439239
YBL032W	-0.402663459418897
YBL036C	0.46239879474586
YBL037W	-0.251137856455317
YBL039C	0.580904351607267
YBL042C	-1.84020744094456
YBL043W	0.237865389957952
YBL046W	-0.525541019934659
YBL047C	-0.932478421904798
YBL048W	0.0245262060387394
YBL049W	-0.971339624712555
YBL051C	2.39566790709081
YBL052C	1.41455636188351
YBL053W	-0.238389975489392
YBL054W	1.2010909564925e-05
YBL055C	-0.355508788561676
YBL056W	-0.957343067147154
YBL057C	-0.0139246105708186
YBL059W	-0.437464573062773
YBL060W	-0.10725075380062
YBL061C	-0.444839160780552
YBL062W	-0.736449288852003
YBL063W	0.335883241870788
YBL064C	-1.63779300784728
YBL065W	0.130665640809534
YBL066C	-0.28295592627698
YBL067C	-0.212802479532924
YBL068W	0.0242361845552963
YBL069W	-0.122965172119214
YBL070C	-0.225725952414328
YBL071C	0.200425146384358
YBL072C	-0.762772018879708
YBL075C	-0.511825139154054
YBL078C	0.287084373535461
YBL079W	-1.90719824867592
YBL081W	0.16862447637998
YBL082C	-1.34779958488849
YBL083C	-0.223031157514712
YBL085W	-0.697864063011116
YBL086C	1.08283009596739
YBL087C	1.06999407592173
YBL088C	1.00556113127055
YBL089W	1.20155450210487
YBL091C	1.62125345423253
YBL091C-A	0.288605692742559
YBL093C	-0.790410343015202
YBL094C	-1.15819300506269
YBL095W	-3.66826621197082e-05
YBL096C	-0.134340645191271
YBL098W	0.36613339106026
YBL100C	-0.591310609089944
YBL101C	0.401374626472082
YBL102W	0.452431734653033
YBL103C	0.360270800705377
YBL104C	2.95504655475496
YBL106C	0.833162064718728
YBL107C	0.66111900210777
YBR001C	0.17727963593933
YBR005W	0.437834329366404
YBR006W	0.287078859697493
YBR007C	4.53950138002826
YBR008C	1.19410408427812
YBR009C	-0.924422989966897
YBR010W	-1.84942760245853
YBR012C	0.745716220439167
YBR013C	-0.220638134933543
YBR014C	-1.68405196543671
YBR015C	2.22140561945255
YBR016W	-0.896100681139385
YBR018C	-0.418547916959896
YBR019C	-0.0646154531831115
YBR020W	0.618742905238854
YBR022W	1.07028917167916
YBR023C	0.770821620636634
YBR024W	-0.835464922614676
YBR025C	1.16787883129228
YBR026C	-0.759526096652847
YBR027C	-1.54473733606988
YBR028C	1.48962421466808
YBR030W	0.898761244577082
YBR031W	-0.213390310111091
YBR032W	0.759412396317413
YBR033W	0.872467849600537
YBR034C	0.701686138828398
YBR036C	0.723951461226086
YBR040W	0.461377830088716
YBR041W	-1.46259300039406
YBR042C	-0.355040220798444
YBR043C	0.563010304660015
YBR044C	-0.144489898126999
YBR045C	0.298237881130148
YBR046C	0.8358157596297
YBR047W	0.300104351141603
YBR048W	0.3863011682244
YBR050C	-0.0077441199301435
YBR051W	-1.00063531007771
YBR052C	-0.590948192606744
YBR053C	-0.593511072846769
YBR054W	-0.0120794414118999
YBR056W	-0.0230348502788385
YBR057C	-0.728613971778154
YBR058C	-1.41862407020256
YBR058C-A	-0.19811932057059
YBR059C	-0.0361982276985808
YBR061C	0.293632285793768
YBR062C	-0.1292577414354
YBR063C	0.810821414486304
YBR064W	-0.803673464777124
YBR065C	-0.0626903398829003
YBR066C	-0.409110157925732
YBR067C	-0.435104061453615
YBR068C	-0.803934010939714
YBR069C	-1.44574768614435
YBR071W	0.54686172258926
YBR072W	-0.597263778995555
YBR073W	0.791736816780592
YBR074W	0.4813909959920515
YBR076W	4.27319556712258
YBR077C	-0.307317985396745
YBR078W	0.184286413785755
YBR082C	-0.832210887115378
YBR083W	-0.0699947293060842
YBR084C-A	0.0271374565302454
YBR084W	-1.99113308856006
YBR085W	-0.620978353059331
YBR086C	0.120805528039914
YBR089C-A	0.0923515024947374
YBR090C	-0.293823194260241
YBR092C	-0.17068259885044
YBR093C	0.47229600147305
YBR094W	-0.60012212885503
YBR095C	-1.38896390357102
YBR098W	-0.4198344097107565
YBR099C	1.52128345878235
YBR101C	0.237727788670807
YBR103W	-1.31694069506843
YBR104W	0.433234972664462
YBR105C	-1.59108156836115
YBR107C	0.276687678936711
YBR108W	-0.146010990464308
YBR111C	0.106104516668173
YBR113W	-0.240123716823579
YBR114W	1.32067375041031
YBR115C	0.0405652094637683
YBR116C	1.25782348409823
YBR118W	-1.32458405163037
YBR119W	-0.113932030269867
YBR122C	-1.21968967583806
YBR126C	0.385382878779961
YBR128C	0.81477555449122
YBR129C	0.741315536902603
YBR130C	-0.406849646271784
YBR131W	-0.116280581756206
YBR132C	0.0395006004784561
YBR134W	0.983930016949368
YBR137W	0.624277815902813
YBR138C	0.907787669862486
YBR139W	0.761852136645436
YBR141C	2.1848932623799
YBR144C	-0.243038908172994
YBR145W	0.0277976162036661
YBR146W	-0.902135508794844
YBR147W	-1.01580182889723
YBR148W	-0.388855111158019
YBR149W	-0.467792491806347
YBR150C	0.277569808967018
YBR151W	0.450932069488692
YBR156C	0.140707829259639
YBR157C	1.05482059921547
YBR158W	0.677141055022879
YBR159W	0.619068979933691
YBR161W	1.63279071358609
YBR162C	1.11219211595331
YBR162W-A	-0.333338300998646
YBR164C	0.301256127133346
YBR165W	-1.20002857566814
YBR166C	-0.101986925249698
YBR168W	0.623331397013944
YBR169C	0.000954882901804742
YBR170C	-1.90405066604082
YBR171W	-3.91822243369699
YBR172C	0.16665944503853
YBR174C	-0.231880871885796
YBR175W	-0.666277821737572
YBR176W	0.739503348198154
YBR177C	0.0802537029861332
YBR178W	-1.41976436153054
YBR180W	-0.170545738823878
YBR181C	-0.259895534977932
YBR182C	0.0610841338642729
YBR183W	-0.871980969798721
YBR184W	-0.303038745333857
YBR185C	0.946552772662225
YBR186W	1.14478570203593
YBR187W	1.62488000616689
YBR188C	1.30162143769588
YBR189W	-0.854101137094458
YBR194W	-1.28825174133904
YBR195C	-1.2994536440169
YBR197C	-0.342310374834842
YBR199W	-0.0299765621574616
YBR200W	-2.16813166372632
YBR201W	0.357641932133979
YBR203W	0.110721690560985
YBR204C	-0.849781823050159
YBR205W	0.469997819515767
YBR206W	1.57608367872268
YBR207W	1.00090051037503
YBR208C	0.551418671851859
YBR209W	0.684528095827092
YBR210W	0.895283866724432
YBR212W	-0.702490239066706
YBR213W	-0.783248366783186
YBR214W	0.0269638020838568
YBR215W	-0.244995571309634
YBR216C	1.13899218069395
YBR217W	0.0965286930977999
YBR218C	-0.333411347596218
YBR219C	-0.117953285459766
YBR220C	0.464147523768218
YBR221C	-1.40512940652779
YBR222C	-0.547882001756531
YBR223C	-0.711765993051404
YBR224W	1.05091694661157
YBR225W	0.12541647901806
YBR226C	-0.195441195199874
YBR227C	1.36133756818421
YBR228W	-0.0224506035300134
YBR229C	0.210382814313193
YBR230C	2.08098338347484
YBR231C	-0.213508588464036
YBR232C	-0.839091857683045
YBR233W	-0.126181111238375
YBR235W	-0.441411774990323
YBR238C	-0.828150183437475
YBR239C	0.336283196487888
YBR240C	0.704115758133956
YBR241C	0.939524240967395
YBR242W	-0.704531679211007
YBR244W	1.38896411287213
YBR245C	2.05067006520935
YBR246W	-0.969327080885419
YBR248C	0.613148315408359
YBR249C	0.371580180105609
YBR250W	-1.07238381226641
YBR255W	0.569333001655378
YBR258C	-0.403278197036921
YBR259W	0.364100436651656
YBR260C	-0.425104095097547
YBR261C	0.399212785781195
YBR262C	-0.48391765371643
YBR263W	-0.373141819872026
YBR264C	1.55597005361475
YBR266C	-0.869674933528144
YBR267W	-1.84457339693283
YBR269C	-0.985109018422417
YBR270C	-0.813108303402549
YBR271W	0.503931906464728
YBR272C	-1.44700727501506
YBR273C	0.570067695938682
YBR274W	0.109446403672373
YBR275C	0.776005228689089
YBR276C	-0.0888116423075408
YBR277C	0.761966563455411
YBR278W	-0.40055005116101
YBR280C	-0.47561368034926
YBR281C	-0.444269738256651
YBR283C	-1.15488687495327
YBR284W	-0.94800793437722
YBR285W	-0.0578702380033592
YBR286W	-0.781581537125157
YBR287W	-0.384901339348521
YBR288C	0.658141602709506
YBR289W	-2.45604578460134
YBR290W	-0.84897187318155
YBR291C	-0.587764750836738
YBR292C	-1.25969458610343
YBR293W	-0.350273200184791
YBR294W	-0.834367658177033
YBR295W	-0.733162422823561
YBR296C	2.9180949212076
YBR297W	-0.0317074223776893
YBR298C	-0.610522841636227
YBR299W	-0.341835900077237
YBR300C	-0.685130805430302
YBR301W	0.076559424594485
YCL001W	0.50338969073001
YCL001W-A	-0.151752245178102
YCL002C	0.00200177231359098
YCL009C	-0.0843188725864533
YCL010C	-0.960662952988197
YCL011C	-0.194665600199203
YCL014W	1.6787968834130735
YCL016C	-0.40898108884177
YCL022C	0.331628240827312
YCL023C	1.3063743344584
YCL024W	1.41260138783157
YCL025C	0.600745256814046
YCL026C-A	0.575970787301857
YCL027W	-1.67355421982177
YCL028W	0.944463914293953
YCL029C	-0.471765742759709
YCL030C	1.11241064290341
YCL032W	-0.214842356946633
YCL033C	-0.116566619357068
YCL034W	0.116417121832239
YCL035C	0.452473032580311
YCL036W	-0.347595747109818
YCL037C	-0.183648054576316
YCL038C	-1.45402879231048
YCL039W	-1.73101390234086
YCL040W	-0.012928998134036
YCL042W	-0.497821392963954
YCL044C	-0.799905700508961
YCL045C	1.71051161773024
YCL046W	0.8869450175547
YCL047C	0.0362117753692218
YCL048W	-0.380089604622528
YCL049C	-0.438935477079305
YCL050C	0.563019001288462
YCL051W	-0.0134616477050017
YCL055W	0.0275883051827201
YCL056C	0.313483854981328
YCL057W	0.118680128517814
YCL061C	-0.12950041212352498
YCL063W	1.69636719555875
YCL064C	0.549466949209606
YCL069W	0.0340051354725846
YCL076W	0.574867930965346
YCR001W	-0.336204346778118
YCR002C	-0.418900971526052
YCR005C	-0.770126025183209
YCR006C	-1.65771597931723
YCR007C	-0.0386309395144288
YCR008W	1.47783583924806
YCR009C	-2.13380202966599
YCR010C	0.804334574426094
YCR011C	0.0897624817694159
YCR014C	-0.713886359234276
YCR015C	0.334634431991143
YCR016W	-1.10705607302988
YCR017C	-1.26469013492117
YCR019W	-2.56937561533161
YCR020C	0.243452938587661
YCR020C-A	-0.519039971921519
YCR021C	0.702178880591519
YCR022C	-0.392882203828134
YCR023C	0.059884876585611
YCR024C-A	-1.09353159527938
YCR025C	-0.133891184531705
YCR026C	-2.01982857795795
YCR027C	0.241225017509643
YCR028C-A	-2.44947743680289
YCR030C	-1.27322622299769
YCR031C	-0.676138934980302
YCR032W	0.446876666669884
YCR033W	0.302879024327022
YCR034W	-1.22811521238912
YCR036W	1.11034832284731
YCR037C	1.53012492194738
YCR043C	-0.419395340495025
YCR044C	0.1360417944915
YCR045C	0.944542905234337
YCR048W	1.47522544101827
YCR049C	0.416438348541582
YCR050C	0.30104133652746
YCR051W	0.51727771076926
YCR059C	-0.0880889813818749
YCR060W	-1.87947119685391
YCR061W	-0.48489425073974496
YCR063W	-1.67793920051573
YCR065W	0.738280854763465
YCR067C	1.16794167595808
