orf	hap ? | growth (culture turbidity) | elisidepsin [250 ug/ml], time [48 h] | Herrero AB~Moreno S, 2008
YAL012W	4.649822026359645
YAL039C	-4.556825585832453
YAL042C-A	4.649822026359645
YAL047C	-4.556825585832453
YAL053W	-4.556825585832453
YAR018C	-4.556825585832453
YBL012C	-4.556825585832453
YBL015W	-4.556825585832453
YBL022C	-4.556825585832453
YBL044W	-4.556825585832453
YBL061C	-4.556825585832453
YBL090W	-4.556825585832453
YBR036C	-4.556825585832453
YBR131W	-4.556825585832453
YBR133C	-4.556825585832453
YBR163W	-4.556825585832453
YBR164C	-4.556825585832453
YBR171W	-4.556825585832453
YBR229C	-4.556825585832453
YBR251W	-4.556825585832453
YBR268W	-4.556825585832453
YBR288C	-4.556825585832453
YCL076W	4.649822026359645
YCR004C	-4.556825585832453
YCR028C	-4.556825585832453
YCR071C	-4.556825585832453
YDL073W	-4.556825585832453
YDL077C	-4.556825585832453
YDL106C	-4.556825585832453
YDL146W	-4.556825585832453
YDL151C	-4.556825585832453
YDL167C	-4.556825585832453
YDL176W	-4.556825585832453
YDL225W	-4.556825585832453
YDL226C	-4.556825585832453
YDR027C	-4.556825585832453
YDR065W	-4.556825585832453
YDR078C	-4.556825585832453
YDR114C	-4.556825585832453
YDR153C	-4.556825585832453
YDR194C	-4.556825585832453
YDR195W	-4.556825585832453
YDR204W	-4.556825585832453
YDR231C	-4.556825585832453
YDR245W	-4.556825585832453
YDR247W	-4.556825585832453
YDR297W	-4.556825585832453
YDR298C	-4.556825585832453
YDR364C	-4.556825585832453
YDR372C	-4.556825585832453
YDR377W	-4.556825585832453
YDR395W	-4.556825585832453
YDR461W	4.649822026359645
YDR507C	-4.556825585832453
YDR518W	-4.556825585832453
YDR525W	-4.556825585832453
YEL031W	-4.556825585832453
YEL042W	-4.556825585832453
YEL052W	-4.556825585832453
YEL053C	-4.556825585832453
YER002W	4.649822026359645
YER083C	-4.556825585832453
YER121W	-4.556825585832453
YER122C	-4.556825585832453
YGL003C	-4.556825585832453
YGL005C	-4.556825585832453
YGL027C	-4.556825585832453
YGL064C	-4.556825585832453
YGL071W	-4.556825585832453
YGL081W	-4.556825585832453
YGL084C	-4.556825585832453
YGL105W	-4.556825585832453
YGL115W	-4.556825585832453
YGL124C	-4.556825585832453
YGL154C	-4.556825585832453
YGL177W	-4.556825585832453
YGL200C	-4.556825585832453
YGL212W	-4.556825585832453
YGL220W	-4.556825585832453
YGL240W	-4.556825585832453
YGR025W	4.649822026359645
YGR026W	4.649822026359645
YGR054W	4.649822026359645
YGR058W	-4.556825585832453
YGR072W	4.649822026359645
YGR086C	-4.556825585832453
YGR101W	-4.556825585832453
YGR102C	-4.556825585832453
YGR107W	-4.556825585832453
YGR130C	4.649822026359645
YGR150C	-4.556825585832453
YGR166W	-4.556825585832453
YGR171C	-4.556825585832453
YGR200C	-4.556825585832453
YHR004C	-4.556825585832453
YHR011W	-4.556825585832453
YHR041C	-4.556825585832453
YHR067W	-4.556825585832453
YHR108W	-4.556825585832453
YHR142W	-4.556825585832453
YHR183W	-4.556825585832453
YIR033W	-4.556825585832453
YJL062W	-4.556825585832453
YJL080C	-4.556825585832453
YJL121C	-4.556825585832453
YJL139C	-4.556825585832453
YJL166W	-4.556825585832453
YJL204C	-4.556825585832453
YJR005W	-4.556825585832453
YJR011C	-4.556825585832453
YJR018W	-4.556825585832453
YJR025C	-4.556825585832453
YJR060W	-4.556825585832453
YJR075W	-4.556825585832453
YJR117W	4.649822026359645
YJR122W	-4.556825585832453
YJR144W	-4.556825585832453
YKL003C	-4.556825585832453
YKL016C	-4.556825585832453
YKL020C	4.649822026359645
YKL037W	-4.556825585832453
YKL073W	-4.556825585832453
YKL136W	-4.556825585832453
YKL139W	-4.556825585832453
YKL169C	-4.556825585832453
YKL170W	-4.556825585832453
YKR019C	-4.556825585832453
YKR020W	-4.556825585832453
YLL043W	-4.556825585832453
YLR023C	4.649822026359645
YLR038C	-4.556825585832453
YLR039C	-4.556825585832453
YLR047C	-4.556825585832453
YLR056W	-4.556825585832453
YLR069C	-4.556825585832453
YLR080W	-4.556825585832453
YLR091W	-4.556825585832453
YLR110C	-4.556825585832453
YLR111W	-4.556825585832453
YLR114C	-4.556825585832453
YLR139C	-4.556825585832453
YLR201C	-4.556825585832453
YLR330W	-4.556825585832453
YLR337C	-4.556825585832453
YLR357W	-4.556825585832453
YLR370C	-4.556825585832453
YLR382C	-4.556825585832453
YLR384C	-4.556825585832453
YLR399C	-4.556825585832453
YLR425W	-4.556825585832453
YML001W	-4.556825585832453
YML024W	-4.556825585832453
YML048W	4.649822026359645
YML071C	-4.556825585832453
YML072C	4.649822026359645
YML088W	-4.556825585832453
YML128C	-4.556825585832453
