orf	gene	w.N	w.S	w.rat	w.exp.1	w.exp.2	w.6h	w.12h	w.18h	w.24h	w.42h	wd.6h	wd.12h	wd.18h	wd.24h	wd.42h
YKR100C	SKG1	1.03377097047722	1.02390698196071	1.00963367638886	1.02882715478351	1.0296494791383	1.02471215119244	1.01469768396924	1.02318070724364	1.00944587993335	1.0200817332038	0.996000296481356	0.986266428963726	0.994511762725537	0.981161777505542	0.990707764022274
YOR015W	YOR015W	0.994579499977934	0.997084137193562	0.99748803824853	0.995831031152325	0.995622333310989	0.997119385286356	0.991695801933482	0.9836794191391	0.989626455981784	1.00893726358845	1.00129374772801	0.995847458966951	0.987797516211998	0.993769449860021	1.01337347489302
YOR297C	TIM18	0.97815261315661	0.975218128380805	1.00300905478519	0.976684268673036	0.976928839595357	0.970785621961797	0.96022708020581	0.97564921780606	0.968663733359729	0.960518559590289	0.993960538834876	0.983149940062426	0.998940240054873	0.991787995803185	0.983202174672348
YMR086W	SEG1	0.979728060500551	1.01791869164718	0.962481648622808	0.998640829084587	0.995463535606932	1.00764390500429	1.00710395384786	1.00087650418906	0.996434433336419	0.972344798718881	1.00901532929307	1.0084746432519	1.00223871790473	0.99779060130138	0.976775907844826
YOR061W	CKA2	0.960281848891292	0.970369945808911	0.989603865040142	0.96531271910709	0.964472414144736	0.975919243402983	0.996416359600225	0.967344329045454	0.969632241762041	0.966889308230809	1.01098765621332	1.03222131012829	1.00210461324931	1.00447473919016	1.00250592349831
YLR306W	UBC12	1.00829878274922	0.987559031190868	1.02100102465099	0.99787502676575	0.99960480581287	0.998703445885437	0.998584574674606	0.996514450442527	0.993863858581842	0.982858071865807	1.00083018323684	1.00071105888997	0.998636526331726	0.995980290040017	0.983246645224515
YOR030W	DFG16	1.03030853018575	1.03488996533601	0.995573021960093	1.03259670689448	1.032214991516	1.02268440192924	1.03048163771136	1.03904233797621	1.05471055249715	1.03176919924766	0.990400603740983	0.997951698694179	1.00624215730952	1.02141576227681	0.999568120719028
YHR057C	CPR2	0.96961803790972	0.992889988508673	0.976561400690616	0.981185019513641	0.97924765095862	0.995467077291565	1.0161629841632	0.997492423547716	0.989600863682621	0.981255361821419	1.01455592726538	1.03564869413406	1.0166201111001	1.0085772244802	1.00205025854372
YER173W	RAD24	0.986807519486207	1.00742387282143	0.979535571975789	0.997062411792816	0.99534589221038	0.981243033303742	0.99348123543433	0.994726957477175	1.00979007131004	0.974344171193877	0.984134013776902	0.996408272625535	0.997657664868299	1.0127651582957	0.978900077670623
YPL178W	CBC2	1.00395044694637	1.00045145797497	1.00349741003775	1.0021994254549	1.00249105014202	1.00305332529138	1.00283127430583	0.992434739862859	0.999169701735438	0.999609927835558	1.0008520258691	1.00063046219634	0.990256743973281	0.996976925307971	0.997126036879777
YPL147W	PXA1	0.976666921161391	0.97750978706358	0.999137741725614	0.977088263227286	0.977018026928809	0.988114588986238	0.981586290083806	0.997123705782679	0.976354544738137	0.963330790896219	1.01128488200496	1.00460350106106	1.02050525352665	0.999249076550439	0.985990805025762
YFR012W	DCV1	1.01036096289981	1.00188555946636	1.00845945263246	1.00611433673209	1.00682086622232	1.00143777433259	0.997483914298998	0.995112568036908	1.00727402832433	0.966571725903454	0.995351857906444	0.991422026187283	0.989065091020458	1.00115264393907	0.960023533809064
