orf	hap alpha | chronological lifespan | nonrestricted diet medium (glutamine [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018	hap alpha | chronological lifespan | dietary-restricted medium (gamma-aminobutyric acid [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018
YAL002W	-0.021639269609302132	0.004057633679874582
YAL004W	-0.0029970076612730896	0.0055127643816384134
YAL005C	-0.006459412715265489	0.013952087466920424
YAL007C	0.0	-0.00020564526427730052
YAL008W	-0.00176078115513016	-0.0015054723871322905
YAL009W	0.001963431738111825	0.003048644439694312
YAL011W	0.0183369424931117	0.006862604618987652
YAL013W	-0.025583427319817206	-0.01964596322645161
YAL014C	0.0001779127311037406	-0.006820179027104108
YAL015C	-0.004440465376037919	-0.0016624000554829339
YAL016W	-0.00047326771008764914	-0.002271024426701863
YAL017W	0.00872405831644282	0.008524577881518947
YAL018C	-0.0004736201806050319	-0.0029684600986496206
YAL019W	-0.0025884365935998875	-0.0031305768240837122
YAL020C	-0.00038811521730489247	-0.0059676422228485525
YAL022C	0.002684172962977585	-0.006725115683403135
YAL023C	0.01535716540400217	0.028082397938221492
YAL026C	0.03006383974839414	0.016034445271332312
YAL027W	0.008177116160494102	0.004048484259398131
YAL028W	0.004660091282815789	0.0040877312886618625
YAL029C	-0.00022632762168728685	0.0015827039653208558
YAL030W	-0.0005840005417192349	0.0011318072780487735
YAL031C	0.005225741044058979	-0.00588343766746713
YAL034C	-0.0025809919011413555	-0.004790257981915907
YAL035W	-0.00925122828401777	-0.006211728053210826
YAL036C	-0.010798968885527007	0.0008132146824331721
YAL037W	-0.003948226711426896	-0.004188976857112179
YAL040C	0.0013118885394351977	0.002916183071086132
YAL042C-A	0.0027643628790876024	0.006494576002758446
YAL042W	0.005678912859487337	0.007870025100758
YAL045C	0.0017903875692918802	0.0095471777710089
YAL046C	-0.00043482210913087585	0.0018032971975036217
YAL048C	0.0021080020634924295	0.002847301200618081
YAL049C	-0.006379808313232227	-0.002539126483351974
YAL051W	-0.004818913230413632	6.708580350579633e-05
YAL053W	-0.01578593810333751	0.001384059749764608
YAL054C	-0.002386886923931417	-0.002674798300322228
YAL056C-A	0.011470481647487929	0.0036953008695115603
YAL058W	-0.008245529818863935	-0.002263152656063635
YAL059W	0.0065913849220255	0.004148893619334244
YAL060W	0.004415240238678745	0.0016898807980272983
YAL061W	0.00025982037989633923	-0.01353287827778647
YAL062W	0.006895483672879148	0.0023668826833897656
YAL064C-A	0.003056918086121469	0.0006395190173124794
YAL065C	0.0034751775550146188	0.00601000124888031
YAL066W	0.0016727140955188659	0.0012945869927187999
YAL067C	-0.0015209204500999211	-0.005909247842423878
YAL068C	-0.003438841637930904	-0.005019545818921662
YAR002C-A	0.010031115573846922	0.00972776715740076
YAR002W	-0.005814161799119982	-6.189335366941183e-05
YAR003W	-0.019203861518603565	-0.025394623397067426
YAR014C	-0.03577221651028365	-0.019774667106298473
YAR018C	-0.018094069947644537	-0.014299785229700232
YAR020C	-0.0068041103377071265	-0.0031525744796392034
YAR023C	0.0008629541762747387	-0.0032253907212829083
YAR027W	-0.0011534737734697677	0.003323032746195085
YAR029W	0.002785887350834359	0.0003231867711146856
YAR030C	-0.008764444656878352	-0.007874142465767137
YAR031W	0.0008949825450009479	-0.002052297748970233
YAR035W	-0.004882078461236053	-0.0033332560876868107
YAR042W	-0.0005374933131083127	-0.0021807907837742627
YAR047C	-0.009906098370654657	-0.0031933683275608953
YAR050W	-0.0002538611673698118	0.0026431944659139946
YBL001C	-0.002098357428065631	0.003022484954428072
YBL002W	0.00904689034796527	0.003848701066392401
YBL003C	0.0007411054561648532	-0.00023174682575219287
YBL005W	0.0038189277282197473	-0.0007909682319507836
YBL006C	-0.01221704034865567	-0.01753460385335045
YBL007C	0.0021527769556073557	-0.003780419901596393
YBL008W	0.006809625639634966	0.0016881101613379491
YBL009W	0.0010807741412164759	0.004043818287770295
YBL010C	0.009180947660107314	0.012659746466585573
YBL011W	-0.0033015511713350024	-0.00037928151504777047
YBL012C	-0.009248664285998824	-0.005451483143381137
YBL013W	-0.003261402367222461	0.004170514495290328
