orf	hap a | clathrin-mediated endocytosis (Snc1) | standard [standard] | Burston HE~Conibear E, 2009	hap alpha | clathrin-mediated endocytosis (Snc1) | standard [standard] | Burston HE~Conibear E, 2009
YGL173C	0.625880973	1.120881414
YGL174W	0.764582067	0.849556444
YGL175C	0.842367495	1.057976186
YGL181W	0.852276209	0.957128216
YGL196W	0.883604243	1.027371834
YGL197W	0.859204707	0.907859386
YGL198W	0.658866449	0.793279658
YGL199C	0.896889889	0.981696094
YGL200C		0.652546697
YGL202W	0.896928077	0.910549094
YGL205W	0.791258662	
YGL208W	0.877363134	0.885873179
YGL210W	1.066465021	0.620314623
YGL214W	1.134271864	0.756842952
YGL218W	0.894320988	
YGL219C	0.530153799	0.434001075
YGL226C-A	0.942527851	0.840394505
YGL228W	0.941468711	0.990643805
YGL231C	0.751589942	0.767111822
YGL232W	1.032729834	0.97625861
YGL235W	0.927281702	0.93189946
YGL242C	0.989319065	0.734503123
YGL243W	0.905894847	0.935970828
YGL244W	0.861576119	
YGL246C	0.835384981	0.764227642
YGL248W	0.944955023	0.966611573
YGL256W	0.610687023	0.889446584
YGL258W	0.9503354	1.008792322
YGL261C	0.76396987	1.000396689
YGL262W	1.066950838	0.832622787
YGL263W	0.986861466	0.940900406
YGR001C	0.985730709	1.00090126
YGR003W	1.00808095	0.890089123
YGR004W	0.987211019	0.91416244
YGR007W	1.051873519	0.924197847
YGR008C	0.887473547	1.045057912
YGR011W	1.013561492	0.830078364
YGR012W	1.034534895	0.972354708
YGR015C	0.929275192	0.834513691
YGR017W	1.030393768	0.82739184
YGR018C	1.166108553	0.817760928
YGR019W	0.935496033	0.936739581
YGR020C	0.789436269	
YGR021W	1.046230931	0.936211901
YGR023W	0.758767399	0.770472807
YGR025W	0.948451921	0.956852074
YGR027C	1.044629965	0.744937696
YGR032W	1.017118634	0.972655113
YGR036C	0.951459681	0.478713227
YGR037C	0.926210589	0.765521464
YGR039W	0.916639992	1.001004878
YGR051C	0.937356835	0.960018262
YGR052W	0.996268911	0.921389605
YGR053C	0.988206946	0.882853331
YGR056W	0.56022329	0.666666667
YGR057C	1.040178683	0.841026949
YGR058W	0.690371597	0.78125784
YGR059W	1.108854167	0.888268285
YGR061C	0.628932037	0.575269692
YGR063C	0.991778377	0.736664721
YGR066C	1.01881669	0.775493304
YGR067C	0.974760255	0.946423769
YGR069W	0.937526365	0.628521143
YGR070W	0.864569621	0.966445266
YGR078C	0.607053895	0.818950792
YGR080W	0.431474417	0.73878984
YGR086C	1.018699838	0.964726627
YGR087C	0.980999952	0.797500249
YGR088W	0.825123575	0.905348888
YGR092W	1.078573847	0.858846918
YGR093W	0.919978761	0.978667568
YGR096W	0.729534222	1.102219385
YGR097W	0.990619804	0.965301713
YGR100W	0.518356203	0.559466651
YGR101W	0.244617501	0.674900343
YGR105W	0.976679851	
YGR118W	0.839390908	0.918819629
YGR122C-A	1.128076216	0.72708658
YGR122W	0.421494338	0.824998743
YGR123C	0.981410585	0.731940027
YGR124W	1.03133303	0.76047711
YGR125W	1.091993813	0.613897399
YGR126W	0.918396501	0.450828127
YGR127W	1.033744613	0.627767972
YGR129W	1.057939574	0.767015356
YGR130C	0.784022886	0.771463751
YGR133W	1.021931281	0.787475952
YGR134W	0.958285633	1.03086399
YGR135W	0.890945316	0.615020441
YGR136W	0.968061646	0.920109409
YGR137W	1.1013526	0.626830288
YGR138C	0.893852515	0.591206403
YGR139W	0.676720996	1.226148299
YGR143W	0.638116954	0.817762271
YGR153W	0.694025639	0.924358294
YGR154C	0.727031842	0.872314456
YGR155W	0.771270396	0.762272169
YGR157W	0.645622681	0.570431507
YGR159C	0.691745693	1.07863892
YGR160W	0.400082152	0.965654626
YGR161C	0.908728678	0.972592043
YGR163W	0.841497113	0.874672317
YGR164W	0.808285266	0.944313297
YGR168C	0.659220096	1.112055743
YGR170W	0.836130513	0.895355855
YGR173W	1.140782998	0.795385874
YGR181W	1.017212713	0.922998606
YGR182C	0.912687738	0.930718858
YGR184C	0.958559359	0.627913258
YGR188C	0.896894539	0.684084718
YGR189C	1.008278131	0.944717299
YGR192C	0.960509578	0.816184983
YGR193C	1.118196803	0.870992764
YGR194C	0.952206182	0.942611227
YGR196C	0.957696953	0.893792739
YGR199W	0.988914928	0.934322741
YGR200C	1.001798934	0.695863046
YGR202C	0.785757691	1.071571721
YGR204W	0.324629588	0.640739171
YGR206W	0.514569968	0.525845763
YGR207C	1.018784045	0.933945733
YGR208W	0.798141275	0.792043031
YGR209C	0.960633398	1.01519462
YGR212W	0.848079078	0.858918643
YGR213C	0.802339732	1.155407196
YGR215W	0.715738822	0.83670619
YGR217W	0.981246599	0.932732111
YGR219W	0.892987305	1.023797407
YGR221C	1.003535484	0.889847747
YGR223C	0.90450405	0.831817357
YGR227W	0.82280492	0.810704084
YGR228W	0.935887087	0.700534011
YGR229C	1.004704472	0.705966476
YGR234W	0.916856398	0.96800839
YGR235C	0.75897889	0.980051382
YGR236C	0.999391149	1.009743935
YGR239C	0.945187583	0.862340941
YGR240C		0.257055756
YGR241C	0.351583748	0.290992231
YGR242W	0.432046093	0.328470355
YGR248W	0.917822989	0.838498397
YGR250C	1.027624446	0.790946686
YGR252W	0.925039449	0.564923759
YGR254W	0.91393473	0.570477473
YGR256W	0.471847368	0.722522392
YGR259C	0.579264653	0.797280417
YGR260W	0.779569699	0.817325058
YGR261C	0.772625255	0.902694795
YGR263C	0.88099731	0.756928965
YGR266W	0.959181028	0.792193554
YGR268C	1.094900196	0.768840624
YGR269W	0.897722695	0.704557028
YGR275W	0.834018688	1.032534386
YGR279C	0.801373346	1.093255518
YGR286C	0.97059046	1.034373218
YHL002W	0.300319656	0.469899362
YHL003C	0.662641739	1.130037343
YHL006C	0.994538248	0.954253342
YHL007C		0.99437232
YHL011C	0.836871286	
YHL012W	0.932414385	1.064258661
YHL013C	0.848379753	0.931349091
YHL017W	0.922550801	0.801963906
YHL019C	0.589640731	0.530341318
YHL025W	0.38574142	
YHL026C	0.987810663	0.986576096
YHL027W	0.450792093	0.73908231
YHL028W	0.974775841	1.028089847
YHL030W	0.946222297	1.062373001
YHL032C	0.983169669	0.954292452
YHL033C	1.063309678	0.873256797
YHL035C	0.978032218	0.88830485
YHL039W	0.955805459	0.871590528
YHL040C	0.918119492	0.92246122
YHL041W	1.070246411	0.909666537
YHL047C	0.835666359	1.099841039
YHR001W-A	0.923814735	1.019500007
YHR003C	0.742925453	0.855222055
YHR014W	1.17558872	0.757912907
YHR015W	0.947820053	0.729839157
YHR016C	0.989746024	0.892319101
YHR017W	1.017146645	0.865647463
YHR018C	1.062080888	0.696368401
YHR021W-A	0.995373037	0.821458256
YHR022C	1.06218013	0.786165446
YHR025W	0.999017317	0.887605944
YHR026W	0.229788427	
YHR028C	0.960436542	0.946673162
YHR029C	0.988854832	0.701665072
YHR030C	0.64278332	0.478709435
YHR031C	0.948303406	0.968085043
YHR033W	1.040111025	0.801672249
YHR035W	1.207163904	0.475295919
YHR041C	0.268411453	1.44039225
YHR050W	0.808658843	0.793808855
YHR057C	0.96028917	1.039231523
YHR061C	1.027993151	0.968977638
YHR076W	0.974070825	0.985181604
YHR079C	0.791034743	0.602435689
YHR081W	0.29270796	0.91666242
YHR082C	0.592769112	0.667744371
YHR086W	0.933829646	0.895501079
YHR087W	0.503680813	1.040793054
YHR092C	0.852878384	0.507426032
YHR096C	0.911403129	
YHR100C	0.810253763	
YHR103W	1.035190952	0.931192123
YHR104W	1.189612292	0.809610842
YHR106W	1.083359706	0.91543356
YHR110W	0.877339861	0.711278602
YHR112C	0.959531466	1.007172519
YHR113W	0.898614158	0.946906317
YHR114W	0.785837054	0.703669088
YHR123W	0.833450276	1.003488747
YHR125W	0.892222603	1.090776328
YHR127W	0.986420185	1.000074447
YHR136C	0.988788295	0.950811286
YHR137W	0.920731557	0.847423777
YHR142W	0.923271905	0.98446821
YHR146W	0.968968532	0.824745474
YHR150W	0.908552204	1.057925706
YHR151C	0.751843116	0.904523766
YHR156C	1.161113928	0.77891327
YHR158C	0.927309649	0.860158778
YHR161C	0.063469199	0.453450675
YHR163W	0.503046903	1.145019433
YHR176W	0.805114787	0.999145247
YHR178W	0.677948698	0.905010436
YHR181W	0.912847103	0.987802089
YHR182W	0.87868825	1.085641923
YHR183W	0.756274981	1.068147676
YHR184W	0.755919295	1.000072169
YHR189W	0.731577386	1.160051719
YHR191C	1.065732561	0.727593006
YHR200W	0.818855815	0.931959875
YHR207C	0.943548051	0.932701938
YHR209W	1.047874646	0.903910095
YIL001W	1.008632563	0.869191917
YIL002C	0.951383253	0.809522398
YIL005W	0.87520288	0.778719578
YIL006W	0.866950444	1.048439652
YIL007C	1.023731275	0.891437545
YIL008W	0.967468823	0.71606367
YIL009W	0.977886762	0.969892276
YIL011W	0.87909595	0.640972177
YIL012W	0.991603222	0.827154556
YIL013C	1.104914922	0.755574838
YIL014W	0.974953098	
YIL015W	1.064326825	0.813923962
YIL016W	1.035874782	0.78615146
YIL020C	0.199345914	0.899891111
YIL024C	0.985219968	0.803717467
YIL025C	0.847865674	0.683682043
YIL027C	0.704634144	0.508296696
YIL028W	0.954969641	1.01774413
YIL030C	0.970024767	0.917531982
YIL034C	0.464297012	0.643236468
YIL037C	0.912564718	0.974536945
YIL038C	0.947708606	0.680439413
YIL040W	0.944149397	1.04414561
YIL049W	0.155779523	
YIL050W	1.017266216	0.991194657
YIL052C	0.731905177	1.261742269
YIL054W	1.049204116	0.800464727
YIL055C	1.074119128	0.873417578
YIL056W	0.786743769	0.829077171
YIL058W	1.045236014	0.942731621
YIL059C	0.955791249	0.849349412
YIL060W	1.154304011	0.734681631
YIL064W	1.013891616	0.961781759
YIL071C	0.807763962	1.004044135
YIL073C	0.912498455	0.970368902
YIL076W	0.320182883	
YIL084C	0.426191827	
YIL085C	0.849322607	0.640893999
YIL090W	0.292361293	
YIL093C	0.343493128	
YIL094C	0.953809792	
YIL096C	0.976482603	0.971999563
YIL102C	0.975073776	
YIL105C	0.868887789	0.858542109
YIL112W	0.739522968	0.940683321
YIL116W	0.253021916	1.097519263
YIL121W	0.817282567	1.1659015
YIL128W	0.321087168	0.132889119
YIL130W	0.657165597	0.723655259
YIL132C	0.857726304	0.678799758
YIL133C	0.972834583	0.684746689
YIL135C	1.132666208	0.838602503
YIL138C	1.167244427	0.688385202
YIL139C	1.045352386	0.583298826
YIL140W	0.967547785	0.767981882
YIL141W	1.013807046	0.739580431
YIL149C	0.98130253	1.019100885
YIL153W	0.781937216	1.191457041
YIL154C	0.184996008	
YIL155C	0.833060706	0.749950915
YIL156W	0.917971818	0.867874099
YIL158W	0.936120998	0.997957315
YIL160C	1.093158561	0.687623527
YIL162W	0.875073262	
YIL163C	0.118366573	0.997168901
YIL166C	0.926051826	1.023108946
YIL173W	0.892748064	0.943060581
YIR001C	1.003247164	0.836464762
YIR003W	0.514186674	0.385510203
YIR004W	0.882430282	
YIR005W	0.707722461	0.684724402
YIR007W	1.006976282	0.930436291
YIR009W	0.430096109	0.904714786
YIR013C	0.958596472	0.999817219
YIR016W	0.964375208	0.899229201
YIR019C	1.070016725	0.840298386
YIR021W	1.012922666	0.467958407
YIR023W	0.140588578	1.020919647
YIR025W	1.066422157	0.859063809
YIR026C	0.907869855	0.376810491
YIR034C	0.570280869	0.313838491
YIR035C	0.982234039	1.010045616
YIR038C	0.986740474	0.98055391
YIR039C	1.02180901	0.879698412
YJL007C	1.043229545	0.739094288
YJL012C	0.990727641	0.800216004
YJL013C	1.09361914	0.887842488
YJL016W	0.840199798	0.827108379
YJL020C	0.745857848	0.570974459
YJL023C	1.064038491	0.704588051
YJL024C	1.015770539	0.765265923
YJL027C	1.021830037	0.586423522
YJL029C	0.944584293	
YJL030W	0.743616197	0.918344905
YJL037W	0.854127352	0.915694048
YJL038C	0.748275126	
YJL043W	0.830171818	0.94616754
YJL048C	1.197861305	0.717216973
YJL049W	1.014983149	0.953834285
YJL051W	1.058409516	0.92266211
YJL052W	0.970696584	0.904537246
YJL055W	0.666629409	0.967613667
YJL056C	0.514037819	0.854793413
YJL060W	0.806620873	0.433542474
YJL062W	0.495338629	0.375721655
YJL064W	1.035316401	0.799662843
YJL065C	0.716994076	0.781178819
YJL066C	0.961831149	0.87642331
YJL067W	0.466942457	0.878348324
YJL068C	0.377912177	0.969214655
YJL071W	0.758880219	0.839556791
YJL075C	1.068630169	0.901050125
YJL078C	0.897800117	1.022289893
YJL079C	0.982814544	0.974569621
YJL080C		0.270686027
YJL082W	0.835577232	0.878441532
YJL084C	1.064420345	0.937886888
YJL088W	0.548739367	1.103570933
YJL095W	0.7133546	0.767272513
YJL103C	1.01743651	0.8907427
YJL106W	1.02631474	0.821210445
YJL120W	0.659216417	0.725979083
YJL121C	0.751789377	0.739951436
YJL122W	0.875988407	0.823977427
YJL124C	0.678463522	0.637906635
YJL126W	0.970946647	0.954191734
YJL127C	0.762803209	0.804361118
YJL128C	0.58784965	0.734783945
YJL130C	0.784722756	
YJL132W	0.996598218	0.888702647
YJL134W	0.836448792	0.939268859
YJL135W	0.985574143	0.856814864
YJL137C	1.045420114	0.741016551
YJL139C	0.757921026	0.835438633
YJL140W	0.998587861	
YJL141C	1.012579947	0.956254279
YJL149W	0.940778488	0.959039984
YJL151C	0.95770424	1.021101759
YJL152W	0.953610725	0.942507686
YJL153C	0.240065889	0.881017105
YJL157C	1.047340796	0.869132693
YJL161W	0.888187796	0.832215552
YJL162C	1.00485408	0.993825241
YJL163C	1.045096039	0.913226879
YJL165C	0.927905345	0.941066195
YJL168C	0.894758824	0.960607634
YJL169W	0.931545176	0.913924092
YJL170C	1.065333066	0.697742422
YJL171C	1.061031527	0.815532417
YJL172W	0.916491729	0.777847434
YJL175W	0.841812463	0.160570764
YJL176C	0.705408409	0.0
YJL177W	0.971526754	0.806081902
YJL178C	0.79016662	0.870592262
YJL181W	1.028477472	0.932192809
YJL182C	0.668307718	0.843075161
YJL183W	0.881580945	0.326007218
YJL184W	0.921588137	
YJL185C	0.938407725	0.562106245
YJL186W	1.081120261	0.733379125
YJL191W	0.910477556	1.061598446
YJL192C	0.898862065	0.990398851
YJL196C	0.976530903	1.022349919
YJL198W	0.912113011	0.969273956
YJL199C	0.888178341	0.984940002
YJL200C	0.759415695	1.092333541
YJL201W	1.003962138	0.9666186
YJL206C	0.830370572	1.050398251
YJL208C	0.794169402	1.036306368
YJL210W	0.786790945	0.926017376
YJL211C	0.735313547	0.898736243
YJL212C	0.66857703	0.952773035
YJL213W	0.902838945	0.996869212
YJL214W	0.721297997	1.044799297
YJL215C	0.543417591	0.952331901
YJL216C	0.631314931	1.021394451
YJL217W	0.752214664	1.085576841
YJL218W	0.754682285	1.039939168
YJR010C-A	0.527233953	0.941961186
YJR010W	0.475574726	1.049177996
YJR011C	0.83424771	1.121732855
YJR015W	0.912698826	0.815680814
YJR018W	0.885544518	
YJR020W	0.821100672	1.177910165
YJR021C	0.803987579	0.985097007
YJR024C	0.863083534	0.997482591
YJR025C	0.918200507	0.925123848
YJR030C	1.003404808	0.929153886
YJR031C	0.856381641	0.877930368
YJR034W	0.63067336	
YJR035W	0.997208837	0.810159639
YJR038C	0.98181652	1.02052527
YJR039W	0.888452289	0.896646308
YJR044C	0.846697353	0.644248374
YJR049C	1.018822903	0.909850893
YJR050W	0.740155125	1.036916713
YJR052W	0.670463141	0.911146639
YJR055W	0.421789982	0.961193415
YJR059W	0.885111417	0.895308182
YJR062C	0.850563506	0.926515058
YJR070C	0.813265538	0.961262948
YJR073C		0.564821472
YJR075W	0.660635216	0.590531347
YJR079W	1.245176805	0.575673413
YJR080C	0.73043594	1.152019359
YJR082C	0.714985421	0.746651372
YJR084W	0.694926887	1.028609198
YJR087W	0.794448043	0.869348087
YJR088C	0.638826808	0.80074706
YJR090C		0.918700778
YJR094W-A	1.161414776	0.570455412
YJR100C	0.744263672	0.924705343
YJR102C	1.239296135	0.332994285
YJR105W		0.770785879
YJR106W	0.584667129	0.863163525
YJR107W	0.743874286	0.881946531
YJR108W	0.783951845	0.851136041
YJR109C	0.84595115	0.79445491
YJR110W	0.930509838	0.776614006
YJR115W	1.003034118	0.802421312
YJR116W	0.798899483	0.536480242
YJR118C	0.238622099	1.225929872
YJR119C	0.715070453	1.022032796
YJR121W	0.371406704	
YJR122W	0.78804629	
YJR124C	1.035343017	0.806484929
YJR130C	0.938939591	1.062683578
YJR131W	0.91745378	0.707384205
YJR133W	1.055732851	0.798384126
YJR135C	0.789858195	1.074195081
YJR137C	0.743347141	1.145698989
YJR148W	0.980552462	0.979756432
YJR149W	1.106608002	0.888090599
YJR150C	0.952408154	0.85298342
YJR152W	1.014514026	0.914695393
YJR153W	0.921869711	0.928873946
YKL001C	0.618219435	0.829054063
YKL002W	0.158878505	
YKL003C	0.818452955	
YKL005C	0.853564615	0.90094548
YKL007W	0.257650598	0.417819391
YKL008C	0.728140906	0.915594596
YKL015W	0.99919685	0.998133203
YKL017C	0.976776458	0.99015461
YKL025C	0.805250662	0.822371132
YKL026C	0.885321811	0.868735456
YKL027W	0.850389789	0.866280366
YKL029C	0.691535437	0.901348871
YKL030W	0.958669615	0.937495045
YKL031W	0.838617705	0.792560926
YKL032C	0.751682765	0.724121539
YKL034W	0.935551507	0.94221959
YKL037W	0.931532435	1.0167709
YKL041W	0.52672127	
YKL044W	1.020051685	0.848828895
YKL047W	0.515210498	1.194948822
YKL061W	1.011763337	0.983554411
YKL063C	0.678221684	0.690711652
YKL064W	0.810951964	0.718710952
YKL065C	0.722486881	0.639016217
YKL066W	0.767425682	0.772780293
YKL067W	1.018520028	0.744676198
YKL068W	0.880398128	1.117653064
YKL069W	0.859034714	0.788418063
YKL070W	0.86461068	0.839138493
YKL071W	0.722910238	0.734905264
YKL072W	0.726689834	0.729293107
YKL073W	0.667858661	0.468171584
YKL074C	0.472674468	0.709412417
YKL075C	0.870470474	0.715120829
YKL076C	1.061598743	0.801023585
YKL077W	1.090450211	0.680308218
YKL081W	0.431073189	0.89865334
YKL086W	1.086163754	0.80693498
YKL090W	0.932079673	0.809033581
YKL091C	0.999566067	0.788231014
YKL092C	1.162300768	0.770676603
YKL098W	0.673425299	0.903401675
YKL101W	0.948144866	0.944178636
YKL105C	0.890697077	1.050625049
YKL107W	0.968788838	0.839865439
YKL110C	0.843930034	0.849800459
YKL115C	1.067193987	0.847455194
YKL119C		0.379783545
YKL120W	0.924132025	0.973806789
YKL121W	0.790218879	1.041354659
YKL123W	0.689789374	1.083249131
YKL124W	1.029452867	0.873931244
YKL129C	0.968922797	0.950086963
YKL136W	0.657660776	0.842628395
YKL139W	0.736071578	
YKL140W	0.953578025	0.962128355
YKL142W	1.092721258	0.914436768
YKL143W	0.865750165	1.015055228
YKL146W	0.982944994	0.8825739
YKL147C	0.951391032	
YKL151C	0.833433352	0.965553526
YKL159C	0.91149646	0.871052848
YKL160W	0.746754865	0.738858526
YKL161C	1.008086181	0.989724018
YKL164C	0.947916173	0.963483723
YKL168C	0.494063627	1.209892716
YKL170W		0.899086867
YKL171W	0.975351024	0.936532094
YKL174C	0.814406284	0.7790045
YKL175W	0.982580782	0.946988832
YKL179C	1.040361626	0.766079374
YKL183W	1.021854432	0.93461356
YKL184W	1.011586974	0.767655062
YKL190W	1.056805119	0.783991952
YKL197C	1.043671648	0.84684098
YKL201C	1.099094153	0.872678285
YKL202W	1.100902125	0.848377886
YKL204W	0.331046434	0.659933212
YKL207W	0.832307664	0.763322734
YKL211C	1.046206734	0.913598456
YKL213C	0.77359475	0.746615921
YKL216W	0.909221386	
YKL218C	0.90254363	1.014806347
YKR001C	0.416459061	0.551156699
YKR003W	1.020995492	0.973590986
YKR005C	1.05030032	0.938860898
YKR007W	0.949678592	0.794130795
YKR009C	0.963562209	0.958125813
YKR010C	0.912916683	1.084865238
YKR012C	1.009650597	0.994662688
YKR018C	0.786357439	1.093768673
YKR021W	0.996289085	0.517132278
YKR026C	1.119829389	0.83705004
YKR028W	0.851174778	0.823490913
YKR029C	0.986259517	0.984645255
YKR030W	0.967967296	0.671332467
YKR033C	0.972946663	0.957069049
YKR034W	0.93783686	0.967085731
YKR035C	0.500291412	0.399618088
YKR035W-A	0.65573862	0.725543769
YKR036C	0.908948821	0.913251145
YKR039W	0.979339063	0.949439879
YKR040C	0.931851118	0.933268729
YKR041W	0.793132978	0.946860751
YKR043C	1.048077371	0.856780627
YKR044W	0.930819154	0.831885384
YKR051W	0.892686337	1.009692741
YKR055W	0.813839533	0.964932972
YKR058W	1.012393107	0.939003101
YKR060W	1.008120637	0.99414215
YKR069W	0.887456552	1.060642385
YKR078W	0.891731385	1.013895749
YKR080W	0.969655505	1.01944475
YKR091W	0.796626886	1.078750412
YKR092C	0.59160132	1.27003284
YKR093W	0.751880749	1.11482503
YKR094C	0.063665501	0.223195775
YKR096W	0.746697747	0.767429644
YKR097W	0.77071822	0.793411233
YKR098C	0.943108083	0.916803737
YKR099W	0.534809041	0.615555942
YKR100C	0.578840523	0.52217758
YKR102W	0.926160645	1.07198647
YKR104W	0.909616563	1.007054976
YKR105C	0.82854791	1.012114837
YLL002W	0.670849456	0.94453508
YLL005C	0.846326774	1.03325868
YLL007C	1.06640912	0.653564818
YLL012W	0.931270955	0.883353644
YLL013C	0.896967233	1.066199582
YLL014W	0.660695526	0.839557287
YLL021W	0.638285698	1.186063517
YLL023C	0.773435931	1.093864747
YLL025W	0.951271827	0.982425636
YLL026W	0.929834181	0.915487737
YLL030C	0.058721759	1.032418947
YLL032C	0.982438132	1.000077736
YLL033W	0.692449355	0.503921569
YLL038C	0.660567935	0.581889765
YLL039C	0.558248965	0.684495155
YLL042C	0.86002427	1.121992482
YLL045C	0.794481991	1.0839874
YLL046C	0.901296595	0.975803297
YLL047W	0.945883591	0.600444077
YLL051C	0.971016958	0.985162567
YLL052C	0.836491474	0.849990885
YLL053C	0.813081465	0.847893184
YLL054C	0.6942249	0.813628764
YLL055W	0.928272243	0.838028401
YLL056C	0.952649425	0.796908277
YLL057C	1.171923386	0.716892044
YLL058W	0.971766574	0.902158338
YLL059C	1.015928633	0.825554926
YLL060C	1.082965409	0.753791959
YLL061W	1.085915207	0.65895728
YLR006C	0.79565172	0.663763047
YLR014C	0.896691272	1.07949916
YLR016C	0.962012916	1.006791364
YLR017W	1.011922105	0.781685197
YLR019W	1.017995222	0.973216738
YLR020C	0.986933834	1.003018303
YLR024C	0.853833756	1.073075483
YLR025W		0.326953342
YLR027C	0.717045536	0.871891804
YLR031W	0.872956416	0.797793302
YLR032W	0.897872094	0.862698797
YLR034C	0.952782716	0.918490182
YLR036C	1.060799509	0.915317923
YLR042C	0.954082309	0.973284941
YLR044C	1.038240679	0.822681022
YLR046C	0.918570435	0.799185913
YLR049C	0.937019351	0.911789007
YLR052W	0.889801364	0.745957684
YLR056W	0.209883042	0.219226641
YLR065C	0.921940211	1.029322419
YLR068W	0.927649977	1.027414744
YLR069C	0.638001987	
YLR072W	0.980983049	0.857594984
YLR074C	0.719333279	1.057658139
YLR077W	0.956607258	1.042079227
YLR079W	0.908137945	1.060899124
YLR082C	0.911130366	0.744316312
YLR084C	0.983034867	0.952451803
YLR087C	0.664739685	0.581066809
YLR093C	0.866703841	0.903053299
YLR095C	0.98480256	0.925407092
YLR097C	1.019905734	0.909323083
YLR098C	0.830772094	0.910925408
YLR099C	0.559127574	0.972328564
YLR104W	0.87811832	0.936579165
YLR108C	0.927327727	0.967102846
YLR110C	0.802702506	0.977920747
YLR111W	0.887867822	0.960149727
YLR113W	0.748817266	0.603526269
YLR118C	0.976734484	0.868435893
YLR119W	0.3082537	
YLR120C	0.584373876	0.797639182
YLR125W	1.096554373	0.836397817
YLR131C	0.862616754	1.028615899
YLR133W	0.338593087	1.299640304
YLR134W	0.702395367	1.210669412
YLR136C	0.833916585	0.562215984
YLR137W	1.11274242	0.743446202
YLR138W	0.94572614	0.690124899
YLR139C	0.554291991	
YLR142W	0.961544161	0.841626785
YLR143W	0.837790512	0.822473136
YLR146C	1.039231567	0.673537096
YLR149C	0.562157327	0.787576542
YLR150W	0.629989774	0.674620929
YLR151C	0.93976939	0.741045457
YLR152C	0.860516501	0.707318605
YLR154C	0.973392955	0.765543081
YLR164W	0.900489272	0.72817262
YLR169W	0.331939377	0.633446468
YLR170C	0.271648639	0.672370474
YLR171W	0.264293879	0.637326275
YLR179C	1.1639255	0.74999023
YLR181C	0.959899313	0.939713699
YLR185W	0.896276326	1.101288925
YLR187W	0.965151424	0.927375891
YLR191W	0.900798527	0.813061419
YLR192C	0.695367133	0.922920067
YLR194C	0.937269268	1.067374131
YLR199C	0.882680862	0.818707077
YLR200W	0.460370402	
YLR206W	1.00420031	0.819270615
YLR207W	0.822864478	0.80539163
YLR213C	1.034027745	0.796305661
YLR219W	0.926286094	0.850352098
YLR220W	0.943005056	0.889212273
YLR224W	0.965313771	0.898960568
YLR225C	0.944745434	0.874489879
YLR226W	0.802781558	
YLR227C	0.909219791	1.049221838
YLR228C	0.92993888	
YLR234W	0.899135515	0.987893242
YLR242C	0.791055718	0.921095342
YLR246W	1.044374029	0.902851449
YLR258W	0.987441739	0.788738691
YLR262C	0.5354836	0.873642491
YLR262C-A	0.584933119	0.889637555
YLR263W	0.862350496	0.838035487
YLR265C	1.064445612	0.797516576
YLR266C	1.116325221	0.667736854
YLR271W	1.014401207	0.983829765
YLR280C	0.703447175	1.083111057
YLR282C	1.024995739	0.848825605
YLR286C	0.980349013	0.984193657
YLR287C-A		0.98977397
YLR294C	0.977255968	0.961751233
YLR296W	0.864367245	0.868577999
YLR297W	0.8813995	0.981527021
YLR299W	0.753711408	1.074993736
YLR304C	1.015886995	0.836956522
YLR311C	1.016724278	0.935843909
YLR313C	0.978435381	0.981973807
YLR320W	0.455103425	1.028535994
YLR324W	0.943020789	0.800840083
YLR325C	0.820697688	0.804692601
YLR330W	1.032387308	0.940477008
YLR331C	0.961430135	0.967876358
YLR332W	0.968395013	0.731056832
YLR333C	0.7029293	0.984518396
YLR334C	1.034527972	0.965400694
YLR335W	0.795903324	1.03916229
YLR337C	0.140510762	0.123529412
YLR338W	0.283057216	0.194777824
YLR344W	1.049254332	0.941052495
YLR346C	0.984727079	0.813793041
YLR351C	0.952959448	0.775154397
YLR352W	1.074293746	0.791687162
YLR353W	0.680752669	1.065671627
YLR354C	0.739472152	0.868310037
YLR356W	0.703605467	0.940509373
YLR357W		0.980263158
YLR358C		0.638170975
YLR363C	0.818022064	1.185300186
YLR364W	0.792516348	1.100040307
YLR365W	0.7201485	1.061769006
YLR368W	0.69091229	1.22433664
YLR370C	0.183165793	0.235824777
YLR371W	0.731691343	
YLR372W	0.841023439	1.000150298
YLR376C	0.892978588	1.098048861
YLR382C	0.644497863	
YLR384C	0.86131421	0.811898808
YLR385C	1.024000342	0.932294229
YLR386W	0.734426151	0.808745969
YLR390W	0.947508182	0.978386143
YLR396C	0.860749021	1.104906546
YLR399C	0.099478516	0.401960784
YLR400W	0.941147779	0.970040205
YLR401C	0.94239594	0.977681454
YLR402W	0.85742943	0.823403324
YLR403W	0.39243239	0.799499721
YLR404W	0.906810711	0.893437428
YLR406C	1.018890832	0.969029402
YLR410W	0.853048464	0.960291299
YLR412W	0.700243247	0.63596791
YLR414C	0.946883805	0.93918377
YLR417W		0.547233231
YLR421C	0.847396062	0.928357089
YLR422W	0.653243408	0.700063828
YLR425W	0.395571107	0.391083489
YLR426W	0.747310588	1.047855215
YLR427W	0.787508163	0.981711254
YLR428C	0.642597435	0.515734294
YLR429W	0.644923454	0.832233419
YLR431C	0.79355923	1.185951962
YLR432W	0.711511677	0.927806373
YLR433C	0.819453801	1.050028502
YLR434C	0.607010078	1.013617369
YLR435W	0.733900687	1.077983549
YLR437C	1.006641705	0.821425554
