orf	hom | growth (relative abundance in pooled culture) | formaldehyde [0.15mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.3mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.6 mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.15mM], time [15 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.3mM], time [15 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.6 mM], time [15 generations] | North M~Vulpe CD, 2016
YAL001C	3.542287683701888	-0.01398662027858571	0.06455234674657306	0.005929734590129482	-0.08767777762953212	0.04589164122667674
YAL015C	0.055930858163714146	-0.01398662027858571	0.06455234674657306	0.005929734590129482	-0.08767777762953212	-3.172259699794009
YAL027W	0.055930858163714146	-0.01398662027858571	0.06455234674657306	-2.1465639216269374	-2.4164850907651574	-1.8471385593737266
YAL031C	0.055930858163714146	-0.01398662027858571	4.13135019178069	0.005929734590129482	-0.08767777762953212	0.04589164122667674
YAL039C	0.055930858163714146	-0.01398662027858571	4.51866427226013	0.005929734590129482	-0.08767777762953212	0.04589164122667674
YAL042C-A	2.7219684306340826	2.7553641948815843	0.06455234674657306	2.7454671152300327	2.452839291245695	3.0747399621873224
YAR002W	0.055930858163714146	-0.01398662027858571	4.71232131249985	0.005929734590129482	-0.08767777762953212	0.04589164122667674
YAR031W	4.567686750036645	4.14003960246167	4.71232131249985	3.332510839652869	3.5113880699437066	3.2640429822473624
YAR042W	4.157527123502742	3.546607284927348	6.261577634417609	3.9195545640757055	4.3582270929021165	4.399861102607604
YBL007C	-3.0202663408405566	-4.1680128430188415	0.06455234674657306	0.005929734590129482	-0.08767777762953212	0.04589164122667674
YBL008W	2.9270482439010337	2.9531749673930254	0.06455234674657306	0.005929734590129482	3.7230978256833094	4.210558082547564
YBL010C	0.055930858163714146	-0.01398662027858571	0.06455234674657306	5.093642012921379	5.205066115860525	4.589164122667644
YBL019W	0.055930858163714146	-0.01398662027858571	0.06455234674657306	0.005929734590129482	2.452839291245695	2.3175278819471608
YBL062W	3.7473674969688395	3.942228829950229	0.06455234674657306	0.005929734590129482	-0.08767777762953212	0.04589164122667674
YBL065W	0.055930858163714146	2.9531749673930254	-4.002245498287545	10.768398015675464	11.132939276569388	10.078951704408814
YBL080C	-1.9948672745057998	-0.01398662027858571	0.06455234674657306	0.005929734590129482	-0.08767777762953212	0.04589164122667674
YBL096C	0.055930858163714146	-0.01398662027858571	0.06455234674657306	0.005929734590129482	-0.08767777762953212	2.1282248618871207
YBL100C	-2.610106714306654	-2.7833374354387557	0.06455234674657306	0.005929734590129482	-0.08767777762953212	0.04589164122667674
