orf	hom | growth (relative abundance in pooled culture) | formaldehyde [0.15mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.3mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.6 mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.15mM], time [15 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.3mM], time [15 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.6 mM], time [15 generations] | North M~Vulpe CD, 2016
YKL114C	-1.4	0.0	0.0	0.0	0.0	0.0
YKL123W	0.0	0.0	1.9	0.0	0.0	0.0
YKL129C	0.0	0.0	0.0	-1.1	0.0	0.0
YKL133C	-1.8	-2.4	0.0	3.5	3.7	3.6
YKL147C	0.0	0.0	0.0	1.8	1.7	1.5
YKL174C	1.7	0.0	0.0	6.1	5.9	5.6
YKL206C	0.0	0.0	1.6	0.0	0.0	0.0
YKL213C	0.0	0.0	0.0	0.0	0.0	-3.0
YKR035C	2.8	3.0	0.0	0.0	0.0	0.0
YKR036C	0.0	0.0	0.0	-1.2	0.0	0.0
YKR040C	0.0	0.0	0.0	1.2	1.2	1.3
YKR056W	-1.5	-1.5	0.0	-1.4	-1.4	0.0
YKR061W	0.0	0.0	0.0	2.0	1.9	1.9
YKR066C	0.0	1.2	0.0	0.0	0.0	0.0
YKR072C	-1.8	-1.6	0.0	0.0	0.0	0.0
YKR078W	2.0	2.1	0.0	0.0	0.0	0.0
YKR089C	-2.1	-2.2	0.0	-1.9	-2.0	-1.9
YKR093W	0.0	0.0	2.5	0.0	0.0	0.0
YKR099W	0.0	0.0	0.0	1.4	1.4	1.5
YKR105C	0.0	0.0	2.2	0.0	0.0	0.0
YLL006W	-1.7	-1.3	0.0	0.0	0.0	0.0
YLL009C	2.6	2.6	1.9	0.0	0.0	0.0
YLL021W	0.0	0.0	2.6	0.0	0.0	0.0
YLL030C	0.0	0.0	0.0	-1.2	0.0	0.0
YLL032C	0.0	0.0	0.0	0.0	0.0	-1.4
YLR004C	0.0	0.0	1.7	0.0	0.0	0.0
YLR006C	0.0	0.0	0.0	0.0	0.0	-1.9
YLR019W	0.0	0.0	0.0	-1.2	-1.2	0.0
YLR020C	0.0	0.0	0.0	-1.3	0.0	0.0
YLR023C	2.3	2.3	0.0	0.0	0.0	0.0
YLR031W	-1.4	0.0	0.0	-1.2	-1.1	0.0
YLR032W	0.0	0.0	0.0	0.0	0.0	-2.2
YLR036C	0.0	0.0	0.0	2.0	1.7	1.9
YLR044C	1.9	2.0	2.4	0.0	0.0	0.0
YLR049C	0.0	0.0	3.0	0.0	0.0	0.0
YLR053C	0.0	1.4	0.0	0.0	0.0	0.0
YLR067C	-3.0	-2.9	0.0	-2.3	-2.7	0.0
YLR073C	1.6	2.0	0.0	0.0	0.0	0.0
YLR083C	0.0	1.8	0.0	0.0	0.0	0.0
YLR093C	1.8	2.0	0.0	0.0	0.0	0.0
YLR104W	0.0	1.1	0.0	0.0	0.0	0.0
YLR109W	-1.5	0.0	0.0	-1.5	-1.4	-1.8
YLR119W	0.0	0.0	0.0	0.0	0.0	-1.4
YLR121C	1.6	1.7	0.0	0.0	0.0	0.0
YLR124W	1.2	1.4	0.0	0.0	0.0	0.0
YLR126C	0.0	0.0	0.0	-1.4	-1.5	-1.6
YLR133W	2.6	2.7	0.0	0.0	0.0	0.0
YLR138W	0.0	0.0	0.0	1.2	1.2	0.0
YLR151C	0.0	0.0	2.1	0.0	0.0	0.0
YLR169W	1.5	1.6	3.0	0.0	0.0	0.0
YLR178C	0.0	0.0	0.0	2.0	1.9	1.9
YLR185W	0.0	0.0	1.6	0.0	0.0	0.0
YLR188W	0.0	0.0	0.0	2.2	2.2	2.0
YLR190W	0.0	0.0	0.0	-2.45	0.0	0.0
YLR202C	1.7	1.5	0.0	1.8	1.7	2.0
YLR203C	0.0	0.0	0.0	3.5	3.3	3.4
YLR228C	-1.4	-1.2	0.0	-1.3	-1.3	0.0
YLR231C	-3.5	-3.2	0.0	-2.7	-2.9	1.5
YLR248W	0.0	0.0	0.0	0.0	0.0	1.5
YLR257W	0.0	1.5	0.0	1.7	1.8	1.8
YLR261C	0.0	0.0	0.0	-1.8	0.0	2.6
YLR283W	1.4	0.0	0.0	0.0	0.0	0.0
YLR286C	0.0	0.0	0.0	1.5	1.5	0.0
YLR288C	-1.3	-1.3	0.0	0.0	0.0	0.0
YLR294C	0.0	0.0	0.0	1.5	1.5	1.6
YLR297W	2.1	1.7	0.0	1.7	1.8	0.0
YLR326W	0.0	0.0	0.0	1.5	1.5	1.4
YLR334C	0.0	0.0	0.0	0.0	0.0	1.2
YLR335W	2.6	2.6	2.3	2.6	2.4	2.3
YLR341W	0.0	0.0	0.0	2.1	1.9	1.9
YLR346C	0.0	0.0	2.8	0.0	0.0	0.0
YLR349W	0.0	0.0	0.0	2.5	2.1	2.1
YLR352W	0.0	0.0	0.0	0.0	0.0	-1.6
YLR366W	0.0	0.0	1.9	0.0	0.0	0.0
YLR369W	0.0	0.0	0.0	-2.35	-2.2	-2.4
YLR372W	0.0	0.0	2.5	0.0	0.0	0.0
YLR398C	0.0	0.0	0.0	0.0	0.0	-3.7
YLR402W	2.1	2.1	2.0	0.0	0.0	0.0
YLR418C	0.0	0.0	0.0	-2.5	0.0	0.0
YLR421C	2.1	1.9	0.0	0.0	0.0	0.0
YLR425W	0.0	0.0	0.0	1.7	0.0	0.0
YLR426W	0.0	0.0	0.0	0.0	0.0	-2.25
YLR437C	0.0	0.0	0.0	1.4	1.4	1.2
YLR443W	1.5	1.6	2.3	0.0	0.0	0.0
YLR448W	1.2	1.3	0.0	0.0	0.0	0.0
YLR450W	2.9	3.0	0.0	0.0	0.0	0.0
YML006C	0.0	0.0	0.0	0.0	1.6	2.4
YML007W	2.7	2.6	0.0	2.2	1.9	0.0
YML009C	0.0	0.0	0.0	3.3	0.0	3.6
YML022W	0.0	0.0	2.3	0.0	0.0	0.0
YML027W	0.0	0.0	0.0	0.0	1.2	1.1
YML028W	0.0	0.0	0.0	0.0	0.0	1.7
YML035C	-1.7	-2.0	0.0	-4.5	-4.1	-3.4
YML047W-A	2.1	2.1	0.0	1.7	1.7	1.7
YML071C	0.0	0.0	0.0	-2.55	0.0	0.0
YML073C	1.7	1.7	0.0	0.0	0.0	0.0
YML076C	0.0	0.0	2.1	0.0	0.0	0.0
YML079W	0.0	0.0	2.0	0.0	0.0	0.0
YML100W-A	1.2	0.0	0.0	1.5	0.0	0.0
YML103C	0.0	0.0	0.0	0.0	0.0	-1.6
YML106W	1.2	1.3	0.0	0.0	0.0	0.0
YML115C	0.0	0.0	2.3	0.0	0.0	0.0
YML116W-A	0.0	0.0	0.0	1.6	1.5	0.0
YML119W	0.0	0.0	0.0	2.9	2.6	0.0
YML122C	1.5	1.6	0.0	0.0	0.0	0.0
YMR002W	0.0	0.0	2.2	0.0	0.0	0.0
YMR016C	0.0	0.0	3.2	0.0	0.0	0.0
YMR040W	-1.7	-1.8	0.0	-1.5	-1.7	-1.6
YMR042W	0.0	0.0	3.0	0.0	0.0	0.0
YMR044W	1.6	1.7	0.0	0.0	0.0	0.0
YMR063W	0.0	0.0	0.0	0.0	1.7	0.0
YMR073C	-1.7	-1.9	0.0	0.0	0.0	0.0
YMR084W	0.0	0.0	1.6	0.0	0.0	0.0
YMR103C	2.1	2.1	0.0	2.1	2.0	0.0
YMR105C	0.0	0.0	0.0	0.0	1.1	0.0
YMR110C	0.0	0.0	0.0	1.1	1.2	1.0
YMR111C	0.0	0.0	0.0	1.4	1.5	0.0
YMR119W-A	0.0	0.0	0.0	3.6	3.6	3.5
YMR121C	0.0	0.0	0.0	0.0	0.0	-1.9
YMR132C	0.0	0.0	0.0	0.0	1.2	0.0
YMR133W	1.2	1.3	0.0	1.0	1.0	0.0
YMR139W	0.0	0.0	2.1	0.0	0.0	0.0
YMR147W	0.0	-1.0	0.0	0.0	0.0	0.0
YMR152W	0.0	0.0	0.0	-1.2	0.0	0.0
YMR153C-A	0.0	0.0	0.0	0.0	0.0	-1.1
YMR153W	0.0	0.0	0.0	-1.7	-1.7	-1.6
YMR158W-B	-1.4	-1.4	0.0	0.0	0.0	0.0
YMR161W	0.0	0.0	3.0	0.0	0.0	0.0
YMR164C	0.0	0.0	2.9	2.2	2.1	2.1
YMR166C	2.8	2.7	0.0	2.8	2.8	2.8
YMR175W	1.6	1.8	0.0	1.6	1.6	0.0
YMR182C	0.0	0.0	0.0	1.9	0.0	0.0
YMR184W	1.9	1.9	0.0	2.0	2.0	1.9
YMR190C	0.0	-1.4	0.0	0.0	0.0	0.0
YMR194C-A	0.0	1.1	0.0	0.0	0.0	0.0
YMR199W	1.1	1.1	0.0	0.0	0.0	0.0
YMR204C	0.0	0.0	0.0	2.9	2.8	2.9
YMR214W	0.0	0.0	0.0	0.0	0.0	-1.6
YMR222C	0.0	0.0	2.2	0.0	0.0	0.0
YMR225C	0.0	0.0	1.6	0.0	0.0	0.0
YMR238W	1.8	1.8	1.8	2.1	2.4	2.6
YMR244C-A	3.4	3.6	0.0	2.2	2.1	0.0
YMR244W	0.0	0.0	0.0	1.4	1.4	1.4
YMR258C	2.4	2.4	0.0	2.7	2.7	2.5
YMR261C	2.7	2.7	2.9	2.3	2.3	2.3
YMR262W	2.3	2.3	2.5	2.4	2.2	1.9
YMR272C	1.9	2.1	0.0	1.8	1.7	1.4
YMR273C	-1.4	-1.5	0.0	-1.4	-1.4	0.0
YMR276W	1.3	1.3	1.6	1.5	1.4	1.5
YMR280C	2.5	2.7	0.0	0.0	0.0	0.0
YMR284W	0.0	0.0	0.0	2.5	2.4	1.9
YMR286W	1.6	1.7	0.0	0.0	0.0	0.0
YMR289W	2.7	2.5	0.0	0.0	0.0	0.0
YMR294W-A	2.5	2.7	0.0	1.8	0.0	0.0
YMR299C	0.0	0.0	0.0	2.5	2.4	2.3
YMR304W	3.7	4.0	0.0	1.9	0.0	0.0
YMR306W	0.0	0.0	1.9	0.0	0.0	0.0
YMR316C-B	1.3	1.1	0.0	1.1	0.0	1.0
YMR316W	0.0	0.0	0.0	0.0	0.0	-1.6
YMR319C	0.0	0.0	0.0	2.2	2.3	2.1
YMR326C	1.1	1.0	0.0	0.0	0.0	0.0
YNL003C	0.0	-1.2	0.0	0.0	0.0	0.0
YNL004W	1.4	1.5	0.0	0.0	0.0	0.0
YNL010W	2.8	2.9	2.8	3.0	3.0	3.0
YNL016W	0.0	0.0	0.0	0.0	0.0	-1.8
YNL022C	1.2	0.0	0.0	0.0	0.0	0.0
YNL041C	0.0	0.0	0.0	-3.25	0.0	0.0
YNL047C	0.0	0.0	0.0	4.3	4.3	4.1
YNL051W	0.0	0.0	0.0	-2.4	0.0	0.0
YNL058C	1.4	1.5	0.0	1.7	1.9	1.9
YNL079C	0.0	0.0	0.0	-1.9	0.0	0.0
YNL085W	1.5	1.7	0.0	1.8	0.0	0.0
YNL101W	2.3	2.3	0.0	3.1	2.8	2.7
YNL105W	0.0	0.0	2.1	0.0	0.0	1.2
YNL108C	0.0	0.0	0.0	2.0	1.9	1.9
YNL122C	0.0	0.0	2.5	0.0	0.0	0.0
YNL123W	1.7	1.9	2.8	1.7	1.6	0.0
YNL128W	0.0	0.0	1.8	0.0	0.0	0.0
YNL135C	0.0	0.0	1.8	0.0	0.0	0.0
YNL141W	0.0	0.0	2.1	0.0	0.0	0.0
YNL177C	0.0	0.0	4.0	0.0	0.0	0.0
YNL179C	-1.2	-1.2	0.0	0.0	0.0	0.0
YNL187W	0.0	1.6	0.0	1.4	0.0	0.0
YNL198C	0.0	0.0	0.0	-1.1	0.0	0.0
YNL227C	0.0	0.0	2.0	0.0	0.0	0.0
YNL253W	0.0	0.0	0.0	-1.2	0.0	0.0
YNL264C	2.3	2.3	2.4	2.9	2.9	3.1
YNL285W	-2.0	0.0	0.0	0.0	-1.5	0.0
YNL288W	0.0	0.0	0.0	0.0	0.0	-1.3
YNL291C	0.0	0.0	0.0	0.0	0.0	1.0
YNL294C	0.0	0.0	-1.9	0.0	0.0	0.0
YNL299W	-1.5	-1.7	0.0	-1.6	-1.6	-1.5
YNL316C	0.0	0.0	2.0	0.0	0.0	0.0
YNL323W	-3.1	-3.1	0.0	0.0	0.0	0.0
YNL334C	1.7	1.7	0.0	1.4	1.4	0.0
YNR005C	1.5	0.0	0.0	0.0	0.0	0.0
YNR031C	0.0	0.0	0.0	0.0	0.0	-1.35
YNR033W	0.0	0.0	1.3	0.0	0.0	0.0
YOL003C	0.0	0.0	0.0	0.0	0.0	-1.3
YOL006C	0.0	1.1	0.0	0.0	0.0	0.0
YOL013W-A	1.9	1.8	0.0	0.0	0.0	0.0
YOL016C	0.0	0.0	0.0	1.1	0.0	0.0
YOL020W	1.5	1.6	0.0	1.4	1.7	1.7
YOL028C	0.0	0.0	2.8	0.0	0.0	0.0
YOL031C	0.0	0.0	2.5	0.0	0.0	0.0
YOL059W	0.0	0.0	0.0	0.0	0.0	1.3
YOL064C	1.5	1.6	2.1	0.0	1.4	1.75
YOL079W	0.0	0.0	2.8	0.0	0.0	0.0
YOL087C	0.0	0.0	0.0	0.0	1.5	1.7
YOL091W	0.0	0.0	0.0	1.0	0.0	0.0
YOL115W	0.0	0.0	0.0	0.0	0.0	1.8
YOL118C	0.0	0.0	-2.1	4.4	4.3	4.3
YOL160W	1.0	0.0	0.0	0.0	0.0	1.4
YOR005C	0.0	0.0	0.0	-1.2	-1.2	0.0
YOR006C	0.0	0.0	0.0	0.0	0.0	1.5
YOR021C	3.3	3.2	0.0	2.4	2.5	2.0
YOR024W	0.0	0.0	0.0	1.3	0.0	0.0
YOR030W	0.0	0.0	0.0	0.0	2.1	0.0
YOR033C	1.6	1.7	0.0	0.0	0.0	0.0
YOR034C	0.0	0.0	0.0	0.0	0.0	1.1
YOR041C	0.0	0.0	0.0	1.5	0.0	0.0
YOR044W	1.5	1.4	0.0	1.8	1.7	1.6
YOR045W	0.0	0.0	2.6	0.0	0.0	0.0
YOR052C	1.1	1.3	0.0	-1.2	0.0	0.0
YOR054C	-1.6	-2.0	0.0	0.0	0.0	0.0
YOR064C	1.4	1.4	0.0	0.0	0.0	0.0
YOR065W	-1.0	0.0	0.0	0.0	0.0	0.0
YOR076C	0.0	0.0	0.0	0.0	0.0	-3.1
YOR085W	1.6	1.4	0.0	0.0	0.0	2.4
YOR091W	0.0	0.0	0.0	0.0	0.0	-1.6
YOR092W	0.0	0.0	0.0	3.4	3.2	3.3
YOR099W	-1.2	-1.4	0.0	0.0	0.0	0.0
YOR106W	2.0	2.5	1.4	0.0	0.0	0.0
YOR121C	1.3	0.0	0.0	0.0	0.0	0.0
YOR133W	3.3	3.4	0.0	2.6	2.4	2.2
YOR137C	2.1	2.0	0.0	2.0	2.0	1.8
YOR138C	1.6	1.9	0.0	0.0	0.0	0.0
YOR139C	0.0	1.6	0.0	0.0	0.0	0.0
YOR140W	0.0	0.0	2.0	0.0	0.0	0.0
YOR144C	0.0	0.0	1.6	0.0	0.0	0.0
YOR150W	0.0	0.0	0.0	0.0	0.0	-1.7
YOR161C	2.6	2.4	0.0	0.0	0.0	0.0
YOR172W	0.0	0.0	0.0	-1.3	-1.1	0.0
YOR173W	0.0	0.0	0.0	-1.5	-1.4	-1.4
YOR185C	-1.7	-1.3	0.0	0.0	-1.4	-1.4
YOR191W	-1.6	-1.4	0.0	0.0	0.0	0.0
YOR199W	2.7	2.9	0.0	0.0	0.0	0.0
YOR201C	3.5	3.6	1.7	0.0	0.0	0.0
YOR213C	0.0	0.0	0.0	0.0	0.0	1.2
YOR231W	1.2	1.1	0.0	0.0	1.3	0.0
YOR258W	0.0	0.0	-2.3	0.0	0.0	0.0
YOR275C	0.0	0.0	0.0	1.3	1.6	1.3
YOR292C	1.7	1.8	0.0	0.0	0.0	0.0
YOR304C-A	0.0	0.0	0.0	0.0	0.0	1.0
YOR304W	0.0	0.0	0.0	0.0	0.0	1.1
YOR308C	0.0	0.0	2.4	0.0	0.0	0.0
YOR314W	2.5	2.5	0.0	1.8	2.0	1.8
YOR322C	0.0	0.0	0.0	0.0	0.0	-2.5
YOR327C	0.0	0.0	0.0	0.0	0.0	-2.1
YOR350C	0.0	0.0	0.0	0.0	1.0	0.0
YOR355W	0.0	0.0	0.0	1.4	1.5	1.7
YOR364W	2.3	2.2	2.3	0.0	0.0	0.0
YOR366W	1.6	1.7	0.0	0.0	0.0	0.0
YOR380W	0.0	0.0	2.2	0.0	0.0	0.0
YOR386W	0.0	-1.4	1.8	0.0	0.0	1.5
YPL002C	0.0	0.0	0.0	1.7	1.9	0.0
YPL015C	0.0	0.0	0.0	1.6	1.5	1.5
YPL035C	2.7	3.3	0.0	1.6	1.6	1.6
YPL064C	0.0	0.0	1.5	0.0	0.0	0.0
YPL071C	0.0	0.0	0.0	0.0	1.3	0.0
YPL099C	0.0	0.0	1.8	0.0	0.0	0.0
YPL103C	-1.5	-1.2	0.0	0.0	0.0	0.0
YPL113C	0.0	0.0	1.8	0.0	0.0	0.0
YPL120W	0.0	0.0	0.0	0.0	0.0	-1.1
YPL132W	0.0	0.0	2.8	0.0	0.0	0.0
YPL140C	1.4	1.5	0.0	1.8	1.7	1.7
YPL148C	0.0	0.0	0.0	0.0	0.0	-1.3
YPL157W	2.5	2.75	1.9	0.0	0.0	0.0
YPL170W	0.0	0.9	0.0	0.0	0.0	0.0
YPL178W	2.0	2.4	1.9	0.0	0.0	0.0
YPL182C	0.0	1.1	0.0	0.0	1.4	1.6
YPL195W	0.0	1.4	0.0	0.0	0.0	0.0
YPL197C	1.6	1.6	0.0	0.0	0.0	0.0
YPL201C	0.0	0.0	0.0	0.0	0.0	1.0
YPL241C	0.0	0.0	0.0	0.0	0.0	-2.2
YPL250C	0.0	0.0	2.2	0.0	0.0	0.0
YPL253C	0.0	0.0	0.0	0.0	0.0	1.5
YPL259C	0.0	0.0	0.0	-1.1	0.0	0.0
YPR005C	0.0	0.0	0.0	0.0	1.2	0.0
YPR012W	0.0	0.0	0.0	2.0	2.1	1.9
YPR018W	0.0	0.0	0.0	0.0	0.0	1.8
YPR044C	1.8	2.2	0.0	0.0	0.0	0.0
YPR061C	0.0	0.0	0.0	0.0	0.0	-1.1
YPR079W	0.0	0.0	0.0	-1.2	-1.2	-1.2
YPR083W	-2.2	-2.1	0.0	-2.4	-2.2	-2.3
YPR099C	0.0	0.0	0.0	-1.8	0.0	0.0
YPR100W	0.0	0.0	0.0	-2.1	-1.6	0.0
YPR106W	0.0	0.0	0.0	0.0	0.0	1.8
YPR111W	0.0	1.5	0.0	0.0	0.0	0.0
YPR119W	0.0	0.0	0.0	0.0	0.0	-2.0
YPR122W	0.0	0.0	0.0	0.0	1.2	1.3
YPR140W	0.0	0.0	0.0	2.4	2.3	2.3
YPR189W	0.0	0.0	0.0	0.0	-2.25	-3.9
YPR194C	0.0	1.2	0.0	0.0	0.0	0.0
YPR200C	0.0	1.4	2.8	0.0	0.0	0.0
YPR201W	1.4	1.5	3.0	0.0	0.0	0.0
