orf	hap a | actin aggregate (Sac6) | standard | SD[low-fluor] + Met + Leu + Ura + NAT + G418 | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | actin bright patches (Sac6) | standard | SD[low-fluor] + Met + Leu + Ura + NAT + G418 | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | actin decreased patch number (Sac6) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | actin depolarized patches (Sac6) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | coat aggregate (Sla1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | coat decreased patch number (Sla1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | coat depolarized patches (Sla1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | coat increased patch number (Sla1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | late endosome fragmented (Snf7) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | late endosome membrane (Snf7) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | late endosome condensed (Snf7) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | vacuole class E (Vph1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | vacuole enlarged (Vph1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | vacuole vATPase defect (Vph1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | vacuole fragmented (Vph1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | vacuole class G (Vph1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020	hap a | vacuole multilobed (Vph1) | standard | None | Mattiazzi Usaj M~Andrews BJ, 2020
YAL020C	0.0	0.0	0.057692307692308	0.153846153846154	0.0	0.105263157894737	0.017543859649123	0.0	0.071428571428572	0.214285714285714	0.047619047619048	0.021097046413502	0.025316455696203	0.021097046413502	0.071729957805907	0.012658227848101	0.075949367088608
YAL021C	0.059405940594059	0.01980198019802	0.069306930693069	0.396039603960396	0.103028308097433	0.061059907834102	0.080645161290323	0.179394338380514	0.011940298507463	0.313432835820895	0.047761194029851	0.037646666295946	0.053300339209253	0.022224693692191	0.069167176407348	0.00861925151532	0.116341359432056
YAL022C	0.025862068965517	0.060344827586207	0.008620689655172	0.060344827586207	0.040740740740741	0.02962962962963	0.011111111111111	0.051851851851852	0.098765432098766	0.09700176366843	0.033509700176367	0.035940803382664	0.042283298097252	0.004228329809725	0.042283298097252	0.00845665961945	0.025369978858351
YAL023C	0.042553191489362	0.0	0.0	0.085106382978723	0.0	0.08	0.0	0.04	0.089285714285714	0.0	0.160714285714286	0.031662269129288	0.015831134564644	0.010554089709763	0.050131926121372	0.010554089709763	0.065963060686016
YAL024C	0.022935779816514	0.05045871559633	0.045871559633028	0.064220183486239	0.046413502109705	0.10126582278481	0.021097046413502	0.016877637130802	0.12621359223301	0.019417475728155	0.077669902912621	0.016666666666667	0.006666666666667	0.003333333333333	0.02	0.0	0.053333333333333
YAL026C	0.011627906976744	0.029069767441861	0.052325581395349	0.063953488372093	0.042553191489362	0.101063829787234	0.010638297872341	0.031914893617021				0.010869565217391	0.01304347826087	0.004347826086957	0.060869565217391	0.0	0.1
YAL027W	0.0	0.047619047619048	0.047619047619048	0.095238095238095	0.041666666666667	0.208333333333333	0.0	0.0	0.055555555555556	0.092592592592593	0.12962962962963	0.016501650165017	0.066006600660066	0.003300330033003	0.046204620462046	0.003300330033003	0.033003300330033
YAL028W	0.0	0.047619047619048	0.071428571428572	0.071428571428572	0.047619047619048	0.142857142857143	0.023809523809524	0.0	0.088888888888889	0.066666666666667	0.1	0.027272727272727	0.081818181818182	0.012121212121212	0.039393939393939	0.006060606060606	0.048484848484849
YAL029C	0.018181818181818	0.018181818181818	0.054545454545455	0.072727272727273	0.0	0.206349206349206	0.031746031746032	0.015873015873016	0.045454545454546	0.056818181818182	0.079545454545455	0.023364485981309	0.032710280373832	0.009345794392523	0.02803738317757	0.004672897196262	0.02803738317757
YAL030W	0.052631578947369	0.0	0.052631578947369	0.0	0.117647058823529	0.176470588235294	0.0	0.0	0.051282051282051	0.064102564102564	0.128205128205128	0.035483870967742	0.051612903225807	0.02258064516129	0.048387096774194	0.0	0.048387096774194
YAL031C	0.01219512195122	0.024390243902439	0.028455284552846	0.040650406504065	0.049019607843137	0.062091503267974	0.0	0.055555555555556	0.075949367088608	0.063291139240506	0.116455696202532	0.013274336283186	0.042477876106195	0.004424778761062	0.034513274336283	0.004424778761062	0.036283185840708
YAL034C	0.031372549019608	0.015686274509804	0.023529411764706	0.031372549019608	0.024509803921569	0.144607843137255	0.011029411764706	0.019607843137255	0.070454545454546	0.161363636363636	0.043181818181818	0.011709601873536	0.035128805620609	0.009367681498829	0.049180327868853	0.002341920374707	0.044496487119438
YAL035W	0.007874015748032	0.007874015748032	0.055118110236221	0.055118110236221	0.02962962962963	0.051851851851852	0.022222222222222	0.037037037037037	0.011799410029499	0.153392330383481	0.056047197640118	0.026086956521739	0.026086956521739	0.043478260869565	0.0	0.026086956521739	0.391304347826087
YAL036C	0.004749568221071	0.031951640759931	0.045970063327576	0.043609671848014	0.046759336176183	0.168318842184933	0.090435842055712	0.009599232061435	0.084620780918671	0.128760702157172	0.041461392516063	0.014082592501971	0.014999518057996	0.001821493624772	0.029497322132507	0.009045680687472	0.093479448262908
YAL037W	0.062069914671071	0.055601431323975	0.05009633911368	0.066198733828792	0.026899161935659	0.120421059745878	0.085056772100568	0.017775074344418	0.102531721691022	0.009661835748792	0.060647062360936	0.017425069263706	0.014416645677665	0.005939421076689	0.035490536292316	0.021537047920223	0.036439239172007
YAL039C	0.023584905660377	0.037735849056604	0.014150943396227	0.09433962264151	0.021551724137931	0.021551724137931	0.017241379310345	0.03448275862069	0.09493670886076	0.044303797468355	0.132911392405063						
YAL040C	0.02020202020202	0.01010101010101	0.03030303030303	0.101010101010101	0.028571428571429	0.133333333333333	0.0	0.019047619047619	0.067632850241546	0.106280193236715	0.1256038647343	0.028153153153153	0.028153153153153	0.006756756756757	0.066441441441442	0.009009009009009	0.054054054054054
YAL042C-A	0.021739130434783	0.0	0.108695652173913	0.086956521739131	0.052631578947369	0.140350877192982	0.017543859649123	0.017543859649123	0.163636363636364	0.090909090909091	0.036363636363636	0.041095890410959	0.013698630136986	0.0	0.082191780821918	0.0	0.082191780821918
YAL042W	0.044776119402985	0.0	0.0	0.044776119402985	0.026315789473684	0.092105263157895	0.026315789473684	0.0	0.215686274509804	0.03921568627451	0.03921568627451	0.012269938650307	0.01840490797546	0.024539877300614	0.042944785276074	0.006134969325153	0.079754601226994
YAL044C	0.035714285714286	0.035714285714286	0.035714285714286	0.071428571428572	0.0	0.071428571428572	0.035714285714286	0.0	0.004878048780488	0.021951219512195	0.224390243902439	0.0	0.0	0.025641025641026	0.012820512820513	0.0	0.038461538461539
YAL045C	0.022727272727273	0.045454545454546	0.022727272727273	0.045454545454546	0.041666666666667	0.145833333333333	0.041666666666667	0.041666666666667	0.105882352941176	0.023529411764706	0.058823529411765	0.029801324503311	0.038079470198676	0.009933774834437	0.044701986754967	0.003311258278146	0.052980132450331
YAL046C	0.025806451612903	0.025806451612903	0.025806451612903	0.083870967741936	0.031446540880503	0.069182389937107	0.006289308176101	0.037735849056604	0.0625	0.027777777777778	0.059027777777778	0.009925558312655	0.017369727047146	0.007444168734491	0.034739454094293	0.004962779156328	0.044665012406948
YAL048C	0.066666666666667	0.093333333333333	0.013333333333333	0.173333333333333	0.080808080808081	0.02020202020202	0.050505050505051	0.080808080808081	0.03125	0.010416666666667	0.104166666666667	0.019867549668874	0.059602649006623	0.006622516556291	0.066225165562914	0.0	0.04635761589404
YAL049C	0.003411306042885	0.016569200779727	0.075899344320397	0.056893496367181	0.036244915435667	0.122579033754371	0.043174195389995	0.009248554913295	0.071508272901193	0.048233349161962	0.268308935749446	0.019745499689634	0.073677396470693	0.000199521149242	0.027155271792144	0.012569832402235	0.034502970648222
YAL051W	0.019108873974646	0.016405667412379	0.088646532438479	0.039522744220731	0.027427931710047	0.126126504338091	0.073635600335852	0.007836551917157	0.11651789404083	0.030998429622283	0.076460864534259	0.010052689157167	0.006840312810462	0.002901189468354	0.025697077935884	0.010568756837414	0.049946460394222
YAL053W	0.03448275862069	0.0	0.03448275862069	0.172413793103448	0.03448275862069	0.206896551724138	0.0	0.03448275862069	0.042253521126761	0.014084507042254	0.225352112676056	0.05379746835443	0.034810126582279	0.015822784810127	0.037974683544304	0.006329113924051	0.037974683544304
YAL054C									0.053333333333333	0.066666666666667	0.133333333333333	0.068493150684932	0.061643835616438	0.013698630136986	0.006849315068493	0.006849315068493	0.061643835616438
YAL055W	0.004633204633205	0.044272844272845	0.071814671814672	0.104976404976405	0.035462402327234	0.120391198457532	0.032193958664547	0.024304028684504	0.096867263520841	0.101525044689269	0.046890075616488	0.01301628660646	0.013571088836304	0.001646090534979	0.040390075007607	0.016348054204	0.095350946383889
YAL056C-A	0.03960396039604	0.02970297029703	0.034653465346535	0.034653465346535	0.045833333333333	0.0625	0.0125	0.079166666666667	0.078125	0.0390625	0.078125	0.018181818181818	0.015151515151515	0.009090909090909	0.057575757575758	0.003030303030303	0.1
YAL056W	0.021674325147817	0.024375380865326	0.054581089316007	0.052143551229475	0.021023513139696	0.374661134163209	0.035408022130014	0.010511756569848	0.109175627240144	0.038984468339307	0.048160095579451	0.014148836985279	0.013440122201695	0.003772702095525	0.039847660725159	0.014500442086649	0.039849724942976
YAL058W	0.026666666666667	0.013333333333333	0.106666666666667	0.04	0.038095238095238	0.1	0.019047619047619	0.019047619047619	0.12	0.12	0.026666666666667	0.023054755043228	0.017291066282421	0.011527377521614	0.063400576368876	0.002881844380403	0.089337175792507
YAL059W	0.0	0.0	0.0625	0.1875	0.02962962962963	0.22962962962963	0.0	0.007407407407407	0.06	0.04	0.12	0.010928961748634	0.029143897996357	0.010928961748634	0.04735883424408	0.005464480874317	0.063752276867031
YAL060W	0.0	0.0	0.075471698113208	0.150943396226415	0.017857142857143	0.142857142857143	0.017857142857143	0.0	0.053333333333333	0.053333333333333	0.08	0.028368794326241	0.067375886524823	0.024822695035461	0.035460992907802	0.0	0.042553191489362
YAL061W	0.014285714285714	0.014285714285714	0.028571428571429	0.057142857142857	0.040540540540541	0.121621621621622	0.013513513513514	0.040540540540541	0.067796610169492	0.059322033898305	0.135593220338983	0.026086956521739	0.043478260869565	0.008695652173913	0.030434782608696	0.002173913043478	0.041304347826087
