orf	hap a | chronological lifespan | glucose [2%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [2%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [33 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010
YAL002W	-0.6724082906543941	-1.1936954285312524	-3.0802215281711587	-1.1691730031617862	-0.13140688787373805
YAL004W	-0.8916562125921641	-1.5243574450606108	-0.5618115258355652	-0.9746525084189563	-0.628102952767835
YAL005C	-0.5232679685877318	-0.8725967314536265	-0.5072348406300295	-0.6378377967361528	-1.305611461499289
YAL007C	-0.0496487319635301	0.17107958514399	-0.1887204182121434	0.08559580944593888	0.379509097394666
YAL008W	0.25921094764869473	0.16097059604245723	0.3074892353950173	0.17273811432379363	0.202166516048031
YAL009W	-1.5652346587756256	-0.6291540632684548	-1.8595508613878171	-0.5405385968828728	0.46474145764089286
YAL010C	-1.4962256613545744	-0.9520930838934054	-1.897408491055501	-0.8851138440350952	-0.15564960133919892
YAL011W	0.48626796388384763	1.593601343367205	0.3137574036393183	2.031433937929015	2.2734478796170285
YAL012W	0.07653810181771487	0.776108065732601	-0.1584067227742593	1.1050799281486592	1.8242532857239078
YAL013W	-1.20364824960187	-1.2060541609465592	0.3558467426862076	-0.5799726324177075	0.35555038268021855
YAL014C	-0.29244710789613276	0.488213124992653	-0.6103266771772108	-1.5043048331256819	-2.172027908338089
YAL015C	0.06023317860734116	0.34283429392028075	-0.07648748338635473	-0.0024579028677893886	-0.15465064302336043
YAL017W	-0.3121667168594205	0.007688347671231866	0.09017168289720998	-0.3299772317432997	-0.24406357023654884
YAL018C	-0.21786892825653625	-0.20336789903380423	0.05072609165269438	0.20975683083397223	0.5707028160791275
YAL019W	-0.47062610334395616	-0.8025632692936479	0.15667989924929984	0.22923735926909128	0.21671714433469147
YAL020C	-1.5053316710431461	-2.8719308897621674	-0.2946239058730236	-1.7686624326941383	-2.3460278352296027
YAL021C	-3.6964943022523133	-1.7531627125130003	-3.16553611591704	-1.5190702685339965	-1.2210060485160203
YAL022C	0.17271880985511723	-0.4137076325155159	0.06599787408385445	-0.15687368490811077	-0.2521967861870757
YAL023C	-3.8492779894002256	-2.6876115383795174	-1.3407218411569095	-2.436456861266893	-1.830479963155173
YAL024C	0.23921058637312004	-0.10464246223355503	0.06833639931225084	-0.4464844821168015	0.06275559911991467
YAL026C	-1.2186334429826942	-1.5919085623781095	0.3868072125667091	0.6408823841466785	-0.05005470571322412
YAL027W	0.4347641133155685	0.14365240884564595	0.1899212544227151	0.009929352535030802	0.42707810306632515
YAL028W	0.3589940833996933	0.38475106491353306	0.22704713576850916	0.22645074991362074	0.17674078461145987
YAL029C	0.3102686073621779	0.17796444199323344	0.215182191309691	0.08507534684056078	-0.3971574887444436
YAL030W	-0.2124946499729013	-0.004021513654855874	0.1434572936778152	1.0053982814073044	0.7093019838432008
YAL031C	0.21164240781553037	0.10195124459111428	-0.053447506504373715	0.397027003112516	0.5685631915150616
YAL034C	-0.002451275203810522	0.6738703096149565	0.3953922648286009	1.1366307977220445	1.2810553786809704
YAL036C	-0.022833992503129383	-0.1388758086093121	0.28875141932712783	0.816415747942652	0.7228997551524416
YAL037W	-0.30299454633555334	-0.1365421551977593	-0.08197688331170494	-0.1371875142049015	-0.3466503970590862
YAL040C	-0.39572477787463495	0.9608441440572965	-0.6117589765399574	-0.2803170869274191	-0.47747492256367735
YAL042C-A	0.7658901448329057	0.7188779985763453	1.057592252812077	0.2550510660437816	-0.5553061192523757
YAL042W	0.05568231922932695	0.18247378728086788	0.015868181400930714	-0.388165235717031	-1.2724298733476789
YAL044C	-3.6505672392103774	-2.4465829998825295	-0.6324152821218954	-3.0681955748441023	-1.9737290896051574
YAL045C	-0.2913620587322854	-0.3561961920695036	-0.7980660654973031	-0.5093997034876158	-1.0018251269278495
YAL046C	-0.5960885855853251	-0.5621711599600038	-0.4435115002867523	-0.6868980640373751	-1.9726651362664498
YAL048C	-3.8899772498743985	-2.5655349133020344	-6.023156019739391	-2.9319384281668426	-1.4379633948752581
YAL049C	0.2542894086357053	-0.05763099970195033	-0.05625534804602174	0.4542683023406398	1.2289150928160952
YAL051W	-1.064662276258956	-1.0269008046614978	-0.5525753485933351	-0.38722105025322945	-0.6958349706587794
YAL053W	0.16741688521385686	0.1519264588464502	-0.06676344674725067	-0.035327100878718	0.5303667820091762
YAL054C	-0.14943591716528168	0.19244608851434242	-0.059398956159045294	-1.050070691969467	-1.5581706923340282
YAL055W	0.2414498134546008	0.0017107298589713238	0.30367345195209244	0.31368694620794496	0.11683409478979151
YAL056C-A	-0.4856952596954835	-0.19238587658396525	-0.4739354237758095	0.04615879121144479	-0.08945817066446936
YAL056W	-1.6671975770477558	-2.8882721037280867	0.2879639210803022	1.567127039549812	0.5407667155175822
YAL058W	-0.4415805922232379	-0.17641747831861648	-0.203706126690411	0.26459363347507137	0.5074434314372537
YAL059W	-0.616665698265796	-1.0905308727225267	-1.3225890176570099	0.21808080714205952	0.87882885451471
YAL060W	-0.24898495117780584	-0.25623446323022975	-0.1775755502301583	-0.44212790416225745	-0.820272219511666
YAL061W	-0.2956238486653895	-0.1620186281847491	0.13273056044513856	0.0642590729597413	0.22088072181269255
YAL062W	-4.2341609696116524	-3.0214068782590875	-4.335063588080706	-3.265655509210687	-2.200905665889426
YAL064C-A	-0.13240623133735765	-0.4177349332936358	0.14428821287864319	-0.2761881031912259	0.004269252510324343
YAL065C	-0.2681155174377616	-0.21075952445814353	-0.23562486516295938	-0.23967672948719373	-0.2530093987021356
YAL066W	0.274033981223641	0.40716430523844377	0.6982234744304902	0.5981495478790416	0.9737778222559188
YAL067C	-0.03839634586511676	0.012066753314377102	0.5643200897148527	-0.033194967871834895	-0.12427003749096115
YAL068C	-0.720924568177534	-1.035531614172328	-0.4520801023889611	-0.8203265979725771	-1.0630030530302796
YAR002C-A	-0.12465836331776808	-1.0210463830665992	-0.3319579826966495	-0.8362449646444337	-0.8839776379884943
YAR002W	0.6579118550205778	0.42226410614707965	1.5415369727977948	2.343455872985919	2.6636463959403938
YAR003W	-0.6223559047046456	-2.0955516329873354	-0.2606576108750875	-0.6510484578824001	0.5036611140774561
YAR015W	-1.2883394552058085	-1.009240658226162	-0.39786241253164545	-1.42234395291176	-0.928041589206189
YAR020C	-0.10869908821645079	-0.191621056284509	-0.08700198591950525	0.35316477122029993	0.5558065698109951
YAR023C	-0.15393665700908207	-0.06227611911225582	-0.0026496956661307466	-0.023904588197875287	-0.3385112988157122
YAR027W	0.017885207700007646	0.04877878267581195	0.09730783032778915	0.01119024725959517	0.1508535918383458
YAR028W	-0.17554225061735046	-0.07478991749666646	-0.15976261469521236	-0.3187980045743799	-0.44644470227369365
YAR029W	-0.9838375493107218	-0.8482064563965404	-0.3790255464502425	-1.1829559498990823	-1.5544498296849159
YAR030C	-0.2973684497358813	-0.18200945729924836	-0.20415305849313814	-0.4398400223968566	-0.1518264249267531
YAR031W	-0.1254587007621304	-0.2480229992532395	0.08606156805405497	-0.08214280728272946	0.22864540452665041
YAR035W	-0.3132021167425235	-0.31073144269295716	-0.1425894085107176	-0.3294638459670228	-0.13299819491743886
YAR042W	-0.007450937363888945	-0.06754241055714374	-0.1313490770469703	-0.13059120581058448	-0.18578763265072487
YAR047C	-0.27963684122017246	-0.2896234622726593	-0.30102754524487363	0.17169305631725307	0.06180851772413925
YAR050W	0.2045674471212183	0.13337971665757234	0.5544260542286882	0.3855950897463438	0.7489619072618857
YBL001C	0.593244547998717	0.6851063927234305	0.18374535999685412	0.35526022656200545	-0.029274788782227553
YBL003C	0.793009623856369	0.3209514460594423	0.7760236003405755	1.7328085471308312	1.8665845400720966
YBL005W	0.3666172479463558	0.31071091425031405	0.11969112589737056	0.935698014745605	0.9059342021325613
YBL006C	-0.8621631914433389	-3.162533270079744	-2.349078293603565	-2.8678883282452423	-2.4322689144091045
YBL008W	0.0268040636371517	-0.6449769800741324	-0.7532352446865036	-0.5700881324592775	-0.8412671904237081
YBL009W	0.3038336965897345	0.2951257494445713	0.12643457959189167	0.8306750091929651	1.012432310105048
YBL010C	0.23884875268828465	-0.21728207979307132	-0.0508386613399111	1.689916251418936	2.1014826025998903
YBL011W	0.2513121476710911	0.2987133369560385	0.40519465467042903	0.9479232346480579	1.1273734998398528
YBL012C	-5.006855401387995	-2.8326023145052663	-6.0257801949743826	-3.1280450598577874	-1.5021754869116781
YBL013W	-0.9230774029028819	-1.4502854146872322	-0.972281022738982	-0.8311988394898665	0.5552966566027882
YBL015W	-0.9026107354530418	-1.404587576645996	0.2986786682897069	-0.9503912163988564	-1.3068301570201641
YBL019W	0.6978779625198499	0.39357486867544655	0.9654136521820688	1.2314757150475986	1.3205524452186577
YBL027W	-0.31434507267940004	-2.6057996759416118	1.1997026002722453	-1.4460593998388884	-1.9965154025274638
YBL028C	0.47993482527677944	0.22131399413698052	-0.1206971130377476	0.7443826862287952	0.551360857519248
YBL029W	0.35289824136371706	0.47752692146768594	0.1401575044782337	0.5952153970915018	0.7686827991200066
YBL031W	0.30115248848698256	0.38582178781941356	-0.08282406400765249	0.6927020545355475	0.763444507902651
YBL032W	0.5092367500395942	0.23739544023522582	0.5066059715469481	1.4190065703744317	1.4563351257008146
YBL036C	0.19582795147152104	-0.14650711887806883	-0.008069940289879176	0.7087689489115874	0.7044162341718297
YBL037W	0.9111071561073596	0.7047699921407601	0.7162450077094807	0.8207007187307273	1.5845182984905095
YBL038W	-2.693504793516008	-0.9061169610967692	-2.1642203421846515	-1.3181030384653531	1.7888970474670112
YBL039C	0.20420466859882286	0.6761688926375777	0.462182618756572	2.4062051734055876	2.7549538366200865
YBL042C	0.4334255403005753	0.21030524237995532	0.3460069152926488	1.040485533600085	1.7952655789263214
YBL045C	-2.851698080036005	-1.514989498831075	-3.378071677232777	-1.5010544153471321	-0.6715743421679179
YBL046W	-0.19264746489088888	-0.5824201369786572	-0.48062049351058045	-0.562951559823085	-1.3399770750022815
YBL047C	1.1819379417831761	1.588101001423453	1.8932565305473419	2.0687096013405695	0.15549203422889693
YBL048W	0.31422898794197157	-0.41267267673493857	0.25522107186346843	1.7080459729697306	0.6911598076595938
YBL049W	-0.14512514299681753	-1.9065299678020557	-0.47993204666398426	-0.3217541738209278	-2.4199094152176603
YBL051C	0.07982076163725726	0.28582967165586914	0.056121772782200215	0.5218212152526832	1.06004464965055
YBL052C	0.7448224968341205	0.6086319903013587	0.7526097335492814	0.6643077776966148	0.6221483612466905
YBL053W	0.5141713429232322	0.35057026593863894	0.5729095498339879	1.1894202203669837	1.1576592094715659
YBL054W	0.23883302687200203	0.7447004876353307	0.17442682543332202	0.590451639089562	-0.02055162863771659
YBL055C	-0.0376478065718892	-0.02340794581215202	-0.1397358205312376	0.6362859899756751	0.31752446730836564
YBL056W	-0.20453074682113312	-1.4409726110811483	-0.22067411809651108	-0.46994646348168695	-2.3870796424245877
YBL057C	0.39867725858447245	0.5689862555576284	0.2681951787938993	1.00863341969672	1.1283832958102136
YBL059W	-0.12015963706194678	-0.4583007001269312	-0.010165739499549976	-0.20421633576927398	0.5990565057260501
YBL060W	0.49386000330260976	0.2908592471172281	0.523046642913753	0.8648513292070563	0.9538460844292207
YBL061C	0.009972719997297918	-0.2899164691437878	0.06724553945002153	1.0944643692592122	1.031673536736679
YBL062W	-0.08439275493163172	0.4165281271529662	0.496541121695142	1.1313037086147757	1.3270653625536404
YBL063W	0.4246288042804742	-0.00606287401766061	0.08499595242385255	0.7055599036779497	0.5410962325907883
YBL064C	0.4311300764032104	0.27542175059222046	0.3085193318392354	0.3827684861956633	-0.4548062292012678
YBL066C	-0.7382359597882008	-0.5449400296276327	0.08360094242948223	0.8703203513657085	-1.5346860850797694
YBL067C	0.12754216067736893	0.7650534637513607	0.27993386205064	1.05065758513439	0.7080786033727305
YBL068W	0.37730920785884836	0.5452052894347731	0.3148929623207513	1.0710084543653136	1.187780792083517
YBL069W	0.6201152727646947	0.4051892906249659	0.6459135178243447	1.154677102089197	1.1036530262899942
YBL070C	0.5831593162594045	0.2543068748582993	0.35727975519959276	0.9435622379078067	0.7126018023120327
YBL071C	-0.02500021653842669	-0.5354428983397944	-0.06551763136491116	-0.7516933360901733	-0.4977746958759237
YBL072C	0.17016746183357	-0.48672355213082624	0.8917573307358416	-0.255637651281927	0.15439950421799692
YBL075C	0.26058054729549707	0.030464485996802543	0.030403399816643275	0.3951247433079113	-0.11190634449907619
YBL078C	-0.8998936959287499	-3.332889620779019	-0.12320498680191058	-3.178829839878712	-2.3271215523484345
YBL079W	-0.8496662976134577	-0.24577836240689968	-0.9161236501415516	-0.19095602248072538	0.27215014866792486
YBL080C	-4.168222743373736	-2.338169181050306	-4.416039754383224	-2.475436622914006	-1.3382464883081513
YBL081W	1.5187574083602933	1.208835802774631	2.0258347483410337	1.850238534938797	2.1011402988828847
YBL082C	-1.1811419407147785	-2.2619521130045706	-0.6904426350011703	-0.8334313547943775	-0.379633764946957
YBL083C	-1.0791190164353477	-3.0816022707312927	-0.6088906505105158	-0.4646041952309392	-0.6707127384882732
YBL085W	0.71907015160023	0.9101094279893949	0.8204553055821753	1.4504368224122142	1.2977837937517094
YBL086C	0.9026720228969746	1.3053849305242262	0.33533740405366436	1.0720825704145687	0.8817208064869744
YBL087C	0.2684663119214674	0.24758208026247672	0.8948662984924367	1.3799276293694938	1.5993781361945112
YBL088C	0.38003378090551776	0.33399720505466335	0.5138843608604653	0.7326963060989813	0.9455802130152102
YBL091C-A	-0.23367761143483337	0.14919100522407486	-0.25671274188861193	-0.4805821820588957	-1.7086053572644608
YBL093C	0.9029999647603738	-0.7679356477618933	-1.17406904761137	-0.8413590196696891	-0.6950535600358145
YBL094C	-3.214354358231286	-2.411862933531085	-1.0209869839638726	0.40349344266767173	-0.7560414928346088
YBL095W	0.4996584720176742	0.26269046577999117	-0.6246590316063623	-1.0784090918163176	-1.2549645153990754
YBL096C	0.19312558676838126	0.47200518844334644	0.11494869900649463	-0.022700321193438063	0.01837576288506373
YBL098W	0.024759823810063003	0.31115947672259847	-0.4658625697515191	-0.5644267938324703	-0.6553047521212585
YBL101C	0.39093775506697975	0.11754459329483435	-1.0606892519415316	-1.2349505058264538	-0.3237556875485895
YBL102W	-0.023331412207174693	0.052901351490733536	0.4045634787518057	-0.723179787398929	-1.2362172869773596
YBL103C	0.12794339297385063	1.0712034792321876	-0.4296836139147631	-1.819748510602785	-1.0815898526878087
YBL104C	0.4708681816758832	0.6457382486597141	0.34418853976909664	0.31101713033760137	-0.6565746446661711
YBL106C	0.9313818847539721	1.0612318820100157	0.888444141586197	0.6697020817387863	0.8215595281920606
YBL107C	0.7204195889117133	0.7336170739119361	0.6964140058881044	0.9426897611167621	1.0086861913493363
YBR001C	-0.13123230588238557	0.1640470968964599	0.03704316416637013	0.09291872550553608	-0.01093172518203084
YBR005W	0.10724579294649017	-0.0988795990164273	-0.6152060396621515	-0.15237632324090047	-0.27620937550752894
YBR006W	-0.23467241763153118	0.5439437274533578	-0.1385181641486462	0.11395906304614518	0.26856802085057074
YBR007C	0.021473913354498494	0.290458938191465	-0.44099849882844605	-0.14949451459427568	-0.7033759420037186
YBR008C	-0.037543676295140924	0.3860251548087215	0.07446640739500916	0.19033733032882177	0.10487045156967367
YBR009C	-0.21172664005992256	0.2887175166529624	0.3573710793199651	0.7445066177115053	0.7723758911053009
YBR010W	-0.317882892142215	-0.4551586706261566	0.2834454596810142	0.24718441145377393	0.0809944032436411
YBR012C	0.06371814713141484	0.13974104104367682	0.4348909080356121	0.11571557051307006	0.11333288988939867
YBR013C	-0.00272285416302066	-0.09000068070009244	0.04711025915754974	0.15220740347872955	-0.6425849903303661
YBR014C	-0.4078424663165159	0.2032228480684991	0.0756858691468584	0.08456037868203405	0.2381346728954258
YBR016W	-0.2855401068316647	0.41106547516290126	-0.23236558744427394	0.006505366724367273	0.4985613838972797
YBR018C	-0.0013751245567318253	0.20672337908932162	0.015387528346514946	-0.005773198072043729	-0.16137848100596835
YBR019C	0.0460246014262903	0.3104224802307817	-0.012379925732821918	0.02152035365360181	0.26999388677246644
YBR020W	-0.08273761426724241	0.042708932917268384	-0.046227121415679744	0.0353280811398756	0.037715520996954736
YBR022W	-0.17660423966932065	-0.05273671513120186	-0.25532815589807945	-0.31433390989611304	-1.1290696579930244
YBR024W	-1.6460695556247633	-1.8575699205482599	-0.9983575153528993	-2.2195416038372517	-2.286439914281555
YBR025C	-0.3358413819397312	0.2990908006097281	0.04080882171275162	-0.17812910630690815	-0.8630766394415846
YBR027C	0.1323491051325814	0.4868377028854905	0.03419316839622944	0.034384160712440735	0.043510562758114844
YBR028C	0.038967472555442334	1.0116651681996478	0.325955644442524	-0.08591284087950914	-0.0015785076471155996
YBR030W	-0.1385082703898623	0.1271944098811845	-0.18475962070157018	0.10964121759315598	0.33724359070104104
YBR031W	-0.30272166714208043	0.03893087193339777	0.18227342959546486	0.18312833708663875	-0.05549415151597804
YBR033W	-0.0853839298331682	0.30614703494326634	0.0317636093672632	-0.17973121154368898	-0.12228753712676134
YBR034C	-0.09498511999822071	0.04180506166500127	-0.03610511961911685	-0.28497867465254306	-2.19804956700621
YBR037C	-2.4542190376014106	-2.1410086670073065	-3.5475449523841998	-2.5667674194204997	-1.9423414059069557
YBR041W	-3.104723697814992	-2.286796469843959	-0.34764987965857896	-2.1998518911980787	-1.525549752363127
YBR043C	-0.1683668891682299	-0.06836786949423736	-0.16832302895831777	-0.1379621720272674	-0.19936198790476511
YBR044C	-0.3295740030302768	-0.21135960878382828	0.5779515937222804	1.0944515378476976	-0.5685857860986663
YBR045C	0.19069625561700398	0.2613821713948882	-0.19322347357620737	-0.2358112271762155	-1.2292706685356927
YBR046C	-0.16990499893352776	0.07211528878519756	-0.16713956681940115	-0.0016758724459074446	-0.048876862607146604
YBR047W	-0.35888608787972126	0.2791807216904193	-0.030148601073700383	-0.14944715481270174	-1.4460345178830116
