orf	hap a | chronological lifespan | glucose [2%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [2%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [33 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010
YAL002W	-0.663079190637165	-2.636624620543649	-2.8930515027368506	-2.0723766358820264	-2.9475325801058645
YAL004W	-0.9734426322997791	-3.2998877674479665	-0.4477557768964963	-1.7638716412339075	-3.775155805093737
YAL005C	-0.4519588149538872	-1.9925441950809526	-0.3947635576232794	-1.2296913176516229	-4.904059004825356
YAL007C	0.21848811570404258	0.10092890885078057	-0.08549622028160614	-0.08234239126451229	-2.096215315259303
YAL008W	0.6557043607112376	0.0806516481182683	0.3963075145991381	0.0558632838521878	-2.3917136078279593
YAL009W	-1.9269482479497722	-1.504231228608299	-1.7078192485066899	-1.07537704259445	-1.9541963103868754
YAL010C	-1.8292603439733643	-2.15200309344505	-1.7445777985168078	-1.6218653955009705	-2.9879271676994255
YAL011W	0.9771222167600075	2.9543145737725376	0.40239370588745993	3.0037117656890664	1.0595731712202159
YAL012W	0.39711594341030204	1.3145339615687437	-0.056062589609896935	1.5345357839634377	0.3110995981022012
YAL013W	-1.4150929864825925	-2.6614145611590296	0.44326111063067264	-1.1379185086631627	-2.136136687986029
YAL014C	-0.12521292792967678	0.7370557668331348	-0.49486244026910137	-2.603887948076223	-6.347731352155409
YAL015C	0.37403498538392427	0.44544555407750186	0.02347837701331392	-0.2219935374432624	-2.9862626465537647
YAL017W	-0.15312765410812618	-0.22681174754587052	0.18529910779478725	-0.7414315994093226	-3.1352475498095673
YAL018C	-0.01964138909225237	-0.6501619461344265	0.14699869778053004	0.1145741099476671	-1.7776374700959907
YAL019W	-0.3774399309061054	-1.8520665708639972	0.24987646296261318	0.14546977638407196	-2.3674685236419726
YAL020C	-1.8421506486192631	-6.002937283079553	-0.18832512641228807	-3.0231529717842833	-6.637659923810819
YAL021C	-4.943921326553486	-3.7588400937889688	-2.975889244237782	-2.6273055862929136	-4.763084655130089
YAL022C	0.5332676355413133	-1.0720749164005738	0.161827111053288	-0.46689338758458215	-3.1487995766731847
YAL023C	-5.160199184760914	-5.633217669328378	-1.2040528306335145	-4.0822594524934335	-5.7786247458034214
YAL024C	0.6273922065748582	-0.45213211319828467	0.16409774440546826	-0.9262093972473526	-2.6240080043844625
YAL026C	-1.4363057585378394	-3.4353861446706464	0.47332273864143637	0.7983292417307993	-2.811978948583052
YAL027W	0.9042142859574289	0.045913714020490715	0.2821527577880424	-0.2023476375764938	-2.016953133281197
YAL028W	0.7969555851600505	0.5295249101791233	0.3182008035346574	0.1410502785546407	-2.43407940723025
YAL029C	0.7279806717104953	0.11473899767726516	0.3066803211884254	-0.08316783288956571	-3.390341341600629
YAL030W	-0.012033656759742412	-0.2503001407833942	0.2370377350118672	1.3764430033794992	-1.5466956561518943
YAL031C	0.5883671854851188	-0.03773316421288747	0.04584945914081462	0.4115802612682543	-1.7812026342016356
YAL034C	0.28529999236040005	1.1094588925699904	0.48165855035702326	1.5845747315907777	-0.5940076403241632
YAL036C	0.25644658186719477	-0.5207995618655681	0.37811369329923084	1.076721086919334	-1.524038276440217
YAL037W	-0.14014369336567598	-0.516118569709963	0.018148344904785764	-0.4356715772788617	-3.3061835536497495
YAL040C	-0.2714109526047816	1.685089473031673	-0.4962531572320263	-0.6626717611161765	-3.5241708166024033
YAL042C-A	1.3729503809566483	1.1997382107957382	1.1246336015860923	0.18640971683046278	-3.6538575819322237
YAL042W	0.3675928701447022	0.12378413257769005	0.11315277957367967	-0.8337164246059353	-4.848769955973902
YAL044C	-4.878907796549782	-5.149747119504682	-0.5163097706128187	-5.084182405181843	-6.017314585302169
YAL045C	-0.1236769517165913	-0.9567147689799657	-0.6771513937775655	-1.0259914796338345	-4.397872941163132
YAL046C	-0.5550423795122913	-1.3698726116027493	-0.3328902281681172	-1.3074997641148547	-6.0155417657538495
YAL048C	-5.217812330838862	-5.388348520575815	-5.750546957006015	-4.8680817297131185	-5.124591321620245
YAL049C	0.6487375180025448	-0.3578334970265113	0.04312313462881645	0.5023636346879573	-0.6808867492788079
YAL051W	-1.2183469254559407	-2.3020572327446542	-0.4387877436085951	-0.8322189683515595	-3.88801474448113
YAL053W	0.5257623257324274	0.06251033584835594	0.032920106203344214	-0.2741233234067194	-1.8448476635315108
YAL054C	0.07723115892508292	0.14378721599022004	0.04007079149351897	-1.8834831317525884	-5.324887555517559
YAL055W	0.6305620164299762	-0.23880203794198324	0.3926025106740174	0.27940486328096165	-2.5338993400479755
YAL056C-A	-0.3987715594427697	-0.6281334989426174	-0.36243088675908947	-0.14488858782573003	-2.877635242327999
YAL056W	-2.071285133595987	-6.035715541414254	0.37734905763812576	2.2673317899495657	-1.8275187029895714
YAL058W	-0.3363236242309867	-0.5961030583263566	-0.10004686487744754	0.20154400752929869	-1.8830438536541507
YAL059W	-0.5841709726343873	-2.4296905170960392	-1.1864464378060555	0.12777574337849196	-1.2642203451039369
YAL060W	-0.06368867528472578	-0.7562051019313278	-0.0746749092098867	-0.9192999656199674	-4.095359163902296
YAL061W	-0.12970986541351892	-0.5672209183338891	0.22662241943506756	-0.11618196063320646	-2.3605309341111096
YAL062W	-5.705032656020391	-6.302765837800468	-4.1114630889582395	-5.3973492829214775	-6.395849113749013
YAL064C-A	0.1013380779657465	-1.0801531354100102	0.23784453103333272	-0.6561232886422579	-2.721461280582872
YAL065C	-0.09076956313496405	-0.6649885439733408	-0.13103894110361952	-0.598217096474437	-3.150153597850145
YAL066W	0.676687582242097	0.5744828296470315	0.7756979886549206	0.7305559541835125	-1.106010976346398
YAL067C	0.23441679245296684	-0.21802925980876361	0.645682076227222	-0.2707418098919241	-2.9356407542036216
YAL068C	-0.7317579664068807	-2.3193694657509414	-0.341210067303733	-1.519114325356881	-4.499811080153137
YAR002C-A	0.11230582152680083	-2.2903140572475307	-0.22457532332237895	-1.5443604858265039	-4.201508754397313
YAR002W	1.220098242816387	0.6047709818013364	1.5945284774111563	3.498571320370381	1.7097441254311818
YAR003W	-0.5922259272196965	-4.445625819112267	-0.1553449381569771	-1.2506431199365662	-1.8893461658979789
YAR015W	-1.5349803442166152	-2.266633374805253	-0.2885664210546799	-2.473899892343689	-4.2749306153501925
YAR020C	0.13489748626463666	-0.6265993731789206	0.01326913067145304	0.3420157784457498	-1.8024584426142127
YAR023C	0.07085999200316143	-0.3671509763976322	0.09517251202323002	-0.25600748312916766	-3.2926217253753287
YAR027W	0.31408795426926317	-0.14438990933517498	0.19222807916750997	-0.2003478877775441	-2.4772141197497373
YAR028W	0.04027549965240054	-0.39225195831048354	-0.057379117385728956	-0.7237016043130355	-3.4724664992067016
YAR029W	-1.1039328858363773	-1.9436206121486852	-0.2702764253532795	-2.0942360698457656	-5.318687642606931
YAR030C	-0.13217949152345207	-0.6073198095427377	-0.10048082139204896	-0.9156714381852431	-2.9815567737788684
YAR031W	0.11117287813774447	-0.7397340191766915	0.18130831747495885	-0.3483719483277694	-2.3475929782807095
YAR035W	-0.1545933476863218	-0.8655186495671182	-0.04070448234100829	-0.7406173814711453	-2.9501841063822694
YAR042W	0.27822255992027545	-0.37771444260071674	-0.02979047927564582	-0.4252099851027955	-3.038144869090212
YAR047C	-0.10707894326506762	-0.823178904393761	-0.19454285584128722	0.05420584608378703	-2.6255860852562423
YAR050W	0.5783519975129489	0.025308087104657283	0.6360752835829768	0.39344951172172765	-1.4806120367265168
YBL001C	1.1285563582093605	1.1319969509766574	0.2761561614320902	0.3453391220339558	-2.7773542694665014
YBL003C	1.4113402310014216	0.4015515299384474	0.8512394275712761	2.530098819599323	0.38163434101162985
YBL005W	0.807746800712525	0.3810104123798386	0.21396154470162007	1.2658999964749138	-1.2190558737190338
YBL006C	-0.931692838423166	-6.585846234311355	-2.1831347597096427	-4.766499756257578	-6.78135971352466
YBL008W	0.3267133274079456	-1.535969853152758	-0.6336220977483662	-1.122241920904087	-4.130342178189828
