ORF	hap a | chronological lifespan | glucose [2%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [2%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [33 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010
YNR034W	-0.475	-0.390	0.202	-1.541	-4.706
YCR073W-A	-0.268	0.175	0.290	-1.461	-3.756
YHR163W	0.686	-0.838	0.231	-0.436	-2.357
YKL184W	1.092	1.059	0.046	0.138	-2.460
YLR146C	0.759	0.940	1.077	1.432	-0.526
YGR236C	0.328	-0.242	0.312	-0.369	-3.185
YLR313C	0.193	-1.145	0.093	-0.341	-2.098
YER150W	0.305	-0.034	0.227	-0.441	-2.767
YHR136C	0.287	0.122	0.064	-0.235	-3.095
YHL022C	-0.480	-0.964	-0.224	-2.023	-3.416
YHR152W	0.604	0.745	0.571	1.043	-1.688
YHR014W	1.651	1.444	2.241	2.046	-0.458
YHR153C	0.238	-0.289	0.052	-0.086	-2.531
YPL130W	0.182	-0.676	0.105	0.064	-3.414
YOL091W	0.121	-0.432	-0.261	-0.574	-2.790
YIL073C	1.623	0.619	0.681	-1.820	-4.430
YPR007C	0.895	0.566	1.051	0.597	-2.233
YDR104C	-0.111	-0.705	-0.281	-0.799	-2.966
YER046W	0.081	0.040	0.128	-0.158	-2.562
YGL170C	0.417	-0.115	0.050	-0.512	-2.426
YLL005C	0.292	0.069	0.059	-0.219	-2.224
YLR341W	0.449	-0.242	0.242	0.009	-2.615
YPL138C	0.129	-4.596	0.286	1.935	1.225
YOR190W	0.781	0.337	0.619	0.433	-1.840
YER115C	0.138	-0.214	-0.199	-0.759	-3.607
YHR139C	0.292	0.063	0.631	0.522	-2.002
YDR522C	0.352	-0.598	-0.039	-1.192	-5.525
YOR313C	0.237	-0.251	0.084	-0.532	-2.509
YMR179W	-0.159	0.683	1.006	2.093	0.259
YLR055C	0.867	-1.690	0.468	-3.349	-5.730
YEL025C	0.291	0.299	0.056	0.247	-2.556
YOR247W	0.162	-0.218	0.185	-0.089	-2.419
YLR082C	0.201	-0.419	0.188	-0.506	-3.401
YKR091W	0.115	-0.826	0.187	0.009	-1.984
YLR119W	0.140	1.865	-1.638	-2.988	-4.056
YPR032W	0.116	-1.283	0.008	3.325	2.522
YBL106C	1.607	1.886	0.960	0.844	-1.360
YKR092C	-0.814	-1.038	0.050	-0.647	-4.297
YMR101C	0.421	-0.360	0.490	0.149	-2.003
YLL024C	1.087	1.210	0.498	-0.223	-3.544
YER103W	-5.330	-3.959	-4.025	-3.990	-4.543
YDL229W	0.545	-0.255	0.455	0.430	-2.333
YDR293C	-4.889	-5.806	-0.519	-0.722	-4.266
YBR169C	0.081	0.758	0.017	0.606	-1.268
YDR312W	-0.341	0.543	0.923	-0.702	-3.372
YKL124W	0.255	3.020	-0.125	0.077	-3.485
YLR006C	-1.420	-2.040	0.221	2.478	1.025
YNR031C	-0.739	-2.672	0.691	3.362	1.288
YCR073C	0.445	-0.014	0.260	-0.512	-2.925
YIL030C	0.008	0.419	-0.205	0.629	-1.578
YDR443C	-0.046	0.301	-0.072	0.968	0.698
YPL232W	0.427	0.592	-0.083	0.011	-2.076
YMR183C	-4.884	-3.809	-0.940	-4.672	-6.768
YHR184W	0.221	0.036	0.357	-0.052	-3.306
YLR250W	-0.273	-2.958	-0.228	-2.356	-4.797
YOR242C	-0.507	-2.706	-0.759	-2.805	-5.550
YLR452C	0.111	-0.205	0.492	0.985	-0.403
YPL092W	0.161	-0.439	-0.217	-0.509	-5.077
YNL309W	0.422	1.200	0.260	0.306	-2.453
YMR053C	-0.284	-4.107	-0.189	-1.517	-5.432
YDR169C	-2.712	-3.757	-0.757	-3.454	-4.685
YKL072W	0.203	-0.712	-0.071	-0.367	-2.896
YOR047C	-0.780	-1.493	-0.152	-0.663	-2.996
YLR362W	-0.901	-1.844	-0.050	-0.089	-2.192
YOR219C	0.074	-1.214	-0.112	-0.746	-3.414
YDR410C	0.681	-3.736	0.333	0.876	-0.406
YHL007C	0.237	-0.454	-0.404	-2.936	-5.329
YJR117W	-0.058	-1.959	0.200	1.356	0.546
YCL032W	-1.717	-3.803	0.359	1.580	-1.917
YDL159W	-0.397	-3.264	-0.489	-1.200	-4.173
YDL130W-A	0.172	-0.655	0.169	-0.475	-2.231
YOR027W	-0.416	-0.100	-0.097	-0.313	-2.932
YHR006W	0.591	1.225	0.178	0.362	-1.872
YCL008C	-1.624	-2.643	-3.048	-4.004	-4.722
YLR375W	0.585	-1.228	0.084	-1.773	-5.573
YDL048C	-0.297	-1.476	0.070	-0.409	-3.109
YJR130C	1.038	0.776	0.775	0.475	-1.852
YMR054W	-2.518	-3.028	-0.061	-3.266	-4.475
YIL162W	0.343	-1.001	0.355	-0.188	-3.300
YBR294W	0.136	-0.600	-0.043	-0.631	-3.269
YDR310C	-1.768	-2.097	-0.559	-2.264	-5.687
YPL057C	1.153	3.260	-4.177	-3.794	-4.637
YDR297W	0.687	-0.993	-0.534	-3.550	-5.769
YPR009W	0.298	-0.643	0.177	-0.247	-2.716
YPL163C	0.205	-0.219	-0.033	-0.295	-2.933
YBR175W	-1.299	-5.315	-0.615	-2.362	-2.742
YJL187C	-0.121	-1.143	-0.405	-1.516	-3.889
YER111C	0.523	0.596	-0.249	-0.163	-1.186
YLR182W	0.948	1.160	-0.321	-1.775	-4.110
YDR395W	-1.267	-5.845	-0.917	-3.009	-3.009
YGR129W	-0.114	-2.969	0.575	-1.824	-3.891
YIL047C	-0.400	-1.064	-0.144	-1.020	-3.410
YCR030C	0.871	-0.545	0.791	4.091	4.087
YJL004C	-3.496	-6.769	-0.591	-0.905	-6.161
YPR095C	-0.331	-3.323	0.084	0.394	-0.929
YGL243W	0.594	0.467	0.481	0.787	-1.246
YOL020W	0.640	0.534	0.308	-0.496	-3.234
YBR044C	-0.178	-0.666	0.659	1.518	-3.676
YJR009C	-0.029	-0.369	0.055	-0.072	-2.605
YGR192C	0.106	-0.851	0.194	0.255	-2.017
YBR223C	0.465	0.361	0.578	0.631	-1.655
YOR337W	1.365	0.823	1.392	0.886	-1.679
YBR083W	0.082	-2.468	0.114	-0.440	-2.938
YKL081W	-0.649	-2.118	-0.107	-0.600	-3.195
YBL088C	0.827	0.428	0.597	0.944	-1.153
YNL128W	0.484	-2.175	0.835	0.454	-2.105
YNL253W	0.595	0.537	0.276	1.154	-0.498
YKL140W	-0.418	-1.483	0.041	-0.090	-1.822
YDR058C	0.312	-0.690	-0.050	-0.845	-3.563
YNL332W	0.201	-0.033	-0.038	-0.245	-2.312
YBR240C	0.298	-0.039	0.314	0.051	-2.149
YOL055C	0.089	-0.215	-0.329	0.022	-1.667
YPL258C	0.768	0.539	0.531	0.740	-1.137
YPR121W	0.015	-0.332	0.309	-0.233	-2.747
YGR144W	0.366	-0.341	0.216	0.016	-2.009
YPL214C	-0.124	-2.075	0.241	-0.055	-3.019
YLR237W	-0.452	1.099	0.501	0.471	-1.678
YHR025W	-3.427	-0.886	-0.337	-3.556	-4.984
YCR053W	-5.967	-5.800	-0.146	-3.971	-6.206
YJL138C	-0.495	-1.447	-0.427	-1.252	-3.681
YGL049C	-0.013	1.012	0.411	-0.732	-2.905
YOR297C	0.106	-0.771	0.138	-1.300	-2.130
YBR067C	0.078	0.184	0.053	0.562	-2.485
YPR040W	-1.029	-1.878	-0.234	-0.861	-3.205
YOR010C	0.308	0.450	0.080	0.257	-2.192
YIL011W	-1.673	-4.131	-0.261	-0.507	-3.310
YLR136C	0.147	-1.473	0.391	-0.495	-3.107
YPR074C	0.798	0.947	0.444	1.685	-0.400
YGR260W	-0.145	-2.588	-0.048	-0.870	-2.930
YNL273W	0.471	0.733	0.243	0.451	-1.498
YJL093C	0.597	0.522	0.643	0.784	-1.403
YDR457W	-0.265	-0.870	0.291	-0.714	-5.586
YOR045W	0.179	-1.061	0.586	0.268	-3.976
YNL070W	-1.874	-3.317	0.025	-0.092	-5.756
YOL006C	1.644	2.815	0.157	-0.569	-2.878
YLR234W	-0.711	-3.524	-0.077	-0.486	-1.534
YJR066W	-0.848	-0.517	0.142	0.674	-1.525
YGR221C	0.406	-0.465	0.163	-0.711	-3.477
YGL096W	-0.150	-1.510	-0.246	-2.112	-6.290
YJL164C	-0.671	0.578	0.020	0.423	-1.482
YPL203W	0.190	-3.705	0.002	0.070	-2.285
YNL079C	0.022	-0.581	0.208	0.000	-2.131
YIL138C	0.219	-0.088	-0.132	-0.671	-3.459
YLL028W	-2.789	-5.329	-0.561	-2.053	-5.675
YPR156C	0.427	-5.788	-0.180	-0.465	-3.291
YOR273C	0.841	0.308	0.352	0.211	-2.019
YMR156C	-0.264	-0.234	-0.454	-1.298	-3.549
YBR126C	-2.218	-4.996	-1.517	-4.560	-5.134
YDR074W	-2.601	-3.244	-0.514	-4.091	-5.337
YMR261C	0.496	0.221	0.482	-0.006	-2.761
YNL299W	-1.223	-2.798	-0.536	-1.630	-4.864
YJL129C	0.922	3.369	0.863	2.084	0.323
YKR056W	0.509	-0.314	0.192	-0.652	-3.939
YDL112W	0.236	-0.275	-0.094	-0.499	-2.327
YBR061C	-0.971	-1.467	-1.047	-0.354	-2.045
YDL201W	0.027	-0.107	0.155	-0.096	-2.568
YDR007W	0.091	0.650	0.333	-0.642	-3.455
YER090W	0.486	0.052	0.484	0.488	-1.598
YKL211C	0.758	0.046	0.300	-1.410	-2.731
YDR354W	0.136	0.388	0.180	-0.087	-1.953
YOR115C	-1.083	-2.574	-0.701	-1.803	-4.336
YLR043C	2.222	2.198	2.099	2.727	0.727
YGR209C	-0.147	-2.885	0.103	-0.153	-2.095
YCR083W	1.388	0.691	0.973	0.620	-1.789
YML100W	-0.174	-1.860	0.180	-0.251	-3.156
YLR435W	-0.752	-1.278	-0.043	-0.753	-3.616
YDR513W	-0.632	-1.051	-0.134	-0.129	-1.219
YML124C	0.238	-0.055	0.295	-0.411	-3.447
YKL034W	0.918	2.886	0.593	1.291	-0.821
YLR425W	0.248	0.351	-0.137	0.010	-1.117
YGR080W	0.246	0.281	0.106	-0.221	-3.484
YOR344C	0.204	0.594	-0.026	-0.233	-2.679
YBR166C	-1.104	-5.464	0.083	-3.682	-2.783
YOR295W	0.067	0.879	0.845	2.902	-2.245
YOR339C	0.210	-0.259	0.049	-0.271	-3.230
YDR059C	0.073	-0.099	0.374	0.296	-1.758
YEL012W	-4.464	-4.938	-1.465	-3.796	-4.069
YDL122W	1.521	3.581	0.710	2.902	2.483
YKR098C	0.358	-0.279	0.098	-0.175	-2.588
YJL197W	-0.934	-2.002	0.618	0.128	-2.790
YBL067C	0.469	1.292	0.370	1.448	-1.549
YBR058C	-1.411	-3.546	-0.647	-3.332	-3.945
YOR124C	-0.991	2.701	-0.614	-3.176	-5.933
YER151C	-1.700	-3.245	0.124	1.732	-0.377
YMR223W	-1.668	-4.517	0.317	-3.203	-5.430
YER098W	-0.305	-0.437	0.025	-1.493	-4.503
YLR024C	0.618	-1.406	0.406	2.573	-0.396
YBR165W	0.380	-0.999	0.121	-0.237	-3.659
YKL010C	0.506	-0.107	0.697	1.316	-2.996
YGR019W	0.313	-0.235	-0.015	-0.235	-2.867
YBR006W	-0.043	0.849	-0.037	-0.037	-2.281
YDL170W	0.105	-0.262	-0.126	-0.711	-3.473
YLR189C	0.263	-0.113	0.016	-0.531	-2.891
YPL186C	0.102	-0.668	0.329	-1.034	-3.526
YPL003W	-0.156	2.614	0.013	0.461	-1.867
YPL139C	-1.392	-3.229	0.860	-0.527	-2.408
YBR173C	-1.771	-4.040	-0.583	-2.012	-3.592
YML021C	0.213	-1.769	-0.187	-1.880	-3.976
YDR213W	0.456	-0.414	0.038	0.026	-2.060
YGR072W	-3.322	-5.162	-0.262	-3.393	-4.972
YMR271C	0.596	-1.107	0.459	-0.380	-3.368
YML106W	0.811	2.321	0.732	1.479	-1.249
YJR103W	0.315	-0.646	0.280	0.526	-2.182
YDR400W	0.511	-0.407	0.032	0.236	-1.749
YEL005C	1.097	1.079	-0.150	-1.735	-4.100
YEL013W	-3.795	-1.848	3.856	5.070	5.296
YOR068C	-4.444	-5.510	-1.010	-3.685	-5.304
YGL258W	0.291	-0.004	0.330	-0.211	-2.450
YIL135C	-0.412	-3.416	0.260	0.015	-4.469
YOR054C	1.926	2.135	1.345	2.681	0.697
YLR373C	-2.816	-4.584	0.584	0.999	-2.214
YBR105C	-1.288	-3.737	-0.480	-1.930	-4.870
YPL253C	0.744	0.286	0.526	0.752	-1.489
YLR410W	-2.628	-3.402	-1.034	-5.072	-6.419
YOR132W	-2.258	-4.268	-0.912	-3.008	-4.438
YOR089C	-1.814	-3.074	-0.373	-3.794	-4.445
YKL041W	-1.453	-2.759	-2.425	-2.116	-3.135
YHR012W	-2.909	-4.383	-2.168	-3.875	-4.518
YPL120W	-5.797	-5.812	-1.677	-4.983	-5.674
YJL154C	-1.430	-3.093	-1.665	-1.819	-3.595
YLR360W	-4.982	-5.517	-1.602	-4.275	-5.450
YDR080W	-1.953	-2.715	-0.850	-0.782	-2.512
YOR069W	-5.618	-5.771	-1.150	-4.487	-5.551
YGR141W	0.116	-2.989	-1.264	-4.272	-6.793
YOL129W	-2.744	-3.603	-0.378	-4.800	-6.459
YJR126C	0.326	-1.462	-0.687	-3.101	-5.011
YDR485C	1.325	3.386	1.039	3.625	1.056
YDR372C	-1.134	-6.073	-0.783	-4.925	-6.222
YLR181C	0.445	1.651	0.264	-0.591	-6.103
YER072W	1.633	2.624	-0.228	-0.520	-4.107
YFL004W	1.113	0.991	0.122	-0.639	-3.703
YIL173W	0.189	0.164	0.043	-0.732	-3.336
YOR359W	-1.487	-2.279	-0.439	-0.716	-2.808
YOR043W	0.245	0.122	-0.399	-3.331	-7.031
YNL197C	-2.519	-6.040	-0.548	-5.528	-6.555
YDL224C	0.049	0.860	0.022	-0.497	-3.225
YOR083W	-0.543	0.441	-0.635	-0.497	-3.395
YNL283C	-0.548	-1.640	-0.229	-0.785	-2.066
YOL105C	0.306	-0.738	-0.222	-2.657	-4.454
YHL028W	0.065	-1.445	-0.198	-1.671	-4.640
YHR134W	-0.358	-0.483	0.018	-0.042	-2.148
YOR229W	1.104	0.651	0.877	0.248	-2.560
YLR090W	0.151	0.048	0.121	-0.038	-2.971
YGR194C	0.316	0.163	0.191	-0.121	-2.390
YDR369C	-0.103	-0.777	1.099	0.752	-2.127
YLR070C	0.529	-0.071	0.274	-0.301	-3.003
YJL141C	-2.115	-5.302	1.159	3.488	-0.080
YAL049C	0.649	-0.358	0.043	0.502	-0.681
YAL058C-A	-0.399	-0.628	-0.362	-0.145	-2.878
YAL064C-A	0.101	-1.080	0.238	-0.656	-2.721
YHR161C	0.429	1.623	0.712	-0.571	-3.804
YHL009C	-0.173	-0.316	0.648	0.084	-3.139
YIR018W	-0.045	-1.200	-0.040	-1.445	-3.696
YDR259C	0.235	0.367	0.525	0.174	-2.191
YOL028C	0.528	0.153	0.606	0.501	-1.849
YER024W	0.320	-0.058	0.315	-0.233	-2.120
YBL009W	0.719	0.350	0.221	1.099	-1.042
YBL012C	-6.799	-5.924	-5.753	-5.179	-5.232
YBL029W	0.788	0.716	0.234	0.726	-1.448
YBL036C	0.566	-0.536	0.090	0.906	-1.555
YBL046W	0.016	-1.410	-0.369	-1.111	-4.961
YBL053W	1.017	0.461	0.654	1.668	-0.800
YBL062W	0.169	0.593	0.580	1.576	-0.517
YBL070C	1.114	0.268	0.445	1.278	-1.541
YBL081W	2.439	2.183	2.065	2.716	0.772
YBL083C	-1.239	-6.424	-0.493	-0.955	-3.846
YBL086C	1.567	2.376	0.423	1.482	-1.259
YBL091C-A	-0.042	0.057	-0.152	-0.980	-5.576
YBL094C	-4.261	-5.080	-0.894	0.422	-3.988
YBL096C	0.562	0.705	0.209	-0.254	-2.698
YBL104C	0.955	1.053	0.432	0.275	-3.823
YBL107C	1.309	1.229	0.774	1.277	-1.048
YBR007C	0.319	0.340	-0.330	-0.455	-3.901
YBR013C	0.285	-0.423	0.143	0.023	-3.799
YBR014C	-0.289	0.165	0.171	-0.084	-2.332
YBR022W	0.039	-0.348	-0.150	-0.717	-4.610
YBR025C	-0.187	0.358	0.137	-0.501	-4.167
YBR027C	0.476	0.734	0.131	-0.164	-2.656
YBR028C	0.344	1.787	0.414	-0.354	-2.731
YBR047W	-0.219	0.318	0.068	-0.455	-5.138
YBR052C	0.766	0.341	0.522	-0.368	-2.908
YBR056W	-5.205	-6.119	-0.459	-4.506	-6.220
YBR062C	-0.181	-0.217	0.068	-1.531	-3.348
YBR063C	0.378	1.451	0.349	0.155	-2.043
YBR071W	-0.119	-0.281	0.118	-0.189	-2.453
YBR074W	0.448	-0.673	0.091	-0.536	-5.049
YBR077C	0.496	-0.286	5.510	1.736	-1.730
YBR090C	0.676	-0.438	-0.063	-1.179	-3.231
YBR099C	0.409	0.342	0.022	-0.502	-3.039
YBR113W	0.361	0.140	0.149	-0.283	-3.508
YBR116C	0.279	-0.519	0.664	-1.054	-3.074
YBR134W	0.631	-0.103	1.953	3.545	0.077
YBR141C	-0.924	-3.683	-0.649	0.561	-1.433
YBR147W	-3.867	-5.961	-0.341	2.095	0.605
YBR161W	0.379	-0.272	0.108	0.020	-2.745
YBR184W	-0.306	-0.954	-0.041	-0.433	-3.417
YBR203W	0.710	0.384	0.364	0.112	-1.624
YBR204C	0.704	0.577	0.497	0.562	-1.827
YBR206W	0.405	-0.279	0.241	0.321	-2.490
YBR210W	0.219	-0.528	-0.021	-0.335	-2.877
YBR220C	-0.095	-1.086	-0.240	-1.036	-1.937
YBR224W	1.108	2.707	0.311	-0.916	-3.637
YBR225W	1.956	4.333	-0.186	0.058	-4.485
YBR230C	-0.584	-3.038	0.524	-0.059	-3.754
YBR232C	0.634	0.469	0.452	-0.059	-2.995
YBR235W	0.257	-0.536	0.021	-0.611	-2.836
YBR238C	1.140	0.525	0.611	0.104	-2.057
YBR239C	0.039	-0.006	0.200	0.087	-2.484
YBR241C	0.187	0.431	0.489	-0.206	-2.384
YBR242W	0.284	0.296	0.331	-0.122	-2.214
YBR246W	0.486	0.526	-0.116	-0.678	-4.261
YBR250W	0.254	-0.056	0.185	-0.101	-2.950
YBR255W	0.283	-1.657	0.195	-0.122	-4.390
YBR259W	0.387	-0.385	0.305	-0.008	-2.526
YBR261C	1.059	0.592	0.301	0.266	-2.288
YBR270C	0.272	-0.430	-0.162	-0.888	-4.371
YBR281C	-3.500	-4.800	-0.570	-0.832	-3.731
YBR284W	-3.407	-5.046	-0.439	-0.254	-2.065
YBR287W	0.728	3.497	0.352	1.233	-1.414
YBR292C	0.145	-0.806	-0.004	-0.440	-2.776
YBR293W	0.559	-0.048	0.082	-0.122	-1.870
YLL048C	-0.036	-1.132	-0.263	-1.157	-3.487
YDR135C	0.612	0.463	0.159	-1.198	-4.986
YHR135C	-0.229	-2.899	-0.117	-0.172	-1.373
YNL154C	0.279	-1.006	0.056	-0.047	-1.588
YCL022C	0.524	0.188	0.258	-0.234	-2.196
YCL023C	0.277	0.457	0.164	-0.057	-2.745
YCL046W	0.183	0.397	-0.015	-0.467	-2.937
YCL047C	-0.754	-1.430	-0.381	-0.435	-3.481
YCL048W	0.280	-0.283	0.226	-0.440	-2.520
YCL049C	0.277	-0.365	0.023	-0.378	-3.027
YCL069W	0.397	-0.097	0.137	-0.823	-3.123
YCL075W	-0.300	-1.043	-0.145	-0.490	-2.807
YCL076W	0.484	0.511	0.331	0.334	-2.280
YCR004C	-4.811	-4.782	-4.160	-3.408	-5.470
YCR001W	0.602	0.250	0.274	-0.258	-3.074
YCR007C	0.658	-0.715	0.645	0.164	-2.233
YCR015C	0.275	-0.056	0.252	-0.009	-2.388
YCR016W	0.476	-0.942	-0.192	-1.261	-3.931
YCR022C	0.694	0.778	0.035	-0.871	-3.901
YCR023C	0.288	-0.157	-0.043	-0.913	-3.537
YCR025C	-4.812	-4.463	-0.595	-1.910	-4.024
YCR045C	-2.562	-4.042	0.167	-0.355	-3.821
YCR049C	0.197	-0.117	0.362	0.635	-2.626
YCR050C	-2.826	-4.184	0.040	-0.254	-2.509
YCR051W	-0.008	0.708	-0.315	-0.052	-2.630
YCR060W	0.394	-0.090	0.136	-0.527	-2.862
YCR062W	-0.258	-1.158	0.083	0.192	-3.139
YCR076C	-0.288	-3.795	0.290	-0.966	-3.874
YCR079W	-0.752	-3.168	0.118	-1.144	-2.258
YCR085W	-2.494	-4.632	-0.332	-0.660	-4.890
YCR087W	-2.736	-3.837	-0.291	-0.526	-2.283
YCR090C	0.188	-0.057	0.307	-0.423	-2.392
YDL012C	0.241	-0.563	0.038	-0.367	-2.840
YDL026W	-0.744	-1.327	0.045	-1.035	-3.955
YDL027C	-0.582	-1.562	0.139	-1.055	-3.316
YDL037C	0.394	0.251	0.371	-0.196	-3.094
YDL038C	0.355	-0.199	0.102	-0.405	-3.441
YDL041W	-0.992	0.698	0.212	2.024	0.733
YDL050C	-1.291	-4.008	-0.206	-1.598	-4.344
YDL071C	0.014	-0.138	0.188	-0.474	-2.912
YDL073W	-0.276	-4.117	-0.144	-0.719	-3.051
YDL086W	0.343	-0.504	0.073	-0.281	-3.225
YDL096C	-0.641	-4.103	-0.097	-1.833	-4.524
YDL109C	0.647	0.565	0.547	0.117	-2.495
YDL110C	0.311	0.484	0.365	1.145	-1.422
YDL114W	0.595	-0.043	0.380	0.302	-2.356
YDL118W	0.914	0.404	-0.216	0.198	-3.506
YDL119C	-2.214	-1.177	-2.307	-4.489	-6.055
YDL121C	0.458	-0.038	0.452	-0.050	-3.138
YDL124W	1.295	0.225	0.949	0.478	-2.830
YDL156W	0.395	0.243	0.221	-0.359	-3.278
YDL162C	0.889	2.219	0.484	0.701	-2.128
YDL173W	-1.769	-3.526	-0.449	-2.067	-5.565
YDL177C	0.041	-0.715	0.201	-1.328	-4.747
YDL180W	1.231	0.668	0.205	-0.307	-2.262
YDL199C	0.715	3.414	0.463	1.417	-1.219
YDL203C	-0.898	-1.864	0.469	-1.541	-4.916
YDL206W	1.030	-0.429	0.677	1.355	0.001
YDL218W	0.388	0.130	0.416	-0.252	-2.622
YDL222C	0.469	-1.026	-0.304	0.159	-3.732
YDL233W	0.270	0.196	0.338	-0.163	-0.147
YDL242W	0.474	0.170	0.369	-0.739	-2.854
YDR010C	0.445	-0.512	0.213	-0.684	-3.892
YDR015C	0.157	0.629	0.445	-0.314	-2.152
YDR020C	0.497	-0.425	0.352	0.148	-2.659
YDR026C	0.321	-0.045	0.115	-0.079	-2.168
YDR048C	-4.671	-4.417	-1.581	-1.864	-4.015
YDR049W	-6.335	-6.216	-2.230	-5.638	-6.263
YDR051C	0.137	-0.209	0.005	-0.340	-2.618
YDR063W	0.420	-0.153	0.166	-0.159	-2.331
YDR066C	0.470	-0.051	0.124	0.151	-2.247
YDR067C	0.698	1.926	0.669	1.891	-0.149
YDR071C	-3.914	-6.768	-3.924	-5.784	-6.627
YDR090C	0.074	-0.583	0.029	-0.177	-3.137
YDR095C	-0.235	-1.958	0.057	-0.018	-2.400
YDR102C	-0.010	-0.874	0.165	-0.365	-3.383
YDR107C	-0.159	-0.286	-0.019	-1.059	-3.126
YDR109C	0.020	0.292	0.320	0.139	-2.865
YDR111C	0.431	-0.206	0.332	0.274	-2.255
YDR112W	-0.073	-1.402	0.163	0.009	-2.314
YDR117C	0.194	0.255	0.133	-0.075	-2.619
YDR119W	0.443	0.218	0.031	-0.560	-3.376
YDR124W	0.288	-0.049	0.187	0.219	-2.208
YDR128W	0.543	1.137	0.369	0.136	-2.240
YDR131C	0.263	-0.190	0.175	-0.176	-2.357
YDR133C	0.389	-0.333	0.239	-0.148	-2.201
YDR134C	0.052	-0.348	0.179	-0.508	-3.281
YDR161W	0.903	-1.176	0.960	2.681	2.477
YDR185C	0.237	-0.137	0.211	-0.001	-2.389
YDR220C	1.128	1.020	0.946	2.724	2.364
YDR223W	0.794	0.499	0.448	0.535	-2.002
YDR230W	-5.162	-4.940	-4.455	-4.498	-5.443
YDR239C	-0.399	-3.610	-0.039	-0.292	-3.310
YDR249C	0.715	-0.099	0.449	-0.259	-2.322
YDR250C	0.389	-1.114	0.456	-0.078	-3.105
YDR262W	0.062	-0.333	-0.179	-0.963	-4.983
YDR269C	-2.960	-6.477	-1.557	-4.539	-6.344
YDR271C	-1.274	-3.181	-0.977	-2.653	-3.987
YDR275W	0.288	-0.565	0.019	-0.183	-2.257
YDR278C	0.268	0.040	0.091	-1.094	-3.351
YDR286C	-0.176	-0.151	-0.005	-0.820	-2.843
YDR291W	0.483	-0.381	0.317	-0.193	-2.985
YDR306C	0.624	0.148	0.427	0.354	-2.623
YDR307W	0.880	-2.195	0.073	-0.171	-4.578
YDR314C	0.610	-1.129	0.474	0.525	-1.660
YDR319C	0.227	0.038	0.090	-0.679	-3.244
YDR326C	0.094	0.180	-0.007	-0.184	-3.029
YDR330W	0.441	-0.749	0.387	-0.003	-2.807
YDR333C	0.276	-0.838	0.357	-0.218	-3.971
YDR338C	-0.258	-0.124	0.336	0.146	-2.410
YDR352W	0.344	-0.689	0.043	-0.137	-2.780
YDR360W	0.037	0.047	0.069	0.310	-1.992
YDR370C	0.588	0.100	0.447	0.044	-2.568
YDR391C	0.053	-0.593	0.077	-0.963	-3.963
YDR411C	0.384	0.560	0.367	0.444	-2.291
YDR415C	-0.608	-0.431	-0.010	-0.291	-3.716
YDR417C	0.990	-1.362	0.012	0.990	-4.344
YDR426C	0.638	3.597	0.108	1.109	-1.266
YDR431W	-0.605	-3.602	-0.035	-0.797	-4.480
YDR438W	0.329	-0.516	0.389	-0.527	-2.581
YDR444W	0.254	-0.019	0.337	-1.033	-4.854
YDR455C	-0.799	-1.668	-0.317	-0.551	-5.782
YDR459C	0.601	-0.440	0.469	0.017	-2.758
YDR491C	0.039	-0.904	-0.187	-2.089	-5.475
YDR492W	0.099	-0.399	-0.030	-0.816	-3.787
YDR493W	-3.237	-4.359	-0.962	-3.166	-4.710
YDR506C	0.160	-0.098	0.178	0.222	-2.790
YDR509W	1.189	0.770	0.377	0.604	-1.986
YDR535C	0.221	-1.661	0.077	-1.155	-3.850
YDR539W	0.012	-0.058	0.011	-0.376	-3.078
YDR540C	0.162	-0.560	0.014	-0.602	-3.487
YDR541C	0.430	0.033	0.183	0.325	-1.696
YEL004W	-1.344	-2.934	2.867	4.630	3.175
YEL001C	-0.066	-0.649	-0.381	-0.103	-2.241
YEL008W	-0.686	-2.335	-0.526	-1.925	-4.761
YEL010W	0.968	0.341	1.023	0.457	-2.174
YEL014C	0.724	0.533	0.501	0.095	-2.327
YEL016C	0.349	-0.280	0.444	0.435	-1.798
YEL020C	0.152	-0.448	0.081	-0.346	-2.270
YEL023C	0.523	0.115	0.449	0.343	-2.217
YEL033W	-3.201	-4.884	-0.386	-3.552	-4.342
YEL041W	-0.117	-0.747	-0.001	-0.324	-3.346
YEL043W	-1.068	-1.084	-0.003	0.015	-2.406
YEL047C	0.007	-0.318	-0.149	-0.657	-3.195
YEL048C	-0.348	0.382	-0.315	-0.387	-2.994
YEL059W	0.591	0.956	0.535	0.159	-3.684
YEL067C	0.165	0.036	0.272	-0.077	-3.701
YEL068C	0.358	-0.183	0.409	-0.067	-2.491
YER041W	0.308	-0.159	-0.020	0.133	-2.915
YER007C-A	1.239	0.468	0.360	0.554	-2.521
YER010C	0.496	0.173	0.212	0.112	-1.790
YER030W	1.263	1.679	0.249	0.283	-2.182
