orf	hom | growth (relative abundance in pooled culture) | toxaphene [160 uM] | Gaytan BD~Vulpe CD, 2013	hom | growth (relative abundance in pooled culture) | toxaphene [320 uM] | Gaytan BD~Vulpe CD, 2013	hom | growth (relative abundance in pooled culture) | toxaphene [640 uM] | Gaytan BD~Vulpe CD, 2013
YAL002W	1.9950470124175246	1.493956544104703	-0.004420766362003694
YAL053W	-1.3890747890196782	-1.668910721876639	-0.004420766362003694
YAL064C-A	1.9950470124175246	1.6445692710561957	-0.004420766362003694
YAR031W	-0.004661324795367907	-1.2170725410221614	-1.3173883758771405
YBL007C	-0.004661324795367907	-0.012170725410221692	2.183858582829891
YBL012C	-0.004661324795367907	-0.012170725410221692	-1.9009295356616458
YBL013W	8.301819460550494	7.819691076067387	7.727499600782691
YBL019W	2.917989321900398	2.6988583597166427	2.0379732928837644
YBL038W	-0.004661324795367907	-0.012170725410221692	2.7673997426143964
YBL039C	-0.004661324795367907	1.6445692710561957	-0.004420766362003694
YBL047C	-0.004661324795367907	1.493956544104703	1.4544321330992596
YBL061C	-0.004661324795367907	3.451921994474105	3.059170322506649
YBL065W	7.994172024056202	7.819691076067387	7.2898437309443125
YBL079W	-0.004661324795367907	2.0964074519106726	-0.004420766362003694
YBL090W	3.6871079131361255	3.451921994474105	3.2050556124527754
YBL096C	3.2256367583946894	3.0000838136196277	2.7673997426143964
YBL102W	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YBL106C	-0.004661324795367907	1.6445692710561957	-0.004420766362003694
YBL107C	4.610050222618999	4.204985629231567	3.934482062183407
YBR006W	3.6871079131361255	3.75314744837709	2.913285032560523
YBR013C	2.14887073066467	2.0964074519106726	1.8920880029376386
YBR015C	-0.004661324795367907	1.795181998007688	-0.004420766362003694
YBR026C	4.456226504371854	4.35559835618306	4.0803673521295325
YBR027C	1.5335758576760878	1.9457947249591805	-0.004420766362003694
YBR037C	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YBR040W	1.841223294170379	2.0964074519106726	1.8920880029376386
YBR046C	-0.004661324795367907	1.6445692710561957	-0.004420766362003694
YBR048W	1.6873995759232336	-0.012170725410221692	-0.004420766362003694
YBR057C	3.2256367583946894	-0.012170725410221692	2.62151445266827
YBR068C	-1.3890747890196782	-1.2170725410221614	-0.004420766362003694
YBR074W	5.686816250349018	5.861725625697985	5.39333496164467
YBR077C	3.0718130401475436	3.0000838136196277	2.62151445266827
YBR084C-A	3.8409316313832713	3.6025347214255974	3.3509409023989014
YBR090C	-0.004661324795367907	1.6445692710561957	-0.004420766362003694
YBR106W	-0.004661324795367907	-0.012170725410221692	-2.1927001155538983
YBR107C	2.3026944489118155	2.0964074519106726	-0.004420766362003694
YBR129C	3.0718130401475436	2.849471086668135	2.913285032560523
YBR134W	4.148579067877563	3.9037601753285824	4.3721379320217855
YBR138C	7.994172024056202	8.271529256921864	7.8733848907288175
YBR141C	2.14887073066467	2.397632905813658	-0.004420766362003694
YBR146W	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YBR147W	2.4565181671589613	2.397632905813658	2.3297438727760174
YBR149W	5.840639968596164	5.711112898746491	5.39333496164467
YBR156C	-0.004661324795367907	-0.012170725410221692	2.183858582829891
YBR162C	-0.004661324795367907	2.6988583597166427	3.2050556124527754
YBR170C	2.4565181671589613	2.849471086668135	2.475629162722144
YBR171W	-3.5426068444797156	-3.928101626149026	-3.5056677250690353
YBR173C	3.53328419488898	3.301309267522613	2.7673997426143964
YBR184W	1.9950470124175246	-0.012170725410221692	-0.004420766362003694
YBR231C	-0.004661324795367907	-0.012170725410221692	1.6003174230453858
YBR259W	3.2256367583946894	3.1506965405711203	2.7673997426143964
YBR277C	-0.004661324795367907	1.6445692710561957	-0.004420766362003694
YBR278W	-0.004661324795367907	1.493956544104703	-0.004420766362003694
YCL005W	4.917697659113291	5.409887444843507	4.518023221967912
YCL010C	-0.004661324795367907	2.2470201788621655	-0.004420766362003694
YCL024W	1.9950470124175246	-0.012170725410221692	-0.004420766362003694
YCL037C	3.6871079131361255	2.5482456327651506	3.2050556124527754
YCL049C	1.841223294170379	1.6445692710561957	-0.004420766362003694
YCL058C	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YCR007C	7.2250534328204745	6.765401987406939	6.268646701321428
YCR009C	-2.54275267587327	-0.012170725410221692	-0.004420766362003694
YCR051W	1.9950470124175246	-0.012170725410221692	-0.004420766362003694
YCR053W	-0.004661324795367907	-1.668910721876639	-2.046814825607772
YCR063W	1.5335758576760878	-0.012170725410221692	-0.004420766362003694
YCR071C	-2.1581933802554056	-2.572587083585594	-3.797438304961288
YCR086W	-1.3890747890196782	-1.668910721876639	-2.1927001155538983
YCR087C-A	1.9950470124175246	-0.012170725410221692	-0.004420766362003694
YCR101C	3.8409316313832713	3.1506965405711203	2.62151445266827
YDL010W	8.455643178797638	8.120916529970373	7.727499600782691
YDL013W	1.5335758576760878	-0.012170725410221692	-0.004420766362003694
YDL020C	-4.850108449580453	-4.605858897430742	-3.7244956599882246
YDL033C	2.14887073066467	2.0964074519106726	2.3297438727760174
YDL041W	-0.004661324795367907	-0.012170725410221692	3.934482062183407
YDL065C	3.0718130401475436	3.0000838136196277	2.62151445266827
YDL070W	4.917697659113291	5.259274717892015	4.9556790918062905
YDL082W	3.6871079131361255	4.204985629231567	4.0803673521295325
YDL100C	-2.0043696620082603	-0.012170725410221692	-0.004420766362003694
YDL117W	-0.004661324795367907	-0.012170725410221692	2.62151445266827
YDL127W	2.610341885406107	2.397632905813658	2.475629162722144
YDL161W	2.14887073066467	2.0964074519106726	2.0379732928837644
YDL175C	2.14887073066467	2.397632905813658	2.3297438727760174
YDL188C	2.4565181671589613	2.5482456327651506	2.62151445266827
YDL197C	1.3797521394289423	1.493956544104703	-0.004420766362003694
YDL199C	2.3026944489118155	1.9457947249591805	1.8920880029376386
YDL215C	2.610341885406107	2.6988583597166427	2.62151445266827
YDL231C	1.6873995759232336	1.9457947249591805	1.8920880029376386
YDL241W	4.302402786124708	4.054372902280075	4.226252642075659
YDR007W	-0.004661324795367907	-1.367685267973654	-0.004420766362003694
YDR008C	-3.5426068444797156	-4.229327080052011	-4.526864754691919
YDR028C	-2.3120170985025514	-0.012170725410221692	-2.1927001155538983
YDR032C	1.6873995759232336	1.6445692710561957	-0.004420766362003694
YDR035W	-0.004661324795367907	-1.668910721876639	-1.3173883758771405
YDR055W	2.14887073066467	2.2470201788621655	2.3297438727760174
YDR083W	1.9950470124175246	1.795181998007688	-0.004420766362003694
YDR085C	3.2256367583946894	3.451921994474105	3.059170322506649
YDR097C	1.9950470124175246	2.2470201788621655	-0.004420766362003694
YDR098C	2.3026944489118155	2.6988583597166427	2.475629162722144
YDR120C	2.14887073066467	2.397632905813658	2.183858582829891
YDR121W	-0.004661324795367907	1.9457947249591805	-0.004420766362003694
YDR122W	6.763582278079038	6.6147892604554475	6.852187861105933
YDR124W	4.302402786124708	4.506211083134552	4.0803673521295325
YDR126W	-4.46554915396259	-4.831777987857981	-4.380979464745793
YDR128W	-0.004661324795367907	1.6445692710561957	-0.004420766362003694
YDR146C	-0.004661324795367907	1.9457947249591805	-0.004420766362003694
YDR179W-A	-0.004661324795367907	-0.012170725410221692	2.475629162722144
YDR203W	-2.4658408167496972	-2.8738125374885786	-3.213897145176783
YDR204W	-1.5428985072668235	-2.271361629682609	-2.046814825607772
YDR213W	1.5335758576760878	1.493956544104703	-0.004420766362003694
YDR221W	4.148579067877563	4.204985629231567	4.226252642075659
YDR230W	-0.004661324795367907	-1.5182979949251463	-1.4632736658232668
YDR231C	-2.2351052393789788	-2.7985061740128323	-2.995069210257593
YDR249C	-0.004661324795367907	1.493956544104703	-0.004420766362003694
YDR274C	1.841223294170379	1.795181998007688	-0.004420766362003694
YDR279W	1.841223294170379	1.9457947249591805	-0.004420766362003694
YDR286C	1.6873995759232336	1.6445692710561957	-0.004420766362003694
YDR291W	7.2250534328204745	7.066627441309924	6.852187861105933
YDR322W	-0.004661324795367907	-0.012170725410221692	-1.6091589557693933
YDR336W	3.994755349630417	4.054372902280075	3.6427114822911544
YDR340W	-0.004661324795367907	-0.012170725410221692	1.746202712991512
YDR347W	-0.004661324795367907	1.6445692710561957	1.746202712991512
YDR351W	2.3026944489118155	2.2470201788621655	2.3297438727760174
YDR352W	1.5335758576760878	1.795181998007688	-0.004420766362003694
YDR354W	-4.46554915396259	-6.789743438227383	-6.8610293938299405
YDR357C	-0.004661324795367907	1.493956544104703	-0.004420766362003694
YDR360W	2.917989321900398	3.9037601753285824	3.496826192345028
YDR363W	2.610341885406107	3.0000838136196277	2.913285032560523
YDR363W-A	2.3026944489118155	-0.012170725410221692	-0.004420766362003694
YDR377W	-1.8505459437611147	-0.012170725410221692	-0.004420766362003694
YDR379W	2.14887073066467	2.397632905813658	2.183858582829891
YDR384C	5.532992532101873	5.861725625697985	5.5392202515907965
YDR385W	3.3025486175182617	4.506211083134552	3.496826192345028
YDR391C	2.917989321900398	3.1506965405711203	2.475629162722144
YDR393W	2.3026944489118155	2.2470201788621655	-0.004420766362003694
YDR400W	4.610050222618999	4.506211083134552	4.0803673521295325
YDR403W	3.53328419488898	2.849471086668135	3.788596772237281
YDR405W	-0.004661324795367907	-0.012170725410221692	-1.9009295356616458
YDR415C	2.3026944489118155	2.0964074519106726	1.8920880029376386
YDR423C	2.14887073066467	2.6988583597166427	2.3297438727760174
YDR430C	-0.004661324795367907	2.0964074519106726	-0.004420766362003694
YDR435C	-0.004661324795367907	1.795181998007688	-0.004420766362003694
YDR439W	-0.004661324795367907	-0.012170725410221692	-1.6091589557693933
YDR440W	2.14887073066467	2.2470201788621655	2.3297438727760174
YDR443C	1.9950470124175246	1.7198756345319415	-0.004420766362003694
YDR444W	2.610341885406107	2.6988583597166427	2.62151445266827
YDR447C	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YDR453C	1.6873995759232336	1.9457947249591805	1.8920880029376386
YDR455C	-2.1581933802554056	-2.271361629682609	-1.9009295356616458
YDR456W	3.379460476641835	0.7408929093472406	3.3509409023989014
YDR463W	-3.8502542809740072	-4.681165260906488	-4.380979464745793
YDR484W	-0.004661324795367907	-0.012170725410221692	-2.4844706954461513
YDR539W	1.5335758576760878	1.795181998007688	1.4544321330992596
YEL023C	3.8409316313832713	3.301309267522613	3.496826192345028
YEL028W	8.76329061529193	8.57275471082485	7.8733848907288175
YEL031W	-2.3889289576261246	-2.120748902731116	-0.004420766362003694
YEL033W	-0.004661324795367907	-0.012170725410221692	1.8920880029376386
YEL039C	2.14887073066467	-0.012170725410221692	-0.004420766362003694
YEL045C	-3.3887831262325707	-3.928101626149026	-3.5056677250690353
YEL057C	2.7641656036532525	2.2470201788621655	-0.004420766362003694
YEL062W	-0.004661324795367907	-1.9701361757796239	-2.046814825607772
YEL071W	2.610341885406107	1.9457947249591805	1.746202712991512
YER005W	-0.004661324795367907	-0.012170725410221692	-1.1715030859310143
YER032W	4.302402786124708	4.35559835618306	3.934482062183407
YER050C	2.14887073066467	1.795181998007688	-0.004420766362003694
YER055C	2.3026944489118155	1.9457947249591805	-0.004420766362003694
YER056C	3.994755349630417	3.75314744837709	3.3509409023989014
YER060W-A	5.071521377360436	4.807436537037537	4.226252642075659
YER066W	2.4565181671589613	2.0964074519106726	2.0379732928837644
YER084W	-1.5428985072668235	-0.012170725410221692	-1.6091589557693933
YER110C	2.0719588715410975	2.0964074519106726	-0.004420766362003694
YER111C	-0.004661324795367907	-0.012170725410221692	2.0379732928837644
YER124C	1.5335758576760878	-0.012170725410221692	-0.004420766362003694
YER135C	1.841223294170379	1.493956544104703	-0.004420766362003694
YER141W	-0.004661324795367907	-1.8195234488281313	-2.119757470580835
YER151C	-0.004661324795367907	-2.271361629682609	-2.995069210257593
YER152C	1.6873995759232336	-0.012170725410221692	-0.004420766362003694
YER153C	-0.004661324795367907	-0.012170725410221692	-2.4115280504730876
YER154W	-0.004661324795367907	-0.012170725410221692	-1.9009295356616458
YER156C	2.610341885406107	2.472939269289404	2.3297438727760174
YER163C	1.6873995759232336	-0.012170725410221692	-0.004420766362003694
YER175C	3.53328419488898	3.0000838136196277	2.7673997426143964
YER180C	-0.004661324795367907	1.493956544104703	-0.004420766362003694
YER187W	1.841223294170379	1.6445692710561957	-0.004420766362003694
YFL003C	2.610341885406107	2.2470201788621655	-0.004420766362003694
YFL014W	3.379460476641835	3.6025347214255974	2.62151445266827
YFL015C	2.917989321900398	2.5482456327651506	2.0379732928837644
YFL023W	-0.004661324795367907	2.6988583597166427	-0.004420766362003694
YFL025C	-0.004661324795367907	-0.012170725410221692	-2.4844706954461513
YFL031W	-0.004661324795367907	-3.024425264440071	-0.004420766362003694
YFL040W	2.7641656036532525	2.397632905813658	-0.004420766362003694
YFL041W	5.686816250349018	5.259274717892015	4.809793801860165
YFL048C	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YFL063W	1.6873995759232336	-0.012170725410221692	-0.004420766362003694
YFR007W	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YFR009W	-0.004661324795367907	-1.8195234488281313	-2.046814825607772
YFR016C	3.53328419488898	2.849471086668135	1.8920880029376386
YFR017C	1.9950470124175246	-0.012170725410221692	-0.004420766362003694
YFR018C	2.7641656036532525	2.397632905813658	-0.004420766362003694
YFR026C	4.456226504371854	4.054372902280075	3.3509409023989014
YFR031C-A	1.9950470124175246	-0.012170725410221692	-0.004420766362003694
YFR032C	1.841223294170379	1.795181998007688	-0.004420766362003694
YFR034C	-2.1581933802554056	-0.012170725410221692	-0.004420766362003694
YFR036W	1.9950470124175246	-0.012170725410221692	-0.004420766362003694
YFR044C	3.379460476641835	2.849471086668135	2.0379732928837644
YGL005C	-2.3120170985025514	-2.120748902731116	-2.046814825607772
YGL007W	-1.5428985072668235	-0.012170725410221692	-0.004420766362003694
YGL013C	-3.3118712671089976	-3.4009570818188024	-3.9433235949074144
YGL015C	3.6871079131361255	3.6025347214255974	3.496826192345028
YGL020C	-2.9273119714911338	-0.012170725410221692	-3.0680118552306563
YGL025C	-2.3120170985025514	-0.012170725410221692	-0.004420766362003694
YGL031C	-0.004661324795367907	1.9457947249591805	1.8920880029376386
YGL037C	2.7641656036532525	2.849471086668135	2.7673997426143964
YGL043W	-1.2352510707725326	-1.2170725410221614	-1.4632736658232668
YGL054C	-2.1581933802554056	-0.012170725410221692	-2.4844706954461513
YGL064C	1.841223294170379	-0.012170725410221692	-0.004420766362003694
YGL114W	6.917405996326183	6.765401987406939	6.7063025711598065
YGL147C	1.9950470124175246	1.9457947249591805	1.746202712991512
YGL148W	-1.2352510707725326	-0.012170725410221692	-2.2656427605269616
YGL149W	-0.004661324795367907	-0.012170725410221692	-2.6303559853922773
YGL154C	1.5335758576760878	-0.012170725410221692	-0.004420766362003694
YGL162W	2.14887073066467	1.795181998007688	1.746202712991512
YGL166W	-0.004661324795367907	1.493956544104703	-0.004420766362003694
YGL175C	2.610341885406107	2.6988583597166427	2.7673997426143964
YGL232W	2.14887073066467	2.397632905813658	2.183858582829891
YGL253W	-1.0814273525253868	-1.367685267973654	-1.9009295356616458
YGL257C	3.6871079131361255	3.6025347214255974	3.2050556124527754
YGR038W	2.3026944489118155	2.5482456327651506	2.183858582829891
YGR040W	1.5335758576760878	1.6445692710561957	-0.004420766362003694
YGR041W	3.53328419488898	4.204985629231567	3.6427114822911544
YGR043C	2.14887073066467	2.5482456327651506	-0.004420766362003694
YGR049W	3.53328419488898	3.75314744837709	3.6427114822911544
YGR055W	2.3026944489118155	2.397632905813658	2.475629162722144
YGR063C	-3.0811356897382796	-2.7985061740128323	-2.849183920311467
YGR064W	-3.0811356897382796	-0.012170725410221692	-2.046814825607772
YGR068C	1.9950470124175246	2.0964074519106726	2.3297438727760174
YGR088W	1.6873995759232336	2.0964074519106726	-0.004420766362003694
YGR102C	2.610341885406107	-0.012170725410221692	-0.004420766362003694
YGR109C	-0.004661324795367907	1.6445692710561957	-0.004420766362003694
YGR127W	3.53328419488898	3.6025347214255974	3.496826192345028
YGR153W	-3.8502542809740072	-3.928101626149026	-3.797438304961288
YGR157W	4.148579067877563	4.204985629231567	4.3721379320217855
YGR166W	-2.0043696620082603	-2.271361629682609	-0.004420766362003694
