orf	hap a | growth (relative abundance in pooled culture) | standard [standard] | Breslow DK~Weissman JS, 2008
YGL198W	0.993
YGL199C	0.999
YGL202W	0.881
YGL203C	1.009
YGL205W	0.997
YGL208W	0.989
YGL209W	1.013
YGL210W	1.008
YGL211W	0.896
YGL212W	0.718
YGL213C	0.887
YGL214W	0.926
YGL215W	0.963
YGL216W	0.988
YGL217C	0.985
YGL218W	0.732
YGL219C	0.812
YGL221C	0.937
YGL222C	0.994
YGL224C	1.015
YGL226C-A	1.011
YGL226W	0.988
YGL227W	0.953
YGL228W	0.991
YGL229C	0.977
YGL230C	0.971
YGL231C	0.986
YGL232W	0.99
YGL234W	0.988
YGL235W	1.003
YGL236C	0.99
YGL237C	0.95
YGL241W	0.982
YGL242C	0.987
YGL243W	0.994
YGL244W	0.825
YGL248W	0.999
YGL249W	0.985
YGL250W	0.993
YGL251C	1.0
YGL252C	0.972
YGL253W	0.861
YGL254W	1.004
YGL255W	0.948
YGL256W	0.881
YGL257C	0.997
YGL258W	1.003
YGL259W	0.993
YGL260W	1.002
YGL261C	0.991
YGL262W	0.999
YGL263W	0.997
YGR001C	0.992
YGR003W	0.99
YGR004W	0.994
YGR007W	0.958
YGR008C	0.997
YGR010W	0.997
YGR011W	0.979
YGR012W	0.983
YGR014W	1.007
YGR015C	0.999
YGR016W	0.994
YGR017W	0.955
YGR018C	0.985
YGR019W	0.959
YGR021W	1.001
YGR022C	0.984
YGR023W	1.0
YGR025W	1.031
YGR026W	1.023
YGR027C	0.868
YGR028W	0.963
YGR031W	0.996
YGR032W	0.945
YGR033C	1.013
YGR034W	0.912
YGR035C	0.993
YGR037C	0.989
YGR038W	0.947
YGR039W	1.021
YGR040W	1.001
YGR041W	1.0
YGR042W	1.016
YGR043C	1.0
YGR044C	0.986
YGR045C	1.023
YGR049W	1.0
YGR050C	1.012
YGR051C	1.01
YGR052W	0.975
YGR053C	0.999
YGR054W	0.996
YGR055W	0.998
YGR058W	0.955
YGR059W	1.019
YGR061C	1.008
YGR066C	1.001
YGR067C	1.012
YGR068C	0.983
YGR069W	0.984
YGR070W	0.982
YGR071C	0.986
YGR072W	0.943
YGR077C	0.854
YGR078C	0.966
YGR079W	0.967
YGR080W	0.965
YGR081C	0.877
YGR084C	0.965
YGR085C	0.865
YGR086C	0.968
YGR087C	0.942
YGR088W	0.998
YGR089W	0.974
YGR092W	0.976
YGR096W	0.995
YGR097W	0.984
YGR100W	0.95
YGR101W	0.78
YGR105W	0.536
YGR106C	0.991
YGR107W	0.977
YGR108W	0.998
YGR109C	1.0
YGR110W	0.951
YGR111W	0.974
YGR117C	0.965
YGR118W	0.844
YGR121C	0.991
YGR122C-A	1.008
YGR122W	1.0
YGR123C	0.991
YGR124W	0.997
YGR125W	0.977
YGR126W	1.0
YGR127W	0.972
YGR129W	0.997
YGR130C	1.003
YGR131W	1.0
YGR132C	0.977
YGR133W	0.899
YGR134W	0.963
YGR135W	0.879
YGR136W	0.998
YGR137W	0.996
YGR138C	1.0
YGR139W	0.998
YGR141W	0.966
YGR142W	0.996
YGR143W	0.976
YGR144W	1.003
YGR146C	1.0
YGR148C	0.939
YGR149W	0.998
YGR151C	1.004
YGR152C	0.997
YGR153W	0.98
YGR154C	0.998
YGR157W	0.523
YGR161C	0.992
YGR163W	0.714
YGR164W	1.001
YGR166W	1.004
YGR168C	0.998
YGR169C	1.002
YGR170W	0.977
YGR173W	1.018
YGR174C	0.966
YGR176W	1.003
YGR177C	0.999
YGR178C	1.025
YGR181W	0.998
YGR182C	0.981
YGR183C	0.964
YGR184C	1.031
YGR187C	0.938
YGR188C	0.778
YGR189C	1.008
YGR192C	0.943
YGR193C	0.993
YGR194C	0.976
YGR196C	0.998
YGR197C	1.026
YGR199W	0.995
YGR200C	0.773
YGR201C	1.0
YGR202C	1.0
YGR203W	0.996
YGR205W	0.983
YGR206W	0.977
YGR207C	1.002
YGR208W	0.97
YGR209C	0.964
YGR210C	0.997
YGR212W	1.004
YGR213C	1.0
YGR214W	0.825
YGR217W	0.994
YGR221C	1.002
YGR223C	1.002
YGR224W	1.004
YGR225W	0.968
YGR226C	1.009
YGR227W	1.017
YGR228W	0.976
YGR229C	0.878
YGR230W	1.008
YGR231C	0.93
YGR232W	1.002
YGR233C	1.01
YGR234W	0.999
YGR235C	1.0
YGR236C	1.002
YGR237C	0.803
YGR238C	0.986
YGR239C	0.956
YGR241C	0.977
YGR242W	0.942
YGR243W	1.003
YGR244C	0.997
YGR247W	1.0
YGR248W	0.967
YGR249W	1.004
YGR250C	1.018
YGR254W	1.014
YGR255C	0.987
YGR256W	1.003
YGR259C	0.966
YGR260W	0.906
YGR261C	0.963
YGR263C	1.025
YGR266W	1.01
YGR268C	1.0
YGR269W	0.968
YGR270W	0.911
YGR271C-A	1.001
YGR271W	0.979
YGR273C	0.999
YGR275W	1.003
YGR276C	0.996
YGR279C	0.991
YGR281W	0.986
YGR282C	0.998
YGR283C	0.977
YGR284C	0.997
YGR286C	0.999
YGR287C	1.012
YGR288W	0.999
YGR289C	0.999
YGR290W	1.005
YGR291C	1.0
YGR292W	0.996
YGR295C	1.0
YHL002W	0.978
YHL003C	1.011
YHL005C	0.965
YHL006C	1.012
YHL008C	0.953
YHL009C	0.963
YHL010C	0.927
YHL012W	0.943
YHL013C	0.938
YHL014C	0.969
YHL016C	0.942
YHL017W	1.013
YHL019C	0.993
YHL020C	0.946
YHL021C	1.003
YHL022C	0.996
YHL023C	0.924
YHL024W	1.0
YHL025W	0.963
YHL026C	0.996
YHL027W	0.881
YHL028W	0.968
YHL029C	0.94
YHL030W	1.025
YHL031C	0.827
YHL032C	0.997
YHL033C	0.796
YHL034C	0.875
YHL035C	0.971
YHL036W	0.988
YHL037C	1.0
YHL039W	1.005
YHL040C	0.936
YHL041W	0.993
YHL042W	0.998
YHL043W	0.977
YHL044W	1.004
YHL045W	0.974
YHL046C	1.002
YHL047C	0.997
YHR001W-A	0.951
YHR003C	0.926
YHR004C	0.962
YHR006W	1.016
YHR008C	0.939
YHR009C	0.99
YHR012W	0.765
YHR014W	1.028
YHR015W	1.021
YHR016C	0.996
YHR017W	0.998
YHR021C	0.635
YHR021W-A	1.002
YHR022C	0.993
YHR028C	0.954
YHR029C	1.002
YHR030C	0.935
YHR031C	0.984
YHR032W	1.004
YHR033W	0.913
YHR034C	0.815
YHR035W	1.007
YHR037W	0.926
YHR039C	0.997
YHR041C	0.656
YHR043C	1.011
YHR044C	1.002
YHR045W	1.011
YHR046C	1.011
YHR047C	1.024
YHR049C-A	1.0
YHR049W	0.999
YHR050W	0.996
YHR057C	1.005
YHR059W	0.631
YHR061C	1.011
YHR066W	0.857
YHR067W	1.013
YHR073W	1.023
YHR075C	0.971
YHR076W	0.972
YHR077C	0.948
YHR078W	1.009
YHR079C	1.004
YHR079C-A	0.998
YHR080C	1.0
YHR081W	0.737
YHR082C	1.0
YHR086W	0.987
YHR087W	1.0
YHR092C	1.005
YHR093W	1.0
YHR094C	0.998
YHR095W	1.018
YHR096C	1.004
YHR097C	1.0
YHR103W	0.999
YHR104W	0.983
YHR105W	0.999
YHR106W	0.998
YHR108W	0.899
YHR109W	0.962
YHR110W	0.984
YHR111W	0.845
YHR112C	0.989
YHR113W	1.0
YHR114W	1.007
YHR115C	1.003
YHR116W	0.971
YHR117W	0.95
YHR123W	0.997
YHR124W	0.986
YHR125W	0.984
YHR126C	0.991
YHR127W	1.005
YHR129C	0.953
YHR130C	0.988
YHR131C	1.005
YHR132C	0.997
YHR132W-A	0.996
YHR133C	0.999
YHR134W	0.92
YHR135C	0.917
YHR136C	1.007
YHR137W	1.005
YHR138C	1.001
YHR139C	1.004
YHR139C-A	1.002
YHR140W	1.005
YHR143W	0.989
YHR146W	0.989
YHR150W	0.999
YHR151C	0.959
YHR152W	0.997
YHR153C	1.001
YHR154W	0.939
YHR155W	0.995
YHR156C	0.962
YHR157W	0.978
YHR158C	0.974
YHR159W	1.015
YHR160C	1.018
YHR161C	0.967
YHR162W	1.0
YHR163W	0.981
YHR167W	0.938
YHR171W	1.013
YHR176W	0.977
YHR178W	0.83
YHR179W	0.995
YHR180W	1.001
YHR181W	1.001
YHR182W	0.996
YHR184W	1.001
YHR185C	1.001
YHR189W	0.952
YHR191C	0.868
YHR195W	1.012
YHR198C	0.985
YHR199C	1.024
YHR200W	0.9
YHR202W	1.019
YHR203C	0.805
YHR204W	1.002
YHR206W	0.966
YHR207C	1.001
YHR209W	1.006
YHR210C	0.994
YIL001W	0.998
YIL002C	0.984
YIL005W	1.001
YIL006W	0.971
YIL007C	1.006
YIL008W	0.808
YIL009C-A	0.938
YIL010W	0.98
YIL011W	0.877
YIL012W	1.011
YIL013C	1.04
YIL014C-A	0.967
YIL014W	1.001
YIL015W	0.966
YIL016W	0.997
YIL017C	0.941
YIL023C	0.986
YIL024C	0.996
YIL025C	1.004
YIL027C	0.998
YIL028W	0.987
YIL029C	0.986
YIL030C	1.012
YIL032C	1.0
YIL034C	0.984
YIL035C	0.96
YIL036W	0.981
YIL037C	1.019
YIL038C	0.937
YIL040W	0.775
YIL041W	0.976
YIL042C	0.953
YIL043C	0.984
YIL044C	0.927
YIL045W	1.002
YIL047C	1.002
YIL049W	0.942
YIL050W	0.954
YIL052C	0.929
YIL053W	0.941
YIL054W	0.988
YIL055C	0.965
YIL056W	1.01
YIL057C	1.01
YIL058W	0.943
YIL059C	1.004
YIL060W	1.009
YIL064W	0.997
YIL065C	0.948
YIL066C	1.006
YIL067C	1.006
YIL070C	1.02
YIL071C	0.992
YIL072W	1.001
YIL074C	1.0
YIL076W	0.735
YIL077C	1.003
YIL079C	0.975
YIL084C	0.879
YIL085C	0.995
YIL086C	1.002
YIL087C	1.035
YIL088C	1.007
YIL089W	1.025
YIL090W	0.917
YIL092W	0.998
YIL093C	0.989
YIL095W	0.986
YIL096C	0.998
YIL097W	1.008
YIL098C	0.96
YIL099W	1.007
YIL100W	0.952
YIL101C	0.987
YIL102C	1.002
YIL103W	0.959
YIL105C	1.016
YIL107C	1.012
YIL108W	1.003
YIL110W	0.757
YIL111W	1.007
YIL112W	0.917
YIL113W	1.007
YIL114C	1.003
YIL117C	0.994
YIL119C	1.04
YIL120W	1.003
YIL122W	0.987
YIL123W	1.005
YIL124W	1.004
YIL125W	0.822
YIL128W	0.875
YIL130W	1.009
YIL131C	1.0
YIL132C	0.97
YIL133C	0.896
YIL134W	0.764
YIL135C	0.983
YIL136W	1.006
YIL137C	0.974
YIL138C	1.013
YIL139C	1.031
YIL140W	0.994
YIL141W	0.998
YIL145C	0.959
YIL146C	1.0
YIL148W	1.005
YIL149C	1.044
YIL151C	0.983
YIL152W	0.978
YIL153W	0.885
YIL154C	0.897
YIL155C	0.963
YIL156W	0.992
YIL157C	1.007
YIL158W	1.0
YIL159W	1.002
YIL160C	1.009
YIL161W	0.998
YIL162W	0.999
YIL163C	1.01
YIL164C	1.003
YIL165C	1.039
YIL166C	0.984
YIL173W	1.02
YIR001C	0.987
YIR002C	0.984
YIR003W	1.001
YIR004W	1.003
YIR005W	0.848
YIR007W	1.009
YIR009W	1.003
YIR013C	0.954
YIR014W	1.018
YIR016W	0.961
YIR017C	0.997
YIR018W	1.004
YIR019C	1.001
YIR020C	1.001
YIR020W-A	0.999
YIR023W	0.831
YIR024C	0.993
YIR025W	0.997
YIR027C	1.007
YIR028W	1.005
YIR029W	1.008
YIR030C	1.007
YIR031C	1.002
YIR032C	1.004
YIR035C	1.007
YIR036C	1.003
YIR037W	0.986
YIR038C	1.006
YIR039C	1.009
YIR042C	0.99
YJL004C	0.92
YJL007C	0.945
YJL012C	0.936
YJL013C	0.997
YJL016W	1.0175
YJL020C	0.9924999999999999
YJL022W	0.996
YJL023C	1.006
YJL024C	0.955
YJL027C	0.999
YJL028W	0.877
YJL029C	0.568
YJL030W	0.996
YJL036W	1.009
YJL037W	1.0
YJL038C	1.004
YJL042W	0.969
YJL043W	1.003
YJL044C	0.995
YJL045W	1.0
YJL046W	0.885
YJL047C	0.893
YJL048C	1.0
YJL049W	0.999
YJL051W	0.995
YJL053W	0.756
YJL055W	0.999
YJL057C	1.0
YJL058C	1.008
YJL059W	1.014
YJL060W	1.009
YJL062W	0.938
YJL064W	0.986
YJL065C	0.999
YJL066C	1.012
YJL067W	1.006
YJL068C	1.001
YJL070C	0.994
YJL077C	1.014
YJL078C	0.928
YJL079C	0.989
YJL082W	0.99
YJL083W	1.004
YJL084C	1.011
YJL089W	1.0
YJL092W	0.975
YJL093C	1.002
YJL094C	0.977
YJL095W	1.006
YJL098W	1.019
YJL099W	0.99
YJL100W	1.0
YJL101C	0.756
YJL103C	1.029
YJL105W	1.002
YJL106W	0.987
YJL107C	1.001
YJL108C	1.002
YJL110C	0.981
YJL112W	1.005
YJL115W	0.662
YJL116C	0.981
YJL117W	0.798
YJL119C	1.0
YJL120W	0.92
YJL121C	0.916
YJL122W	0.989
YJL123C	0.997
YJL124C	0.974
YJL126W	1.0
YJL128C	0.994
YJL130C	1.031
YJL131C	1.002
YJL132W	0.994
YJL133W	1.028
YJL134W	1.01
YJL135W	1.036
YJL136C	0.908
YJL137C	0.971
YJL138C	0.941
YJL139C	0.976
YJL141C	0.997
YJL142C	1.033
YJL144W	1.041
YJL145W	1.012
YJL146W	1.012
YJL147C	0.974
YJL148W	0.889
YJL150W	0.988
YJL151C	1.004
YJL152W	1.034
YJL153C	0.978
YJL154C	0.918
YJL155C	1.008
YJL157C	1.019
YJL158C	1.014
YJL159W	1.009
YJL160C	0.952
YJL161W	0.992
YJL162C	0.947
YJL163C	0.989
YJL164C	0.963
YJL165C	0.773
YJL168C	0.93
YJL169W	0.926
YJL170C	1.002
YJL171C	1.034
YJL172W	0.928
YJL175W	0.648
YJL176C	1.012
YJL177W	1.002
YJL181W	1.002
YJL182C	0.962
YJL185C	0.93
YJL186W	1.006
YJL187C	0.993
YJL188C	0.994
YJL190C	0.994
YJL191W	1.002
YJL192C	0.983
YJL193W	0.991
YJL196C	0.955
YJL197W	1.052
YJL198W	0.974
YJL199C	1.044
YJL201W	0.997
YJL204C	0.728
YJL205C	1.002
YJL206C	1.003
YJL207C	0.984
YJL208C	0.945
YJL210W	0.912
YJL211C	0.904
YJL212C	1.003
YJL213W	0.945
YJL214W	0.994
YJL215C	1.017
YJL216C	0.99
YJL217W	0.967
YJL218W	1.037
YJR001W	0.992
YJR003C	0.947
YJR005W	1.005
YJR008W	1.005
YJR009C	1.012
YJR010C-A	1.002
YJR010W	1.003
YJR011C	0.978
YJR014W	0.927
YJR015W	1.042
YJR019C	1.007
YJR020W	1.001
YJR021C	1.017
YJR024C	0.999
YJR025C	0.998
YJR030C	1.006
YJR031C	0.992
YJR032W	0.731
YJR033C	0.899
YJR034W	0.9
YJR035W	0.983
YJR036C	0.964
YJR037W	1.003
YJR038C	1.009
YJR039W	0.988
YJR040W	0.911
YJR043C	0.875
YJR044C	0.977
YJR047C	0.982
YJR048W	0.994
YJR049C	1.002
YJR050W	0.936
YJR051W	1.015
YJR052W	1.001
YJR053W	0.959
YJR054W	1.004
YJR058C	0.992
YJR059W	1.033
YJR060W	0.806
YJR061W	1.01
YJR062C	0.974
YJR066W	0.948
YJR069C	0.998
YJR070C	0.875
YJR073C	0.0
YJR074W	0.854
YJR075W	0.969
YJR077C	0.973
YJR078W	0.966
YJR079W	0.999
YJR080C	0.996
YJR082C	0.858
YJR083C	0.971
YJR084W	0.935
YJR087W	0.997
YJR088C	0.965
YJR091C	0.992
YJR092W	0.994
YJR094C	1.024
YJR094W-A	0.9
YJR095W	0.948
YJR096W	1.003
YJR097W	0.96
YJR098C	1.01
YJR099W	0.999
YJR100C	1.01
YJR103W	1.004
YJR106W	1.01
YJR107W	1.032
YJR108W	0.98
YJR110W	0.963
YJR111C	1.02
YJR115W	0.986
YJR116W	1.012
YJR117W	1.035
YJR118C	0.792
YJR119C	1.048
YJR120W	0.985
YJR121W	1.003
YJR124C	0.95
YJR125C	0.966
YJR126C	0.99
YJR127C	1.015
YJR128W	1.02
YJR129C	0.99
YJR130C	0.996
YJR131W	0.991
YJR133W	0.961
YJR134C	0.999
YJR135C	0.999
YJR137C	0.986
YJR139C	0.994
YJR140C	0.987
YJR142W	1.033
YJR145C	0.93
YJR146W	1.005
YJR147W	1.006
YJR148W	1.012
YJR149W	0.995
YJR150C	1.008
YJR152W	1.01
YJR153W	1.009
YJR154W	1.004
YKL001C	0.999
YKL005C	1.003
YKL006W	0.909
YKL007W	0.984
YKL009W	0.931
YKL010C	1.006
YKL015W	1.007
YKL017C	1.011
YKL020C	1.026
YKL023W	0.982
YKL025C	1.017
YKL026C	1.003
YKL027W	0.977
YKL029C	1.003
YKL030W	1.009
YKL031W	0.979
YKL032C	0.897
YKL033W-A	1.017
YKL034W	1.001
YKL037W	0.959
YKL038W	1.003
YKL039W	0.966
YKL040C	0.993
YKL041W	0.669
YKL043W	1.0
YKL044W	0.994
YKL046C	0.992
YKL047W	0.983
YKL048C	0.608
YKL050C	1.007
YKL051W	1.006
YKL053C-A	0.95
YKL053W	0.987
YKL055C	0.853
YKL056C	0.89
YKL057C	0.794
YKL061W	0.978
YKL062W	1.012
YKL063C	1.016
YKL064W	0.792
YKL065C	0.994
YKL066W	0.978
YKL067W	1.005
YKL068W	0.958
YKL069W	0.777
YKL070W	1.005
YKL071W	1.002
YKL072W	1.0
YKL073W	0.993
YKL074C	0.938
YKL075C	0.988
YKL076C	0.934
YKL077W	1.023
YKL079W	1.002
YKL081W	0.931
YKL084W	1.004
YKL085W	1.005
YKL086W	1.005
YKL087C	0.953
YKL090W	0.999
YKL091C	1.034
YKL092C	1.018
YKL093W	1.013
YKL094W	1.004
YKL096W	1.005
YKL096W-A	1.026
YKL097C	1.009
YKL098W	0.971
YKL100C	1.009
YKL101W	0.986
YKL102C	1.003
YKL105C	1.004
YKL106W	0.998
YKL107W	0.999
YKL109W	0.999
YKL110C	0.848
YKL113C	0.823
YKL114C	0.98
YKL115C	0.983
YKL116C	1.0
YKL117W	1.004
YKL120W	1.012
YKL121W	1.0
YKL123W	1.001
YKL124W	0.999
YKL127W	0.999
YKL128C	1.001
YKL129C	0.957
YKL130C	1.005
YKL131W	1.001
YKL132C	1.007
YKL133C	1.007
YKL136W	0.987
YKL137W	1.0
YKL139W	0.627
YKL140W	1.009
YKL142W	1.004
YKL146W	0.995
YKL147C	1.002
YKL148C	1.0
YKL149C	0.868
YKL150W	1.0
YKL151C	0.984
YKL156W	1.017
YKL157W	1.0065
YKL159C	1.009
YKL160W	0.956
YKL161C	1.001
YKL162C	1.003
YKL163W	1.002
YKL164C	1.007
YKL166C	1.046
YKL167C	0.975
YKL168C	1.004
YKL171W	0.986
YKL174C	1.001
YKL175W	1.014
YKL176C	0.928
YKL177W	1.004
YKL178C	1.01
YKL179C	1.017
YKL183W	0.997
YKL184W	0.899
YKL185W	1.029
YKL187C	1.007
YKL188C	1.011
YKL190W	0.996
YKL191W	0.955
YKL197C	0.866
YKL198C	0.9904999999999999
YKL201C	1.029
YKL202W	1.023
YKL204W	0.938
YKL205W	0.981
YKL211C	0.982
YKL212W	1.068
YKL213C	0.948
YKL214C	0.986
YKL215C	0.993
YKL216W	1.009
YKL217W	0.974
YKL218C	1.016
YKL220C	0.999
YKL221W	1.006
YKL222C	0.982
YKR001C	0.927
YKR003W	0.957
YKR005C	1.007
YKR007W	0.701
YKR009C	0.977
YKR010C	0.984
YKR011C	1.002
YKR012C	0.996
YKR013W	1.004
YKR014C	0.995
YKR015C	1.01
YKR016W	0.933
YKR017C	1.008
YKR018C	1.012
YKR019C	0.844
YKR020W	0.641
YKR021W	0.985
YKR023W	0.993
YKR026C	1.011
YKR027W	0.95
YKR028W	0.916
YKR029C	0.917
YKR030W	0.957
YKR031C	1.0
YKR032W	1.007
YKR033C	0.963
YKR034W	0.961
YKR035C	0.924
YKR035W-A	0.93
YKR036C	0.985
YKR039W	0.99
YKR040C	1.006
YKR041W	1.025
YKR042W	0.944
YKR043C	0.985
YKR044W	1.005
YKR045C	1.012
YKR046C	1.003
YKR047W	0.982
YKR048C	0.966
YKR049C	1.01
YKR050W	1.03
YKR051W	0.977
YKR052C	1.012
YKR053C	1.007
YKR054C	0.998
YKR055W	1.048
YKR056W	1.003
YKR057W	0.848
YKR058W	0.993
YKR059W	0.985
YKR060W	0.95
YKR061W	1.022
YKR064W	0.965
YKR065C	0.944
YKR066C	1.003
YKR067W	1.011
YKR069W	1.012
YKR070W	1.001
YKR072C	0.901
YKR074W	0.843
YKR076W	1.012
YKR082W	0.772
YKR084C	0.945
YKR087C	1.004
YKR088C	1.014
YKR089C	0.993
YKR090W	1.01
YKR091W	1.005
YKR092C	0.916
YKR093W	1.001
YKR094C	0.937
YKR095W	0.956
YKR096W	0.993
YKR097W	0.968
YKR098C	0.963
YKR099W	0.878
YKR100C	0.999
YKR101W	0.895
YKR102W	1.002
YKR103W	1.013
YKR104W	0.972
YKR105C	1.008
YKR106W	0.951
YLL001W	0.99
YLL002W	0.7
YLL005C	1.01
YLL006W	0.823
YLL007C	0.954
YLL009C	0.933
YLL010C	1.027
YLL012W	0.997
YLL013C	1.005
YLL014W	0.989
YLL015W	1.002
YLL019C	0.972
YLL020C	1.0
YLL021W	1.006
YLL023C	1.0
YLL024C	0.962
YLL025W	1.008
YLL026W	0.997
YLL028W	0.984
YLL029W	1.032
YLL032C	0.995
YLL038C	0.978
YLL039C	0.986
YLL040C	0.962
YLL041C	1.004
YLL042C	0.996
YLL043W	0.932
YLL044W	0.872
YLL045C	0.916
YLL046C	0.941
YLL047W	0.992
YLL048C	0.969
YLL049W	0.972
YLL051C	1.017
YLL052C	0.959
YLL053C	0.97
YLL054C	1.003
YLL055W	1.001
YLL056C	1.008
YLL057C	1.005
YLL058W	1.007
YLL059C	1.004
YLL060C	1.005
YLL061W	1.003
YLL062C	1.007
YLL063C	1.008
YLR001C	1.008
YLR003C	0.961
YLR004C	1.003
YLR006C	0.991
YLR011W	1.003
YLR012C	0.98
YLR013W	1.005
YLR014C	0.975
YLR015W	0.957
YLR016C	0.997
YLR017W	0.977
YLR018C	0.993
YLR019W	1.01
YLR020C	0.988
YLR021W	0.955
YLR023C	1.014
YLR024C	1.002
YLR028C	1.013
YLR030W	1.009
YLR031W	1.018
YLR032W	0.854
YLR034C	0.99
YLR035C	1.004
YLR036C	0.989
YLR037C	0.983
YLR038C	0.954
YLR040C	0.962
YLR041W	1.01
YLR042C	0.965
YLR043C	1.005
YLR044C	0.95
YLR046C	0.979
YLR047C	1.002
YLR048W	0.874
YLR049C	0.965
YLR050C	1.007
YLR052W	0.756
YLR053C	1.014
YLR054C	1.006
YLR055C	0.88
YLR056W	0.899
YLR057W	0.991
YLR058C	1.008
YLR059C	0.973
YLR061W	0.967
YLR062C	0.938
YLR063W	1.024
YLR064W	0.992
YLR065C	1.0
YLR070C	1.005
YLR072W	1.017
YLR073C	1.048
YLR077W	1.0
YLR079W	0.711
YLR080W	1.008
YLR082C	1.043
YLR083C	1.009
YLR084C	0.998
YLR085C	0.886
YLR087C	0.737
YLR089C	0.863
YLR090W	1.0
YLR091W	0.962
YLR092W	1.004
YLR093C	1.005
YLR094C	0.972
YLR095C	0.995
YLR096W	1.033
YLR097C	0.996
YLR098C	1.004
YLR099C	0.982
YLR102C	1.011
YLR104W	1.014
YLR107W	1.0
YLR108C	1.009
YLR109W	1.007
YLR110C	0.901
YLR111W	0.949
YLR112W	1.01
YLR113W	0.972
YLR114C	0.957
YLR118C	0.997
YLR119W	0.888
YLR120C	1.01
YLR121C	1.02
YLR122C	1.004
YLR123C	1.011
YLR124W	1.015
YLR125W	1.042
YLR126C	1.003
YLR128W	1.008
YLR130C	0.996
YLR131C	0.922
YLR133W	0.994
YLR134W	0.986
YLR135W	1.004
YLR136C	1.003
YLR137W	1.003
YLR138W	0.998
YLR142W	1.004
YLR143W	0.947
YLR144C	0.976
YLR146C	0.946
YLR149C	1.005
YLR150W	0.925
YLR151C	1.007
YLR152C	1.004
YLR164W	1.01
YLR165C	1.004
YLR168C	0.984
YLR169W	0.991
YLR170C	0.991
YLR171W	0.996
YLR172C	0.961
YLR173W	1.005
YLR174W	1.002
YLR176C	0.926
YLR177W	1.005
YLR178C	1.003
YLR179C	1.007
YLR180W	0.957
YLR181C	0.963
YLR182W	0.637
YLR183C	0.99
YLR184W	0.741
YLR185W	0.731
YLR187W	1.005
YLR188W	1.0
YLR189C	1.006
YLR190W	0.753
YLR191W	0.908
YLR192C	0.909
YLR193C	0.843
YLR194C	1.004
YLR199C	0.996
YLR200W	0.889
YLR205C	0.997
YLR206W	1.013
YLR207W	1.019
YLR209C	1.0
YLR210W	1.008
YLR211C	1.008
YLR213C	1.002
YLR214W	0.995
YLR216C	0.958
YLR217W	0.969
YLR218C	0.97
YLR219W	0.986
YLR220W	0.996
YLR221C	0.94
YLR224W	1.005
YLR225C	0.985
YLR227C	0.993
YLR228C	1.004
YLR231C	1.017
YLR232W	1.005
YLR233C	0.971
YLR234W	0.842
YLR235C	0.855
YLR236C	1.007
YLR237W	0.935
YLR238W	1.003
YLR239C	0.963
YLR241W	0.998
YLR242C	1.039
YLR246W	0.99
YLR247C	1.007
YLR248W	1.008
YLR250W	1.007
YLR251W	1.011
YLR252W	1.005
YLR253W	1.014
YLR254C	1.007
YLR255C	0.983
YLR257W	1.001
YLR261C	0.834
YLR262C	0.989
YLR262C-A	1.004
YLR263W	1.005
YLR264W	0.854
YLR265C	1.001
YLR266C	0.969
YLR267W	0.999
YLR268W	0.674
YLR269C	0.995
YLR270W	0.968
YLR271W	1.005
YLR273C	0.992
YLR278C	0.983
YLR279W	0.993
YLR280C	0.998
YLR281C	0.953
YLR282C	1.015
YLR283W	1.01
YLR284C	0.972
YLR285W	1.001
YLR286C	0.981
YLR287C	1.008
YLR287C-A	0.852
YLR288C	0.985
YLR289W	1.016
YLR290C	0.916
YLR292C	0.992
YLR294C	0.998
YLR296W	1.008
YLR297W	1.004
YLR299W	1.011
YLR300W	1.006
YLR303W	0.953
YLR306W	0.995
YLR308W	0.979
YLR309C	0.983
YLR311C	0.961
YLR312C	1.003
YLR313C	0.975
YLR315W	0.889
YLR318W	0.978
YLR319C	0.937
YLR320W	0.979
YLR324W	1.004
YLR325C	0.966
YLR326W	0.988
YLR327C	1.02
YLR328W	1.004
YLR329W	0.836
YLR330W	0.966
YLR332W	1.003
YLR333C	0.971
YLR335W	1.02
YLR337C	0.708
YLR338W	0.517
YLR341W	1.008
YLR342W	0.847
YLR343W	1.03
YLR344W	0.939
YLR345W	1.016
YLR346C	0.971
YLR348C	1.014
YLR349W	0.999
YLR350W	0.977
YLR351C	1.004
YLR352W	0.993
YLR353W	1.003
YLR354C	1.024
YLR356W	1.003
YLR357W	0.695
YLR360W	0.853
YLR363C	1.015
YLR364W	1.007
YLR365W	1.017
YLR366W	0.959
YLR367W	0.948
YLR368W	0.998
YLR370C	0.837
YLR371W	0.828
YLR372W	0.862
YLR373C	0.736
YLR374C	0.899
YLR375W	0.989
YLR376C	1.001
YLR377C	1.003
YLR380W	1.009
YLR381W	0.999
YLR384C	0.809
YLR385C	1.014
YLR386W	0.898
YLR387C	1.001
YLR388W	0.829
YLR389C	0.993
YLR390W	0.989
YLR390W-A	0.996
YLR392C	0.947
YLR393W	0.979
YLR394W	0.977
YLR395C	0.995
YLR398C	0.919
YLR400W	0.996
YLR401C	1.003
YLR402W	0.698
YLR404W	0.939
YLR405W	1.027
YLR406C	0.971
YLR407W	1.021
YLR408C	0.976
YLR410W	0.549
YLR412W	0.949
YLR413W	1.015
YLR414C	1.048
YLR415C	1.002
YLR416C	0.995
YLR418C	0.735
YLR420W	1.015
YLR421C	0.981
YLR422W	1.04
