orf	hap a | growth (relative abundance in pooled culture) | standard [standard] | Breslow DK~Weissman JS, 2008
YAL002W	-3.8740552601598885
YAL004W	0.23713161329970525
YAL005C	-0.006209665814724348
YAL007C	0.13467212735678694
YAL008W	0.21151674181397567
YAL010C	0.12186469161392356
YAL011W	-1.4150275975298499
YAL013W	-0.5569294027579104
YAL014C	0.4804728924141377
YAL015C	0.16028699884251651
YAL017W	0.10905725587105734
YAL018C	0.10905725587105734
YAL019W	-0.006209665814724348
YAL020C	-0.8771152963295287
YAL022C	0.05782751289959961
YAL023C	0.17309443458538273
YAL024C	0.09624982012819398
YAL026C	-1.8504804127872527
YAL027W	-0.58254427424364
YAL028W	-0.27516581641488497
YAL029C	0.0834423843853292
YAL030W	0.16028699884251651
YAL031C	0.09624982012819398
YAL034C	0.13467212735678694
YAL036C	0.40362827795694894
YAL037W	0.1859018703282461
YAL040C	-0.3904327381006681
YAL042C-A	0.03221264141387002
YAL042W	0.05782751289959961
YAL045C	0.14747956309965315
YAL046C	-0.006209665814724348
YAL049C	-0.45446991681499205
YAL051W	0.39082084221408275
YAL053W	0.019405205671005232
YAL054C	-0.03182453730045393
YAL055W	-1.2229160613868781
YAL056C-A	0.05782751289959961
YAL056W	0.5317026353855969
YAL058W	0.006597769928140443
YAL059W	0.05782751289959961
YAL060W	0.313976227756894
YAL061W	-0.23674350918629058
YAL062W	0.0834423843853292
YAL064C-A	0.16028699884251651
YAL065C	0.10905725587105734
YAL066W	0.09624982012819398
YAL067C	0.42924314944267855
YAL068C	-0.3263955593863441
YAR002C-A	-0.0830542802719131
YAR002W	-1.3125681115869317
YAR003W	-0.3904327381006681
YAR014C	-1.286953240101202
YAR015W	-0.27516581641488497
YAR018C	-0.8386929891009344
YAR020C	0.05782751289959961
YAR023C	0.05782751289959961
YAR027W	0.10905725587105734
YAR028W	0.17309443458538273
YAR029W	-0.9667673465295823
YAR030C	0.14747956309965315
YAR031W	-0.18551376621483143
YAR035W	-0.3135881236434793
YAR042W	0.10265353799962566
YAR047C	0.14747956309965315
YAR050W	-0.006209665814724348
YBL001C	-0.03182453730045393
YBL003C	0.09624982012819398
YBL005W	0.12186469161392356
YBL007C	-2.7598083505306517
YBL008W	-0.5953517099865048
YBL009W	-0.5313145312721808
YBL010C	0.16028699884251651
YBL011W	-0.518507095529316
YBL013W	0.05782751289959961
YBL015W	0.17309443458538273
YBL017C	-0.04463197304331872
YBL019W	0.09624982012819398
YBL021C	-0.211128637700561
YBL024W	0.05782751289959961
YBL025W	-0.03182453730045393
YBL027W	-1.7608283625871992
YBL028C	-0.80027068187234
YBL029W	0.17309443458538273
YBL031W	-1.09484170395823
YBL032W	-0.4672773525578568
YBL036C	0.10905725587105734
YBL037W	0.21151674181397567
YBL039C	-0.8130781176152048
YBL042C	0.019405205671005232
YBL043W	-0.45446991681499205
YBL046W	0.3780134064712194
YBL047C	-0.13428402324337227
YBL048W	-0.45446991681499205
YBL049W	0.23713161329970525
YBL051C	-1.5687168264442275
YBL052C	0.10905725587105734
YBL053W	-0.04463197304331872
YBL054W	0.4548580209284081
YBL055C	0.10905725587105734
YBL056W	-0.07024684452904831
YBL057C	-0.28797325215774977
YBL059W	0.03221264141387002
YBL060W	-0.3520104308720737
YBL061C	-0.17270633047196662
YBL062W	0.13467212735678694
YBL063W	-0.5056996597864512
YBL064C	0.13467212735678694
YBL065W	0.0834423843853292
YBL066C	-0.23674350918629058
YBL067C	-0.5569294027579104
YBL068W	-0.3776253023578033
YBL069W	-0.58254427424364
YBL070C	0.0834423843853292
YBL071C	-0.26235838067202016
YBL072C	-0.9027301678152583
YBL075C	0.09624982012819398
YBL078C	-0.10866915175764268
YBL079W	-0.5056996597864512
YBL081W	-0.5697368385007752
YBL082C	0.3780134064712194
YBL083C	0.5573175068713264
YBL085W	0.006597769928140443
YBL086C	0.12186469161392356
YBL087C	-1.4278350332727148
YBL088C	0.006597769928140443
YBL089W	-1.0051896537581766
YBL091C	-0.006209665814724348
YBL091C-A	-0.4672773525578568
YBL094C	-0.006209665814724348
YBL095W	0.09624982012819398
YBL096C	-0.15989889472910185
YBL098W	-0.5697368385007752
YBL100C	0.0834423843853292
YBL101C	0.03221264141387002
YBL102W	-0.27516581641488497
YBL103C	-0.0830542802719131
YBL104C	-1.479064776244174
YBL106C	0.03221264141387002
YBL107C	0.09624982012819398
YBR001C	-0.15989889472910185
YBR005W	0.3780134064712194
YBR006W	-0.3520104308720737
YBR007C	-0.4800847883007216
YBR008C	0.10905725587105734
YBR009C	-0.7362335031580161
YBR010W	-0.44166248107212724
YBR012C	0.0834423843853292
YBR013C	-0.3648178666149385
YBR014C	-0.2495509449291554
YBR015C	0.13467212735678694
YBR016W	0.16028699884251651
YBR018C	0.05782751289959961
YBR019C	-0.5313145312721808
YBR020W	-0.0830542802719131
YBR022W	-0.5441219670150456
YBR023C	0.13467212735678694
YBR024W	0.14747956309965315
YBR025C	-1.594331697929957
YBR026C	-1.6839837481300106
YBR027C	-0.01901710155758914
YBR028C	-0.15989889472910185
YBR030W	-0.7746558103866104
YBR031W	-0.9923822180153118
YBR032W	0.09624982012819398
YBR033W	-0.7746558103866104
YBR036C	-1.2741458043583371
YBR040W	0.1987093060711123
YBR041W	-0.5441219670150456
YBR042C	-0.6850037601865583
YBR043C	-0.6209665814722343
YBR044C	-0.9667673465295823
YBR045C	0.32678366349976024
YBR046C	-0.5697368385007752
YBR047W	0.03221264141387002
YBR048W	-2.2475109208160613
YBR050C	-0.14709145898623704
YBR051W	0.3395910992426236
YBR052C	0.16028699884251651
YBR053C	0.16028699884251651
YBR054W	0.17309443458538273
YBR056W	0.17309443458538273
YBR057C	-0.518507095529316
YBR058C	-0.3007806879006145
YBR059C	-0.45446991681499205
YBR061C	-0.3520104308720737
YBR062C	-0.3263955593863441
YBR063C	0.16028699884251651
YBR064W	0.16028699884251651
YBR065C	0.05782751289959961
YBR066C	0.23713161329970525
YBR067C	0.03221264141387002
YBR068C	-0.14709145898623704
YBR069C	0.12186469161392356
YBR071W	0.16028699884251651
YBR072W	-0.2495509449291554
YBR073W	-0.41604760958639764
YBR074W	-0.20472491982912933
YBR076W	-3.758788338474105
YBR078W	0.10905725587105734
YBR082C	-1.8248655413015233
YBR083W	-0.12147658750050747
YBR084C-A	-2.1066291276445486
YBR084W	-0.01901710155758914
YBR085W	-0.04463197304331872
YBR086C	0.6597769928142447
YBR089C-A	0.13467212735678694
YBR090C	0.12186469161392356
YBR092C	-0.07024684452904831
YBR093C	-4.117396539274318
YBR094W	-0.5953517099865048
YBR095C	-0.7618483746437456
YBR098W	-0.9539599107867188
YBR099C	-1.09484170395823
YBR101C	0.17309443458538273
YBR103W	-1.3381829830726613
YBR104W	-0.22393607344342578
YBR105C	-0.3648178666149385
YBR106W	-5.052339348503447
YBR107C	0.03221264141387002
YBR108W	-0.5441219670150456
YBR111C	0.12186469161392356
YBR113W	0.0834423843853292
YBR114W	0.0706349486424644
YBR116C	0.10905725587105734
YBR118W	-0.6209665814722343
YBR119W	0.04502007715673482
YBR121C	0.03221264141387002
YBR122C	-2.593311685873409
YBR125C	0.04502007715673482
YBR126C	-2.0938216919016837
YBR128C	0.05782751289959961
YBR129C	-0.4928922240435864
YBR130C	-0.01901710155758914
YBR131W	-2.4524298927018964
YBR132C	-0.211128637700561
YBR134W	0.04502007715673482
YBR137W	0.16028699884251651
YBR138C	0.21151674181397567
YBR139W	0.0706349486424644
YBR141C	-0.3648178666149385
YBR144C	0.03221264141387002
YBR145W	-0.03182453730045393
YBR146W	-1.0820342682153654
YBR147W	-0.09586171601477789
YBR148W	0.16028699884251651
YBR149W	0.0706349486424644
YBR150C	-0.10866915175764268
YBR151W	0.12186469161392356
YBR156C	0.05782751289959961
YBR157C	0.10905725587105734
YBR158W	0.04502007715673482
YBR159W	0.0834423843853292
YBR161W	0.1859018703282461
YBR162C	-0.5697368385007752
YBR162W-A	0.09624982012819398
YBR164C	-0.518507095529316
YBR165W	-0.1983212019576962
YBR166C	-0.17270633047196662
YBR168W	-1.0564193967296358
YBR169C	-0.211128637700561
YBR170C	0.0834423843853292
YBR171W	-1.6839837481300106
YBR172C	-0.12147658750050747
YBR174C	-1.043611960986771
YBR175W	-0.9411524750438527
