ORF	hap a | growth (relative abundance in pooled culture) | standard [standard] | Breslow DK~Weissman JS, 2008
YAR027W	1.001
YBL036C	1.001
YBL052C	1.001
YBL055C	1.001
YBR008C	1.001
YBR078W	1.001
YBR116C	1.001
YBR157C	1.001
YBR176W	1.001
YBR177C	1.001
YBR186W	1.001
YBR213W	1.001
YBR285W	1.001
YCL047C	1.001
YCR076C	1.001
YCR107W	1.001
YDL106C	1.001
YDL169C	1.001
YDL206W	1.001
YDL211C	1.001
YDL219W	1.001
YDL233W	1.001
YDL237W	1.001
YDL238C	1.001
YDR031W	1.001
YDR066C	1.001
YDR085C	1.001
YDR130C	1.001
YDR151C	1.001
YDR214W	1.001
YDR223W	1.001
YDR291W	1.001
YDR326C	1.001
YDR340W	1.001
YDR534C	1.001
YDR535C	1.001
YDR540C	1.001
YEL006W	1.001
YEL039C	1.001
YER035W	1.001
YER054C	1.001
YER056C	1.001
YER057C	1.001
YER066C-A	1.001
YER091C-A	1.001
YER096W	1.001
YER106W	1.001
YER134C	1.001
YER152C	1.001
YFL019C	1.001
YFL040W	1.001
YFL048C	1.001
YFR017C	1.001
YFR024C-A	1.002
YFR057W	1.001
YGL006W	1.001
YGL017W	1.001
YGL053W	1.001
YGL077C	1.001
YGL125W	1.001
YGL139W	1.001
YGL180W	1.001
YGR021W	1.001
YGR040W	1.001
YGR066C	1.001
YGR164W	1.001
YGR271C-A	1.001
YHR138C	1.001
YHR153C	1.001
YHR180W	1.001
YHR181W	1.001
YHR184W	1.001
YHR185C	1.001
YHR207C	1.001
YIL005W	1.001
YIL014W	1.001
YIL072W	1.001
YIR003W	1.001
YIR019C	1.001
YIR020C	1.001
YJL068C	1.001
YJL107C	1.001
YJR020W	1.001
YJR052W	1.001
YKL034W	1.001
YKL123W	1.001
YKL128C	1.001
YKL131W	1.001
YKL161C	1.001
YKL174C	1.001
YKR070W	1.001
YKR093W	1.001
YLL055W	1.001
YLR257W	1.001
YLR265C	1.001
YLR285W	1.001
YLR376C	1.001
YLR387C	1.001
YLR437C	1.001
YML020W	1.001
YML094W	1.001
YMR031C	1.001
YMR065W	1.001
YMR103C	1.001
YMR178W	1.001
YMR254C	1.001
YMR279C	1.001
YMR306W	1.001
YNL008C	1.001
YNL049C	1.001
YNL146W	1.001
YNL165W	1.001
YNL168C	1.001
YNL173C	1.001
YNL191W	1.001
YNL280C	1.001
YNL283C	1.001
YOL043C	1.001
YOL063C	1.001
YOL131W	1.001
YOL160W	1.001
YOR009W	1.001
YOR012W	1.001
YOR016C	1.001
YOR049C	1.001
YOR051C	1.001
YOR300W	1.001
YOR328W	1.001
YOR363C	1.001
YOR374W	1.001
YOR383C	1.001
YPL039W	1.001
YPL138C	1.001
YPL163C	1.001
YPL185W	1.001
YPL207W	1.001
YPL220W	1.001
YPL257W	1.001
YPR012W	1.001
YPR038W	1.001
YPR063C	1.001
YPR068C	1.001
YPR095C	1.001
YAL010C	1.002
YBL005W	1.002
YBL086C	1.002
YBR069C	1.002
YBR090C	1.002
YBR111C	1.002
YBR151W	1.002
YBR233W	1.002
YBR235W	1.002
YBR239C	1.002
YBR240C	1.002
YBR273C	1.002
YBR274W	1.002
YCL027W	1.002
YCL050C	1.002
YCR100C	1.002
YDL019C	1.002
YDL034W	1.002
YDL066W	1.002
YDL091C	1.002
YDL203C	1.002
YDL214C	1.002
YDR032C	1.002
YDR084C	1.002
YDR100W	1.002
YDR132C	1.002
YDR171W	1.002
YDR239C	1.002
YDR400W	1.002
YDR428C	1.002
YDR451C	1.002
YDR497C	1.002
YDR513W	1.002
YDR516C	1.002
YEL011W	1.002
YEL016C	1.002
YEL030W	1.002
YEL067C	1.002
YER001W	1.002
YER030W	1.002
YER034W	1.002
YER097W	1.002
YER101C	1.002
YER142C	1.002
YER173W	1.002
YER186C	1.002
YER188W	1.002
YFL041W	1.002
YFL050C	1.002
YFL055W	1.002
YFR032C	1.002
YGL036W	1.002
YGL157W	1.002
YGL260W	1.002
YGR169C	1.002
YGR207C	1.002
YGR221C	1.002
YGR223C	1.002
YGR232W	1.002
YGR236C	1.002
YHL046C	1.002
YHR021W-A	1.002
YHR029C	1.002
YHR044C	1.002
YHR139C-A	1.002
YHR204W	1.002
YIL045W	1.002
YIL047C	1.002
YIL086C	1.002
YIL102C	1.002
YIL159W	1.002
YIR031C	1.002
YJL093C	1.002
YJL105W	1.002
YJL108C	1.002
YJL131C	1.002
YJL170C	1.002
YJL177W	1.002
YJL181W	1.002
YJL191W	1.002
YJL205C	1.002
YJR010C-A	1.002
YJR026W	1.002
YJR049C	1.002
YKL071W	1.002
YKL079W	1.002
YKL147C	1.002
YKL163W	1.002
YKR011C	1.002
YKR102W	1.002
YLL015W	1.002
YLL017W	1.002
YLR024C	1.002
YLR047C	1.002
YLR174W	1.002
YLR213C	1.002
YLR415C	1.002
YML059C	1.002
YML070W	1.002
YMR031W-A	1.002
YMR095C	1.002
YMR138W	1.002
YMR172C-A	1.002
YMR196W	1.002
YMR209C	1.002
YMR246W	1.002
YMR252C	1.002
YMR266W	1.002
YMR294W-A	1.002
YMR297W	1.002
YMR319C	1.002
YNL104C	1.002
YNL115C	1.002
YNL127W	1.002
YNL130C	1.002
YNL157W	1.002
YNL203C	1.002
YNL249C	1.002
YNL338W	1.002
YNR033W	1.002
YNR044W	1.002
YNR057C	1.002
YNR061C	1.002
YOL015W	1.002
YOL042W	1.002
YOL052C-A	1.002
YOL056W	1.002
YOL070C	1.002
YOL071W	1.002
YOL093W	1.002
YOL163W	1.002
YOR017W	1.002
YOR101W	1.002
YOR136W	1.002
YOR380W	1.002
YOR385W	1.002
YPL035C	1.002
YPL099C	1.002
YPL111W	1.002
YPL136W	1.002
YPL141C	1.002
YPL167C	1.002
YPL221W	1.002
YPL263C	1.002
YPL265W	1.002
YPL269W	1.002
YPL273W	1.002
YPR001W	1.002
YPR017C	1.002
YPR115W	1.002
YPR121W	1.002
YPR125W	1.002
YPR147C	1.002
YPR192W	1.002
YPR193C	1.002
YAL007C	1.003
YAL034C	1.003
YBL062W	1.003
YBL064C	1.003
YBR015C	1.003
YBR023C	1.003
YBR089C-A	1.003
YBR222C	1.003
YBR228W	1.003
YBR259W	1.003
YCL042W	1.003
YCL074W	1.003
YCR025C	1.003
YCR102C	1.003
YCR105W	1.003
YDL025C	1.003
YDL026W	1.003
YDL046W	1.003
YDL053C	1.003
YDL093W	1.003
YDL104C	1.003
YDL114W	1.003
YDL121C	1.003
YDL123W	1.003
YDL156W	1.003
YDL218W	1.003
YDR008C	1.003
YDR046C	1.003
YDR055W	1.003
YDR102C	1.003
YDR111C	1.003
YDR122W	1.003
YDR139C	1.003
YDR215C	1.003
YDR220C	1.003
YDR222W	1.003
YDR262W	1.003
YDR286C	1.003
YDR371W	1.003
YDR374C	1.003
YDR383C	1.003
YDR403W	1.003
YDR436W	1.003
YDR458C	1.003
YEL001C	1.003
YEL071W	1.003
YER004W	1.003
YER046W	1.003
YER053C	1.003
YER063W	1.003
YER185W	1.003
YFL011W	1.003
YFL015C	1.003
YFL053W	1.003
YFL056C	1.003
YFR034C	1.003
YGL096W	1.003
YGL235W	1.003
YGL258W	1.003
YGR130C	1.003
YGR144W	1.003
YGR176W	1.003
YGR243W	1.003
YGR256W	1.003
YGR275W	1.003
YHL021C	1.003
YHR115C	1.003
YIL077C	1.003
YIL108W	1.003
YIL114C	1.003
YIL120W	1.003
YIL164C	1.003
YIL170W	1.003
YIR004W	1.003
YIR009W	1.003
YIR036C	1.003
YJL043W	1.003
YJL206C	1.003
YJL212C	1.003
YJR010W	1.003
YJR037W	1.003
YJR096W	1.003
YJR121W	1.003
YKL005C	1.003
YKL026C	1.003
YKL029C	1.003
YKL038W	1.003
YKL102C	1.003
YKL162C	1.003
YKR046C	1.003
YKR056W	1.003
YKR066C	1.003
YLL054C	1.003
YLL061W	1.003
YLR004C	1.003
YLR011W	1.003
YLR126C	1.003
YLR136C	1.003
YLR137W	1.003
YLR178C	1.003
YLR238W	1.003
YLR312C	1.003
YLR332W	1.003
YLR353W	1.003
YLR356W	1.003
YLR377C	1.003
YLR401C	1.003
YML002W	1.003
YML005W	1.003
YML006C	1.003
YML042W	1.003
YML095C	1.003
YMR002W	1.003
YMR029C	1.003
YMR068W	1.003
YMR087W	1.003
YMR147W	1.003
YMR173W	1.003
YMR173W-A	1.003
YMR214W	1.003
YMR250W	1.003
YMR289W	1.003
YMR300C	1.003
YMR318C	1.003
YNL046W	1.003
YNL068C	1.003
YNL277W	1.003
YNL335W	1.003
YNR058W	1.003
YOL031C	1.003
YOL048C	1.003
YOL065C	1.003
YOR064C	1.003
YOR086C	1.003
YOR100C	1.003
YOR325W	1.003
YOR347C	1.003
YOR352W	1.003
YPL003W	1.003
YPL096W	1.003
YPL110C	1.003
YPL130W	1.003
YPL264C	1.003
YPR007C	1.003
YPR071W	1.003
YPR126C	1.003
YPR127W	1.003
YAL045C	1.004
YAR030C	1.004
YAR047C	1.004
YBR024W	1.004
YBR203W	1.004
YBR280C	1.004
YBR301W	1.004
YCR060W	1.004
YCR079W	1.004
YCR090C	1.004
YDL018C	1.004
YDL094C	1.004
YDL177C	1.004
YDL236W	1.004
YDR090C	1.004
YDR124W	1.004
YDR125C	1.004
YDR134C	1.004
YDR210W	1.004
YDR370C	1.004
YDR511W	1.004
YDR517W	1.004
YEL047C	1.004
YER024W	1.004
YER033C	1.004
YER060W	1.004
YER065C	1.004
YER067C-A	1.004
YER071C	1.004
YER115C	1.004
YER118C	1.004
YER128W	1.004
YER163C	1.004
YFL051C	1.004
YGL004C	1.004
YGL034C	1.004
YGL041C	1.004
YGL118C	1.004
YGL254W	1.004
YGR151C	1.004
YGR166W	1.004
YGR212W	1.004
YGR224W	1.004
YGR249W	1.004
YHL044W	1.004
YHR032W	1.004
YHR079C	1.004
YHR096C	1.004
YHR139C	1.004
YIL025C	1.004
YIL059C	1.004
YIL124W	1.004
YIR018W	1.004
YIR032C	1.004
YJL038C	1.004
YJL083W	1.004
YJL151C	1.004
YJR054W	1.004
YJR103W	1.004
YJR154W	1.004
YKL084W	1.004
YKL094W	1.004
YKL105C	1.004
YKL117W	1.004
YKL142W	1.004
YKL168C	1.004
YKL177W	1.004
YKR013W	1.004
YKR087C	1.004
YLL041C	1.004
YLL059C	1.004
YLR035C	1.004
YLR092W	1.004
YLR098C	1.004
YLR122C	1.004
YLR135W	1.004
YLR142W	1.004
YLR152C	1.004
YLR165C	1.004
YLR194C	1.004
YLR228C	1.004
YLR262C-A	1.004
YLR297W	1.004
YLR324W	1.004
YLR328W	1.004
YLR351C	1.004
YLR451W	1.004
YMR044W	1.004
YMR317W	1.004
YMR326C	1.004
YNL142W	1.004
YNL195C	1.004
YNL202W	1.004
YNL253W	1.004
YNL257C	1.004
YNL318C	1.004
YOL003C	1.004
YOL011W	1.004
YOL060C	1.004
YOL075C	1.004
YOL083W	1.004
YOL114C	1.004
YOL147C	1.004
YOR019W	1.004
YOR050C	1.004
YOR104W	1.004
YOR137C	1.004
YOR220W	1.004
YOR222W	1.004
YOR225W	1.004
YOR228C	1.004
YOR229W	1.004
YOR238W	1.004
YOR242C	1.004
YOR288C	1.004
YOR307C	1.004
YOR317W	1.004
YOR318C	1.004
YOR386W	1.004
YPR013C	1.004
YPR039W	1.004
YPR122W	1.004
YPR154W	1.004
YAL015C	1.005
YAL030W	1.005
YAL064C-A	1.005
YBL010C	1.005
YBR016W	1.005
YBR052C	1.005
YBR053C	1.005
YBR063C	1.005
YBR064W	1.005
YBR071W	1.005
YBR137W	1.005
YBR148W	1.005
YBR204C	1.005
YBR249C	1.005
YBR294W	1.005
YBR296C	1.005
YCL026C-A	1.005
YCL040W	1.005
YCL051W	1.005
YDL037C	1.005
YDL085W	1.005
YDL124W	1.005
YDR019C	1.005
YDR104C	1.005
YDR185C	1.005
YDR261C	1.005
YDR372C	1.005
YDR384C	1.005
YDR411C	1.005
YDR438W	1.005
YDR445C	1.005
YDR467C	1.005
YDR528W	1.005
YEL017C-A	1.005
YEL017W	1.005
YEL023C	1.005
YEL028W	1.005
YEL064C	1.005
YEL068C	1.005
YER032W	1.005
YER038W-A	1.005
YER039C	1.005
YER062C	1.005
YER143W	1.005
YER150W	1.005
YER175C	1.005
YFR043C	1.005
YGL002W	1.005
YGR290W	1.005
YHL039W	1.005
YHR057C	1.005
YHR092C	1.005
YHR127W	1.005
YHR131C	1.005
YHR137W	1.005
YHR140W	1.005
YIL123W	1.005
YIL148W	1.005
YIR028W	1.005
YJL112W	1.005
YJR005W	1.005
YJR008W	1.005
YJR146W	1.005
YKL067W	1.005
YKL070W	1.005
YKL085W	1.005
YKL086W	1.005
YKL096W	1.005
YKL130C	1.005
YKR044W	1.005
YKR091W	1.005
YLL013C	1.005
YLL057C	1.005
YLL060C	1.005
YLR013W	1.005
YLR043C	1.005
YLR070C	1.005
YLR093C	1.005
YLR149C	1.005
YLR173W	1.005
YLR177W	1.005
YLR187W	1.005
YLR224W	1.005
YLR232W	1.005
YLR252W	1.005
YLR263W	1.005
YLR271W	1.005
YMR008C	1.005
YMR009W	1.005
YMR107W	1.005
YMR141C	1.005
YMR162C	1.005
YMR194C-A	1.005
YMR245W	1.005
YNL123W	1.005
YNL144C	1.005
YNL274C	1.005
YNR064C	1.005
YOL032W	1.005
YOL053W	1.005
YOL062C	1.005
YOL158C	1.005
YOR079C	1.005
YOR219C	1.005
YOR337W	1.005
YOR339C	1.005
YPL113C	1.005
YPL119C	1.005
YPL247C	1.005
YPL248C	1.005
YPR109W	1.005
YAL023C	1.006
YAR028W	1.006
YAR037W	1.006
YBL015W	1.006
YBL029W	1.006
YBR054W	1.006
YBR056W	1.006
YBR101C	1.006
YBR226C	1.006
YCL002C	1.006
YCR021C	1.006
YCR049C	1.006
YDL161W	1.006
YDL178W	1.006
YDL210W	1.006
YDR033W	1.006
YDR368W	1.006
YDR379W	1.006
YDR380W	1.006
YDR387C	1.006
YDR459C	1.006
YEL040W	1.006
YER007W	1.006
YER044C-A	1.006
YER064C	1.006
YER080W	1.006
YFL034C-A	1.007
YGL117W	1.006
YHR209W	1.006
YIL007C	1.006
YIL066C	1.006
YIL067C	1.006
YIL136W	1.006
YIR038C	1.006
YJL016W	1.018
YJL023C	1.006
YJL067W	1.006
YJL095W	1.006
YJL186W	1.006
YJR030C	1.006
YJR147W	1.006
YKL010C	1.006
YKL051W	1.006
YKL221W	1.006
YKR040C	1.006
YLL021W	1.006
YLR054C	1.006
YLR189C	1.006
YLR300W	1.006
YML060W	1.006
YMR283C	1.006
YNL004W	1.006
YNL012W	1.006
YNL066W	1.006
YNL239W	1.006
YNL279W	1.006
YNR014W	1.006
YOL107W	1.006
YOR071C	1.006
YOR138C	1.006
YOR214C	1.006
YOR230W	1.006
YOR271C	1.006
YOR299W	1.006
YPL056C	1.006
YPL223C	1.006
YPR028W	1.006
YPR075C	1.006
YPR076W	1.006
YPR195C	1.006
YPR197C	1.006
YAL037W	1.007
YBR161W	1.007
YBR212W	1.007
YBR241C	1.007
YCL034W	1.007
YCR091W	1.007
YCR106W	1.007
YDL204W	1.007
YDR015C	1.007
YDR092W	1.007
YDR094W	1.007
YDR216W	1.007
YDR282C	1.007
YDR349C	1.007
YDR423C	1.007
YER066W	1.007
YFL033C	1.007
YFL044C	1.007
YGL165C	1.007
YGR014W	1.007
YHR035W	1.007
YHR114W	1.007
YHR136C	1.007
YIL088C	1.007
YIL099W	1.007
YIL111W	1.007
YIL113W	1.007
YIL157C	1.007
YIR027C	1.007
YIR030C	1.007
YIR035C	1.007
YIR044C	1.007
YJR019C	1.007
YKL015W	1.007
YKL050C	1.007
YKL132C	1.007
YKL133C	1.007
YKL164C	1.007
YKL187C	1.007
YKR005C	1.007
YKR032W	1.007
YKR053C	1.007
YLL058W	1.007
YLL062C	1.007
YLR050C	1.007
YLR109W	1.007
YLR151C	1.007
YLR179C	1.007
YLR236C	1.007
YLR247C	1.007
YLR250W	1.007
YLR254C	1.007
YLR364W	1.007
YML047W-A	1.007
YMR056C	1.007
YMR136W	1.007
YMR176W	1.007
YMR271C	1.007
YNL211C	1.007
YNR049C	1.007
YOL007C	1.007
YOL085C	1.007
YOL104C	1.007
YOL113W	1.007
YOL116W	1.007
YOR040W	1.007
YOR072W	1.007
YOR134W	1.007
YOR172W	1.007
YOR223W	1.007
YPL201C	1.007
YPL202C	1.007
YPR031W	1.007
YBR040W	1.008
YBR201W	1.008
YBR208C	1.008
YBR258C	1.008
YBR300C	1.008
YCR073W-A	1.008
YCR101C	1.008
YDL113C	1.008
YDL239C	1.008
YDR181C	1.008
YDR297W	1.008
YDR422C	1.008
YEL010W	1.008
YER158C	1.008
YGL015C	1.008
YGL210W	1.008
YGR061C	1.008
YGR122C-A	1.008
YGR189C	1.008
YGR230W	1.008
YIL097W	1.008
YIR029W	1.008
YJL058C	1.008
YJL155C	1.008
YJR150C	1.008
YKR017C	1.008
YKR105C	1.008
YLL025W	1.008
YLL056C	1.008
YLL063C	1.008
YLR001C	1.008
YLR058C	1.008
YLR080W	1.008
YLR128W	1.008
YLR210W	1.008
YLR211C	1.008
YLR248W	1.008
YLR287C	1.008
YLR296W	1.008
YLR341W	1.008
YML029W	1.008
YML099C	1.008
YML124C	1.008
YMR273C	1.008
YNL074C	1.008
YNR047W	1.008
YOR108W	1.008
YOR208W	1.008
YPL074W	1.008
YPL081W	1.008
YPL139C	1.008
YPL155C	1.008
YPL165C	1.008
YPL258C	1.008
YPR008W	1.008
YAL008W	1.009
YBL037W	1.009
YBR138C	1.009
YBR178W	1.009
YBR260C	1.009
YCL025C	1.009
YCR022C	1.009
YDL054C	1.009
YDR147W	1.009
YEL048C	1.009
YER130C	1.009
YER166W	1.009
YGL203C	1.009
YGR226C	1.009
YHR078W	1.009
YIL060W	1.009
YIL130W	1.009
YIL160C	1.009
YIR007W	1.009
YIR039C	1.009
YJL036W	1.009
YJL060W	1.009
YJL159W	1.009
YJR038C	1.009
YJR153W	1.009
YKL030W	1.009
YKL097C	1.009
YKL100C	1.009
YKL140W	1.009
YKL159C	1.009
YKL216W	1.009
YLL016W	1.009
YLR030W	1.009
YLR083C	1.009
YLR108C	1.009
YLR380W	1.009
YMR127C	1.009
YMR315W	1.009
YNL230C	1.009
YNR021W	1.009
YNR032C-A	1.009
YNR069C	1.009
YOR067C	1.009
YOR349W	1.009
YPL034W	1.009
YPL222W	1.009
YBR232C	1.010
YBR244W	1.010
YDR018C	1.010
YDR275W	1.010
YDR466W	1.010
YFL021W	1.010
YGL071W	1.010
YGR051C	1.010
YGR233C	1.010
YGR266W	1.010
YIL056W	1.010
YIL057C	1.010
YIL163C	1.010
YJL134W	1.010
YJR061W	1.010
YJR098C	1.010
YJR100C	1.010
YJR106W	1.010
YJR152W	1.010
YKL178C	1.010
YKR015C	1.010
YKR049C	1.010
YKR090W	1.010
YLL005C	1.010
YLR019W	1.010
YLR041W	1.010
YLR112W	1.010
YLR120C	1.010
YLR164W	1.010
YLR283W	1.010
YLR438W	1.010
YML058W	1.010
YML116W-A	1.010
YMR053C	1.010
YMR140W	1.010
YMR189W	1.010
YNL028W	1.010
YNL303W	1.010
YOR033C	1.010
YOR041C	1.010
YOR280C	1.010
YAL004W	1.011
YBL049W	1.011
YBR066C	1.011
YCL036W	1.011
YCR082W	1.011
YDR061W	1.011
YDR068W	1.011
YDR221W	1.011
YDR479C	1.011
YER005W	1.011
YER174C	1.011
YFR056C	1.011
YGL226C-A	1.011
YHL003C	1.011
YHR043C	1.011
YHR045W	1.011
YHR046C	1.011
YHR061C	1.011
YIL012W	1.011
YJL084C	1.011
YKL017C	1.011
YKL188C	1.011
YKR026C	1.011
YKR067W	1.011
YLR102C	1.011
YLR123C	1.011
YLR251W	1.011
YLR299W	1.011
YMR037C	1.011
YNL090W	1.011
YNR012W	1.011
YOL095C	1.011
YOR213C	1.011
YOR292C	1.011
YOR293W	1.011
YPL019C	1.011
YPL027W	1.011
YPL227C	1.011
YPR117W	1.011
YBR184W	1.012
YCR073C	1.012
YDL050C	1.012
YDL149W	1.012
YDR095C	1.012
YDR250C	1.012
YDR504C	1.012
YFL047W	1.012
YGL177W	1.012
YGR050C	1.012
YGR067C	1.012
YGR287C	1.012
YHL006C	1.012
YHR195W	1.012
YIL030C	1.012
YIL107C	1.012
YJL066C	1.012
YJL145W	1.012
YJL146W	1.012
YJL176C	1.012
YJR009C	1.012
YJR116W	1.012
YJR148W	1.012
YKL062W	1.012
YKL120W	1.012
YKR018C	1.012
YKR045C	1.012
YKR052C	1.012
YKR069W	1.012
YKR076W	1.012
YNR075W	1.012
YOR011W	1.012
YOR052C	1.012
YOR263C	1.012
YPL014W	1.012
YDL076C	1.013
YDL187C	1.013
YDR093W	1.013
YEL037C	1.013
YGL121C	1.013
YGL209W	1.013
YGR033C	1.013
YHL017W	1.013
YHR067W	1.013
YHR171W	1.013
YIL138C	1.013
YKL093W	1.013
YKR103W	1.013
YLR028C	1.013
YLR206W	1.013
YMR106C	1.013
YMR135W-A	1.013
YNL023C	1.013
YNL042W	1.013
YNL092W	1.013
YNL334C	1.013
YOR002W	1.013
YOR114W	1.013
YOR115C	1.013
YOR166C	1.013
YOR177C	1.013
YOR286W	1.013
YPL140C	1.013
YPR128C	1.013
YPR150W	1.013
YPR200C	1.013
YBR230C	1.014
YBR250W	1.014
YCL028W	1.014
YCR059C	1.014
YDL185W	1.014
YER129W	1.014
YGL086W	1.014
YGR254W	1.014
YJL059W	1.014
YJL077C	1.014
YJL158C	1.014
YKL175W	1.014
YKR088C	1.014
YLR023C	1.014
YLR053C	1.014
YLR104W	1.014
YLR253W	1.014
YLR348C	1.014
YLR385C	1.014
YML053C	1.014
YMR030W	1.014
YMR195W	1.014
YMR201C	1.014
YNL024C	1.014
YNL176C	1.014
YNR027W	1.014
YNR063W	1.014
YOL132W	1.014
YPL015C	1.014
YPL162C	1.014
YCL023C	1.015
YCR069W	1.015
YDL175C	1.015
YDR075W	1.015
YDR247W	1.015
YDR505C	1.015
YGL224C	1.015
YHR159W	1.015
YJR051W	1.015
YJR127C	1.015
YLR124W	1.015
YLR282C	1.015
YLR363C	1.015
YLR413W	1.015
YLR420W	1.015
YMR022W	1.015
YNL164C	1.015
YNL196C	1.015
YNL270C	1.015
YOL106W	1.015
YOR028C	1.015
YOR029W	1.015
YOR034C	1.015
YOR247W	1.015
YOR384W	1.015
YPL135W	1.015
YCL006C	1.016
YDL035C	1.016
YDR001C	1.016
YDR099W	1.016
YER089C	1.016
YGR042W	1.016
YHR006W	1.016
YIL105C	1.016
YKL063C	1.016
YKL218C	1.016
YLR289W	1.016
YLR345W	1.016
YMR264W	1.016
YNL029C	1.016
YNL219C	1.016
YNR030W	1.016
YNR062C	1.016
YOL150C	1.016
YOR107W	1.016
YOR227W	1.016
YPL166W	1.016
YAL060W	1.017
YCR098C	1.017
YDL200C	1.017
YDR352W	1.017
YGR227W	1.017
YJL215C	1.017
YJR021C	1.017
YKL025C	1.017
YKL033W-A	1.017
YKL156W	1.017
YKL179C	1.017
YLL051C	1.017
YLR072W	1.017
YLR231C	1.017
YLR365W	1.017
YMR130W	1.017
YOR031W	1.017
YPL021W	1.017
YPL121C	1.017
YPL181W	1.017
YPR091C	1.017
YBR045C	1.018
YCL044C	1.018
YDL194W	1.018
YDR444W	1.018
YDR480W	1.018
YEL007W	1.018
YGL131C	1.018
YGR173W	1.018
YGR250C	1.018
YHR095W	1.018
YHR160C	1.018
YIR014W	1.018
YKL092C	1.018
YLR031W	1.018
YML062C	1.018
YMR155W	1.018
YMR274C	1.018
YNL116W	1.018
YNL237W	1.018
YOL020W	1.018
YOR163W	1.018
YPL033C	1.018
YPL200W	1.018
YPR052C	1.018
YBR051W	1.019
YCR005C	1.019
YCR010C	1.019
YDL012C	1.019
YDR336W	1.019
YER027C	1.019
YGL090W	1.019
YGR059W	1.019
YHR202W	1.019
YIL037C	1.019
YJL098W	1.019
YJL157C	1.019
YLR207W	1.019
YML113W	1.019
YMR015C	1.019
YMR074C	1.019
YMR276W	1.019
YNL201C	1.019
YBR270C	1.020
YGL094C	1.020
YIL070C	1.020
YIL173W	1.020
YJR111C	1.020
YJR128W	1.020
YLR121C	1.020
YLR327C	1.020
YLR335W	1.020
YMR175W	1.020
YMR244W	1.020
YOR023C	1.020
YPL067C	1.020
YPL224C	1.020
YDL051W	1.021
YER098W	1.021
YGR039W	1.021
YHR015W	1.021
YIL167W	1.021
YKL201C	1.029
YLR407W	1.021
YML109W	1.021
YNR032W	1.021
YPL137C	1.021
YPR111W	1.021
YBL046W	1.022
YBL082C	1.022
YBR005W	1.022
YBR199W	1.022
YCL009C	1.022
YCL056C	1.022
YCR006C	1.022
YDR344C	1.022
YER045C	1.022
YFR014C	1.022
YKR061W	1.022
YMR226C	1.022
YOL028C	1.022
YOR343C	1.022
YAL051W	1.023
YCL033C	1.023
YGR026W	1.023
YGR045C	1.023
YHR073W	1.023
YKL077W	1.023
YKL202W	1.023
YMR158C-A	1.023
YOR032C	1.023
YOR124C	1.023
YOR152C	1.023
YAL036C	1.024
YHR047C	1.024
YHR199C	1.024
YJR094C	1.024
YLR063W	1.024
YLR354C	1.024
YML099W-A	1.024
YNL314W	1.024
YOR062C	1.024
YOR135C	1.024
YDR022C	1.025
YGR178C	1.025
YGR263C	1.025
YHL030W	1.025
YIL089W	1.025
YKR041W	1.025
YNL321W	1.025
YNR025C	1.025
YOL088C	1.025
YOR162C	1.025
YOR252W	1.025
YPR079W	1.025
YAL067C	1.026
YDR043C	1.026
YGR197C	1.026
YKL020C	1.026
YKL096W-A	1.026
YOL101C	1.026
YOR059C	1.026
YPL250C	1.026
YDL127W	1.027
YLL010C	1.027
YLR405W	1.027
YOR153W	1.027
YBL054W	1.028
YCR001W	1.028
YHR014W	1.028
YJL133W	1.028
YOL112W	1.028
YCL026C	1.029
YJL103C	1.029
YKL185W	1.029
YMR086C-A	1.029
YNL193W	1.029
YOL013C	1.029
YPL116W	1.029
YPR011C	1.029
YAL014C	1.030
YCR019W	1.030
YER020W	1.030
YFL052W	1.030
YGL140C	1.030
YKR050W	1.030
YLR343W	1.030
YOR010C	1.030
YPL072W	1.030
YPR092W	1.030
YPR146C	1.030
YPR194C	1.030
YGR025W	1.031
YGR184C	1.031
YIL139C	1.031
YJL130C	1.031
YPL064C	1.031
YAR043C	1.032
YCR030C	1.032
YJR107W	1.032
YLL029W	1.032
YMR156C	1.032
YNL323W	1.032
YNR067C	1.032
YPL164C	1.032
YJL142C	1.033
YJR059W	1.033
YJR142W	1.033
YLR096W	1.033
YOL014W	1.033
YOL109W	1.033
YOR170W	1.033
YAL056W	1.034
YJL152W	1.034
YJL171C	1.034
YKL091C	1.034
YPL046C	1.034
YPL203W	1.034
YIL087C	1.035
YJR117W	1.035
YML054C	1.035
YBL083C	1.036
YFR030W	1.036
YJL135W	1.036
YOL098C	1.036
YOR371C	1.036
YJL218W	1.037
YOR042W	1.037
YOR047C	1.038
YIL165C	1.039
YLR242C	1.039
YIL013C	1.040
YIL119C	1.040
YLR422W	1.040
YML035C	1.040
YOR360C	1.040
YJL144W	1.041
YNL156C	1.041
YPL230W	1.041
YJR015W	1.042
YLR125W	1.042
YNL180C	1.042
YOL118C	1.042
YER060W-A	1.043
YLR082C	1.043
YBR086C	1.044
YIL149C	1.044
YJL199C	1.044
YNL098C	1.044
YOL013W-A	1.044
YPR172W	1.044
YER088C	1.045
YKL166C	1.046
YJR119C	1.048
YKR055W	1.048
YLR073C	1.048
YLR414C	1.048
YOL110W	1.048
YPL182C	1.050
YJL197W	1.052
YOL089C	1.053
YCR075C	1.055
YDL174C	1.058
YKL212W	1.068
