ORF	hap alpha | growth (pooled culture) | gamma-valerolactone [2.3%] | YPGal [2%] | Bottoms S~Piotrowski JS, 2018
YJL153C	0.990
YBL015W	0.992
YAL049C	0.995
YOR080W	1.033
YJL216C	0.993
YBL069W	1.007
YAL054C	0.994
YLR385C	1.015
YPL239W	1.039
YOR213C	1.051
YLL059C	1.007
YLR289W	1.013
YBR288C	1.008
YDR181C	0.983
YKL066W	0.993
YNL285W	1.007
YBL029W	0.974
YGL029W	0.981
YGL241W	0.993
YNL044W	0.994
YOL008W	0.988
YDR249C	1.014
YNL300W	1.007
YJL151C	0.994
YNL011C	1.004
YEL066W	1.006
YOR383C	1.005
YMR173W	1.005
YGR079W	0.994
YNL179C	0.994
YOR384W	1.008
YBL096C	0.996
YMR264W	0.997
YDR251W	1.003
YJR082C	1.003
YNL288W	1.003
YCL038C	0.988
YPL001W	1.003
YKR030W	1.002
YIL008W	1.004
YNL318C	1.002
YCR014C	1.001
YML067C	1.001
YPL166W	1.001
YKL086W	0.998
YOL014W	1.001
YNR008W	1.001
YML097C	1.004
YJL031C	3.409
YIL083C	3.409
YHR015W	3.409
YKL172W	2.204
YDL127W	0.388
YMR127C	2.264
YDR320C-A	0.357
YJR093C	3.409
YKL131W	0.992
YLR111W	3.473
YBL093C	3.409
YBL038W	3.409
YNL277W-A	3.409
YDR523C	3.409
YIR022W	3.409
YML073C	3.320
YER066C-A	0.357
YNL052W	0.380
YJL090C	0.380
YMR247W-A	3.473
YDL060W	3.409
YIR018C-A	3.409
YGL154C	3.409
YML077W	3.409
YMR169C	0.818
YOR001W	1.000
YER165W	3.409
YGR103W	3.409
YNL113W	3.409
YGR087C	0.357
YGL025C	0.357
YBR166C	0.381
YDL055C	0.785
YPR026W	0.866
YKR034W	3.473
YBR153W	3.473
YLL036C	3.409
YDR376W	3.409
YOL069W	3.409
YKR071C	3.320
YDL101C	0.357
YDL195W	0.388
YNL192W	0.820
YLR174W	1.008
YGR072W	1.002
YLR270W	3.475
YKR038C	3.475
YHL015W	3.475
YER009W	3.474
YDR266C	3.473
YLR288C	3.473
YHR195W	3.473
YKL166C	3.473
YBR196C	3.409
YNL133C	3.409
YDR031W	3.409
YPR085C	3.409
YNL026W	3.409
YDR514C	3.409
YER003C	3.409
YLR409C	3.409
YNL178W	3.409
YJR042W	3.409
YPR186C	3.409
YGL012W	3.409
YDR484W	3.409
YBR087W	3.409
YOL108C	3.409
YMR235C	3.409
YNL284C	3.409
YDR175C	3.409
YPR180W	3.409
YHR083W	3.409
YLR002C	3.409
YKL004W	3.409
YDL045C	3.409
YMR084W	3.409
YNL243W	3.320
YPL117C	3.320
YLR197W	3.320
YOR170W	0.347
YKL159C	0.357
YBR198C	0.357
YGR043C	0.357
YOL064C	0.381
YDR003W-A	0.381
YOR316C-A	0.388
YGR070W	0.388
YLR145W	2.243
YMR175W	2.136
YOL077C	0.709
YKL127W	1.339
YLR121C	1.317
YGL066W	1.317
YDL193W	1.290
YDL138W	0.778
YCR020W-B	1.257
YHR029C	1.230
YDL094C	1.220
YCR073W-A	1.216
YGL101W	0.907
YDR288W	0.942
YDR245W	1.042
YBR096W	1.041
YGL017W	0.995
YKR082W	0.995
YHL008C	1.001
YOR112W	1.001
YOL056W	1.000
YMR109W	1.000
YMR234W	1.000
YHL001W	1.000
YHL004W	1.000
YCL030C	1.000
YOR362C	1.000
YDR292C	1.000
YCL056C	1.000
YNR003C	1.000
YKL020C	1.000
YHR109W	1.000
YOR227W	1.000
YJR007W	1.000
YDL105W	1.000
YPL132W	1.000
YNL260C	1.000
YGL014W	1.000
YMR308C	1.000
YOR063W	1.000
YHR117W	1.000
YKL144C	1.000
YMR194C-B	1.000
YKR018C	1.000
YPR056W	1.000
YIL070C	1.000
YGR036C	1.000
YHR013C	1.000
YOR034C-A	1.000
YOR174W	1.000
YOR329C	1.000
YKR081C	1.000
YIL033C	1.000
YER017C	1.000
YHR046C	1.000
YBR247C	1.000
YGR013W	1.000
YKR083C	1.000
YDR356W	1.000
YPR033C	1.000
YLR459W	1.000
YLR417W	1.000
YLR005W	1.000
YNL236W	1.000
YNL162W-A	1.000
YJR046W	1.000
YER006W	1.000
YMR168C	1.000
YKL016C	1.000
YIL091C	1.000
YPL277C	1.000
YGL127C	1.000
YGR278W	1.000
YKL173W	1.000
YLR277C	1.000
YPL233W	1.000
YGR002C	1.000
YPL038W-A	1.000
YBR121C	1.000
YAL016C-B	1.000
YPL094C	1.000
YBL045C	1.000
YDR200C	1.000
YJL025W	1.000
YGL076C	1.000
YDL147W	1.000
YJL069C	1.000
YPL249C-A	1.000
YER107C	1.000
YGL011C	1.000
YJL002C	1.000
YPR107C	1.000
YAL043C	1.000
YBR123C	1.000
YPL254W	1.000
YLR200W	1.000
YLR298C	1.000
YNL117W	1.000
YPL183W-A	1.000
YDL167C	1.000
YNL225C	1.000
YKL128C	1.000
YOR370C	1.000
YJL087C	1.000
YDL075W	1.000
YCR035C	1.000
YDR270W	1.000
YGR240C	1.000
YNL216W	1.000
YDR054C	1.000
YJR112W	1.000
YGL135W	1.000
YBR114W	1.000
YGR059W	1.000
YLR103C	1.000
YML065W	1.000
YML064C	1.000
YLR229C	1.000
YDL067C	1.000
YGL137W	1.000
YPR139C	1.000
YPR108W-A	1.000
YKL122C	1.000
YDR466W	1.000
YGL100W	1.000
YGL010W	1.000
YGL075C	1.000
YBR265W	1.000
YGL044C	1.000
YJL194W	1.000
YJL167W	1.000
YBL034C	1.000
YKL126W	1.000
YKL195W	1.000
YDR498C	1.000
YKL060C	1.000
YGR029W	1.000
YGL009C	1.000
YDL072C	1.000
YDR034C	1.000
YLR308W	1.000
YDR030C	1.000
YNL024C-A	1.000
YDL004W	1.000
YJL166W	1.000
YBR195C	1.000
YDR377W	1.000
YMR093W	1.000
YAL003W	1.000
YKL049C	1.000
YLR304C	1.000
YOL034W	1.000
YLR420W	1.000
YGR145W	1.000
YDR091C	1.000
YBR227C	1.000
YML061C	1.000
YBR162C	1.000
YJR112W-A	1.000
YFL038C	1.000
YLL003W	1.000
YDR439W	1.000
YMR059W	1.000
YLR045C	1.000
YJR036C	1.000
YLL018C	1.000
YFL029C	1.000
YEL046C	1.000
YPR166C	1.000
YLR312W-A	1.000
YML015C	1.000
YGR211W	1.000
YMR260C	1.000
YFR043C	1.000
YFL005W	1.000
YOR298W	1.000
YLL023C	1.000
YBR163W	1.000
YIR004W	1.000
YKL143W	1.000
YCR003W	1.000
YHL041W	1.000
YDR373W	1.000
YMR301C	1.000
YDR468C	1.000
YPR110C	1.000
YIL132C	1.000
YBR029C	1.000
YPL047W	1.000
YLR442C	1.000
YBL005W	1.000
YOR075W	1.000
YER036C	1.000
YKL221W	1.000
YER086W	1.000
YIR012W	1.000
YGR166W	1.000
YMR193W	1.000
YHR197W	1.000
YPR108W	1.000
YER168C	1.000
YFR032C-B	1.000
YHR098C	1.000
YPL143W	1.000
YPL013C	1.000
YNL146C-A	1.000
YOR127W	1.000
YDR353W	1.000
YER136W	1.000
YDR394W	1.000
YPL124W	1.000
YER046W-A	1.000
YAR018C	1.000
YLR118C	1.000
YDR088C	1.000
YDR367W	1.000
YLR419W	1.000
YCL052C	1.000
YOR046C	1.000
YOR304C-A	1.000
YDL235C	1.000
YPL006W	1.000
YNL067W-A	1.000
YJR090C	1.000
YJL081C	1.000
YIL048W	1.000
YFL009W	1.000
YKL193C	1.000
YJR051W	1.000
YGL064C	1.000
YML054C-A	1.000
YDR201W	1.000
YIL052C	1.000
YHR007C	1.000
YGL255W	1.000
YNL313C	1.000
YPR132W	1.000
YKL214C	1.000
YFL045C	1.000
YKL145W	1.000
YKL155C	1.000
YIL020C	1.000
YJR067C	1.000
YLR166C	1.000
YPL028W	1.000
YDR243C	1.000
YDR434W	1.000
YKL099C	1.000
YBR182C-A	1.000
YNL149C	1.000
YAL025C	1.000
YPR182W	1.000
YJL173C	1.000
YHL026C	1.000
YKL180W	1.000
YLR310C	1.000
YJR144W	1.000
YNL062C	1.000
YDL197C	1.000
YNL137C	1.000
YGR150C	1.000
YBL105C	1.000
YFL039C	1.000
YDL014W	1.000
YAL033W	1.000
YLR293C	1.000
YLR332W	1.000
YML115C	1.000
YGR253C	1.000
YBL002W	1.000
YOL007C	1.000
YLR163C	1.000
YMR001C-A	1.000
YGL122C	1.000
YHR199C-A	1.000
YDL087C	1.000
YDL049C	1.000
YIL031W	1.000
YDL209C	1.000
YDR103W	1.000
YDL137W	1.000
YDR322C-A	1.000
YDR079W	1.000
YBR081C	1.000
YDR234W	1.000
YHR005C	1.000
YML078W	1.000
YDR194W-A	1.000
YOR340C	1.000
YNL264C	1.000
YHR062C	1.000
YGR130C	1.000
YLR323C	1.000
YLR232W	1.000
YHR038W	1.000
YOR228C	1.000
YKL034W	1.000
YOL121C	1.000
YPL108W	1.000
YDR422C	1.000
YPR187W	1.000
YLR141W	1.000
YDL046W	1.000
YKR042W	1.000
YNL059C	1.000
YHR091C	1.000
YHR070W	1.000
YAR035C-A	1.000
YDL128W	1.000
YGL065C	1.000
YMR049C	1.000
YDR003W	1.000
YPL146C	1.000
YDL043C	1.000
YPR183W	1.000
YGL073W	1.000
YNL270C	1.000
YGR155W	1.000
YDR390C	1.000
YOR120W	1.000
YPL266W	1.000
YNL287W	1.000
YHR050W-A	1.000
YOR226C	1.000
YAL034W-A	1.000
YNL036W	1.000
YBR253W	1.000
YBR110W	1.000
YGR097W	1.000
YDL165W	1.000
YDR037W	1.000
YNL220W	1.000
YGL103W	1.000
YDL084W	1.000
YKR068C	1.000
YOR249C	1.000
YGR132C	1.000
YMR134W	1.000
YIL078W	1.000
YMR218C	1.000
YPL119C-A	1.000
YDR113C	1.000
YHR169W	1.000
YLL004W	1.000
YFL036W	1.000
YMR014W	1.000
YNL103W	1.000
YKL002W	1.000
YBR050C	1.000
YHR120W	1.000
YLR316C	1.000
YDL150W	1.000
YKR037C	1.000
YJL071W	1.000
YLR244C	1.000
YCL031C	1.000
YDR062W	1.000
YBR248C	1.000
YOR032C	1.000
YAL038W	1.000
YNL055C	1.000
YJL104W	1.000
YNL215W	1.000
YMR188C	1.000
YBL074C	1.000
YOL110W	1.000
YJR102C	1.000
YNR023W	1.000
YBL031W	1.000
YOL027C	1.000
YOR232W	1.000
YLR010C	1.000
YJR035W	1.000
YFR028C	1.000
YLR321C	1.000
YCL016C	1.000
YDR416W	1.000
YHR072W-A	1.000
YJL014W	1.000
YGR264C	1.000
YPL078C	1.000
YOR159C	1.000
YGL134W	1.000
YLR196W	1.000
YIL104C	1.000
YKL024C	1.000
YDL003W	1.000
YLR201C	1.000
YGR113W	1.000
YIL002C	1.000
YDR228C	1.000
YOL023W	1.000
YOR323C	1.000
YDL159W	1.000
YAR007C	1.000
YGL005C	1.000
YOR272W	1.000
YBR039W	1.000
YER147C	1.000
YFL008W	1.000
YOL066C	1.000
YBL006C	1.000
YKL176C	1.000
YNR035C	1.000
YMR079W	1.000
YOL026C	1.000
YMR211W	1.000
YGR252W	1.000
YHR024C	1.000
YGL120C	1.000
YER050C	1.000
YOR196C	1.000
YKL154W	1.000
YNL112W	1.000
YNL259C	1.000
YBL025W	1.000
YHL011C	1.000
YGR180C	1.000
YNR038W	1.000
YNL161W	1.000
YNL039W	1.000
YOR201C	1.000
YML014W	1.000
YEL030W	1.000
YOL073C	1.000
YMR243C	1.000
YCL057C-A	1.000
YGR065C	1.000
YGL095C	1.000
YHR187W	1.000
