orf	hap alpha | growth (pooled culture) | gamma-valerolactone [2.3%] | YPGal [2%] | Bottoms S~Piotrowski JS, 2018
YBL008W	17.8306164
YBL008W-A	40.97269733
YBL009W	12.40693278
YBL010C	0.585148438
YBL011W	1.328488378
YBL013W	0.6247923
YBL015W	0.992206397
YBL016W	5.813551248
YBL017C	0.107604431
YBL018C	15.42813898
YBL019W	1.827792509
YBL021C	0.512103143
YBL023C	39.28222814
YBL024W	0.637106787
YBL025W	1.0
YBL027W	0.556791904
YBL028C	0.753444211
YBL029C-A	8.218746919
YBL029W	0.974377998
YBL031W	1.0
YBL032W	1.443125244
YBL034C	1.0
YBL036C	1.036811789
YBL037W	0.228320004
YBL038W	3.408976058
YBL039C	1.477222696
YBL042C	1.215369588
YBL045C	1.0
YBL046W	2.030431334
YBL047C	1.053973242
YBL048W	1.052923555
YBL049W	1.032766442
YBL050W	40.93465939
YBL051C	0.200414312
YBL052C	1.131047761
YBL053W	1.041327575
YBL054W	0.726172439
YBL055C	1.627258599
YBL056W	1.853909141
YBL057C	1.713031365
YBL059W	0.783776578
YBL060W	1.056221303
YBL061C	1.147860326
YBL062W	1.070269331
YBL063W	0.75538197
YBL064C	1.018329475
YBL065W	0.498243521
YBL066C	0.956188526
YBL067C	0.387612501
YBL068W	0.726124943
YBL069W	1.007150671
YBL070C	0.648798243
YBL071C	0.752153864
YBL071C-B	23.00724189
YBL071W-A	4.928568281
YBL072C	3.763655635
YBL074C	1.0
YBL075C	0.690086929
YBL078C	0.502778936
YBL079W	2.969982979
YBL080C	5.813962404
YBL081W	1.863941225
YBL082C	0.120735398
YBL083C	0.135106292
YBL085W	0.831651352
YBL086C	0.292171563
YBL087C	1.875882126
YBL088C	1.020753829
YBL089W	1.032817207
YBL090W	21.44901438
YBL091C	0.55497586
YBL091C-A	1.084628619
YBL092W	25.24056876
YBL093C	3.409236737
YBL095W	3.868810692
YBL096C	0.996499244
YBL098W	1.340017596
YBL102W	1.380420951
YBL103C	0.540569597
YBL104C	1.031761955
YBL105C	1.0
YBL106C	1.157176897
YBL107C	1.015146651
YBR001C	1.061308871
YBR005W	0.758753581
YBR006W	0.977599971
YBR007C	2.372105861
YBR008C	1.126410873
YBR009C	1.203633591
YBR010W	1.029939975
YBR011C	12.40726873
YBR012C	0.75781053
YBR013C	0.632568109
YBR014C	0.866971987
YBR016W	0.628951906
YBR018C	0.739274753
YBR019C	0.927965954
YBR020W	1.745174944
YBR022W	1.099007158
YBR024W	0.704615199
YBR025C	1.748014444
YBR027C	0.710870091
YBR028C	0.853712137
YBR029C	1.0
YBR030W	0.767541323
YBR031W	1.197092347
YBR032W	1.823214725
YBR033W	1.910534705
YBR034C	1.031730739
YBR035C	12.40758753
YBR036C	1.121578778
YBR037C	10.14273291
YBR038W	15.42817792
YBR039W	1.0
YBR040W	0.570267065
YBR041W	0.691282565
YBR043C	1.04805055
YBR044C	0.400047512
YBR045C	1.582937583
YBR046C	0.59584469
YBR047W	1.071072593
YBR048W	1.319915221
YBR050C	1.0
YBR051W	0.762844979
YBR052C	1.369929835
YBR053C	1.039267459
YBR054W	0.583875738
YBR055C	22.63418453
YBR056W	0.471252092
YBR056W-A	13.02514374
YBR057C	1.027762476
YBR058C	1.045763968
YBR059C	0.672533088
YBR061C	0.778820437
YBR062C	1.255590036
YBR063C	1.235770611
YBR064W	1.167311011
YBR065C	1.098164224
YBR066C	0.896109978
YBR067C	8.481531668
YBR068C	0.530899124
YBR069C	0.371015435
YBR070C	20.23230966
YBR071W	2.491429913
YBR072C-A	29.83902242
YBR072W	1.10687592
YBR073W	1.043591897
YBR074W	1.191991828
YBR076W	1.451183987
YBR077C	0.453388968
YBR078W	0.395843617
YBR080C	13.02489279
YBR081C	1.0
YBR082C	0.421209133
YBR083W	0.846911786
YBR084C-A	0.973906065
YBR084W	0.73683524
YBR085C-A	10.41848621
YBR085W	0.981203732
YBR086C	2.191076055
YBR087W	3.408988447
YBR089C-A	0.335761975
YBR090C	3.68868335
YBR092C	3.054170272
YBR095C	1.912845322
YBR096W	1.040904601
YBR098W	0.922573067
YBR099C	1.133297203
YBR102C	5.814084792
YBR104W	1.208008548
YBR105C	1.024727446
YBR107C	0.666915847
YBR109C	8.217679589
YBR110W	1.0
YBR111C	0.941122833
YBR111W-A	20.11876433
YBR113W	0.406199164
YBR114W	1.0
YBR116C	1.644159982
YBR118W	0.553915103
YBR119W	2.175915239
YBR120C	15.42821828
YBR121C	1.0
YBR123C	1.0
YBR125C	1.175120456
YBR126C	0.306092821
YBR128C	3.725728958
YBR129C	1.311088594
YBR130C	0.409791638
YBR132C	0.796181878
YBR134W	0.786623091
YBR137W	0.676931461
YBR138C	1.162914288
YBR141C	1.28842212
YBR142W	10.62230551
YBR143C	48.63104678
YBR145W	3.577884582
YBR146W	0.329089866
YBR147W	0.822072507
YBR148W	0.824795114
YBR149W	10.62141762
YBR151W	0.637853057
YBR152W	8.218037671
YBR153W	3.473219606
YBR155W	13.02522056
YBR157C	1.72738603
YBR158W	0.455332366
YBR160W	29.11003611
YBR161W	0.528595478
YBR162C	1.0
YBR162W-A	1.158742421
YBR163W	1.0
YBR164C	0.702382073
YBR165W	1.339009134
YBR166C	0.380503034
YBR167C	15.42839532
YBR168W	0.378721362
YBR171W	0.224758301
YBR172C	0.084473485
YBR174C	3.523828601
YBR175W	2.48195236
YBR176W	1.244616186
YBR177C	0.558203322
YBR178W	0.844177939
YBR180W	2.219371778
YBR181C	2.423228984
YBR182C	1.092267084
YBR182C-A	1.0
YBR183W	1.548295609
YBR184W	1.085236108
YBR185C	0.833880211
YBR186W	0.633623203
YBR188C	0.869534307
YBR189W	0.667829731
YBR192W	15.42804801
YBR193C	57.81934458
YBR194W	49.04540859
YBR195C	1.0
YBR196C	3.409266883
YBR197C	1.179969696
YBR198C	0.356564247
YBR199W	0.636143058
YBR200W-A	15.42783841
YBR202W	7.870559589
YBR203W	0.273607328
YBR205W	0.701702838
YBR206W	0.828980646
YBR207W	1.073812743
YBR208C	1.505954822
YBR209W	0.881845638
YBR210W	0.458936143
YBR211C	15.42798194
YBR212W	1.080237624
YBR214W	0.859960759
YBR215W	0.062336679
YBR216C	3.967389513
YBR217W	0.893545827
YBR218C	1.845396433
YBR219C	0.842641008
YBR220C	0.236175035
YBR221W-A	5.597135618
YBR223C	1.447608857
YBR224W	0.853587522
YBR225W	0.78973545
YBR226C	3.02569874
YBR227C	1.0
YBR228W	0.906236952
YBR229C	0.774254564
YBR230C	1.156689996
YBR231C	0.258589562
YBR232C	2.30247317
YBR233W	13.0254952
YBR235W	0.853269045
YBR238C	2.674012257
YBR239C	1.322548929
YBR240C	0.762104905
YBR241C	0.960425399
YBR244W	0.934109367
YBR245C	0.733629033
YBR246W	0.622503333
YBR247C	1.0
YBR248C	1.0
YBR249C	15.42888568
YBR250W	1.129693647
YBR251W	41.90092182
YBR252W	8.217901117
YBR253W	1.0
YBR254C	83.60688946
YBR255W	1.254394608
YBR257W	20.23255498
YBR258C	0.97578517
YBR259W	1.487565523
YBR260C	1.028553515
YBR261C	1.185358474
YBR262C	2.850932692
YBR263W	3.282834431
YBR264C	2.896645853
YBR265W	1.0
YBR266C	2.770621045
YBR267W	8.955910048
YBR269C	0.688563819
YBR270C	1.178667509
YBR271W	0.865097299
YBR273C	1.072711999
YBR274W	15.42811701
YBR275C	1.663223873
YBR276C	0.795153568
YBR277C	1.226984317
YBR278W	2.743100672
YBR279W	8.217979877
YBR280C	0.914882173
YBR281C	0.950658893
YBR282W	13.02542323
YBR283C	0.322522613
YBR284W	0.884604955
YBR285W	1.275396328
YBR286W	1.33815059
YBR287W	0.889630854
YBR288C	1.007887795
YBR289W	0.123933224
YBR290W	0.586840597
YBR291C	1.350112322
YBR292C	1.069352749
YBR293W	0.34425625
YBR295W	1.044878809
YBR296C	2.475432393
YBR296C-A	13.02524442
YBR297W	0.275621511
YBR298C	1.18284813
YBR299W	2.719011956
YBR301W	1.139129078
YCL001W	0.456239147
YCL001W-A	27.19771367
YCL001W-B	10.31555542
YCL002C	13.02598028
YCL004W	10.98065733
YCL009C	0.978271898
YCL010C	1.11160741
YCL011C	0.940968349
YCL014W	0.815321328
YCL016C	1.0
YCL022C	1.213212399
YCL023C	1.336811195
YCL024W	0.466025979
YCL025C	0.674232519
YCL026C-A	2.215942646
YCL026C-B	5.597930145
YCL027W	0.683395171
YCL028W	0.88378628
YCL029C	0.547177547
YCL030C	1.0
YCL031C	1.0
YCL033C	7.870252648
YCL035C	1.418332317
YCL036W	1.392089102
YCL038C	0.987892621
YCL039W	0.383186044
YCL046W	0.94338377
YCL048W	0.958040805
YCL049C	1.127839849
YCL050C	3.616983935
YCL051W	1.695317584
YCL052C	1.0
YCL055W	1.462477567
YCL056C	1.0
YCL057C-A	1.0
YCL057W	1.069683913
YCL061C	0.601162521
YCL063W	1.190952069
YCL064C	0.55303454
YCL069W	0.976480307
YCL076W	1.285708733
YCR001W	0.592664415
YCR003W	1.0
YCR005C	0.281481217
YCR006C	0.160130278
YCR007C	0.756949815
YCR008W	0.981257613
YCR009C	2.460805707
YCR010C	1.79206215
YCR011C	0.954683444
YCR012W	17.83119858
YCR014C	1.000871768
YCR015C	0.939659531
YCR016W	1.237914103
YCR017C	0.791315188
YCR019W	2.171479647
YCR020C	1.033451979
YCR020W-B	1.257002559
YCR021C	0.676612836
YCR022C	0.697515629
YCR023C	0.659655704
YCR024C	15.54464643
YCR024C-A	0.780060421
YCR025C	0.359746772
YCR027C	1.173442316
YCR028C-A	1.117017849
YCR030C	2.158491862
YCR031C	1.784079968
YCR032W	1.012856247
YCR033W	0.680797615
YCR034W	5.160988754
YCR035C	1.0
YCR036W	0.946623813
YCR037C	1.044871488
YCR043C	0.635254883
YCR044C	1.050034354
YCR045C	0.627101644
YCR048W	1.251489702
YCR049C	0.585388023
YCR050C	0.765140855
YCR051W	0.783735822
YCR052W	8.218333112
YCR053W	1.395544316
YCR054C	8.218246845
YCR059C	0.767449598
YCR060W	0.355989958
YCR061W	1.0430433615
YCR063W	0.912138994
YCR065W	0.616576626
YCR067C	0.436531365
YCR068W	0.157790415
YCR069W	1.059677893
YCR071C	0.928759043
YCR073C	1.489326363
YCR073W-A	1.215719168
YCR075C	1.163852996
YCR076C	1.072541358
YCR077C	0.156741344
YCR079W	0.465099617
YCR081W	5.250743717
YCR082W	0.267312826
YCR083W	13.02527726
YCR085W	1.857709661
YCR086W	0.335943805
YCR087C-A	0.824808616
YCR087W	0.942450096
YCR088W	1.673969075
YCR090C	0.520481371
YCR091W	0.898319939
YCR092C	1.119326216
YCR095C	0.484252465
YCR095W-A	5.814368099
YCR098C	0.907527601
YCR099C	1.147943105
YCR100C	1.973122729
YCR101C	0.42227333
YCR102C	2.217307769
YCR102W-A	1.335566869
YCR105W	3.00168785
YCR106W	0.733039956
YCR107W	1.108817494
YDL001W	1.084565862
YDL003W	1.0
YDL004W	1.0
YDL007W	17.83069564
YDL008W	13.02586682
YDL010W	0.875430476
YDL012C	0.648694027
YDL013W	0.233467948
YDL014W	1.0
YDL018C	2.665263015
YDL019C	0.677190084
YDL020C	0.267877678
YDL023C	0.914451135
YDL024C	0.523338641
YDL025C	0.592429301
YDL027C	0.344745052
YDL028C	8.217881773
YDL031W	8.217616792
YDL033C	0.389301196
YDL035C	1.171617041
YDL036C	7.958497777
YDL037C	0.490144185
YDL039C	0.5882422745
YDL043C	1.0
YDL044C	8.218144479
YDL045C	3.408914071
YDL046W	1.0
YDL048C	1.156871663
YDL049C	1.0
YDL050C	0.601513545
YDL051W	0.609209615
YDL052C	0.384455807
YDL054C	0.979023065
YDL055C	0.784886775
YDL056W	1.592872167
YDL059C	1.949142831
YDL060W	3.409221067
YDL063C	1.12727398
YDL064W	8.218522241
YDL066W	0.264143824
YDL067C	1.0
YDL070W	0.683140798
YDL071C	0.747636247
YDL072C	1.0
YDL074C	0.287548219
YDL075W	1.0
YDL076C	0.935671156
YDL077C	0.43918846
YDL078C	0.720065894
YDL079C	1.8847312
YDL080C	0.452897493
YDL081C	2.133203249
YDL082W	1.916502143
YDL083C	1.973518441
YDL084W	1.0
YDL085C-A	40.80356427
YDL085W	0.495506148
YDL086W	0.808406585
YDL087C	1.0
YDL088C	1.85484677
YDL089W	0.861962144
YDL090C	10.14092432
YDL091C	0.150668248
YDL092W	13.02568004
YDL093W	2.126786403
YDL094C	1.219685966
YDL095W	0.574118415
YDL096C	0.556810582
YDL098C	3.133391337
YDL099W	0.53391276
YDL100C	29.59433128
YDL101C	0.35655748
YDL104C	0.668923997
YDL105W	1.0
YDL106C	0.800131665
YDL107W	5.813510716
YDL108W	22.63451398
YDL109C	0.832272731
YDL110C	1.069005713
YDL112W	0.678927929
YDL114W	0.5924499
YDL118W	5.108367739
YDL119C	2.23687277
YDL120W	4.804918002
YDL121C	0.715946441
YDL122W	1.865015936
YDL123W	0.724642208
YDL124W	29.83918792
YDL125C	5.917663572
YDL127W	0.38758639
YDL128W	1.0
YDL129W	8.21885772
YDL130W	1.237029778
YDL130W-A	0.774348731
YDL131W	0.644447061
YDL133C-A	0.931014089
YDL133W	13.02433008
YDL134C	0.492433781
YDL136W	2.394465471
YDL137W	1.0
YDL138W	0.778400805
YDL139C	24.45164956
YDL141W	8.218489119
YDL142C	0.502379262
YDL143W	13.02503741
YDL144C	1.530077218
YDL147W	1.0
YDL149W	0.814675246
YDL150W	1.0
YDL154W	1.038884793
YDL155W	0.437508041
YDL156W	0.850922357
YDL159W	1.0
YDL159W-A	37.04203978
YDL160C	25.0363268
YDL160C-A	21.80336696
YDL161W	0.689521203
YDL162C	0.373706802
YDL164C	0.699172867
YDL165W	1.0
YDL166C	8.21750251
YDL167C	1.0
YDL168W	0.619995694
YDL169C	0.791570349
YDL170W	0.751747467
YDL171C	0.878886327
YDL172C	0.365230494
YDL173W	0.311361782
YDL174C	1.76855536
YDL176W	0.662942156
YDL177C	1.243070037
YDL178W	0.627873603
YDL179W	1.16521817
YDL180W	0.969391502
YDL182W	1.480311819
YDL183C	10.6221319
YDL184C	0.868611244
YDL186W	0.919434298
YDL187C	2.207003549
YDL188C	1.139033498
YDL189W	1.068242819
YDL190C	0.633266283
YDL191W	0.185929811
YDL192W	1.194408827
YDL193W	1.289642883
YDL194W	0.687349166
YDL195W	0.387615694
YDL197C	1.0
YDL199C	0.913667667
YDL200C	3.459404023
YDL201W	1.167294261
YDL202W	0.177761213
YDL203C	1.024846143
YDL204W	1.499380975
YDL209C	1.0
YDL210W	0.76696206
YDL211C	1.444062837
YDL212W	22.63426652
YDL215C	0.689550784
YDL216C	2.387973993
YDL217C	5.813915389
YDL218W	0.800056977
YDL219W	0.35855667
YDL222C	1.319156469
YDL223C	0.135580276
YDL224C	1.062898517
YDL226C	0.710187693
YDL227C	1.578989113
YDL229W	1.152869926
YDL230W	1.233044893
YDL231C	1.205223389
YDL233W	1.694093618
YDL234C	0.317742865
YDL235C	1.0
YDL236W	1.58536558
YDL238C	0.569124199
YDL239C	2.578073968
YDL240W	0.483894996
YDL241W	1.331701269
YDL242W	1.435157752
YDL243C	0.819675369
YDR002W	12.40855148
YDR003W	1.0
YDR003W-A	0.380510827
YDR011W	1.861250382
YDR013W	32.24023904
YDR014W	20.23223312
YDR018C	0.561633849
YDR019C	0.714257975
YDR020C	0.035985281
YDR021W	26.84329882
YDR024W	2.066302191
YDR025W	34.2634113
YDR026C	0.885029908
YDR029W	0.542840496
YDR030C	1.0
YDR031W	3.409208705
YDR032C	39.44276352
YDR033W	1.249946666
YDR034C	1.0
YDR034W-B	15.42850929
YDR035W	0.316004036
YDR036C	0.641207025
YDR037W	1.0
YDR041W	42.37231525
YDR045C	33.07913515
YDR046C	0.806908559
YDR048C	1.279357453
YDR049W	0.448387581
YDR050C	23.91054287
YDR051C	0.954440342
YDR054C	1.0
YDR055W	0.567647455
YDR056C	0.958421537
YDR057W	0.297472019
YDR058C	1.200872602
YDR059C	1.199945659
YDR061W	0.377825379
YDR062W	1.0
YDR063W	0.845560528
YDR064W	20.23251325
YDR066C	0.674388524
YDR067C	0.358204933
YDR068W	1.69009512
YDR070C	0.614263286
YDR071C	1.23411368
YDR072C	0.830579575
YDR073W	0.768470642
YDR074W	0.349597373
YDR076W	0.520022511
YDR079W	1.0
YDR082W	22.17676904
YDR083W	4.996190465
YDR085C	1.234544263
YDR087C	10.1404371
YDR088C	1.0
YDR089W	2.019113206
YDR090C	1.090982577
YDR091C	1.0
YDR092W	13.02430486
YDR093W	0.310820257
YDR094W	0.066910186
YDR095C	0.960609675
YDR096W	2.846100546
YDR097C	2.431362205
YDR098C	2.529461977
YDR099W	0.868623951
YDR100W	0.311412416
YDR101C	2.367392226
YDR102C	2.410356718
YDR103W	1.0
YDR104C	1.259825491
YDR107C	0.817077855
YDR108W	0.085943926
YDR109C	0.706162456
YDR110W	0.895470621
YDR111C	0.743171498
YDR112W	0.921596091
YDR113C	1.0
YDR116C	0.911847218
YDR117C	1.33462882
YDR119W	0.876069062
YDR120C	1.080910359
YDR121W	1.409983865
YDR122W	3.231729465
YDR123C	1.109609421
YDR124W	0.916734389
YDR126W	3.029148591
YDR127W	0.026148598
YDR128W	1.406950685
YDR130C	0.90689356
YDR131C	1.984088728
YDR132C	0.760043088
YDR133C	1.366224056
YDR135C	3.47637765
YDR139C	0.458886201
YDR142C	0.906725693
YDR143C	1.027078771
YDR144C	0.881513224
YDR145W	5.813790358
YDR146C	1.434588201
YDR147W	4.783392978999999
YDR148C	0.732529015
YDR149C	0.65796641
YDR150W	0.537783358
YDR151C	4.036531062
YDR152W	0.932614183
YDR153C	0.926399369
YDR154C	0.589333547
YDR155C	0.92923388
YDR156W	0.798559874
YDR157W	1.355666861
YDR158W	0.29576879
YDR159W	1.326451235
YDR161W	1.421583138
YDR162C	0.432006181
YDR163W	1.330400227
YDR165W	8.124762523
YDR168W	10.62169601
YDR169C	1.064973028
YDR171W	1.120687113
YDR173C	0.334696995
YDR174W	0.301351299
YDR175C	3.408944514
YDR177W	39.44272323
YDR178W	5.813523032
YDR179C	5.813638413
YDR179W-A	2.107256546
YDR181C	0.982661707
YDR182W-A	7.869155414
YDR184C	1.689690543
YDR185C	0.850553006
YDR186C	0.69466399
YDR188W	7.868901348
YDR191W	0.656737566
YDR192C	1.309453913
YDR194W-A	1.0
YDR196C	25.03612257
YDR197W	24.06455229
YDR198C	1.428352766
YDR200C	1.0
YDR201W	1.0
YDR202C	1.419501244
YDR203W	0.984296102
YDR204W	22.63414414
YDR205W	0.743816621
YDR206W	1.586776399
YDR207C	0.882420682
YDR208W	15.42765287
YDR209C	1.041252287
YDR210W	1.064996691
YDR213W	0.827197804
YDR214W	0.563030251
YDR215C	1.338904144
YDR216W	0.459448865
YDR217C	0.224551123
YDR218C	1.148680905
YDR219C	1.025234046
YDR220C	1.960333611
YDR222W	0.463066135
YDR223W	1.484533385
YDR224C	20.967189785
YDR226W	12.40825992
YDR228C	1.0
YDR229W	1.384177066
YDR233C	1.010183161
YDR234W	1.0
YDR236C	6.502208622
YDR237W	8.218690821
YDR239C	0.722769608
YDR240C	8.218415899
YDR241W	1.466531313
YDR242W	1.054431245
YDR243C	1.0
YDR244W	0.94685471
YDR245W	1.042034955
YDR247W	3.877708984
YDR248C	0.80948237
YDR249C	1.014194092
YDR250C	1.036672179
YDR251W	1.003431159
YDR252W	0.575135817
YDR253C	1.092369057
YDR254W	0.538371992
YDR255C	0.672386644
YDR256C	0.84434027
YDR257C	0.589753895
YDR258C	1.096184157
YDR259C	1.323747933
YDR261C	1.528594594
YDR262W	0.639834819
YDR263C	1.25012493
YDR265W	0.532290725
YDR266C	3.473450256
YDR269C	0.885818016
YDR270W	1.0
YDR271C	0.819508735
YDR272W	1.045595921
YDR273W	1.272963374
YDR275W	0.606344066
YDR276C	0.555176227
YDR277C	0.932243969
YDR278C	0.721944898
YDR280W	30.33148015
YDR281C	0.942288683
YDR285W	0.43007763
YDR287W	0.809132223
YDR288W	0.941824998
YDR289C	0.422956968
YDR290W	1.191018067
YDR291W	1.782484737
YDR292C	1.0
YDR293C	0.10585034
YDR294C	0.747513764
YDR297W	1.07877961
YDR299W	8.2175327
YDR304C	1.093198018
YDR305C	0.753414298
YDR306C	0.790635084
YDR307W	0.945555215
YDR308C	10.62222554
YDR309C	0.228459887
YDR310C	0.859603743
YDR312W	1.674847492
YDR313C	1.812483389
YDR314C	0.838651797
YDR315C	0.084905558
YDR316W	0.434817866
YDR317W	0.956718132
YDR319C	1.149734081
YDR320C	0.967898935
YDR320C-A	0.356516392
YDR321W	1.240079794
YDR322C-A	1.0
YDR324C	5.813496792
YDR326C	0.922882506
YDR329C	0.306815762
YDR330W	2.11974099
YDR331W	29.83914675
YDR333C	2.852546706
YDR334W	0.284984687
YDR335W	0.781229953
YDR336W	0.148808455
YDR338C	2.290733594
YDR339C	65.84859417
YDR341C	56.47359819
YDR344C	0.703592341
YDR345C	1.264469941
YDR346C	0.285677239
YDR349C	0.862899186
YDR351W	0.457007522
YDR352W	0.522121915
YDR353W	1.0
YDR354W	0.12145146
YDR356W	1.0
YDR358W	0.160126542
YDR359C	0.121165203
YDR360W	1.067126175
YDR361C	25.03645135
YDR363W	0.733235734
YDR363W-A	0.231145877
YDR367W	1.0
YDR368W	0.335573915
YDR370C	0.518201157
YDR371W	0.320964061
YDR372C	0.18329456
YDR373W	1.0
YDR375C	0.140715114
YDR376W	3.409160094
YDR377W	1.0
YDR378C	1.231253755
YDR379W	0.761619298
YDR381W	22.2905227
YDR383C	1.130654477
YDR384C	0.728071087
YDR385W	0.703294003
YDR386W	0.747888417
YDR387C	0.34976295
YDR388W	0.589072277
YDR389W	0.419552344
YDR390C	1.0
YDR393W	0.671911359
YDR394W	1.0
YDR395W	0.895430654
YDR397C	27.8272475
YDR399W	0.746107391
YDR400W	0.670977388
YDR402C	0.522166983
YDR403W	0.758092655
YDR404C	24.56918448
YDR406W	0.467577672
YDR409W	0.76291163
YDR411C	1.359101568
YDR412W	10.62144635
YDR414C	1.646501385
YDR415C	0.414080765
YDR416W	1.0
YDR419W	3.708667652
YDR421W	0.527343305
YDR422C	1.0
YDR423C	3.549349092
YDR424C	0.557412846
YDR425W	0.561694663
YDR426C	0.503944395
YDR428C	3.237151567
YDR430C	1.012314631
YDR431W	0.586188998
YDR432W	8.217450943
YDR434W	1.0
YDR435C	0.229525825
YDR436W	1.321443402
YDR437W	61.39517705
YDR438W	0.832284886
YDR439W	1.0
YDR440W	0.369464575
YDR441C	3.096978089
YDR444W	1.225956933
YDR445C	1.27312823
YDR446W	0.366810243
YDR447C	1.17178701
YDR449C	14.67502565
YDR450W	10.62225782
YDR451C	1.645727447
YDR452W	0.623627143
YDR455C	0.227280982
YDR456W	10.62188332
YDR458C	0.592595466
YDR459C	0.727098589
YDR460W	13.0253471
YDR461W	1.052579239
YDR463W	0.382393722
YDR465C	0.7331286
YDR466W	1.0
YDR468C	1.0
YDR469W	1.257376484
YDR475C	0.634848635
YDR476C	0.981626446
YDR477W	0.691351773
YDR478W	25.036569
YDR480W	1.294097123
YDR481C	1.467004151
YDR482C	2.524568842
YDR483W	0.807742745
YDR484W	3.408990606
YDR485C	0.7349332595
YDR486C	0.317512604
YDR488C	1.014031913
YDR489W	53.22087067
YDR490C	0.092716132
YDR491C	0.52965249
YDR492W	0.823513641
YDR493W	0.913886324
YDR494W	38.6701207
YDR496C	0.820463602
YDR497C	0.644678713
YDR498C	1.0
YDR499W	40.67741412
YDR500C	8.217738696
YDR501W	1.2054303215
YDR502C	1.801706029
YDR503C	0.876298625
YDR504C	0.904577975
YDR505C	1.466641635
YDR508C	1.32983788
YDR509W	1.075619564
YDR510W	13.02458363
YDR511W	0.717178747
YDR512C	0.802546244
YDR513W	0.871414285
YDR514C	3.409134471
YDR515W	3.449983469
YDR516C	1.031748782
YDR517W	0.835376497
YDR519W	0.797229902
YDR520C	1.161723754
YDR522C	0.946998461
YDR523C	3.408960614
YDR524C	0.813881473
YDR524W-C	2.597928015
YDR525W	1.568396509
YDR525W-A	2.312004357
YDR527W	20.33535366
YDR528W	1.093352805
YDR529C	25.03620484
YDR530C	2.590615867
YDR531W	14.95053989
YDR532C	0.16437368
YDR533C	1.165732546
YDR534C	0.773875813
YDR535C	1.502126369
YDR536W	1.678696936
YDR537C	1.049986158
YDR538W	4.098880817
YDR539W	3.733993346
YDR540C	0.644379614
YDR541C	1.111465014
YEL001C	2.36546915
YEL002C	17.8305796
YEL004W	1.168023725
YEL005C	2.259754856
YEL006W	0.530906715
YEL008W	0.406188811
YEL009C	3.269136735
YEL010W	0.168233173
YEL011W	0.298987553
YEL012W	0.932812691
YEL013W	0.430894597
YEL014C	1.048864209
YEL015W	0.595518699
YEL016C	2.162796607
YEL017C-A	0.84049784
YEL017W	1.603201315
YEL019C	27.43775278
YEL020C	0.768563022
YEL023C	1.13870685
YEL025C	0.745404398
YEL026W	22.6343898
YEL028W	0.902656039
YEL030W	1.0
YEL033W	0.914897457
YEL034W	58.64734159
YEL035C	3.965089642
YEL037C	1.591917854
YEL038W	0.801490635
YEL039C	0.926727198
YEL040W	0.805972233
YEL041W	1.084252764
YEL042W	1.211410629
YEL043W	0.537226109
YEL046C	1.0
YEL047C	0.984051546
YEL048C	0.877383735
YEL049W	1.506344201
YEL052W	0.807034755
YEL053C	0.970341057
YEL055C	8.217587391
YEL056W	0.948708969
YEL057C	0.768225292
YEL058W	8.217556414
YEL059W	1.154508915
YEL061C	0.118735039
YEL064C	0.286939337
YEL066W	1.00564916
YEL067C	0.948610863
YEL068C	0.885603184
YEL071W	0.8139043
