Filter 8: 620 Oct/28 12:30am HLKU
 0.222	 0.234	 0.192	 0.238	 0.225	 0.271	 0.077	 0.279	 0.237	 0.238	 0.320	 0.283
 0.251	 0.251	 0.242	 0.207	 0.226	 0.220	 0.276	 0.248	 0.229	 0.243	 0.231	 0.258
 0.229	 0.271	 0.267	 0.231	 0.249	 0.219	 0.148	 0.248	 0.276	 0.268	 0.216	 0.123
 0.172	 0.252	 0.239	 0.202	 0.263	 0.218	 0.228	 0.232	 0.260	 0.101	 0.216	 0.105
 0.175	 0.226	 0.221	 0.223	 0.220	 0.220	 0.224	 0.217	 0.251	 0.227	 0.286	 0.268
 0.105	 0.073	 0.248	 0.194	 0.232	 0.255	 0.207	 0.225	 0.254	 0.236	 0.133	 0.076
 0.228	 0.221	 0.244	 0.215	 0.235	 0.214	 0.215	 0.197	 0.224	 0.237	 0.249	 0.299
 0.195	 0.203	 0.220	 0.230	 0.207	 0.234	 0.248	 0.232	 0.238	 0.204	 0.232	 0.214

Filter 8: 620 H-LKU+no Trp
 0.110	 0.086	 0.085	 0.097	 0.079	 0.087	 0.072	 0.078	 0.073	 0.073	 0.071	 0.080
 0.071	 0.072	 0.074	 0.072	 0.074	 0.070	 0.076	 0.073	 0.072	 0.072	 0.069	 0.070
 0.069	 0.072	 0.081	 0.078	 0.075	 0.075	 0.071	 0.071	 0.073	 0.068	 0.070	 0.070
 0.070	 0.070	 0.073	 0.078	 0.075	 0.074	 0.076	 0.074	 0.074	 0.089	 0.069	 0.070
 0.069	 0.071	 0.072	 0.077	 0.077	 0.077	 0.077	 0.081	 0.088	 0.075	 0.078	 0.082
 0.069	 0.073	 0.103	 0.087	 0.083	 0.098	 0.086	 0.082	 0.081	 0.074	 0.073	 0.073
 0.075	 0.083	 0.089	 0.092	 0.082	 0.099	 0.101	 0.078	 0.077	 0.090	 0.074	 0.080
 0.077	 0.073	 0.108	 0.076	 0.080	 0.099	 0.104	 0.084	 0.088	 0.083	 0.083	 0.079

Filter 8: 620 H-LKU+trp
 0.078	 0.078	 0.077	 0.081	 0.077	 0.074	 0.072	 0.077	 0.075	 0.074	 0.072	 0.077
 0.072	 0.072	 0.074	 0.075	 0.074	 0.070	 0.077	 0.084	 0.084	 0.074	 0.089	 0.078
 0.071	 0.074	 0.087	 0.082	 0.090	 0.087	 0.086	 0.074	 0.089	 0.087	 0.076	 0.071
 0.068	 0.070	 0.079	 0.073	 0.074	 0.074	 0.075	 0.075	 0.071	 0.082	 0.069	 0.069
 0.071	 0.071	 0.071	 0.075	 0.079	 0.084	 0.078	 0.076	 0.083	 0.082	 0.075	 0.081
 0.069	 0.071	 0.074	 0.076	 0.078	 0.079	 0.078	 0.076	 0.074	 0.074	 0.071	 0.072
 0.072	 0.071	 0.073	 0.071	 0.073	 0.073	 0.076	 0.076	 0.074	 0.072	 0.071	 0.077
 0.072	 0.072	 0.108	 0.075	 0.077	 0.076	 0.076	 0.076	 0.081	 0.091	 0.085	 0.081


