ORF	hap a | cytosolic pH | standard [standard] | Orij R~Smits GJ, 2012
YLR337C	7.000
YLR338W	6.929
YLR341W	7.049
YLR342W	6.981
YLR343W	7.055
YLR344W	7.078
YLR345W	7.017
YLR346C	7.041
YLR348C	7.156
YLR349W	7.024
YLR350W	7.084
YLR351C	7.070
YLR352W	7.082
YLR353W	7.046
YLR354C	7.061
YLR356W	7.071
YLR357W	6.601
YLR360W	6.974
YLR361C	7.021
YLR362W	6.010
YLR363C	7.088
YLR364W	7.081
YLR365W	7.090
YLR366W	7.128
YLR367W	7.032
YLR368W	7.091
YLR370C	7.076
YLR371W	7.118
YLR372W	7.003
YLR373C	7.073
YLR374C	7.051
YLR375W	7.069
YLR376C	7.121
YLR377C	7.098
YLR380W	7.068
YLR381W	7.075
YLR384C	6.998
YLR385C	7.066
YLR386W	7.054
YLR387C	7.087
YLR388W	7.078
YLR389C	7.053
YLR390W	7.110
YLR390W-A	7.111
YLR392C	7.070
YLR393W	7.132
YLR394W	7.080
YLR395C	7.065
YLR398C	7.066
YLR400W	7.056
YLR401C	7.046
YLR402W	7.080
YLR404W	7.116
YLR405W	7.072
YLR406C	7.125
YLR407W	7.093
YLR408C	7.071
YLR410W	7.012
YLR412W	7.032
YLR413W	7.089
YLR414C	7.094
YLR415C	7.096
YLR416C	7.089
YLR418C	7.077
YLR420W	5.611
YLR421C	7.064
YLR422W	7.062
YLR423C	7.068
YLR425W	7.112
YLR426W	7.080
YLR427W	7.050
YLR428C	6.987
YLR429W	7.021
YLR431C	7.064
YLR432W	7.109
YLR433C	7.069
YLR434C	7.074
YLR435W	7.053
YLR436C	7.044
YLR437C	7.078
YLR438W	7.059
YLR441C	7.059
YLR442C	7.571
YLR443W	7.083
YLR444C	7.010
YLR445W	7.069
YLR446W	7.086
YLR448W	6.980
YLR449W	7.103
YLR450W	7.120
YLR451W	7.152
YLR452C	7.057
YLR453C	7.042
YLR454W	7.003
YLR455W	7.010
YLR456W	7.036
YLR460C	7.087
YLR461W	7.060
YML001W	7.148
YML002W	7.095
YML003W	7.046
YML004C	7.086
YML005W	7.056
YML006C	7.028
YML007W	7.056
YML008C	7.112
YML009C	7.075
YML009C-A	7.121
YML011C	7.135
YML012W	7.151
YML012C-A	7.008
YML013W	7.037
YML016C	7.125
YML017W	7.148
YML018C	7.068
YML019W	7.066
YML020W	7.135
YML021C	7.131
YML022W	7.112
YML026C	7.094
YML027W	7.052
YML028W	7.090
YML029W	7.091
YML030W	7.098
YML032C	7.117
YML034W	7.051
YML035C	7.142
YML034C-A	7.051
YML036W	7.108
YML037C	7.113
YML038C	7.075
YML041C	9.146
YML042W	7.148
YML047C	7.108
YML048W	7.074
YML047W-A	7.089
YML050W	7.036
YML051W	7.042
YML052W	7.030
YML053C	7.116
YML054C	7.045
YML055W	7.086
YML056C	7.073
YML057W	7.083
YML057C-A	7.059
YML058W	7.101
YML059C	7.058
YML060W	7.026
YML062C	7.064
YML063W	7.062
YML066C	6.930
YML067C	7.048
YML068W	7.069
YML070W	7.116
YML071C	7.054
YML072C	7.122
YML074C	7.081
YML075C	7.111
YML076C	7.100
YML081C-A	7.047
YML090W	7.028
YML094W	7.091
YML095C	7.025
YML096W	7.122
YML097C	7.044
YML099C	7.082
YML100W	7.058
YML099W-A	7.082
YML101C	7.140
YML101C-A	7.079
YML102W	7.071
YML103C	7.049
YML104C	7.058
YML106W	6.419
YML107C	6.992
YML108W	7.056
YML109W	7.065
YML111W	7.008
YML112W	7.001
YML113W	7.123
YML116W	7.089
YML117W	7.051
YML116W-A	7.077
YML118W	7.084
YML119W	7.023
YML120C	7.086
YML121W	7.030
YML122C	7.095
YML123C	7.089
YML124C	7.088
YML128C	7.029
YML129C	6.935
YML131W	7.115
YMR002W	7.075
YMR003W	7.094
YMR004W	7.082
YMR006C	7.125
YMR007W	7.094
YMR008C	7.073
YMR009W	7.069
YMR010W	7.123
YMR011W	7.079
YMR012W	7.101
YMR015C	7.081
YMR016C	7.102
YMR017W	7.077
YMR018W	7.100
YMR019W	7.075
YMR020W	7.068
YMR021C	6.994
YMR022W	7.085
YMR023C	7.114
YMR025W	7.104
YMR026C	7.080
YMR027W	7.104
YMR029C	7.130
YMR030W	7.090
YMR031C	7.081
YMR031W-A	7.005
YMR034C	7.023
YMR035W	7.071
YMR036C	7.042
YMR037C	7.071
YMR038C	6.879
YMR039C	7.013
YMR040W	7.019
YMR041C	7.039
YMR042W	7.073
YMR044W	7.002
YMR048W	7.061
YMR052C-A	7.011
YMR052W	7.024
YMR053C	7.059
YMR054W	7.092
YMR055C	7.039
YMR056C	7.062
YMR057C	7.096
YMR058W	7.046
YMR060C	7.034
YMR063W	7.093
YMR065W	7.102
YMR067C	7.058
YMR068W	7.094
YMR070W	7.105
YMR073C	7.037
YMR074C	6.929
YMR075C-A	7.103
YMR075W	7.099
YMR078C	7.076
YMR080C	7.055
YMR085W	7.073
YMR086C-A	7.011
YMR086W	7.057
YMR087W	7.048
YMR088C	7.151
YMR092C	7.051
YMR095C	7.100
YMR096W	7.104
YMR099C	7.070
YMR100W	7.147
YMR101C	7.090
YMR102C	7.054
YMR103C	7.056
YMR104C	7.098
YMR105C	7.093
YMR106C	7.095
YMR107W	6.975
YMR109W	7.062
YMR110C	7.093
YMR111C	7.093
YMR114C	7.117
YMR115W	7.054
YMR116C	7.031
YMR118C	6.983
YMR119W	7.046
YMR119W-A	7.052
YMR120C	7.068
YMR121C	7.049
YMR122C	7.081
YMR123W	6.981
YMR124W	7.059
YMR126C	7.104
YMR127C	7.038
YMR129W	7.066
YMR130W	7.082
YMR132C	7.070
YMR133W	7.103
YMR135C	7.111
YMR135W-A	7.099
YMR136W	7.072
YMR137C	7.052
YMR138W	7.077
YMR139W	7.096
YMR140W	7.037
YMR141C	7.076
YMR143W	7.073
YMR144W	7.063
YMR145C	6.970
YMR147W	6.977
YMR148W	6.987
YMR152W	6.995
YMR153C-A	7.025
YMR153W	6.979
YMR154C	7.030
YMR155W	7.014
YMR156C	7.028
YMR157C	7.033
YMR158C-A	7.039
YMR158W-B	7.036
YMR159C	7.073
YMR160W	6.987
YMR161W	7.029
YMR162C	7.015
YMR163C	7.015
YMR164C	7.008
YMR165C	6.991
YMR166C	7.005
YMR167W	7.025
YMR169C	7.027
YMR170C	7.028
YMR171C	6.957
YMR172C-A	6.996
YMR172W	7.067
YMR173W	7.071
YMR173W-A	7.047
YMR174C	7.178
YMR175W	7.091
YMR176W	7.029
YMR177W	7.055
YMR178W	7.053
YMR179W	6.982
YMR180C	7.040
YMR181C	7.001
YMR182C	7.001
YMR183C	7.096
YMR186W	7.067
YMR187C	7.083
YMR188C	7.053
YMR189W	7.034
YMR190C	7.060
YMR191W	7.047
YMR192W	7.028
YMR193C-A	7.027
YMR194C-A	7.009
YMR194W	7.040
YMR195W	7.076
YMR196W	7.062
YMR198W	7.027
YMR199W	7.079
YMR201C	7.092
YMR202W	7.011
YMR204C	7.052
YMR205C	6.966
YMR206W	7.028
YMR207C	7.015
YMR209C	7.047
YMR210W	7.052
YMR214W	7.089
YMR215W	7.066
YMR216C	7.020
YMR219W	7.071
YMR221C	7.075
YMR222C	7.053
YMR223W	6.931
YMR224C	6.944
YMR225C	7.029
YMR226C	7.005
YMR230W	7.052
YMR232W	7.044
YMR233W	7.093
YMR234W	7.083
YMR237W	7.081
YMR238W	7.061
YMR241W	7.002
YMR243C	7.023
YMR244C-A	7.031
YMR244W	7.012
YMR245W	7.061
YMR246W	7.062
YMR247C	7.035
YMR250W	7.049
YMR251W	7.068
YMR251W-A	7.031
YMR252C	7.050
YMR253C	6.999
YMR254C	7.046
YMR255W	6.994
YMR256C	13.368
YMR258C	7.067
YMR259C	7.064
YMR261C	7.124
YMR262W	7.050
YMR263W	7.019
YMR264W	7.058
YMR265C	7.057
YMR266W	7.073
YMR269W	7.081
YMR271C	7.000
YMR272C	6.987
YMR273C	7.048
YMR274C	7.097
YMR275C	7.050
YMR276W	7.034
YMR278W	7.025
YMR279C	7.031
YMR280C	7.063
YMR282C	7.035
YMR283C	7.010
YMR284W	7.038
YMR285C	7.038
YMR289W	7.072
YMR291W	7.085
YMR292W	7.103
YMR294W	7.042
YMR294W-A	7.050
YMR295C	7.071
YMR297W	7.066
YMR299C	7.015
YMR300C	7.018
YMR302C	7.035
YMR303C	7.012
YMR304C-A	7.062
YMR304W	7.058
YMR305C	7.113
YMR306C-A	7.043
YMR306W	7.039
YMR307W	7.039
YMR310C	7.092
YMR311C	7.082
YMR312W	7.030
YMR313C	7.054
YMR315W	7.054
YMR316C-A	7.027
YMR316C-B	7.017
YMR316W	7.085
YMR317W	7.067
YMR318C	7.079
YMR319C	7.039
YMR320W	7.087
YMR322C	7.043
YMR326C	7.042
YNL001W	7.130
YNL003C	6.997
YNL004W	7.047
YNL008C	7.081
YNL009W	7.016
YNL010W	7.056
YNL011C	6.952
YNL012W	7.034
YNL013C	7.028
YNL014W	6.959
YNL015W	7.032
YNL016W	7.031
YNL020C	7.085
YNL021W	7.011
YNL022C	7.005
YNL023C	6.979
YNL024C	7.015
YNL027W	7.033
YNL028W	6.996
YNL029C	7.039
YNL030W	7.042
YNL031C	7.049
YNL032W	7.055
YNL034W	7.031
YNL035C	6.979
YNL037C	7.029
YNL040W	7.006
YNL041C	7.056
YNL042W	6.914
YNL043C	7.031
YNL044W	7.054
YNL045W	7.006
YNL046W	7.059
YNL047C	6.975
YNL049C	7.076
YNL050C	7.042
YNL051W	7.024
YNL052W	7.011
YNL053W	6.999
YNL054W	7.081
YNL056W	7.006
YNL057W	7.033
YNL058C	7.097
YNL063W	7.052
YNL064C	7.005
YNL065W	7.104
YNL066W	7.020
YNL067W	7.034
YNL068C	7.032
YNL069C	7.013
YNL070W	7.052
YNL071W	7.095
YNL072W	7.070
YNL074C	7.047
YNL076W	7.113
YNL077W	7.055
YNL078W	7.101
YNL079C	7.060
YNL080C	7.047
YNL081C	7.040
YNL082W	7.074
YNL083W	7.114
YNL085W	7.043
YNL086W	7.004
YNL087W	7.061
YNL089C	7.105
YNL090W	7.043
YNL091W	7.057
YNL092W	7.095
YNL093W	7.079
YNL094W	7.070
YNL095C	7.042
YNL096C	7.017
YNL097C	7.068
YNL098C	7.107
YNL099C	7.094
YNL100W	7.034
YNL101W	7.128
YNL104C	7.073
YNL105W	7.093
YNL106C	7.036
YNL107W	7.070
YNL108C	7.113
YNL109W	6.990
YNL111C	6.946
YNL115C	7.074
YNL116W	7.081
YNL117W	7.056
YNL119W	7.089
YNL120C	7.108
YNL121C	7.039
YNL122C	7.085
YNL123W	7.068
YNL125C	7.087
YNL127W	7.093
YNL128W	7.089
YNL129W	7.085
YNL130C	6.969
YNL134C	6.987
YNL135C	6.949
YNL136W	6.960
YNL140C	6.975
YNL141W	6.962
YNL142W	6.965
YNL143C	7.015
YNL144C	7.022
YNL145W	7.011
YNL146W	6.983
YNL147W	7.002
YNL153C	6.970
YNL154C	7.002
YNL155W	6.979
YNL156C	7.025
YNL157W	7.063
YNL159C	7.068
YNL162W	7.009
YNL164C	6.997
YNL165W	7.091
YNL166C	7.006
YNL167C	7.011
YNL168C	6.987
YNL169C	7.027
YNL170W	7.007
YNL171C	6.950
YNL173C	7.028
YNL175C	7.024
YNL176C	7.078
YNL179C	7.038
YNL180C	6.901
YNL183C	7.031
YNL187W	7.034
YNL190W	6.994
YNL191W	7.025
YNL192W	7.026
YNL193W	7.077
YNL194C	7.027
YNL195C	7.026
YNL196C	7.035
YNL197C	6.330
YNL198C	6.974
YNL199C	6.965
YNL200C	7.057
YNL201C	7.069
YNL202W	7.087
YNL203C	7.100
YNL204C	7.053
YNL205C	7.029
YNL206C	6.992
YNL208W	7.019
YNL211C	7.052
YNL212W	7.041
YNL214W	7.017
YNL215W	7.023
YNL217W	7.015
YNL218W	7.060
YNL219C	7.078
YNL223W	7.080
YNL224C	7.077
YNL226W	7.031
YNL227C	6.980
YNL228W	7.057
YNL229C	7.069
YNL230C	7.084
YNL231C	7.061
YNL233W	7.043
YNL234W	7.044
YNL235C	7.081
YNL236W	7.022
YNL237W	7.084
YNL238W	7.095
YNL239W	7.049
YNL241C	7.004
YNL242W	7.087
YNL246W	7.056
YNL249C	7.077
YNL253W	7.031
YNL254C	6.975
YNL255C	6.993
YNL257C	7.021
YNL259C	6.959
YNL265C	6.990
YNL266W	6.959
YNL268W	6.964
YNL270C	7.004
YNL271C	6.997
YNL273W	6.988
YNL274C	6.951
YNL275W	7.036
YNL277W	6.999
YNL278W	6.963
YNL279W	6.981
YNL280C	7.082
YNL281W	7.038
YNL283C	7.006
YNL284C	7.008
YNL285W	6.997
YNL286W	6.981
YNL288W	7.011
YNL289W	8.399
YNL291C	7.042
YNL292W	7.046
YNL293W	7.041
YNL294C	7.036
YNL295W	7.018
YNL296W	7.076
YNL297C	7.034
YNL298W	7.073
YNL299W	7.020
YNL300W	7.079
YNL301C	7.034
YNL302C	7.044
YNL303W	7.055
YNL304W	7.056
YNL305C	7.037
YNL307C	7.028
YNL309W	7.046
YNL311C	7.025
YNL314W	7.083
YNL315C	7.012
YNL316C	7.053
YNL318C	7.036
YNL319W	7.045
YNL320W	7.095
YNL321W	7.077
YNL322C	7.055
YNL323W	7.043
YNL324W	7.077
YNL325C	7.107
YNL326C	7.073
YNL327W	7.065
YNL328C	7.063
YNL329C	7.056
YNL330C	7.070
YNL332W	7.026
YNL333W	7.077
YNL334C	7.086
YNL335W	7.116
YNL336W	7.067
YNL338W	7.055
YNL339C	7.006
YNR001C	7.068
YNR002C	7.086
YNR004W	7.044
YNR005C	7.064
YNR006W	7.112
YNR007C	7.142
YNR008W	7.086
YNR009W	7.099
YNR010W	7.017
YNR012W	7.090
YNR013C	7.067
YNR014W	7.080
YNR015W	7.114
YNR018W	7.069
YNR019W	7.013
YNR020C	7.049
YNR021W	7.050
YNR022C	7.064
YNR024W	7.058
YNR025C	7.094
YNR027W	7.059
YNR028W	7.041
YNR029C	7.057
YNR030W	7.022
YNR031C	7.025
YNR032C-A	7.034
YNR032W	7.053
YNR033W	6.973
YNR034W	7.077
YNR039C	7.119
YNR040W	7.105
YNR041C	7.158
YNR042W	7.088
YNR044W	7.013
YNR045W	7.057
YNR047W	7.102
YNR048W	7.081
YNR049C	7.052
YNR050C	6.958
YNR051C	7.008
YNR055C	7.097
YNR056C	7.102
YNR057C	7.091
YNR058W	7.046
YNR059W	7.149
YNR060W	7.087
YNR061C	7.056
YNR062C	7.082
YNR063W	7.042
YNR064C	7.057
YNR065C	7.066
YNR066C	7.105
YNR067C	7.082
YNR069C	7.016
YNR071C	7.048
YNR072W	7.072
YNR073C	7.062
YNR074C	7.080
YNR075W	7.082
YOL001W	7.080
YOL002C	7.006
YOL003C	6.996
YOL004W	6.971
YOL006C	7.075
YOL007C	7.076
YOL008W	7.052
YOL009C	9.407
YOL011W	7.104
YOL012C	7.088
YOL013C	7.064
YOL013W-B	7.071
YOL014W	7.065
YOL015W	7.061
YOL016C	7.081
YOL017W	7.074
YOL018C	7.110
YOL019W	7.066
YOL020W	7.086
YOL024W	7.096
YOL025W	7.086
YOL027C	7.058
YOL028C	7.064
YOL029C	7.024
YOL030W	7.021
YOL031C	7.047
YOL032W	7.038
YOL035C	7.028
YOL036W	7.029
YOL037C	7.025
YOL039W	7.048
YOL041C	7.108
YOL042W	7.034
YOL043C	7.047
YOL044W	7.019
YOL045W	6.977
YOL046C	7.023
YOL047C	7.051
YOL048C	7.033
YOL049W	6.998
YOL050C	7.096
YOL052C	6.911
YOL052C-A	7.046
YOL053W	7.035
YOL054W	7.058
YOL055C	7.012
YOL056W	7.034
YOL057W	7.309
YOL058W	6.320
YOL059W	7.077
YOL060C	7.089
YOL061W	7.078
YOL062C	7.088
YOL063C	7.074
YOL064C	7.020
YOL065C	7.068
YOL067C	7.041
YOL068C	7.045
YOL070C	7.110
YOL071W	7.082
YOL073C	7.016
YOL075C	7.136
YOL079W	7.096
YOL080C	7.106
YOL081W	7.038
YOL082W	7.093
YOL083W	7.108
YOL084W	7.104
YOL085C	7.014
YOL086C	7.047
YOL087C	7.054
YOL088C	7.068
YOL089C	7.113
YOL090W	7.093
YOL091W	7.076
YOL092W	7.061
YOL093W	7.101
YOL095C	7.240
YOL098C	7.088
YOL099C	7.093
YOL101C	7.071
YOL103W	7.027
YOL104C	7.065
YOL105C	7.164
YOL106W	7.107
YOL107W	7.250
YOL108C	6.434
YOL109W	7.087
YOL110W	7.103
YOL111C	7.078
YOL112W	7.118
YOL113W	7.078
YOL114C	7.225
YOL115W	6.277
YOL116W	7.341
YOL117W	7.198
YOL118C	7.088
YOL119C	7.093
YOL121C	7.068
YOL122C	7.088
YOL124C	7.078
YOL126C	7.032
YOL128C	7.054
YOL129W	6.995
YOL131W	7.099
YOL132W	7.116
YOL136C	7.034
YOL137W	7.079
YOL138C	7.051
YOL141W	7.080
YOL147C	7.079
YOL150C	7.036
YOL151W	7.056
YOL152W	7.043
YOL153C	6.999
YOL155C	6.994
YOL158C	7.015
YOL159C	6.990
YOL160W	7.021
YOL162W	7.014
YOL163W	6.941
YOR001W	7.011
YOR002W	7.031
YOR003W	7.044
YOR005C	6.983
YOR006C	6.992
YOR007C	7.026
YOR008C	7.052
YOR008C-A	7.053
YOR009W	7.012
YOR010C	7.053
YOR011W	7.075
YOR012W	7.101
YOR013W	7.038
YOR014W	7.019
YOR015W	6.990
YOR016C	7.023
YOR017W	7.032
YOR018W	7.038
YOR019W	7.044
YOR021C	7.036
YOR022C	7.044
YOR023C	7.032
YOR024W	7.045
YOR025W	7.085
YOR026W	7.066
YOR027W	7.110
YOR028C	7.002
YOR029W	7.013
YOR030W	7.131
YOR031W	7.094
YOR032C	7.086
YOR033C	7.072
YOR034C	7.102
YOR035C	7.013
YOR037W	7.018
YOR038C	7.054
YOR039W	7.186
YOR040W	7.048
YOR041C	7.069
YOR042W	7.084
YOR043W	7.127
YOR044W	7.060
YOR045W	7.062
YOR047C	7.043
YOR049C	7.071
YOR050C	7.072
YOR051C	7.050
YOR052C	7.029
YOR053W	7.063
YOR054C	6.959
YOR055W	7.056
YOR058C	7.048
YOR059C	7.035
YOR061W	7.086
YOR062C	7.055
YOR064C	7.065
YOR065W	7.121
YOR066W	8.375
YOR067C	7.055
YOR068C	7.045
YOR069W	7.052
YOR070C	7.069
YOR071C	7.104
YOR072W	7.056
YOR076C	7.014
YOR078W	7.046
YOR079C	7.031
YOR080W	7.262
YOR081C	7.045
YOR082C	7.092
YOR083W	7.224
YOR084W	7.008
YOR085W	7.010
YOR086C	6.996
YOR087W	6.966
YOR089C	6.949
YOR090C	7.000
YOR091W	6.972
YOR092W	6.976
YOR093C	7.000
YOR094W	6.941
YOR097C	6.989
YOR099W	7.006
YOR100C	7.204
YOR101W	7.016
YOR104W	7.005
YOR105W	7.065
YOR106W	7.094
YOR107W	7.045
YOR108W	7.046
YOR109W	7.140
YOR111W	7.007
YOR112W	6.991
YOR113W	7.064
YOR114W	7.041
YOR115C	7.047
YOR118W	7.039
YOR120W	7.054
YOR121C	7.078
YOR123C	7.057
YOR124C	7.073
YOR125C	6.989
YOR126C	7.056
YOR127W	7.015
YOR128C	6.993
YOR129C	7.017
YOR131C	7.048
YOR132W	7.028
YOR133W	7.055
YOR134W	7.110
YOR135C	7.079
YOR136W	7.050
YOR137C	7.060
YOR138C	7.058
YOR139C	7.110
YOR140W	7.077
YOR141C	6.656
YOR142W	7.006
YOR144C	7.107
YOR152C	7.064
YOR153W	7.091
YOR154W	7.015
YOR155C	6.901
YOR156C	7.116
YOR158W	6.969
YOR161C	7.082
YOR162C	7.025
YOR163W	6.981
YOR164C	6.979
YOR165W	7.003
YOR166C	7.049
YOR167C	7.076
YOR170W	7.105
YOR171C	7.115
YOR172W	7.105
YOR173W	7.142
YOR175C	7.099
YOR177C	7.070
YOR178C	7.026
YOR179C	7.121
YOR180C	6.966
YOR182C	7.103
YOR183W	7.011
YOR184W	7.066
YOR185C	7.117
YOR186W	7.121
YOR188W	7.081
YOR189W	7.173
YOR190W	7.085
YOR191W	7.041
YOR192C	7.013
YOR193W	6.985
YOR195W	7.011
YOR196C	7.093
YOR197W	7.000
YOR208W	7.003
YOR209C	7.005
YOR212W	6.759
YOR213C	6.992
YOR214C	7.020
YOR215C	7.007
YOR216C	7.049
YOR219C	6.991
YOR220W	6.952
YOR221C	6.997
YOR222W	6.959
YOR223W	7.038
YOR225W	7.062
YOR226C	7.056
YOR227W	7.049
YOR228C	7.079
YOR229W	7.032
YOR230W	7.034
YOR231W	7.008
YOR233W	7.015
YOR234C	7.009
YOR235W	6.975
YOR237W	7.028
YOR238W	7.045
YOR239W	7.016
YOR242C	7.078
YOR243C	7.029
YOR245C	7.020
YOR246C	7.033
YOR247W	7.049
YOR248W	7.001
YOR251C	7.039
YOR252W	7.008
YOR253W	6.943
YOR255W	7.084
YOR263C	7.043
YOR264W	7.071
YOR265W	7.030
YOR266W	7.020
YOR267C	7.027
YOR268C	7.063
YOR269W	7.027
YOR270C	7.019
YOR271C	7.003
YOR273C	7.055
YOR274W	7.014
YOR275C	7.072
YOR276W	7.003
YOR277C	7.043
YOR279C	7.044
YOR280C	7.048
YOR283W	7.062
YOR284W	7.156
YOR285W	7.028
YOR286W	7.019
YOR288C	7.034
YOR289W	7.057
YOR291W	7.050
YOR292C	7.046
YOR293W	7.043
YOR296W	7.022
YOR297C	7.047
YOR298C-A	7.048
YOR298W	7.043
YOR299W	7.031
YOR300W	7.001
YOR301W	6.991
YOR302W	7.015
YOR303W	6.996
YOR304C-A	7.008
YOR304W	6.935
YOR306C	7.001
YOR307C	7.097
YOR308C	7.010
YOR309C	7.009
YOR311C	6.995
YOR312C	6.721
YOR313C	7.034
YOR314W	7.023
YOR315W	7.016
YOR316C	7.019
YOR317W	7.036
YOR318C	7.031
YOR320C	6.985
YOR321W	7.036
YOR322C	7.046
YOR324C	7.018
YOR325W	7.011
YOR327C	7.015
YOR328W	7.037
YOR333C	7.019
YOR334W	7.033
YOR337W	7.091
YOR338W	7.079
YOR339C	7.098
YOR342C	7.083
YOR343C	7.017
YOR344C	7.035
YOR345C	7.007
YOR346W	7.053
YOR347C	7.050
YOR348C	7.080
YOR349W	7.183
YOR350C	7.007
YOR351C	7.131
YOR352W	7.062
YOR354C	7.057
YOR355W	7.103
YOR356W	7.062
YOR357C	7.047
YOR358W	7.081
YOR359W	7.063
YOR360C	7.076
YOR363C	7.005
YOR364W	7.062
YOR365C	7.083
YOR366W	7.009
YOR367W	7.084
YOR368W	7.051
YOR371C	7.074
YOR374W	7.054
YOR375C	7.049
YOR376W	7.070
YOR377W	7.022
YOR378W	7.049
YOR379C	7.012
YOR380W	7.084
YOR381W	7.096
YOR382W	7.127
YOR383C	7.082
YOR384W	7.082
YOR385W	7.059
YOR386W	7.077
YPL001W	7.080
YPL003W	7.087
YPL004C	7.105
YPL008W	7.028
YPL009C	7.034
YPL014W	7.070
YPL015C	7.041
YPL017C	7.086
YPL018W	7.028
YPL019C	7.075
YPL021W	7.059
YPL022W	7.059
YPL023C	7.080
YPL024W	7.035
YPL025C	7.055
YPL026C	7.131
YPL027W	7.026
YPL030W	7.046
YPL032C	7.019
YPL033C	7.081
YPL034W	7.048
YPL035C	7.047
YPL036W	7.062
YPL037C	7.054
YPL038W	7.084
YPL039W	7.037
YPL041C	7.078
YPL046C	7.058
YPL047W	6.855
YPL048W	6.975
YPL051W	7.006
YPL052W	6.966
YPL053C	7.004
YPL054W	7.022
YPL055C	6.987
YPL056C	7.003
YPL057C	7.042
YPL058C	7.004
YPL060W	6.973
YPL061W	7.039
YPL062W	6.984
YPL064C	6.987
YPL066W	7.022
YPL067C	7.016
YPL068C	7.019
YPL069C	7.017
YPL070W	6.969
YPL071C	7.011
YPL072W	7.077
YPL073C	7.021
YPL074W	6.993
YPL079W	6.961
YPL080C	7.022
YPL081W	7.017
YPL086C	6.986
YPL087W	7.029
YPL088W	7.040
YPL089C	6.992
YPL090C	6.934
YPL091W	7.032
YPL092W	6.979
YPL095C	6.995
YPL096W	6.985
YPL098C	7.063
YPL099C	7.046
YPL100W	7.051
YPL101W	7.025
YPL102C	6.995
YPL103C	7.058
YPL105C	7.039
YPL106C	6.992
YPL107W	7.000
YPL108W	6.978
YPL109C	7.011
YPL110C	7.101
YPL111W	7.049
YPL112C	7.026
YPL113C	7.041
YPL114W	7.046
YPL115C	7.029
YPL116W	7.073
YPL119C	7.022
YPL120W	7.032
YPL121C	7.029
YPL123C	7.019
YPL125W	7.030
YPL127C	7.074
YPL130W	7.053
YPL133C	7.029
YPL134C	7.067
YPL135W	7.063
YPL136W	7.053
YPL137C	7.062
YPL138C	7.032
YPL139C	7.032
YPL140C	7.020
YPL141C	7.007
YPL144W	6.980
YPL145C	7.056
YPL147W	7.055
YPL149W	7.036
YPL150W	7.059
YPL152W	7.019
YPL154C	7.057
YPL155C	7.011
YPL156C	7.030
YPL157W	6.946
YPL158C	6.857
YPL159C	6.945
YPL161C	6.949
YPL162C	6.940
YPL163C	6.951
YPL164C	6.967
YPL165C	6.957
YPL166W	7.017
YPL167C	7.027
YPL168W	6.953
YPL170W	6.967
YPL171C	6.945
YPL172C	6.971
YPL174C	6.940
YPL176C	6.946
YPL177C	7.029
YPL178W	6.994
YPL179W	6.988
YPL180W	7.067
YPL181W	6.947
YPL182C	6.956
YPL183C	7.034
YPL183W-A	6.983
YPL184C	7.018
YPL185W	7.014
YPL186C	6.993
YPL187W	7.005
YPL189W	6.989
YPL191C	7.017
YPL192C	7.017
YPL194W	7.008
YPL195W	7.005
YPL196W	7.019
YPL197C	6.940
YPL198W	6.977
YPL199C	6.991
YPL200W	7.051
YPL201C	7.001
YPL202C	6.979
YPL203W	6.957
YPL205C	7.011
YPL206C	6.993
YPL207W	7.023
YPL208W	7.028
YPL212C	6.982
YPL213W	6.884
YPL214C	7.055
YPL216W	6.971
YPL219W	7.032
YPL220W	7.011
YPL221W	6.983
YPL222W	7.016
YPL223C	7.054
YPL224C	7.003
YPL225W	7.034
YPL226W	7.027
YPL227C	7.014
YPL229W	7.037
YPL230W	6.975
YPL232W	7.084
YPL236C	7.050
YPL239W	7.066
YPL240C	7.120
YPL241C	7.122
YPL244C	7.079
YPL245W	7.017
YPL246C	7.023
YPL247C	7.033
YPL248C	7.044
YPL249C	7.001
YPL250C	7.042
YPL253C	7.070
YPL256C	7.025
YPL257W	7.078
YPL258C	7.033
YPL259C	7.081
YPL260W	7.105
YPL261C	7.013
YPL262W	6.994
YPL263C	6.936
YPL264C	6.999
YPL265W	6.983
YPL267W	6.994
YPL269W	6.982
YPL270W	6.972
YPL272C	6.957
YPL273W	7.011
YPL274W	6.969
YPR001W	7.023
YPR002W	7.050
YPR003C	7.007
YPR004C	7.032
YPR005C	7.062
YPR006C	7.023
YPR007C	7.013
YPR008W	7.014
YPR009W	6.989
YPR011C	7.021
YPR012W	6.984
YPR013C	7.079
YPR014C	6.968
YPR015C	7.059
YPR017C	7.052
YPR018W	7.023
YPR020W	7.046
YPR021C	7.009
YPR022C	6.930
YPR023C	7.079
YPR024W	6.982
YPR026W	6.987
YPR027C	6.983
YPR028W	6.985
YPR029C	7.024
YPR030W	7.076
YPR031W	7.056
YPR032W	7.059
YPR037C	7.017
YPR038W	7.037
YPR039W	6.972
YPR040W	7.015
YPR042C	7.056
YPR043W	7.012
YPR044C	6.998
YPR045C	6.996
YPR046W	6.994
YPR050C	7.070
YPR051W	7.049
YPR052C	7.049
YPR053C	7.116
YPR054W	7.010
YPR057W	7.088
YPR058W	7.009
YPR059C	7.041
YPR060C	7.002
YPR061C	7.003
YPR062W	7.022
YPR063C	7.040
YPR064W	7.003
YPR065W	7.033
YPR066W	7.082
YPR068C	6.999
YPR069C	7.160
