orf	hap a/hap alpha/hom | transport to/from membrane (Chs3) | standard [standard] | Lam KK~Conibear E, 2006
YBL061C	16.221850800878162
YBR023C	16.781224966425683
YHR030C	22.374966621900914
YHR142W	29.087456608471186
YJL095W	25.73121161518605
YJL099W	16.781224966425683
YLR330W	21.81559245635339
YOL003C	35.24057242949394
