orf	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YAL002W	-1.7000274861129718	-3.3255119200786636	1.8979205132347339	0.8091114862066039	-1.4472734488785703	0.8543873684397852	-2.4879918095355054	-1.704309668133246						
YAL004W	-1.477769106689248	-0.016130098735546387	2.384620304988481	1.4487790075418019	-1.2114209374225908	-2.2807165881109874	-2.0434326660449824	-0.900673438093997					0.6233492999200572	-0.2601071753923886
YAL005C	0.5292602709837708	1.0438178262596938	2.9849585167018575	2.065517416901633	0.10780109566692417	-0.8288447500864411	-0.11851708676520463	0.7403990432594705		0.21380986774329372				
YAL007C	0.024738130854569062	-0.09576624529898385	-0.11277034323106483	-0.2697633660239048	0.09919096924607018	0.7376785423633363	0.33269375142572916	0.15969086912874395		-0.8987984054670997			-0.953531547924879	-1.5183791450898227
YAL008W	-0.4010375203378301	-0.42308675107211285	1.2599682555055085	1.0222545011432829	-0.8146938512767347	0.018800088674843216	-1.1610607800658523	0.033197495135757926		-1.1725223401871296			1.2645684716763541	-0.8213803553323441
YAL009W	0.15188689326937138	2.047027505015592	-1.7892699199112785	-1.0887160683448946	0.6138394342540578	-2.3972522387973365	1.2452620749315895	1.3344646088798098		-0.2936802474771737			-0.8580782434101847	-0.5359787085280917
YAL011W	-0.06472969438810329	-2.6661969644883516	-0.7081370160270989	-1.9531705414907028	-0.26664329063282677	1.17133263948225	-0.7403222894414443	-2.6845166561555933		-1.0127418380537598			0.19924083854097505	-0.04031799663777747
YAL012W	-1.3870925685181896	-0.46049841675560793	1.7021871564566002	-0.3171526356178693	-0.36112529322243136	-0.9731308240086449	-1.1013324938056244	-1.098609212556014		-0.10063817058335464				
YAL013W	-0.29000263266136184	1.9415091023689572	-0.6884771160500226	-0.5400497950799227	0.027252301280550575	-2.4380332095110417	0.13337484386474574	0.5513677899630972		0.523146431897664			1.1531857968833819	1.8785989191816665
YAL014C	0.08365543710397427	-0.2103948288737696	0.03557538411324404	-0.2016130380542884	0.009877186291205636	0.4007093644803783	1.1302650350470365	0.4439658988310873		-0.8615916658234312			-0.3619699688424667	-0.5255195395842526
YAL015C	0.005492552957031833	-0.96011256468612	-0.36432468972423304	-0.8499925638915499	-0.16468857235316467	0.052897756889108145	0.18701453490761522	-0.7751970173780176		0.8024445756408334			-0.3940694236330512	0.27626557341062485
YAL016W	1.0419442007749808	0.05247409855975111							-0.08184841440774387	-0.6283277498801886	0.26370784966761923	-1.1466214030762465	-1.2562921754216005	-1.8235544943115587
YAL017W	0.4185406589961657	0.7733584938552066	0.656864531123887	0.18907680321789683	0.3248511826503439	-0.0880118602127024	0.5639376150696256	-0.11954747369667583		-0.8339440123373979			-1.7146566394546243	-2.2876780692418786
YAL018C	0.5970026097082612	0.7869465479845139	-0.17340908430240337	0.02159058970268092	0.8493899738775137	0.6302465003233506	0.15221399033244945	0.20125484417997835		1.3734044283206062			1.5853029165611665	0.11797378838641767
YAL019W	-0.44989949255186096	-0.6119494985410762	0.6580993391601058	0.23096517459453264	0.1560576640170145	0.1288615295385575	-1.2671374201585277	0.24265477550735115		-1.7164973175072258			1.0517451138190037	1.8731545853135625
YAL020C	-0.4686173737236853	-0.2431641629774481	-0.12380827771852176	-1.1723494889321306	0.272199674797552	0.33555230022789434	0.21493441797215557	-0.7389652300824656		1.05940935755001			-0.5225901402030073	-1.498939111477717
YAL021C	-1.0924778466324323	-0.7952173895277345	-0.015382541725297336	-0.9069469335588138			-0.7894785754542379	-1.2771715474488754		0.9150749617824283			1.3366290486779322	-1.960169441483784
YAL022C	-0.03223564762274943	-0.15613689866266584	0.2675588823353172	0.7052914052779208	0.21385696970385035	0.72400030049812	-0.80473520833786	-0.48889358380261966		-1.0961571682632754			-0.5656691255780071	-2.520200914106265
YAL023C	-0.184831010073861	1.7642425937503494	-0.7713079257975111	-1.3428517584838682	0.3168163392242107	-1.5778788567229327	0.7185067413256954	0.8545072662205278		0.028912012200529812			-0.742456873159137	-0.32920107965538303
YAL026C	-0.8815718023631622	1.0253532936183332	-0.019340090612982613	-0.7887670792571488	0.6434559818727458	-1.2949156588818889	0.4915505772474254	0.19418095837060156		0.37815014274800285			-1.2272266548727921	-1.8709715607225832
YAL027W	0.42798929994682955	0.2067773634403978	-1.0734536132621981	-1.4364356460320942	0.9372402002124574	0.7634830893916426	-0.035735856561172244	-0.6277595009621717		1.4163595397652196			0.18520981629736039	0.5651486564282269
YAL028W	0.48497375283631045	0.684629181273884	0.44415110216154086	-0.174925531465105	1.443554720341899	0.522164809363737	0.2078714610881607	0.07291041275706336		0.01986097096105191			-1.3216616776100638	-0.5359787085280917
