orf	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YAL022C	0.0553928101675627	-0.318882719670009	0.0566959876684976	0.361389021344749	0.0627146831004097	0.889088856840202	-0.482198585134336	-0.343617388211792		-0.560690214826585			-0.225271969958245	-1.50158048340708
YAL023C	-0.0176330281325239	1.41057984354794	-0.49859909088406	-0.681537713314269	0.133866747986525	-1.33023188812811	0.412950601532925	0.345757886267707		0.0380780854196008			-0.321196389956778	-0.212804255529152
YAL026C	-0.351064396016287	0.745148147370568	-0.0966572492169036	-0.399394484532767	0.359597394516078	-1.05741735176933	0.279577419597739	0.00690695453557844		0.223944630730939			-0.584230795790575	-1.11969485113767
YAL027W	0.275637462842701	0.00795196714309476	-0.660102001499304	-0.729191187926906	0.562622664223952	0.92715556950221	-0.0302880108210459	-0.414877377183858		0.776485653759714			0.182152345210726	0.313264556138435
YAL028W	0.302907868544967	0.438297548823009	0.151088059695921	-0.0868227012883942	0.912521112095744	0.694492328547128	0.112870397013086	-0.055323849968655		0.0332610691218242			-0.635470912300708	-0.334433699930685
YAL029C	0.219689432008755	0.351269926028991	0.232853644094279	0.187047889687159	0.412963351041034	0.43299590079152	0.209709081083789	-0.0491860638187198		-0.497680417300785			0.124702073026825	0.283720280524419
YAL030W	-0.167087185397147	0.0283808252289308	0.194981712807348	0.0563780493283232	-0.373489925308679	0.216205030593189	-0.184219391600962	-0.225977840618512		-0.121067077269466			0.684341793584652	1.18268044632829
YAL031C	-0.265140749610245	-0.157491241347744	0.444519789897655	0.505412704944911	0.0659371998868643	-0.253150422065849	-0.00636536634101326	-0.0230076675462261		-0.138625448653773			0.848728611485532	-0.00223726958949477
YAL034C	-0.521998465752105	-0.892103506996666	0.681795512568614	0.39762775206137	-1.18561124845263	-0.344709686380222	-1.1313174904384	-0.41191416883926		-0.516296095468133			-0.0861763602925798	-0.743318972227931
YAL036C	0.175482418403682	-0.142739491162065	-0.157904922905457	-0.140558468035408	-0.261810794454664	0.31170173683755	0.385723254529228	0.21507869193035		0.521942708819559			0.218678221235839	-0.48028456639414
YAL037W	-0.688867292910654	-0.905846108872423	0.356694375307169	0.874966914698106	0.00267276241146597	-0.0914918128416815	-0.584333839845806	-0.72259690207729		-0.884579826047234			0.684341793584652	0.394184551522002
YAL040C	-1.04795878738341	-1.04795878738341								-0.627804410685121			0.374797423153124	0.428741773558373
YAL042C-A	-0.649712810687216	-0.0981123493510676	0.44748785269082	0.195656833811972	-0.446741653476463	-0.441632475935808	-0.678328461871005	-0.813048004301658						
YAL042W	0.227088418518496	-0.487295962972574	-0.169584534873779	-0.149904015129147	-0.300536896390764	-0.0724236439415709	0.061428382035789	0.338836441580446		-0.238762119939226			-0.00753591105301865	0.050230150304639
YAL044C	0.434316644651718	1.68254162102914	0.565905195819854	0.346278179209927	-0.12293691926782	-1.78648380635923	-0.231460557709667	0.673567414154103						
YAL045C	-0.17655446566236	-0.892586846684157	0.267491624609919	0.34395119760306	-0.362105721469868	-0.0645324917779604	-1.50614748648833	-0.610723325882343		0.246664707231018			0.696725518040482	0.722655492276136
YAL046C	0.0600947700806103	-0.0268387602549733	0.18765033844946	0.0665324924368367	0.0532132059297776	0.00812198778156414	0.281534016514849	0.0909258018617294		0.379115003254668			0.393533985734706	1.24816952791655
YAL048C	-0.388237844065173	-0.313127855857655	0.892290128796834	0.378499642203899	-0.724852864961184	-0.322235643190236	-1.06474528321008	-0.540501743475804		-0.283850009467768			-0.266748605934405	-0.257892145057687
YAL049C	-0.00859706652896897	-0.260590824015042	0.213210746923238	0.197318482186608	0.285580662470162	0.758911552117935	0.141483746977778	-0.29516285793083		0.0899392035435653			-0.219442891156048	-0.743318972227934
YAL051W	0.173415834357332	-0.198771936279913	-0.310603190575348	-0.122605299836493	0.272417498794686	1.15406286985967	0.144979756262499	0.191938848368096		0.22896270549756			-0.068809228322495	-0.452270190224542
YAL053W	-0.508816252130316	0.39036542765629	0.860714568883708	0.969194602844484	-0.833363099907263	-1.24292891078402	-0.792768712639734	0.188775019211661		-0.457879409242813			0.96737310798415	1.14976582385555
YAL054C	0.659070227825733	0.453688089736437	-0.380270904694981	-0.42938952238276	0.804080937205529	0.201609114028215	-0.224495852094421	-0.18438969489744	-0.0	-0.0752633876563422	0.54874374290791	1.38575425877397	-0.210165077568035	0.442547573083402
YAL055W	-0.310089635247641	-0.442302495312804	0.178361628010192	0.224596535786342	-0.654750718383427	-0.900695302054357	-0.227392622532765	-0.348647203073414		-0.405411989348675			-0.00113103908660506	-0.0710761459174929
YAL056C-A	0.0135447628573733	0.932445823197494	0.00846191426371412	0.299497593305897	0.399707056066477	-0.843573236946339	-0.371582644610919	0.521210427001019	-1.77635683940025e-15	0.036446999840674	0.182126142285139	0.218056336795341	-0.125276179981523	-0.0168840455538977
YAL056W	-1.21676483384391	-1.05011093961789	0.706661291098388	0.892620077736883	-2.21662045414326	-1.33562179851751	-1.88396964973329	-0.369902599779133		-0.0903702800465522			0.816307133793154	1.55273049083382
YAL058W	0.150017312263701	1.08507113401289	-0.304615146925194	-0.176261110285003	0.548889699140199	-0.288157405077483	0.353674855463415	0.20885407720977		-0.113925008025449			0.157566706932451	0.488351262696526
YAL059W	-0.606932299450188	-1.12134213648567	1.19117848769031	0.578616001553814	-0.465686567867018	0.07753037982577379	-0.954578459003429	-0.701079572658864		-0.448480711240563			0.374797423153113	0.313264556138431
YAL060W	0.196712045071422	-0.315484497301238	-0.410536999348521	-0.235445798449058	0.250013589480488	0.540491721200107	0.361699195925652	0.348201638286731		0.00565660772722154			0.148288893344443	0.45831488894172
YAL061W	0.195896313789168	-0.223788344300974	-0.205426162939188	-0.314792494246412	0.0992534278115613	-0.000275809248790893	0.190721462457827	-0.158637450499114		0.189179212570258			-0.128063997353141	0.425739285396846
YAL062W	-0.0058018216410769	-0.0527636460653547	-0.198564209965786	-0.0158077050846757	0.339448172672427	0.666905738396922	0.421933333891294	0.363363578084048		-0.0859106318558531			0.0122273437684139	-0.793650647778076
YAL064C-A	0.287500143462085	-0.0439705394904699	-0.276828349924344	-0.295290821796236	0.651232650294199	0.888961052543619	-0.0949520535038726	-0.423271554952116		0.257891962654272			0.0769975991586485	0.872231848326644
YAL065C	-0.311234114127553	-0.387422231907225	0.843586232510155	0.750576457065707	-0.532825714825263	-0.435646049842799	-1.62479198298695	-0.884164130717693		0.542120590757193			1.35030909489261	1.59620475307017
YAL066W	0.112107338943236	-0.624458130129286	-0.402042170208299	-0.641094820782653	0.210375745477098	0.548434060465649	-0.0189273774950323	-0.49528135072887		0.24666470723102			-0.540313679260363	-1.23927646689035
YAL067C	-0.434926353493061	-0.974037525285602	0.911835343437929	0.832902513951831	-1.15625752958029	-0.491307327188306	-0.72048763553004	-0.16489167709331		-0.283850009467759			1.57119463595663	0.805117652468113
YAL068C	0.213620482192489	0.00386614276236052	0.139142578431242	0.235649970725948	-0.169605784558213	0.24423170427108	0.107713962988557	0.267616307423125		-0.361017869990217			-0.280554405459434	0.242875228247035
YAR002C-A	0.264648740424713	-0.850811801784273	-0.110995248979776	-0.228162962978951	-0.62668817525936	0.612170036722285	0.27096114870116	-0.103114850629094		0.870101355766812			-0.333796426736413	-0.772892087611281
YAR002W	-0.92227763025738	-1.19499295523968	1.10191051318981	0.197174927646428	-1.03551702191076	-1.29839234980309	-1.36318953264628	-0.441366874217199						
YAR003W	-0.279337471541014	-0.73060469125261	-0.212795409595286	-0.490872278288002	-0.0607412229813242	-0.0469253386715334	0.396462111792315	-0.430000619267252		0.157203079854678			-0.660285036002325	-0.930404524828429
YAR014C	0.286533973357725	0.680512907903154	-0.0595577369850719	-0.199891111135313	-0.286222592739803	-0.940151796668152	0.0153549473903922	0.199999365910253		0.483703904531867			0.562424426328892	0.836826512195449
YAR015W	-0.317667117288956	0.560356151032922	-0.348814181632974	-0.820759897687918	-0.955130321634771	-1.98705339960602	-0.138077609956242	-1.04768786339492		-0.530942871432535			0.320349639130747	-0.271697944582719
YAR018C	-0.523623158517312	0.0429717601163802	0.866869344981875	0.136600229616128	-1.47849939112945	-1.9803835851533	-1.01861299635609	-0.149872670849811						
YAR020C	-0.755423608477894	-0.79136822174701	1.40346530944942	1.01276774964286	-1.61933648540208	-0.760422882181564	-1.19183257571084	-0.0503369972988956		-0.846444697160456			0.452799935154389	-0.686735443861576
YAR023C	0.19948662634153	0.046533302955579	-0.153910939548455	-0.370418223487855	0.810562582231656	0.716967067916547	0.254814530084824	0.229412799752025		0.657597808177124			-0.0469347286997301	-0.116879835530618
YAR027W	-0.236252479258857	-0.388340527942153	0.303286188776781	0.427292867582988	-0.457304223642165	0.0745295097286949	-0.632829302052361	-0.25151293272565		1.17558160916953			0.185763598763103	-0.153303243780494
YAR028W	-0.316875405783204	-0.788101681864005	0.383233755612991	0.320522906491789	-0.441602958956564	-0.309514511632951	-0.820658109813202	-0.159051175030072		-0.625230467021295			0.441070642572289	0.327070355663466
YAR029W	0.336552087015807	0.0488697584094417	-0.146896704221836	0.136898577645546	0.39533922892476	0.553978116111448	0.281635691057879	-0.234996016638094		0.156868036880368			-0.4945731341944	-0.644915268166942
YAR030C	0.124056106517857	-0.512398107451791	-0.0477773704786379	0.138433387475079	0.206685024649106	0.656635929739522	0.0373822952454912	-0.0554278692225196		0.016842080419087			0.121958784425214	0.209886816293126
YAR031W	-0.704605809615666	-0.791895024362198	1.11768233974663	0.97617943361873	-0.886284964809462	0.0347206319095061	-1.26314478547659	-0.295746071360318		-0.168372792047826			-0.200180988995411	0.220155151746956
YAR035W	-0.398424816073565	-0.653735686345597	0.149834445018259	0.449700381671503	-0.591491237891077	-0.215520032520805	-0.434270076937521	-0.067410510657842		-0.610377338926936			0.123444822366961	0.135621641535286
YAR042W	-0.911784951804764	-0.632548194596561	1.22649814905446	0.904194019651657	-0.573737885907828	-0.672100036959575	-1.13448953427566	0.15456323255014		-0.58341029132667			0.714427519773942	0.272622571641088
YAR047C	-0.0623796423515444	-0.381939780706796	0.201765219870364	0.268931214276861	-0.169639527896043	0.511570373343325	0.125446850999854	-0.138637790555235		0.509699113064814			-0.136164496124259	0.557190139024524
YBL001C	0.180931423454355	-0.251870846191844	0.111758728691436	-0.36018681188965	0.268615260695883	0.924291190997044	-0.841750518272764	0.147741966694127					0.178877213177861	-0.172162271031809
YBL002W	-0.27272499535799	-1.43964384896708	0.142433884265981	0.283861510934106	-1.073115107662	0.123996477692204								
YBL005W	-0.581953259224935	-0.247412067799186	0.421859315105437	0.412912266949076	0.182273157384298	0.237135453042937	-0.317702397075214	-0.4999762603748						
YBL006C	-0.245059554942154	-1.31784686425827			-1.77190632316878	-0.876876032186758								
YBL007C	-1.09126995865674	-1.09126995865674							-0.0	0.0853838001979597	-0.0167883870682033	0.048533572743886	0.185763598763103	-0.0277723616966359
YBL009W	0.123557119901255	-0.454468496410504	0.511203779985623	0.0541926736761233	-0.286047199749387	0.397299218979816	-0.992546309202456	-0.876550946607827		-0.168372792047824			0.648791040976784	-1.58904332465741
YBL010C	-0.356010788165774	-1.46218641761816	0.0782161994799218	0.205146173656916	-0.904366413079364	0.365714942971726	-0.535293832147838	-0.212978611190296						
YBL011W	-0.092062153012856	-0.403709362596032	1.9454298203904	1.57825221030276	-0.576667437255081	-0.0665682898091466	-0.679956078894429	0.284036190255158						
YBL012C	-0.604840624287069	-0.607485535908904	1.15822887303743	1.15790975218828						0.439309785173414			1.77472803004176	0.957120745913166
YBL013W	0.0540211160486841	-0.163262151490995	0.272195670977826	0.308216146369494	0.387556333419388	0.0952901061263915	0.218066200269035	0.231806231482601		-0.583410291326668			0.52680051659817	0.827837728968191
YBL015W	-0.632732914364597	-2.21289214781627	0.165041945933071	0.206326576355185	0.258273316474424	1.70520684355225	-0.294402309351389	0.190298023578333		0.24666470723102			0.492035098437492	0.766437184304049
YBL017C	0.254498108968079	-0.757613930285754	-0.324220138367498	0.180631885261109	-0.319406508303032	0.486809906160881	-0.249321724564568	-0.0629370340785398						
YBL019W	-0.681772324243394	-0.0818148025736143			-0.352134200804198	-0.481286007408543								
YBL022C	0.242927760395923	-0.10981725779046			-0.861522517522162	-0.446691892046835								
YBL024W	-0.312938460139645	-1.54511490713576	0.0932316181909973	0.371778101218188	-0.570693536210445	-0.339744213162323	0.143666158582807	0.254720623430609		0.393506095560291			-0.165077188039499	0.564803323134397
YBL027W	-0.196660517738206	0.495718685466602			0.641989204730681	-1.62125941934703	-0.717651591682041	-0.806161618716429						
YBL028C	0.118426540711274	-2.30869947069686	0.363597235561858	0.307878392052643	-1.085268591519	0.426214948547194	0.16627785548317	0.736686008108514		0.164202547039048			-0.30327448195952	0.0946242696630932
YBL031W	-0.19714072405735	-0.184551464262091	0.563248583647347	0.402920049533074	-0.200889702222753	0.244863664173954	-0.95817919324937	0.215737862854947		-0.884579826047234			0.204872421710804	0.313264556138431
YBL036C	0.00144800431017167	-0.96499394295264	0.11708693233388	0.0385488750600951	-0.479805898002494	0.486427401538737	-0.537041494434105	0.471066668700135		-0.868812510188916			0.136853998282156	-1.74950799685066
YBL037W	-0.0229931019421201	0.555969517895045	0.249535685131326	-0.36218031095064	-0.0906389245197765	-0.0537089358838543	0.381938707682137	0.271294521363576		-0.312762701383001			-0.200180988995411	-0.490338231058061
YBL039C	-0.399322243919464	-2.42011491559732	0.583530044897737	-0.459572372353332	-0.98546292392949	-0.901410129306345	-1.26491857961558	-0.885888811187157					0.816307133793154	-0.212804255529152
YBL043W	-0.302467509687716	-0.185289198825702	0.727499302310692	0.418444568218678	-0.545005669791331	-0.343948287533236	-1.05572710914599	-0.340157346155637						
YBL044W	-0.241198244932683	-0.411817683804054	0.962785625680151	0.772028383499423	-0.390561367413122	-0.272765206628604	-0.868717565873031	-0.127612710775534						
YBL047C	-0.751536765726867	-2.29139575588241	-0.945770792856156	-1.23094799730537										
YBL048W	-0.473037061832409	-1.08118987805461	0.793102024644432	0.488466982828021	0.0875265006886714	0.574738038652724	-0.026846762114916	0.23005856919634		-1.10125859618929			-1.11705567317656	-0.838738537306618
YBL049W	-0.520417168218218	-0.0753363071896356	0.793041312183076	0.546769314596707	-0.356295646332056	0.225446959323337	-0.357755646595654	-0.0572233828841373					0.848728611485535	-0.0865429841282293
YBL051C	-0.585082980406916	-0.680670159096169			-0.864797649555027	-0.252308627097928				-1.08591063185586			0.154831739211215	-0.502310872724136
YBL052C	-0.503638271159598	-0.503638271159598											1.1897655293206	0.050230150304639
YBL053W	-0.42110663024491	-0.485009153176006	0.863928069669756	0.475534749809178	-0.0253419667818253	0.629138897616229	-0.426199486648643	0.367867781058632		-0.0308692682978933			-0.0581619841229877	0.050230150304639
YBL054W	0.15362040864624	-0.0493095124674205	0.827303719528295	0.919559321048236	0.498522402391914	1.09880814560137	0.518438151789949	0.0683074991997206		0.134189977972609			0.0886794042062817	-0.297693153115668
YBL055C	-0.394892629114785	-0.665751685802515	0.296859009496854	0.138834831695553	-1.12728671611153	-0.299245944408367							-0.0137678647645227	-0.501580483407072
YBL056W	-0.280999739838144	-0.175818708643288	0.590590212553557	0.475869818973123	-0.412158526436078	-0.159935269034856				-0.16837279204782			1.30440809526172	-0.308935405464683
YBL057C	0.0675695788235053	0.121508160565764	0.0903353387867618	0.128668753171915	-0.0992320564810498	-0.0672849136918572	-0.162125620750343	-0.2326235143926		-0.448480711240563			0.0413736894279282	0.330338069497374
YBL059W	-0.534911992259777	-1.17456161448442			-0.138176721679252	0.190134941363005				-0.370006653217477			1.84872861148553	1.14976582385555
YBL060W	-0.666067423537516	-0.522106009159055	0.331347385882146	0.0608323196942795	-0.502227570170311	-0.241430573367409				-0.305876315797756			1.46539997193403	0.857585072362252
YBL061C	0.0449748255632141	-0.374439838028371	0.0480965941225264	-0.208250806497851	-0.262558846827021	0.56726765769999	-0.0142943901586499	-0.0386077047167923		0.336099790812963			0.111763017319328	-0.364807348974201
YBL062W	-0.0293473008111356	-1.40802889330076	0.444815496535007	0.3498039238485	-0.0870806273337514	-0.505206239131285	-0.116645079316617	0.220310592644772		-1.32037588549288			-0.428805364043376	-0.194882347531889
YBL063W	0.118516190861428	-0.745923033199281	0.0553310510731873	0.281647575327822	0.423239942769868	0.508951943480774	-0.119368247250993	-0.352268183620554		-1.04284190996396			-0.653771729043649	0.302617311938926
YBL065W	-0.620721846622398	-1.43129247953416			-1.09418327431244	0.0325604100909311								
YBL066C	0.799012680643706	-1.04230835142169	-0.30287202570338	0.0514521109273307	-0.794392262205944	0.230115342848951	-0.656497106070441	0.0917664720237097		0.279086184923401			0.452799935154389	0.120619478196038
YBL067C	0.285022975981538	0.0930886929815182	0.649648294120625	-0.0158364411103165	-0.319384383623492	0.249298487713892	-0.489339198801766	-0.124337578742673					0.315296411404459	0.497689127275864
YBL068W	-0.477227561912096	-0.726082859135823	0.0041057277180121	0.576197088814377	-1.00433620493842	-0.226633571439327	-0.347320193929332	-0.583740763635119		-0.79640401466087			0.526800516598172	0.050230150304639
YBL069W	-0.616949656972827	-0.894788109201276			-0.743476465475535	-0.403752083885291	-1.16870326435628	-0.33024187729055						
YBL070C	-0.442713365744274	-0.432925815682738	0.46178756440535	0.763154793921248	0.526414612741301	0.373538647197877	-0.886419567606492	-0.335048195031486		-0.431407197881615			0.178877213177866	1.14976582385555
YBL071C	-0.240821718636093	-0.292027785855064	0.921301331718266	0.605648573020059	0.0255730548979134	-0.759189857325047	-0.596912950411506	-0.704282004697203		-0.490300886935184			0.0886794042062817	-0.949769849695357
YBL072C	-0.58131864104274	1.14163611327655	-0.0672102858112122	-0.660194288520092	-0.224160488435098	-0.657954641005542	-0.896487748568639	-0.295746071360313		-0.82044948862752			0.0573152332969507	-0.949769849695361
YBL075C	-0.175022786203999	0.821621464013658	0.0352544262886756	0.0828650635587902	-0.108265665113237	0.252222187854127	-0.113830063709561	-0.014154660992248						
YBL078C	0.38376781501489	0.808098001386243	0.289910377080274	0.058623098780048	-0.66750535461891	-0.377469400897617	-0.641307069769958	0.411195212722733		-0.490300886935183			-0.30327448195952	-0.557452426916596
YBL079W	-0.730841480941539	1.50432396065632	0.581290877847447	0.685616877723474	-1.05383755944924	-2.95631213301123	-1.11507323056019	-0.338057698064668		-0.583410291326668			0.597189844489567	0.483189557580741
YBL081W	-0.506634795912842	-0.53534713088694			-0.893943995214543	-0.61296911647401				-0.852225936460342				
YBL082C	-0.670432616098919	1.14677078578799	0.132649848339075	-0.162380028831472	0.880130433169255	-0.260390808746456	0.0444320202071724	0.326105256667371		-0.55303664228315			-0.0206872787043242	-0.153303243780494
YBL083C	0.00414236380215183	0.856334655481628			-0.300383421693443	-0.715876147932968	-0.915584327387566	0.0879363059486584		-0.7209138150766			0.614263357848516	1.22015515174696
YBL085W	-0.439182021176686	-1.39620458770218	0.132649848339075	-0.140750188333786	-0.619673573413237	-0.249948827991897	-0.426199486648643	0.175222703116238		-1.01636969860277			-1.00371420010061	-0.48028456639414
YBL086C	0.442842749640269	0.645625255510787	0.100691706843534	-0.0593790634239308	0.10627022302937	1.22634144696554	0.118343378419469	-0.516655001521431		0.416589708673333			-0.00371420010061119	0.104677934327016
YBL087C	0.12060334434835	1.74022983270952	0.338066378100278	0.0722302119963576	-0.123874608863135	-1.77149337253312	-0.11993026324598	0.486151799054339		-0.309235327887677			0.263766110764374	0.149765823855555
YBL088C	0.231752181656005	-0.467112395134486			0.800422733656607	0.841853248910706				-0.606493904439708			-0.0257405064306067	-1.01688404555389
YBL089W	-0.0190131303917838	1.35313544063566	0.250453464442117	-0.14015685166048	-0.106997230509783	-1.44194971327932	-0.00762195297225077	-0.101954935302457		0.312253048858594			-0.0746501069115553	-0.364807348974205
YBL091C	-0.392764682249897	0.534011155847542	0.424274335100007	0.123155535587832	0.159796174599153	-0.108084079698681	-0.150919382444785	0.523071276794175		-0.390765213384277			0.178877213177866	0.149765823855555
YBL091C-A	-0.389534770044293	-0.486239369488414	0.410922720191889	0.511708362362663	-0.863604510560781	-0.19470210325659	-0.604155690292647	-0.113895832021027		0.216291058187497			0.52680051659817	0.538977335766495
YBL094C	-0.28052927414832	-0.0798289331434319	0.271966305603542	0.58912340784947	-0.0639276285396928	0.0837722436758277	-0.855952091900299	-0.14913004019396	-1.77635683940025e-15	-0.168372792047826	-0.139106458715558	0.203061041467751	0.562424426328892	0.220155151746955
YBL095W	-0.319796910386684	-0.677986049884968	1.02117924107696	0.816501389778104	-1.04879568611944	-0.278373642651825	-1.23338154263676	-0.445219863478489						
YBL096C	-0.367248009877414	-0.296253420494612	0.543702924230253	0.650547773295489	-0.254414117161874	0.0586982227716675	-0.744596254043845	-0.358802832379698		-0.390765213384271			-0.385736642151489	0.0946242696630932
YBL098W	-0.257613163623118	-0.927313347982663	0.210425742557488	0.398819783668369	-0.446787301509524	0.384260120067793	-0.181505006903926	0.0381072614240292	-0.0	-0.691934748104837	-0.26141075578811	0.255848286114353	0.00213852614482946	0.635192651025797
YBL099W	-1.08110492281636	0.587449811915196	0.271067363387446	-0.461196184977942	-1.01075982998081	-3.99305214022746	-0.828075581375687	-0.778940149981397		-0.354785916278706			0.0923976924523959	-0.308223820607836
YBL100C	-0.856822920278695	0.566135194689551	-0.00453120138480756	-0.943980854588816	-0.295627585098707	-3.28859646572208	-0.27783509360806	-0.75335525954177		0.135407956129278			0.241398297735921	0.0502301503046407
YBL101C	-0.0528091549432688	-0.61952210366287	0.130732138990433	0.550981992585237	-0.542944313917546	0.760065136968832	-0.0608860920837611	0.196151046875798		-0.385964227120452			0.472352732575795	0.20223324374969
