ORF	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YFL003C	0.285	0.271	-0.051	0.421	0.066	-0.109	0.085	-0.089	-0.000	-0.144	-0.332	-0.157	-0.281	-0.234
YFL004W	-0.009	0.061	0.200	0.586	-0.774	-0.975	0.910	1.501	NaN	-0.238	NaN	NaN	0.434	-0.163
YFL005W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.510	NaN	NaN	0.566	0.166
YFL007W	-0.217	-0.384	-0.507	-0.179	0.072	-0.047	-0.342	-0.320	NaN	-0.784	NaN	NaN	-0.021	-0.291
YFL008W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.409	NaN	NaN	-0.037	-0.130
YFL009W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.341	0.606	0.226	0.093	-0.404
YFL010C	0.126	-0.396	-0.048	0.073	0.632	0.495	-0.452	-0.256	0.088	-0.905	0.661	0.725	0.041	-0.172
YFL010W-A	0.355	-0.579	0.242	-0.363	0.197	-0.712	0.109	0.113	NaN	NaN	NaN	NaN	NaN	NaN
YFL011W	0.205	0.070	-0.561	-0.247	-0.098	0.393	-0.408	-0.357	NaN	0.417	NaN	NaN	0.152	0.029
YFL012W	0.599	0.239	-0.020	-0.197	-0.187	-0.147	-0.315	-0.532	NaN	NaN	NaN	NaN	NaN	NaN
YFL013C	-0.365	-1.938	0.301	-0.173	0.118	0.454	NaN	NaN	NaN	-0.831	NaN	NaN	-0.473	-0.464
YFL013W-A	-0.636	-0.670	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.484	NaN	NaN	-0.058	1.510
YFL014W	0.306	0.492	-0.332	-0.403	0.028	-0.102	0.529	0.275	-0.000	-0.028	-0.463	-0.297	-0.074	0.926
YFL015C	-0.212	-0.563	NaN	NaN	-0.523	-0.393	NaN	NaN	NaN	-0.671	NaN	NaN	0.389	0.346
YFL016C	-0.146	1.186	NaN	NaN	-0.907	-2.665	-0.223	0.177	NaN	-0.543	NaN	NaN	1.112	0.635
YFL017W-A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	NaN	0.274	0.484	NaN	NaN
YFL018C	-0.208	1.256	0.010	-0.063	0.255	-1.492	-0.435	-0.167	-0.102	-0.601	0.328	0.488	0.433	0.307
YFL019C	-0.606	0.095	-0.189	-0.089	-0.530	-0.300	-0.738	-0.197	NaN	-0.448	NaN	NaN	0.942	1.220
YFL020C	0.193	0.249	0.222	-0.269	-0.402	-0.037	-0.355	0.322	0.155	0.232	0.084	0.322	-0.407	0.238
YFL021W	0.274	-1.729	0.513	0.338	0.334	1.000	0.051	0.249	NaN	0.154	NaN	NaN	-0.176	-0.102
YFL022C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.029	NaN	NaN	-0.215	-0.789
YFL024C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.420	NaN	NaN	0.613	0.722
YFL025C	0.239	2.253	NaN	NaN	-0.265	-1.718	0.650	1.125	NaN	NaN	NaN	NaN	NaN	NaN
YFL026W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.707	-0.324	-0.108	0.297	-0.130
YFL027C	-0.714	-0.202	-0.797	-0.282	-0.490	0.170	-0.239	-0.362	-0.000	-0.334	0.023	-0.141	-0.047	-0.659
YFL028C	0.508	-0.189	-0.559	-0.447	-0.251	0.646	0.419	-0.679	-0.070	-0.168	-0.102	-0.074	0.202	0.152
YFL029C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.352	NaN	NaN	-0.513	0.259
YFL030W	0.561	-0.097	0.369	0.371	-0.407	0.008	-0.011	-0.224	NaN	-0.349	NaN	NaN	-0.390	-0.907
YFL031W	-0.084	0.290	-0.303	0.222	-0.573	-0.495	-0.328	-0.207	0.206	0.775	-0.647	-0.303	-0.283	-0.054
YFL032W	0.088	0.563	-0.234	0.209	1.329	1.516	0.565	0.531	0.115	0.206	-0.035	-0.201	0.008	0.063
YFL033C	-1.016	0.062	-0.141	0.034	-1.073	-1.064	-0.663	-0.695	-0.000	-0.031	-0.001	0.123	0.273	0.436
YFL034C-A	0.364	0.071	-0.061	0.079	0.078	0.100	-0.260	-0.421	-0.182	0.731	-0.334	-0.215	0.003	0.181
YFL034C-B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.280	0.454	0.259	-0.172	-0.133
YFL034W	-0.644	-0.467	0.195	0.361	-0.121	-0.034	-0.222	0.093	-0.000	-0.202	0.218	-0.009	-0.063	0.327
YFL036W	-0.418	1.089	-0.703	-1.576	0.794	-2.347	0.293	-0.105	NaN	NaN	NaN	NaN	NaN	NaN
YFL037W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.296	NaN	NaN	-0.573	0.429
YFL038C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.387	-0.382	-0.289	0.494	0.498
YFL039C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.611	NaN	NaN	NaN	NaN
YFL040W	0.545	-0.508	-0.792	-0.320	0.966	1.467	0.060	-0.102	NaN	0.599	NaN	NaN	0.222	0.287
YFL041W	0.283	-1.106	0.127	-0.072	-0.399	0.449	-0.415	-0.347	-0.000	0.009	0.388	0.097	-0.849	-0.702
YFL042C	0.186	-0.099	-0.072	0.174	0.180	-0.181	0.041	-0.140	NaN	0.224	NaN	NaN	-0.303	0.176
YFL044C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.046	NaN	NaN	0.029	0.858
YFL045C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.671	NaN	NaN	-0.518	-0.824
YFL046W	0.443	0.656	-0.012	0.080	0.395	0.387	-0.084	0.093	NaN	-0.316	NaN	NaN	-0.026	0.545
YFL047W	-0.264	0.619	0.256	0.238	0.315	0.578	-0.279	-0.304	-0.000	-0.048	-0.021	0.145	-0.554	0.096
YFL048C	-0.447	-0.794	0.703	0.379	-1.204	-0.789	-0.402	-0.305	NaN	NaN	NaN	NaN	NaN	NaN
YFL049W	0.610	-1.549	0.085	-0.090	-0.223	0.900	-0.037	-0.730	-0.238	0.346	0.307	0.173	-0.728	-0.115
YFL050C	0.062	-0.444	-0.419	-0.013	1.269	1.647	-0.206	-0.163	-0.000	0.582	0.557	0.458	-0.387	-0.333
YFL051C	0.431	0.041	0.610	0.438	1.615	1.538	-0.788	-0.554	0.048	0.366	-0.214	1.048	-0.641	-0.424
YFL052W	-0.174	0.325	0.334	0.341	0.181	0.095	0.008	-0.137	-0.000	-0.127	0.945	1.026	-0.106	-0.062
YFL053W	0.095	-0.946	-0.080	-0.571	-0.153	0.654	-0.107	0.028	NaN	-0.284	NaN	NaN	0.465	-0.142
YFL054C	0.144	-1.046	0.163	0.104	0.480	0.784	0.337	-0.084	NaN	-0.168	NaN	NaN	0.369	0.301
YFL055W	0.289	-0.689	-0.041	-0.006	0.672	0.813	-0.225	-0.294	NaN	0.346	NaN	NaN	0.301	-0.153
YFL056C	1.076	1.587	-0.165	0.061	1.805	0.476	-0.865	-0.069	-0.000	0.046	0.340	0.344	-0.077	-0.463
YFL063W	0.314	-0.131	-0.600	-0.528	-0.307	1.037	-0.208	0.081	NaN	-0.794	NaN	NaN	0.414	0.635
YFR001W	-0.706	0.511	NaN	NaN	-0.583	-2.541	-0.527	-1.047	0.270	-0.168	0.425	0.137	-0.888	-0.862
YFR002W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.030	0.448	0.085	-0.460	0.424	0.099
YFR003C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.088	NaN	NaN	-0.366	-0.743
YFR004W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.361	1.805	0.511	-0.222	-0.950
YFR005C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.429	-0.218	-0.393	0.240	0.580
YFR006W	0.146	0.221	-0.097	0.086	-0.273	0.522	0.053	-0.417	-0.139	0.118	-0.004	0.115	0.163	0.128
YFR007W	0.579	0.071	0.474	0.060	-0.581	-0.024	0.531	0.498	-0.000	-0.075	0.057	-0.089	-0.412	0.282
YFR008W	-0.327	-0.149	-0.490	-0.137	0.746	0.232	-0.284	0.054	-0.063	-0.860	-0.040	-0.072	0.409	-0.430
YFR009W	-0.007	0.437	-0.384	-0.911	0.175	-0.214	-0.877	-0.426	0.339	0.448	0.518	0.322	-0.501	-0.471
YFR010W	0.008	-2.147	0.031	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR011C	0.548	-0.043	-0.780	-0.370	-0.277	0.425	1.075	-0.079	-0.000	-0.256	0.141	0.274	1.485	1.389
YFR012W	-0.112	0.211	-0.198	-0.174	0.646	0.525	-0.163	-0.106	-0.000	0.301	-0.134	-0.016	0.276	-0.014
YFR013W	-0.365	-0.744	0.604	0.407	-0.520	-0.668	-1.489	-0.844	NaN	-1.642	NaN	NaN	-0.473	-0.743
YFR014C	-0.274	-0.274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.409	NaN	NaN	0.935	0.459
YFR015C	-0.122	0.133	-0.753	-0.199	0.054	1.064	0.573	0.046	-0.000	-0.168	0.467	0.214	-0.182	0.243
YFR016C	-0.692	-0.989	0.905	0.951	-0.464	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR017C	-0.009	-0.017	0.145	0.258	0.073	-0.195	-0.322	-0.254	NaN	-0.251	NaN	NaN	-0.473	-0.227
YFR018C	-0.643	-0.746	0.845	0.826	-1.304	-0.808	-1.132	-0.590	NaN	-0.098	NaN	NaN	0.652	0.635
YFR019W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.110	-0.042	-0.135	0.146	0.062
YFR020W	0.000	0.164	0.076	0.186	0.504	0.498	0.115	-0.097	NaN	0.247	NaN	NaN	0.292	-0.227
YFR021W	0.047	-0.498	0.971	0.935	0.170	0.504	-0.060	0.127	-0.000	-0.361	0.434	0.229	0.161	-0.736
YFR022W	0.287	-0.035	-0.635	0.019	0.071	-0.266	0.250	-0.045	0.506	-0.058	0.570	0.658	0.019	0.127
YFR023W	-0.502	-0.385	0.798	0.534	-1.051	-0.587	0.178	0.408	-0.000	-0.458	-0.194	0.233	0.179	0.735
YFR024C-A	-0.503	-0.761	0.637	0.277	-0.037	0.310	-0.234	-0.303	-0.203	-0.279	0.226	0.087	0.367	0.606
YFR025C	-0.059	-0.805	NaN	NaN	-0.477	-0.058	NaN	NaN	NaN	0.247	NaN	NaN	NaN	NaN
YFR026C	0.153	-0.071	-0.028	0.260	-0.393	0.095	-0.367	-0.062	NaN	-0.412	NaN	NaN	-0.327	-0.396
YFR027W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.424	0.131	0.009	1.253	0.520
YFR028C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.737	NaN	NaN	0.719	-0.172
YFR029W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.029	NaN	NaN	-0.256	-0.399
YFR030W	-0.750	-1.632	0.951	0.626	-1.817	-0.546	NaN	NaN	NaN	-0.806	NaN	NaN	-0.374	0.635
YFR031C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.936	NaN	NaN	-0.632	0.138
YFR031C-A	0.058	-0.841	0.922	0.115	-0.912	-0.752	-1.703	-0.822	-0.000	-1.094	0.126	0.138	0.790	-0.517
YFR032C	-0.562	-0.512	-0.375	-0.232	0.068	-0.253	-0.302	0.099	-0.000	-0.313	0.202	0.015	-1.227	-0.984
YFR032C-A	-1.034	-1.757	-0.688	-1.503	0.628	0.839	NaN	NaN	NaN	0.054	NaN	NaN	0.067	0.761
YFR033C	0.558	0.513	0.518	0.672	-0.209	-0.066	-0.074	0.866	-0.000	-0.570	-0.424	-0.237	1.222	1.197
YFR034C	0.573	-3.314	-0.212	-0.194	1.000	3.823	-0.213	-1.013	NaN	-0.315	NaN	NaN	-0.842	0.003
YFR035C	0.496	-1.131	-0.014	-0.241	0.002	1.704	0.507	0.266	-0.000	0.263	0.018	-0.000	-0.149	0.063
YFR036W	-0.148	0.625	-0.251	-0.338	0.754	-0.310	-0.230	0.044	-0.000	1.291	0.087	-0.189	-0.243	-0.111
YFR037C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.378	-0.412	-0.412	-0.696	-2.631
YFR038W	-0.022	-0.325	-0.326	-0.249	0.679	0.621	0.226	0.446	NaN	NaN	NaN	NaN	NaN	NaN
YFR039C	-0.320	0.219	-0.046	-0.006	0.277	-0.637	0.010	-0.249	-0.000	0.018	-0.303	-0.056	0.202	-0.325
YFR040W	0.343	-1.330	0.058	0.037	-0.474	0.800	-0.003	-1.269	NaN	0.873	NaN	NaN	0.849	0.095
YFR041C	-0.433	-0.804	1.832	1.668	-1.010	-0.612	-1.370	-0.531	NaN	-0.709	NaN	NaN	0.849	1.372
YFR042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.665	NaN	NaN	-0.625	-0.163
YFR043C	-0.214	0.677	0.272	0.272	0.345	-0.543	0.088	0.377	NaN	NaN	NaN	NaN	NaN	NaN
YFR044C	-0.046	-0.376	0.183	-0.049	-0.291	0.855	0.033	-0.335	NaN	-0.568	NaN	NaN	0.214	-0.079
YFR045W	-0.345	-0.202	-0.077	0.265	0.319	0.015	-0.281	0.104	NaN	-0.168	NaN	NaN	1.041	0.635
YFR046C	0.004	-1.231	-0.273	-0.313	0.543	0.620	-0.210	0.068	NaN	0.395	NaN	NaN	-0.019	-0.566
YFR047C	0.238	0.440	-0.365	-0.330	0.763	0.391	0.057	0.219	NaN	-0.444	NaN	NaN	0.012	1.014
YFR048W	-0.314	-0.486	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.056	0.307	0.110	-0.101	-0.563
YFR049W	-0.097	0.049	-0.099	-0.131	0.320	0.402	-0.285	-0.314	-0.000	-0.573	0.382	0.486	-0.589	-0.554
YFR050C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.066	NaN	NaN	-0.028	-0.535
YFR051C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.104	NaN	NaN	-0.566	-2.043
YFR052W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.498	0.012	0.242	0.219	-1.403	-0.530
YFR053C	-0.320	-0.169	-0.090	0.032	0.355	0.147	-0.795	0.231	-0.000	-0.284	0.117	0.208	0.190	-0.950
YFR054C	0.398	-0.080	-0.159	-0.091	0.817	1.344	0.321	-0.102	0.345	0.616	0.628	0.558	-0.210	0.079
YFR055W	0.023	-0.157	-0.285	-0.116	0.276	-0.103	-0.567	-0.250	-0.000	-0.793	0.555	-0.278	-0.748	-0.885
YFR056C	-0.168	0.329	-0.183	-0.182	0.842	0.880	0.043	0.022	0.175	-0.473	0.305	0.116	-0.444	-0.092
YFR057W	0.439	0.407	-0.021	0.104	1.822	-0.498	-0.253	-0.017	-0.000	-0.883	0.056	-0.355	-0.588	-0.613
YGL001C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.381	0.018	0.134	-0.670	0.554
YGL002W	-0.123	0.017	-1.259	-0.882	1.316	0.194	0.150	0.218	-0.000	0.060	0.267	0.295	-0.547	-0.286
YGL003C	-0.225	-0.084	-0.563	-0.876	-0.606	-0.707	0.181	-0.269	-0.000	0.164	0.139	0.338	-0.042	0.146
YGL004C	-0.187	-0.477	-0.332	0.057	0.478	0.332	-0.109	-0.043	NaN	0.379	NaN	NaN	0.112	0.095
YGL005C	0.260	0.570	-0.044	-0.224	0.336	-0.960	0.335	-0.118	NaN	0.528	NaN	NaN	-2.360	0.301
YGL006W	0.284	0.337	-0.139	0.070	-0.127	0.099	0.266	0.180	NaN	-0.066	0.031	0.205	0.304	-0.309
YGL007W	-0.662	2.476	-0.104	0.095	0.002	-1.652	0.917	0.815	0.189	-0.294	1.231	1.114	0.007	0.387
YGL008C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.690	0.077	0.233	-0.390	-0.347
YGL009C	0.352	-0.207	-0.557	-0.166	-0.388	0.898	-0.137	0.228	-0.000	-0.005	0.080	0.484	-0.763	-0.654
YGL010W	-0.128	0.241	-0.539	-0.053	0.277	-0.174	-0.340	-0.074	-0.000	0.368	0.097	0.463	-0.460	0.056
YGL011C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.536	0.533	0.171	-0.211	-0.054
YGL013C	0.117	-0.787	0.069	0.198	-0.309	0.991	-0.057	0.413	-0.000	0.507	-0.369	-0.222	0.307	0.022
YGL014W	0.448	-1.761	-0.791	-0.613	-0.710	0.074	0.087	-0.031	-0.000	0.296	-0.137	-0.515	-0.191	-0.330
YGL015C	0.304	0.339	-0.312	-0.325	0.231	0.347	0.017	-0.012	0.166	0.286	0.197	0.060	0.482	0.583
YGL016W	0.091	-1.050	-0.052	-0.958	1.144	0.577	-0.194	-0.252	-0.000	0.618	0.089	0.321	0.014	-0.128
YGL017W	0.604	0.598	-0.366	0.346	-0.332	0.661	-0.026	0.192	-0.000	-0.168	0.205	-0.025	-0.115	-0.103
YGL018C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.016	-0.055	-0.352	0.089	0.211
YGL019W	-0.684	-1.062	0.114	0.323	NaN	NaN	NaN	NaN	-0.000	-0.168	-0.141	-0.324	-0.215	-0.649
YGL020C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.376	0.148	0.099	-0.293	0.090
YGL021W	0.231	0.067	0.219	0.120	0.073	0.062	0.350	0.267	-0.000	0.791	0.083	-0.216	0.634	-0.113
YGL022W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.042	NaN	NaN	0.155	0.114
YGL023C	0.053	-1.483	-0.126	-0.263	0.611	-0.140	-0.007	-0.740	-0.000	-0.416	-0.434	-0.552	-0.473	0.150
YGL024W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.366	0.057	0.179	0.450	0.701
YGL025C	-0.058	2.599	-0.643	-0.380	0.178	-0.914	0.597	0.931	0.069	0.460	0.394	0.336	-0.079	0.383
YGL026C	0.152	2.567	-0.288	-0.463	0.291	-1.822	-0.110	0.345	-0.000	-0.440	0.819	0.483	0.134	-0.435
YGL027C	0.107	0.951	0.011	-0.149	0.746	-0.166	0.574	0.428	-0.072	-0.057	0.218	0.072	0.056	-0.093
YGL028C	0.196	-0.065	-0.386	-0.116	-0.302	1.151	-0.093	0.212	-0.000	0.279	0.133	0.181	-0.369	-0.135
YGL029W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.362	-0.299	-0.108	-0.504	0.018
YGL031C	0.159	-1.192	-0.043	-0.958	-1.450	-0.980	0.034	-0.876	0.065	-0.273	-0.367	-0.502	-0.183	-0.882
YGL032C	0.263	0.248	-0.311	-0.330	0.984	0.975	-0.508	-0.195	NaN	0.247	NaN	NaN	-0.058	-0.628
YGL033W	0.453	0.454	-0.017	-0.087	-0.797	-0.135	0.087	0.119	-0.000	-0.005	-0.195	-0.081	-0.160	-0.290
YGL034C	0.705	-0.100	-0.415	0.241	-0.367	0.579	-0.302	-0.042	NaN	0.526	NaN	NaN	1.453	1.267
YGL035C	-0.035	-3.118	-0.385	0.364	-0.173	1.785	-0.562	-0.797	-0.000	0.133	0.319	0.442	-0.194	0.417
YGL036W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.152	0.644	0.414	-0.124	-0.071
YGL037C	0.149	0.188	-0.251	-0.062	0.279	0.039	0.406	0.241	-0.000	-0.043	0.078	0.057	0.479	0.019
YGL038C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.326	0.005	0.279	-0.544	-0.172
YGL039W	0.139	-1.752	0.046	0.071	-0.036	0.737	0.355	0.352	-0.000	0.140	-0.079	0.018	-0.272	0.014
YGL040C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.088	0.132	-0.055	0.029	-0.117
YGL041C	0.083	0.010	-0.112	-0.051	0.160	-0.064	0.217	0.091	-0.000	0.149	0.059	0.058	-0.173	0.075
YGL042C	-0.147	0.224	0.018	-0.270	0.523	1.162	0.557	-0.413	0.086	-0.137	0.162	-0.139	-1.047	-1.195
YGL043W	0.377	-0.352	0.207	-0.175	1.077	1.432	-0.031	0.039	-0.000	-0.057	-0.395	-0.129	0.184	0.206
YGL044C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.267	-0.079	0.098	-0.164	-0.584
YGL045W	0.237	-2.613	-0.315	-0.195	0.012	3.198	-0.428	-1.487	-0.000	0.120	-0.210	-0.384	-0.144	-0.510
YGL047W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.219	-0.023	-0.170	0.311	0.079
YGL048C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.085	0.540	0.448	-0.747	-0.365
YGL049C	-0.196	0.627	-0.120	0.210	0.260	0.050	-0.004	0.261	0.057	1.445	0.070	-0.123	-0.058	0.536
YGL050W	0.505	-0.740	-0.088	-0.033	0.881	0.579	-0.186	0.089	NaN	-0.168	NaN	NaN	-0.589	-0.258
YGL051W	0.297	0.459	-0.432	-0.020	0.960	0.719	1.438	0.951	0.256	0.372	0.113	-0.189	0.359	-0.247
YGL053W	-0.091	-0.177	-0.231	0.004	1.062	0.684	-0.202	0.157	-0.000	-0.796	0.518	0.391	0.464	0.151
YGL054C	0.352	1.202	0.072	-0.087	0.096	-2.328	-0.272	-0.407	-0.000	-0.223	0.370	0.099	0.012	-0.184
YGL055W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.591	0.231	-0.108	-0.836	-1.120
YGL056C	0.424	0.396	-0.370	-0.298	-0.131	0.833	0.004	-0.174	-0.000	0.095	-0.428	-0.546	0.472	-0.213
YGL057C	0.556	0.362	0.125	-0.194	0.506	-0.149	0.153	-0.079	-0.047	-0.253	0.064	0.181	-0.004	-0.673
YGL058W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.164	-0.326	0.324	0.373	0.003	0.112
YGL059W	0.009	-0.209	0.435	0.281	-0.462	-0.206	-0.156	-0.064	-0.000	-0.375	0.062	0.276	0.251	0.256
YGL060W	-0.029	-0.913	-0.401	-0.033	-0.144	0.120	0.069	-0.015	-0.000	-0.089	0.853	0.554	0.078	-0.294
YGL061C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.528	-0.316	-0.263	0.022	0.066
YGL062W	-0.010	0.173	-0.120	0.141	-0.486	0.182	-0.194	-0.109	0.022	0.317	0.251	0.132	0.221	-0.405
YGL063W	-0.064	-0.056	-0.858	-0.718	0.475	1.009	1.058	0.599	-0.000	-0.089	1.029	0.730	-0.019	0.128
YGL064C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.023	0.488	0.326	0.488	-0.044	0.020
YGL065C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.066	-0.084	0.345	0.521	-0.147	-0.023
YGL066W	-0.113	1.442	-0.654	-1.324	-0.574	-2.314	-0.050	-0.580	-0.000	-0.078	0.094	-0.159	0.041	-0.167
YGL067W	0.052	0.543	-0.089	-0.035	0.651	0.622	-0.207	0.080	-0.000	-0.338	0.118	0.122	0.155	-0.239
YGL068W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.457	0.072	0.178	0.421	0.455
YGL069C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.256	-0.094	0.049	-0.383	0.091
YGL070C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.800	-0.246	0.519	0.679	0.662
YGL071W	-0.254	-0.254	-0.015	-0.067	-0.418	0.241	NaN	NaN	-0.015	-0.168	0.378	0.316	0.320	0.050
YGL072C	-0.118	-1.464	-0.067	-0.357	-0.347	-0.029	-0.051	0.308	-0.433	-0.490	1.024	0.827	0.697	-0.043
YGL073W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.318	-0.148	-0.043	0.501	-0.119
YGL074C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.077	-0.169	-0.074	-0.108	-0.006
YGL075C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-1.002	0.614	0.409	0.126	0.252
YGL076C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.458	0.280	0.211	-0.303	0.336
YGL077C	0.236	-1.320	-0.141	-0.061	-0.381	1.412	-0.717	-0.184	-0.000	-0.126	0.112	0.123	0.257	-0.390
YGL078C	-0.097	-2.750	-0.825	-1.687	0.531	-0.646	-0.658	-0.669	-0.000	0.031	0.778	0.998	0.785	-0.009
YGL079W	-0.016	-0.182	-0.206	0.167	1.023	0.008	-0.065	0.435	NaN	-0.168	NaN	NaN	-0.229	-0.706
YGL080W	0.113	-0.174	-0.173	0.049	-0.407	-0.138	0.645	0.345	-0.000	-0.332	0.282	0.019	0.078	0.016
YGL081W	0.142	0.260	-0.059	0.026	0.093	-0.089	0.086	-0.329	-0.000	0.268	0.393	0.374	0.431	-0.319
YGL082W	0.023	-0.026	-0.235	-0.299	0.103	0.215	0.143	-0.178	-0.000	0.212	-0.072	0.020	0.487	-0.051
YGL083W	0.093	0.224	-0.229	0.241	-0.274	0.086	0.109	-0.095	-0.000	0.254	-0.091	-0.039	0.138	-0.475
YGL084C	-0.246	-0.188	0.142	-1.039	-0.858	-1.452	0.416	0.275	-0.222	0.016	0.220	-0.059	-0.731	-0.446
YGL085W	0.053	-0.257	-0.061	0.074	0.476	0.304	0.301	-0.310	0.094	0.294	0.076	0.019	0.770	0.372
