orf	hom | growth (culture turbidity) | High sucrose (sucrose [0.88 M]) | Ando A~Shima J, 2006
YAL002W	-0.4845035550975784
YAL004W	-0.2824274885137412
YAL005C	0.13469950310370088
YAL007C	-0.5667969283020433
YAL008W	-0.6254612258910751
YAL009W	-1.3846293147193665
YAL010C	-3.6903393157234885
YAL011W	0.025981469337211616
YAL012W	-0.6415383916491078
YAL013W	-1.2290655074983292
YAL014C	0.12164482337493264
YAL015C	0.32757754788057447
YAL016W	-2.599241298038632
YAL017W	0.2345527610878383
YAL018C	-0.12033840563492744
YAL019W	-0.6975056687863046
YAL020C	-1.3892604425167148
YAL021C	-1.9816921262400318
YAL022C	-0.5110418987984364
YAL023C	-1.1207399509846059
YAL024C	
YAL026C	-0.23625718445373162
YAL027W	0.32447740120205576
YAL028W	-0.02170908590599538
YAL029C	-0.20155400542880414
YAL030W	-0.4072401673915972
YAL031C	-0.3154940163066495
YAL034C	-0.6985847633084689
YAL035W	
YAL036C	0.35835871986415974
YAL037W	-0.06629267629580218
YAL039C	
YAL040C	-0.5047154478595917
YAL042C-A	-0.3325742165718172
YAL042W	-0.6734108129709352
YAL044C	-0.6521207067654374
YAL045C	0.050016979756163
YAL046C	0.4903177678619585
YAL047C	0.271250853205637
YAL048C	0.5433976966188779
YAL049C	0.20356734832201767
YAL051W	0.36520252355133115
YAL053W	-0.9450006473439254
YAL054C	0.02669674396221894
YAL055W	-0.5885545726587483
YAL056C-A	0.17369035483953763
YAL056W	-1.5137497528033768
YAL058W	-0.9959953872541576
YAL059W	-0.2573571786790737
YAL060W	-0.5203991409145446
YAL061W	0.2647873128124528
YAL062W	0.0712270005051421
YAL064C-A	0.318430940994337
YAL065C	-0.510690200562715
YAL066W	-0.632212993112583
YAL067C	-0.6664615050897447
YAL068C	-0.8348988112551893
YAR002C-A	-0.2976426947684346
YAR002W	-0.29927351892830584
YAR003W	-0.8901497809396068
YAR014C	-1.1029411622351057
YAR015W	-0.503319101421352
YAR018C	-0.03028639864214686
YAR020C	0.1283089478607917
YAR023C	0.07464011862814982
YAR027W	0.14155272776305525
YAR028W	-0.10162368117127685
YAR029W	-0.8049637684849752
YAR030C	-0.6333943515738684
YAR031W	-0.6947621798901995
YAR035W	-0.5226421069969789
YAR042W	0.015828594142497727
YAR047C	0.020383855280330872
YAR050W	0.0002819048354628739
YBL001C	-0.5159220219818783
YBL002W	-0.5257080042588191
YBL003C	-0.46943100016673367
YBL005W	0.09548459848132135
YBL006C	-0.44283705730816214
YBL007C	-1.2224999726576902
YBL008W	-0.04262637002745024
YBL009W	-0.21847306048921317
YBL010C	-0.1715447076640866
YBL011W	-0.36848402500181077
YBL012C	-0.15646148780069688
YBL013W	-0.1603517776011765
YBL015W	0.2390548581912851
YBL017C	0.22459829081096563
YBL019W	0.5632576110141992
YBL021C	-0.014923297376336265
YBL022C	-0.12654582094968
YBL024W	-0.07772583194332842
YBL027W	-1.121790319376467
YBL028C	0.35026524871212905
YBL029W	0.36807357578009015
YBL031W	-0.308468999123826
YBL032W	-0.196871695583035
YBL033C	
YBL036C	0.0010928785366654357
YBL037W	-0.01516354189801859
YBL038W	
YBL039C	-0.47830765498271477
YBL042C	-3.0585154655088007
YBL043W	-0.04844946321667849
YBL044W	0.06579900361021572
YBL045C	-0.5767801378753131
YBL046W	-0.7901007887720695
YBL047C	0.21905691772898828
YBL048W	-0.20819406829461798
YBL049W	-0.0993747005255621
YBL051C	-0.4042160578946467
YBL052C	0.19255779207877988
YBL053W	0.01075235662857506
YBL054W	-0.21048153186795387
YBL055C	-0.10348165612480008
YBL056W	-0.39712598989178066
YBL057C	-0.41651354493517284
YBL058W	-3.2107138864358697
YBL059W	-0.07939040899598382
YBL060W	-0.08941392005728731
YBL061C	-0.042592506179212106
YBL062W	0.07339283084872242
YBL063W	0.13948388325640185
YBL064C	0.13100294397555143
YBL065W	-0.016280328825620992
YBL066C	-0.0027759749672433944
YBL067C	-0.15477493477101614
YBL068W	-0.26199420121590417
YBL069W	-0.2875866891162364
YBL070C	-0.44079786861051073
YBL071C	-0.7476318996690764
YBL072C	-1.8474445166267932
YBL075C	-0.2118927797284679
