orf	hom | growth (culture turbidity) | High sucrose (sucrose [0.88 M]) | Ando A~Shima J, 2006
YCL050C	1.091763085750118
YCL051W	1.2061022547041427
YCL055W	1.217096112730642
YCL056C	1.2269157950392497
YCL057W	1.1761738948734628
YCL058C	0.25175526579739216
YCL061C	1.0094177821638244
YCL063W	1.0758925128423225
YCL064C	1.105908021199294
YCL069W	1.2099900362826554
YCL076W	1.0336221602115163
YCR001W	1.1335662595015796
YCR002C	0.6789351554275462
YCR003W	0.22128174123337366
YCR004C	1.0495718372391947
YCR005C	1.0849510554132622
YCR006C	1.156318105183029
YCR007C	1.2386022591714883
YCR008W	1.2241561189670522
YCR009C	1.0211372908104
YCR010C	1.1824346457738482
YCR011C	1.1566189756792382
YCR014C	1.0879163408983623
YCR015C	1.090825516004839
YCR016W	0.9157008880180283
YCR017C	0.96819681921106
YCR019W	1.0431987176808757
YCR020C	1.1402814887767674
YCR020C-A	1.1347566796551052
YCR020W-B	
YCR021C	1.2177178349200022
YCR022C	1.0328857289744675
YCR023C	1.0043594336652795
YCR024C	
YCR024C-A	1.0418267384269668
YCR025C	1.0445468351116811
YCR026C	0.8314693329240278
YCR027C	0.9800886616006192
YCR028C	0.7941205374695975
YCR028C-A	
YCR030C	1.0479579852482066
YCR031C	0.7443811771519008
YCR032W	1.0371874435511628
YCR033W	1.209090109575636
YCR034W	0.7843658644760351
YCR036W	0.9170773689749844
YCR037C	1.0497582807486499
YCR043C	1.0052919496765196
YCR044C	
YCR045C	0.7138135723005212
YCR046C	
YCR047C	0.09090909090909091
YCR048W	1.1133909867621945
YCR049C	1.0367196362282975
YCR050C	0.9300401966207678
YCR051W	0.9222000894623833
YCR053W	1.0081716070159112
YCR059C	0.839542166685426
YCR060W	1.0541872378382753
YCR061W	0.9049541998533759
YCR063W	0.3444767441860465
YCR065W	0.9106605964803732
YCR066W	1.0742669027577796
YCR067C	1.0900257615925932
YCR068W	0.9062875986076628
YCR069W	1.0501726846211863
YCR071C	
YCR073C	1.092741694273865
YCR073W-A	0.998699368100058
YCR075C	1.0664580448201935
YCR076C	1.0339746875997398
YCR077C	0.7857926646171052
YCR079W	1.1055672636282003
YCR081W	0.5765799061450593
YCR082W	1.1135290822492685
YCR083W	1.0650765404862022
YCR084C	1.1301116188007616
YCR085W	0.8073959984986894
YCR086W	0.5563214137631027
YCR087C-A	0.7212307655563968
YCR087W	0.7583313099715467
YCR088W	1.1355545640636167
YCR089W	0.9896835559755974
YCR090C	1.032146832341169
YCR091W	1.1088678422947968
YCR092C	1.2122703958666767
YCR094W	0.9558992820142024
YCR095C	1.2497990741981695
YCR098C	0.9404499361117972
YCR099C	1.0634192775966713
YCR100C	1.0211044821853823
YCR101C	1.0394417134721863
YCR102C	1.0541766147253155
YCR102W-A	1.030138820272011
YCR105W	1.07728194463718
YCR106W	1.0880744808438148
YCR107W	
YDL001W	0.8647219960625652
YDL002C	0.9724188697234531
YDL005C	0.44470314318975557
YDL006W	0.9751100029178867
YDL009C	1.0321575122001465
YDL010W	0.9709601137279416
YDL011C	1.008759129197659
YDL012C	0.9417570661177008
YDL013W	0.27139874739039666
YDL018C	1.1069824988193653
YDL019C	1.19223295234715
YDL020C	0.9584132743747089
YDL021W	0.9554981824401731
YDL022W	0.24846625766871167
YDL023C	0.33367037411526795
YDL024C	0.9453441155311413
YDL025C	0.8614328511017456
YDL026W	1.0444655225172144
YDL027C	1.1084105305095961
YDL032W	0.9977584136198112
YDL033C	0.8093388596312885
YDL034W	1.0990217805028424
YDL035C	0.7300230684862451
YDL036C	1.184177114882238
YDL037C	0.8903036193257033
YDL039C	1.0250865530817346
YDL040C	0.7177299515932211
YDL041W	0.7130656755986297
YDL042C	1.0609991927018703
YDL044C	0.15901455767077266
YDL045W-A	0.30873308733087335
YDL046W	0.9813505430321342
YDL047W	0.2447552447552448
YDL048C	0.9189529564152541
YDL049C	1.0835636631686647
YDL050C	1.0517698426995654
YDL051W	1.070263774755157
YDL052C	1.0489819956053437
YDL053C	1.0188419099724757
YDL054C	1.0390502124568353
YDL056W	0.4865181711606096
YDL057W	1.0073437359733428
YDL059C	0.8844909280597746
YDL061C	
YDL062W	0.935411932712739
YDL063C	0.9564587437119281
YDL065C	1.1300375530513707
YDL066W	0.9330791240644868
YDL067C	
YDL068W	
YDL069C	
YDL070W	1.0479048713939965
YDL071C	0.9750674001411319
YDL072C	0.9719856196075612
YDL073W	0.8962711517133883
YDL074C	
YDL075W	
YDL076C	0.9284032341436569
YDL077C	1.0965006833801119
YDL078C	1.029184019862373
YDL079C	1.0022124547356694
YDL080C	0.9878770417893716
YDL081C	0.1939978563772776
YDL082W	0.4116445352400409
YDL083C	0.3786610878661088
YDL085W	1.0074935156542588
YDL086W	1.0350805995524734
YDL088C	1.012726112441151
YDL089W	0.9004728375017661
YDL090C	
YDL091C	0.941056399605111
YDL093W	0.9571855542894891
YDL094C	0.8676103945836766
YDL095W	0.694386540328822
YDL096C	0.9340191357147165
YDL099W	1.092112453287187
YDL100C	0.9809659716394793
YDL101C	1.043559000276564
YDL104C	0.8267445671664665
YDL106C	0.41950113378684806
YDL107W	
YDL109C	1.156111785691153
YDL110C	1.1674435314259255
YDL112W	1.1156182194652111
YDL113C	1.1479926868593568
YDL114W	0.9612065405700411
YDL115C	0.17155425219941348
YDL116W	0.35398230088495575
YDL117W	0.019758507135016465
YDL118W	0.6324473156497623
YDL119C	0.6633910640792613
YDL121C	1.134786865123233
YDL122W	1.1266858516944116
YDL123W	1.1429619062610437
YDL124W	1.132703362350433
YDL125C	1.1035082241709275
YDL127W	0.8867731174824528
YDL128W	0.919502644635198
YDL129W	0.8729666106516755
YDL130W	0.7753740818127403
YDL130W-A	1.1006559813496473
YDL131W	0.959257391361133
YDL133C-A	1.1112624389085488
YDL133W	1.1770651512933716
YDL134C	1.1645850289102662
YDL135C	1.0464179248199574
YDL136W	0.6299290182216142
YDL137W	1.0069047768844306
YDL138W	1.031450458827034
YDL142C	0.9218711794069793
YDL144C	1.1830880503300707
YDL146W	1.0524581430575704
YDL149W	1.0600605142610775
YDL151C	0.22580645161290325
YDL154W	0.9498978682795671
YDL155W	1.1214091121054837
YDL156W	1.1217033246214387
YDL157C	1.0689736766856652
YDL160C	0.7699885960047558
YDL161W	1.0454213367255087
YDL162C	0.9055261203734863
YDL167C	1.0943010414596837
YDL168W	1.1389565554514007
YDL169C	1.1020975176137457
YDL170W	1.1251097407846653
YDL171C	1.1717575344149649
YDL172C	1.1997502646548022
YDL173W	1.0687873414949307
YDL174C	0.9940268808845428
YDL175C	0.9218143490839504
YDL176W	1.0093859966659726
YDL177C	1.0086959366320023
YDL178W	0.9963738365495016
YDL179W	1.0480120236509243
YDL180W	1.030660718134178
YDL182W	1.1169739326033488
YDL183C	1.0388663535158704
YDL184C	1.107983294031065
YDL185W	0.38002171552660147
YDL186W	0.9427147455020154
YDL187C	0.9861190657834411
YDL188C	1.0147828233065221
YDL189W	0.9979750851365744
YDL190C	0.8902556672115417
YDL191W	0.14630872483221477
YDL192W	
YDL194W	0.9539837222988216
YDL197C	1.023592623921061
YDL198C	0.15203145478374835
YDL199C	0.9890863812045622
YDL200C	0.9746530735811596
YDL201W	0.9520558678397738
YDL202W	
YDL203C	0.9390169078438022
YDL204W	1.0392157926504157
YDL206W	1.0333055983066193
YDL210W	1.1053876346374896
YDL211C	1.02878655530421
YDL213C	0.8950752130197194
YDL214C	0.9094235976758553
YDL215C	0.9064191863349501
YDL216C	1.0222861965400023
YDL218W	0.9959150445030693
YDL219W	1.001138148294243
YDL222C	1.0383513846888992
YDL223C	1.0191675384288825
YDL224C	1.0655615562773122
YDL225W	0.9723989170517173
YDL226C	0.9094156339196506
YDL227C	0.8810471039587294
YDL229W	0.943633633663384
YDL230W	0.9843555855454771
YDL231C	0.9694793402143927
YDL232W	0.9736909189683605
YDL233W	0.9599671761969005
YDL234C	1.0664603870817226
YDL236W	0.9070361303299662
YDL237W	0.9925967368315762
YDL238C	0.9613954358227265
YDL239C	0.9273017724060911
YDL240W	0.8764701490095409
YDL241W	0.9445086669480902
YDL242W	0.9351685514006378
YDL243C	0.9660193754157101
YDR001C	1.008096103888909
YDR003W	1.0536389658791927
YDR004W	0.8768976696649998
YDR005C	0.9259531741597078
YDR006C	0.9232674379552072
YDR007W	0.9201135774866455
YDR008C	0.7413526261575063
YDR009W	0.9103298084351388
YDR010C	0.8950934316674466
YDR011W	0.9140760992313431
YDR014W	0.7803875472237124
YDR015C	0.9542602805319756
YDR017C	0.1378865979381443
YDR018C	1.0045709171442394
YDR019C	1.0569356713275029
YDR020C	0.8178393492861181
YDR022C	0.8611513626171652
YDR024W	0.28692879914984065
YDR025W	
YDR026C	0.9296934910970244
YDR027C	0.9132420091324202
YDR028C	0.9072939215376955
YDR029W	0.9936139574020559
YDR030C	1.0043285480086919
YDR031W	0.9651680755038633
YDR032C	0.962522712801919
YDR033W	0.8757807548409722
YDR034C	0.8400503322747036
YDR035W	0.8233102203429743
YDR036C	0.8445496863535521
YDR042C	0.9358578421175995
YDR043C	1.0751285886722834
YDR046C	0.958718483410051
YDR048C	0.9817938120043092
YDR049W	0.6874262169531077
YDR051C	1.0115422203239175
YDR055W	1.035828605430508
YDR056C	1.006042066019287
YDR057W	0.8940771306756684
YDR058C	0.9934835463091677
YDR059C	1.0314524453452754
YDR061W	0.864409944395532
YDR063W	1.07571170968945
YDR065W	
YDR066C	1.0810032371047307
YDR067C	1.2567193488143016
YDR068W	1.0813965654226996
YDR069C	
YDR070C	1.0714689130817068
YDR071C	1.006738725406973
YDR072C	0.9962374109642511
YDR073W	0.8516908533231973
YDR074W	
YDR075W	0.8019708142668647
YDR076W	0.9584219330103111
YDR077W	1.0540993306377722
YDR078C	1.1010825126389463
YDR079W	1.0063846390597093
YDR080W	1.03377120737271
YDR083W	0.7209242672895388
YDR084C	1.0064378070022275
YDR085C	0.9587732967267352
YDR089W	0.9885964205678494
YDR090C	1.0958736698229405
YDR092W	1.043532813987434
YDR093W	1.0493089113629657
YDR094W	1.0420478257163175
YDR095C	1.0448609230518457
YDR096W	1.0134784228264717
YDR097C	0.9493772998404344
YDR098C	1.0304797375573942
YDR099W	1.0799664277300385
YDR100W	1.0458689310713072
YDR101C	0.875085731509397
YDR102C	1.0662027977452562
YDR104C	1.0399483145817192
YDR105C	1.0171557619664615
YDR107C	1.0258451617115039
YDR108W	0.9990420128773326
YDR109C	0.9981612413429924
YDR110W	0.945705205230416
YDR111C	0.998327693955843
YDR112W	1.0479694486468083
YDR114C	
YDR115W	0.30760233918128654
YDR116C	1.0259426430673801
YDR117C	1.026409383198908
YDR119W	0.9742707316479591
YDR120C	0.596216167809712
YDR121W	0.7864936828579014
YDR122W	0.9867928793065716
YDR123C	0.9679063176825604
YDR124W	1.0830873393524163
YDR125C	0.9357337068128214
YDR126W	0.4468822170900693
YDR127W	0.02226027397260274
YDR128W	1.1115038002578654
YDR129C	1.3872832369942196
YDR130C	1.0175414571181176
YDR131C	1.0103253751568013
YDR132C	0.9768856476717184
YDR133C	0.9990757173092252
YDR135C	0.9403781791415453
YDR136C	0.8115475069927413
YDR137W	0.9574229953944667
YDR138W	0.05343511450381679
YDR139C	0.9668753346028391
YDR140W	0.1265625
YDR142C	0.9871598210680926
YDR143C	0.9475465462433407
YDR144C	0.9772867351675275
YDR146C	0.8133661329436582
YDR147W	0.9925881133681355
YDR148C	1.0157233799187961
YDR149C	0.8974448799029161
YDR150W	0.761711604120194
YDR151C	1.0335951658428637
YDR152W	1.0663775062645484
YDR153C	1.0405161041534001
YDR154C	0.9008203473164175
YDR155C	0.8782806015643173
YDR156W	0.65076039570511
YDR157W	0.9552734368156016
YDR158W	0.8377277257950383
YDR159W	0.2885032537960954
YDR161W	0.22090261282660334
YDR162C	1.035616389794608
YDR163W	1.0172194585013654
YDR165W	1.0501838702883042
YDR169C	0.9331592888904878
YDR171W	1.0605070836741959
YDR173C	0.3393057110862262
YDR174W	0.2202380952380952
YDR175C	0.3049886621315193
YDR176W	
YDR178W	0.988813308079411
YDR179C	1.030972171816156
YDR179W-A	0.9837449650988702
YDR181C	0.9536384643555643
YDR183W	1.0664282114163883
YDR184C	1.0145767650910784
YDR185C	1.0203836870481306
YDR186C	0.9207794677170201
YDR191W	
YDR192C	0.9214725653433533
YDR193W	0.9215053142779746
YDR194C	0.32808988764044944
YDR195W	0.7228365854612288
YDR197W	0.9375448525646366
YDR198C	0.958891373827384
YDR199W	0.9553478728500439
YDR200C	0.8106284965426529
YDR202C	0.820900187530165
YDR203W	0.7884307801670519
YDR204W	
YDR205W	0.9658334188160738
YDR206W	1.0140937785818467
YDR207C	0.7495414033010269
YDR209C	0.9720021281759703
YDR210W	0.9733835829245435
YDR213W	1.0306926607130937
YDR214W	1.0584128725718214
YDR215C	1.0803178187065832
YDR216W	1.0373734648021122
YDR217C	0.8705347652389235
YDR218C	0.9835604293418376
YDR219C	1.0456683528058954
YDR220C	1.0369446859920288
YDR221W	0.95961846573823
YDR222W	0.9566751301562397
YDR223W	1.011356114202366
YDR225W	0.9498788335336168
YDR226W	0.249597423510467
YDR229W	0.9641434265001217
YDR230W	
YDR231C	
YDR233C	0.9634289487896538
YDR234W	0.951235261370265
YDR237W	
YDR239C	1.0095387897837507
YDR241W	
YDR242W	
YDR244W	0.8811137272232322
YDR245W	0.25675675675675674
YDR247W	1.0083282960111277
YDR248C	0.9200904834757024
YDR249C	0.9247860804398849
YDR250C	0.9424836063473279
YDR251W	0.9361739766404817
YDR252W	0.8826257334723873
YDR253C	0.7563596395813917
YDR254W	0.8879191787478231
YDR255C	1.0292503478957926
YDR256C	0.9841294141475488
YDR257C	0.9997523903448774
YDR258C	1.0211665164644044
YDR259C	0.9662906716649767
YDR260C	0.920434470191388
YDR261C	0.9920623648385161
YDR262W	1.0072557792920442
YDR263C	0.9810366549879178
YDR264C	0.4215686274509804
YDR265W	0.8994508334755422
YDR266C	0.8903863769120632
YDR268W	0.36373873873873874
YDR269C	0.9249189580969072
YDR270W	1.0274448323162773
YDR271C	0.9739986031951147
YDR272W	1.008605429971273
YDR273W	0.955057383907773
YDR274C	0.9480865632069708
YDR275W	0.9549445307335439
YDR276C	0.9773932244318395
YDR277C	0.8888165006752884
YDR278C	0.9756142615572682
YDR279W	0.9816117677361552
YDR281C	1.0928918343522567
YDR282C	0.9965551442391967
YDR283C	1.0084903400841077
YDR284C	1.0005443215793277
YDR285W	0.9684867965041382
YDR286C	0.9624067419415027
YDR287W	0.9869035284282448
YDR289C	0.8277602241466371
YDR290W	1.008440435007266
YDR291W	0.9935602926549186
YDR293C	0.9975572065077889
YDR294C	1.0322444624300458
YDR295C	0.941258315110083
YDR296W	0.3508158508158508
YDR297W	0.9574583592925503
YDR298C	0.6606954729612244
YDR300C	0.25481798715203424
YDR304C	0.99006705911873
YDR305C	0.9803024625666423
YDR306C	0.9826346464347567
YDR307W	0.99665793046515
YDR309C	0.9955318815975097
YDR310C	0.9851639011081641
YDR312W	1.0448770178292002
YDR313C	0.9826894323469532
YDR314C	0.917281145214703
YDR315C	1.0513722966471066
YDR316W	0.978726075681143
YDR317W	0.8834942641535577
YDR318W	0.7197171389054504
YDR319C	0.946749132833627
YDR320C	
