ORF	hom | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015
YNL274C	0.053	0.081
YNL275W	1.010	0.957
YNL276C	NaN	-0.022
YNL277W	NaN	-0.428
YNL278W	-0.589	0.042
YNL279W	0.270	0.983
YNL280C	NaN	1.386
YNL281W	-0.561	-0.397
YNL282W	NaN	0.500
YNL283C	-1.149	0.225
YNL284C	4.971	0.290
YNL285W	-0.202	0.281
YNL286W	0.048	-1.034
YNL287W	NaN	-7.800
YNL288W	-2.842	-1.300
YNL289W	-0.703	-0.675
YNL290W	NaN	-0.503
YNL291C	0.270	0.427
YNL292W	-0.017	0.022
YNL293W	-0.024	0.737
YNL294C	-4.284	0.560
YNL295W	-0.126	0.114
YNL296W	-12.661	-0.175
YNL297C	-4.538	-0.011
YNL298W	NaN	0.077
YNL299W	-0.845	1.315
YNL300W	-0.324	0.177
YNL301C	-0.244	0.240
YNL302C	NaN	4.986
YNL303W	0.430	0.835
YNL304W	0.030	0.026
YNL305C	0.188	0.080
YNL306W	NaN	0.017
YNL307C	-0.971	-1.139
YNL308C	NaN	0.607
YNL309W	NaN	-1.498
YNL310C	NaN	0.104
YNL311C	-0.426	0.985
YNL312W	NaN	0.946
YNL313C	NaN	0.732
YNL314W	0.027	0.464
YNL315C	4.159	0.151
YNL316C	0.233	0.182
YNL317W	NaN	2.760
YNL318C	-0.072	0.551
YNL319W	0.626	1.021
YNL320W	NaN	0.360
YNL321W	0.199	0.094
YNL322C	-11.153	-2.027
YNL323W	-19.922	-4.818
YNL324W	-2.308	0.159
YNL325C	-2.654	0.513
YNL326C	0.281	-2.007
YNL327W	0.878	1.072
YNL328C	0.007	0.882
YNL329C	1.247	0.031
YNL330C	NaN	0.753
YNL331C	NaN	-5.605
YNL332W	0.633	0.067
YNL333W	0.203	1.198
YNL334C	0.890	1.315
YNL335W	0.610	0.235
YNL336W	0.661	0.041
YNL338W	0.688	0.704
YNL339C	0.433	2.400
YNR001C	0.230	-0.183
YNR002C	-0.066	-0.230
YNR003C	NaN	-0.080
YNR004W	1.723	0.247
YNR005C	-9.224	-1.357
YNR006W	-14.020	-1.895
YNR007C	-0.765	0.013
YNR008W	-0.132	0.179
YNR009W	-0.837	-2.359
YNR010W	NaN	0.036
YNR011C	NaN	0.733
YNR012W	0.223	0.381
YNR013C	-1.338	-0.127
YNR014W	0.019	0.208
YNR015W	0.049	-1.734
YNR016C	NaN	0.076
YNR017W	NaN	0.319
YNR018W	0.329	0.187
YNR019W	-1.865	-1.667
YNR020C	0.720	-0.944
YNR021W	0.002	-0.220
YNR022C	NaN	0.009
YNR023W	NaN	-1.619
YNR024W	0.028	-0.204
YNR025C	-0.042	0.133
YNR026C	NaN	-1.483
YNR027W	-0.063	-0.044
YNR028W	0.049	-0.012
YNR029C	0.311	-0.427
YNR030W	-1.441	0.364
YNR031C	0.205	0.023
YNR032C-A	-0.114	-0.407
YNR032W	-0.113	1.349
YNR033W	0.078	-0.462
YNR034W	-0.300	0.073
YNR035C	NaN	-23.685
YNR036C	3.118	-0.614
YNR037C	1.914	0.054
YNR038W	NaN	-1.267
YNR039C	-0.045	-0.997
YNR040W	-0.188	-0.266
YNR041C	3.289	-0.019
YNR042W	2.524	0.094
YNR043W	NaN	1.098
YNR045W	3.995	-0.019
YNR046W	NaN	1.281
YNR047W	NaN	1.335
YNR048W	3.207	0.839
YNR049C	-0.067	0.589
YNR050C	NaN	-1.053
YNR051C	1.667	4.665
YNR052C	-15.899	-0.867
YNR053C	NaN	1.226
YNR054C	NaN	-0.118
YNR055C	0.824	-0.080
YNR056C	0.040	-0.236
YNR057C	-0.007	0.007
YNR058W	0.459	0.104
YNR059W	-0.093	-0.044
YNR060W	0.425	0.871
YNR061C	-0.034	0.239
YNR062C	0.311	0.155
YNR063W	0.032	-0.020
YNR064C	-0.022	-0.583
YNR065C	-0.027	0.265
YNR066C	0.115	0.003
YNR067C	0.020	-0.468
YNR068C	NaN	0.029
YNR069C	0.260	-2.559
YNR070W	0.899	0.430
YNR071C	0.064	0.685
YNR072W	1.495	1.787
YNR073C	2.943	1.070
YNR074C	NaN	1.049
YNR075W	1.635	1.171
YOL001W	-16.428	0.091
YOL002C	-0.007	-1.164
YOL003C	-2.581	-0.484
YOL004W	-10.883	0.334
YOL005C	NaN	-0.870
YOL006C	0.115	-0.255
YOL007C	-1.152	-1.263
YOL008W	1.161	0.459
YOL009C	2.924	0.671
YOL010W	NaN	1.632
YOL011W	0.007	-0.111
YOL012C	-1.729	-5.017
YOL013C	0.274	-0.037
YOL013W-B	-0.024	0.469
YOL014W	-0.051	1.028
YOL015W	-0.310	0.461
YOL016C	-0.233	-0.853
YOL017W	0.061	-0.490
YOL018C	-13.436	0.225
YOL019W	0.131	-6.729
YOL020W	1.529	-0.163
YOL021C	NaN	10.228
YOL022C	0.046	0.145
YOL023W	2.000	0.021
YOL024W	-0.012	0.031
YOL025W	-0.258	-0.005
YOL026C	NaN	-1.017
YOL027C	1.536	-0.037
YOL028C	0.267	-0.073
YOL029C	0.009	-0.133
YOL030W	-0.102	0.082
YOL031C	0.244	-0.230
YOL032W	-0.004	-0.069
YOL033W	5.836	-0.094
YOL034W	NaN	0.222
YOL035C	0.408	0.095
YOL036W	0.862	1.386
YOL037C	0.891	0.493
YOL038W	NaN	-0.953
YOL039W	-0.256	-1.134
YOL040C	NaN	2.660
YOL041C	0.607	0.612
YOL042W	0.107	-4.483
YOL043C	-0.179	-0.420
YOL044W	1.352	-0.235
YOL045W	0.020	0.057
YOL046C	0.144	-0.592
YOL047C	0.033	-1.575
YOL048C	-0.035	0.340
YOL049W	0.070	0.045
YOL050C	-2.710	0.121
YOL051W	NaN	-0.069
YOL052C	0.016	0.509
YOL053W	-0.417	-0.177
YOL054W	-2.761	-0.252
YOL055C	-0.082	0.182
YOL056W	0.190	-0.576
YOL057W	-0.069	-0.012
YOL058W	-0.239	0.078
YOL059W	-0.130	0.171
YOL060C	-0.339	0.063
YOL061W	-6.400	-0.344
YOL062C	-1.232	-0.895
YOL063C	-0.053	0.145
YOL064C	0.054	1.064
YOL065C	0.572	-0.440
YOL066C	NaN	-0.025
YOL067C	-1.095	-2.036
YOL068C	-0.250	-0.029
YOL069W	NaN	-0.074
YOL070C	-0.067	0.715
YOL071W	0.682	-0.024
YOL072W	1.675	-2.711
YOL075C	0.309	-0.687
YOL076W	NaN	0.152
YOL077C	NaN	0.917
YOL078W	NaN	-0.997
YOL079W	0.223	0.009
YOL080C	0.771	0.022
YOL081W	-0.231	0.333
YOL082W	-0.016	-0.488
YOL083W	0.334	0.056
YOL084W	-0.114	-0.030
YOL085C	-1.283	0.335
YOL086C	NaN	-0.838
YOL087C	0.941	-0.111
YOL088C	1.785	-0.120
YOL089C	-2.209	0.113
YOL090W	-0.425	-5.937
YOL091W	0.196	-0.992
YOL092W	-0.031	0.125
YOL093W	1.786	-0.229
YOL094C	NaN	-0.158
YOL095C	1.298	0.023
YOL096C	2.172	-0.018
YOL097C	NaN	0.984
YOL098C	0.260	-0.024
YOL099C	-0.044	-0.168
YOL100W	-2.709	-1.370
YOL101C	-0.049	-0.681
YOL102C	NaN	0.071
YOL103W	0.072	0.151
YOL104C	-0.032	-0.014
YOL105C	-0.020	-6.234
YOL106W	0.067	-0.205
YOL107W	-0.140	0.015
YOL108C	-0.075	0.055
YOL109W	0.445	-0.528
YOL110W	0.648	0.037
YOL111C	-0.492	0.097
YOL112W	1.000	0.401
YOL113W	0.091	0.147
YOL114C	0.696	-0.011
YOL115W	0.418	0.994
YOL116W	0.468	-0.040
YOL117W	-0.160	-0.051
YOL118C	0.973	0.020
YOL119C	0.292	0.632
YOL120C	NaN	-0.425
YOL121C	-0.101	1.795
YOL122C	1.433	0.184
YOL123W	NaN	0.408
YOL124C	1.877	-0.333
YOL125W	NaN	-0.659
YOL126C	0.943	-0.675
YOL128C	0.113	-0.367
YOL129W	-0.811	0.275
YOL130W	NaN	0.027
YOL131W	-1.126	-0.134
YOL132W	-0.004	-0.066
YOL133W	NaN	0.742
YOL134C	NaN	0.095
YOL135C	NaN	-0.210
YOL136C	-0.029	0.267
YOL137W	0.230	0.281
YOL138C	0.503	0.778
YOL139C	NaN	-1.188
YOL141W	-1.732	-1.724
YOL143C	NaN	0.139
YOL144W	NaN	-0.183
YOL146W	NaN	0.398
YOL147C	-0.051	0.037
YOL148C	NaN	-0.115
YOL149W	NaN	1.621
YOL150C	-0.006	0.404
YOL151W	0.240	0.026
YOL152W	-0.106	0.149
YOL155C	0.034	0.001
YOL158C	-0.023	0.459
YOL159C	0.140	-1.464
YOL160W	0.286	-0.191
YOL162W	-0.042	-1.372
YOL163W	0.612	0.288
YOL166C	NaN	1.432
YOR001W	2.384	4.321
YOR002W	-6.623	0.758
YOR003W	-0.021	-0.416
YOR004W	NaN	-0.209
YOR005C	-0.948	-1.672
YOR006C	0.252	0.462
YOR007C	-0.049	0.265
YOR008C	-0.022	0.596
YOR008C-A	0.014	0.220
YOR009W	-0.460	-0.018
YOR010C	-0.231	0.175
YOR011W	-0.094	-0.711
YOR012W	0.018	0.481
YOR013W	-0.084	0.386
YOR014W	1.232	-1.490
YOR015W	0.001	-0.401
YOR016C	-0.458	-1.140
YOR017W	0.337	0.112
YOR018W	0.015	0.052
YOR019W	-0.163	0.037
YOR020C	NaN	1.610
YOR021C	0.445	-0.496
YOR022C	0.509	0.198
YOR023C	0.659	0.764
YOR024W	0.786	0.779
YOR025W	0.722	0.411
YOR026W	NaN	0.855
YOR027W	0.926	0.750
YOR028C	1.003	2.580
YOR029W	1.131	3.559
YOR030W	-5.283	0.672
YOR031W	0.278	-0.001
YOR032C	-0.069	-0.501
YOR033C	0.046	0.006
YOR034C	-0.082	-0.097
YOR035C	-14.852	0.001
YOR036W	-17.115	0.155
YOR037W	0.512	-0.439
YOR038C	1.420	1.043
YOR039W	0.211	0.996
YOR040W	0.132	-0.148
YOR041C	0.118	0.270
YOR042W	-0.030	0.153
YOR043W	-5.315	-6.708
YOR044W	0.204	0.262
YOR045W	1.096	0.109
YOR046C	NaN	-0.228
YOR047C	0.625	0.729
YOR048C	NaN	0.285
YOR049C	-0.280	0.131
YOR050C	-0.678	-0.005
YOR051C	-2.899	0.592
YOR052C	-0.814	-1.279
YOR053W	0.014	0.803
YOR054C	0.014	0.564
YOR055W	0.539	-0.023
YOR056C	NaN	0.608
YOR057W	NaN	-0.601
YOR058C	-0.513	1.069
YOR059C	-0.122	-0.206
YOR060C	NaN	-1.937
YOR061W	-5.994	1.983
YOR062C	-0.624	-0.075
YOR063W	NaN	-0.731
YOR064C	0.037	-0.201
YOR065W	2.751	0.335
YOR066W	0.265	0.052
YOR067C	-5.781	-0.032
YOR068C	-15.031	-1.188
YOR069W	-14.210	-1.205
YOR070C	-0.452	0.714
YOR071C	0.235	-0.001
YOR072W	0.551	0.430
YOR073W	NaN	-0.416
YOR074C	NaN	0.018
YOR075W	NaN	-0.085
YOR076C	-0.088	0.010
YOR077W	NaN	-0.625
YOR078W	1.698	0.494
YOR079C	-0.080	0.159
YOR080W	-1.359	0.307
YOR081C	0.004	0.438
YOR082C	0.581	-0.124
YOR083W	0.004	-0.908
YOR084W	0.100	-0.618
YOR085W	-3.648	-0.000
YOR086C	0.291	0.498
YOR087W	-0.346	-0.094
YOR089C	-11.152	-0.707
YOR090C	-0.064	-0.012
YOR091W	-4.810	-1.327
YOR092W	0.120	-0.557
YOR093C	-0.036	0.294
YOR094W	0.158	-1.162
YOR095C	NaN	0.807
YOR096W	0.172	0.288
YOR097C	0.308	-0.386
YOR098C	NaN	-1.517
YOR099W	0.278	-0.184
YOR100C	0.025	0.555
YOR101W	0.027	-0.513
YOR102W	NaN	-0.157
YOR103C	NaN	-0.057
YOR104W	NaN	0.485
YOR105W	0.534	-0.097
YOR106W	-11.980	0.292
YOR107W	0.523	0.915
YOR108W	-0.066	-0.232
YOR109W	-5.772	-0.003
YOR110W	NaN	0.052
YOR111W	0.537	-0.060
YOR112W	-0.430	-0.014
YOR113W	-1.924	-2.047
YOR114W	0.000	-0.797
YOR115C	0.024	0.094
YOR116C	NaN	-4.554
YOR117W	NaN	-1.841
YOR118W	0.085	-0.123
YOR119C	NaN	0.229
YOR120W	-0.058	0.011
YOR121C	0.026	-0.343
YOR122C	NaN	0.583
YOR123C	1.039	0.423
YOR124C	-0.017	0.086
YOR125C	1.732	1.913
YOR126C	0.344	0.593
YOR127W	-2.596	0.123
YOR128C	NaN	-0.923
YOR129C	-0.091	-0.356
YOR130C	-0.386	0.280
YOR131C	-0.299	-7.589
YOR132W	-9.960	-0.948
YOR133W	-0.149	-0.187
YOR134W	0.047	-0.235
YOR135C	2.764	0.319
YOR136W	0.928	1.450
YOR137C	-0.399	0.006
YOR138C	1.079	0.366
YOR139C	-0.558	-2.107
YOR140W	-1.616	-3.158
YOR141C	1.004	1.264
YOR142W	0.381	-0.801
YOR143C	NaN	-0.298
YOR144C	0.241	0.041
YOR145C	NaN	2.862
YOR146W	NaN	2.344
YOR147W	NaN	-0.543
YOR148C	NaN	-0.177
YOR149C	NaN	0.117
YOR150W	3.427	-0.025
YOR151C	NaN	-2.246
YOR152C	-0.078	1.000
YOR153W	0.578	1.027
YOR154W	0.157	-0.075
YOR155C	0.082	0.038
YOR156C	0.426	-0.069
YOR157C	NaN	0.310
YOR158W	0.470	1.228
YOR159C	NaN	0.848
YOR160W	NaN	-0.951
YOR161C	-0.382	0.212
YOR162C	-2.206	-1.310
YOR163W	-0.013	-0.091
YOR164C	-1.007	-0.544
YOR165W	-0.043	0.417
YOR166C	0.030	-0.001
YOR167C	0.726	-0.695
YOR168W	NaN	0.202
YOR169C	NaN	-0.078
YOR170W	-3.015	-0.032
YOR171C	-4.256	-0.176
YOR172W	-0.020	-0.279
YOR173W	-2.246	-2.094
YOR174W	-0.051	-5.152
YOR175C	0.033	-0.151
YOR176W	NaN	0.322
YOR177C	-0.082	0.019
YOR178C	0.166	-0.114
YOR179C	NaN	-0.970
YOR180C	-0.018	-0.417
YOR181W	NaN	-0.118
YOR182C	0.090	NaN
YOR183W	0.795	4.007
YOR184W	NaN	-0.585
YOR185C	0.317	0.297
YOR186W	0.667	NaN
YOR187W	NaN	-0.002
YOR188W	-0.196	0.203
YOR189W	0.352	0.062
YOR190W	-0.006	-0.022
YOR191W	0.043	0.010
YOR192C	-0.002	-0.101
YOR193W	0.028	0.436
YOR194C	NaN	-0.169
YOR195W	-0.240	0.004
YOR196C	0.120	0.195
YOR197W	0.216	0.254
YOR198C	1.055	-0.028
YOR199W	4.984	0.930
YOR200W	1.730	-0.029
YOR201C	5.061	0.272
YOR202W	-0.010	0.896
YOR203W	NaN	1.383
YOR204W	NaN	1.986
YOR205C	5.163	-0.258
YOR206W	NaN	3.674
YOR207C	NaN	0.564
YOR208W	-0.061	-0.002
YOR209C	3.062	0.161
YOR210W	NaN	0.004
YOR211C	3.584	-0.166
YOR212W	NaN	0.278
YOR213C	0.020	0.368
YOR214C	-0.124	0.120
YOR215C	0.024	-0.229
YOR216C	-3.737	0.081
YOR217W	NaN	-0.296
YOR218C	NaN	0.003
YOR219C	0.118	0.157
YOR220W	-0.106	0.281
YOR221C	-7.714	0.036
YOR222W	-0.022	-0.234
YOR223W	-0.957	-0.036
YOR224C	NaN	-2.406
YOR225W	0.026	-0.004
YOR226C	0.121	-0.553
YOR227W	-0.022	-0.011
YOR228C	0.194	-0.510
YOR229W	0.048	-0.333
YOR230W	-0.114	-0.069
YOR231W	0.501	1.137
YOR232W	NaN	0.447
YOR233W	0.613	0.038
YOR234C	2.067	0.578
YOR235W	0.103	-0.166
YOR236W	NaN	0.062
YOR237W	-0.281	-0.211
YOR238W	0.799	-0.011
YOR239W	-0.020	0.129
YOR241W	2.713	0.460
YOR242C	-0.148	-0.427
YOR243C	-0.792	-0.039
YOR244W	NaN	0.373
YOR245C	-0.054	-0.321
YOR246C	-1.037	-0.138
YOR247W	0.069	4.293
YOR248W	-0.001	-0.044
YOR249C	NaN	0.076
YOR250C	NaN	-2.093
YOR251C	0.044	0.211
YOR252W	-0.008	0.223
YOR253W	0.083	0.037
YOR254C	2.813	0.267
YOR255W	0.247	-0.027
YOR256C	NaN	-0.140
YOR257W	NaN	-0.515
YOR258W	0.294	NaN
YOR259C	NaN	-1.659
YOR260W	NaN	1.005
YOR261C	NaN	-3.119
YOR262W	NaN	-0.975
YOR263C	-0.149	-0.455
YOR264W	-0.037	0.308
YOR265W	0.099	0.126
YOR266W	0.633	-0.658
YOR267C	-0.015	-0.297
YOR268C	0.282	0.479
YOR269W	-0.416	0.533
YOR270C	-15.625	-8.420
YOR271C	0.325	-0.370
YOR272W	NaN	-0.028
YOR273C	0.014	0.992
YOR274W	-2.850	-0.122
YOR275C	-4.521	-0.027
YOR276W	0.099	0.108
YOR277C	0.313	1.089
YOR278W	NaN	-3.998
YOR279C	-1.801	-0.001
YOR280C	0.053	0.013
YOR282W	NaN	0.008
YOR283W	0.015	0.126
YOR284W	-0.144	-1.773
YOR285W	-0.021	0.307
YOR286W	0.315	-0.005
YOR287C	NaN	-0.298
YOR288C	0.043	0.544
YOR289W	-0.293	0.017
YOR290C	0.165	-0.657
YOR291W	-0.412	0.040
YOR292C	-0.022	-0.044
YOR293W	NaN	4.101
YOR294W	NaN	-0.018
YOR295W	3.717	-0.098
YOR296W	-0.018	0.043
YOR297C	-0.001	-1.305
YOR298C-A	-1.452	-0.945
YOR298W	0.033	-0.336
YOR299W	NaN	-0.000
YOR300W	-0.171	0.269
YOR301W	-0.510	0.488
YOR302W	-0.426	-0.651
YOR303W	-0.006	0.020
YOR304C-A	1.160	0.812
YOR304W	0.021	1.148
YOR305W	NaN	0.227
YOR306C	0.309	0.613
YOR307C	0.797	0.990
YOR308C	0.710	0.053
YOR309C	4.690	1.240
YOR310C	NaN	2.103
YOR311C	0.326	0.029
YOR312C	2.077	-0.036
YOR313C	0.021	0.554
YOR314W	0.385	0.266
YOR315W	-0.139	0.006
YOR316C	0.488	0.657
YOR317W	0.680	-0.026
YOR318C	-0.478	2.612
YOR319W	NaN	0.343
YOR320C	0.556	NaN
YOR321W	0.078	0.197
YOR322C	-0.188	0.005
YOR323C	NaN	-0.476
YOR324C	0.350	0.023
YOR325W	-0.023	0.175
YOR326W	NaN	1.898
YOR327C	-0.583	-0.105
YOR328W	-0.017	0.334
YOR329C	NaN	-0.096
YOR330C	4.628	1.123
YOR331C	NaN	-2.990
YOR332W	0.877	-3.973
YOR333C	0.323	-0.789
YOR334W	0.165	0.036
YOR335C	NaN	0.605
YOR336W	NaN	0.270
YOR337W	-1.988	-0.060
YOR338W	-0.048	0.109
YOR339C	-0.247	-0.033
YOR340C	NaN	1.550
YOR341W	NaN	1.844
YOR342C	0.211	-0.889
YOR343C	-0.053	-0.131
YOR344C	1.286	0.338
YOR345C	-0.007	0.001
YOR346W	-0.016	-0.284
YOR347C	-0.039	-0.045
YOR348C	0.047	0.019
YOR349W	NaN	-0.690
YOR350C	0.126	0.118
YOR351C	0.128	0.019
YOR352W	-0.088	0.613
YOR353C	NaN	2.067
YOR354C	0.592	0.156
YOR355W	0.425	0.804
YOR356W	-0.578	0.194
YOR357C	-2.202	0.274
YOR358W	0.859	-0.093
YOR359W	-2.193	-4.340
YOR360C	-0.351	0.381
YOR361C	NaN	0.500
YOR362C	NaN	-0.655
YOR363C	0.226	-1.218
YOR364W	-0.386	-1.039
YOR365C	0.028	0.362
YOR366W	0.143	0.633
YOR367W	0.078	NaN
YOR368W	0.230	0.812
YOR369C	1.546	2.796
YOR370C	NaN	1.013
YOR371C	1.469	0.161
YOR372C	NaN	0.286
YOR373W	NaN	0.000
YOR374W	-0.318	-0.568
YOR375C	-0.447	-1.775
YOR376W	-0.337	-0.178
YOR377W	0.312	0.594
YOR378W	-0.009	0.249
YOR379C	0.288	0.137
YOR380W	-0.338	-0.135
YOR381W	-0.211	-0.050
YOR382W	0.193	-0.006
YOR383C	NaN	-4.752
YOR384W	0.056	0.669
YOR385W	-0.091	-0.006
YOR386W	0.401	0.124
YPL001W	-0.127	0.315
YPL002C	-17.398	-0.043
YPL003W	-0.599	0.014
YPL004C	0.027	0.271
YPL005W	4.589	-0.731
YPL006W	-0.007	0.847
YPL007C	NaN	0.571
YPL008W	-3.359	0.263
YPL009C	-4.062	-2.625
YPL010W	NaN	0.214
YPL011C	NaN	-3.198
YPL012W	NaN	2.089
YPL013C	1.923	-0.590
YPL014W	0.778	0.491
YPL015C	0.138	0.263
YPL016W	NaN	-0.102
YPL017C	-0.081	-0.866
YPL018W	-1.060	1.269
YPL019C	0.518	0.465
YPL020C	NaN	0.163
YPL021W	0.732	0.040
YPL022W	-0.420	0.376
YPL023C	-0.013	-0.042
YPL025C	0.118	0.822
YPL026C	-0.264	0.315
YPL027W	0.075	-0.091
YPL028W	NaN	0.299
YPL029W	2.864	0.525
YPL030W	0.349	0.841
YPL031C	NaN	1.620
YPL032C	-1.354	-0.711
YPL033C	0.129	0.548
YPL034W	-0.183	-0.080
YPL035C	0.335	-0.404
YPL036W	-0.114	0.143
YPL037C	-2.169	-2.198
YPL038W	0.577	1.271
YPL039W	0.350	0.365
YPL040C	2.497	-0.050
YPL041C	-0.361	NaN
YPL042C	-5.566	0.084
YPL043W	NaN	4.000
YPL044C	NaN	2.914
YPL045W	NaN	0.208
YPL046C	0.064	-0.421
YPL047W	1.252	0.072
YPL048W	0.047	1.088
YPL049C	1.097	0.092
YPL050C	-10.849	-1.001
YPL051W	-11.176	NaN
YPL052W	-0.004	0.171
YPL053C	-0.289	0.027
YPL054W	0.072	0.688
YPL055C	-1.132	-0.536
YPL056C	2.281	3.353
YPL057C	2.284	4.347
YPL058C	0.056	1.189
YPL059W	NaN	0.457
YPL060W	0.600	-0.125
YPL061W	-0.854	-2.870
YPL062W	-0.777	-2.773
YPL063W	NaN	0.283
YPL064C	0.519	-1.327
YPL065W	-20.212	-0.040
YPL066W	0.814	0.485
YPL067C	-0.032	-0.062
YPL068C	1.419	0.493
YPL069C	1.014	0.491
YPL070W	-0.000	-0.011
YPL071C	0.003	-0.375
YPL072W	-0.095	-1.205
YPL073C	0.228	0.164
YPL074W	0.221	0.117
YPL075W	NaN	0.485
YPL076W	NaN	0.632
YPL077C	1.147	-0.054
YPL078C	4.760	1.320
YPL079W	1.470	-0.580
YPL080C	0.666	1.081
YPL081W	0.025	0.145
YPL083C	NaN	0.043
YPL084W	-15.924	-0.230
YPL085W	NaN	0.033
YPL086C	1.899	0.185
YPL087W	0.037	1.373
YPL088W	-0.293	0.108
YPL089C	0.097	NaN
YPL090C	NaN	1.876
YPL091W	0.954	0.075
YPL092W	0.241	-0.056
YPL093W	NaN	4.408
YPL094C	NaN	-0.901
YPL095C	0.230	-1.523
YPL096W	-0.234	-0.341
YPL097W	2.098	-1.842
YPL098C	0.572	-0.898
YPL099C	0.879	-1.019
YPL100W	-0.175	-0.101
YPL101W	1.473	0.703
YPL102C	0.853	-1.435
YPL103C	-0.054	-0.197
YPL104W	5.776	-4.973
YPL105C	0.754	1.580
YPL106C	0.857	-3.466
YPL107W	-0.023	-0.584
YPL108W	0.005	0.239
YPL109C	-0.006	-1.468
YPL110C	0.008	-0.458
YPL111W	0.087	-0.538
YPL112C	0.102	0.005
YPL113C	0.054	-0.159
YPL114W	0.588	-1.192
YPL115C	-2.548	-1.460
YPL116W	0.068	-1.016
YPL117C	NaN	-0.159
YPL118W	5.073	-0.127
YPL119C	-0.032	-0.784
YPL120W	-15.297	-0.946
YPL121C	-0.124	-0.414
YPL122C	NaN	-0.173
YPL123C	-0.229	-1.706
YPL124W	NaN	-2.078
YPL125W	1.523	-0.404
YPL126W	NaN	-1.218
YPL127C	-0.430	-0.849
YPL128C	NaN	-0.052
YPL129W	NaN	-14.259
YPL130W	0.038	0.068
YPL131W	NaN	-7.460
YPL132W	2.927	-1.108
YPL133C	-0.813	0.028
YPL134C	0.190	0.044
YPL135W	0.039	-1.261
YPL136W	-2.485	-4.262
YPL137C	-2.489	-2.893
YPL138C	0.131	-2.573
YPL139C	0.133	0.017
YPL140C	0.456	0.188
YPL141C	-0.084	-1.378
YPL142C	NaN	2.679
YPL143W	NaN	2.180
YPL144W	0.018	-1.183
YPL145C	-5.431	-5.837
YPL146C	NaN	0.905
YPL147W	-0.168	-0.642
YPL148C	1.434	0.634
YPL149W	0.558	-0.021
YPL150W	0.234	0.077
YPL151C	NaN	-1.458
YPL152W	0.153	-0.931
YPL153C	NaN	-1.372
YPL154C	-0.273	-0.103
YPL155C	-1.064	0.134
YPL156C	-0.466	-0.064
YPL157W	3.156	-1.154
YPL158C	-0.402	0.722
YPL159C	0.874	1.836
YPL160W	NaN	0.372
YPL161C	-8.635	-2.924
YPL162C	0.004	-1.879
YPL163C	-0.022	-0.212
YPL164C	-0.023	-0.931
YPL165C	0.287	3.476
YPL166W	0.214	-1.132
YPL167C	0.022	-0.038
YPL168W	-0.014	-0.574
YPL169C	NaN	0.805
YPL170W	-0.531	-0.198
YPL171C	-0.292	-0.612
YPL172C	3.994	-0.212
YPL173W	1.197	0.223
YPL174C	0.622	-0.500
YPL175W	NaN	-0.016
YPL176C	-4.426	-2.991
YPL177C	-0.139	-0.715
YPL178W	0.104	0.511
YPL179W	-7.404	-4.723
YPL180W	3.245	-0.061
YPL181W	-2.777	NaN
YPL182C	-2.451	-0.254
YPL183C	1.891	0.121
YPL183W-A	2.395	-0.512
YPL184C	0.202	0.003
YPL185W	0.260	-0.221
YPL186C	-0.009	0.285
YPL187W	0.212	-0.856
YPL188W	NaN	1.620
YPL189W	-0.001	-0.138
YPL190C	NaN	0.110
YPL191C	-0.805	1.201
YPL192C	0.101	0.159
YPL193W	NaN	0.772
YPL194W	0.270	0.224
YPL195W	-10.569	-1.038
YPL196W	-0.783	0.372
YPL197C	-0.129	0.572
YPL198W	0.519	0.162
YPL199C	0.214	0.855
YPL200W	0.028	0.366
YPL201C	-0.031	-0.018
YPL202C	-0.942	-8.203
YPL203W	0.324	0.482
YPL204W	NaN	3.692
YPL205C	3.015	1.434
YPL206C	-0.000	0.049
YPL207W	0.286	2.260
YPL208W	NaN	0.118
YPL209C	NaN	-0.119
YPL210C	NaN	0.299
YPL211W	2.834	0.688
YPL212C	0.036	0.643
YPL213W	-3.395	0.309
YPL214C	-1.965	0.277
YPL215W	2.036	0.130
YPL216W	-0.136	0.899
YPL217C	NaN	-0.080
YPL218W	NaN	0.795
YPL219W	0.048	0.074
YPL220W	0.001	0.014
YPL221W	-0.357	0.193
YPL222W	-0.043	0.482
YPL223C	-0.380	0.424
YPL224C	0.278	-0.132
YPL225W	-1.058	-0.061
YPL226W	2.250	0.080
YPL227C	-5.676	-1.600
YPL228W	NaN	0.022
YPL229W	-0.664	-0.769
YPL230W	-1.266	-0.480
YPL231W	NaN	0.340
YPL232W	-0.513	0.131
YPL233W	NaN	1.970
YPL234C	NaN	-3.943
YPL235W	NaN	2.417
YPL236C	-0.004	0.139
YPL237W	NaN	2.324
YPL238C	NaN	6.171
YPL239W	NaN	0.947
YPL240C	-0.314	0.251
YPL241C	-1.054	0.037
YPL242C	NaN	-0.633
YPL243W	NaN	-0.915
YPL244C	1.071	0.810
YPL245W	0.511	0.236
YPL246C	-0.222	0.170
YPL247C	0.006	0.120
YPL248C	0.048	0.332
YPL249C	-0.023	0.891
YPL250C	-0.771	-0.664
YPL251W	NaN	-5.311
YPL252C	NaN	-0.857
YPL253C	-0.299	0.203
YPL254W	NaN	-1.763
YPL255W	NaN	0.407
YPL256C	-0.583	-0.039
YPL257W	0.238	-0.349
YPL258C	-0.236	0.117
