orf	hom | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015
YBL082C	-3.61005451886596	0.03811586701965525
YBL083C	-3.70013881663603	0.22563410360263952
YBL084C		0.240061773516957
YBL085W	0.16051269799063775	-0.39502792641038
YBL086C	-3.902157625629935	-5.07017232712773
YBL087C	-0.009343054148164226	1.5129202038831866
YBL088C	0.16050037356579422	0.530935336739067
YBL089W	1.29098613384436	0.08050212720978014
YBL090W		0.8532860388259745
YBL091C	0.07913580024910238	
YBL091C-A	0.5720023208883555	-0.298289091581203
YBL092W		1.3823197057030485
YBL093C	-10.001665168647829	1.6686401856025812
YBL094C	0.052901713129335254	0.11224400371570635
YBL095W	-0.027131123207951996	-0.08743191516915416
YBL096C	0.37031080434688046	2.19435316458528
YBL097W		0.012243112421937999
YBL098W	0.010765050412588552	-0.05038578100926555
YBL099W	2.0036878349318528	0.04350424450807899
YBL100C	4.10474774830221	1.2033040689728225
YBL101C	-0.5950127708774022	-1.3757516414450102
YBL102W	0.8079842910046361	0.049327925353727
YBL103C		-3.551379414647855
YBL104C	2.577287079535505	0.0649336664564784
YBL105C		0.011343190167947135
YBL106C	1.294384250761588	-0.387186993796118
YBL107C	0.4705409704907625	0.28818983067014203
YBR001C	0.6004859509796945	-0.10616610272532666
YBR002C		1.1205441260237872
YBR003W	1.51116357750223	-0.6820732598461456
YBR004C		-0.389005808510103
YBR005W	0.721086715788859	0.0120520623112207
YBR006W	-1.1331768798785076	-0.9634183280031374
YBR007C	-0.01220852314153751	-1.8688541804166552
YBR008C	0.06898520717652884	-0.920928835267141
YBR009C	-1.4273992090897074	0.27846999012364654
YBR010W	0.12440752542707839	0.0360590153523487
YBR011C		-0.5615158985690377
YBR012C	-0.009708560609790591	0.019225647773872555
YBR013C	0.5666863484738245	-0.13144108097192994
YBR014C	0.0175213151544011	0.388779987644533
YBR015C	-9.972658895668065	-0.1158778033300445
YBR016W	0.21275919310106445	-0.2480463715017672
YBR017C		-0.01621628848318925
YBR018C	-0.12314615547146969	-0.012330382688828405
YBR019C	0.03251016518873205	-0.4437480322266807
YBR020W	-0.43982995018112414	-0.5000740764964082
YBR021W		-0.0018653672451702987
YBR022W	0.00560034792229965	-0.0346501503920024
YBR023C	-1.159470276518065	0.0751619789904166
YBR024W	0.0044492711896622975	-0.00678118551128253
YBR025C	0.44978841532224934	-0.547917981374633
YBR026C	-0.0719403664706145	0.002564653822727801
YBR027C	-0.8429024922489534	-0.0254690673586206
YBR028C	0.8952704067323081	0.1026069878316743
YBR029C		-0.015968311383697895
YBR030W	-0.0357528998719849	0.8270832754723388
YBR031W	-0.6264884348289185	-0.6816425001741845
YBR032W	0.045803750623219563	-0.01020170427108884
YBR033W	0.013520073313507	0.3743894489911158
YBR034C	-0.8559906226522676	-0.051991693677040395
YBR035C	-2.3022146134425	0.02700090579348426
YBR036C	0.8358487351372045	3.4431764618993297
YBR037C	1.262150058976591	-0.05737816242775888
YBR038W		-0.695464347214195
YBR039W		-0.018602684086316698
YBR040W	0.9459262948468005	0.8652561848763545
YBR041W	-0.5992447666896443	
YBR042C	-1.0427048324908499	-0.914316554400375
YBR043C	0.2190424819040516	0.27013229680553963
YBR044C	-0.008679482660022251	0.011555468898409495
YBR045C	0.134476843217398	-0.3072601143742525
YBR046C	0.0020820193628753453	0.11596060469307885
YBR047W	-0.0003660235217750351	-0.11133060951250509
YBR048W	-0.01615350781986019	0.6926286816562139
YBR049C		1.1442979963053375
YBR050C	0.18514052966317138	-0.18448177073006686
YBR051W	0.5870638840126375	0.06777416656468849
YBR052C	-0.13087710555197107	0.07428558019121544
YBR053C	-0.0028686891422945483	-0.040970942913970854
YBR054W	-0.01068745118041583	0.4079429449681058
YBR055C		-0.013380230202833545
YBR056W	0.0446842368192335	1.19926935533084
YBR057C	-1.488917011768585	-1.213771990687946
YBR058C	0.560928908783274	0.568008663907057
YBR059C	0.19221966739571217	-0.345806745620331
YBR060C		-0.7245352887140655
YBR061C		-0.34236624266079174
YBR062C	0.25961422862405126	-0.059862026703219905
YBR063C	-0.171153018065759	0.9102235080681429
YBR064W	0.011121190887003144	0.10811586819409569
YBR065C	0.4792638531804245	0.6472108697062935
YBR066C	-0.0008575793958415026	0.02342499036306603
YBR067C	-0.007631864892062551	-0.17351738216773993
YBR068C	-0.28932383985854615	-0.2208677922543356
YBR069C	0.874370710219435	0.0841749734409416
YBR070C		-0.1396041075608272
YBR071W	0.020628947767482617	-0.3785355348625175
YBR072W	-0.048853094366311564	-0.603701095715615
YBR073W	-0.03577408804711649	0.49730460684020406
YBR074W	-0.0674284462341395	0.2096921033681905
YBR076W	-0.06886316688763745	-0.029790841047823508
YBR077C	1.468055932065315	0.019669789643827998
YBR078W		-5.6168157027057894
YBR079C		0.16236451068208274
YBR080C		-0.9789280583155846
YBR081C		-1.1228340557815089
YBR082C		0.2491042516903575
YBR083W	-0.3165820308239102	0.47015160302854153
YBR084C-A	0.9664477618668965	0.008950623750267506
YBR084W	0.852118030072559	-0.6260700947496531
YBR085W		0.3045453104589661
YBR086C		0.6044419766080746
YBR087W		-0.28828110164520127
YBR088C		0.5387418302654325
YBR089W		0.0690170372147469
YBR090C	-0.01526085006904625	0.1120062816160117
YBR091C		6.681297271989145
YBR092C	0.3121448236332601	-0.2874541607360013
YBR093C	-0.013540408899342202	0.6000844615323682
YBR094W	0.775836441854366	0.6096346827886991
YBR095C		-2.89906185283947
YBR096W	2.49608931869825	0.00313015011701033
YBR097W		-0.0083916220769318
YBR098W	0.43629546945122355	-0.198248670980947
YBR099C	-0.6462874265516565	-1.125591669436386
YBR101C	-0.02165253213516355	3.6354758875361197
YBR102C		0.0504902616492822
YBR103W	-0.3789950834257153	0.468614393934936
YBR104W	0.0767423910305274	-0.09834585731345952
YBR105C	1.94034361279896	
YBR106W	-0.08901801126671581	-0.039809531870941904
YBR107C	-0.9429349352419124	0.008573145369754752
YBR108W	-0.04957428464989255	0.5801288683490468
YBR109C		5.16928293890964
YBR110W		-3.1900953169889217
YBR111C		1.1985670386055216
YBR112C		-0.09894619931369951
YBR113W	-0.048704898175698855	-0.0526993162453289
YBR114W	-0.5311462710859784	0.020068849362063955
YBR115C		0.06919450896794815
YBR116C	0.18299030172532957	0.3367707199950007
YBR117C		-0.32805985835418655
YBR118W		-14.56065834912095
YBR119W	-3.32172937558508	-2.36070494777701
YBR120C	-0.4653868677072384	-0.21268687717827042
YBR121C		-0.48897647384656096
YBR123C		1.1088700579568105
YBR124W		-0.03679475717669301
YBR125C	0.19465515551982904	0.5147270641340129
YBR126C	4.24880222408706	-13.8460644057301
YBR127C	-13.3791771482223	-1.034375414543659
YBR128C	0.020015794735130103	-0.4543194767578897
YBR129C	0.9394565234678255	0.05611401740858405
YBR130C	0.3921130943891826	0.16348598743445525
YBR131W	-3.1891262530359548	0.2222107938377983
YBR132C		-0.5723909171238697
YBR133C	-0.4143359517996275	-8.575289742883415
YBR134W	-0.1941331617661139	0.3059493731528101
YBR135W		-0.4078593126164935
YBR136W		-0.7565842892395835
YBR137W	-0.058157090389477396	0.388791893380027
YBR138C	-0.7628007299866182	-0.952367612191416
YBR139W	-0.006931230412838501	-0.0216682770961658
YBR140C		0.5259923861074779
YBR141C	0.2306762947182905	1.1062150450112784
YBR142W		1.61711207533697
YBR143C		0.36785979574103
YBR144C	-0.3887770202084827	0.31632933427675103
YBR145W	-0.002558144804019575	0.0209728174577695
YBR146W	0.632333542042975	-0.33765799644901856
YBR147W	-0.053920481492614	-0.12401452901997595
YBR148W	-0.00356182528217518	0.29902071315650147
YBR149W	1.194276067113877	0.29845858879208054
YBR150C	-0.0132403085465499	-0.8950178389936311
YBR151W	-0.43579213392174426	0.10490340261380485
YBR152W		0.008099639913919595
YBR153W		-0.15253326260823807
YBR154C		0.7628989384202315
YBR155W		0.00480073592513974
YBR156C	2.9644535976714947	4.83804711245201
YBR157C	-0.07954525889643245	-0.013229982901658395
YBR158W	-0.24122944113537603	-0.590134062972503
YBR159W	-0.03745352066217259	-2.459988202996965
YBR160W		-0.3795453985148027
YBR161W	0.19351940368111867	0.25040974573360814
YBR162C	-3.9776424152968	0.17460542484955385
YBR162W-A	0.07639717876633301	-0.27824213955275684
YBR163W	5.88086230400044	-0.4557763773905402
YBR164C	-8.771290776661475	0.15042838509985001
YBR165W		-0.136956180738611
YBR166C		-0.4769853833075486
YBR167C		0.005590430128124751
YBR168W	2.96458236944573	0.3554097426729342
YBR169C	-0.017400175628581496	-0.730700440202858
YBR170C	2.122423898048199	-2.7237945185293
YBR171W	-2.902031013702874	-0.006674324095613296
YBR172C	0.0276610293160736	1.0108516040004265
YBR173C	-0.009498651468939521	-1.2201408728541505
YBR174C	0.863657182796307	-0.9366742234487124
YBR175W	0.47738239790257053	0.24173206893337976
YBR176W	0.16030590599657124	0.07567086134182666
YBR177C	0.06375571002398335	0.706986609941271
YBR178W	-0.016540356056965404	-0.24409523382821252
YBR179C	1.86726411060019	-0.1055767925423129
YBR180W	0.1969369138645755	-0.0175254688134758
YBR181C	0.9261884939640664	1.638527079488901
YBR182C	-0.219771899338648	0.1597331306329017
YBR183W	0.04602346394619991	-0.2940246689804776
YBR184W	-0.1695940207719489	0.0257251543899559
YBR185C	0.8538094598687229	-1.0236400585148946
YBR186W	0.1977034413826421	-2.5565561120754
YBR187W	0.3287257596306621	1.19637373312936
YBR188C	1.05349138886797	0.02479503743512245
YBR189W	0.13072829732417598	1.97390003826955
YBR190W		-0.32680019251868886
YBR191W	-0.35028370285829846	-0.8245402590891446
YBR192W		1.08801374501087
YBR193C		-0.01300348209576052
YBR194W		0.0490950671264333
YBR195C	1.724971500266825	-0.31671766529795764
YBR196C		-0.9552461227807868
YBR197C	0.6730905403841221	-0.007163867495706649
YBR198C		-15.72957174793645
YBR199W	-0.24364352191466085	-0.3475010615153395
YBR200W		-0.6964613110075443
YBR201W	0.04459978105143185	-1.8827003249659051
YBR202W		-0.2495213652439545
YBR203W	0.005995329115352801	-0.17271570371664297
YBR204C	0.021620040527201456	-0.03622854737866485
YBR205W	0.4748566640459027	-1.11265861007489
YBR206W	-0.00638669596551048	-0.5300357549682054
YBR207W	0.4874801800963181	0.00418052617182674
YBR208C	-1.566029025829987	-0.09204873300407866
YBR209W		-0.5028674828621977
YBR210W	0.650285332690043	-0.04227735856598065
YBR211C		-0.23115164414691267
YBR212W	-0.010361445824672699	-0.32811327718106853
YBR213W	-0.014650113636080455	-0.7283827447310536
YBR214W	-0.002362097409650925	-0.17538775227035291
YBR215W	0.7342428600434793	0.018196902711763458
YBR216C	0.19838751417013947	-0.08347306608308311
YBR217W	0.24944590758604757	-0.1536718257283965
YBR218C	0.1360183322459563	-0.043276106532515284
YBR219C	0.1038742319137565	0.0898722365861986
YBR220C	0.21068918644339535	0.0564576731611339
YBR221C	2.128806364017465	0.0695988369843193
YBR222C	-0.21647576232744975	0.4447215097061998
YBR223C	-0.05218201313941723	0.0152364961540994
YBR224W	-0.10494254545270995	-2.287473672559025
YBR225W	-0.34830781965834107	-2.01027735735223
YBR226C	-0.4487084917752003	-1.353368978940745
YBR227C	-0.996322778787651	0.06816986110430535
YBR228W	0.27715918487691965	-0.0807482818323399
YBR229C	-7.816750615558165	-0.2760784011613606
YBR230C	0.213296285434826	-0.09291380207128949
YBR231C	-1.5800147311660735	-0.15836088536038082
YBR232C	0.30334815714931007	0.1299686183940606
YBR233W	-0.070232756436412	0.4055281958510836
YBR234C		-0.47833889396122703
YBR235W	-0.015373238946767665	-0.013465176114702597
YBR236C		0.41676567677570153
YBR237W		-0.08637506908664595
YBR238C	1.990941516894735	0.5932929943421494
YBR239C	-0.473860698878655	-0.9535571679751755
YBR240C	0.0609218223635351	-0.6393862710859565
YBR241C	-0.02906117678093305	-0.014084325850939775
YBR242W	-0.0517812937352394	0.0509141867237278
YBR243C		-0.10139368549834143
YBR244W	0.10067926550240916	-0.557466607814695
YBR245C	-0.46354713755311927	1.293464374252573
YBR246W	-0.013493612552663486	1.1579118019923178
YBR247C		3.330054329084785
YBR248C	-0.004868061056641755	-0.29311400564131385
YBR249C	-0.0034916480767681604	0.2248924241756675
YBR250W	-0.02750537747169575	0.10263121875230355
YBR251W	5.8640359541495055	0.27225744706642885
YBR252W		-0.06625151877366965
YBR253W		0.0643946351125832
YBR254C		0.5712853823596504
YBR255W	0.419484476135488	0.19677816149980099
YBR256C		-0.02248813558626235
YBR257W		0.7213962823114739
YBR258C	-0.058076510903685104	-0.11522613969976085
YBR259W	0.151975465782736	0.03532816852735045
YBR260C	-0.40735212513452473	-0.21089850550731365
YBR261C	0.0464232898966163	0.636393648213449
YBR262C	-0.010130557554639	-0.22498605386818774
YBR263W	0.2772393473725456	-0.178247187304278
YBR264C	0.0525504096439155	-1.593453776023995
YBR265W		-0.13650091225181768
YBR266C	0.6517324794524195	3.799212442103675
YBR267W	-0.0721264996980121	1.47859793306321
YBR268W	5.053313042163531	-0.10360341638063844
YBR269C	0.480839446542209	0.0828299724553422
YBR270C	0.5133911423555905	0.09707026257881506
YBR271W	1.048133563010107	-4.556606787185125
YBR272C	0.22018573855081894	0.08428440876250341
YBR273C	0.6767422586881222	0.19945691333020635
YBR275C	-0.4282037301386491	-0.5040392723961086
YBR276C	-0.06268170965836051	0.874547324538449
YBR277C	-3.069253272768435	-6.22331165378906
YBR278W	-2.878590693536405	-8.143815540745155
YBR279W	-0.56717894306611	-2.7087333432576965
YBR280C	0.7961336166495365	0.3169701505817935
YBR281C	-0.11782918072435006	-6.69995807504163
YBR282W		-4.767629170825655
YBR283C	-2.99476478105058	-5.649828854385395
YBR284W	-0.12761531614436344	-4.19305113078495
YBR285W	0.456937068705716	-4.184130771481665
YBR286W	-0.378393561091805	-4.694320254069505
YBR287W	0.6757897138826611	0.033602685802003346
YBR288C	-7.606120668681269	-1.079141775303717
YBR289W	2.7545390396517604	-0.3665344203478571
YBR290W	-21.07655327981415	-15.20891162413925
YBR291C	-0.16558644853441656	-4.9595818046480105
YBR292C	-0.08703227839039485	-5.70865128959009
YBR293W	0.42596795583585895	-4.36470616155594
YBR294W	0.387005040454813	0.18226143060407074
YBR295W	-0.683933481927257	-4.70881741025396
YBR296C	-0.12375867930287834	-3.682653266353245
YBR297W	-0.410530521599582	-9.021291412145485
YBR298C	-0.8434534012912015	-5.03590350508603
YBR299W	0.24077756150637766	
YBR300C	0.347608675810461	-4.1933333066116
YBR301W	0.9786706525255815	0.9916101951650784
YCL001W	-2.5678742756659	-0.03930954935829052
YCL001W-A	-1.6327403999723975	-4.9173460414182255
YCL002C	-9.64782427292683	-0.0029802419442746704
YCL004W		0.025920002988841416
YCL005W	-1.1983401320473395	-0.044383528417255305
YCL007C	-11.8217012922299	-25.1459200750858
YCL008C	-19.2117208509197	0.05022423811441575
YCL009C	0.7531161674048646	1.1576650369552055
YCL010C	1.459638389327913	-0.824533654767154
YCL011C	-0.6812467479084641	-1.3891540579792
YCL014W	-0.0843470521594888	-0.1155195245315491
YCL016C	-6.1881995646449	-0.7851657320662832
YCL017C		-1.7597003246282383
YCL022C	0.21061895651684015	-0.05724303749073615
YCL023C	-0.028856960135154527	-0.030101996604617806
YCL024W	-0.36538658740062724	-0.1969001949379103
YCL025C	0.002209863446168049	0.39642940544558547
YCL026C-A	-0.721361654083017	0.1525426836593324
YCL027W	0.027739460530508596	0.2723585286239619
YCL028W	-0.07591931469054759	0.19916317629664018
YCL029C	0.6509513315411115	0.1111719952445283
YCL030C	0.015919068573495846	-0.0008727567225393015
YCL032W	0.44785899374688026	-0.18111381733186774
YCL033C	0.3538528741097684	0.06976343191282794
YCL034W	-0.04094115083191844	-0.15451048662508496
YCL035C	-0.02602871233245445	-0.1725971445369242
YCL036W	0.557139693345113	6.13036606183124
YCL037C	-2.110398035174065	4.910198391276795
YCL038C	-0.07764656727063801	-0.2801459941137423
YCL039W	0.24513295889007986	0.1677011541285062
YCL040W	0.1989636885554442	-0.3391765262394215
YCL041C		-0.005204028591951199
YCL042W	0.23931278497044314	0.02960036883694185
YCL043C		-0.03438690045121461
YCL044C	-0.15965719617359517	0.2572551204463235
YCL045C	-0.7219194954917475	0.0034461260534742015
YCL046W	-0.8673794220093975	0.1423356506525087
YCL047C	-0.42754786225539665	-0.07637017654551481
YCL048W	0.06499001146014755	0.035852395034981964
YCL049C	0.3404973000585566	-0.0597047718960522
YCL050C	0.8828782601614416	-0.075587588656371
YCL051W	0.008593426434254495	-1.6671775673552538
YCL052C		0.22317091294477281
YCL054W		0.7293133066230164
YCL055W	-0.9925762773111805	0.3197614110794975
YCL056C	0.2687312657710505	0.0444355557494271
YCL057W	0.18961874069157011	-0.40899265109624305
YCL058C	1.0930827984461344	0.5127207166662991
YCL059C		-0.025495174942845603
YCL061C	1.2036403626443755	0.1135223590253267
YCL063W	3.172877709464445	0.4643546623980586
YCL064C	0.2169244467121101	-0.2497080044345395
YCL069W	0.12365546594652543	0.8447120796187763
YCL076W	0.6242400787273535	0.323488317320094
YCR001W	-0.1841507426393815	0.0194305513658167
YCR002C		-7.917029893065335
YCR003W	1.2845802773184756	-0.49162928437472964
YCR004C	0.42866130002831	0.274649021804645
YCR005C	-0.4596251686091745	0.10264702397820785
YCR006C	-0.23673475776448374	-18.69845250571015
YCR007C	-0.0133277820184496	1.672431743846315
YCR008W	1.5192609057570299	-0.01051924062362015
YCR009C	-21.15868638044375	-0.43000434435480905
YCR010C	-0.054270083520396944	0.004983263541631285
YCR011C	-0.32869131571298893	-0.0495785887793965
YCR012W		0.501756828409559
YCR013C		0.28021806452456816
YCR014C	-1.017453392843299	-0.20999993078403809
YCR015C	-0.06085900165831405	-0.36305264369216905
YCR016W	-0.06020898462866065	0.29056918088334155
YCR017C	-5.050039410968825	0.329457429022538
YCR019W	0.14439493781022802	0.30219199719519413
YCR020C	-0.45656107722964856	0.047920870555183445
YCR020C-A	-0.34460158042620687	-0.020799281190889547
YCR020W-B	3.49325735980278	-5.6211623003071605
YCR021C	-0.45622343015243	-0.06821749686716952
YCR022C	0.19455026021265479	0.239678005890964
YCR023C	-0.031997790418930715	0.0549413544428784
YCR024C	5.236816884640625	-5.231603304730065
YCR024C-A	-2.32786117200557	-4.991059260570054
YCR025C	-2.753499250358455	-5.66840055052179
YCR026C	-1.2781654933034186	-5.3303014326711
YCR027C	-0.04856263300725445	-1.9525080040591951
YCR028C	-3.99776478178706	-6.50354931248508
YCR028C-A	5.220339744931545	0.22247060416818648
YCR030C	-0.2997311901868905	0.6919154873878
YCR031C	0.955410010002515	-6.366638729936185
YCR032W	-1.060987607261422	-0.7795135612312055
YCR033W	0.10537009548475049	1.014755824690013
YCR034W	-17.27056643814815	-5.331391799689605
YCR035C		0.3271793941822993
YCR036W	-1.090451649170434	-19.37307012885165
YCR037C	0.2583231938852675	-4.80340321280252
YCR043C	0.507030810987959	-3.5014945704747804
YCR044C	-7.77624847520339	-5.36883649722009
YCR045C	-1.518713652523185	-6.121543800466435
YCR046C		-0.019933739819047874
YCR047C	-0.023246834287582	0.5517537457827926
YCR048W	-0.5859999903574705	-0.01418203867756285
YCR049C	-0.8510219615034065	-5.24641514745272
YCR050C	-1.675686952917705	-6.866094265891885
YCR051W	-0.6558980484176365	-3.3524186638669997
YCR052W		-10.871746593492851
YCR053W	0.5592186291701295	0.5128988247155826
YCR054C		-0.057339885393821455
YCR057C		0.8213929193212566
YCR059C	-0.4903165314625823	-5.70742047770092
YCR060W	-0.3376651345439765	-2.4780771044806897
YCR061W	-0.2557697468524886	-0.23696198075687497
YCR063W	0.84557418238675	-6.23542065323512
YCR064C		-0.1320577084299107
YCR065W	-1.370311605258873	-7.4071013284970455
YCR066W	0.2166446889501274	-4.80663600182275
YCR067C	-0.525760270467867	-0.09967045185968754
YCR068W	-2.3561103060960598	-5.456133308099149
YCR069W	-0.024512817428877454	-0.08136436712730799
YCR071C	2.172515345422277	-5.5497540660227695
YCR072C		-0.07950030377211126
YCR073C	-0.013909107185187449	-0.0156409900515607
YCR073W-A	-0.24607495275434274	-2.705705443412905
YCR075C	0.29607492917171085	-0.123864952321091
YCR076C	-0.018895820115652648	-5.440922563611285
