orf	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019
YJL101C	1.9723200652999997	0.41859367626238797
YJL102W	6.044476877799999	0.03480135509701263
YJL103C	5.2505226467	0.5708207764580747
YJL105W	3.5825672162999993	0.41335411795271504
YJL106W	5.791305071399999	0.555930568948891
YJL107C	6.590843974699999	0.6696794238101964
YJL108C	5.624695684099999	0.6514976005295383
YJL110C	6.052853886099999	0.23973550668922033
YJL112W	5.5688489621	0.5485542370048471
YJL115W	4.470530096099999	0.023110555902560913
YJL116C	5.563264289899999	0.5499414421950811
YJL117W	4.6929862053999996	0.9111463704879017
YJL118W	6.8254002070999995	0.0795036138006273
YJL119C	6.0509923287	0.6192893401015228
YJL120W	5.9374373273	0.11553535036839628
YJL121C	7.4760145183999995	0.015562749003984069
YJL122W	5.5502333881	0.664262954888479
YJL123C	6.609459548699999	0.6508942402478525
YJL124C	6.110562165499999	0.2124904798172125
YJL126W	6.5461665971	0.5895066116877576
YJL127C	7.7850330468	0.04136776661884266
YJL128C	7.555130707899999	0.005667118393495134
YJL129C	0.4463083866499999	0.0
YJL130C	6.462396514099999	0.4207115079936628
YJL131C	5.2114299413	0.4211466333273799
YJL132W	6.4093421282	0.0
YJL133W	5.744766136399999	0.2858068697342839
YJL134W	5.3650084267999985	0.18129770992366417
YJL135W	5.630280356299999	0.280211605224004
YJL136C	5.9327834338	0.0
YJL137C	7.6351776761	0.013409728148238443
YJL138C	5.1220751861	0.36089405778666184
YJL139C	5.05087061555	0.2160705232169724
YJL140W	0.0	
YJL141C	6.8393618876	0.0
YJL142C	4.651101163899999	0.8074844906944167
YJL144W	4.3737291113	0.08938071930197912
YJL145W	5.736389128099999	0.6803504786629889
YJL146W	6.2492481918	0.5848972296693477
YJL147C	5.884382941399999	0.49240746599177476
YJL148W	6.374903316299999	0.2709884654694116
YJL149W	5.800612858399999	0.7065147625160463
YJL150W	6.369318644099999	0.6733888645330995
YJL151C	4.992231557449999	0.35131384162547385
YJL152W	5.2858922373	0.8527909843282268
YJL153C	4.2229429619	0.7952391448093453
YJL154C	3.7528997183999997	0.29117063492063494
YJL155C	5.488801993899999	0.5538409360691877
YJL157C	5.467394083799999	0.7892407218249916
YJL158C	4.968496700599999	0.6090295991007868
YJL159W	5.826674661999999	0.588817891373802
YJL160C	6.766761149000001	0.046767537826685
YJL161W	5.963964520249999	0.36131216632278645
YJL162C	6.998525045299998	0.5964888947998405
YJL163C	6.388399607449999	0.1349856112418698
YJL164C	4.857734035299999	0.4830427284920483
YJL165C	4.472391653499999	0.2741559428277306
YJL166W	4.669716737899999	0.056009567470599965
YJL168C	5.970014581799999	0.19893981914561895
YJL169W	6.396311226399999	0.03987194412107101
YJL170C	6.649483032799999	0.02995520716685331
YJL171C	8.916859945999999	0.02536534446764092
YJL172W	5.402704964149999	0.2954406496356723
YJL175W	0.07073918120000001	
YJL176C	1.3859294842999996	0.044325050369375396
YJL177W	7.2451814008	0.011947584789311412
YJL178C	5.669373061699999	0.7053029059267772
YJL179W	2.9738379464999998	0.0
YJL180C	1.0573646032	0.0
YJL181W	5.701019537499999	0.0
YJL182C	5.232837851399999	0.015297047314123081
YJL183W	6.629936680099999	0.0
YJL184W	0.04002348409999998	
YJL185C	6.6904372956	0.22857540345019475
YJL186W	5.622834126699999	0.3544115212713127
YJL187C	6.087292697999999	0.0798165137614679
YJL188C	0.17591717429999998	
YJL189W	0.37603459479999995	0.0
YJL190C	5.753143144699999	0.07814269535673839
YJL191W	5.067159242799999	0.5960417231982986
YJL192C	6.326502823899999	0.7138443430925407
YJL193W	6.4856659815999995	0.671211251435132
YJL196C	5.045285943349999	0.39265075650296305
YJL197W	5.1351060879	0.8084103679535979
YJL198W	5.4134089192	0.7107977991746904
YJL199C	4.7488329274	0.6744413955311642
YJL200C	4.174077080149999	0.3916626660265642
YJL201W	4.911719199899999	0.8108773924578359
YJL204C	1.7843027678999996	0.0
YJL205C	5.034581988299999	0.4366796080606397
YJL206C	4.853545531149999	0.5747260472527937
YJL207C	5.1183520712999995	0.7437715948354247
YJL208C	5.614457118399999	0.45921750663129984
YJL209W	4.3765214474	0.041897065078689906
YJL210W	5.2979923603999985	0.19325368938861562
YJL211C	10.0179711481	0.0013936634767258212
YJL212C	5.297061581699999	0.7128799859427166
YJL213W	5.1881604738	0.10692500897021887
YJL214W	5.548371830699999	0.7210199630934406
YJL215C	5.508348346599999	0.6218316998986144
YJL216C	4.700432435	0.6851485148514851
YJL217W	7.2982357866999985	0.0
YJL218W	6.036099869499999	0.5364687740940632
YJR001W	4.571984974399999	0.3365228013029316
YJR003C	5.309161704799998	0.4928120617110801
YJR004C	4.3988601362	0.12589928057553956
YJR005W	4.1335882067	0.7318171582976806
YJR008W	5.0327204308999995	0.5886813390049935
YJR009C	4.9759429302	0.36251402918069586
YJR010C-A	5.586533757399999	0.45951349550149967
YJR010W	5.0429589966	0.8835363602805462
YJR011C	2.6657501968	0.22346368715083798
YJR014W	5.5232408057999995	0.8211998651836871
YJR015W	4.5459231708	0.6183456183456184
YJR019C	4.6799553036	0.8297533810660302
YJR020W	5.6637883895	0.447329498767461
YJR021C	5.9830454836	0.6224331051649036
YJR024C	5.1434830962	0.7933405718422004
YJR025C	5.1965374821	0.15009851334408025
YJR030C	4.262966445999999	0.6368995633187773
YJR031C	5.2356301875	0.7152
YJR032W	5.544648715899999	0.024173241564545908
YJR033C	5.452501624599999	0.15551382724479348
YJR034W	3.3154337294	1.1948343627175744
YJR035W	5.488801993899999	0.6489740546040361
YJR036C	5.240284081	0.7069271758436944
YJR037W	5.1239367435	0.828156221616712
YJR038C	4.076810706	0.6641552511415526
YJR039W	4.524515260699999	0.43550709730508136
YJR040W	4.00234841	0.8813953488372093
YJR043C	5.1341753092	0.2810007251631617
YJR044C	4.140103657599999	0.94806654676259
YJR047C	4.9200962081999995	0.6322360953461976
YJR048W	4.0200332053	0.5434128270432971
YJR049C	5.3277772788	0.6470999301187979
YJR050W	3.9762866064	0.8593164794007491
YJR051W	4.244350871999999	0.5723684210526316
YJR052W	3.7873385302999996	0.5824526910788893
YJR053W	3.6011827902999998	0.6924269837167227
YJR054W	3.8636623837	0.8496747771621296
YJR055W	2.2357304373999995	0.9012974976830399
YJR056C	3.3461494265	0.8809457579972183
YJR058C	3.9604633684999997	0.8056404230317273
YJR059W	5.685196299599999	0.463163064833006
YJR060W	3.5183434859999996	0.2560846560846561
YJR061W	4.9805968237	0.464772939637451
YJR062C	4.8093335429	0.6088639442616605
YJR063W	4.365352102999999	0.36012793176972285
YJR066W	0.0	
YJR069C	6.6224904505	0.25130007027406887
YJR070C	6.115216059	0.5167427701674278
YJR073C	7.6928859554999995	0.039927404718693285
YJR074W	0.06701606639999998	
YJR075W	5.1025288334	0.12842028456767604
YJR077C	5.734527570699999	0.0009738678785911432
YJR078W	6.0472692139	0.7866707711251346
YJR079W	6.1105621655	0.2091393754760091
YJR080C	5.800612858399999	0.3034338896020539
YJR082C	5.676819291299999	0.08132480734546646
YJR083C	6.2436635196	0.1830649970184854
YJR084W	5.9337142125	0.3697254901960784
YJR087W	6.3423260618	0.15600234810683886
YJR088C	6.5675745072	0.14895124716553285
YJR090C	0.0	
YJR091C	6.5089354491	0.2662662662662662
YJR092W	6.2287710604	0.5899581589958158
YJR094C	6.1170776164	0.297930614729154
YJR094W-A	6.2483174131	0.2781170862505586
YJR095W	6.05006155	0.26584615384615384
YJR096W	5.7959589649	0.27798297735667254
YJR097W	5.836913227699999	0.10110030298198054
YJR098C	6.1310392969	0.24791255503264004
YJR099W	6.0584385583	0.3926870487017975
YJR100C	5.799682079699999	0.5971754132562993
YJR102C	3.8766932854999996	0.007442977190876348
YJR103W	6.5126585639	0.5219379734171787
YJR104C	5.508348346599999	0.18773234200743497
YJR105W	5.1267290796000005	0.0
YJR106W	5.838774785099999	0.34146341463414637
YJR107W	6.1543087644	0.4213551119177254
YJR108W	7.5932926346	0.0
YJR109C	6.5443050397	0.46693215758782536
YJR110W	5.1109058417	0.4636678200692041
YJR111C	6.413065243	0.5747460087082727
YJR113C	6.129177739499999	0.3623386484434321
YJR115W	4.5189305885	0.3347064881565396
YJR116W	6.4679811863	0.3816376457044179
YJR117W	6.0947389276	0.30665852168601104
YJR118C	6.552682048	0.038210227272727285
YJR119C	6.6113211061	0.37998029001830214
YJR120W	6.8980009457	0.045742814734853594
YJR121W	5.8787982692	0.5661811272957569
YJR122W	6.5014892195	0.10808876163206871
YJR124C	6.2771715528	0.3527580071174377
YJR125C	6.1999169207	0.7080018015313015
YJR126C	6.9426783233	0.42941413058050676
YJR127C	5.3342927297000005	0.26819054266271153
YJR128W	5.3091617048	0.48404628330995786
YJR129C	6.0658847879	0.5039128433328218
YJR130C	6.4326115957	0.4256981623498769
YJR131W	6.307887249899999	0.47897299690128375
YJR133W	6.3972420051	0.43852757165720935
YJR134C	6.5228971296	0.2401541095890411
YJR135C	5.181645022900001	0.6716364289563499
YJR137C	6.8886931587	0.4803404945277665
YJR139C	0.0	
YJR140C	6.0975312637	0.3451381468478095
YJR142W	5.6563421598999994	0.5797268389007735
YJR144W	6.4828736455	0.6890165111270639
YJR145C	5.863905809999999	0.573968253968254
YJR146W	5.153721661900001	0.7794834748058513
YJR147W	4.531961490299999	0.7311562949270899
YJR148W	6.5740899581	0.5636415121053376
YJR149W	4.558954072599999	0.9144548795426706
YJR150C	6.8570466829	0.6144970815800189
YJR152W	5.331500393600001	0.20321229050279324
YJR153W	6.5889824173	0.5733860714790225
YJR154W	5.7736202761	0.8065452200548121
YKL001C	5.8257438832999995	0.0324332960536827
YKL002W	0.0	
YKL003C	3.8227081209	0.0
YKL005C	7.081364349599999	0.5642744479495269
YKL006W	0.0	
YKL007W	6.8868316013	0.0337883497769969
YKL008C	6.7285992223	0.02766634389265459
YKL009W	0.0	
YKL010C	2.7113583531	0.0
YKL011C	0.0	
YKL015W	1.517169281	0.0
YKL016C	7.262866196099999	0.006023324362424721
YKL017C	0.0	
YKL020C	0.12286278839999996	
YKL023W	0.0	
YKL025C	5.709396545799999	0.0
YKL026C	6.7081220909	0.0
YKL027W	6.785376723	0.0
YKL029C	6.6448291393	0.0
YKL030W	7.4443680426	0.6061515378844711
YKL031W	5.679611627399999	0.0
YKL032C	3.0110690945	0.0
YKL033W-A	4.988973831999999	0.6184701492537313
YKL034W	5.3389466232	0.0
YKL037W	6.015622738099999	0.0
YKL038W	5.679611627399999	0.0514585381842019
YKL039W	6.102185157199999	0.0
YKL040C	6.377695652399999	0.014156450671336836
YKL041W	6.292064011999999	0.0
YKL043W	6.3814187672	0.01662777129521588
YKL044W	6.349772291399999	0.03356786866021695
YKL046C	6.1934014697999995	0.2625488428013225
YKL047W	4.4761147683	0.7130380536494072
YKL048C	6.058438558299999	0.05960977108618836
YKL050C	3.5295128304000003	0.5332278481012657
YKL051W	3.3898960254	1.0115321252059308
YKL053C-A	0.013030901799999986	
YKL053W	6.3441876191999995	0.03227699530516433
YKL054C	0.2913337331	
YKL055C	0.04095426280000001	
YKL056C	6.3227797091	0.01840129545119976
YKL057C	5.924406425499999	0.019795758051846035
YKL061W	6.3330182748	0.030276308054085842
YKL062W	4.661339729599999	0.4552715654952077
YKL063C	5.231907072699999	0.29443159580145883
YKL064W	5.1136981778	0.15671641791044777
YKL065C	6.3804879885	0.06754194018964262
YKL066W	4.9377810035	0.1349670122525919
YKL067W	4.779548624499999	0.679844206426485
YKL068W	4.922888544299999	0.11533371147664966
YKL069W	4.867041822299999	0.15127175368139226
YKL070W	5.362216090699999	0.02829369901058846
YKL071W	4.4882148914	0.7666943177104936
YKL072W	3.8832087364	1.1303930968360498
YKL073W	0.022338688799999992	
YKL074C	5.805266751899999	0.08209074875741545
YKL075C	4.1950196009	1.1355668959396494
YKL076C	5.129521415699999	0.625294864815823
YKL077W	3.6244522578	0.7162300975860297
YKL079W	3.890654966	0.0832535885167464
YKL080W	0.022338688799999992	
YKL081W	6.6839218446999995	0.01977440467901407
YKL084W	4.2759973478	0.9397039616891598
YKL085W	3.5378898387000004	0.23572744014732966
YKL086W	3.3014720489	1.096137581054412
YKL087C	3.5695363144999996	0.045893089960886584
YKL090W	2.9701148316999997	1.4700720777185836
YKL091C	7.157688202999999	0.04863459037711314
YKL092C	6.4912506538	0.043877258388299395
YKL093W	3.0324770046	1.3400859422958868
YKL094W	6.019345852899999	0.09061388588217102
YKL096W	3.6942606602999994	1.0052910052910053
YKL096W-A	6.964086233400001	0.021651964715316763
YKL097C	2.9570839298999996	0.6694995278564685
YKL098W	4.8260875595	0.15178399228543873
YKL100C	4.3541827585999995	0.8123129542539547
YKL101W	3.8850702937999997	0.7884523239099185
YKL102C	3.3740727875	1.0811034482758621
YKL103C	4.812125879	0.7593810444874273
YKL105C	3.5499899617999993	1.1486628211851073
YKL106W	0.0	
YKL107W	5.8974138432	0.3794191919191919
YKL109W	5.0764670298	0.14228089475614228
YKL110C	5.135106087900001	0.1547942722494109
YKL113C	4.7795486245	0.062317429406036996
YKL114C	5.3463928528	0.530292479108635
YKL115C	3.7556920544999994	0.05997521685254027
YKL116C	4.1968811583	0.7591483699268131
YKL117W	5.0736746937	0.5751238304898183
YKL118W	6.6876449595	0.0
YKL119C	1.9769739587999997	0.05084745762711867
YKL120W	2.2720308066999997	0.44530929946743136
YKL121W	4.46773776	0.20875
YKL123W	4.1261419771	0.6345589893976992
YKL124W	3.8739009494	0.604517059106199
YKL126W	7.0878798005000005	0.14944189100459618
YKL127W	4.3309132911	0.7077154523963035
YKL128C	3.4410888538999993	0.8815255612658913
YKL129C	4.3430134142	0.7100300042863267
YKL130C	4.877280388	0.5866412213740457
YKL131W	4.5263768181	0.2233189389265885
YKL132C	4.4379528416	0.24559563758389263
YKL133C	4.4370220629	0.4709460876861758
YKL134C	3.5071741415999993	0.13720806794055201
YKL136W	4.4891456701	0.24549035869790584
YKL137W	3.6449293891999996	0.26225740551583254
YKL138C	4.047025787599999	0.16191352345906165
YKL139W	0.0	
YKL140W	4.5263768181	0.2619782027555007
YKL142W	4.082395378199999	0.5428636570907434
YKL143W	0.10517799310000003	
YKL146W	4.160580789	0.8870246085011184
YKL147C	4.5077612441	0.8540161057195952
YKL148C	3.1953632771	0.7969705796679288
YKL149C	3.2260789741999996	0.6076168493941142
YKL150W	3.3843113531999998	0.7202970297029704
YKL151C	3.9865251721	0.4578566425402755
YKL155C	0.01396168050000001	
YKL156W	3.9288168926999996	0.3127221037668799
YKL157W	3.35033793065	0.7191650896377814
YKL159C	3.2195635232999997	0.6588609424689218
YKL160W	4.3495288651	0.2647121763321207
YKL161C	2.7755820833999993	0.8303152246814222
YKL162C	3.3815190171	0.9446738232865399
YKL162C-A	6.329295159999999	0.6726470588235295
YKL163W	3.6579602909999993	0.4938931297709925
YKL164C	2.5093793752	0.925074183976261
YKL166C	3.6253830364999997	0.881643132220796
YKL167C	3.5955981180999994	0.5425834843385969
YKL168C	4.1922272648	0.6993783303730017
YKL169C	3.5444052895999993	0.29280462184873957
YKL170W	3.7082223407999995	0.3049698795180723
YKL171W	3.8999627529999996	0.7346062052505966
YKL174C	4.8558724779	0.4703852788959171
YKL175W	5.086705595500001	0.37602927721866414
YKL176C	5.3240541640000005	0.12552447552447552
YKL177W	5.369662320300001	0.4713121858207661
YKL178C	4.2769281265	0.6167573449401523
YKL179C	4.4779763257	0.20848056537102472
YKL183W	3.0352693406999998	0.9868138607789021
YKL184W	1.6149010444999998	0.5700288184438042
YKL185W	3.7240455786999997	0.4398900274931267
YKL187C	4.632485589899999	0.47739602169981926
YKL188C	4.1466191084999995	0.6646464646464648
YKL190W	3.6933298815999995	0.2759576612903226
YKL191W	4.9657043645	0.4549203373945642
YKL194C	0.0	
YKL197C	4.0982186161	0.2850329320917556
YKL198C	4.601304503449999	0.8935170380762121
YKL201C	3.013861430599999	0.580916431317182
YKL202W	5.687057856999999	0.13666121112929625
YKL204W	6.4065497921	0.04634607002760424
YKL205W	2.706704459599999	1.2214580467675382
YKL206C	5.4404015015	0.6489307100085543
YKL207W	5.473909534699999	0.33157626254038436
YKL208W	4.611077679799999	0.12616067823980623
YKL211C	4.347667307699999	0.07428816099336333
YKL212W	4.837256903899999	0.05811044833557823
YKL213C	4.356975094699999	0.7994018372142706
YKL214C	5.794097407499999	0.7558232931726908
YKL215C	3.1925709409999996	0.023032069970845493
YKL216W	3.834808244	0.341990291262136
YKL217W	4.172680912099999	0.5900066919473569
YKL218C	4.383036898299999	0.5935442769165429
YKL220C	6.9687401269	0.008815279818351802
YKL221W	3.8832087364	0.6977468839884948
YKL222C	3.0222384388999997	0.5620572836464429
YKR001C	4.425852718499999	0.10494216614090432
YKR003W	3.3312569673	0.9307069013690975
YKR005C	4.450052964699999	0.7540263543191803
YKR006C	3.2903027045	0.295049504950495
YKR007W	4.214565953599999	0.2829063604240283
YKR009C	4.2201506258	0.8789148654609616
YKR010C	5.312884819600001	0.09653118430273297
YKR011C	5.082051701999999	0.6346153846153847
YKR012C	3.2809949175	0.9475177304964538
YKR013W	4.6064237863	0.7955142453020811
YKR014C	4.7767562884	0.8357365549493375
YKR015C	4.038648779299999	0.9483752016593687
YKR016W	4.095426279999999	0.8006818181818184
YKR017C	3.4634275426999994	1.1814028486965868
YKR018C	4.970358257999999	0.7404494382022473
YKR019C	6.506143113	0.13276108726752503
YKR020W	4.1354497641	0.29889714157101066
YKR021W	4.940573339599999	0.7556518462697815
YKR023W	6.8998625031000005	0.013489815189531896
YKR024C	6.470773522399999	0.015678941311852716
YKR026C	3.788269309	0.984029484029484
YKR027W	3.7026376685999995	0.0
YKR028W	0.006515450899999993	
YKR029C	0.0009307787000000266	
YKR030W	5.418993591399999	0.8127791137066303
YKR031C	5.517656133599999	0.26029014844804316
YKR032W	4.355113537299999	0.9350288523188716
YKR033C	4.8391184613	0.7018657434121947
YKR034W	4.8372569039	0.18703097941119873
YKR035C	5.081120923299999	0.7453746107345669
YKR035W-A	6.270656101899999	0.5870565533620306
YKR036C	4.007933082199999	0.5111472364143057
YKR039W	0.0	
YKR040C	4.3942062427	0.40944715102732476
YKR041W	4.7888564115	0.3920310981535471
YKR042W	4.4574991942999995	1.0306953434955106
YKR043C	4.272274232999999	0.9511982570806102
YKR044W	5.0764670298	0.8171983865053171
YKR045C	5.0224818652	0.889362490733877
YKR046C	4.4993842358	0.11294993793959451
YKR047W	5.1965374821	0.8318108543793659
YKR048C	5.396654902599999	0.590548464987927
YKR049C	4.496591899699999	0.9732974539432832
YKR050W	3.8431852523	1.0978445144102686
YKR051W	3.9288168927	0.8062070599384031
YKR052C	3.9902482868999996	0.8294844879869374
YKR053C	4.5105535802	0.45522080066033843
YKR054C	5.392001009099999	0.737096495770758
YKR055W	3.481112338	1.0516042780748662
YKR056W	5.2691382206999995	0.7560501678148737
YKR057W	5.1844373589999995	0.8163375224416517
YKR058W	4.56081563	0.9491836734693878
YKR059W	4.9377810035	0.7766258246936852
YKR060W	5.1360368666	0.864081188836535
YKR061W	5.251453425399999	0.8523573200992556
YKR064W	5.605149331399999	0.7919295914978413
YKR065C	4.3811753409	0.9640960271935415
YKR066C	6.292064011999999	0.6525147928994084
YKR067W	6.062161673099999	0.4948564409642254
YKR069W	6.8710083634	0.3879707396369548
YKR070W	6.882177707799999	0.48201244252096304
YKR072C	6.9585015611999985	0.2656500802568219
YKR073C	7.145588079899999	0.5576397030089879
YKR074W	6.050061549999999	0.19153846153846157
YKR075C	6.0426153203999995	0.7680221811460258
YKR076W	6.9445398807	0.6552740919447794
YKR077W	6.651344590199999	0.5654911838790931
YKR078W	6.9398859871999985	0.5969688841201718
YKR080W	6.733253115799999	0.6320154824440144
YKR082W	5.656342159899999	0.24288300148099398
YKR084C	6.072400238799999	0.7732985898221951
YKR085C	5.4404015015	0.0
YKR087C	5.4776326495	0.6113848768054375
YKR088C	5.839705563799999	0.6005737966209755
YKR089C	4.9908353894	0.6491980604252144
YKR090W	5.284030679900001	0.7188655980271269
YKR091W	5.9281295403	0.5900455330507145
YKR092C	5.7736202761	0.6390456230856038
YKR093W	5.414339697900001	0.7493553378029911
YKR094C	0.0	
YKR095W	0.0	
YKR096W	5.486940436499999	0.6919423240033927
YKR097W	6.103115935899999	0.6934573737989936
YKR098C	4.623177802899999	0.5417757197503524
YKR099W	5.375246992499998	0.5754112554112556
YKR100C	6.1747858957999995	0.5088935785348206
YKR101W	5.314746377	0.6245183887915937
YKR102W	6.8198155349	0.036304080797052
YKR103W	5.378970107300001	0.6142931302993597
YKR104W	5.659134496	0.6708881578947369
YKR105C	6.364664750599999	0.5399239543726236
YKR106W	4.2192198471	0.2817118905801897
YLL001W	6.8998625031000005	0.02576554701200593
YLL002W	7.177234555699999	0.012968486577616395
YLL005C	4.640862598199999	0.3654231849177698
YLL006W	5.3780393286	0.15957078573901004
YLL007C	2.9905919630999995	0.6654217242452537
YLL009C	6.617836557	0.0
YLL010C	4.4519145221	0.2757683462262178
YLL012W	5.2263224005	0.7294746215494212
YLL013C	5.892759949699999	0.3209603538145632
YLL014W	6.5163816787	0.19440079988573059
YLL015W	5.8099206454	0.6515539891060557
YLL018C-A	5.0615745706	0.15741081279882305
YLL019C	6.5303433592	0.6135974914481185
YLL020C	5.8946215071	0.6725090794252329
YLL021W	4.8316722317	0.4482758620689655
YLL023C	5.9532605652	0.6851156973108192
YLL024C	6.0789156897	0.6219568213137345
YLL025W	6.4298192596	0.5041980312680949
YLL026W	4.9908353894	0.2640805669526296
YLL027W	0.10517799309999996	
YLL028W	7.8874187038	0.07528911966013688
YLL029W	5.592118429599999	0.5446071904127829
YLL030C	5.1211444074	0.693384223918575
YLL032C	5.7922358501	0.39691467138036307
YLL033W	5.553025724199999	0.005363727790814607
YLL038C	6.0928773702	0.1507791017415215
YLL039C	5.6824039635	0.8407862407862408
YLL040C	6.4847352029	0.33457729295249033
YLL041C	5.9281295403	0.32862301774218877
YLL042C	5.1769911294	0.0
YLL043W	5.2691382207	0.044161808867691214
YLL044W	4.8763496093	0.6627218934911242
YLL045C	5.9048600728	0.28877679697351827
YLL046C	6.8291233219	0.3655445004770342
YLL047W	6.496835326	0.4520057306590257
YLL048C	5.742904578999999	0.5431118314424636
YLL049W	5.559541175099999	0.2712204922149674
YLL051C	6.4214422513	0.5597912740976952
YLL052C	6.4298192596	0.4965257672264041
YLL053C	5.7950281862	0.5639254738194668
YLL054C	1.3272904262	0.02033660589060308
YLL055W	5.714050439299999	0.2099690503339306
YLL056C	6.9287166428	0.05480924234282643
YLL057C	6.3618724145	0.49802487198244333
YLL058W	6.1291777395	0.48595292331055423
YLL059C	5.732666013299999	0.5765546354927749
YLL060C	6.0454076565	0.5336412625096227
YLL061W	5.704742652299999	0.6470876162506118
YLL062C	5.7857203992	0.49983912483912485
YLL063C	6.1487240922	0.6223130487435664
YLR001C	6.990148036999999	0.5154460719041278
YLR003C	6.0835695832	0.3866279069767442
YLR004C	5.481355764300001	0.3678043810494141
YLR006C	5.5520949454999995	0.4296730930427494
YLR011W	6.5964286469	0.4862424156907013
YLR012C	5.8797290479	0.5939528257084059
YLR013W	6.8859008226	0.4871586915382536
YLR014C	5.3249849427000004	0.6042649886383499
YLR015W	5.489732772599999	0.330451000339098
YLR016C	5.7633817104	0.695251937984496
YLR017W	5.639588143299999	0.7332893216702426
YLR018C	5.966291467	0.5946957878315133
YLR019W	5.6274880201999995	0.4421104862719154
YLR020C	5.8350516702999995	0.5650023927261126
YLR021W	5.9830454836	0.16443683883011823
YLR023C	6.4577426206	0.5170077832228308
YLR024C	4.595254441899999	0.45878063601377367
YLR025W	6.3088180286	0.04544113307760401
YLR027C	5.547441052000001	0.5654362416107381
YLR028C	5.7159119967	0.5582152743852792
YLR030W	5.379900885999999	0.5524221453287198
YLR031W	6.298579462899999	0.48706960248263637
YLR032W	5.3128848196	0.44008409250175196
YLR034C	5.781066505699999	0.5380776042505233
YLR035C	6.5470973758	0.7017344327551891
YLR036C	5.3296388362	0.5279427174292699
YLR037C	5.710327324499999	0.5636511817440913
YLR038C	5.827605440699999	0.4040888037054784
YLR039C	5.517656133599999	0.2945344129554656
YLR040C	6.3972420051	0.48668703622872106
YLR041W	5.622834126699999	0.5174639960271479
YLR042C	5.3352235084	0.479937194696441
YLR043C	4.3355671845999995	0.1361099184199227
YLR044C	5.7596585955999995	0.12879767291531996
YLR046C	5.9625683522	0.6417421167655323
YLR047C	6.991078815699999	0.19344960724271074
YLR048W	6.4074805708	0.12638001162115048
YLR049C	5.3007846965	0.6899034240561897
YLR050C	5.992353270599999	0.5619757688723207
YLR052W	6.161754994	0.38534743202416916
YLR053C	5.184437359	0.6820466786355475
YLR054C	4.4184064889	0.20349694543922475
YLR055C	4.1056648457	0.12378145545227841
YLR056W	4.622247024199999	0.02053966975432943
YLR057W	4.157788452899999	0.12446832325945827
YLR058C	4.5273075968	0.15419407894736845
YLR059C	3.5453360682999993	0.16566027828826463
YLR061W	5.555818060299999	0.010386999497403258
YLR062C	5.1499985471	0.0
YLR063W	4.9396425609	0.26644055021669494
YLR064W	4.6492396065	0.1109109109109109
YLR065C	5.8862444988	0.20762175838077165
YLR067C	2.7588280667999996	0.06983805668016196
YLR068W	3.0147922092999995	0.04970669959864155
YLR069C	3.4680814361999994	0.13311862587224907
YLR070C	4.336497963299999	0.21850182442584248
YLR072W	4.7795486245	0.29406037000973706
YLR073C	4.0777414847	0.35083314311800956
YLR074C	6.006314951099999	0.0
YLR077W	3.8534238179999996	0.5983091787439614
YLR079W	3.9939714016999996	0.09601491493824282
YLR080W	5.5865337574	0.20459846717760743
YLR081W	4.5105535802	0.20408584399504748
YLR082C	4.4612223091	0.2783225537241811
YLR083C	5.0392358818	0.20760990025858883
YLR084C	5.501832895700001	0.21789883268482485
YLR085C	4.9079960851	0.15266451735255074
YLR087C	6.1142852803	0.08890242045973512
YLR089C	4.651101163899999	0.3181909145487293
YLR090W	5.3175387131	0.10922457552949413
YLR091W	4.0498181237	0.17697081130774536
YLR092W	4.4146833741	0.22728231077377184
YLR093C	4.9219577656	0.23165658093797273
YLR094C	4.784202518	0.2922178988326848
YLR095C	4.9219577656	0.2789334341906202
YLR096W	4.1782655843	0.26108264646914675
YLR097C	5.3007846965	0.22844600526777872
YLR098C	4.6780937462	0.27536808595304413
YLR099C	4.9536042414	0.17549793310785422
YLR102C	4.9573273562	0.15978220052572287
YLR104W	4.8912420685	0.17773549000951475
YLR107W	6.3721109801999996	0.24189307624890447
YLR108C	5.7391814642	0.3769056114174505
YLR109W	6.1868860189	0.305852264179329
YLR110C	7.236804392499999	0.04115755627009646
YLR111W	5.6526190451	0.4454141281080191
YLR112W	5.3389466232	0.3491980474198047
YLR113W	5.063436128	0.4492647058823529
YLR114C	5.1956067034	0.10927982801863127
YLR118C	4.9871122746	0.7136991414706979
YLR119W	5.603287773999999	0.6054817275747509
YLR120C	4.6976400989	0.6996235387358827
YLR121C	5.0234126439	0.6794515471558273
YLR122C	5.0401666605	0.6428439519852263
YLR123C	5.7121888818999995	0.6454293628808865
YLR124W	5.2886845734	0.7490320309750087
YLR125W	5.434816829300001	0.6519952046583317
YLR126C	5.2924076882	0.7098135772071755
YLR128W	6.7397685667	0.5395663582378124
YLR130C	3.7668613988999997	0.9807264640474426
YLR131C	4.2099120601	0.17643157196550963
YLR133W	4.591531327099999	0.7449827691060208
YLR134W	4.988973832	0.9869402985074625
YLR135W	3.8748317280999998	1.0984866682680758
YLR136C	5.0699515789	0.3458784652102075
YLR137W	5.025274201299999	0.1089090572328209
YLR138W	4.423991161099999	0.04228908058068589
YLR139C	3.3591803283	0.09670268772513163
YLR142W	5.9672222456999995	0.08532210263609423
