orf	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019
YEL030W	-0.8000742320075688	-0.3952216989783862
YEL031W	0.7331861988326556	-1.7997906477950263
YEL033W	-0.7487288524211845	-0.6669440860321472
YEL036C	-3.135196548303243	
YEL037C	-0.9410009121489215	-0.5968244113725651
YEL038W	-1.353402631167222	1.2308931323613865
YEL039C	-0.9961698838321646	0.3505526060647892
YEL040W	-0.5225906912641296	0.7782920297904226
YEL041W	-1.3036959339080625	0.37409141785616945
YEL042W	-0.32758749432435	0.18761027964213314
YEL043W	-0.0331709028662527	-0.24874520010237627
YEL044W	-0.649861685345274	-1.7997906477950263
YEL045C	-3.1941891120833446	
YEL046C	-3.2067523432587364	
YEL047C	-0.24619960540550698	0.5978719688875347
YEL048C	-1.019111436413315	1.6182934296192601
YEL049W	-1.00764066012274	0.4523169091408911
YEL050C	-2.099549317497021	-1.4530494299138135
YEL051W	0.2557834141677622	-1.6396872058679608
YEL052W	-1.1807947593661854	2.408458535417738
YEL053C	-1.5314727773923427	0.9786979058233057
YEL054C	-1.1529371598033595	0.8924194268579645
YEL056W	-1.2523505543216782	1.8354795731235836
YEL057C	-1.9203867163870838	4.185263171310331
YEL059W	-1.900176301017975	-0.45377510618273403
YEL060C	-0.9825141977719559	0.13466595471939835
YEL061C	-1.430966927989207	-0.3824237235298526
YEL062W	-1.1370965639735175	0.8048506694658153
YEL063C	-1.7395854329499219	2.4998420204974043
YEL064C	-0.9371773200520632	1.0505983810191635
YEL065W	-1.4730264410546496	1.9857897139333076
YEL066W	-1.3310073060284797	1.2116937453928722
YEL067C	-1.9706396410886515	2.1810567601092905
YEL068C	-1.3697894544394722	1.2778740882227317
YEL071W	-0.6438531834787822	1.2464827325240984
YEL072W	-2.1967778022457063	1.09922642010511
YER001W	-1.430966927989207	0.6662483868916594
YER002W	-0.22544296259398974	-0.1567293531830995
YER004W	-1.0884823215991748	0.9766990348258949
YER005W	-1.3883611874813562	0.8476293265606619
YER007C-A	0.02090561393217357	-0.3166830398217596
YER007W	-0.09762574107043759	-0.21044235981607004
YER010C	0.012712202296048128	-0.04769435136253381
YER011W	0.8386080952174656	-0.6849871106189258
YER014C-A	-3.1504909166906767	
YER016W	0.193513485733211	-0.2893702092393532
YER017C	-3.2067523432587364	
YER019C-A	0.09737745586934196	-0.2844754713268319
YER019W	0.25250604951331246	-1.0685115057074386
YER020W	0.35902040078293956	-0.3666249986069381
YER024W	0.32679298168084714	-0.01633912839385758
YER027C	-0.7383505310154254	-0.0011814758486163868
YER030W	-0.7208712528583584	0.4584553051948781
YER031C	-0.9568415079787636	0.5069643190030244
YER032W	-0.09817196851284483	0.11473178016215137
YER033C	-0.6263739053217147	0.4720617199276683
YER034W	-0.6930136532955328	0.6894508999700787
YER035W	-0.17519003789242152	0.3530662219290664
YER038W-A	0.1804040271154104	0.020763566593926547
YER039C	-0.6657022811751155	0.7241331633580312
YER039C-A	-0.7421741231122839	0.12635600121724452
YER040W	-1.0054557503531063	1.0109213756577389
YER041W	-0.17355135556519663	0.07040256511864922
YER042W	-0.787511000832177	0.23883483270514452
YER044C-A	-0.16208057927462144	0.21299440338223533
YER045C	-0.1265757955180787	0.2715074302934049
YER046W	-0.47561513121701166	0.1401766851460501
YER046W-A	-0.21943446072749748	0.3113625758339076
YER047C	0.13615960428033444	-0.9811111514342163
YER048C	-0.33851204317251693	-0.670677312263024
YER049W	-0.6116257643766893	-0.08655547287329748
YER050C	-0.8170072827222274	-1.5211526114856473
YER051W	-1.0147416168740482	0.5569943517411737
YER052C	-1.0660869964604327	0.5822687522692894
YER053C	0.058595307458349476	-0.0186504768475459
YER054C	0.1410756512620096	-0.24905805271458925
YER056C	-1.2752921069028287	1.6287550669612842
YER056C-A	-0.8394026078609695	0.6563098540317416
YER057C	-0.7596534012693513	0.8626961954908959
YER058W	-0.6520465951149071	0.18311443702616123
YER059W	-0.7705779501175183	1.1616950414242162
YER060W	-0.8716300269630617	0.6417713445868498
YER060W-A	-0.5285991931306208	0.348673074142114
YER061C	-1.0283973029342568	-1.6440268131776559
YER062C	-0.07686909825891931	0.017212880018425577
YER063W	-0.8705375720782449	0.48993589158393863
YER064C	0.5671330563405187	0.018664854507642065
YER065C	-0.6662485086175238	0.6688691900627363
YER066C-A	-0.70721556679815	1.1439810315170844
YER066W	-0.7088542491253749	0.4998855880713285
YER067C-A	-1.6500041323949532	0.8853135718236005
YER067W	-0.8088138710861019	0.8402190299109051
YER068C-A	-1.2638213306122534	1.597034910057867
YER068W	-1.3577724507064888	1.823052266150614
YER069W	-1.554414329973493	1.7817972630680958
YER070W	-3.197466476737794	
YER071C	-0.6504079127876817	0.7445526190582091
YER072W	-1.4282357907771652	1.9638992056096152
YER073W	-1.5238255931986258	1.4914161301135116
YER074W	-1.0027246131410648	-0.6325210775286043
YER075C	-1.1911730807719434	0.9474428795029077
YER077C	0.31586843283268023	-0.01578260904001516
YER078C	0.07334344840337496	0.18314465426544704
YER079W	-0.6531390499997237	0.3892001173289643
YER080W	0.15200020011017654	0.002959554343212776
YER081W	-0.3527139566751336	0.4618589429535891
YER083C	-0.38384892089240946	-1.2185487714344552
YER084W	-0.37292437204424256	0.41502932269397413
YER085C	-0.4166225674369102	0.27443827464059595
YER086W	-3.127549364109526	
YER087C-B	-0.7301571193793004	0.17682951364702132
YER088C	0.03893111953164882	0.022570627255006064
YER089C	0.3180533426023134	-1.2339621195838153
YER090W	0.42347523898712397	-1.6229480501797489
YER091C	-0.19703913558875588	0.3803392435151193
YER091C-A	-0.14405507367514567	-0.536915831926458
YER092W	0.5245273158326677	-0.05919215755462471
YER093C-A	0.1793115722305938	-1.2521779367212722
YER095W	-0.06375963964111922	-1.2473332203634953
YER096W	0.20662294435101108	-0.20089908668316117
YER097W	0.4966697162698421	-0.5102230539209486
YER098W	0.7768843942253232	-0.41258687065508515
YER101C	0.2312031792593869	-0.15394768493385674
YER103W	-0.25166187982958993	-1.0057409988013792
YER106W	0.15910115686148538	0.3588510137006363
YER110C	-0.11892861132436208	-1.1017817038296212
YER111C	0.3672138124190645	-1.4436577976567901
YER113C	0.2809098765185463	-0.09884299964743327
YER114C	0.059687762343167104	0.16022256298026402
YER115C	0.3202382523719471	-0.07941865940991784
YER116C	0.570410420994969	-0.9487091409582736
YER117W	-0.14296261879032907	-0.3371876186983392
YER118C	0.8031033114609244	-0.2440770939558907
YER119C	0.40271859617560724	-0.29835593877199285
YER119C-A	0.0564103976887163	-0.1980832240591402
YER120W	0.6452435806049125	-0.5421797476589245
YER121W	0.7501192495473148	-0.15963614947756324
YER122C	-0.11838238388195378	-1.6842501084371972
YER123W	-0.5357001498819302	-0.46863908148888184
YER124C	0.2661617355735208	0.08130735393445196
YER128W	0.2355729987986538	0.21695441976296587
YER129W	-0.11018897224582834	0.262604012703822
YER130C	0.4567951129740335	-0.5644546307390452
YER131W	-0.5985163057588891	1.0994751493580683
YER132C	-0.1921230886070802	0.42804107910859457
YER134C	-0.18556835929818014	0.7116279118714451
YER135C	-0.3396044980573335	-0.3229944001011435
YER137C	-0.2986374398767073	0.08018147230809215
YER139C	-0.9196980418949959	-1.3763010036224461
YER140W	-0.26750247565943197	0.3101176884948977
YER141W	-0.6318361797457982	-1.3277524581028919
YER142C	-0.17409758300760494	0.2981866262081386
YER143W	-0.04737281636886885	0.12882342570287647
YER144C	-0.0036746209762012	-0.36448451176131885
YER145C	-0.19649290814634707	0.14815835458727028
YER149C	0.06624249165206715	-0.10214576798673287
YER150W	-0.30573839662801616	0.5196848251546439
YER151C	-0.8585205683452614	-0.9457068930625929
YER152C	0.3983487766363404	0.024264352838358885
YER153C	-0.2188882332850892	-1.157870012288762
YER154W	0.2180937206415863	-1.3723358983095917
YER155C	-0.127122022960487	-1.3114879776204358
YER156C	0.5032244455787426	-0.08440693279614546
YER161C	0.031283935337932195	0.23940321915780685
YER162C	0.25851455137980417	0.26152550267953584
YER163C	0.5452839586441854	0.07383398477535241
YER164W	-0.4029668813767013	0.617731583657793
YER166W	0.5272584530447102	0.018459232704550778
YER167W	0.3278854365656637	-1.3121520909434705
YER169W	-0.24947697005995675	-1.3052902945872593
YER170W	-0.15443339508090428	0.3311196043297306
YER173W	-0.4209923869761771	0.9438816852940302
YER174C	-0.11674370155472838	0.4984529647970064
YER175C	0.4305761957384328	0.26474668065980905
YER176W	0.10065482052379225	0.4808035350826135
YER177W	0.37595345149759823	-0.027027230167676754
YER178W	-0.4286395711698937	-1.251609983515384
YER179W	0.44969415622272463	0.14242090231449445
YER180C	0.582427424727953	0.08069221533536541
YER181C	0.5851585619399945	0.08395894290082816
YER182W	0.7528503867593568	-0.17404377586973677
YER183C	0.5114178572148681	-0.04534332989359234
YER184C	0.34809585193477266	0.19210415019888627
YER185W	0.3557430361284893	0.8053541209525911
YER186C	0.41255069013895757	0.41851447058804503
YER187W	-0.04300299682960198	0.9363174867173915
YER188W	0.6059152047515117	-0.18826807683079683
YFL001W	-1.899630073575567	-1.7997906477950263
YFL003C	0.08645290702117504	-0.4405285331519944
YFL004W	-0.09052478431912821	-0.9123562702575969
YFL007W	0.20061444248451935	-0.7808568649933628
YFL010C	0.5660406014557021	-1.3475785348210398
YFL010W-A	-0.5963313959892554	-1.2017492862779517
YFL011W	0.5004933083667006	0.08916608743554383
YFL012W	-0.01241426005473546	-0.9968920703342055
YFL012W-A	0.21263144621750285	-0.4562119820301684
YFL013C	0.16183229407352634	-1.4876774283194987
YFL014W	-1.1463824304944594	-1.7997906477950263
YFL015C	-0.636205999285065	0.0847550529614104
YFL016C	0.7178918304452218	-1.7997906477950263
YFL018C	-1.1431050658400088	-1.111997370113044
YFL019C	0.7162531481179969	-1.7733963487914437
YFL020C	-0.40952161068560183	0.6063117938848261
YFL021W	0.02199806881699016	0.20037038175584027
YFL023W	0.2798174216337292	-1.7984199598707777
YFL025C	-0.4717915391201536	0.2854088497962156
YFL026W	-0.35052904690550096	-0.06636768791413573
YFL027C	-0.5859530745834969	-0.2565109832821418
YFL028C	-0.9972623387169809	-0.46020847259505504
YFL030W	-0.25930906402330706	-0.3653877500711783
YFL031W	-0.6329286346306148	0.28102978449511373
YFL032W	-0.5471709261725043	0.3744570898884153
YFL033C	-0.2683218168230447	-1.1212558706171425
YFL034C-A	-0.30027612220393274	0.20641534722173302
YFL034W	-0.192669316049489	-0.11592959601002223
YFL036W	-0.9726821038086054	-1.3420137239850756
YFL040W	-0.7601996287117592	-0.36797750914538024
YFL041W	-1.2228542724316274	-0.09188518977733696
YFL042C	-0.8000742320075688	0.09199060067275348
YFL044C	0.005065018102331497	0.014507058152563316
YFL046W	-0.25985529146571534	-0.2629544289983408
YFL047W	-0.02279258146049408	-0.47144026125793365
YFL048C	-0.2576703816960822	-0.41534007574526516
YFL049W	-0.4308244809395274	-0.15682355992712943
YFL050C	-0.7601996287117592	0.03441472354469822
YFL051C	-0.3314110864212086	-0.1626583329825832
YFL052W	-0.18502213185577238	0.0005335257973368961
YFL053W	-0.6329286346306148	0.5675913133917033
YFL054C	-0.7170476607614997	0.549682728481278
YFL055W	-0.3319573138636169	0.6921155710344186
YFL063W	0.2170012657567697	-0.8622540302526419
YFR001W	-0.6012474429709306	-1.772277751504209
YFR006W	-1.0081868875651478	1.1238219913467036
YFR007W	-1.1310880621070256	1.2493478043423982
YFR008W	-0.6017936704133389	0.8903117768286597
YFR009W	-0.3581762310992176	0.5690934635985726
YFR010W	-0.34889036457827555	0.5307388735241925
YFR011C	0.5239810883902598	-1.1157467319917662
YFR012W	-0.6045248076253809	0.6145988305685841
YFR013W	-0.2188882332850892	-1.0384429173108523
YFR014C	-0.9060423558347873	1.2640564569551758
YFR015C	-0.898941399083479	1.365071535944645
YFR016C	-0.5542718829238132	0.5700578301575877
YFR017C	-0.5209520089369042	0.9261851023321255
YFR018C	-0.2560316993688573	0.6101801627333133
YFR019W	-3.2067523432587364	
YFR020W	-1.3293686237012547	2.1101945624048937
YFR021W	-0.8852857130232703	0.555947689719287
YFR022W	-0.6941061081803493	1.1191123303418904
YFR023W	-0.9961698838321643	1.086310133608647
YFR024C-A	-0.49801045635575375	0.6895722909908771
YFR025C	0.9445762190446849	-1.7479867601737638
YFR026C	-0.9699509665965637	0.6892698378848473
YFR030W	-0.820830874819086	0.3514306196031909
YFR031C-A	-3.2067523432587364	
YFR032C	0.4147355999085907	0.30896703406423115
YFR032C-A	0.11321805169918404	0.2207459540060517
YFR033C	-0.163173034159438	-0.7577076056931193
YFR034C	0.2983891546756133	-0.26457360726824336
YFR035C	-0.0779615531437359	-0.31615003014614246
YFR036W	-0.07523041593169442	-1.1440786171305348
YFR038W	-0.025523718672535025	-0.03614974840570603
YFR039C	-0.4029668813767013	-0.46461385721591353
YFR040W	-0.006405758188242667	-0.49765443174135315
YFR041C	0.4076346431572824	-1.2321193912145965
YFR043C	0.23393431647142837	0.02531154952368907
YFR044C	0.13615960428033497	0.25262645978704984
YFR045W	0.6965889601912968	-0.0045067878691432426
YFR046C	0.2421277281075538	0.08102127044983412
YFR047C	0.4431394269138246	0.07607666668280456
YFR048W	0.23611922624106207	0.17545459290668663
YFR049W	-0.516035961955229	0.18826465243311685
YFR053C	-0.07523041593169442	0.14241923046488691
YFR054C	-0.0031283935337929063	0.47810828797186256
YFR055W	-0.05556622800499378	0.35930165349749366
YFR056C	0.0482169860525919	-0.05016620587436663
YFR057W	-0.0031283935337929063	0.3821391776022905
YGL002W	-0.4909094996044449	0.5646251616414489
YGL003C	0.39070159244262376	-0.8269302903704724
YGL004C	0.166748341055202	-0.02805991437314702
YGL005C	0.010527292526415995	-0.13760999551709654
YGL006W	-0.156618304850538	0.3974077758653683
YGL007W	-1.2731071971331953	-1.1695587946248642
YGL009C	-0.7869647733897681	0.580702150553756
YGL010W	-0.3521677292327253	0.6310732407883665
YGL013C	-0.061574729871485524	0.7118911838918911
YGL014W	-0.23582128399974783	-0.6249864352638348
YGL015C	0.07443590328819155	-0.12726120905393223
YGL016W	0.36339022032220647	-0.029712937256278976
YGL017W	0.27271646488242085	0.2961478384298287
YGL019W	-0.07086059639242756	-0.15593702750396488
YGL020C	-0.5651964317719801	-1.4150424777463515
YGL021W	-0.6170880388007727	-0.07679043979641877
YGL023C	-0.34943659202068383	-1.013135353084191
YGL024W	0.3185995700447222	-1.6660372182907368
YGL025C	-0.24729206029032305	-1.2808947831621593
YGL026C	-0.8699913446358366	-1.7070777181717394
YGL027C	0.01598956695049945	-1.6529836984683295
YGL028C	-0.6853664691018162	-0.6316011773395571
YGL029W	0.00014897112065737593	-0.6746720529283389
YGL031C	0.13834451404996814	-0.13397552861155754
YGL032C	-0.31010821616728307	-0.5046663217386959
YGL033W	-0.7601996287117596	-0.42788055996655644
YGL034C	-0.842133745073011	-0.5561746869260118
YGL035C	-0.7181401156463169	-1.3030608854382513
YGL036W	-0.9814217428871391	1.0063356817976101
YGL037C	0.7473881123352732	-0.03321110297740197
YGL038C	-3.2067523432587364	
YGL039W	-0.43628675536361033	-0.44050602552803914
YGL041C	-0.3778404190259177	-0.8892354344259076
YGL042C	-0.07523041593169442	-1.5444241315858915
YGL043W	-0.724694844955217	-1.5713076692672354
YGL045W	-0.41197963417643946	-1.3804018785611358
YGL049C	-0.3674620976201591	0.5908672621873288
YGL050W	-0.4280933437274854	-0.2587655810857696
YGL051W	-0.24510715052068988	-0.237796957676151
YGL053W	-0.2270816449212141	-0.571762230804967
YGL054C	-1.0043632954682895	-0.6605847857533729
YGL056C	-1.0076406601227395	-0.5922437525193189
YGL057C	-1.0158340717588648	-0.34851452073794337
YGL058W	-1.133272971876659	-1.6238559679838307
YGL059W	-0.9573877354211718	0.46078329241639016
YGL060W	-1.1955429003112106	1.2892455625862531
YGL062W	-0.6405758188243319	0.6094090868780607
YGL063W	-1.2599977385153949	0.3465703676107699
YGL064C	-1.0262123931646234	-1.299361940461298
YGL066W	-1.104322917429017	0.4013125361050437
YGL067W	-0.8852857130232703	0.46193774149922856
YGL070C	-3.203474978604286	
YGL071W	-0.5619190671175298	-0.5927688630613273
YGL072C	-0.20687122955210568	-1.5921614599455702
YGL076C	0.08809158934840045	-1.6392744265970087
YGL077C	-0.45758962561753586	-0.9746552180868749
YGL078C	-0.7754939970991929	-0.44873498208473256
YGL079W	-0.602886125298156	-0.02011545944623772
YGL080W	-1.217391998007544	-0.05493515414449564
YGL081W	-0.458682080502353	-0.011479732259315253
YGL082W	-0.0774153257013276	-1.1207133939799228
YGL083W	-0.24674583284791476	0.1796147500843524
YGL084C	-0.33578090596047494	-1.1872204089181992
YGL085W	-0.5586417024630801	0.6160777307973333
YGL086W	0.3033052016572884	0.060947716348950305
YGL087C	-0.541708651748422	0.18350628367674462
YGL088W	-0.1293069327301207	-0.15215199271352625
YGL089C	-0.23035900957566438	-0.2535648664182338
YGL090W	-0.9431858219185549	1.0222729857413633
YGL094C	-0.2418297858662396	-0.9310055611998411
YGL095C	-3.203474978604286	
YGL096W	-1.1092389644106917	1.4401108238514362
YGL101W	-0.07031436895001926	0.16730956422858
YGL104C	-0.07304550616206125	0.43997107995085905
YGL105W	0.1804040271154104	-0.037554367424216036
YGL107C	-0.55208697315418	-1.153509317269865
YGL108C	0.5873434717096276	0.07321730173759786
YGL109W	0.2678004179007457	0.13406189658396084
YGL110C	-0.14623998344477937	-0.5011406956207536
YGL114W	-0.912050857701279	-0.27114505173879044
YGL115W	-1.9083697126541004	-0.9814411343102285
YGL117W	-0.5171284168400456	0.9809451558302867
YGL118C	-1.5527756476462677	3.0919623336027513
YGL121C	-0.052288863350544015	0.7661073195965099
YGL124C	-1.149659795148909	-1.170982891676273
YGL125W	-1.0382293968976068	0.24974687085643635
YGL126W	-0.8907479874473535	-0.4158919643669164
YGL127C	-1.3091582083321458	-1.4681945143187685
YGL129C	-0.9825141977719557	-1.2991667436270948
YGL131C	-1.065540769018024	1.3985414344365292
YGL132W	-0.7541911268452673	0.21178810947492502
YGL133W	-0.4805311781986868	-0.8070221555893662
YGL135W	-3.1253644543398926	
YGL136C	-1.911100849866142	-1.285860880150198
YGL138C	-1.448446206146274	0.6119424905002507
YGL139W	-0.8279318315703943	0.6598685981462418
YGL140C	-1.5139934992352753	0.041877707274260934
YGL141W	-0.8885630776777204	-0.11002946264264818
YGL143C	-0.986337789868814	-1.4704886905666315
YGL144C	-0.9508330061122715	0.6547594044396893
YGL146C	-0.5821294824866388	0.754230655998204
YGL147C	-0.5706587061960635	-0.1796538999081213
YGL148W	0.006703700429557419	-1.548456622219452
YGL149W	-0.30846953384005765	0.6680736305034244
YGL151W	0.4939385790578006	-1.3503903296950994
YGL152C	-0.2669562482170237	-1.2644189267350647
YGL153W	-0.40078197160706813	-1.0560801593887796
YGL154C	-0.9153282223557291	0.03206324087915163
YGL156W	-0.620365403455223	0.37809187303685854
YGL157W	-0.18556835929818014	0.31564316731769293
YGL158W	-1.0185652089709065	0.5108805653022608
YGL159W	-1.5522294202038596	-0.6241933829104706
YGL160W	-0.31010821616728307	-0.5794590641351546
YGL161C	-0.5012878210102035	-0.18704499229368424
YGL162W	-0.922975406549446	0.21257931505951458
YGL163C	-0.19867781791598074	-1.3083454721394758
YGL164C	-0.959572645190805	-0.5259181365486821
YGL165C	-0.7449052603243259	0.005548590954986408
YGL166W	-0.5193133266096793	-0.3226389036869021
YGL167C	-0.3521677292327253	-1.7997906477950263
YGL168W	-0.6984759277196162	-1.7343756212917285
YGL170C	-1.3889074149237641	2.265421655290535
YGL173C	-0.3538064115599507	-1.339135319318677
YGL174W	-1.1551220695729925	0.29120412041160887
YGL175C	-1.2430646878007359	0.7490897793118663
YGL176C	-1.3550413134944468	1.181097752987948
YGL177W	-0.7230561626279921	0.39245532302824887
YGL179C	-0.5914153490075807	0.17308168618815317
YGL180W	-1.0027246131410643	0.6113618515292973
YGL181W	-0.13203806994216216	0.23270318197595943
YGL194C	-0.17355135556519663	-0.5545707354618827
YGL195W	-0.8443186548426447	0.5885959275066931
YGL196W	-0.38603383066204316	-0.2015492401034362
YGL197W	-0.08560873733745304	-0.30485908269261003
YGL198W	-0.5242293735913545	0.1545493683862911
YGL199C	0.7801617588797735	-0.9595221431565267
YGL200C	-1.0333133499159317	-0.5581908213149268
YGL202W	-0.20031650024320563	0.16176288768320649
YGL203C	-0.26367888356257396	0.08978567381443511
YGL205W	-0.2937213928950327	0.08794588090655577
YGL206C	-3.2067523432587364	
YGL208W	-1.0305822127038902	-0.5560889548737286
YGL209W	0.3054901114269216	0.35732311339742584
YGL210W	-0.7345269389185672	-0.6786066902434704
YGL211W	0.8102042682122322	-1.6344214552675982
YGL212W	-0.2177957784002726	-0.34373899160892224
YGL213C	-1.690971190575579	0.0015257665115860856
YGL214W	0.546376413529002	-1.0667727725527623
YGL215W	-0.9781443782326888	-1.0292407376579893
YGL216W	-0.6045248076253814	0.42666334125377053
YGL217C	0.6283105298902538	-0.8855442751949096
YGL218W	0.6397813061808291	-0.6849283952563588
YGL219C	-3.1215408622430347	
YGL220W	-2.8631752819838874	-1.7997906477950263
YGL221C	-1.6270625798138025	-1.4549090722989308
YGL222C	-0.6504079127876823	-1.681391132560612
YGL223C	-3.2067523432587364	
YGL224C	-1.336469580452563	-1.1013616333096763
YGL226C-A	-0.8022591417772019	-0.6914121829106653
YGL226W	-1.3080657534473292	-1.3475691815465927
YGL227W	-1.0322208950311151	-1.3756317688820343
YGL228W	-1.6827777789394536	0.8008979231672184
YGL229C	-1.0906672313688082	0.34043428777753937
YGL230C	-0.2188882332850897	-0.22164689272979174
YGL231C	-1.2605439659578035	-1.3160486042826658
YGL232W	0.46007247762848325	-1.6194998228534125
YGL234W	-1.4522697982431323	-1.5165071776425016
YGL235W	0.5278046804871179	-1.1151674145118984
YGL236C	-1.3293686237012547	-0.21899584601498062
YGL237C	0.27763251186409604	-1.7997906477950263
YGL240W	-3.2067523432587364	
YGL241W	-0.8060827338740605	-0.21453449778164133
YGL242C	-0.30573839662801616	0.13090910667728448
YGL243W	-0.8678064348662031	-1.0049750716701593
YGL244W	-2.4005206382640187	-1.4065948250589153
YGL246C	-3.1783485162535023	
YGL248W	-1.225585409643669	-0.7754036704867466
YGL249W	-0.818099737607044	-1.0842036827081345
YGL250W	-0.8230157845887192	0.1168318489003874
YGL251C	-1.1081465095258751	0.7066757386030849
YGL252C	-1.0218425736253565	1.5255968317390414
YGL253W	-0.163173034159438	0.7606665304885141
YGL254W	-0.9131433125860957	0.5262186653420046
YGL255W	-0.5608266122327138	-0.802181207185668
YGL256W	-0.956295280536355	-0.5900646248176681
YGL257C	-0.7459977152091425	-0.6707908564730177
YGL258W	-0.6651560537327077	-0.2924055948360636
YGL259W	-0.7055768844709251	-1.0514326584914024
YGL260W	-1.5025227229446998	-0.538835810548511
YGL261C	-0.6198191760128147	-1.4888182368052778
YGL262W	-0.6154493564735484	-0.6901695585618741
YGL263W	-0.6170880388007732	-0.38989544010748284
YGR001C	-0.8508733841515447	0.2463319032500446
YGR003W	-1.0038170680258813	0.8895148068016139
YGR004W	-0.983060425214364	-1.2180932737976728
YGR006W	-3.2067523432587364	
YGR007W	-1.6259701249289862	0.2579914627578368
YGR008C	-1.339200717664605	0.7600272485158031
YGR010W	-1.5216406834289922	0.4945441092773368
YGR011W	0.6796559094766381	-0.6787416297105792
YGR012W	-1.435882974970882	0.24850289771522766
YGR014W	-0.9448245042457798	0.43132518838627626
YGR015C	-1.2359637310494276	1.6209591229617117
YGR016W	-1.49924535829025	1.966483698513073
YGR017W	-0.7181401156463169	0.9802317206527498
YGR018C	0.5889821540368531	-0.4840890264967829
YGR019W	-1.3468479018583217	1.7615174327879808
YGR020C	-3.2067523432587364	
YGR021W	-1.6521890421645868	2.489707697453143
YGR022C	0.4562488855316247	-0.6160222325576126
YGR023W	-1.1573069793426263	0.9409103293027112
YGR025W	0.07279722096096666	-0.722425221222496
YGR026W	-1.2294090017405275	2.5876498823645995
YGR027C	0.03292261766515707	-0.6206559180074244
YGR028W	0.6272180750054372	-1.7445296687512961
YGR031W	-0.0091368954002857	0.7738260172658538
YGR032W	-0.4390178925756523	-1.2789080464178597
YGR033C	-0.19376177093430508	0.7422493393011392
YGR034W	0.4901149869609425	0.44694953742868293
YGR035C	-0.45704339817512757	0.894691463597637
YGR036C	-0.5559105652510381	-1.7997906477950263
YGR037C	-0.5990625332012974	0.5979346353626056
YGR038W	-0.8290242864552109	-0.6065791524680717
YGR039W	0.02199806881699016	0.5763256616072858
YGR040W	-0.12002106620917867	-1.3931197574429848
YGR041W	0.409819552926915	0.08631168164639412
YGR042W	-0.09981065084007024	0.2439222370873506
YGR043C	0.22410222250807857	0.3212035389879794
YGR044C	-0.19649290814634757	0.3952901622788033
YGR045C	-0.3259488119971246	-0.3272299084739561
YGR049W	0.2601532337070291	0.5794355002037616
YGR050C	0.7086059639242803	-1.5394007364712197
YGR051C	-0.2030476374552471	-0.5190075378684363
YGR052W	-0.44830375909659487	-1.2118972590921524
YGR053C	-0.3833026934500012	-0.29167514977846776
YGR054W	0.0187207041625404	-0.2672780614812171
YGR055W	-0.04464167915682791	-0.8184323943318578
YGR056W	0.005611245544740832	-1.3713361172903145
YGR057C	-0.06430586708352856	-1.453557610134225
YGR058W	-0.09052478431912821	-0.6148408280186661
YGR059W	-0.19922404535838906	0.06941733751031105
YGR061C	-0.21124104909137253	0.20986488079684967
YGR062C	-0.30027612220393274	-1.133317751666256
YGR063C	-3.2067523432587364	
YGR064W	0.2044380345813779	-1.6886464768383025
YGR066C	-0.9754132410206474	0.6596669626132363
YGR067C	-1.3828989130572726	1.1445259679619615
YGR068C	-0.49855668379816254	-0.5174832506828718
YGR069W	-1.7996704516148396	1.2082788930195563
YGR070W	-0.6269201327641231	0.6898963671372167
YGR071C	-0.8454111097274613	-0.9767585524148521
YGR072W	-0.6766268300232824	-0.9655535398405166
YGR076C	-1.1032304625442	-0.9425256642251096
YGR077C	-0.26149397379294076	-0.9289911520622964
YGR078C	-0.26422511100498225	-1.1171214820982778
YGR079W	-0.3013685770887493	0.05453407810978144
YGR080W	-0.37237814460183477	0.5961377681043645
YGR081C	-0.8880168502353121	-0.3330194912402885
YGR084C	-0.26149397379294076	-0.09280728845807254
YGR085C	-0.6979297002772079	0.6067042261159119
YGR086C	-0.18502213185577185	-0.5472078552751275
YGR087C	-0.4969180014709366	0.0895872114956001
YGR088W	-0.7601996287117592	-0.9500788942989878
YGR089W	-0.9038574460651542	-1.1793017471490372
YGR092W	-3.1264569092247094	
YGR093W	-0.10800406247619516	-1.4435342868341843
YGR096W	-0.6214578583400395	-0.2864592789452034
YGR097W	-0.43519430047879376	0.1480942134851194
YGR100W	-1.005455750353106	-0.9096835960836717
YGR101W	-1.1387352463007425	-0.832290129946571
YGR102C	-1.1736938026148767	-1.3672719514574923
YGR104C	-3.106246493855601	
YGR105W	0.492846124172984	-1.7119508619700399
YGR106C	-3.2067523432587364	
YGR107W	-1.0300359852614818	-0.5249320967556297
YGR108W	-0.7208712528583584	0.8416650327453784
YGR109C	-0.9732283312510139	0.059580539976319305
YGR110W	-0.39695837951020957	-0.8887094308489923
YGR111W	-0.5542718829238132	1.286537615813307
YGR112W	-1.5150859541200923	-0.46167068760753954
YGR117C	0.08973027167562533	-1.1406482124492883
YGR118W	-0.8006204594499771	1.3622000047824994
YGR121C	-1.1092389644106917	2.0849013417670132
YGR122C-A	-0.079054008028553	-0.9614497303593578
YGR122W	-0.9879764721960391	1.116576359031607
YGR123C	-0.3319573138636169	0.7951830730807334
YGR124W	-1.2971412045991622	1.0648558915192354
YGR125W	-0.22216559793953947	0.22896319425256348
YGR126W	-0.4450263944421446	0.44631954298482146
