orf	hom | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [4.8 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [9.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [19.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [38.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [76.9 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [31.25 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [62.5 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [125 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [77.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [154.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.025 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.05 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.1 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [16.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [32.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [65.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [130.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [1.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [2.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [4.7 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | alverine citrate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004
YAL012W	0.0901596528337575	1.652515366166354	-0.1270965426821677	-0.03852109245170243	0.07885529263102048	-0.30068305182745086	1.2889857420624682	0.006269025057084487	-0.15235630192350397	1.0951150642686842	1.3254621429463156	0.3943635850190886	0.0012465276208263698	0.030413584229736734	-0.30124433070088447	-0.1273361972614158	0.23970457157142286	0.4315044306409767	0.5700175067944692	0.11703112776146166	0.8942334166951514	-0.1262076979858738	0.051044003846361645	-0.27118469275206875	0.004387220237144272	-0.9182804062960841	0.3013944547425251	-0.28729575862622025	-0.4216504895242386	-0.14674963510188072	-0.1399578749844119	0.05829147816158186	-0.026678641598019727
YAL013W	0.24837355727869004	-0.025502055015670703	-0.5063188396921804	-0.1697904646945414	-0.0049475716234276945	-0.40068095362446565	-0.4641488977272577	2.513420360480901	-1.427077915956214	-0.4230850621309732	-0.9982402425781486	-0.43212663838995824	-1.4732715851595612	-2.2911260632340658	-2.445164482724169	-0.5762434402651767	-0.17527611611451846	-0.8632357665841658	-0.7618925346865252	-0.4159418653365077	-0.7232099417941649	-0.13645654715181027	-0.6856749333057266	-1.9320701667056515	-0.14426787259869936	-0.0991741204421355	-0.3589976162531539	-0.5837159722902893	-0.6130459494942846	0.282120413719677	-0.17688603497243818	-1.0643214915052277	-0.8548000486833378
YAL014C	-0.013218274481078969	-0.18403944708790973	-0.20228450814566118	-0.12143706315962423	-1.3386381538058956	-1.0521978970745902	-0.42069801689481134	-1.0785951798536937	-0.36556258795555463	-0.9520472230318376	-0.8847262221909727	-0.5375448528694593	-1.1636283706177863	0.0022516248981342777	-1.504938623630144	-0.7249239582292776	0.5705012415216625	-0.9180727430627588	-0.7016632787859949	-0.7410169806514623	-0.679755104652714	-0.29078836972279715	-0.18319386732734946	-1.8218289917708523	-0.30983712182084894	-0.06191514777719884	-0.27831429128976604	0.07142019299485802	-0.10681024808725575	-0.15599814690403324	-0.40213666919707053	-1.1690005233236496	-0.809229824435688
YAL015C	-0.03845368775398137	0.5831881743940218	-0.3447851882625033	-0.14960998804457062	-1.3472868894728438	-1.0334593036883715	-0.66048449792118	-1.1534422770583959	-0.971047942591112	-0.5499890992607525	-0.7468610168533292	-0.5344720676953789	-1.7849313798760236	-1.3964027980416027	-1.9381967397546984	-0.701962134183803	-0.20620732573582373	-0.9415748362766911	-0.46397492977273097	-0.8945353698574126	-0.464637526965163	-0.055631599695670865	0.3212570307928307	-1.7446826370586674	-0.5157222760762507	0.013402034391952838	0.3612813216517214	-0.8275770530394273	-0.46332789468525415	-0.16620829019438604	-0.3650840806247501	-1.19758230118651	-0.6172944809508536
YAL016W	-0.02259305954535003	-0.33556743072228246	-0.4192095285246411	-0.14626918126866323	0.2713532191451374	1.2678139252988292	-0.041901829727057464	0.8735954281164611	2.613617804333709	-0.6196008090810855	-0.18610735121110494	0.22964590168693325	0.9510273383823667	-0.9102513469563895	0.04953917226027866	0.2866186681703467	1.531539726009226	0.9724530696322564	1.2392459226569223	0.5167764541002909	0.2905155934498181	-0.07828908516764771	0.37355725285959274	0.7234152404498374	-0.06213658524240144	-0.06685864783340811	0.1876090976347447	-0.4093600854099426	-0.39601116395121566	0.2604521882338938	0.1706920819849332	-0.22536007111423628	-0.18304083511717847
YAL017W	-0.06348877124658307	-0.4338316075888546	-0.24382649276129104	-0.06055131972956923	-1.4807512440951347	-1.2119149742089597	-0.5445616317379806	-1.240402313649752	2.097173619640191	-0.6121920474398563	-0.4442117265044482	-0.27402746114340937	-1.704299785683323	-1.5591867162941448	-2.255521166707627	-0.7551398189249695	-0.44069794176133	-0.5788547477297704	-0.7752194870772684	-0.16806051390347113	-0.49242522735314204	-0.23717150443401488	-0.2724311742929275	-1.5127433786620545	-0.3255369941260088	-0.30814593926118666	0.32160271509906513	0.3058703244002953	-0.322437219792755	0.10626241555576917	-0.3642503670658209	-0.07321322736292997	-0.8971197202903705
YAL018C	-0.03935925480942679	-0.4440089607462369	-0.43885740422161823	-0.1537699654151986	-1.5617661420141065	-0.9377679048994362	-0.5568989340684051	-1.244117474775282	-1.2958298314373975	0.03093744510135352	-0.5872395028428659	-0.3794729452942112	-1.7613918606774952	-1.6263823794639	-1.9684542935068454	-0.7346994510395467	0.021345441480037877	-0.13779984441803575	-0.4064265705821912	-0.7468557252417469	-0.5325982773246877	-0.2623236141092634	0.8329197780209215	-1.573088126179956	-0.4113576747125108	-1.5103993385494567	-0.28172681215996814	-0.7038663920370526	-0.6051183966391108	-0.12882043756730002	-0.33276626190760056	-0.23442230842475512	-0.6111731558680776
YAL019W	0.3823154731096695	-0.011189134843779583	-0.2601902259832439	-0.09783338403613666	-1.7301439576164304	-1.0336045927573652	-0.47003102289884	-0.9465214108450128	-1.1419300247807755	-0.6961757222784114	-0.7566564793588525	-0.021841643472006105	-1.770782125218778	-2.1026242025576414	-1.906614932758341	-0.6611337764489713	0.1570820030650717	-0.039721899139331655	-0.558789699295371	-0.6912218838895715	-0.3821460104421282	-0.19883698289759977	-0.01693810166870824	-1.558844342966868	-0.3130014939938137	-0.28602341972897743	-0.09177156413658577	-0.7228940825017853	-0.6160044546151213	-0.14152762877304603	-0.3791571017693807	-0.7856102968239772	-0.9093233563775646
YAL020C	0.047047311515193445	1.7973583530139647	0.37958566306527974	-0.04136315391741213	-1.4767360025748641	-1.052178225191797	-0.6720071423593015	-1.4233745796486394	-0.4717596401610837	-1.747128997568234	-0.7357755129594381	-0.513332702966706	-0.7767452986279711	-0.9012656262015843	-1.5217529415251192	-0.6546813165523464	-0.28642227148397154	-0.9159378330835621	-0.45407219240451335	-0.8192200351508137	-0.5384854433892323	-0.3002686463566128	-0.5047311873070538	-1.7783175577500592	-0.4775594276283627	-0.11572508560333117	-0.02928166778860058	0.020334233352748775	-0.10479669700838204	-0.20544200550323236	-0.38653273168267144	-1.125997847197922	-0.7471445037319353
YAL021C	0.33407870875242135	0.7468957869523114	-0.2519676637110369	0.14190118186033698	-1.996380735621453	-1.2651251992554127	-1.1647174656059758	-1.513877000776115	1.7267941324870826	-0.6180651914662796	-0.4367086552782732	-0.3170205111941171	-1.502154615048279	-1.0436812452362834	-2.2075835453076755	-0.6742198503391695	-1.9893815539336468	-0.951263572608537	-1.0136720162009265	-0.6930210186516869	-0.6814410862632924	0.22370018761302826	-0.6823285038108479	-1.8842942349551477	-0.24908101012909523	-2.075588682218382	-0.30796145200766817	0.8374032928881441	-0.12479840506664797	0.13441033715244902	-0.42392204971741404	-0.4170005840018957	-1.0324734801503461
YAL022C	0.023362933757248884	-0.2953136055869612	-0.2131111222665482	-0.13459161277763745	-1.2057692195364855	-0.687647147497506	-0.5382166692250643	-0.9987189834281828	-1.1064756207812836	-1.0882203452030523	-0.595986070052104	-0.38027492702120136	-1.3907792618701071	-0.9785302948034099	-1.0527810801009945	-0.48669764462583814	-0.4922124830153339	-0.6791064292030373	-0.48143275166722177	-0.6781857844646815	-0.21662367890631953	-0.2360928399245153	-0.474841384861906	-1.3124311573315033	-0.3808621253502681	0.20771073311516103	-0.2545214106066239	-0.408508638246649	-0.440533147101704	0.17367943731044086	-0.23866910894012733	-0.617583106692481	-0.5203012731652937
YAL023C	0.11631459080219005	1.6384968700139535	-0.21558914041037702	0.20701946332841062	-1.1627520826958138	-0.8415061500839042	-0.4266255434416438	-0.7394900047706628	-0.9542941949525733	0.7838539125345473	-0.7028901617965496	-0.38721336909554055	-1.271404290990037	-1.5005161971717984	-1.7174690497748981	-0.3824251857535619	0.5884974936959966	-0.483419910358793	-0.7527923537956597	-0.5655107075045941	-0.2716279646910256	-0.22571522618136913	-0.466795683200778	-1.1396678865314853	0.1942382092750187	-1.4492272044665382	0.650773259251266	-0.5415377945701387	-0.5525547855447714	-0.18709018329153265	-0.275942805535614	-0.45727217491075467	-0.40164311058038105
YAL024C	0.20148859905096045	0.8284801054510894	-0.24004746804494495	-0.054404709966024756	-0.4060330525229135	-0.4612185371444831	0.9194012212039215	0.6480337328277966	-0.17824790730699921	0.1828741772290604	0.2660331523781987	-0.10990940892421222	-0.17206208393372854	-0.0371813831108569	-0.28296799223905417	0.048337968170617716	0.06927533514830592	0.857552735780558	0.5586008879159176	0.03963798574593565	-0.020173188360784595	0.02088626892921026	-0.17649884060998433	0.10035249703118639	-0.10458597613404158	-0.5029519409066127	0.1816942305398954	1.495427504299987	-0.316252653409242	-0.12405035188376834	-0.04290565931460923	1.7307830946434395	0.038864362506759544
YAL025C					-0.6170511914872173	-0.5045614164979343	-0.4774317679224388	-0.6714624738625187	-0.6010929308754512	-1.0256965787054169	-0.6983710479492119	-0.11789284652199956	-1.0979625895697442	-0.8509791177559164	-1.2199778386364672	-0.008879573434113025	0.2231331528149928	-0.16888102761790388	-0.18018488766379898	-0.46552599980154374	-0.632773967890501	-0.19817742803647956	-0.11912613594045898	-1.1526598174434535	-0.2666827006765014	0.04175503948034411	-0.08168283233073055	-0.6113686441373076	-0.5505004475664872	-0.21848753047172106	-0.07382360666931533	-0.5361531580805918	0.2747775568709105
YAL026C	0.17912035146281607	0.29561849361013764	0.05148291902499952	-0.013044320895266687	-1.5991362584669588	-1.2608974480657023	1.3424042301234864	-1.3578434846762035	-0.9528871891988419	0.2235394677298454	-1.0372614087204315	-0.4555933971667832	-1.8472866690618148	-1.0481482885336746	-2.123250695352804	-0.755210593541116	0.1721351653567492	-0.3746352372932908	-0.98386821347026	-0.8644955135173696	-0.3502613055996127	-0.13043767375180956	0.5112460718458794	-1.3332796914188834	-0.4623672877523715	-0.3165990781605908	0.650773259251266	-0.610335552011993	-0.6148782035450657	-7.029270595673564	-0.28513792965395296	-1.1911038881811928	-0.833289531355991
YAL027W	-0.06854291380293247	0.2484420156984672	-0.09059637673066206	-0.1671745652126146	-1.593533445247029	-0.8128065766998216	-0.46118353016496344	0.35674958784939154	-2.0531233341595247	-0.1136418808685119	-1.2155377679241466	-0.2519293140777681	-2.677615373724188	-3.0528414533478827	-2.6010997899406973	-0.8409490201025086	-0.35995483031329323	-0.9739439329082047	-1.1980565256202134	-1.2245151546277004	-0.38600377589909757	-0.34618008038666165	0.9697928991727075	-2.31652494158736	0.010930066953096692	-0.454699839746032	0.47319922856453506	-0.9300263343914023	-0.7547068408415506	-0.2225092255123932	-0.4900025457650673	-1.6382872570531088	-1.0120564902060196
YAL028W	-0.028602605461264224	0.0532626243029884	-0.31728469659329134	-0.0849718308961475	-0.13035423879416785	0.11342454558288961	-0.38813015052478433	-0.1654291040295479	1.0074981629203814	-0.4597894330983137	-0.10504534065525911	-0.2294764802918246	0.49708025143439327	-0.8566926096762456	-0.01577075713264936	-0.3165120868264899	0.26352146662792325	-0.16337807642215058	-0.4355789091849274	-0.32098305290979834	-0.1909730161669466	-0.19181986651691363	0.3447913268572191	-0.38379126720955103	-0.144423193633283	-0.09244946056322705	-0.21395976274960887	-0.434359000500441	-0.36851127516143634	-0.16574783211456776	-0.15707259192891962	-0.3863770727260599	-0.06051372246705486
YAL029C	0.027303505671581317	0.3772804271554469	-0.2648792966422513	-0.12559824258950106	-1.1349135498195926	-0.5323036249194293	-0.5913324279747836	-0.7683576287981962	-1.2216927760325647	-0.19358027132242658	-0.7850465306026994	-0.36760448450305044	-1.216247235160194	-1.8580676093055974	-1.5016451844005507	-0.568946665708274	-0.10343924716378673	-0.7997434693416338	-0.7503810257647255	-0.7920447302770314	-0.7340324741984252	-0.2610451043539383	0.38759726328879424	-1.4401884245948935	-0.36306763202262166	-0.10303149108571369	-0.01622147280712046	-0.22528042828124092	-0.2795998292942152	-0.1932960747767077	-0.34183731149772745	-0.7085433973485958	-0.778695642175605
YAL030W	-0.003069824955937521	-0.37285055598774647	-0.07483202238047414	-0.08077102722230094	-1.301422195682101	-0.7800059300510073	-0.5259746616539996	-1.0472427312203858	-0.6748339022920516	-0.6237728794466244	-0.6510627550324822	-0.4632121330764903	-1.5054761713886802	-0.6854066106344395	-1.49179146856528	-0.5494601082854093	0.10335495422980588	-0.6875173575565524	-0.5153452387807775	-0.5707498492789926	-0.5446221609822214	-0.2674512547340104	-0.4411369237585479	-1.2603043555091173	-0.3263363511334677	-0.2945758314968555	-0.3147175734511467	-0.15035416560578754	-0.30656238644061323	-0.061496634196598995	-0.32316372988148356	-0.9887823350627271	-0.5878644294851302
YAL031C	-0.08309983472059419	0.03182210914510152	0.03245135912238042	0.05664718405759868	-1.2442283220848305	-0.9645130831567645	-0.26399268357012184	-0.721731636770329	-0.3220966755078405	-0.32121501582141077	-0.2670863738350119	-0.37712377170769706	-1.339286128947398	-1.4443685231081376	-2.186688978889881	-0.8038075298290273	-0.1612535103142125	-0.4112387847965951	-0.6697796793567945	-0.7342647187370569	-0.4136732337455415	-0.276815385145621	-0.034039124124399585	-1.4636860749491838	-0.4639763749441314	-0.41222722449188703	0.6183356316515344	-0.23407400229294664	-0.45168922717477855	0.19350684890188022	-0.4058608966088921	-1.234422428291366	-0.9905906529020216
YAL032C					-1.1305452986802635	-1.0114076373751153	-0.19461809875633168	-0.49494192722789493	-1.3641624644952959	-0.7337188312732367	-0.905923986000136	-0.4211070969458578	-2.043574304964652	-2.2998529247332917	-2.1231752152969117	-0.8418935117733828	-0.001731634533147933	0.09545848391683903	-0.49424882353799776	-0.8997950694426416	-0.7738812653865923	-0.3138704546469542	-0.4223763251749512	-1.4700366287404965	-0.5035062697907948	0.04667996046880499	0.30769269098902285	-0.26164357428907636	-0.4550537271637488	-0.17963568117419895	-0.3693595733561397	-1.1101612522480102	-1.0000972991740984
