orf	hom | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [4.8 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [9.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [19.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [38.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [76.9 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [31.25 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [62.5 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [125 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [77.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [154.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.025 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.05 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.1 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [16.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [32.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [65.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [130.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [1.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [2.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [4.7 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | alverine citrate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004
YAL012W	-7.3420380000000005	-5.197051666666667	-6.572945	-6.8691059999999995	-8.425758333333333	-8.876055111111112	-0.332973	-9.467443	-9.684222	-4.5465944	-2.7844135	-4.897929	-9.243018	-9.1639165	-9.401817666666668	-9.590962666666668	-7.3425615	-7.531994	-5.70637	-9.27232	-4.93504225	-10.1564765	-8.4615845	-9.79952	-8.9275765	-24.590809	-4.339335	-10.093354	-10.144888	-9.896111	-9.29176925	-9.133708	-9.46222475
YAL013W	-4.610233	-8.685037	-10.200168999999999	-9.872209	-8.598265666666666	-9.221718888888889	-11.260772	-4.069372	-12.423005	-8.9987176	-12.444581	-11.747545500000001	-11.575171999999998	-12.536014999999999	-12.706126	-11.453623333333333	-9.701238	-12.400665	-11.409807666666666	-10.905631	-11.83611325	-10.281558	-12.539877	-12.837760000000001	-10.002380500000001	-7.573	-12.5414995	-11.455962	-12.0852665	-0.0	-9.7089705	-12.289750999999999	-12.019984250000002
YAL014C	-9.127016000000001	-9.014578333333333	-7.292110500000001	-8.766008500000002	-11.343653999999999	-11.473824222222223	-10.989930000000001	-11.803231	-10.142303	-10.5498996	-11.972677000000001	-12.621209	-11.0854285	-9.2048225	-11.257006666666667	-12.070546666666667	-5.462372	-12.606871	-11.151897	-11.901833	-11.6507065	-12.165092	-9.758267	-12.636097	-11.199477	-6.7989049999999995	-11.539401	-8.44438	-6.953018999999999	-10.109519	-12.25377225	-12.584039	-11.87923475
YAL015C	-9.562743999999999	-7.4197923333333335	-8.6551155	-9.410532	-11.361457333333334	-11.409050333333333	-12.484589	-11.964382	-11.443209	-9.3708638	-11.3995395	-12.595742999999999	-12.068105	-11.2364055	-11.924764000000001	-11.975270666666667	-9.877045500000001	-12.695247	-10.134079999999999	-12.372294499999999	-10.73287425	-9.2951345	-6.965752500000001	-12.494974000000001	-12.688065	-5.23411	-3.5955315000000003	-12.576962	-10.567416	-10.3451165	-11.83516525	-12.664392	-11.286417749999998
YAL016W	-9.288886	-9.329549666666667	-9.366976999999999	-9.334103	-8.029503333333333	-3.454215444444445	-8.628783	-7.600028999999999	-3.741432	-9.575000200000002	-9.068357	-6.263042500000001	-7.7408085	-10.5302575	-8.861174	-7.873330666666667	-0.0	-5.49784	-2.840634	-8.047289	-7.510897249999999	-9.5716565	-6.6762315	-7.980109	-9.408556	-6.9016115	-5.7525655	-10.654469	-9.884955	-0.49999099999999996	-5.78215625	-9.931148	-9.9451695
YAL017W	-9.995013	-9.533805000000001	-7.6894555	-7.3731005000000005	-11.636192333333334	-12.02591988888889	-11.762008	-12.151613000000001	-4.851030000000001	-9.553274	-10.1413565	-10.4372835	-11.940574999999999	-11.4728535	-12.413839000000001	-12.195922000000001	-11.2098485	-11.331294	-11.466875666666667	-10.145991500000001	-10.85143475	-11.510728	-10.2522625	-12.070689999999999	-11.31299	-11.914613	-4.0883455	-7.366641	-9.139057999999999	-4.0578965	-11.82574625	-9.503411999999999	-12.150694
YAL018C	-9.57838	-9.55496	-9.554907	-9.5057015	-11.802960666666669	-11.078272888888888	-11.83891	-12.159612	-12.141014	-7.6672962	-10.735956	-11.311173	-12.030874	-11.570457000000001	-11.971398333333333	-12.111108333333334	-8.583675999999999	-9.672775	-9.887649333333334	-11.919726	-11.02283925	-11.817695500000001	-4.133315	-12.181078	-11.9334895	-36.892713	-11.581785	-12.008279	-12.0048965	-9.482397500000001	-11.47005	-9.956625	-11.267511249999998
YAL019W	-2.2975209999999997	-8.655285666666666	-7.845973	-8.226017500000001	-12.149564666666668	-11.409552555555557	-11.297437	-11.518867	-11.810355	-9.799556200000001	-11.440261499999998	-8.3472695	-12.045725999999998	-12.262210999999999	-11.876088666666666	-11.805860666666668	-7.812173500000001	-9.303968	-10.540091000000002	-11.7492345	-10.3809115	-11.0428765	-8.837916499999999	-12.155022	-11.222356	-11.454994	-9.2225135	-12.095747	-12.11526	-9.775614000000001	-11.99415725	-11.5062	-12.1883865
YAL020C	-8.0864385	-4.895976	-1.7265795	-6.934125	-11.627927	-11.473756222222223	-12.556413000000001	-12.545565	-10.370471	-12.8814776	-11.353454500000002	-12.420548499999999	-10.4735195	-10.5172055	-11.282921666666667	-11.779087333333335	-10.332972999999999	-12.598842999999999	-10.091675	-12.1414885	-11.04795775	-12.280793500000001	-11.5382175	-12.556502	-12.4121405	-7.916864	-8.446380000000001	-8.679216	-6.9326055	-11.2504285	-12.0774845	-12.463144	-11.68747625
YAL021C	-3.1304025	-7.079504	-7.767325	-2.741512	-12.697610333333335	-12.209852222222224	-15.62762	-12.740423	-5.646803	-9.570497	-10.1101645	-10.793592499999999	-11.6208545	-10.724067999999999	-12.339955333333334	-11.860159000000001	-20.012291	-12.73168	-12.487965	-11.754748	-11.657900000000001	-5.8860455	-12.521352	-12.750364	-10.760199	-48.63512600000001	-11.907623000000001	-4.923248	-7.135384	-3.4083875	-12.49989575	-10.469914	-12.568751500000001
YAL022C	-8.4953855	-9.245876666666666	-7.395666	-9.0669505	-11.070144666666666	-10.213677888888888	-11.722458	-11.631252	-11.73418	-10.949227400000002	-10.7723175	-11.317819500000002	-11.444699	-10.629434499999999	-10.560120666666668	-11.082068999999999	-11.502647999999999	-11.708275	-10.208837	-11.709285000000001	-9.674685	-11.4975635	-11.372755	-11.704261	-11.713001	-1.197139	-11.24389	-10.650555	-10.3363215	-2.502259	-10.40697375	-11.033819	-10.98684175
YAL023C	-6.890433	-5.226191	-7.419368	-1.2517744999999998	-10.981594333333334	-10.745523888888888	-11.026878	-11.073114	-11.407213	-5.459368	-11.2167425	-11.3753225	-11.255891	-11.387633000000001	-11.584568333333332	-10.649409	-5.3600845	-10.972425999999999	-11.370839333333334	-11.363989	-9.909369250000001	-11.3709105	-11.328216000000001	-11.388227	-7.554918499999999	-35.6217965	-0.0	-11.262074	-11.4720035	-10.826963	-10.82807875	-10.583131	-10.62035075
YAL024C	-5.4197735	-6.90992	-7.653309500000001	-7.232482	-9.423896	-9.430979777777775	-2.636701	-8.085678999999999	-9.739851	-7.2217416	-7.1887045	-9.0771395	-9.5171295	-9.2621	-9.373649333333333	-8.862034	-8.311250999999999	-5.929905000000001	-5.755257666666666	-9.5094935	-8.83649875	-8.361276499999999	-9.721205000000001	-9.119871	-9.715473	-15.961916	-5.826029	-1.8983900000000002	-9.076358500000001	-9.3723285	-8.195307750000001	-4.431771	-9.25978675
YAL025C					-9.858274666666667	-9.580803555555557	-11.343568	-10.926646	-10.648348	-10.7658764	-11.197955499999999	-9.143303	-10.981569	-10.444163	-10.817812000000002	-9.099448	-7.4367505	-9.789651	-8.918848666666667	-11.057583	-11.450254249999999	-11.034827	-9.403604000000001	-11.411992999999999	-10.8874625	-4.645046	-9.09721	-11.583078	-11.451176499999999	-11.551452	-8.54460775	-10.804892	-8.5311385
YAL026C	-5.8059955	-8.017544666666666	-4.86485	-6.2862635	-11.87988666666667	-12.195238111111111	-0.0	-12.404472	-11.40419	-7.1024906	-12.606801	-11.9420285	-12.166728500000001	-10.730556499999999	-12.209977666666667	-12.196215666666665	-7.726614	-10.563358000000001	-12.360340666666666	-12.2802365	-10.244870500000001	-10.208101000000001	-5.9140204999999995	-11.742399	-12.3022985	-12.090236	-0.0	-11.578329	-12.103842	-168.70923299999998	-10.931962	-12.646179	-11.95354625
YAL027W	-10.0822805	-8.115607333333331	-6.2238245	-9.812363999999999	-11.868353333333333	-10.646317777777778	-11.242288	-8.712833999999999	-13.768085000000001	-8.0912752	-13.347936999999998	-10.254143000000001	-13.480008000000002	-13.642426999999998	-12.946460666666667	-12.551972000000001	-10.750919	-12.816966	-13.277527	-13.383527	-10.397371249999999	-12.841116999999999	-3.3756195	-13.541039000000001	-8.8802705	-14.959427	-2.205495	-13.047908999999999	-13.521433	-11.644252	-13.24644975	-13.903362	-12.505690999999999
YAL028W	-9.39265	-8.521313999999999	-8.392076	-7.9317785	-8.856414	-7.444605111111112	-10.786925	-9.837121	-7.192235	-9.106353200000001	-8.7313635	-10.068063	-8.4587885	-10.452462	-8.961832666666668	-10.375914333333334	-7.2071905	-9.768958	-10.012484	-10.614627	-9.5652425	-10.9572365	-6.8354725	-10.005510000000001	-10.0035035	-7.433288	-10.7401085	-10.769386	-9.6061595	-10.3344915	-9.48512525	-10.383821000000001	-9.56672875
YAL029C	-8.427345500000001	-7.8477993333333345	-7.8908235	-8.8612055	-10.924289	-9.676700333333335	-12.053544	-11.135268	-11.981728	-8.3256946	-11.5582855	-11.212812	-11.1686525	-11.906986	-11.251930666666667	-11.423346666666667	-9.292930000000002	-12.161912	-11.360513666666668	-12.058209	-11.88228925	-11.802092	-6.5985095000000005	-11.937966000000001	-11.5843435	-7.653141	-8.2841705	-9.808277	-8.70477	-10.970163	-11.5725315	-11.289539	-11.784925999999999
YAL030W	-8.9517875	-9.407047666666669	-6.073040000000001	-7.835675	-11.267045333333334	-10.532935444444444	-11.64615	-11.735727	-10.806783	-9.587234800000001	-11.001284	-12.005169500000001	-11.626108	-10.2036645	-11.236743666666664	-11.342490666666668	-8.1175485	-11.739903	-10.354055333333335	-11.3800445	-11.074141000000001	-11.8802755	-11.186175500000001	-11.608906	-11.3187695	-11.632679499999998	-11.991534999999999	-9.46385	-8.978118	-7.928910999999999	-11.361564	-12.077385000000001	-11.19551925
YAL031C	-10.333628000000001	-8.565881	-5.046885	-4.6919025	-11.149312333333334	-11.170723222222223	-10.01314	-11.034879	-10.048915	-8.6999836	-9.4050055	-11.291704	-11.363255500000001	-11.306077	-12.307751666666668	-12.39786	-9.621535999999999	-10.700999999999999	-11.015366666666667	-11.8811405	-10.51542725	-11.9945595	-8.9325835	-11.98095	-12.3139325	-14.077013	-0.40288	-9.8487	-10.4494225	-2.0447445	-12.295847250000001	-12.767961999999999	-12.439391
YAL032C					-10.915297	-11.332824111111112	-9.580708	-10.546585	-12.287828999999999	-9.909651399999998	-12.060801	-11.65622	-12.4771845	-12.548690999999998	-12.209861333333334	-12.555891	-8.714842	-8.795643	-10.263717333333334	-12.388413	-12.052310250000001	-12.446795999999999	-11.0823215	-11.992567	-12.599741	-4.5427255	-4.2611099999999995	-9.975434	-10.483532	-10.6549515	-11.88346825	-12.418622000000001	-12.468753500000002
YAL033W					-11.031910666666668	-10.872892333333333	-12.063605	-11.752902	-12.012226	-8.2328154	-10.3900325	-8.280695999999999	-11.872648	-11.956964500000002	-12.054525666666668	-10.503851	-8.1419975	-11.658552	-11.622551999999999	-11.899953	-11.1913465	-11.7670545	-4.8415894999999995	-11.120132	-11.735771	-27.07068	-5.2566820000000005	-11.991997999999999	-11.4250905	-11.778467000000001	-11.35554125	-9.606211	-11.5561635
YAL034C	-9.563452	-9.431165666666667	-9.4966315	-9.631788499999999	-11.187745666666666	-11.090399777777778	-10.686784	-11.325919	-11.474706	-8.1532016	-11.101527	-10.287646	-10.732856	-11.4022415	-11.396976333333335	-11.108207	-10.289598499999999	-11.118881	-10.175386000000001	-11.254593	-10.6551265	-11.1289965	-8.022743499999999	-10.918813	-11.4327095	-4.4813845	-4.6410635000000005	-11.282763000000001	-11.343437999999999	-11.04516	-10.971867749999998	-9.244338	-11.429358
YAL034C-B					-11.434998333333333	-10.608449111111108	-12.473908	-7.0020050000000005	-11.731294	-9.7201852	-10.908123499999999	-6.9680875	-12.3957955	-12.393459	-12.138465000000002	-12.100742666666667	-11.582336000000002	-9.598057	-11.805038333333334	-11.444321	-11.56503	-9.7662405	-10.630509499999999	-12.082447	-12.2825125	-8.924514	-11.385444	-12.26201	-12.252470500000001	-12.461833500000001	-11.6079225	-11.524835000000001	-12.45630475
YAL034W-A					-10.802589666666668	-10.192197444444444	-5.804743	-10.717932000000001	-11.714783	-8.374147	-8.1535075	-6.9773084999999995	-11.37092	-11.6283095	-11.258540000000002	-11.605714	-11.2388365	-10.725071	-9.938782666666667	-11.202213	-10.991350250000002	-11.205703499999998	-10.135304999999999	-11.498019000000001	-11.713168500000002	-8.2058885	-7.9409665	-11.032647	-9.475016	-11.0855985	-11.0656475	-11.136708	-11.2129865
YAL035W	-7.616825	-7.998349	-8.0580755	-7.905048000000001	-11.244983333333332	-11.22487488888889	-9.46429	-12.967063000000001	-7.958647999999999	-7.507387399999999	-13.6973725	-4.2840525	-11.9564945	-12.475183000000001	-10.775535333333332	-12.873196	-11.3210535	-12.901406	-10.915445666666665	-10.9520655	-9.847662499999998	-52.138972	-3.7683679999999997	-12.24827	-11.9202075	-3.7484824999999997	-4.345506	-10.448379	-4.439542499999999	-20.079423	-16.52130975	-12.318322	-11.953291
YAL036C	-7.093655999999999	-7.884736333333334	-7.4912385	-7.754918999999999	-11.748379333333332	-10.954612666666666	-12.319709	-12.470033	-11.103589	-10.250501799999999	-11.6964805	-12.102935500000001	-11.1828015	-10.3141555	-11.187102333333334	-11.762721333333333	-10.26671	-12.375261	-10.224630333333332	-11.909575	-11.25807225	-11.951212	-10.6278155	-12.072332000000001	-12.0458165	-4.9245025	-11.1394995	-10.533466	-9.1257795	-10.904734999999999	-11.56755625	-12.475368	-11.28860725
YAL037W	-10.260226	-7.743468666666668	-6.359198999999999	-7.861253	-12.343672	-12.001771555555557	-8.998874	-13.138948000000001	-6.179121	-10.3012874	-8.664075500000001	-12.465412500000001	-10.4467765	-8.9502915	-11.527511333333331	-12.440305333333333	-4.0699065	-12.942474	-6.8497346666666665	-7.697093000000001	-10.6014825	-6.4998605000000005	-11.5237735	-12.929242	-8.213706	-10.4044305	-12.9939705	-6.498111	-1.5268490000000001	-0.0	-11.761454	-11.885132	-12.63635775
YAL038W					-12.337081	-11.809422777777778	-10.82952	-13.380668	-0.0	-10.9645348	-11.7288325	-13.295318499999999	-8.8656115	-8.7720945	-12.069629999999998	-12.799304999999999	-12.347949	-12.314623	-8.399247333333333	-9.977410500000001	-12.172684	-13.234217000000001	-12.849319999999999	-12.707519	-7.968657500000001	-3.8384254999999996	-13.1331265	-6.008494000000001	-1.7334519999999998	-12.7574835	-12.90328775	-12.028833	-12.549850499999998
YAL039C	-4.3809640000000005	-6.1140273333333335	-4.546740000000001	-5.6089055	-11.042027	-11.513026888888888	-11.97907	-11.660436	-11.428984	-9.7816084	-11.155103	-8.644887	-11.8638425	-11.2145485	-11.444251666666666	-11.330768666666666	-7.4117685	-10.098103	-8.958642666666666	-11.821057999999999	-10.871415	-11.137652000000001	-5.1191724999999995	-11.65953	-11.5066895	-3.715016	-11.2609865	-11.92023	-11.611974	-11.477111	-11.158448250000001	-9.286228999999999	-11.4642645
YAL040C	-7.596895	-8.542909333333334	-8.894574	-9.1294705	-11.040323333333333	-10.804355555555555	-5.597651	-12.175379	-12.226271	-10.264368000000001	-8.921989	-11.879514	-12.1402805	-11.949432000000002	-11.578751333333335	-10.590585333333335	-7.720037	-12.189472	-6.675794333333333	-11.945152499999999	-11.50530075	-12.361292500000001	-9.616723499999999	-12.407727000000001	-12.0445475	-5.660622999999999	-12.217524999999998	-8.822561	-11.852848	-12.907703	-11.64034525	-11.738819	-11.93737275
