ORF	hom | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [4.8 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [9.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [19.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [38.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [76.9 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [31.25 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [62.5 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [125 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [77.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [154.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.025 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.05 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.1 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [16.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [32.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [65.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [130.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [1.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [2.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [4.7 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | alverine citrate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004
YER075C	-9.237	-7.650	-8.316	-7.947	-8.979	-8.530	-6.892	-9.279	-9.950	-8.347	-7.309	-5.803	-9.556	-9.688	-9.381	-9.849	-3.310	-9.148	-8.704	-8.520	-9.556	-9.810	-1.653	-9.938	-9.105	-27.338	-9.532	-9.706	-9.628	-9.809	-8.940	-8.466	-9.561
YER077C	-8.396	-8.387	-8.407	-8.377	-10.625	-9.696	-10.074	-10.456	-7.268	-9.945	-8.857	-10.827	-10.148	-9.332	-9.970	-10.769	-10.844	-10.900	-10.849	-10.563	-9.440	-9.468	-10.995	-10.764	-10.121	-10.225	-10.757	-10.976	-10.950	-9.969	-10.925	-9.987	-10.028
YER078C	-6.171	-6.541	-6.329	-4.738	-8.825	-8.326	-6.653	-8.594	-10.720	-9.167	-5.250	-5.243	-10.736	-10.637	-9.942	-11.078	-9.220	-2.294	-7.584	-10.292	-9.837	-10.364	-1.320	-10.699	-7.494	-6.787	-1.869	-10.370	-6.670	-10.774	-7.784	-5.976	-9.380
YER079W	-8.369	-6.414	-4.247	-6.909	-9.981	-9.236	-8.194	-10.116	-10.153	-8.069	-6.151	-7.058	-10.034	-9.422	-8.831	-9.696	-4.280	-0.000	-7.694	-8.854	-8.921	-9.644	-3.977	-10.091	-8.769	-65.203	-33.070	-9.938	-10.062	-10.047	-8.872	-9.149	-9.659
YER080W	-6.710	-6.108	-6.186	-2.892	-8.280	-8.756	-1.949	-8.401	-8.732	-8.742	-7.649	-8.462	-8.779	-9.080	-7.915	-8.746	-7.262	-5.145	-8.644	-8.324	-6.827	-9.058	-7.999	-8.702	-6.002	-7.332	-3.069	-7.884	-7.787	-8.958	-8.774	-7.856	-8.696
YER081W	-7.451	-7.893	-7.366	-6.926	-8.639	-8.081	-9.390	-8.947	-9.127	-6.445	-8.408	-9.244	-7.844	-4.879	-8.430	-9.013	-4.482	-8.980	-6.945	-9.420	-8.047	-9.408	-0.599	-9.547	-8.324	-47.793	-40.012	-8.968	-7.596	-7.357	-8.589	-9.526	-8.682
YER082C	-0.000	-0.000	-0.000	-0.000	-8.390	-8.240	-8.768	-0.459	-5.200	-6.909	-4.818	-9.169	-9.161	-9.533	-9.193	-7.831	-9.687	-8.343	-5.641	-9.360	-8.784	-9.167	-4.806	-9.556	-8.561	-8.895	-22.060	-8.536	-9.442	-8.541	-8.615	-6.445	-7.247
YER083C	-3.827	-5.573	-2.888	-1.422	-7.902	-8.369	-8.859	-8.749	-8.145	-7.840	-7.486	-8.334	-8.684	-9.067	-8.764	-8.594	-6.237	-4.245	-7.123	-8.838	-7.554	-6.380	-7.342	-7.885	-8.145	-4.031	-6.559	-8.969	-9.077	-7.595	-8.732	-8.247	-8.310
YER084W	-10.449	-7.264	-8.358	-3.711	-8.528	-8.423	-6.766	-9.125	-7.480	-7.948	-6.136	-7.485	-8.565	-8.987	-8.825	-8.543	-6.785	-8.130	-7.298	-9.242	-7.900	-8.808	-4.125	-9.339	-8.359	-5.562	-6.114	-9.261	-8.899	-9.079	-8.223	-6.537	-8.641
YER085C	-8.148	-8.399	-8.593	-8.316	-7.816	-7.964	-6.612	-9.669	-9.638	-7.390	-7.179	-7.517	-9.184	-9.213	-8.668	-9.352	-7.749	-5.018	-7.699	-9.466	-8.804	-7.656	-4.686	-9.452	-7.499	-40.255	-15.570	-8.347	-7.989	-6.290	-8.573	-9.494	-9.348
YER086W	-8.632	-8.602	-8.098	-6.828	-7.381	-8.729	-4.490	-10.142	-7.854	-5.775	-7.186	-8.486	-9.539	-7.459	-9.828	-8.364	-4.176	-5.136	-5.216	-10.041	-9.086	-9.953	-14.964	-9.749	-9.412	-40.210	-8.839	-10.109	-8.154	-8.798	-8.582	-10.221	-8.770
YER087C-B	-8.846	-9.315	-6.457	-8.647	-8.755	-9.217	-5.051	-9.133	-9.279	-5.694	-8.497	-9.445	-9.142	-8.535	-8.066	-7.993	-14.174	-3.768	-8.555	-8.771	-7.709	-9.285	-19.931	-9.589	-9.406	-39.107	-6.898	-9.595	-7.577	-7.381	-8.925	-9.319	-8.853
YER087W	-6.225	-5.904	-5.620	-5.777	-7.866	-9.138	-9.282	-9.561	-9.292	-6.660	-8.549	-9.587	-8.851	-8.147	-9.349	-9.121	-6.533	-4.652	-6.858	-9.857	-8.617	-10.052	-0.091	-9.965	-9.060	-14.416	-5.332	-9.286	-9.143	-9.651	-9.422	-7.719	-8.865
YER088C	-8.838	-9.413	-5.630	-8.637	-8.098	-7.697	-8.344	-9.078	-8.522	-8.659	-8.267	-9.216	-8.141	-9.333	-8.584	-9.082	-4.736	-8.386	-7.289	-9.333	-8.852	-5.046	-18.394	-9.081	-8.634	-8.688	-2.833	-8.304	-9.192	-4.974	-7.659	-9.102	-8.496
YER089C	-2.620	-7.913	-8.277	-3.997	-6.800	-8.538	-3.361	-8.939	-8.944	-7.968	-6.316	-8.137	-6.320	-8.146	-6.740	-8.917	-7.272	-7.940	-8.190	-8.903	-8.521	-8.793	-8.026	-8.873	-8.763	-2.655	-4.691	-3.624	-6.762	-7.513	-8.652	-7.477	-8.791
YER090W	-6.274	-6.239	-5.761	-6.163	-11.469	-10.702	-11.664	-11.789	-11.850	-8.217	-9.662	-10.203	-11.611	-11.914	-11.556	-11.729	-11.318	-9.176	-8.935	-11.948	-7.207	-11.947	-3.229	-11.635	-11.492	-5.516	-9.766	-8.302	-10.718	-11.470	-10.500	-10.382	-11.732
YER091C	-6.090	-7.317	-6.837	-8.096	-8.442	-7.513	-6.236	-9.366	-9.419	-8.377	-8.388	-8.403	-9.244	-9.359	-8.423	-9.083	-6.583	-4.353	-8.195	-7.177	-7.014	-5.321	-2.409	-9.203	-8.959	-37.274	-13.563	-8.892	-8.495	-5.841	-7.808	-8.527	-8.949
YER091C-A	-9.319	-9.197	-8.402	-9.418	-8.092	-9.331	-11.088	-11.124	-11.125	-7.026	-10.742	-9.566	-10.505	-10.974	-10.443	-7.936	-6.649	-11.259	-10.197	-10.444	-10.946	-10.711	-5.580	-10.787	-8.683	-9.076	-11.202	-8.945	-10.836	-3.902	-10.564	-11.245	-9.845
YER092W	-6.428	-7.901	-8.814	-7.930	-12.099	-10.048	-12.421	-12.443	-11.098	-9.021	-12.423	-11.971	-11.697	-10.134	-12.292	-11.330	-11.414	-12.089	-10.668	-11.003	-11.608	-12.357	-10.938	-12.446	-10.675	-42.535	-6.412	-12.293	-11.438	-8.428	-11.819	-11.449	-12.373
YER093C	-0.000	-0.000	-0.000	-0.000	-12.290	-11.625	-12.824	-12.803	-9.359	-11.863	-12.375	-12.795	-12.249	-9.007	-11.273	-12.449	-10.901	-0.000	-10.232	-11.127	-9.606	-10.506	-21.449	-12.770	-11.824	-61.255	-23.336	-12.591	-8.077	-1.924	-11.787	-12.777	-11.836
YER093C-A	-8.778	-9.113	-8.992	-7.752	-9.851	-9.908	-10.786	-10.212	-10.669	-7.892	-9.342	-8.743	-10.458	-10.761	-10.535	-10.407	-9.682	-8.265	-6.201	-10.357	-8.611	-10.748	-1.233	-9.681	-9.868	-6.106	-9.668	-9.835	-9.507	-10.429	-9.281	-9.405	-10.411
YER094C	-0.000	-0.000	-0.000	-0.000	-8.371	-7.640	-9.068	-5.415	-8.222	-9.025	-9.162	-7.998	-8.732	-7.866	-9.097	-1.546	-0.000	-8.665	-1.596	-9.181	-8.437	-4.535	-3.383	-7.612	-7.936	-0.656	-0.000	-8.298	-4.781	-77.045	-14.101	-8.590	-9.674
YER095W	-7.851	-8.102	-7.760	-7.778	-9.104	-9.128	-9.246	-10.679	-10.000	-5.385	-8.512	-9.625	-10.254	-10.130	-9.610	-9.247	-9.390	-9.236	-6.189	-9.326	-7.358	-9.706	-4.560	-10.386	-9.908	-5.681	-10.604	-10.591	-9.060	-12.824	-9.394	-9.960	-9.854
YER096W	-9.270	-7.085	-4.504	-8.980	-6.770	-6.990	-7.089	-9.904	-9.887	-6.893	-5.670	-8.093	-9.926	-9.850	-9.143	-9.349	-4.955	-1.649	-6.066	-9.436	-8.962	-8.651	-7.180	-8.631	-8.358	-26.453	-16.983	-9.889	-8.749	-8.281	-8.396	-9.465	-8.763
YER097W	-9.295	-8.460	-7.275	-7.838	-7.829	-7.278	-9.339	-8.980	-8.434	-7.934	-4.836	-7.860	-8.094	-9.345	-8.140	-8.308	-5.392	-4.525	-5.899	-7.838	-6.606	-8.089	-6.036	-6.410	-7.275	-20.121	-16.527	-4.213	-9.092	-9.320	-6.437	-3.392	-8.137
YER098W	-9.150	-7.824	-7.838	-7.449	-7.358	-7.682	-9.873	-10.000	-9.931	-9.413	-8.750	-8.944	-9.642	-9.857	-6.129	-9.859	-8.740	-0.000	-5.513	-9.146	-7.742	-8.691	-5.035	-5.156	-8.998	-20.284	-10.647	-9.577	-8.763	-6.113	-8.678	-9.603	-9.538
YER101C	-4.778	-6.050	-2.538	-3.872	-5.988	-6.183	-8.030	-7.997	-7.814	-7.784	-7.776	-7.932	-7.511	-7.285	-7.575	-7.305	-4.881	-7.645	-5.100	-7.795	-7.656	-7.904	-7.789	-7.864	-8.045	-7.078	-7.966	-7.941	-7.582	-7.033	-6.584	-5.261	-7.150
YER103W	-9.283	-8.412	-8.128	-8.531	-8.133	-8.193	-8.263	-7.827	-9.112	-8.763	-8.484	-9.102	-9.109	-9.111	-8.446	-7.262	-7.002	-8.946	-5.080	-9.150	-8.937	-8.828	-9.091	-9.133	-8.758	-7.252	-8.999	-8.974	-9.152	-9.105	-8.486	-6.964	-7.445
YER104W	-0.000	-0.000	-0.000	-0.000	-6.943	-7.214	-7.428	-6.356	-8.223	-8.818	-8.769	-7.774	-8.587	-8.919	-8.879	-8.682	-5.334	-8.713	-6.513	-8.452	-8.571	-8.440	-8.029	-8.063	-8.611	-5.366	-3.330	-7.682	-8.817	-8.918	-8.101	-6.792	-8.449
YER106W	-8.681	-9.198	-8.075	-9.000	-7.326	-6.385	-7.202	-8.888	-7.456	-7.506	-3.539	-0.419	-8.748	-8.663	-8.446	-8.675	-7.844	-8.654	-8.502	-8.799	-8.715	-8.378	-8.864	-8.686	-8.790	-6.771	-8.243	-8.581	-8.758	-8.209	-7.669	-8.593	-7.302
YER107C	-0.000	-0.000	-0.000	-0.000	-5.839	-13.337	-2.381	-8.582	-9.960	-8.931	-7.847	-9.955	-9.908	-10.257	-8.664	-7.415	-7.055	-6.734	-5.885	-9.738	-9.747	-6.968	-9.607	-10.287	-6.714	-6.552	-24.750	-10.188	-8.302	-0.000	-7.769	-6.325	-8.428
YER108C	-8.645	-7.702	-6.166	-6.067	-8.635	-8.969	-9.319	-9.366	-9.308	-8.580	-9.023	-9.305	-9.199	-9.249	-9.347	-9.228	-8.244	-9.347	-9.068	-9.359	-8.834	-9.271	-9.345	-9.290	-9.064	-9.342	-8.524	-9.232	-9.304	-9.348	-9.111	-7.571	-9.167
YER109C	-6.848	-7.169	-5.741	-5.267	-6.911	-5.765	-7.514	-7.159	-7.169	-7.033	-6.980	-7.674	-7.611	-7.385	-6.063	-5.414	-16.331	-7.770	-4.820	-7.840	-7.788	-3.993	-7.775	-7.568	-6.752	-4.039	-7.304	-7.799	-24.656	-8.556	-6.755	-3.055	-6.830
YER110C	-4.222	-6.064	-6.699	-6.923	-8.151	-8.123	-8.669	-7.847	-7.817	-6.617	-7.919	-8.462	-8.685	-8.767	-8.464	-5.909	-2.953	-7.850	-5.855	-8.765	-8.665	-8.747	-6.739	-8.381	-8.650	-8.776	-3.196	-8.553	-8.817	-4.319	-7.973	-7.929	-8.191
YER111C	-6.665	-5.802	-5.174	-4.103	-9.783	-9.111	-8.912	-9.712	-7.889	-8.550	-7.782	-9.787	-9.311	-8.103	-8.996	-9.949	-6.163	-7.982	-8.659	-9.128	-6.990	-6.969	-9.920	-9.450	-8.837	-4.281	-3.698	-8.076	-3.696	-0.000	-9.563	-9.147	-9.823
YER112W	-0.000	-0.000	-0.000	-0.000	-9.154	-9.529	-7.523	-9.201	-2.567	-8.300	-7.002	-8.868	-9.340	-8.955	-9.822	-9.043	-8.909	-7.882	-9.001	-8.505	-6.870	-9.665	-9.742	-9.417	-8.878	-21.695	-7.151	-8.467	-7.490	-2.053	-9.583	-6.496	-9.612
YER113C	-8.652	-7.410	-6.838	-5.192	-12.341	-11.211	-12.231	-12.532	-12.460	-11.181	-9.922	-10.951	-12.508	-11.994	-11.275	-12.319	-11.226	-11.781	-12.089	-12.339	-10.877	-10.971	-11.734	-11.753	-11.984	-5.200	-10.840	-12.515	-10.778	-3.203	-11.500	-12.082	-12.380
YER114C	-7.181	-7.860	-7.732	-6.054	-4.711	-7.399	-7.200	-7.066	-8.439	-8.196	-4.704	-6.709	-9.190	-8.775	-8.544	-8.684	-9.324	-9.257	-8.548	-9.190	-8.890	-8.405	-3.583	-9.315	-7.833	-2.117	-3.133	-9.156	-8.505	-8.087	-5.371	-5.143	-7.075
YER115C	-7.946	-7.415	-5.482	-6.694	-7.747	-7.222	-6.996	-7.482	-7.824	-7.673	-8.343	-8.071	-8.336	-8.290	-7.594	-7.263	-6.899	-8.374	-6.736	-8.236	-8.219	-6.298	-7.407	-7.645	-8.134	-3.957	-5.498	-8.335	-8.273	-8.276	-7.802	-7.183	-7.579
YER116C	-6.156	-5.862	-5.748	-5.778	-8.403	-8.424	-9.175	-7.625	-9.042	-8.316	-6.876	-9.173	-9.195	-9.225	-8.834	-7.128	-22.942	-9.030	-5.941	-9.161	-8.247	-7.525	-8.138	-8.496	-7.719	-16.597	-4.297	-7.677	-2.008	-59.046	-6.214	-7.528	-7.606
YER117W	-8.592	-8.856	-8.842	-8.595	-5.444	-4.408	-6.946	-0.000	-0.000	-0.770	-1.965	-4.969	-8.035	-8.083	-7.128	-5.625	-0.396	-3.504	-5.087	-6.672	-5.364	-0.996	-5.871	-7.842	-6.490	-3.710	-8.014	-6.702	-7.835	-7.599	-3.490	-8.182	-3.626
YER118C	-8.934	-8.112	-8.096	-8.775	-8.229	-7.873	-8.856	-9.040	-8.193	-6.824	-7.775	-8.729	-8.904	-8.543	-8.736	-6.750	-6.044	-7.092	-3.612	-9.033	-9.012	-4.770	-4.717	-8.173	-8.546	-5.435	-2.121	-7.386	-9.041	-5.322	-6.215	-7.687	-8.343
YER119C	-6.950	-7.900	-4.013	-6.559	-9.255	-6.204	-9.346	-8.726	-9.562	-9.163	-9.016	-8.150	-9.100	-7.784	-8.702	-7.159	-9.385	-8.163	-8.221	-9.489	-8.164	-9.385	-7.426	-6.578	-8.260	-0.013	-8.821	-8.828	-8.493	-8.847	-9.491	-9.179	-7.747
YER119C-A	-9.250	-9.173	-8.752	-8.499	-6.621	-7.614	-7.469	-6.885	-7.939	-8.510	-6.682	-1.893	-9.019	-7.023	-8.686	-7.929	-7.592	-7.158	-5.454	-9.067	-8.211	-5.480	-8.086	-7.858	-9.072	-5.177	-6.231	-9.081	-7.292	-0.000	-7.261	-7.115	-7.339
YER120W	-9.052	-9.094	-5.709	-5.767	-8.743	-12.505	-8.332	-8.686	-9.434	-8.873	-6.484	-2.742	-8.809	-9.464	-9.520	-6.735	-5.843	-9.357	-11.486	-9.439	-8.919	-5.480	-9.338	-8.210	-9.157	-5.920	-3.653	-9.547	-7.337	-0.000	-7.202	-8.858	-9.159
YER121W	-7.478	-8.308	-7.042	-7.925	-10.958	-8.111	-10.008	-11.069	-9.201	-10.656	-10.757	-9.466	-11.198	-11.236	-11.174	-10.518	-10.138	-10.114	-10.025	-11.264	-10.599	-11.108	-11.029	-11.244	-11.280	-5.061	-8.874	-10.743	-10.909	-9.654	-9.884	-10.722	-10.555
YER122C	-7.655	-7.699	-7.740	-7.749	-10.207	-9.940	-9.648	-8.166	-9.674	-9.683	-9.487	-8.928	-9.424	-9.570	-8.267	-7.296	-5.554	-9.959	-4.433	-9.329	-9.082	-8.622	-9.602	-8.856	-9.807	-3.227	-8.759	-9.086	-9.535	-7.043	-5.614	-6.612	-7.958
YER123W	-7.243	-8.444	-6.583	-6.350	-7.407	-7.558	-8.859	-8.879	-9.486	-9.195	-9.182	-8.189	-9.497	-9.433	-9.197	-7.776	-7.505	-9.541	-3.556	-9.332	-8.836	-8.504	-3.592	-9.551	-8.237	-28.875	-5.069	-9.228	-6.890	-9.514	-7.205	-7.911	-8.369
YER124C	-7.708	-8.815	-7.855	-8.499	-10.626	-9.438	-10.868	-10.079	-9.737	-6.973	-5.080	-8.693	-10.221	-10.745	-8.770	-7.191	-9.680	-9.582	-10.496	-10.003	-9.686	-9.141	-4.874	-8.623	-10.778	-3.712	-10.194	-8.553	-3.669	-4.310	-8.061	-7.963	-9.627
YER125W	-0.000	-0.000	-0.000	-0.000	-7.089	-11.685	-6.740	-7.252	-8.760	-7.301	-4.930	-6.944	-9.366	-9.892	-9.558	-13.656	-4.488	-9.677	-15.611	-9.496	-7.809	-4.737	-9.177	-9.848	-9.317	-4.120	-6.950	-9.659	-7.074	-0.000	-8.616	-9.814	-8.155
YER126C	-0.000	-0.000	-0.000	-0.000	-8.047	-7.960	-8.996	-8.342	-8.257	-8.738	-8.192	-5.972	-8.789	-8.849	-8.578	-8.352	-7.078	-8.926	-8.169	-8.878	-8.906	-8.739	-5.313	-8.990	-8.740	-2.967	-8.509	-8.858	-8.976	-8.884	-7.622	-7.463	-7.922
YER127W	-0.000	-0.000	-0.000	-0.000	-6.488	-6.177	-7.679	-2.660	-6.563	-5.488	-7.453	-7.668	-7.634	-7.454	-6.813	-7.017	-7.030	-7.459	-7.264	-6.726	-6.672	-6.712	-7.390	-7.729	-7.487	-7.752	-7.746	-7.580	-7.591	-7.220	-7.118	-2.826	-7.178
YER128W	-6.445	-6.842	-4.792	-6.272	-7.166	-8.099	-8.633	-8.216	-10.351	-9.108	-7.716	-10.325	-9.561	-9.488	-8.297	-10.184	-8.852	-10.411	-8.339	-10.084	-8.739	-8.812	-24.085	-9.832	-9.341	-9.497	-24.386	-9.139	-7.435	-9.277	-9.761	-10.216	-8.188
YER129W	-9.171	-8.866	-9.056	-9.058	-8.366	-8.104	-9.023	-9.384	-8.704	-7.864	-7.811	-5.395	-9.481	-9.410	-8.627	-7.032	-5.520	-8.940	-4.056	-8.704	-9.300	-8.819	-1.093	-9.324	-9.153	-5.218	-4.495	-9.486	-9.467	-8.628	-7.567	-7.422	-8.598
YER130C	-9.186	-7.447	-7.449	-7.102	-8.169	-7.283	-10.006	-7.943	-10.044	-8.870	-6.816	-8.569	-10.029	-8.352	-9.763	-9.745	-7.732	-10.027	-9.692	-9.766	-8.221	-3.955	-2.745	-10.037	-9.844	-7.553	-4.404	-8.581	-8.770	-0.000	-8.966	-4.085	-7.844
YER131W	-7.455	-7.847	-8.171	-5.579	-6.325	-5.826	-6.962	-4.661	-5.771	-5.534	-7.235	-6.731	-7.133	-7.202	-6.457	-6.790	-6.361	-6.329	-6.136	-6.322	-6.107	-5.425	-6.920	-7.061	-6.993	-6.876	-7.126	-7.245	-6.778	-6.682	-6.008	-6.268	-6.539
YER132C	-6.014	-6.835	-3.573	-2.367	-8.844	-6.173	-9.070	-7.908	-9.707	-7.158	-7.997	-10.124	-8.161	-7.883	-8.935	-8.643	-7.218	-7.151	-9.081	-10.032	-9.841	-7.879	-6.204	-8.717	-9.294	-22.064	-7.658	-8.477	-1.385	-3.912	-8.993	-9.024	-7.051
YER133W	-0.000	-0.000	-0.000	-0.000	-5.401	-6.247	-9.275	-8.322	-9.961	-16.285	-44.114	-153.637	-6.535	-9.117	-11.586	-8.542	-8.411	-6.879	-3.569	-7.187	-6.695	-9.687	-9.454	-6.964	-8.397	-0.000	-7.624	-9.567	-6.061	-25.174	-7.994	-9.352	-7.587
YER134C	-7.917	-7.919	-7.483	-7.686	-5.756	-7.284	-7.283	-9.830	-10.048	-8.352	-6.027	-2.980	-9.798	-9.944	-9.665	-6.842	-7.023	-8.739	-3.569	-9.895	-9.782	-9.886	-11.299	-7.961	-9.494	-3.552	-3.053	-9.276	-5.989	-1.339	-6.918	-8.233	-9.186
YER135C	-7.441	-7.579	-6.571	-6.766	-6.997	-7.236	-9.148	-6.850	-5.488	-6.507	-8.322	-9.139	-8.983	-8.377	-8.942	-8.049	-6.721	-7.938	-3.549	-8.633	-8.882	-8.863	-6.793	-9.068	-9.187	-4.600	-6.350	-9.190	-8.453	-7.836	-7.878	-6.715	-8.783
YER136W	-0.000	-0.000	-0.000	-0.000	-8.574	-9.927	-17.006	-6.402	-10.299	-9.084	-3.474	-3.360	-9.244	-9.715	-9.394	-9.550	-8.249	-10.026	-4.179	-9.119	-8.161	-8.808	-2.628	-9.744	-9.579	-19.701	-9.349	-3.640	-9.560	-24.903	-14.632	-10.346	-24.463
YER137C	-8.710	-8.566	-7.792	-8.961	-7.416	-7.054	-5.878	-7.925	-8.748	-8.807	-6.987	-6.679	-9.262	-9.149	-9.158	-6.700	-8.871	-8.502	-7.527	-8.880	-8.804	-8.724	-8.230	-8.533	-8.954	-1.895	-2.750	-6.439	-9.272	-9.286	-8.364	-9.188	-7.867
YER139C	-6.054	-6.006	-6.291	-7.145	-6.601	-6.125	-7.941	-6.191	-7.773	-7.075	-7.678	-7.903	-7.666	-7.916	-6.958	-7.343	-6.078	-7.585	-6.328	-7.184	-7.405	-7.034	-7.423	-7.769	-7.798	-7.786	-7.034	-7.899	-7.741	-7.813	-7.102	-4.295	-7.268
YER140W	-7.369	-7.642	-4.440	-5.734	-7.736	-7.512	-9.181	-9.111	-9.340	-8.786	-7.691	-6.714	-9.312	-8.664	-9.152	-7.606	-7.210	-9.299	-10.984	-9.448	-8.770	-8.492	-7.992	-8.522	-8.425	-21.054	-5.351	-9.312	-8.487	-7.467	-8.051	-9.344	-7.549
YER141W	-5.197	-2.808	-6.180	0.682	-8.822	-9.238	-8.561	-8.800	-9.833	-10.089	-10.188	-10.525	-10.426	-10.204	-10.333	-9.984	-5.627	-9.393	-10.150	-10.168	-10.128	-10.313	-10.526	-10.179	-10.398	-9.707	-6.526	-10.414	-10.568	-9.733	-10.250	-7.208	-10.157
YER142C	-8.647	-7.565	-4.910	-4.834	-10.700	-6.519	-9.457	-7.072	-9.881	-10.822	-11.315	-8.106	-11.490	-11.243	-10.623	-9.964	-11.434	-10.803	-7.997	-10.655	-10.138	-9.734	-9.948	-11.177	-11.220	-8.274	-9.684	-11.609	-11.608	-9.700	-10.005	-8.625	-10.328
YER143W	-7.735	-8.303	-7.406	-7.436	-5.711	-6.041	-8.363	-6.909	-8.295	-8.158	-8.206	-8.350	-7.742	-8.033	-7.804	-6.121	-7.914	-8.084	-7.055	-7.945	-7.808	-7.366	-8.345	-8.016	-8.048	-3.250	-7.909	-8.307	-7.406	-8.007	-6.292	-5.598	-7.272
YER144C	-8.695	-9.307	-9.118	-5.906	-9.664	-9.169	-10.269	-10.235	-8.001	-8.563	-9.417	-7.213	-9.647	-9.828	-9.782	-10.143	-9.326	-10.193	-9.799	-10.101	-9.854	-9.254	-5.216	-9.666	-9.944	-4.718	-5.753	-10.169	-9.424	-8.940	-8.225	-9.509	-9.882
YER145C	-8.404	-7.869	-6.703	-8.716	-8.870	-7.912	-8.968	-9.116	-9.181	-7.364	-6.884	-0.594	-8.949	-9.701	-9.189	-9.341	-8.840	-9.349	-8.750	-9.646	-9.309	-8.275	-9.308	-8.820	-9.546	-4.341	-9.310	-9.350	-8.102	-10.305	-5.961	-8.736	-7.421
YER146W	-0.000	-0.000	-0.000	-0.000	-8.606	-8.595	-9.284	-8.951	-8.479	-8.536	-8.975	-7.118	-9.281	-8.970	-8.679	-9.059	-8.445	-9.277	-8.815	-8.694	-8.938	-9.280	-8.081	-9.173	-9.261	-6.760	-8.844	-9.189	-9.279	-8.825	-7.784	-8.961	-8.678
