ORF	hom | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [4.8 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [9.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [19.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [38.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [76.9 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [31.25 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [62.5 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [125 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [77.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [154.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.025 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.05 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.1 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [16.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [32.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [65.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [130.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [1.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [2.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [4.7 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | alverine citrate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004
YHR124W	-7.784	-7.690	-5.239	-6.820	-9.472	-7.879	-4.261	-9.726	-8.532	-8.367	-6.755	-9.792	-8.113	-9.411	-8.326	-10.112	-7.584	-8.849	-9.008	-9.642	-8.311	-10.083	-9.002	-8.468	-7.868	-66.500	-17.713	-9.918	-9.532	-10.018	-9.697	-9.869	-9.446
YHR125W	-6.721	-8.140	-6.721	-5.980	-8.936	-8.520	-10.216	-9.081	-10.247	-9.084	-8.936	-8.300	-10.117	-10.212	-9.528	-8.399	-9.662	-8.538	-7.825	-9.839	-8.992	-8.515	-4.687	-9.752	-9.840	-2.112	-3.849	-10.205	-8.607	-9.410	-9.403	-9.584	-9.453
YHR126C	-6.252	-7.786	-4.119	-5.276	-7.313	-8.906	-7.944	-9.869	-8.357	-6.933	-5.154	-2.098	-8.632	-9.802	-8.805	-8.089	-6.976	-9.536	-3.745	-9.652	-8.623	-8.988	-8.672	-9.485	-9.835	-14.641	-9.215	-9.454	-9.627	-9.780	-8.930	-9.529	-8.139
YHR127W	-7.569	-8.180	-6.959	-7.750	-8.883	-8.590	-8.315	-8.987	-8.935	-8.221	-8.939	-8.888	-7.918	-8.823	-8.741	-6.758	-7.517	-7.675	-8.372	-8.789	-8.870	-8.851	-8.519	-8.855	-8.748	-6.257	-7.408	-8.871	-7.230	-8.800	-6.688	-8.927	-8.126
YHR129C	-7.788	-8.166	-8.136	-4.276	-8.292	-8.079	-8.219	-10.064	-8.832	-6.617	-9.220	-1.985	-9.130	-9.614	-9.219	-10.018	-7.581	-8.815	-7.338	-9.374	-9.084	-10.044	-3.445	-8.025	-9.527	-22.672	-1.679	-9.235	-8.144	-12.960	-9.039	-9.968	-9.739
YHR130C	-7.270	-8.433	-5.645	-7.627	-8.099	-8.770	-9.483	-9.640	-9.804	-7.798	-8.934	-6.319	-9.811	-8.682	-8.957	-8.846	-9.326	-9.148	-5.124	-9.905	-8.581	-8.341	-6.040	-9.435	-9.501	-15.384	-11.577	-9.903	-9.526	-9.606	-8.132	-7.139	-9.238
YHR131C	-7.914	-8.296	-7.052	-7.778	-8.425	-9.014	-0.413	-9.611	-8.905	-5.933	-8.139	-6.665	-8.883	-8.116	-9.260	-9.035	-9.394	-7.541	-8.088	-9.686	-8.794	-7.092	-3.484	-9.421	-3.937	-21.211	-8.094	-9.662	-9.551	-7.283	-8.707	-8.129	-8.606
YHR132C	-7.234	-8.344	-6.026	-6.188	-8.365	-8.069	-9.903	-9.872	-4.588	-6.419	-6.554	-6.408	-9.353	-8.791	-9.145	-8.481	-6.628	-8.492	-6.026	-9.019	-7.046	-6.276	-4.343	-8.833	-8.300	-22.270	-28.698	-9.899	-9.688	-20.173	-8.458	-9.763	-8.169
YHR132W-A	-7.812	-8.476	-7.793	-7.444	-8.767	-9.593	-8.513	-9.925	-7.420	-7.769	-8.956	-8.857	-7.588	-6.298	-7.574	-9.334	-7.297	-9.833	-9.042	-9.730	-8.541	-9.194	-2.279	-9.752	-9.780	-10.854	-6.278	-8.862	-6.547	-8.922	-8.789	-9.723	-8.377
YHR133C	-7.579	-8.208	-6.900	-7.605	-9.345	-8.922	-6.834	-9.871	-8.962	-6.241	-8.999	-3.389	-8.497	-9.971	-8.999	-8.178	-5.626	-6.319	-4.409	-8.983	-9.708	-9.521	-31.715	-10.241	-9.337	-119.809	-32.879	-9.469	-8.907	-9.686	-8.597	-9.621	-10.128
YHR134W	-4.154	-6.470	-4.412	-4.444	-7.492	-9.459	-9.738	-9.858	-8.571	-5.586	-7.465	-7.625	-8.922	-7.473	-9.058	-8.595	-6.110	-5.805	-5.295	-9.412	-8.867	-9.924	-1.453	-9.790	-9.875	-59.298	-9.030	-8.656	-6.970	-8.423	-8.825	-9.716	-8.751
YHR135C	-9.336	-8.641	-7.718	-8.338	-9.652	-10.052	-8.074	-9.776	-10.334	-9.969	-6.071	-5.617	-10.264	-10.081	-10.155	-9.577	-8.348	-9.416	-7.012	-9.666	-9.122	-7.815	-3.719	-10.310	-9.911	-8.004	-11.478	-10.329	-7.042	-44.335	-9.197	-9.987	-9.587
YHR136C	-5.949	-7.724	-7.449	-7.475	-7.109	-8.325	-3.800	-9.480	-9.484	-6.899	-5.179	-6.361	-9.415	-9.348	-6.904	-9.419	-8.824	-8.372	-7.414	-9.377	-8.086	-7.965	-5.634	-9.402	-5.798	-13.720	-3.049	-6.034	-8.713	-9.013	-8.806	-9.249	-8.822
YHR137W	-7.933	-8.682	-7.892	-7.149	-7.768	-9.121	-1.816	-9.747	-9.502	-6.248	-5.054	-9.807	-7.061	-8.849	-9.778	-9.767	-8.765	-3.303	-8.633	-9.651	-8.376	-8.840	-12.066	-8.329	-8.705	-22.010	-5.017	-9.559	-9.230	-4.806	-9.565	-9.776	-9.911
YHR138C	-6.962	-8.337	-6.461	-4.529	-7.762	-8.494	-7.378	-9.619	-9.323	-7.158	-5.708	-1.622	-9.313	-9.019	-9.130	-9.428	-8.236	-2.319	-6.745	-9.603	-8.518	-9.337	-2.155	-9.301	-8.554	-30.922	-26.220	-6.920	-8.463	-8.456	-8.768	-6.718	-9.277
YHR139C	-7.523	-7.456	-5.416	-5.362	-8.251	-8.565	-9.207	-9.751	-9.693	-6.539	-8.163	-4.136	-9.341	-9.732	-8.802	-8.934	-6.618	-8.164	-7.952	-9.652	-8.834	-9.256	-3.929	-8.156	-9.786	-56.919	-5.658	-5.916	-9.785	-9.144	-8.293	-8.216	-9.023
YHR139C-A	-8.325	-8.083	-6.991	-7.050	-7.075	-8.690	-5.606	-9.091	-9.517	-2.677	-3.823	-3.369	-9.055	-9.073	-9.250	-8.841	-8.640	-2.664	-7.325	-9.144	-7.989	-9.513	-5.354	-9.018	-7.686	-16.671	-5.149	-7.542	-7.403	-24.248	-9.049	-5.233	-6.143
YHR140W	-9.935	-9.176	-9.582	-5.688	-4.330	-7.470	-8.585	-7.566	-9.598	-6.300	-6.517	-1.995	-9.221	-9.549	-8.481	-9.297	-4.394	-4.272	-7.444	-8.633	-8.491	-5.915	-14.209	-8.594	-8.567	-18.052	-33.587	-2.940	-9.392	-16.819	-7.164	-9.589	-9.097
YHR142W	-29.845	-5.657	-8.294	-6.633	-10.035	-9.615	-10.455	-10.511	-10.488	-9.831	-4.980	-10.061	-5.869	-9.180	-7.025	-9.288	-10.282	-9.952	-6.111	-9.343	-10.302	-9.632	-10.217	-10.509	-6.617	-2.856	-1.798	-0.000	-1.924	-6.232	-10.065	-10.517	-10.199
YHR143W	-7.512	-7.389	-7.918	-5.330	-6.487	-5.768	-6.921	-6.615	-7.284	-6.031	-6.577	-7.258	-6.750	-7.087	-5.338	-6.544	-6.181	-6.879	-6.000	-6.446	-6.402	-6.012	-6.591	-6.206	-6.363	-6.963	-6.926	-7.284	-7.139	-7.061	-6.587	-5.808	-6.496
YHR143W-A	-0.000	-0.000	-0.000	-0.000	-4.432	-4.430	-7.878	-3.815	-6.108	-3.153	-1.615	-4.297	-7.490	-7.430	-6.932	-7.375	-7.661	-7.864	-7.275	-7.016	-5.736	-3.898	-7.595	-7.474	-7.849	-5.896	-7.060	-7.857	-7.829	-7.881	-7.008	-6.090	-7.162
YHR146W	-9.723	-9.772	-9.426	-9.805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YHR147C	-8.550	-8.203	-8.156	-8.313	-6.533	-7.016	-8.497	-9.131	-9.244	-8.233	-8.378	-8.270	-8.307	-5.617	-7.478	-8.452	-8.480	-9.003	-8.336	-8.022	-8.938	-9.246	-9.226	-9.176	-9.052	-7.834	-8.247	-3.232	-4.856	-5.191	-8.486	-8.032	-5.466
YHR148W	-0.000	-0.000	-0.000	-0.000	-6.871	-5.629	-8.392	-0.000	-0.111	-3.909	-1.738	-6.314	-6.119	-7.896	-7.736	-8.108	-4.617	-5.378	-6.005	-7.346	-6.266	-2.991	-7.836	-8.041	-7.897	-2.054	-4.615	-4.972	-4.982	-5.365	-6.934	-8.190	-6.712
YHR150W	-6.257	-7.736	-7.099	-6.390	-11.458	-10.771	-8.537	-11.065	-11.239	-11.013	-9.339	-10.908	-10.470	-10.134	-10.461	-11.499	-11.347	-11.751	-10.119	-9.387	-11.450	-10.857	-10.152	-11.379	-11.624	-16.772	-11.697	-0.000	-6.418	-2.440	-11.589	-10.156	-10.364
YHR151C	-7.041	-6.571	-7.857	-7.090	-8.299	-6.387	-6.488	-7.226	-7.784	-7.898	-8.271	-7.514	-7.933	-8.818	-8.204	-7.969	-8.634	-8.131	-8.656	-7.744	-8.350	-6.271	-8.451	-8.880	-8.531	-7.628	-5.738	-5.784	-8.131	-4.638	-7.824	-8.727	-8.641
YHR152W	-7.900	-7.769	-8.170	-5.263	-8.376	-7.920	-8.681	-8.358	-8.683	-7.411	-8.587	-8.726	-8.475	-8.716	-5.788	-8.248	-7.410	-8.684	-8.267	-7.743	-7.373	-7.459	-8.604	-8.364	-8.665	-8.171	-8.702	-8.736	-8.504	-8.613	-7.550	-6.373	-7.946
YHR153C	-8.549	-9.353	-8.440	-9.974	-6.746	-8.519	-2.178	-6.522	-9.029	-7.040	-6.883	-0.505	-8.891	-8.947	-8.602	-8.454	-9.173	-0.681	-6.243	-8.306	-8.309	-8.005	-12.822	-9.204	-8.947	-34.691	-7.994	-9.088	-8.956	-5.903	-7.550	-7.069	-8.244
YHR154W	-6.019	-7.739	-6.341	-6.194	-9.864	-7.292	-17.623	-8.667	-9.116	-8.913	-8.060	-8.442	-9.205	-8.204	-6.837	-8.306	-8.465	-8.740	-8.449	-8.949	-8.979	-8.173	-0.000	-8.205	-9.135	-8.707	-8.137	-9.337	-9.223	-5.625	-8.463	-8.855	-6.130
YHR155W	-9.714	-8.708	-9.305	-5.424	-9.218	-8.233	-8.724	-9.214	-8.975	-8.243	-7.901	-8.216	-5.986	-6.893	-8.605	-8.968	-9.150	-8.623	-8.866	-9.142	-8.147	-8.386	-5.864	-7.208	-9.224	-21.501	-3.225	-9.168	-7.503	-4.101	-8.772	-9.058	-8.313
YHR156C	-9.719	-9.294	-9.322	-5.389	-8.238	-7.928	-8.215	-5.874	-8.884	-8.033	-8.481	-8.743	-8.671	-8.450	-8.611	-8.389	-8.724	-5.383	-12.397	-7.953	-6.222	-6.456	-3.624	-8.942	-8.604	-6.383	-25.797	-6.916	-8.878	-3.497	-4.617	-8.031	-7.902
YHR157W	-8.389	-7.283	-6.086	-9.444	-10.259	-10.053	-10.374	-10.500	-10.619	-9.419	-10.413	-10.690	-10.879	-10.819	-9.539	-10.230	-10.062	-10.559	-10.482	-10.397	-10.557	-10.667	-5.878	-9.907	-9.850	-6.520	-9.373	-10.275	-9.851	-9.028	-10.617	-10.143	-10.796
YHR158C	-9.168	-7.745	-9.350	-9.236	-7.621	-6.880	-7.992	-7.837	-8.125	-6.575	-7.937	-7.723	-7.998	-7.771	-5.232	-7.832	-7.616	-8.025	-7.285	-7.650	-7.551	-7.377	-8.104	-7.301	-8.110	-7.254	-8.111	-8.147	-8.097	-8.063	-7.053	-5.739	-7.723
YHR159W	-5.027	-7.050	-2.467	-8.921	-6.794	-6.620	-7.834	-7.150	-7.776	-6.382	-6.736	-7.759	-7.834	-7.587	-5.033	-7.080	-7.215	-7.809	-7.059	-7.230	-7.139	-6.958	-7.698	-6.971	-7.560	-7.570	-7.214	-7.352	-7.704	-7.459	-6.777	-5.523	-7.110
YHR160C	-5.922	-10.034	-8.714	-9.263	-11.713	-10.495	-11.412	-11.773	-11.754	-8.745	-11.369	-11.362	-11.511	-11.590	-10.798	-9.017	-8.586	-11.372	-10.269	-11.115	-11.646	-10.528	-10.920	-11.773	-11.551	-3.012	-8.773	-7.263	-11.670	-5.905	-10.438	-11.611	-10.347
YHR161C	-2.522	-6.476	-4.115	-4.919	-8.765	-7.272	-5.885	-9.851	-9.425	-7.205	-8.264	-7.323	-8.665	-10.118	-8.917	-9.248	-8.212	-7.519	-6.515	-9.483	-9.980	-9.932	-7.810	-9.845	-9.918	-25.887	-7.241	-22.573	-2.542	-47.053	-8.807	-9.949	-7.523
YHR162W	-8.337	-8.796	-8.572	-7.990	-8.123	-7.971	-8.786	-9.049	-9.083	-7.860	-8.384	-8.704	-8.987	-8.850	-8.687	-8.149	-8.070	-6.659	-8.479	-9.023	-8.719	-8.779	-3.263	-7.958	-8.493	-4.053	-4.335	-8.879	-7.263	-8.563	-8.259	-9.108	-8.320
YHR163W	-8.091	-7.640	-4.958	-4.994	-8.510	-7.677	-8.687	-8.723	-7.450	-7.027	-8.641	-8.645	-8.664	-8.733	-5.722	-8.312	-8.550	-8.554	-8.109	-8.246	-8.193	-7.958	-8.693	-7.736	-8.576	-7.847	-8.564	-8.742	-8.676	-8.687	-7.841	-6.201	-7.861
YHR164C	-0.000	-0.000	-0.000	-0.000	-7.494	-9.499	-1.473	-7.812	-9.169	-8.488	-6.313	-1.478	-6.434	-7.793	-8.397	-7.317	-2.987	-5.313	-3.474	-8.968	-8.674	-8.219	-5.088	-8.260	-9.104	-29.798	-19.229	-8.793	-8.327	-9.059	-8.554	-9.035	-8.444
YHR166C	-0.000	-0.000	-0.000	-0.000	-9.816	-9.223	-10.380	-9.855	-9.776	-9.442	-10.342	-10.179	-10.325	-9.882	-6.733	-9.763	-10.042	-10.360	-9.584	-9.528	-9.603	-9.495	-10.238	-9.388	-10.168	-9.676	-10.336	-10.360	-10.239	-10.344	-8.883	-8.135	-9.347
YHR167W	-6.700	-7.018	-5.417	-6.112	-11.218	-9.241	-11.775	-11.708	-11.922	-9.896	-7.343	-11.575	-11.749	-11.874	-10.845	-7.790	-7.805	-9.476	-11.061	-11.802	-11.518	-9.814	-11.946	-9.282	-10.366	-8.903	-10.714	-11.360	-11.630	-14.407	-11.711	-11.945	-10.339
YHR168W	-8.572	-8.449	-8.316	-8.417	-10.895	-7.787	-3.453	-7.997	-9.503	-4.111	-4.889	-8.662	-10.141	-10.131	-7.789	-10.645	-9.924	-9.964	-2.970	-10.781	-9.764	-10.773	-10.698	-10.941	-12.244	-9.510	-5.880	-10.941	-9.422	-19.943	-10.848	-10.932	-9.591
YHR170W	-0.000	-0.000	-0.000	-0.000	-6.338	-7.705	-4.933	-2.626	-1.240	-7.205	-7.364	-8.634	-8.304	-7.723	-5.742	-6.028	-1.365	-6.681	-4.011	-8.137	-6.509	-7.547	-7.664	-8.576	-6.959	-4.289	-8.123	-8.639	-7.186	-7.316	-3.297	-6.165	-6.795
YHR171W	-8.301	-8.612	-8.509	-8.369	-8.346	-5.404	-2.643	-8.089	-9.050	-7.439	-8.882	-7.467	-8.764	-8.858	-8.647	-6.394	-7.268	-6.056	-6.951	-8.081	-6.547	-9.087	-9.131	-7.061	-8.147	-7.749	-8.476	-2.450	-7.756	-7.993	-7.614	-7.607	-8.357
YHR172W	-0.000	-0.000	-0.000	-0.000	-2.447	-3.826	-1.817	-8.534	-8.434	-6.613	-7.755	-7.813	-7.541	-7.028	-5.588	-7.884	-4.652	-8.409	-8.055	-7.471	-7.905	-8.520	-8.554	-1.059	-7.896	-6.238	-7.251	-7.783	-8.105	-5.545	-5.975	-8.085	-6.149
YHR176W	-4.532	-7.637	-4.907	-7.007	-8.715	-8.679	-8.209	-8.614	-9.087	-8.212	-8.410	-7.888	-8.520	-6.080	-9.064	-6.906	-6.864	-8.857	-8.096	-9.122	-8.757	-8.617	-3.429	-9.102	-8.569	-8.716	-8.774	-6.672	-7.922	-6.105	-8.506	-8.078	-8.056
YHR177W	-5.667	-8.382	-9.156	-6.856	-8.130	-7.475	-6.177	-8.922	-8.931	-7.821	-6.027	-2.524	-5.884	-7.435	-8.273	-8.397	-8.987	-6.299	-5.724	-8.904	-8.719	-8.576	-3.898	-8.304	-8.649	-11.569	-1.787	-4.334	-8.349	-8.877	-7.305	-8.812	-8.597
YHR178W	-7.170	-7.671	-8.051	-7.943	-7.454	-7.630	-9.589	-9.806	-9.778	-9.303	-2.356	-9.725	-8.650	-9.621	-9.243	-9.370	-7.397	-9.262	-8.075	-9.403	-8.927	-9.725	-6.254	-9.826	-8.051	-3.113	-4.866	-14.565	-4.972	-25.528	-6.253	-5.989	-5.651
YHR179W	-4.422	-6.110	-2.783	-7.123	-11.707	-10.705	-11.771	-11.781	-10.393	-10.096	-11.601	-11.263	-9.266	-11.635	-11.439	-10.186	-9.198	-11.640	-10.542	-10.111	-11.212	-11.150	-11.885	-9.115	-11.345	-1.717	-9.894	-11.122	-10.132	-9.816	-10.743	-11.496	-10.919
YHR180W	-5.975	-9.286	-7.877	-9.414	-6.865	-9.080	-5.548	-8.942	-9.193	-7.070	-4.903	-2.754	-9.370	-9.470	-9.312	-8.546	-4.263	-8.964	-3.358	-9.601	-9.013	-8.170	-6.879	-7.496	-6.637	-10.866	-3.745	-4.000	-8.568	-9.298	-8.504	-8.379	-8.424
YHR181W	-7.719	-8.428	-8.363	-8.596	-6.551	-5.606	-6.646	-6.703	-7.386	-5.596	-7.176	-7.092	-6.100	-6.366	-5.781	-6.150	-6.606	-7.240	-6.027	-6.519	-6.461	-6.458	-7.070	-7.039	-6.653	-6.283	-4.658	-7.316	-7.138	-7.320	-6.365	-4.652	-6.495
YHR182W	-10.279	-9.478	-9.714	-6.251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YHR183W	-9.989	-9.847	-9.926	-9.759	-8.329	-8.383	-9.667	-9.252	-9.653	-9.373	-7.733	-9.652	-9.090	-8.370	-8.649	-9.350	-9.396	-9.659	-9.279	-9.261	-9.436	-9.053	-9.631	-9.648	-9.331	-8.783	-2.150	-1.482	-8.377	-5.756	-9.366	-9.495	-9.230
YHR184W	-9.704	-8.443	-9.540	-8.272	-7.993	-8.380	-4.970	-8.232	-8.945	-8.570	-4.607	-7.519	-8.329	-7.599	-8.799	-8.466	-8.540	-7.382	-5.279	-8.981	-9.027	-8.936	-6.370	-8.885	-6.713	-22.824	-8.668	-6.075	-6.401	-4.180	-7.144	-9.106	-8.777
YHR185C	-10.005	-8.600	-8.855	-9.642	-10.846	-10.579	-11.511	-10.871	-11.627	-11.140	-11.539	-11.051	-10.565	-11.631	-10.857	-10.261	-11.609	-11.593	-10.674	-10.974	-10.997	-11.253	-11.637	-11.632	-11.562	-10.592	-10.371	-10.816	-11.005	-10.919	-10.797	-11.331	-10.898
YHR186C	-0.000	-0.000	-0.000	-0.000	-7.468	-8.301	-2.117	-8.921	-9.016	-7.084	-6.630	-8.157	-5.268	-8.399	-9.025	-8.794	-8.267	-9.026	-6.455	-9.061	-8.782	-6.853	-1.158	-8.843	-8.400	-14.658	-23.780	-5.660	-8.097	-18.962	-7.728	-9.059	-8.218
YHR188C	-0.000	-0.000	-0.000	-0.000	-8.841	-8.390	-7.525	-6.537	-9.053	-7.455	-8.907	-8.536	-5.237	-7.871	-8.809	-7.381	-8.812	-9.214	-6.207	-9.168	-8.272	-7.642	-2.091	-5.700	-9.323	-7.822	-8.926	-9.785	-3.095	-7.384	-8.204	-7.225	-7.524
YHR189W	-7.115	-6.327	-6.195	-5.960	-10.178	-8.336	-8.831	-12.315	-12.350	-9.475	-11.016	-11.876	-8.007	-11.670	-10.949	-11.625	-11.845	-10.359	-12.948	-11.862	-11.656	-8.131	-11.994	-10.056	-11.780	-2.401	-6.284	-11.220	-11.057	-13.762	-11.987	-11.634	-8.296
YHR190W	-0.000	-0.000	-0.000	-0.000	-8.728	-8.936	-2.880	-9.550	-9.551	-8.287	-8.787	-8.040	-7.560	-8.874	-7.340	-9.464	-7.947	-7.776	-8.810	-9.551	-9.224	-9.398	-6.090	-9.423	-6.824	-7.397	-6.190	-0.427	-9.260	-6.479	-9.168	-9.486	-8.798
YHR191C	-7.057	-9.164	-6.052	-6.499	-6.650	-8.659	-1.214	-9.271	-9.251	-7.967	-6.031	-6.826	-7.317	-8.768	-8.170	-8.799	-8.746	-7.765	-6.735	-8.946	-6.580	-4.749	-8.081	-9.131	-6.454	-9.970	-3.623	-9.132	-9.262	-7.529	-8.908	-7.295	-8.043
YHR193C	-7.522	-7.307	-6.948	-6.945	-7.393	-7.777	-6.349	-8.460	-9.498	-7.856	-6.142	-7.531	-9.307	-8.020	-9.113	-8.465	-8.681	-3.786	-7.585	-7.887	-7.570	-12.508	-16.845	-8.954	-7.036	-64.258	-25.078	-6.763	-8.281	-5.241	-8.719	-9.467	-8.476
YHR194W	-7.752	-7.826	-7.783	-7.851	-8.687	-8.923	-5.280	-9.996	-10.104	-9.314	-5.069	-3.526	-6.376	-9.212	-8.052	-7.948	-7.193	-0.000	-5.320	-9.354	-6.728	-10.073	-7.946	-9.829	-7.561	-28.653	-11.264	-7.427	-8.610	-6.060	-9.659	-7.523	-8.796
YHR195W	-8.069	-9.580	-8.793	-7.559	-8.035	-8.751	-7.927	-8.316	-9.577	-7.254	-5.257	-8.223	-6.281	-7.207	-9.164	-7.977	-8.855	-8.687	-7.360	-9.498	-8.196	-9.145	-1.900	-9.544	-9.312	-3.293	-3.788	-2.710	-8.553	-52.586	-8.259	-9.541	-9.477
YHR196W	-0.000	-0.000	-0.000	-0.000	-9.697	-9.908	-6.254	-1.769	-0.000	-5.747	-10.033	-10.313	-9.990	-9.766	-9.607	-10.403	-9.688	-10.175	-9.544	-9.510	-8.393	-5.626	-10.417	-9.905	-10.385	-1.855	-8.956	-9.422	-5.771	-2.905	-9.434	-10.370	-10.079
YHR197W	-0.000	-0.000	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YHR198C	-7.998	-8.395	-8.190	-8.047	-7.950	-7.313	-5.287	-8.411	-8.638	-8.327	-6.005	-7.532	-7.660	-5.046	-7.576	-8.211	-8.346	-6.165	-6.291	-8.629	-8.569	-8.448	-4.173	-7.567	-8.544	-6.980	-6.888	-6.320	-6.122	-5.071	-8.319	-8.675	-8.442
YHR199C	-9.368	-8.209	-8.355	-5.718	-5.707	-7.668	-6.274	-9.136	-7.298	-8.230	-1.814	-7.279	-7.879	-5.332	-8.309	-7.027	-8.681	-3.488	-7.416	-7.815	-8.372	-8.900	-8.250	-9.148	-8.901	-4.276	-4.472	-5.612	-6.691	-6.934	-8.196	-9.006	-7.672
YHR200W	0.707	-4.370	-5.127	-2.271	-8.307	-7.275	-4.249	-6.674	-8.042	-7.815	-8.511	-8.450	-7.524	-7.190	-6.755	-7.605	-5.673	-7.889	-6.453	-8.732	-8.294	-7.685	-1.970	-8.587	-7.863	-4.078	-8.444	-7.637	-7.685	-2.561	-7.870	-8.666	-8.170
YHR202W	-8.611	-8.541	-7.729	-8.840	-9.308	-8.762	-5.831	-9.458	-10.075	-6.183	-13.329	-5.859	-5.295	-5.196	-9.326	-7.426	-6.692	-3.997	-7.196	-5.999	-9.647	-9.648	-7.188	-10.115	-8.980	-13.068	-20.528	-5.155	-6.787	-16.022	-9.074	-9.875	-7.905
YHR203C	-7.110	-6.501	-6.383	-6.522	-8.425	-7.801	-7.999	-0.000	-7.687	-5.725	-8.407	-7.736	-8.649	-8.386	-5.647	-8.041	-6.583	-8.649	-7.971	-7.347	-5.592	-4.245	-8.430	-8.401	-8.699	-4.752	-7.343	-8.702	-8.644	-7.834	-7.608	-6.502	-7.872
