orf	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [5 gen] | YPD | Simoneau A~Wurtele H, 2016	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [20 gen] | YPD | Simoneau A~Wurtele H, 2016
YFR048W	0.7988055000000001	1.219865
YFR049W	-0.577465	3.68481
YFR053C	-1.55183	2.68909
YFR054C	-0.5891204999999999	1.354219
YFR055W	-1.242775	-0.6013324499999999
YFR056C	-0.5908125	2.860755
YFR057W	-1.3347975	1.8525695
YGL002W	0.2645513	2.10644
YGL003C	-0.8167025	-0.38473785
YGL004C	-1.080537	0.370772
YGL005C	-0.914663	-5.98339
YGL006W	0.53488	1.07992
YGL007W	0.26852015	1.11498
YGL009C	-0.543919	1.5085495
YGL010W	0.209817	2.01622
YGL012W	-0.16021150000000003	-1.70596
YGL013C	-0.3387855	-4.98349
YGL014W	-1.3365845	-12.49105
YGL015C	0.20899099999999998	0.920982
YGL016W	-0.4483465	-5.22806
YGL017W	-1.6007850000000001	0.35447949999999995
YGL019W	-0.5865389999999999	-5.49444
YGL020C	0.20198899999999997	-0.38551500000000005
YGL021W	-0.6818095	2.6274050000000004
YGL025C	-0.26580351	-1.6312595
YGL026C	0.029051550000000002	0.23742605000000003
YGL027C	-0.807515	1.125717
YGL028C	-0.440377	1.1942249999999999
YGL031C	-0.2697716	-2.51052
YGL032C	-0.970896	-0.6415500000000001
YGL033W	0.023086999999999996	0.432151
YGL034C	-0.563959	1.2231800000000002
YGL035C	0.020309999999999995	-0.842687
YGL037C	-0.9731730000000001	3.107265
YGL038C	2.719845	
YGL039W	-0.3301315	0.8776395
YGL041C	0.9738530000000001	0.502711
YGL042C	-0.702315	2.1071095
YGL043W	0.118863	1.85405
YGL045W	-0.19001242499999998	-1.1104375
YGL049C	0.22563850000000002	0.8080080000000001
YGL050W	0.8969	2.84291
YGL051W	-0.3850785	-1.745075
YGL053W	-0.869967	2.139895
YGL054C	-1.6634849999999999	-0.4490235
YGL056C	-1.0560610000000001	0.1668525
YGL057C	-0.7989385	1.544168
YGL058W	0.7895833	
YGL059W	-0.45246	1.2185025
YGL060W	0.67102	-1.41217
YGL062W	-0.22387964999999999	1.336945
YGL063W	-0.8351115	0.6057295
YGL064C	-0.03675300000000001	
YGL066W	-1.58156	-8.081675
YGL067W	0.23663645	-0.6045555
YGL071W	-1.88123	-13.9122
YGL072C	1.078324	2.405945
YGL076C	2.43864	
YGL077C	0.09447485	0.42293000000000003
YGL078C	-0.729343	0.495224
YGL079W	-0.4657295	0.5760768
YGL080W	0.01964650000000001	1.4537214999999999
YGL081W	0.385096	1.605455
YGL082W	0.261134	0.95272065
YGL083W	-0.6137475	1.610365
YGL084C	-0.3494665	
YGL085W	-0.163103	-1.0192415000000001
YGL086W	0.1956335	2.818205
YGL087C	0.47780900000000004	-2.30042
YGL088W	0.056887999999999994	
YGL089C	0.056702499999999996	-2.0697200000000002
YGL090W	-0.768513	0.270193
YGL094C	-1.2435299999999998	-0.009194000000000008
YGL095C	1.59321	
YGL096W	-0.6424890000000001	0.1346255
YGL101W	-1.002018	-0.3330599999999999
YGL104C	-1.9610500000000002	2.0808
YGL105W	1.19409	
YGL107C	-1.4202249999999998	2.041095
YGL108C	-0.5486485	-2.921715
YGL109W	-0.9357935000000001	-1.340171
YGL110C	-0.595047	1.2997705000000002
YGL114W	-1.022962	-5.292255
YGL115W	0.6727799999999999	-0.17382400000000003
YGL117W	-0.1867725	-0.05295
YGL118C	0.5123235	3.384205
YGL121C	0.28659100000000004	-0.19931149999999997
YGL124C	0.649529	-0.04661000000000004
YGL125W	0.3703465	0.521505
YGL126W	-0.8713635000000001	-0.22686065000000002
YGL127C	1.2083965	
YGL129C	0.705257	1.0106095
YGL131C	-0.883899	3.07231
YGL132W	0.7538925	1.6299299999999999
YGL133W	-0.379549575	-3.32751
YGL135W	0.3988615	
YGL136C	-0.104157	2.342505
YGL138C	0.20237644999999999	0.7099584999999999
YGL139W	-0.14342899999999997	-0.688905
YGL140C	-0.556494	0.19119849999999997
YGL141W	0.59375	-1.669656025
YGL143C	-0.40600505	0.8130634999999999
YGL144C	-0.8888775	-1.4560585
YGL146C	-0.2732043	-0.4011035
YGL147C	0.06589699999999998	-0.21167050000000004
YGL148W	-0.274844	0.1350395
YGL149W	-0.18053735	0.019400000000000084
YGL151W	-1.81554	-4.95756
YGL152C	-1.506285	-0.8038758500000001
YGL153W	-1.239957	-3.345645
YGL154C	-1.26124	-0.09320299999999998
YGL156W	-0.7897379999999999	-0.25378500000000004
YGL157W	-0.9997975000000001	2.1223635
YGL158W	-0.46059049999999996	-1.7085538999999998
YGL159W	-1.611365	-1.0164825000000002
YGL160W	-0.8321925	-0.4013700000000001
YGL161C	-0.87007	0.4293
YGL162W	-1.13224	-0.7423345
YGL163C	-1.4010095	-1.3180779999999999
YGL164C	-0.9681845	-0.301417
YGL165C	-1.2147355	2.13381
YGL166W	-1.672355	-0.943796
YGL167C	-1.7599870000000002	
YGL168W	-3.41431	-2.6129350000000002
YGL170C	-0.7190565	-1.32045
YGL175C	-6.1493850000000005	-27.0188
YGL176C	-1.292205	0.09896849999999996
YGL177W	-0.241058	1.8310749999999998
YGL179C	-0.4728175	-0.29484400000000005
YGL180W	-1.5845449999999999	-1.047227
YGL181W	-1.292585	0.36044750000000003
YGL194C	-0.528005	1.78102
YGL195W		0.482352
YGL196W	-0.7140025	-0.882224
YGL197W	0.36234105	0.30495150000000004
YGL198W	-1.1295645	-2.1199
YGL199C	0.21048269	-0.7054885
YGL200C	0.944965	0.5355925
YGL202W	-0.61543	3.6991549999999997
YGL203C	-0.8608370000000001	3.26573
YGL205W	-0.20606555	1.0179814999999999
YGL208W	-0.1566475	0.2482764
YGL209W	-0.6549425	0.85744075
YGL210W	-1.2379085	0.13575589999999998
YGL211W	0.949727	
YGL212W	0.32706749999999996	1.4173149999999999
YGL213C	-0.4160075	-0.6075799999999999
YGL214W	0.3823325	-0.141791
YGL215W	-0.636413	-3.56454
YGL216W	0.17812195000000003	0.6199655000000001
YGL217C	-0.9891854999999999	-4.13978
YGL218W	-0.5163665	
YGL219C	-0.237593	
YGL220W	0.3358445	-1.7170095
YGL221C	0.18851895	1.1050900000000001
YGL222C	-0.594627	3.05839
YGL223C	-1.040782	
YGL224C	0.1785715	-0.943764
YGL226C-A	-0.15341950000000001	1.2972465
YGL226W	-0.17170249999999998	0.9780145
YGL227W	1.0381399999999998	1.6397249999999999
YGL228W	0.3945303	1.859595
YGL229C	0.01743900000000001	1.4134325
YGL230C	0.08933175	0.4457274
YGL231C	-0.6029915	5.256729999999999
YGL232W	-0.9063525	-0.8265295
YGL234W	0.10667200000000004	0.9611495
YGL235W	-0.24698455000000002	-0.86935865
YGL236C	0.06262134999999999	0.527225
YGL237C	-0.2879915	1.156825
YGL240W	0.29927400000000004	
YGL241W	0.457032	0.886771
YGL242C	-0.6104285	2.433875
YGL243W	-0.08223130000000001	-1.0197435000000001
YGL244W	2.275805	1.2594825
YGL246C	1.96454	
YGL248W	0.60764	0.942706
YGL249W	0.28347599999999995	1.3610355
YGL250W	-1.82693	-3.97968
YGL251C	-0.543443	0.356873
YGL252C	-0.531068	-5.51626
YGL253W	-1.96759	-0.8177715
YGL254W	-0.44806650000000003	1.2876485
YGL255W	-0.436195	1.1347814999999999
YGL256W	-0.7563505	1.84654
YGL257C	-1.08795	1.0767259999999998
YGL258W	-1.19822	0.416385
YGL259W	-0.8415554999999999	0.7525200000000001
YGL260W	-1.3732449999999998	1.68525
YGL261C	-0.025096149999999998	0.334998
YGL262W	-0.6563631499999999	2.305915
YGL263W	-0.6092625	-0.2464325
YGR001C	0.15571944999999998	4.4772
YGR003W	0.0567632	-0.89827625
YGR004W	1.083264	0.806601
YGR007W	-0.21096195	0.869997
YGR008C	-0.76218	0.9368945
YGR010W	-0.5393805	-3.188625
YGR011W	-1.060107	1.488547
YGR012W	0.07319439999999999	1.555085
YGR014W	-1.5900050000000001	-5.65213
YGR015C	-0.2896155	-0.08874100000000001
YGR017W	-0.392677	3.157235
YGR018C	-0.7034560000000001	1.3972155
YGR019W	-0.593982	1.6960275
YGR020C	0.18728850000000002	
YGR021W	-1.1543515	1.9008239999999998
YGR022C	-0.6452749	0.3318495
YGR023W	-0.423226	1.44169045
YGR025W	-0.956027	-0.6340694
YGR026W	-0.2940748	1.3451844999999998
YGR027C	-0.003878500000000007	4.6731
YGR028W	-0.22514735	1.298715
YGR031W	-1.650255	6.569945
YGR032W	-1.1823649999999999	1.282565
YGR033C	-1.3374899999999998	2.73942
YGR034W	-1.0116445	-6.7524999999999995
YGR035C	-1.93537	-13.53935
YGR036C	0.9728745	
YGR037C	-0.6403490999999999	2.1274955
YGR038W	-0.3801055	0.11250199999999999
YGR039W	-0.4994507	1.686365
YGR040W	-2.003205	0.6170625
YGR041W	0.06116200000000001	3.4436
YGR042W	-0.5937765	3.19719
YGR043C	-0.19241605	7.59147
YGR044C	-0.1851782	1.488108
YGR045C	-1.3274755	0.9864539999999999
YGR049W	-0.9087989999999999	3.0747099999999996
YGR050C	-0.945738	0.37588099999999997
YGR051C	0.2955355	1.006184
YGR052W	-0.593073	0.8589105
YGR053C	-0.692615	0.3363649999999999
YGR054W	0.18014515	6.41258
YGR055W	-0.9116125	-0.002691999999999972
YGR056W	-2.53687	-3.2852050000000004
YGR057C	-0.453151	-4.133155
YGR058W	-0.12632770000000001	0.7384649999999999
YGR059W	-0.5475835	3.97818
YGR061C	-0.11996475000000001	0.12417505000000001
YGR062C	0.22485529	2.282
YGR063C	-0.545769	-2.4970930000000005
YGR064W	-0.8711015	-0.2825095
YGR066C	-1.5643695	-0.8624049999999999
YGR067C	0.34813685	-0.9627159999999999
YGR068C	-0.1929125	-1.2171119799999999
YGR069W	-0.590247	-0.14871315000000002
YGR070W	0.7137439999999999	0.7823644999999999
YGR071C	-0.698525	-0.773358
YGR072W	-2.266825	-38.3577
YGR076C	0.1333893	2.86864
YGR077C	-0.429343	0.23933435
YGR078C	-0.44834549999999995	1.81602
YGR079W	-0.30863270000000004	0.6892510000000001
YGR080W	-0.14232899999999998	2.209259
YGR081C	0.007638500000000006	1.0369845
YGR084C	0.0729715	1.141029
YGR085C	-0.994569	-0.966711
YGR086C	-0.10561395000000001	1.5925950000000002
YGR087C	-0.21657900000000002	0.7081055
YGR088W	0.378389	2.04282
YGR089W	-0.20457599999999998	-8.315685
YGR092W	-2.41586	-8.530075
YGR093W	0.44919400000000004	1.7085750000000002
YGR096W	-1.3867275000000001	1.0801325
YGR097W	-0.42763300000000004	-0.3873355
YGR100W	-1.84537	0.16149850000000004
YGR101W	-0.8482970000000001	
YGR102C	-0.608417	2.85981
YGR104C	-1.0764015	
YGR105W	0.013139999999999999	
YGR106C	0.4314605	0.5083955
YGR107W	0.1997736	-0.05417499999999997
YGR108W	-0.287626	-2.8764000000000003
YGR109C	-0.002603749999999995	5.15948
YGR110W	-2.007775	1.0832355
YGR111W	-1.3215949999999999	-5.561485
YGR112W	-0.806268	0.6284719999999999
YGR117C	-0.088254	0.15895
YGR118W	-0.8190775	-0.36390049999999996
YGR121C	-0.043441999999999995	-5.284575
YGR122C-A	-0.1526455	1.0709
YGR122W	-0.5112195	-3.857095
YGR123C	-0.1263595	-2.929805
YGR124W	0.09938049999999998	-4.09224
YGR125W	-0.931601	-1.550385
YGR126W	0.1108171	-0.43358549999999996
YGR127W	-0.32592600000000005	-0.6983955000000001
YGR129W	0.572654	-0.5714774
YGR130C	0.44069810000000004	-0.501008
YGR131W	0.0939867	1.113678
YGR132C	1.0070475	-0.295268
YGR133W	0.872976	-4.06576
YGR134W	-1.8782900000000002	-2.62897
YGR135W	1.0392545	6.829694999999999
YGR136W	-0.014157000000000003	-2.0620475
YGR137W	-0.5814265000000001	-0.777022
YGR138C	-0.421262	-0.9946630000000001
YGR139W	0.5943784999999999	-1.2444665
YGR141W	-0.18439850000000002	-1.6399175
YGR142W	0.08221435	-0.3653175
YGR143W	0.418779	-1.3711099999999998
YGR144W	-0.5095704999999999	-29.625349999999997
YGR146C	-0.6577165	-0.6201995
YGR148C	0.15727185	-5.23708
YGR149W	-1.134779	3.020795
YGR150C	0.9634495000000001	5.33809
YGR151C	0.507065	-0.9199925
YGR152C	1.31224	0.1749735
YGR153W	0.5730965	-1.1078706999999999
YGR154C	-0.68222965	-2.5494399999999997
YGR155W	0.110124	-0.009304799999999998
YGR157W	-1.548	-4.005025
YGR159C	1.052417	
YGR160W	1.120244	
YGR161C	-1.3175	-0.653899
YGR162W	2.339765	
YGR163W	0.5431105	0.3900348
YGR164W	-4.83711	-31.65755
YGR165W	-0.824662	
YGR166W	0.9392625	4.211040000000001
YGR167W	0.535875	
YGR168C	-0.4803155	-0.3801985
YGR169C	0.339654	0.6157045
YGR170W	-0.523337	-1.3098239999999999
YGR171C	0.7402085	-0.3651905
YGR173W	-0.196977	-1.543705
YGR174C	0.6209915	1.76064
YGR176W	-1.104865	-1.3869600000000002
YGR177C	-0.9146215	0.360336
YGR178C	-1.906885	-26.3593
YGR180C	-0.17666635	
YGR181W	-0.2999999	0.02351299999999998
YGR182C	0.24957259999999998	2.753905
YGR183C	1.1283525	0.57834545
YGR184C	-1.0586695	-2.56196
YGR187C	1.79604	4.46774
YGR189C	-0.9237425	-1.5446810000000002
YGR192C	1.1374465	0.7173305
YGR193C	-0.516028	-1.7763915000000001
YGR194C	0.23757379999999997	0.0559905
YGR196C	0.743034	3.6693050000000005
YGR197C	-1.28039	-0.21591700000000003
YGR199W	-0.43828174999999997	0.589791
YGR200C	0.44103799999999993	-1.449158485
YGR201C	-0.06287799999999999	0.706164
YGR202C	-0.7928069999999999	-0.9844845000000001
YGR203W	-0.569251	0.24057145
YGR204W	-0.14792550000000002	0.329576
YGR205W	0.12389220000000001	0.6390205
YGR206W	0.47560749999999996	-0.033232999999999985
YGR207C	-0.1774035	-0.686114
YGR208W	-0.9576775	-11.7044
YGR209C	0.44476750000000004	-1.9255
YGR210C	-0.3917235	-1.1975985
YGR212W	0.021092499999999986	-0.5031829999999999
YGR213C	-0.03054699999999999	-1.519956
YGR214W	-0.452893	1.63103
YGR215W	0.439803	
YGR217W	-1.227385	-1.823531
YGR219W	-0.864329	
YGR220C	-0.60926	3.280675
YGR221C	-0.09674750000000001	0.324615
YGR222W	0.036104	-0.627245
YGR223C	-5.251785	-66.66235
YGR224W	0.061487	0.746374
YGR225W	-0.2876715	2.34592
YGR226C	-0.6741825	2.814555
YGR227W	-0.910848	2.18000285
YGR228W	-0.43290945	1.0659405
YGR229C	-0.198933	0.7595505
YGR230W	-0.17032199999999997	1.057415
YGR231C	-0.946737	2.91777
YGR232W	-0.18899100000000002	2.333115
YGR233C	0.6037094999999999	4.61529
YGR234W	-1.068375	-0.127199
YGR235C	-1.23386	1.0913
YGR236C	-0.784062	2.608015
YGR237C	-0.256126	0.28899430000000004
YGR238C	-0.042488	1.2195525
YGR239C	-1.1987580000000002	-0.325579
YGR240C	-0.448829	-2.283255
YGR241C	-0.704696	1.494615
YGR242W	-0.47137450000000003	1.814754
YGR243W	-0.7048715	2.082735
YGR244C	-0.0577655	2.0233600000000003
YGR247W	-0.5199365	1.523155
YGR248W	-1.038885	0.712059
YGR249W	-0.32112700000000005	1.648595
YGR250C	-0.1702265	0.500177
YGR252W	-0.08523999999999998	1.3573555
YGR254W	-0.078963	2.194345
YGR255C	1.6163	3.945335
YGR256W	0.8860985	2.316885
YGR257C	-0.29128699999999996	1.2937349999999999
YGR258C	-0.8470175	1.9389750000000001
YGR259C	-0.845435	1.1384465000000001
YGR260W	0.1255935	1.41451
YGR261C	0.1714965	0.9439695
YGR262C	-0.3559527	
YGR263C	-0.263483	2.438275
YGR266W	0.56909435	-0.88167
YGR268C	0.1322065	-0.157922
YGR269W	-0.441236	-0.021336499999999994
YGR270W	-0.2851	1.5560645
YGR271C-A	0.3590805	
YGR271W	0.5203655	1.45347
YGR273C	-0.2915905	0.575338
YGR275W	-0.5921175000000001	0.46877099999999994
YGR276C	-0.329486	-1.0796075
YGR279C	0.52832	2.73508
YGR281W	0.609492	1.844375
YGR282C	0.6050705	0.27155850000000004
YGR283C	-0.289373	0.062553
YGR284C	0.655722	1.7739099999999999
YGR285C	2.387345	
YGR286C	-0.5874745	0.14087499999999997
YGR287C	-0.0442996	-0.9447749999999999
YGR288W	-0.025854500000000002	0.19288449999999996
YGR289C	-2.842955	-9.60559
YGR290W	-2.42183	-2.9576285
YGR291C	-0.728558	-0.1267404
YGR292W	-0.723762	0.62249
YGR295C	-1.2471299999999998	-0.28712950000000004
YHL002W	-0.691063	-1.0506775
YHL003C	0.189954	-2.3506
YHL005C	0.74537785	2.1014
YHL006C	-0.770111	-2.276225
YHL007C	-0.015275000000000039	-0.2345465
YHL008C	0.6336630000000001	-2.4065125
YHL009C	-1.599355	-7.71369
YHL010C	-0.15098689999999998	-0.3703975
YHL011C	1.263307	
YHL012W	-1.4139555	-6.3489450000000005
YHL013C	0.8720424999999999	2.33981
YHL014C	1.1689895	2.9836549999999997
YHL016C	0.27793614	-0.312807
YHL017W	-0.2073605	2.396715
YHL019C	0.2376065	0.620352
YHL020C	0.42819850000000004	-1.3521
YHL021C	-0.37198149999999996	0.6115670000000001
YHL022C	-0.4058965	-0.63245
YHL023C	-0.156706	0.9716175
YHL024W	-1.7487955	-0.5327385
YHL025W	1.4422035	
YHL026C	-0.36072550000000003	-0.7918505
YHL027W	-3.653495	-19.1342
YHL028W	0.05691099999999999	3.08413
YHL029C	-0.45785295	0.414088
YHL030W	1.78403	0.8567745
YHL031C	-1.91599	-3.61195
YHL032C	-0.103979	-0.766358
YHL033C	0.3439315	-3.51444
YHL034C	1.52962	6.078765
YHL035C	-0.5924265000000001	0.05550849999999999
YHL036W	0.42041685	-3.4223
YHL037C	-0.289015	-3.1259170000000003
YHL038C	0.542377	0.5672699200000001
YHL039W	0.32961300000000004	-1.13028
YHL040C	0.6493272	0.13614600000000002
YHL041W	0.07550800000000002	-0.6637575
YHL042W	-0.5376650000000001	-3.4030899999999997
YHL043W	-0.7151585	-1.8707580000000001
YHL044W	-0.6693614999999999	-1.404685
YHL045W	-1.3149385	-0.232914
YHL046C	-0.05485949999999999	-0.04139999999999999
YHL047C	0.058659499999999976	-1.8308049999999998
YHR001W-A	0.64897865	0.832257
YHR003C	-0.0385599	1.836945
YHR004C	1.76367	1.69029185
YHR006W	0.12547250000000004	0.147155
YHR008C	0.7710520000000001	
YHR009C	-0.3999895	2.043955
YHR010W	1.57914	
YHR011W	1.726295	
YHR012W	-0.16054565	1.9042400000000002
YHR013C	0.325799	2.22799
YHR014W	1.075876	1.2289375
YHR015W	0.6005925	1.4422155
YHR016C	0.42911	0.949233
YHR017W	1.239995	-3.2227650000000003
YHR018C	0.2992325	0.5797165
YHR021C	-1.683385	
YHR021W-A	-0.027555000000000003	0.9272075
YHR022C	0.8389835	-1.7875845
YHR025W	-9.91878	-11.698
YHR026W	1.4272550000000002	
YHR028C	-0.8068295	-5.379395000000001
YHR029C	-1.1620165	-2.65647
YHR030C	-0.312418	-1.5487035
YHR031C	0.2811765	-2.50838
YHR032W	-0.51261515	-4.88281
YHR033W	0.2471063	-0.8260385
YHR034C	-0.2158552	0.5007299999999999
YHR035W	-0.279556	0.494973
YHR037W	1.40116	0.048811999999999994
YHR038W	1.3395000000000001	
YHR039C	0.828238	-1.5121850000000001
YHR039C-A	-0.5642005	
YHR041C	-0.15390600000000002	
YHR043C	0.2000125	0.6790945
YHR044C	0.058091000000000004	0.8081370000000001
YHR045W	1.316265	0.550432
YHR046C	-0.965751	-0.6895965
YHR047C	-0.361373	1.1954
YHR048W	-0.918507	-0.1262000000000001
YHR049C-A	0.48396900000000004	2.088645
YHR049W	0.16508605	1.2743415
YHR051W	1.5355699999999999	
YHR057C	0.881964	-0.3694965
YHR059W	2.42234	
YHR060W	-0.0116152	
YHR061C	0.8535999999999999	0.294547
YHR064C	1.362895	
YHR066W	-0.7450785	-0.018371
YHR067W	0.016273499999999996	4.60774
YHR073W	-0.052010999999999995	0.6869095000000001
YHR075C	0.563678	-1.7163245
YHR076W	0.977783	1.9320499999999998
YHR077C	-5.264234999999999	-21.1528
YHR078W	1.006123	-0.39220200000000005
YHR079C	-0.20669899999999997	0.85504455
YHR079C-A	-0.5931369999999999	0.9293750000000001
YHR080C	-0.9734214999999999	-3.89834
YHR081W	-1.0903085	
YHR082C	-0.26231450000000006	0.6585925
YHR086W	0.5507934999999999	-0.5371955
YHR087W	-0.58484	0.99919839
YHR091C	0.48771850000000005	
YHR092C	0.015487000000000029	2.0399885
YHR093W	-0.587259	0.5050965000000001
YHR094C	-0.5129155	-0.41159
YHR095W	-0.39025550000000003	-0.3834099999999999
YHR096C	0.9575545000000001	0.9031655000000001
YHR097C	0.3326445	0.1801705
YHR100C	0.711103	
YHR103W	-2.552665	-26.30375
YHR104W	-0.32638015000000004	-5.8273399999999995
YHR105W	0.7117155	1.1087555
YHR106W	0.0642403	-1.1067354999999999
YHR108W	0.433377	0.4481615
YHR109W	-0.3628485	0.10435099999999997
YHR110W	0.29116149999999996	0.63009395
YHR111W	0.5765912000000001	-0.3726415
YHR112C	-0.19374999999999998	-1.4338985
YHR113W	0.0359785	-0.6521644999999999
YHR114W	-0.037083500000000005	-2.3174200000000003
YHR115C	-0.264922	-3.235855
YHR116W	0.404484	2.100345
YHR117W	1.595275	1.641765
YHR120W	0.2001905	
YHR121W	-1.047635	-0.605257
YHR123W	1.644355	0.04960749999999997
YHR124W	0.8203415000000001	-0.872487
YHR125W	-0.33332885	-6.796105000000001
YHR126C	-0.5063485	-0.011517
YHR127W	-0.13071149999999998	-1.0213545000000002
YHR129C	0.45844941499999997	-0.377901
YHR130C	-0.7876176	2.312655
YHR131C	-0.8275985	0.8011765000000001
YHR132C	-0.533776745	-0.5950625
YHR132W-A	-0.554394	-0.3724935
YHR133C	0.8095905000000001	-0.9051035000000001
YHR134W	-0.15694750000000002	-1.1198717999999999
YHR135C	0.11006649999999998	-0.5849255
YHR136C	-0.08413285000000001	2.227924
YHR137W	0.36169349999999995	1.1799849999999998
YHR138C	1.272235	3.7007199999999996
YHR139C	-0.1287965	-3.42447
YHR139C-A	0.302813	1.3311199999999999
YHR140W	1.0318654999999999	0.07672699999999999
YHR142W	-0.554821	-6.8709299999999995
YHR143W	0.4078995	0.134255
YHR146W	-2.01065	-1.0592813
YHR147C	0.5706378	
YHR150W	-0.1451195	0.603045
YHR151C	-0.6005805	0.5625455
YHR152W	-0.3422455	1.505325
YHR153C	0.80196	-0.7607300000000001
YHR154W	3.314705	2.7754000000000003
YHR155W	0.4399785	0.12674149999999995
YHR156C	0.1065685	-1.044444
YHR157W	0.3730675	2.35562
YHR158C	-0.36355899999999997	-1.4943875
YHR159W	0.7959134999999999	0.45827375000000004
YHR160C	0.2386395	0.58091072
YHR161C	-0.26119365	-0.894273
YHR162W	-0.30432644999999997	-0.103105
YHR163W	-0.1265391	-0.7237375
YHR167W	0.27704300000000004	1.007008
YHR168W	0.19161699999999998	
YHR171W	-0.38498350000000003	0.34105735
YHR176W	0.0659869	0.4417792
YHR177W	-0.5956505	0.128807
YHR178W	0.40455850000000004	1.0871495
YHR179W	-1.76725	-2.531845
YHR180W	-1.1203125	-1.59885
YHR181W	-0.913997	0.6509855
YHR182W	-0.2554995	-0.23661
YHR184W	-1.18062	-0.14118065
YHR185C	-0.6158764999999999	-0.2577458
YHR189W	-0.1817761	2.176465
YHR191C	1.4383602	
YHR193C	-1.8448849999999999	-3.482154
YHR194W	0.3502165	
YHR195W	0.6653975	-0.5094225
YHR198C	-0.6391655	0.8244905
YHR199C	-0.6644425	0.06048749999999997
YHR200W	1.3177699999999999	2.019685
YHR202W	-0.6367885	1.5526499999999999
YHR203C	0.896257	0.460134
YHR204W	-8.794015	-15.2621
YHR206W	-0.836611	-0.329178
YHR207C	0.1835412	0.6728810000000001
YHR209W	-0.4558285	1.1424455
YHR210C	-1.61129	-3.835395
YIL001W	-0.9341835	-3.748305
YIL002C	0.121278	1.7854649999999999
YIL005W	0.5549175	0.751556
YIL006W	-0.07322255	2.42253
YIL007C	1.1147775	1.54337
YIL008W	1.3549715	
YIL009C-A	-1.1654685	-6.72408
YIL009W	-0.0257005	-0.6331154999999999
YIL010W	0.4013807	-0.8921445
YIL011W	0.6278469999999999	-0.7789725
YIL012W	0.792008	-0.6861937
YIL013C	0.3488505	-3.10436
YIL014C-A	1.48733	
YIL014W	-0.529741	-0.6276499999999999
YIL015W	0.37028500000000003	-0.32126999999999994
YIL016W	-1.066037	-0.9917305000000001
YIL017C	0.8118730000000001	1.09464
YIL018W	0.951855	0.8204405
YIL020C	1.95676	1.59616
YIL023C	1.33666	1.2397749999999998
YIL024C	-0.6897915000000001	-2.111441
YIL025C	0.22791050000000002	0.6906030000000001
YIL027C	1.0041935	1.17667
YIL028W	0.05249450000000001	1.17597
YIL029C	0.016481449999999998	-0.3601229
YIL030C	-0.453715	0.3944715000000001
YIL032C	0.5808139999999999	1.33943
YIL034C	0.706025	
YIL035C	0.4728158	2.597945
YIL036W	-0.2303604	1.650695
YIL037C	-0.21026849999999997	-1.72789
YIL038C	2.232925	5.277795
YIL039W	1.40002	1.858075
YIL041W	-2.2276949999999998	-0.6186522999999999
YIL042C	-0.8440255	4.086385
YIL043C	0.5978065	1.4440300000000001
YIL044C	0.17247825	1.0818910000000002
YIL045W	1.136505	3.05086
YIL047C	0.3137815	0.7129
YIL050W	-0.883603	-3.580185
YIL052C	0.5068725000000001	-0.123079
YIL053W	-0.41916	0.9189755
YIL054W	0.8981565	-1.1117635
YIL055C	0.83870215	0.8303525
YIL056W	0.6568725	3.029575
YIL057C	1.3638050000000002	0.649893
YIL058W	-0.6146335	1.131071
YIL059C	0.56372955	0.4939355
YIL060W	0.4473255	1.5429069999999998
YIL064W	0.48626749999999996	-0.320466
YIL065C	0.5041105	-3.167268
YIL066C	0.9911135	0.9760077
YIL067C	1.432866	
YIL069C	1.5651899999999999	0.7697555
YIL070C	0.7659745	
YIL071C	-0.274453	-1.1282849999999998
YIL072W	-0.14717499999999994	-0.782605
YIL073C	0.6943349999999999	1.2969184999999999
YIL074C	1.1012165	0.823743
YIL076W	-0.13469549999999997	0.605975
YIL077C	-2.3081500000000004	-2.1007815
YIL079C	-1.520906	-0.378031
YIL084C	-0.067682635	3.07091
YIL085C	0.4318015	-2.227397
YIL086C	0.6988305	-4.4014715
YIL087C	-1.3299405	-0.5388435
YIL088C	0.19088700000000003	-0.14108500000000002
YIL089W	0.428163	-0.7836725
YIL090W	-0.5102825	-2.896965
YIL092W	0.40794775	0.239643
YIL093C	1.58348	
YIL094C	-0.985574	-0.4682925
YIL095W	0.8183385	0.1361755
YIL096C	0.5341265	0.9118459999999999
YIL097W	-0.6358444999999999	0.3457645
YIL098C	-0.33681550000000005	1.015187
YIL099W	-0.20146350000000002	1.683345
YIL100W	-0.751039	2.467945
YIL101C	-0.357257	5.054145
YIL102C	1.238005	1.524765
YIL103W	1.5953840000000001	2.19108
YIL105C	2.161165	2.7823849999999997
YIL107C	1.028937	-2.0311
YIL108W	1.48566	1.811005
YIL110W	-1.3244449999999999	-3.7078249999999997
YIL111W	0.3708725	1.2705
YIL112W	1.4508315	2.15322
YIL113W	-0.182531	-1.8896899999999999
YIL114C	-0.7020985	-1.1539785
YIL116W	0.5563188	1.694915
YIL117C	0.2524675	1.5849950000000002
YIL119C	-0.0008765000000000023	-0.711412
YIL120W	-0.708494	-2.33132
YIL121W	0.421388	0.158341
YIL123W	0.5067825	1.4933915
YIL124W	1.359295	6.037050000000001
YIL125W	0.001834249999999999	1.631315
YIL130W	0.247350636	-0.08670749999999999
