orf	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [5 gen] | YPD | Simoneau A~Wurtele H, 2016	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [20 gen] | YPD | Simoneau A~Wurtele H, 2016
YDL222C	-0.196075	-1.122872
YDL223C	0.915429	-0.5523355999999999
YDL224C	-0.40584600000000004	0.8005465
YDL225W	-0.42480545000000003	-4.576945
YDL226C	-3.25708	-3.16967
YDL227C	-0.5232893333333333	1.1453975
YDL229W	0.8174075	1.4063895000000002
YDL230W	0.08666499999999999	1.3142924999999999
YDL231C	-1.328742	-3.7073460000000003
YDL233W	0.38098	-1.5386255
YDL234C	0.45897730000000003	0.5224055000000001
YDL236W	0.197576	0.14924555
YDL237W	0.789193	-1.4797825
YDL238C	0.27346212000000003	-0.9635575
YDL239C	-0.564733	-1.381844
YDL240W	-0.360668	-0.70486
YDL241W	-0.01563350000000001	-0.2647405
YDL242W	-0.5601365	-0.7345269999999999
YDL243C	0.04707855	0.24906799999999998
YDR001C	0.7748060000000001	0.666546
YDR003W	0.6755035	-0.8997915000000001
YDR004W	0.10477750000000001	-2.36034
YDR005C	0.6358015	-0.4433569
YDR006C	-1.1654295000000001	-9.746095
YDR007W	0.0604831	-0.9338955
YDR008C	-0.1106711	0.366131
YDR009W	0.5982215	-1.335208
YDR010C	-0.0194675	-3.572895
YDR011W	-0.7962445	-4.20533
YDR014W	-0.34906735	-5.031115
YDR015C	0.4483065	-1.86885
YDR017C	-1.762325	
YDR018C	0.594665	0.45819879999999996
YDR019C	-0.352582	0.6131300000000001
YDR020C	1.23734	0.547706
YDR022C	0.8032642	-1.3283095
YDR024W	-0.9808465	
YDR025W	1.345032	
YDR026C	-1.1057435	-1.2321395
YDR028C	-1.5328650000000001	-1.4908215
YDR029W	-0.22430039999999998	-3.329225
YDR030C	0.18941300000000005	-2.15857
YDR031W	-0.26847150000000003	-3.331895
YDR032C	-2.2977355	-0.5353034999999999
YDR033W	-0.9642715000000001	0.582768
YDR034C	0.10525475	-1.273655
YDR035W	-0.0463166	-0.212532
YDR036C	-0.881842	-0.046640000000000015
YDR042C	-0.0586342	-0.05558350000000001
YDR043C	-0.7248395	0.0848565
YDR046C	-0.416572	-0.867691
YDR048C	-0.5729785000000001	
YDR049W	0.2319195	0.4800055
YDR051C	-0.34651542	0.01229119
YDR055W	0.7087035	-0.16649799999999998
YDR056C	1.0514815	0.70993
YDR057W	0.335031	-3.27011
YDR058C	0.6675272	1.0315625
YDR059C	-0.135354	0.3314925
YDR061W	-0.30813690000000005	-1.2633453499999998
YDR063W	0.0452435	0.847057
YDR065W	0.9229215000000001	
YDR066C	-0.3732975	1.2023955000000002
YDR067C	0.561149	2.60438
YDR068W	-0.4962229	2.30165
YDR069C	0.48828945	
YDR070C	-0.33192449999999996	2.08265
YDR071C	1.5324170000000001	3.4054149999999996
YDR072C	0.6247926	0.6055112
YDR073W	-0.7158565	1.59417
YDR074W	-0.16619499999999987	
YDR075W	-16.4529	-34.3226
YDR076W	-0.20601955	
YDR077W	0.7509174999999999	3.04537
YDR078C	-0.672548	0.1284135
YDR079W	-0.7087479999999999	1.580445
YDR080W	-0.5507	0.9620390000000001
YDR083W	1.587315	0.8780835
YDR084C	0.31268799999999997	1.31505
YDR085C	-0.061794550000000004	0.0600745
YDR089W	-0.5347875	2.80061
YDR090C	0.023922499999999985	1.8118750000000001
YDR093W	-0.26884824999999996	1.059801
YDR094W	-0.4946918	-0.12127500000000002
YDR095C	-0.5249045	1.702485
YDR096W	-0.24190249999999996	0.811212
YDR097C	-1.608395	-5.685385
YDR098C	-1.291145	-0.7032825
YDR099W	-0.397557	2.6601
YDR100W	-1.219359	1.9849455
YDR101C	-1.516403	-0.7086304999999999
YDR102C	-0.365593	-0.7345010000000001
YDR104C	-0.14133172	-3.5532
YDR105C	-0.44869425	-0.11631799999999998
YDR107C	-0.995464	2.594325
YDR108W	-1.2585629999999999	-2.357745
YDR109C	-0.13418450000000004	1.176196
YDR110W	1.0964450000000001	2.73224
YDR111C	-0.3283615	0.48571050000000004
YDR112W	-0.8094604999999999	0.2211515
YDR114C	-0.283956	
YDR115W	-0.287522	
YDR116C	-0.022461500000000002	6.981895
YDR117C	-0.913136	2.3893
YDR119W	0.05754735	0.675259
YDR120C	-11.185400000000001	-15.46585
YDR121W	-8.42614	-10.54374
YDR122W	-0.331326	1.839375
YDR123C	-0.412855	1.8939400000000002
YDR124W	-0.8460785000000001	2.3957
YDR125C	0.04786599999999999	0.753466
YDR126W	0.7881130000000001	-1.132574
YDR127W	0.032817149999999996	0.12771755
YDR128W	-1.08935	1.742193
YDR129C	-0.8139574999999999	
YDR130C	-0.6961335	3.9697050000000003
YDR131C	0.00635200000000001	0.88726
YDR132C	-0.203279	-0.6315900000000001
YDR133C	-0.195511	1.2769435
YDR135C	-0.8004100000000001	-1.241557
YDR136C	-1.4710299999999998	
YDR137W	-0.404159	-0.781372
YDR138W	1.0577325	
YDR139C	0.2294251	5.306150000000001
YDR140W	0.26343	
YDR142C	0.8046234999999999	1.622875
YDR143C	-0.8376129999999999	-0.40258099999999997
YDR144C	-0.12405055	0.3358378
YDR146C	-3.276985	-16.98105
YDR147W	0.672323	-0.07690849999999999
YDR148C	-1.3284699999999998	-0.35206550000000003
YDR149C	0.7625335	0.4206085
YDR150W	0.453211	
YDR151C	0.22250635000000002	-3.51393
YDR152W	0.3426285	1.3432115
YDR153C	0.17705900000000002	0.007685499999999998
YDR154C	0.470553	-1.2158525
YDR155C	0.8138574999999999	2.82792
YDR156W	1.2758525	-0.007834000000000008
YDR157W	-0.25186945	-0.693963
YDR158W	-0.5065086000000001	0.15749999999999997
YDR159W	2.189275	
YDR161W	1.1688435	
YDR162C	-1.9345400000000001	-2.3627700000000003
YDR163W	-1.666375	2.019555
YDR165W	-0.570045	-0.37802349999999996
YDR169C	0.19790300000000002	0.579366
YDR174W	-0.37225450000000004	
YDR175C	-0.5840175000000001	
YDR176W	-0.88937755	
YDR178W	0.030577500000000035	0.874172
YDR179C	-0.9626669999999999	1.4397335
YDR179W-A	0.2890667	-0.914632
YDR181C	0.27800250000000004	5.133979999999999
YDR183W	1.1418035	1.2105000000000001
YDR184C	0.7704580000000001	0.920133
YDR193W	0.665268	1.5082575
YDR194C	1.4216125000000002	
YDR195W	-1.505255	
YDR197W	-0.10098245	2.251
YDR198C	-0.446423	1.462351
YDR199W	-1.167186	0.23339750000000004
YDR200C	0.12301100000000004	1.85175
YDR202C	0.0415915	-0.8569745
YDR203W	-0.41920250000000003	-0.9692615
YDR204W	-0.402248	2.955045
YDR205W	-0.053193	-0.6748400499999999
YDR206W	-1.87127	-18.37685
YDR207C	0.5856365	1.568155
YDR209C	-1.0791895	-0.5596485
YDR210W	0.5218309999999999	0.6012445
YDR213W	0.215682	1.9303700000000001
YDR214W	-0.109093	2.878835
YDR215C	-0.069282	-0.323032
YDR216W	-0.07971365	1.048747
YDR217C	0.776947	-15.597
YDR218C	0.6623985	3.0560549999999997
YDR219C	0.19881	-0.11061549999999998
YDR220C	0.7002925	-0.076856
YDR221W	-0.016247499999999998	-2.9042385
YDR222W	-0.71366	1.44162
YDR223W	0.5229469999999999	-2.190695
YDR225W	-0.5945905	-1.55772
YDR226W	1.301932	
YDR229W	-0.5100125	-2.721414
YDR230W	-0.891758	2.1385899999999998
YDR231C	-0.03550950000000003	2.02187
YDR233C	-0.36073164999999996	0.542512
YDR234W	-0.4345385	0.673293
YDR237W	0.6529765	4.17384
YDR239C	0.9677445	-1.90911
YDR241W	2.08081	
YDR242W	-0.6320025	0.82621155
YDR244W	-0.5329545	-1.000822
YDR245W	0.741213	
YDR247W	-0.15210605	-0.34238250000000003
YDR248C	0.673102	-0.49236525
YDR249C	-0.2148215	-7.12901
YDR250C	0.10060740000000001	-0.8095969999999999
YDR251W	0.5733485	-0.5798205000000001
YDR252W	-0.5462929999999999	-0.509231
YDR253C	0.6088315	-0.14825700000000003
YDR254W	-1.91466	-4.080085
YDR255C	-0.502116	0.361877
YDR256C	-0.2545541	-3.117495
YDR257C	0.6214189999999999	1.597885
YDR258C	-0.3482465	-0.09574500000000002
YDR259C	-0.8644924999999999	-3.140385
YDR260C	-1.122285	-17.71125
YDR261C	-1.3942109999999999	-0.7980830000000001
YDR262W	0.4162825	0.61948105
YDR263C	-0.8401375	-0.1181595
YDR264C	0.5388	
YDR265W	-0.7137374999999999	-1.22638
YDR266C	-0.11225675	2.0991299999999997
YDR268W	-1.8146900000000001	
YDR269C	-0.202588	0.13725900000000002
YDR270W	0.24044749999999998	-1.493022
YDR271C	-0.7031325	-0.9639055000000001
YDR272W	0.10177610000000001	-0.379918
YDR273W	-0.73663	1.413755
YDR274C	-0.4277005	-0.87134
YDR275W	-0.1428725	-2.296738
YDR276C	-0.31586000000000003	0.5440965
YDR277C	-0.37172355	1.3582649999999998
YDR278C	-0.8430150000000001	0.957018
YDR279W	-0.7455700000000001	-2.4296295
YDR281C	-0.07406425	-0.13130450000000002
YDR282C	-0.0196065	1.6343100000000002
YDR283C	0.47893600000000003	0.48402900000000004
YDR284C	-1.3304500000000001	1.68984
YDR285W	0.121626	-0.352772
YDR286C	-0.3313255	0.8089895
YDR287W	-0.4902455	-2.9617649999999998
YDR289C	-1.395305	-3.69156
YDR290W	-1.5671249999999999	-9.789805000000001
YDR291W	0.0417435	-1.8557449999999998
YDR293C	-0.2848675	-7.35804
YDR294C	-0.095995	-0.12374649999999998
YDR295C	-1.6972399999999999	-6.75372
YDR296W	0.152769	
YDR297W	0.23818964999999998	-0.8438074
YDR298C	1.2918	
YDR300C	1.652705	
YDR304C	0.7832669999999999	1.4856505
YDR305C	0.5764825	-2.590698
YDR306C	-0.31275000000000003	-1.7753750000000001
YDR307W	0.1850275	0.86785
YDR309C	0.8324929999999999	0.23226205
YDR310C	0.40330900000000003	1.945405
YDR312W	0.0934845	-2.677935
YDR313C	0.5408967	1.44781
YDR314C	-0.17353745	-1.4424484999999998
YDR315C	-1.181996	1.549609
YDR316W	-0.022459499999999966	-1.189492
YDR317W	-1.692057	0.3944500000000001
YDR318W	-1.314858	-6.00903
YDR319C	0.5603899999999999	0.1596545
YDR320C	0.4248615	
YDR321W	-0.37279700000000005	0.4313199999999999
YDR322W	1.305543	
YDR323C	1.343515	0.434571855
YDR326C	-0.02304049999999999	0.5983555
YDR329C	-1.373335	-2.981925
YDR330W	-0.3498026	0.21355715
YDR332W	0.867124	
YDR333C	0.5940015000000001	0.7712209999999999
YDR334W	-0.14930349999999998	-2.634335
YDR335W	1.15927	3.05078
YDR336W	0.11277714999999999	0.008285500000000001
YDR337W	0.7991159999999999	3.0800400000000003
YDR338C	-0.586156	0.927017
YDR340W	0.272423	5.277065
YDR344C	-0.033526	-0.748804
YDR345C	0.15982595	2.59115
YDR346C	0.3132665	-0.16170650000000003
YDR347W	0.907775	
YDR348C	1.0857845	1.99918
YDR349C	0.357491957	2.795165
YDR350C	0.41155460000000005	
YDR351W	0.2650255	-0.15127000000000002
YDR352W	-0.2509404	1.100459
YDR354W	0.1942645	0.23604799999999998
YDR357C	-0.277744	-0.6828114999999999
YDR358W	0.2557445	1.64875
YDR360W	-0.7919475	-1.211995
YDR363W-A	2.420905	5.809465
YDR368W	-0.7574084999999999	0.13540000000000002
YDR370C	0.6326975	0.6820005
YDR371W	-0.34877009999999997	-0.788214
YDR372C	-0.209926	-0.08898500000000009
YDR374C	0.963492	0.8497825
YDR375C	0.3866385	2.479455
YDR377W	1.152815	
YDR378C	1.370855	
YDR379W	-1.3251175	-0.3830495
YDR380W	-1.2958935	0.7618595
YDR382W	-0.0416175	
YDR383C	-0.29231700000000005	-0.0382875
YDR384C	-1.5326369999999998	-2.030072
YDR385W	2.59474	2.810645
YDR386W	-1.2596955	-8.996535
YDR387C	-1.0169745	0.12271250000000006
YDR388W	-1.090262	
YDR389W	0.14274345	-6.225885
YDR391C	-0.636605	-8.557895
YDR392W	-0.9957425	-0.869152
YDR393W	-0.1426469	2.53727
YDR395W	0.5929265	0.8237296000000001
YDR399W	1.21183	3.62077
YDR400W	-0.032505000000000006	-0.6159714999999999
YDR401W	0.04613715	0.139941
YDR402C	-0.01146295	-2.55998
YDR403W	0.172184	1.0188415
YDR405W	0.2865805	
YDR406W	0.6963415000000001	-0.18246465
YDR408C	0.3970535	1.09802
YDR409W	0.595632	-0.85309
YDR411C	-1.255361	-0.04958199999999996
YDR414C	0.860708	0.6922615
YDR415C	0.045151675	0.025472999999999996
YDR417C	0.3118445	0.38920350000000004
YDR419W	-0.550878	0.3500715
YDR420W	-0.3035665	-0.19836049999999997
YDR421W	-0.6635925	0.8569245000000001
YDR422C	0.7864835000000001	0.218274
YDR423C	0.37854750000000004	4.31138
YDR424C	0.350706	-0.0402085
YDR425W	-0.582232	0.15009985
YDR426C	0.796033	3.10575
YDR428C	-0.64986355	2.013375
YDR430C	0.56125415	-0.636487
YDR431W	-0.5305455	-2.79391
YDR432W	-2.5786	
YDR435C	-2.4426449999999997	-16.90595
YDR436W	-1.1955745	-0.71765805
YDR438W	-0.5851605	-2.589885
YDR439W	1.568905	0.6928432
YDR440W	0.735257	-0.348044
YDR441C	0.5016565	-1.0290105
YDR442W	-3.0114349999999996	-7.35186
YDR443C	-0.47291300000000003	-0.248245
YDR444W	-2.133935	-1.2352475
YDR445C	-0.21268350000000003	1.6837750000000002
YDR446W	0.26307195	-2.212925
YDR447C	-0.475576	0.055320499999999995
YDR448W	-3.0954699999999997	
YDR450W	-0.374556	
YDR451C	-1.293975	-9.116119999999999
YDR452W	-2.1368695	0.8368605
YDR453C	-0.277199	-2.031325
YDR455C	-0.1289495	-6.11391
YDR456W	-0.04358045	-19.869149999999998
YDR457W	-3.4322600000000003	-15.143699999999999
YDR458C	-0.34526637000000004	1.8919350000000001
YDR459C	-0.2977185	-3.84032
YDR461W	0.38082499999999997	-1.159161
YDR462W	1.2819150000000001	5.507715
YDR463W	0.643982	
YDR465C	-0.8125	0.5591235
YDR466W	-0.3618315000000001	-1.1395359999999999
YDR467C	0.29852199999999995	-0.76610315
YDR469W	-0.41418750000000004	-2.232575
YDR471W	0.728379	0.499381
YDR475C	-0.169006225	-7.444925
YDR476C	0.097085	0.46378450000000004
YDR479C	0.1061677	1.46863
YDR480W	0.0709685	-1.118919
YDR481C	-0.026438500000000004	-1.3031000000000001
YDR482C	0.3886725	0.8969825
YDR483W	-1.177762	0.730054
YDR484W	-0.71700265	-3.515425
YDR485C	0.8106024999999999	-2.29908
YDR486C	-0.063833	1.059275
YDR488C	-1.3292389999999998	-0.21916470000000002
YDR490C	-0.41972679999999996	-3.360579
YDR491C	0.01589850000000001	-0.4625725
YDR492W	-0.3150935	0.6853779999999999
YDR493W	0.1935829	1.286791
YDR494W	0.6675608500000001	-2.77459
YDR495C	0.6926675	
YDR496C	-1.780145	-5.059785
YDR497C	-0.97741	1.1715555
YDR500C	-0.53846275	0.30923599999999996
YDR501W	-1.2602760000000002	0.26846565499999997
YDR502C	-0.948815	2.510325
YDR503C	-1.11716	0.08219649999999999
YDR504C	-0.493657	0.07502500000000001
YDR505C	-0.6049515	0.6897865000000001
YDR506C	-0.9929530000000001	-0.74955375
YDR507C	-0.1782731	
YDR508C	-0.6313975000000001	0.9697395000000001
YDR509W	0.7857959999999999	
YDR511W	-0.03452050000000001	-0.6940811
YDR512C	-0.4016307	0.5510831750000001
YDR513W	0.17575469999999999	1.1140165
YDR514C	-0.5582860000000001	0.7009815
YDR515W	-0.5936655	-2.0698535000000002
YDR516C	0.25466225	-0.7242705
YDR517W	-1.25347	0.263977
YDR518W	-0.23004465	4.54954
YDR519W	0.2559855	
YDR520C	-0.5035245	0.352342
YDR521W	-0.20531549999999998	-1.85645215
YDR522C	0.628681	0.4893664
YDR523C	-0.5244595	0.399563
YDR524C	-1.189025	-1.2409400000000002
YDR525W	0.8828325	1.2310405
YDR525W-A	-0.24477025	1.7607650000000001
YDR528W	-1.163325	-3.33705
YDR529C	0.49945599999999996	
YDR530C	-0.3215305	-3.1015949999999997
YDR532C	0.9123895	
YDR533C	-0.09166756000000001	2.355515
YDR534C	-0.9841735	-6.57488
YDR535C	-0.421431	-1.080248
YDR536W	0.2674871	0.23157799999999998
YDR537C	-2.051065	-1.0256904999999998
YDR538W	-0.4230215	1.39988
YDR539W	-0.42258850000000003	0.08513075
YDR540C	-2.76947	-8.01199
YDR541C	-0.7524635	-0.11101299999999997
YEL001C	0.1638625	-0.041409999999999975
YEL003W	1.1940745	1.204641
YEL004W	0.097856	0.22286000000000006
YEL005C	0.594982	0.47563349999999993
YEL006W	0.2209415	-1.479241
YEL007W	0.1868065	-2.29712
YEL008W	0.6894285	0.422856
YEL009C	0.1525645	0.1682004
YEL010W	0.74465	0.5012099999999999
YEL011W	0.730996	-1.119671
YEL012W	0.868623	-0.410535
YEL013W	0.43838950000000004	-1.7370545
YEL014C	-0.0023799999999999932	2.74357
YEL015W	0.793238	-0.06351649999999998
YEL016C	-0.21230349999999998	2.047825
YEL017C-A	0.448144	-0.21816199999999997
YEL017W	0.10538165	-1.316005
YEL018W	-0.59798625	-1.6177385
YEL020C	0.24755149999999992	0.11706949999999999
YEL023C	0.6235735	0.5317255000000001
YEL024W	0.5910737505	-0.7310550000000001
YEL025C	0.08530150000000003	0.9798965
YEL027W	-0.8059435	
YEL028W	0.6785965	0.9796605
YEL029C	0.7523799999999999	
YEL030W	-0.1841494	0.3110025
YEL031W	0.803377	0.22037600000000002
YEL033W	-0.6606205	
YEL036C	0.6376455000000001	
YEL037C	0.8648305000000001	-0.6466601
YEL038W	1.0712815	2.771035
YEL039C	0.42411600000000005	-1.976235
YEL040W	-0.770695	-0.3326113
YEL041W	-0.643605	1.064434
YEL042W	2.08719	1.9391500000000002
YEL043W	0.242164	-2.616965
YEL044W	0.9880765	
YEL045C	-0.28802609	0.18813050000000003
YEL046C	0.3510745	
YEL047C	0.20181550000000004	-1.71279
YEL048C	0.810044	-0.9947229999999999
YEL049W	0.2218235	2.28416
YEL050C	0.36816735	3.02412
YEL051W	-0.7150595000000001	
YEL052W	0.876809	1.65498775
YEL053C	-3.5759	-22.60135
YEL054C	1.571	1.3952045000000002
YEL056W	-1.62381	-20.64395
YEL057C	-0.6108395	2.321605
YEL059W	0.5947295	1.044894
YEL060C	-0.9457735	1.6111105000000001
YEL061C	0.435628	0.4689185
YEL062W	-0.35623950000000004	1.1680195
YEL063C	0.2810069	-1.98462
YEL064C	-0.6997924499999999	2.831775
YEL065W	-0.2503535	-0.6966764999999999
YEL066W	-0.985819	-1.90455
YEL067C	-0.582031	-2.337895
YEL068C	-0.027206499999999995	-0.0423701
YEL071W	-0.06802049999999998	-1.639256
YEL072W	-0.328154	0.2611445
YER001W	0.13338250000000001	1.793155
YER002W	-0.550457	-4.56733
YER004W	-0.296096	2.649145
YER005W	0.30922915	1.548945
YER007C-A	1.30248	2.80694
YER007W	0.6872769999999999	3.061295
YER010C	0.5405215	5.77497
YER011W	0.7557560000000001	1.078125
YER014C-A	1.15283	
YER014W	-0.059355500000000005	
YER016W	-1.768125	-2.530895
YER017C	0.5047142	
YER019C-A	-0.4586875	-0.289595
YER019W	0.6303455	0.353383
YER020W	-1.130405	0.16288949999999996
YER024W	0.08942475	-1.23313
YER027C	-0.11174755	-0.7965599999999999
YER028C	0.7685225	
YER030W	0.018817	2.020774
YER031C	-0.314775	-1.3060625
YER032W	0.22006300000000006	-0.2805755
YER033C	0.5572315	0.1966815
YER034W	-0.498772	-0.9451140499999999
YER037W	-0.02712755	0.9916149999999999
YER038W-A	-0.45619200000000004	0.42417600000000005
YER039C	-0.030906500000000003	-0.5110055
YER039C-A	-0.75809	2.06246
YER040W	1.5654050000000002	1.5958700000000001
YER041W	-0.5031840000000001	0.1216855
YER042W	-0.37041995	-0.08634230000000001
YER044C	-0.07354050000000001	
YER044C-A	0.309133	1.6167340000000001
YER045C	-0.34043281999999997	-2.27045
YER046W	0.180108	-0.5691459999999999
YER046W-A	-0.29442	0.47182949999999996
YER047C	0.8744415	2.5418149999999997
YER048C	0.213083	-1.925475
YER049W	-0.8561215	1.6133505
YER050C	0.5947165	
YER051W	0.811944	0.08717750000000002
YER052C	-0.448901	-4.185435
YER053C	0.1095227	-0.55098
YER055C	-0.03485350000000001	-4.01825
YER056C	0.8703405000000001	2.68422
YER056C-A	0.08558285	-0.8205495
YER057C	0.310068	-0.056043300000000004
YER058W	1.2324315	1.0751838
YER059W	-0.8199460000000001	-8.744064999999999
YER060W	0.3911635	-0.0308745
YER060W-A	-0.5794220000000001	2.07093
YER061C	-1.188475	
YER062C	0.439704	-1.6557899999999999
YER063W	-0.9630579	3.38352
YER064C	0.323567	0.321465
YER065C	-0.10067050000000001	-0.507439
YER066C-A	0.7945805	-0.502602
YER066W	0.21467750000000002	-1.36419
YER067C-A	0.14815655	0.6448119999999999
YER067W	0.05929699999999999	1.1086285
YER068C-A	-0.4861625	-0.08206999999999998
YER068W	1.62322	
YER069W	-0.8119325	1.8265700000000002
YER071C	-0.310993	2.283935
YER072W	-0.42826450000000005	-0.08753345
YER073W	-1.499215	2.03106
YER074W	-0.556136	1.62452
YER075C	-0.474017	2.05571
YER077C	0.5535065	
YER078C	-0.5159115000000001	2.25393
YER079W	0.248431	-0.736175
YER080W	0.33878850000000005	-0.07780580000000001
YER081W	0.9236335	-0.0200499999999999
YER083C	-0.4549625	-3.080075
YER084W	1.146225	0.4947495
YER085C	-0.07789545	-0.09086019999999999
YER086W	0.2531421	-0.6662075000000001
YER087C-B	0.9814959999999999	0.9216005
YER087W	0.834461	0.9748515
YER088C	0.010282000000000013	-0.14360750000000005
YER089C	-2.73481	-40.888099999999994
YER090W	-0.1696703	-0.28212339999999997
YER091C	0.17906049999999998	-1.3586555
YER091C-A	-0.3718342	0.8785505
YER092W	0.05651050000000002	0.04730400000000001
YER093C-A	0.16228749999999997	1.210559
YER095W	0.3918235	-1.2224140000000001
YER096W	1.09055	0.240645
YER097W	0.9169609999999999	0.54005325
YER098W	0.7626095	-0.5229135
YER101C	-0.212559	-0.435618
YER103W	0.703122	-0.6662585000000001
YER106W	0.7887965	-0.5632064999999999
YER107C	1.0311759999999999	
YER110C	2.1746749999999997	
YER111C	-0.48850699999999997	-3.2411149999999997
YER113C	-1.0315505	0.12485245
YER114C	0.95231	0.8291009999999999
YER115C	0.36811869999999997	-0.086144
YER116C	1.2401765	
YER117W	-1.184782	-1.5147115000000002
YER118C	-0.5402255	-0.87695135
YER119C	0.001712445	0.05436350000000001
YER119C-A	-1.271335	-5.108635
YER120W	-0.8391029999999999	-16.1237
YER121W	-0.38077249999999996	0.04070499999999999
YER122C	0.6908525000000001	
YER123W	-0.3222395	1.5413000000000001
YER124C	0.598741	-0.4359815
YER128W	0.5467875	0.9848785
YER129W	0.5900785	0.5639025
YER130C	0.629197	0.1993395
YER131W	0.2604625	0.06441000000000002
YER132C	0.21211850000000002	-0.250699
YER134C	0.650666	-0.20501499999999998
YER135C	0.379212	1.684305
YER137C	1.423705	1.7496800000000001
YER139C	0.07532499999999998	-1.0443935
YER140W	0.825153	0.46294799999999997
YER141W	-0.36495774999999997	1.0324745
YER142C	0.7374502500000001	0.41124399999999994
YER143W	1.0155485	1.8320949999999998
YER144C	-0.6204045	1.584845
YER145C	0.642515	0.977657
YER149C	0.3597648	2.74991
YER150W	0.58147635	1.050795
YER151C	-12.816500000000001	-5.59039
YER152C	-0.2350528	-1.11824
YER153C	0.4663506	3.74858
YER154W	1.1762675	
YER155C	1.64182	
YER156C	1.7305000000000001	2.8517799999999998
YER158C	-0.37167300000000003	-3.21436
YER161C	-0.4314605	-1.631815
YER162C	-0.8906241500000001	-0.1242105
YER163C	0.241761	0.2870511
YER164W	-0.355248	0.019259499999999985
YER166W	0.28039499999999995	-0.3110015
YER167W	0.14223985	-2.54006
YER169W	0.8617715	-0.476464
YER170W	0.101695965	-1.63396
YER173W	0.97346	0.596848
YER174C	-0.3300775	0.8223345000000001
YER175C	-0.0628834	-0.5510025000000001
YER176W	-0.33151559999999997	-0.3203255
YER177W	0.2897465	0.9461599999999999
YER178W	-0.033258500000000024	0.6418545
YER179W	-0.9004725	-0.37182000000000004
YER180C	-0.1325605	0.1124049
YER181C	-0.6901355	1.63837
YER182W	-1.0232565	0.11656249999999999
YER183C	-0.3405815	-0.3555139
YER184C	-0.33303755	0.567938
YER185W	-0.16014699999999998	1.0377844999999999
YER186C	-0.565883	0.1784325
YER187W	-0.39764715	-3.46516805
YER188W	-0.3536475	2.4524600000000003
YFL001W	-0.964178	
YFL003C	-0.5514939999999999	2.414675
YFL004W	-0.5913284999999999	-2.53626
YFL007W	0.258096275	0.86283865
YFL010C	0.3257835	0.11512975
YFL010W-A	-0.23591489999999998	0.997808
YFL011W	0.6660495	0.716911
YFL012W	0.41312499999999996	0.7582495
YFL012W-A	-0.46644800000000003	-0.7283545
YFL013C	0.07065925	0.07605499999999998
YFL014W	-0.3736359	1.070346
YFL015C	0.1391375	1.2843660000000001
YFL016C	-0.522755	
YFL018C	-0.343118	2.34662
YFL019C	0.4970665	1.2187595
YFL020C	-0.22406310000000002	1.55232
YFL021W	-0.005980999999999986	-0.9492155
YFL023W	0.667335	0.314873
YFL025C	-0.31607255	-2.7370815000000004
YFL027C	-0.7126779999999999	1.7409
YFL028C	-0.547365	0.2860625
YFL030W	-1.451	-2.34834
YFL031W	-0.21550950000000002	0.012255000000000016
YFL032W	-0.33702350000000003	1.2540635
YFL033C	-0.09947855	3.3673450000000003
YFL034C-A	-0.5737715250000001	1.25244825
YFL034W	0.1112883	-0.2745375
YFL036W	-1.79932	
YFL040W	0.1949325	0.4382125
YFL041W	-0.914568	1.0201295
YFL042C	-0.75680975	0.7458542499999999
YFL044C	-0.09530599999999999	-0.7150150000000001
YFL046W	-0.515402	-1.49669
YFL047W	-1.326895	-0.425445
YFL048C	-1.12744	0.3770545
YFL049W	-0.29188749999999997	-0.818218
YFL050C	-0.217288	1.587035
YFL051C	0.2276315	0.7230665000000001
YFL052W	-0.45429185	0.7930855
YFL053W	0.260243	-0.022583500000000034
YFL054C	-1.6164934999999998	0.7294315
YFL055W	0.20777299999999999	1.807045
YFL063W	-0.693568	-1.45663
YFR001W	0.405412	
YFR006W	-0.1749955	-1.234221
YFR007W	-0.436726	0.869947
YFR008W	0.9171549999999999	0.4437585
YFR009W	0.4855925	0.493197
YFR010W	-0.2059235	0.577513
YFR011C	-0.176408	1.26289
YFR012W	0.268896695	0.6032751
YFR013W	0.3412595	0.7588625
YFR014C	-0.07652555	0.6844955
YFR015C	-0.56525885	-0.4230475
YFR016C	0.2145395	2.8623000000000003
YFR017C	-1.83314	1.082111
YFR018C	0.539196	0.2202805
YFR019W	-2.77774	
YFR020W	-0.308473	0.9650055
YFR021W	-0.4482635	1.3223799999999999
YFR022W	-0.2501514	-0.3606449999999999
YFR023W	-0.8987815	-2.84592
YFR024C-A	-0.56000675	0.6920650749999999
YFR025C	-0.23766634999999997	-0.42123273
YFR026C	-0.72019	-0.1323535
YFR030W	-0.6730244	-0.06182999999999994
YFR031C-A	1.12344	2.536555
YFR032C	-0.769349	0.970909
YFR032C-A	-3.5786949999999997	-2.778658
YFR033C	0.0022734999999999977	1.632316
YFR034C	0.089387	1.5499365
YFR035C	-0.2417975	1.9579149999999998
YFR036W	-2.690255	-1.79668
YFR038W	-0.6555345	-2.130255
YFR039C	-0.9241155	1.71783
YFR040W	-0.6469	-0.15756150000000002
YFR041C	-0.4781995	0.14573000000000003
YFR043C	-0.6519185000000001	0.7676606499999999
YFR044C	-1.63301	-7.804435
YFR045W	-1.0857005	-0.07054500000000008
YFR046C	0.050827899999999995	-2.1437105
YFR047C	-0.3679265	1.99564
