orf	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [5 gen] | YPD | Simoneau A~Wurtele H, 2016	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [20 gen] | YPD | Simoneau A~Wurtele H, 2016
YAL002W	0.5270782678461414	-0.1946695054865793
YAL004W	0.9429357765828512	-0.35140433924493997
YAL005C	-0.4074884593609116	0.17291754789944166
YAL007C	0.4294950041763012	0.22767095028278708
YAL008W	-0.19357525037970372	-0.11497315150722533
YAL009W	0.9445862949461663	0.10066885142230965
YAL011W	1.1912618230842043	-0.7545181098281637
YAL012W	-0.8054822710209245	-0.46147400802474964
YAL013W	-1.243955644174843	
YAL014C	0.9339348927621822	0.06892979279704887
YAL015C	0.9722388914631575	0.5728396661092023
YAL017W	0.38249713517405115	-0.7959535624129388
YAL018C	0.2495538673450557	-0.3555378243059838
YAL019W	-0.3655421600198967	-2.5072830308144627
YAL020C	2.122842608637665	0.16945317544297014
YAL021C	0.7685525251625822	0.15984009789519196
YAL022C	0.23042025459809737	-0.27900346067466963
YAL023C	1.8925012259604135	
YAL024C	-0.29932729716166084	-1.9648182863064314
YAL026C	0.3926640717348133	-0.7263862024064578
YAL027W	0.25983026833613104	-0.3182728017913847
YAL028W	-0.6570681729061514	-0.5045374148952771
YAL029C	1.0604047933626215	0.14134662017974559
YAL030W	0.25057855703568993	0.13862956021305284
YAL031C	0.42566289392448003	0.22946058219739984
YAL034C	-0.8191550625197231	0.07504150678438955
YAL036C	-0.4842935354969681	-0.367698909018218
YAL037W	-0.7507795599490957	-0.2140105519548896
YAL040C	0.1962387034465319	-0.20783432824792236
YAL042C-A	1.4916732690247818	0.0017635126729161619
YAL042W	0.4231289634009036	-0.11641833977774421
YAL044C	0.016163583862964858	
YAL045C	-0.1409245697808151	-0.16152901411159673
YAL046C	0.5659667895011712	0.16338133348669548
YAL047C	-0.5083312402410405	
YAL048C	0.6564417067275531	-0.04423290845973143
YAL049C	0.15385972028897857	-0.056098410051490334
YAL051W	-0.3290956358707976	-0.3053155440657532
YAL053W	0.4506340394942303	-0.059231245417276646
YAL054C	-1.3860097733693375	0.05948173475356721
YAL055W	0.8406596530587667	0.13155538610009423
YAL056C-A	0.4374491343821009	0.298642013209545
YAL056W	0.13498848009842704	0.33352427853815264
YAL058W	0.24417172365618348	1.1604148890480437
YAL059W	-0.959584243557671	-0.6711137721967495
YAL060W	-0.743672923887361	0.6141058354175728
YAL061W	-0.12717310072272897	1.1363107481865145
YAL062W	-0.6603286735859312	-0.05070231835582669
YAL064C-A	1.0029060357680681	0.16527813588943382
YAL065C	0.12202780603026706	-0.33619147693180923
YAL066W	-0.2597353810227831	-0.2829683077869791
YAL067C	-0.46771608823599353	0.03829182450946514
YAL068C	0.10363863692852417	0.1278744831627755
YAR002C-A	-0.14853705123731717	0.09725368520070862
YAR002W	0.5200293571675796	
YAR003W	0.3843674375888543	-0.36016689797050366
YAR014C	1.1161974451878418	0.1798302748577079
YAR015W	-0.5817262855751278	-0.2580694919941448
YAR018C	1.5095138331886662	0.27874402591423375
YAR020C	0.09811239357943512	-0.31444865915864645
YAR023C	0.36044988716086773	-0.2536658220659406
YAR027W	-1.0676260638721546	-0.21330507052660505
YAR028W	0.6564266981279281	-0.27184608538705873
YAR029W	1.0056730058014909	0.19898602009493657
YAR030C	0.2060977712970385	-0.3707350604705233
YAR031W	0.3791554768814845	0.0652100549624201
YAR035W	0.4517329597516707	-0.13971028967119925
YAR042W	1.0077464160459766	-0.11932940137536105
YAR047C	0.8674784384854819	-0.2729484433326599
YAR050W	-0.7731197108324529	-0.5858246168193336
YBL001C	-0.09357692771608016	0.021460526493720936
YBL002W	0.3233063824593843	1.247920168787978
YBL003C	0.13568990764329286	0.07733345714818432
YBL005W	-0.5210389488522738	0.1294026421337787
YBL006C	-0.34716500634976244	-1.2482971453741
YBL007C	-0.4252178059532162	-0.4126840095016292
YBL008W	-0.3455319766395716	-0.5666638011504087
YBL009W	-0.09121501883435906	-0.03056014367950688
YBL010C	-0.5802929856907154	0.022894732670134036
YBL011W	-0.0954523612760542	-0.5091176280361785
YBL012C	-0.4876621323016821	-0.23655991407901014
YBL013W	-0.3930048186464772	-0.13557131932495675
YBL015W	-0.3870688105959464	0.4063241539880852
YBL017C	-0.24690499528242155	0.2593012251007462
YBL019W	0.22008484543755633	0.5036775949271702
YBL021C	-0.5135778361783141	0.33346228098695735
YBL022C	-0.8701992670846804	-0.9696481143934602
YBL024W	-0.8240578717305445	-0.6931125315334895
YBL027W	-1.9594879374437575	-4.246874394068453
YBL028C	-1.1539793887399887	-0.4595013796207354
YBL029W	-0.5167732568335093	-0.11447486635598349
YBL031W	-0.709647017472647	-2.5757407729390502
YBL032W	0.2707811583599248	-0.09628215742979271
YBL036C	-0.7939893610289084	0.6855147992635533
YBL037W	-0.2974751119652654	-0.11741341199813576
YBL038W	-0.007355516038681887	-0.14095173877719558
YBL039C	-0.5326567167101158	-1.4318179635078105
YBL042C	0.25387424881943366	-0.22390492322472635
YBL043W	-0.7642607886948464	0.13371469858019813
YBL044W	-0.18377117557756656	0.3884451204045587
YBL045C	0.45297170371501877	-0.372233488273853
YBL046W	-2.9701054624467407	-6.7448110455239
YBL047C	-0.7701158529303057	-3.6903714679868123
YBL048W	-0.6190297109677719	0.40027305470693164
YBL049W	-0.09883301627191991	-0.2022945128610865
YBL051C	-1.9461341321364183	-3.950265663545481
YBL052C	-0.789105793612478	-0.14669089127194498
YBL053W	-0.402681816362502	-0.1182511855988592
YBL054W	-1.1245864788191915	-2.5528696688763852
YBL055C	-0.38091207778397956	-0.28545201265855985
YBL056W	-0.22660041244791448	-0.04285467293502001
YBL057C	-1.0369208635738927	-0.8051333485248546
YBL058W	1.4417728822375102	
YBL059W	-0.3822653745632687	0.0134404863952413
YBL060W	-0.12421371274539644	0.10701772332853461
YBL061C	-0.45997404536392567	-1.5243660180438467
YBL062W	0.0066952954767675165	-0.284915353558344
YBL063W	-0.6722730388339027	0.11280124210062636
YBL064C	-0.2994635316315215	-0.28798008380748286
YBL065W	-0.6826614698278767	-0.635290019891813
YBL066C	-0.33148687779907915	0.025165053033260876
YBL067C	-0.6223782107872331	-0.0020296311842243992
YBL068W	-0.6954773600831303	0.19236691722671756
YBL069W	-0.6848071437001862	0.10234197864499235
YBL070C	-0.9236179090774846	0.2070677120333594
YBL071C	1.810484146357444	0.8219912302226657
YBL072C	0.0042693071437701615	0.4666519198360515
YBL075C	-1.151724678032797	0.8969806102687119
YBL078C	0.2695339907665878	0.026335861806761545
YBL079W	0.2235038985031178	-0.16778213552472118
YBL080C	-0.7635549569170422	0.4867077819364509
YBL081W	0.14897931707873693	-0.4259222152380672
YBL082C	0.08125470027304176	-0.19532854637000946
YBL083C	0.1943855048489652	0.25642663604021726
YBL085W	-0.7920232772375815	-0.08683790221008329
YBL086C	-0.5350850311622573	0.31586534778507747
YBL087C	0.27258116408588623	0.28030779314419485
YBL088C	-0.39541776959478603	-0.7204041301386238
YBL089W	-1.3202669758668266	-6.188354214275862
YBL090W	-0.8642727944122591	0.02441509009055002
YBL091C	-0.1390564053431665	-0.5505100971886197
YBL091C-A	0.3598196114957055	-0.09868888392925744
YBL093C	-0.4476062751202663	
YBL094C	-0.34718249500288667	0.8137448644911984
YBL095W	-1.7324646953103726	-0.3629000911289573
YBL096C	0.3898137205923631	-0.20475655316087404
YBL098W	-0.2862702430833736	-0.48197168910522786
YBL099W	-0.7407493684071388	
YBL101C	-1.7774892113989698	0.14653828128838264
YBL102W	-0.23464433769420537	-0.49926877541452414
YBL103C	-0.4708828599973178	-0.6057167270233605
YBL104C	0.3298532961020571	-0.2715688249629404
YBL106C	0.389828258837014	0.10940520523497034
YBL107C	-0.7030701721498105	0.1396424941814653
YBR001C	-0.5087126553654129	-0.18740507494792688
YBR003W	0.7469409968934968	0.4484928601383904
YBR005W	-0.6383813973844946	-0.0020738822244826855
YBR006W	0.5671597807534119	-0.20918937807133176
YBR007C	0.23981751938322043	-0.2835046211759429
YBR008C	0.6198737454760753	0.040074657436121534
YBR009C	-0.8963505760437441	-0.7613467137151055
YBR010W	-0.7292972082596885	-7.229025748808591
YBR012C	-0.5649384613621453	0.07648600363240442
YBR013C	1.0637532931820828	-0.37239505066562933
YBR014C	-0.24582612925069092	0.04548619090104195
YBR015C	1.017701265273007	0.185331693248153
YBR016W	-0.38929123784810443	0.08134589717618827
YBR017C	1.4818556779310736	
YBR018C	-0.30244532304386124	-0.07967619400811377
YBR019C	0.18317053188704097	-0.19267751725245208
YBR020W	0.5812146287697292	0.11589627394100456
YBR021W	-0.8046441839763397	-1.2855913228709528
YBR022W	-0.3842069998959477	-0.043822088255250156
YBR023C	-0.3803763007090486	-1.4913552029594959
YBR024W	0.06396402383330829	-0.04877232767289468
YBR025C	-0.11692556242324009	0.6994054773696332
YBR026C	-0.1201170064409278	
YBR027C	-0.42159025735554273	-0.08889626700459796
YBR028C	-0.7064250859007353	-1.0697453503027274
YBR030W	-0.18612782075953316	-0.6901083007534538
YBR031W	1.2835155373031744	0.08266225038678851
YBR032W	-0.07375958987509576	-0.3579426493935624
YBR033W	-0.8691794947415017	0.4500600844808717
YBR034C	-0.4915981482432145	0.4958426255856042
YBR035C	-0.13383204436830032	-0.26683868837574726
YBR036C	-0.05418110684181801	0.2405072090702123
YBR037C	0.6021862604764567	0.36291088733051546
YBR039W	0.9741758987651826	
YBR040W	0.019658723259502565	-0.17185722995529915
YBR041W	0.2921744419210735	0.3079935025766295
YBR042C	-0.5561659135015826	-0.5225659109767595
YBR043C	0.1777055629632014	0.08650114336627941
YBR044C	0.08274033783819768	-0.39149559733961914
YBR045C	-0.46143642173764005	-0.171391614517373
YBR046C	-1.6652637973884568	0.1597938878245056
YBR047W	-0.7378234183925034	0.026965978182106227
YBR048W	-0.12082638726080853	-0.6479779685521226
YBR050C	-0.3827584348546517	-0.23196886865221225
YBR051W	-1.225490448605484	0.0067970685022970025
YBR052C	-0.317298705527404	-0.27668627338947754
YBR053C	-0.2737542682633607	-0.08771036217309253
YBR054W	-1.0285100614478804	0.17700569869163757
YBR056W	-0.01575403762391838	-0.4088806095440121
YBR057C	-0.4208105798468203	-0.5907359061025841
YBR058C	0.770324480628276	0.1690855691449911
YBR059C	-0.01674658069005676	0.297928695659548
YBR061C	0.44479351350342194	0.47740584451548873
YBR062C	0.0736133133654101	0.16618044225720052
YBR063C	-0.4564475375665763	0.4263339212548821
YBR064W	-0.4801347423359313	0.2676236473076575
YBR065C	-0.6109195084296899	-0.03737664767262813
YBR066C	-0.27804031382463656	0.5402446264239452
YBR067C	-0.1428899993511329	0.061927296150341975
YBR068C	0.021010523454783457	1.36200142484137
YBR069C	0.4268841064751608	0.19339137490353064
YBR071W	0.22428413188590043	0.8378870335904496
YBR072W	0.13875405650119849	-0.298808451643188
YBR073W	-1.1056927471089741	-2.0734407616904607
YBR074W	-0.24366121358399034	0.3017899062209747
YBR076W	-0.7303366499926891	0.26169008985219
YBR077C	-0.5852560858572952	-0.599838483368216
YBR078W	0.13360734685658568	-0.48311299718522294
YBR081C	-1.5605884359015325	
YBR082C	1.6853355156385186	0.10375570719157759
YBR083W	0.11659990963028742	0.29773624972925794
YBR084C-A	-0.5216110715388321	-0.8895410554467087
YBR084W	-0.30167359881015365	-0.2921689518110999
YBR085W	-1.5673572715728479	-0.012299514016002985
YBR086C	-0.6848618759153429	-0.28380078048183827
YBR089C-A	-1.0426108759730204	-0.6605868645728039
YBR090C	-0.8470744785856024	0.15748476713519394
YBR092C	-0.06040086722030106	0.03518906602260434
YBR093C	-0.18289092334753965	-0.3098962181549906
YBR094W	-0.6354220094071621	0.0023153830682207787
YBR095C	0.7633645097993434	0.14086285490108855
YBR097W	0.8767455004618928	
YBR098W	-1.576146495655216	-2.851552090726044
YBR099C	-1.4470019856344307	-3.1136559573705265
YBR101C	-1.1197161668611195	-0.752209565324272
YBR103W	0.04224277457665117	-0.04686423203592379
YBR104W	-0.3913590893519883	0.22659348354733125
YBR105C	0.13523836686825125	-0.4893900879118207
YBR106W	1.0762429281235517	
YBR107C	-1.8525035606299158	-3.372973967509165
YBR108W	-0.6781071508932475	-0.25043964466210944
YBR113W	-0.7468080535867977	-1.1732731942028523
YBR114W	-0.2291138611503503	-0.3610498445081574
YBR115C	0.3262593565052532	-0.018505883744146218
YBR116C	0.2705569273159553	-0.35405230305606283
YBR118W	0.18387307118002716	0.029197544313881853
YBR119W	-0.0013015771683059837	-0.07557382295975158
YBR120C	0.4215472879019651	0.0947364463376822
YBR125C	-0.7774127689587957	0.3013731321004865
YBR128C	-1.5024653889778496	-0.7807768384493524
YBR129C	0.7176797863654201	0.22797632855540292
YBR130C	-0.12667110368683987	-0.05339483282362623
YBR131W	0.4898415473407195	0.41416718992553164
YBR133C	-1.7800731705879629	-1.4411360341205333
YBR134W	-0.22935472565658224	-0.7667905135635477
YBR137W	-0.583036865570869	-0.2776965569049579
YBR138C	0.30744584169787453	0.053379124495862997
YBR139W	-0.8711617843996604	-0.2853914325234979
YBR141C	-0.8504730070704801	-0.07026577239626851
YBR144C	-0.8389972008957004	-0.544883070376608
YBR145W	0.11534021349082468	
YBR148W	-0.27072462635672956	0.25408125024056893
YBR149W	-0.10549315718469782	-0.013815964899271163
YBR150C	-0.5831347849245475	0.010187919699172753
YBR151W	-0.5906677336309002	0.2088223118744343
YBR156C	-2.776071207808111	-0.9574525737931081
