ORF	hom | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	hom | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013
YLR033W	NaN	NaN	2.530	4.145
YLR034C	0.089	-2.205	-0.493	1.345
YLR035C	-0.226	-0.183	0.024	0.011
YLR036C	-0.295	0.158	-0.024	0.957
YLR037C	-0.167	-0.332	-0.612	-0.264
YLR038C	-0.011	1.159	-0.455	0.597
YLR039C	0.575	-0.487	-0.287	0.744
YLR040C	0.072	-0.630	-1.571	-0.794
YLR041W	-0.288	-0.820	-0.317	0.256
YLR042C	-0.134	-0.463	-0.155	-1.715
YLR043C	-0.147	0.161	-0.254	0.123
YLR044C	-1.463	-0.944	-0.594	-0.078
YLR045C	NaN	NaN	-0.267	-1.261
YLR046C	-0.002	-0.591	-0.051	0.520
YLR047C	-0.267	-0.294	0.262	0.477
YLR048W	-0.257	2.210	-0.360	-0.483
YLR049C	-0.441	0.042	-0.001	0.091
YLR050C	-0.340	-0.990	-0.078	0.589
YLR051C	NaN	NaN	-0.259	0.827
YLR052W	-0.100	0.392	-0.288	0.192
YLR053C	-0.179	0.341	-0.070	-0.563
YLR054C	0.001	-0.066	0.084	0.168
YLR055C	0.410	1.704	-0.244	0.845
YLR056W	-0.320	2.056	-0.069	2.074
YLR057W	0.356	0.357	-0.207	-0.095
YLR058C	-3.679	-0.706	-0.309	-0.455
YLR059C	-0.619	-0.030	-0.231	0.881
YLR060W	NaN	NaN	-0.019	0.184
YLR061W	-0.106	0.942	-0.389	0.516
YLR062C	0.087	1.060	-0.486	-0.681
YLR063W	0.074	-0.023	0.014	-1.595
YLR064W	-2.319	0.179	-0.350	-0.462
YLR065C	-0.143	0.142	0.100	-1.441
YLR066W	NaN	NaN	-0.231	0.607
YLR067C	-0.001	0.642	0.007	0.439
YLR068W	1.096	0.297	0.037	-0.062
YLR069C	0.197	1.442	-0.560	3.508
YLR070C	0.049	-0.263	-0.062	-0.099
YLR071C	NaN	NaN	0.180	-0.035
YLR072W	-0.569	-0.572	-0.536	0.708
YLR073C	-0.399	0.393	-0.440	0.328
YLR074C	0.198	0.265	1.178	0.530
YLR075W	NaN	NaN	-0.802	3.423
YLR076C	NaN	NaN	-1.694	4.104
YLR077W	-0.693	-0.371	-0.187	-0.181
YLR078C	NaN	NaN	-0.053	0.635
YLR079W	-0.099	0.813	-0.010	0.596
YLR080W	0.046	-2.206	-0.379	0.988
YLR081W	-0.074	-1.563	0.253	0.988
YLR082C	-0.306	-0.943	-0.351	-0.465
YLR083C	-0.082	1.131	-0.163	0.194
YLR084C	-0.100	0.628	0.184	0.038
YLR085C	0.202	0.197	0.494	0.567
YLR086W	NaN	NaN	-0.013	0.341
YLR087C	0.976	3.603	-0.130	-0.590
YLR088W	NaN	NaN	-0.165	0.658
YLR089C	-0.522	-1.923	-0.076	-0.529
YLR090W	0.140	-0.266	-2.148	0.980
YLR091W	0.771	1.614	0.055	-0.471
YLR092W	-0.386	-1.011	-0.345	-0.559
YLR093C	-0.020	0.014	-0.334	0.528
YLR094C	0.859	0.304	-0.165	-0.219
YLR095C	-0.141	-1.396	0.773	-1.872
YLR096W	-0.607	-0.279	-0.014	-1.590
YLR097C	-0.390	-1.334	-0.498	-1.814
YLR098C	-0.132	-0.377	-0.052	-0.872
YLR099C	-1.546	-1.298	0.116	1.105
YLR099W-A	0.302	0.576	-1.255	0.352
YLR100W	NaN	NaN	0.025	-0.375
YLR101C	NaN	NaN	-0.396	-1.087
YLR102C	0.146	-0.058	-0.335	0.181
YLR103C	NaN	NaN	0.108	-0.588
YLR104W	0.129	-0.027	-0.161	0.051
YLR105C	NaN	NaN	-0.375	0.401
YLR106C	NaN	NaN	-0.101	-0.292
YLR107W	-0.436	-0.234	-0.395	0.721
YLR108C	0.247	-0.454	0.345	-0.027
YLR109W	-0.098	0.117	0.210	0.840
YLR110C	0.339	1.271	-0.172	0.169
YLR111W	-0.106	-1.531	0.145	-0.206
YLR112W	-0.007	-0.098	-0.171	-0.036
YLR113W	-1.161	-0.449	0.126	1.666
YLR114C	0.055	-0.933	0.055	0.239
YLR115W	NaN	NaN	-1.902	0.436
YLR116W	NaN	NaN	0.050	0.291
YLR117C	NaN	NaN	-0.134	0.551
YLR118C	0.034	-0.442	0.085	-0.415
YLR119W	0.308	0.450	0.145	0.480
YLR120C	0.056	0.048	0.086	0.858
YLR121C	-0.046	-0.892	-0.307	-0.104
YLR122C	-0.455	-0.842	0.367	-0.391
YLR123C	-0.110	-0.745	-0.186	0.054
YLR124W	-0.183	-0.158	-0.213	0.162
YLR125W	-0.499	-0.568	-0.301	0.316
YLR126C	-0.037	-0.957	-0.170	0.886
YLR127C	NaN	NaN	0.248	-0.330
YLR128W	0.636	-0.783	-0.404	0.020
YLR129W	NaN	NaN	0.303	0.248
YLR130C	-0.125	-1.843	-1.052	-0.749
YLR131C	1.365	0.676	0.992	1.851
YLR132C	NaN	NaN	-0.821	0.392
YLR133W	0.624	0.567	0.169	0.740
YLR134W	-0.114	0.236	-0.208	0.493
YLR135W	-0.284	-1.159	-0.233	-2.090
YLR136C	-0.013	-0.827	0.255	0.798
YLR137W	-0.094	-0.777	-1.171	1.801
YLR138W	-0.143	0.723	0.091	0.740
YLR139C	0.098	2.140	-0.539	2.092
YLR140W	NaN	NaN	0.775	2.436
YLR141W	NaN	NaN	0.186	-0.155
YLR142W	-0.317	-1.054	0.453	1.221
YLR143W	-0.913	-0.177	0.204	2.175
YLR144C	0.072	-0.561	0.366	0.839
YLR145W	NaN	NaN	-0.240	0.948
YLR146C	-0.105	-0.209	-0.827	1.019
YLR147C	NaN	NaN	0.599	-0.382
YLR148W	-0.045	1.105	0.368	2.296
YLR149C	0.138	1.676	-0.161	1.440
YLR150W	-0.668	-1.713	1.128	2.033
YLR151C	-0.088	-0.449	-0.906	-1.941
YLR152C	-0.079	-0.223	0.345	0.696
YLR153C	NaN	NaN	-1.196	0.814
YLR154C	-0.083	-0.427	0.315	0.717
YLR163C	NaN	NaN	0.149	0.521
YLR164W	-0.141	-0.343	-0.487	-0.064
YLR165C	0.216	-0.238	0.534	0.364
YLR166C	NaN	NaN	-0.527	2.350
YLR167W	NaN	NaN	-0.281	-0.820
YLR168C	-0.131	0.661	-0.036	0.868
YLR169W	0.625	0.232	-0.455	0.512
YLR170C	0.606	0.391	0.582	1.719
YLR171W	0.310	-0.117	0.181	0.109
YLR172C	-1.636	-0.893	-1.458	2.121
YLR173W	-0.077	-0.874	0.854	1.515
YLR174W	-0.279	-0.826	-0.371	0.828
YLR175W	NaN	NaN	0.111	1.476
YLR176C	0.420	-1.495	-0.421	0.359
YLR177W	-0.120	-0.805	-0.325	0.511
YLR178C	-0.353	-1.821	-0.539	1.247
YLR179C	0.238	0.010	-0.074	0.776
YLR180W	0.112	-0.223	-1.546	1.454
YLR181C	0.087	-4.255	0.005	-2.017
YLR182W	-0.193	-0.112	0.080	0.526
YLR183C	0.400	0.608	-0.678	1.979
YLR184W	0.131	0.362	0.311	0.992
YLR185W	-0.741	-0.153	-1.002	0.907
YLR186W	NaN	NaN	-0.052	1.705
YLR187W	0.297	-0.459	-0.237	0.595
YLR188W	-0.095	-0.100	-0.256	2.136
YLR189C	-0.358	-1.845	0.124	0.645
YLR190W	0.005	0.413	0.420	1.302
YLR191W	1.645	0.254	0.289	-0.831
YLR192C	0.249	0.193	-0.205	0.299
YLR193C	1.456	1.762	0.227	-0.465
YLR194C	-0.435	-0.983	0.621	1.120
YLR195C	NaN	NaN	-0.108	-0.236
YLR196W	NaN	NaN	-1.404	-0.642
YLR197W	NaN	NaN	-2.895	-0.380
YLR198C	NaN	NaN	-0.571	1.584
YLR199C	-0.242	-1.855	0.255	0.600
YLR200W	-1.800	-0.149	-0.063	0.980
YLR201C	-0.119	1.827	0.217	0.890
YLR202C	-0.305	0.916	-0.385	0.261
YLR203C	0.388	1.628	0.033	0.157
YLR204W	-0.311	0.071	-0.003	0.401
YLR205C	-0.059	-1.094	0.365	-0.833
YLR206W	0.315	0.378	0.528	0.713
YLR207W	-0.153	0.802	-0.210	2.531
YLR208W	NaN	NaN	-0.563	-0.282
YLR209C	-0.036	0.093	0.651	0.984
YLR210W	-0.281	-0.753	0.479	0.354
YLR211C	0.183	0.303	0.124	0.942
YLR212C	NaN	NaN	0.541	0.491
YLR213C	-0.128	-0.633	0.520	0.946
YLR214W	0.897	0.998	-1.480	0.647
YLR215C	NaN	NaN	0.328	1.600
YLR216C	0.412	0.188	0.018	0.304
YLR217W	0.289	-0.182	0.395	0.606
YLR218C	0.182	0.324	0.264	-0.701
YLR219W	0.116	-0.412	0.057	0.828
YLR220W	-0.009	-0.764	0.214	0.634
YLR221C	-0.334	-0.246	0.302	0.455
YLR222C	NaN	NaN	0.290	-1.106
YLR223C	NaN	NaN	0.308	-0.994
YLR224W	-0.596	-1.695	0.168	-1.689
YLR225C	0.438	-0.152	0.293	0.752
YLR226W	-0.104	0.626	0.203	0.673
YLR227C	0.091	0.128	-0.067	1.202
YLR228C	-0.487	-0.999	-0.356	1.134
YLR229C	NaN	NaN	0.056	0.385
YLR230W	NaN	NaN	0.045	1.127
YLR231C	-0.438	-0.851	0.065	0.464
YLR232W	0.823	-0.572	0.210	0.089
YLR233C	0.227	1.105	-0.068	1.142
YLR234W	-0.008	0.060	-0.008	0.397
YLR235C	0.077	0.021	0.145	1.933
YLR236C	0.108	-0.166	0.787	0.576
YLR237W	-0.637	-1.197	0.011	1.707
YLR238W	0.035	0.162	-0.088	0.803
YLR239C	-0.659	0.210	-0.096	0.371
YLR240W	0.050	1.701	0.521	2.426
YLR241W	-0.211	-1.469	-0.610	0.961
YLR242C	-0.069	1.502	-0.028	0.993
YLR243W	NaN	NaN	0.231	2.544
YLR244C	0.127	1.883	-0.029	2.029
YLR246W	-1.786	-1.165	-0.740	1.235
YLR247C	0.140	-1.028	0.241	1.711
YLR248W	0.496	-0.617	1.533	1.973
YLR249W	NaN	NaN	-0.012	1.818
YLR250W	-0.186	-0.563	-0.329	1.050
YLR251W	-0.148	-0.425	-0.880	-0.217
YLR252W	0.027	-3.926	1.474	2.447
YLR253W	-0.122	-1.630	0.182	0.404
YLR254C	-0.227	-0.050	0.686	2.135
YLR255C	-0.616	-2.612	-0.272	0.996
YLR257W	-0.100	-0.271	0.349	1.246
YLR258W	-0.103	-0.511	-0.100	2.918
YLR259C	NaN	NaN	0.563	1.561
YLR260W	1.130	2.175	-0.004	2.823
YLR261C	1.661	-0.037	0.819	1.533
YLR262C	1.707	0.698	0.017	0.114
YLR262C-A	-0.385	-0.253	0.208	0.962
YLR263W	0.209	-0.025	-0.243	0.412
YLR264C-A	0.058	0.458	0.118	0.631
YLR264W	0.220	0.939	0.593	1.516
YLR265C	-0.023	-0.989	-0.075	2.204
YLR266C	-0.566	-1.104	-1.212	0.613
YLR267W	-0.734	-0.390	0.367	1.478
YLR268W	0.610	0.837	0.038	0.205
YLR269C	0.371	-2.265	0.013	1.323
YLR270W	-0.398	-0.388	-0.054	1.315
YLR271W	-0.224	-1.854	0.101	1.392
YLR272C	NaN	NaN	-0.766	0.934
YLR273C	-0.470	-0.098	-0.208	0.721
YLR274W	NaN	NaN	-0.206	1.985
YLR275W	NaN	NaN	1.294	1.215
YLR276C	NaN	NaN	-0.432	1.454
YLR277C	NaN	NaN	-0.484	1.016
YLR278C	0.233	0.442	0.422	2.918
YLR279W	0.118	0.314	1.876	0.362
YLR280C	0.102	-0.547	3.423	0.995
YLR281C	-0.105	0.401	0.663	0.156
YLR282C	-0.256	0.098	1.225	0.158
YLR283W	0.028	-0.291	0.758	-0.093
YLR284C	-0.100	-0.545	2.510	1.770
YLR285C-A	-0.071	-0.282	0.267	1.120
YLR285W	-0.349	-1.156	3.423	2.039
YLR286C	1.346	1.013	1.608	0.013
YLR287C	0.150	-0.675	3.661	2.915
YLR287C-A	-0.429	1.274	2.170	0.602
YLR288C	-0.117	-0.564	2.287	0.441
YLR289W	0.262	-0.780	3.155	1.951
YLR290C	-0.144	-0.795	2.302	1.009
YLR291C	NaN	NaN	-0.122	0.363
YLR292C	0.743	-1.349	2.074	1.054
YLR293C	0.022	0.109	-0.005	1.706
YLR294C	-0.522	-0.424	3.177	1.053
YLR295C	0.217	1.331	1.367	1.853
YLR296W	-0.123	-0.982	1.992	1.545
YLR297W	-0.165	-0.739	2.285	0.554
YLR298C	NaN	NaN	-0.441	0.502
YLR299W	-0.828	-1.033	2.547	0.963
YLR300W	-0.960	-0.401	2.806	-0.944
YLR303W	-0.445	-0.856	0.301	-0.590
YLR304C	-0.028	0.958	0.215	0.811
YLR305C	NaN	NaN	-0.536	1.561
YLR306W	-0.022	-0.172	0.391	0.470
YLR307C-A	-0.556	-0.390	0.795	1.129
YLR307W	-0.087	-0.230	0.309	0.490
YLR308W	0.052	-0.007	2.341	0.472
YLR309C	0.051	-0.976	1.583	0.821
YLR310C	NaN	NaN	-0.485	0.753
YLR311C	-0.048	-1.318	2.659	0.768
YLR312C	-0.801	-3.316	2.389	1.445
YLR312W-A	0.807	1.352	3.246	0.847
YLR313C	0.096	-0.602	1.435	-0.106
YLR314C	NaN	NaN	-0.550	0.461
YLR315W	0.153	-0.360	2.091	1.083
YLR316C	NaN	NaN	0.408	1.613
YLR317W	NaN	NaN	0.528	3.381
YLR318W	0.580	0.294	2.534	1.259
YLR319C	0.362	0.549	1.931	1.485
YLR320W	0.086	1.633	2.449	0.601
YLR321C	NaN	NaN	0.226	0.245
YLR322W	-0.460	0.194	0.812	3.042
YLR323C	NaN	NaN	0.413	1.583
YLR324W	0.399	0.453	-0.262	0.200
YLR325C	-0.049	-3.339	-0.424	0.161
YLR326W	-0.806	-1.312	0.805	1.246
YLR327C	-0.071	-0.133	0.108	0.505
YLR328W	-0.011	0.416	0.183	0.834
YLR329W	-0.225	-0.056	0.143	1.032
YLR330W	0.692	4.245	-0.005	2.053
YLR331C	-0.357	-0.877	0.080	0.979
YLR332W	-0.087	0.078	0.337	0.270
YLR333C	0.240	0.357	0.183	0.778
YLR334C	-0.282	-0.950	0.215	1.233
YLR335W	-0.510	-1.099	-0.015	3.213
YLR336C	NaN	NaN	0.272	0.625
YLR337C	0.008	1.868	0.498	4.021
YLR338W	2.510	2.122	0.766	0.857
YLR339C	NaN	NaN	0.264	0.282
YLR340W	NaN	NaN	-0.231	1.499
YLR341W	-0.320	-0.603	-0.200	0.645
YLR342W	-1.747	0.225	1.221	1.189
YLR342W-A	0.230	-0.119	-0.122	1.794
YLR343W	-0.057	-0.984	0.805	0.776
YLR344W	-0.591	-1.701	0.386	2.318
YLR345W	0.018	-1.789	0.415	0.364
YLR346C	-0.390	-0.516	-0.783	1.057
YLR347C	NaN	NaN	-0.970	-0.781
YLR348C	-0.310	-0.841	0.101	2.163
YLR349W	-0.336	-1.863	-0.524	1.064
YLR350W	0.823	4.279	-0.234	1.294
YLR351C	-1.009	-0.387	0.039	0.173
YLR352W	-0.180	-1.483	-0.258	1.935
YLR353W	-0.149	-0.510	-0.380	2.116
YLR354C	-0.420	-0.387	-0.146	0.587
YLR355C	NaN	NaN	0.771	1.180
YLR356W	-0.221	-0.533	0.132	0.497
YLR357W	1.146	2.430	1.263	1.663
YLR358C	1.611	1.939	0.647	1.063
YLR359W	NaN	NaN	-0.810	-0.080
YLR360W	0.276	-1.314	0.260	1.660
YLR361C	0.193	0.167	-0.705	2.482
YLR361C-A	-0.427	-0.219	-0.920	0.668
YLR362W	0.114	0.508	-0.103	1.615
YLR363C	-0.820	-0.634	-0.926	-0.199
YLR363W-A	0.406	0.798	-0.736	0.018
YLR364W	-0.065	-0.179	0.164	-0.037
YLR365W	-0.085	-0.513	0.495	0.714
YLR366W	-0.266	-0.088	-0.490	0.219
YLR367W	-0.306	-0.300	1.011	0.052
YLR368W	-0.134	0.099	0.101	0.706
YLR369W	1.262	2.259	0.401	0.325
YLR370C	-0.417	1.304	-0.242	2.067
YLR371W	-0.092	3.015	-0.157	1.729
YLR372W	0.203	0.781	0.240	1.658
YLR373C	-0.249	2.218	0.174	1.663
YLR374C	2.101	1.436	-0.290	2.286
YLR375W	0.280	0.160	0.056	0.957
YLR376C	-0.674	-1.124	-0.290	3.097
YLR377C	-0.158	-1.489	-0.006	1.839
YLR378C	NaN	NaN	-0.656	1.178
YLR379W	NaN	NaN	-0.088	1.119
YLR380W	1.549	2.789	0.033	0.890
YLR381W	0.384	0.006	0.991	2.192
YLR382C	-0.240	1.630	0.091	2.025
YLR383W	0.135	0.060	0.027	1.065
YLR384C	1.849	-0.744	0.277	1.150
YLR385C	-0.097	-1.127	0.116	0.752
YLR386W	2.546	1.918	0.479	0.181
YLR387C	-0.649	-0.870	0.008	0.704
YLR388W	-0.191	0.401	0.271	1.223
YLR389C	-0.352	-0.313	0.294	0.570
YLR390W	0.146	-0.091	0.470	1.024
YLR390W-A	-0.231	-0.390	-0.258	2.358
YLR392C	-0.308	-1.588	-0.132	1.069
YLR393W	0.862	2.743	0.062	0.958
YLR394W	-0.093	0.786	-0.443	-0.089
YLR395C	-0.471	-0.637	-0.091	2.554
YLR396C	-0.005	0.204	-0.528	0.468
YLR397C	NaN	NaN	0.316	1.524
YLR398C	-0.146	-0.027	0.161	1.136
YLR399C	0.050	0.006	-0.146	2.504
YLR400W	-0.124	-0.648	0.055	0.455
YLR401C	-0.243	-0.025	0.450	1.419
YLR402W	1.433	1.128	0.849	1.469
YLR403W	0.094	0.649	0.234	0.869
YLR404W	0.264	-0.701	-0.369	0.795
YLR405W	-0.005	-0.349	0.435	0.621
YLR406C	-0.108	0.215	-0.415	0.919
YLR406C-A	-0.153	0.187	-0.175	1.379
YLR407W	0.221	-0.349	0.129	0.322
YLR408C	-0.182	-1.894	0.049	0.490
YLR409C	NaN	NaN	0.250	0.692
YLR410W	-5.691	-2.178	-0.060	2.956
YLR412C-A	0.029	0.137	-0.432	-0.713
YLR412W	-0.873	-1.533	0.798	1.379
YLR413W	-0.126	-0.475	0.557	0.853
YLR414C	0.567	0.243	1.071	3.527
YLR415C	-0.494	-1.398	-0.499	1.241
YLR416C	0.072	-0.964	0.385	0.223
YLR417W	0.805	-2.036	0.490	1.381
YLR418C	-0.241	2.056	1.715	2.562
YLR419W	-0.251	0.347	0.470	1.913
YLR420W	-1.291	0.740	-0.083	0.920
YLR421C	-0.378	0.278	0.417	2.081
YLR422W	0.081	-1.741	-1.481	0.399
YLR423C	0.685	1.399	0.129	1.249
YLR424W	NaN	NaN	-0.591	0.686
YLR425W	0.332	2.747	0.129	0.348
YLR426W	0.329	-0.163	0.454	0.571
YLR427W	-0.542	-0.453	-0.075	1.368
YLR428C	-0.415	-0.866	-0.289	1.123
YLR429W	-0.064	0.195	-0.060	0.387
YLR430W	NaN	NaN	-0.020	-0.792
YLR431C	-0.213	-0.342	-0.209	0.345
YLR432W	-0.175	-0.248	-0.049	0.137
YLR433C	-0.395	-0.180	-0.015	0.258
YLR434C	-0.117	-1.056	0.369	1.500
YLR435W	-0.183	2.055	-2.130	1.095
YLR436C	-0.553	0.165	-0.388	1.660
YLR437C	0.209	0.556	-0.176	0.276
YLR438C-A	NaN	NaN	0.068	0.052
YLR438W	-0.094	-1.690	0.117	-0.439
YLR439W	0.378	1.779	0.339	1.799
YLR440C	NaN	NaN	-0.170	-0.469
YLR441C	0.410	1.811	0.208	0.609
YLR442C	0.096	0.653	0.034	0.955
YLR443W	-0.432	-0.928	-0.553	0.112
YLR444C	-0.284	-1.976	-0.143	-0.351
YLR445W	-0.043	-0.224	-0.081	-0.279
YLR446W	-0.043	-0.469	-0.229	2.047
YLR447C	0.265	1.543	0.500	0.753
YLR448W	-0.564	-0.587	-0.584	-1.256
YLR449W	-0.190	-0.386	0.192	0.630
YLR450W	0.327	-0.373	-0.431	0.109
YLR451W	-0.608	2.352	-0.276	1.568
YLR452C	-0.164	-0.281	0.048	-0.350
YLR453C	-0.109	-0.085	-0.084	1.192
YLR454W	-0.078	0.388	-0.343	-0.126
YLR455W	-0.620	0.216	-0.136	1.838
YLR456W	-0.244	-1.113	-0.415	-0.269
YLR457C	NaN	NaN	0.203	1.622
YLR458W	NaN	NaN	0.160	-0.912
YLR459W	NaN	NaN	0.710	1.406
YLR460C	0.012	-0.815	0.212	-1.020
YLR461W	-0.410	0.283	0.024	1.231
YML001W	0.173	-2.083	-0.501	0.003
YML002W	-0.410	-1.453	-0.490	-0.405
YML003W	0.011	-0.461	0.289	1.166
YML004C	0.004	-1.099	0.138	-1.995
YML005W	-0.009	0.045	0.134	0.232
YML006C	-0.325	0.698	-1.105	0.467
YML007C-A	-0.101	0.308	0.830	3.596
YML007W	-1.340	-1.935	-0.483	0.723
YML008C	-0.116	0.570	0.408	0.733
YML009C	-0.138	-0.309	-0.380	0.033
YML009C-A	0.610	1.259	0.595	1.464
YML009W-B	-0.040	0.554	-0.171	0.681
YML010W	NaN	NaN	0.587	0.885
YML011C	-0.200	-1.096	0.082	1.259
YML012C-A	-0.167	-0.785	-0.189	-1.082
YML012W	-0.632	-0.368	-0.491	-1.380
YML013W	1.072	0.947	-0.074	-0.034
YML014W	0.897	0.445	-0.436	0.277
YML015C	NaN	NaN	-0.298	1.202
YML016C	0.758	0.269	0.893	1.360
YML017W	0.437	-2.132	0.016	-0.287
YML018C	-0.006	-0.873	-0.059	0.558
YML019W	0.235	-0.995	0.191	1.298
YML020W	-0.244	-0.733	-0.027	-0.625
YML021C	0.775	-0.502	0.018	-0.142
YML022W	-1.799	-0.680	0.615	0.733
YML023C	NaN	NaN	-0.146	0.041
YML024W	-0.263	0.582	0.238	-0.932
YML025C	NaN	NaN	-0.416	-0.486
YML026C	0.126	-2.265	-0.019	-0.278
YML027W	-0.412	-0.727	0.828	2.891
YML028W	0.308	-1.232	0.169	-3.548
YML029W	-0.141	0.102	0.230	1.210
YML030W	-0.367	0.664	0.386	0.114
YML031W	NaN	NaN	-0.139	0.871
YML032C	-0.167	-0.150	-0.969	-0.754
YML034C-A	-0.626	-2.693	-0.051	-2.644
YML034W	-0.379	-0.751	0.157	0.339
YML035C	0.761	-0.090	0.277	0.524
YML036W	-0.111	1.531	0.600	1.165
YML037C	-0.066	-1.322	0.097	-0.319
YML038C	-0.142	-0.998	-0.234	-0.245
YML041C	-0.194	0.512	0.171	0.793
YML042W	-0.007	-0.486	-0.090	1.764
YML043C	NaN	NaN	-0.553	-2.971
YML046W	NaN	NaN	-0.863	0.969
YML047C	0.391	-1.265	-0.015	0.760
YML047W-A	-0.263	-0.223	-0.243	0.475
YML048W	-2.067	-2.049	0.346	-0.555
YML049C	NaN	NaN	0.443	-0.472
YML050W	-0.233	0.378	-0.019	0.706
YML051W	-0.048	0.512	-0.037	0.344
YML052W	0.346	-0.428	0.038	-0.366
YML053C	-0.331	-2.420	-0.331	-1.160
YML054C	0.081	0.538	-0.320	0.521
YML054C-A	0.023	-0.465	0.432	0.832
YML055W	0.218	-1.339	0.012	0.147
YML056C	0.019	0.238	0.106	0.408
YML057C-A	-0.908	-0.236	-0.910	-2.760
YML057W	-0.305	-0.743	-0.244	-0.350
YML058W	0.195	-1.369	-1.029	2.359
YML058W-A	-0.253	-0.631	-0.299	-0.044
YML059C	-0.197	-3.225	-0.183	-2.009
YML060W	0.157	-0.388	0.424	1.668
YML061C	-0.729	2.071	-0.298	0.490
YML062C	0.204	-3.716	0.337	0.748
YML063W	0.023	-0.475	0.208	-0.057
YML064C	NaN	NaN	0.020	1.348
YML065W	NaN	NaN	-0.730	-2.502
YML066C	-0.931	0.387	-0.756	1.071
YML067C	0.118	0.689	-0.095	0.792
YML068W	-0.079	-0.416	-0.937	1.276
YML069W	NaN	NaN	-0.334	0.946
YML070W	0.003	-0.224	0.038	0.932
YML071C	1.185	0.070	-0.194	1.558
YML072C	0.073	-1.426	-0.717	1.156
YML073C	0.245	0.889	0.239	0.932
YML074C	0.045	-0.346	-1.199	0.161
YML075C	1.021	1.356	0.582	2.359
YML076C	-0.796	-0.010	0.094	1.684
YML077W	NaN	NaN	0.739	1.094
YML078W	0.677	0.513	0.089	-1.616
YML079W	-0.026	-0.039	0.100	0.212
YML080W	0.216	-0.161	-0.082	1.544
YML081C-A	0.419	0.719	0.282	0.165
YML081W	0.492	-0.079	0.453	1.620
YML082W	-0.249	-0.281	-0.256	-0.872
YML083C	-0.003	-0.509	0.190	-2.593
YML084W	0.142	-1.055	-0.127	-2.036
YML085C	NaN	NaN	-0.012	0.590
YML086C	0.027	0.141	0.045	1.087
YML087C	-0.228	-0.410	0.142	0.045
YML088W	-0.198	-0.838	0.025	2.147
YML089C	-0.543	-0.658	0.049	-0.656
YML090W	-0.067	-0.091	0.681	0.909
YML091C	NaN	NaN	-0.109	0.947
YML092C	NaN	NaN	0.182	1.131
YML093W	NaN	NaN	0.541	1.269
YML094C-A	-1.088	-0.658	-0.271	0.206
YML094W	-0.403	1.489	0.408	0.639
YML095C	-0.697	0.091	0.272	2.830
YML096W	-0.261	-0.233	0.575	1.854
YML097C	0.645	0.053	0.154	0.161
YML098W	NaN	NaN	-0.593	1.162
YML099C	-0.021	0.837	0.887	0.316
YML099W-A	-0.294	0.355	-0.660	-0.586
YML100W	0.520	0.268	0.074	1.170
YML101C	-0.070	-0.411	0.174	-0.642
YML101C-A	-1.570	-0.542	-0.570	0.306
YML102W	-1.244	-0.333	-2.048	-0.244
YML103C	-0.519	-0.207	0.161	1.437
YML104C	0.156	-0.357	0.365	-0.239
YML105C	NaN	NaN	0.247	-1.020
YML106W	-1.593	0.753	-1.572	0.953
YML107C	-1.792	0.263	-2.071	1.109
YML108W	0.380	1.728	-0.436	1.137
YML109W	0.057	-0.625	-0.588	-1.012
YML110C	-0.201	1.299	-0.056	1.312
YML111W	-1.886	0.022	-1.845	-0.015
YML112W	0.379	1.740	0.296	1.971
YML113W	-0.716	-0.923	-0.801	0.433
YML114C	NaN	NaN	0.687	1.201
YML115C	-0.670	1.896	0.185	0.455
YML116W	-0.119	-0.658	0.018	-0.280
YML116W-A	-0.330	0.227	-0.627	0.076
YML117W	-1.326	-0.710	-2.315	-1.611
YML118W	-0.322	0.562	0.035	0.555
YML119W	-0.358	-1.445	-0.577	-0.603
YML120C	0.206	0.052	-0.325	0.997
YML121W	-0.146	0.441	-1.235	-0.217
YML122C	1.324	1.339	0.094	1.943
YML123C	2.274	1.883	0.460	2.078
YML124C	-1.330	-0.100	-0.358	0.575
YML125C	NaN	NaN	-0.193	0.255
YML126C	NaN	NaN	-0.101	2.653
YML127W	NaN	NaN	3.846	3.142
YML128C	0.648	1.216	-0.314	0.295
YML129C	-0.073	1.239	-0.527	-0.955
YML130C	NaN	NaN	-0.178	1.941
YML131W	0.054	-1.409	-0.142	0.115
YMR001C	NaN	NaN	-0.238	-0.407
YMR001C-A	-0.021	0.376	-0.014	2.033
YMR002W	-0.539	-0.502	-0.057	0.653
YMR003W	-0.966	-0.892	0.037	0.128
YMR004W	0.204	1.264	-0.291	-0.420
YMR005W	NaN	NaN	0.303	0.825
YMR006C	-0.151	-0.006	0.004	0.566
YMR007W	-0.482	-1.295	0.176	0.216
YMR008C	-0.100	-1.076	-0.175	-0.563
YMR009W	-0.095	-0.256	0.101	0.222
YMR010W	-1.603	-3.329	-0.081	1.690
YMR011W	-0.117	-0.275	-0.072	-0.268
YMR012W	0.076	-0.894	0.052	0.008
YMR013C	NaN	NaN	-0.433	-3.412
YMR013W-A	-0.497	0.378	-0.406	-0.302
YMR014W	0.472	0.518	-0.812	0.762
