ORF	het | growth (relative abundance in pooled culture) | glucose limitation, chemostat (glucose [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | phosphorus limitation, chemostat (phosphorus(.) [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.2/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.3/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, chemostat (culture dilution rate [0.3/h], minimal complete [standard]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, turbidostat (minimal complete [standard]) | Pir P~Oliver SG, 2012
YJL106W	0.001	0.001	0.002	0.005	-0.001	-0.001	-0.002
YJL107C	0.002	0.001	0.005	0.006	0.001	-0.000	-0.003
YJL108C	-0.001	-0.001	0.004	0.003	0.000	-0.001	-0.002
YJL109C	-0.000	0.001	0.004	-0.003	-0.004	-0.001	-0.002
YJL110C	0.002	0.001	0.004	0.004	-0.002	-0.003	-0.004
YJL111W	0.002	-0.003	-0.002	0.006	-0.002	0.007	-0.031
YJL112W	0.000	0.000	0.004	0.002	-0.000	-0.000	-0.002
YJL115W	0.001	0.002	0.004	0.003	0.002	-0.001	-0.004
YJL116C	0.000	-0.000	0.004	-0.003	-0.002	-0.000	-0.001
YJL117W	0.000	0.000	-0.000	0.002	-0.000	0.001	-0.008
YJL118W	0.000	0.000	0.002	0.000	0.001	0.000	-0.001
YJL119C	0.003	0.001	0.005	0.006	0.000	0.000	0.000
YJL120W	0.000	0.002	0.005	0.001	-0.000	-0.000	0.002
YJL121C	0.002	0.001	0.003	0.000	0.001	-0.000	0.002
YJL122W	-0.001	-0.000	0.001	0.000	-0.000	0.001	-0.002
YJL123C	0.000	0.001	0.003	0.000	-0.001	0.001	0.002
YJL124C	0.001	0.005	0.005	-0.002	0.001	0.004	0.003
YJL125C	-0.000	-0.000	0.003	-0.000	0.002	0.000	-0.001
YJL126W	-0.003	-0.002	-0.003	-0.005	-0.001	-0.001	-0.003
YJL127C	0.001	0.001	0.003	0.003	-0.000	0.001	-0.003
YJL128C	0.000	0.004	0.006	-0.002	-0.000	-0.002	-0.009
YJL129C	0.001	0.000	0.001	-0.001	0.000	0.003	0.000
YJL130C	-0.002	-0.007	0.002	0.001	-0.001	-0.011	-0.018
YJL131C	0.001	0.000	0.002	0.005	-0.000	0.002	0.003
YJL132W	-0.000	0.001	0.000	0.001	0.001	0.000	0.001
YJL133W	0.001	0.001	0.001	0.003	-0.001	-0.001	-0.001
YJL134W	0.003	0.002	0.002	0.003	0.000	0.002	0.003
YJL135W	0.002	0.002	0.002	0.004	-0.001	0.001	0.006
YJL136C	0.002	0.001	-0.000	0.003	0.001	-0.002	-0.017
YJL137C	0.003	0.002	0.001	0.006	0.001	-0.000	0.000
YJL138C	-0.005	-0.004	-0.006	-0.008	-0.001	-0.005	-0.004
YJL139C	0.000	0.001	-0.000	0.002	0.002	0.001	-0.005
YJL140W	0.002	-0.005	-0.002	0.003	-0.001	-0.003	-0.048
YJL141C	0.000	0.002	0.001	0.002	-0.001	0.003	0.005
YJL142C	0.002	0.001	0.001	0.003	0.000	0.000	-0.005
YJL143W	0.002	0.001	0.003	0.004	-0.002	-0.001	-0.002
YJL144W	0.002	0.002	0.000	0.003	-0.000	-0.000	-0.000
YJL145W	0.001	0.001	-0.000	0.001	0.001	0.000	-0.003
YJL146W	0.001	-0.000	0.002	0.002	0.000	0.000	-0.000
YJL147C	0.001	0.001	0.001	0.003	0.000	0.000	-0.003
YJL148W	0.002	0.001	-0.000	0.003	0.000	0.001	-0.003
YJL149W	0.005	0.002	0.005	0.004	0.001	0.001	0.008
YJL150W	0.001	0.001	0.001	0.004	-0.000	0.000	-0.006
YJL151C	-0.002	-0.000	-0.002	-0.002	-0.000	-0.005	-0.002
YJL154C	-0.005	-0.007	-0.003	-0.005	-0.002	0.001	0.003
YJL155C	0.001	0.000	0.001	0.002	0.000	-0.001	0.000
YJL156C	0.002	0.001	0.001	0.002	0.000	-0.001	-0.002
YJL157C	0.000	0.001	0.001	0.003	0.000	-0.000	-0.005
YJL158C	0.001	0.001	0.001	0.002	-0.000	0.000	-0.003
YJL159W	0.001	0.002	0.003	0.006	-0.000	0.000	-0.004
YJL160C	-0.001	0.001	-0.001	-0.000	0.000	0.001	-0.002
YJL161W	0.001	0.002	0.001	0.004	-0.001	0.001	-0.004
YJL162C	0.001	0.001	0.001	0.004	0.000	-0.000	-0.001
YJL163C	NaN	NaN	NaN	0.004	0.000	-0.000	0.001
YJL164C	0.002	-0.007	-0.008	-0.004	0.001	-0.001	-0.006
YJL165C	0.002	-0.001	-0.005	-0.006	-0.001	0.001	0.004
YJL167W	-0.001	0.000	-0.001	0.001	-0.000	0.000	0.002
YJL168C	0.001	-0.000	0.001	-0.001	-0.001	-0.001	-0.000
YJL169W	0.001	-0.001	0.001	0.001	-0.001	-0.002	-0.004
YJL170C	-0.000	0.001	-0.000	-0.002	-0.000	0.000	-0.004
YJL171C	0.000	0.000	-0.001	0.002	0.002	0.000	-0.005
YJL172W	-0.001	0.002	-0.001	0.000	-0.001	-0.001	0.003
YJL173C	-0.000	-0.000	-0.001	0.001	-0.001	0.000	-0.003
YJL174W	0.003	-0.000	0.001	0.002	0.000	0.002	0.007
YJL175W	-0.009	-0.008	-0.012	-0.016	0.002	-0.001	-0.001
YJL176C	-0.014	-0.013	-0.020	-0.007	0.003	-0.002	-0.003
YJL177W	0.004	0.001	0.002	0.008	-0.002	-0.002	-0.005
YJL178C	0.001	-0.000	0.001	0.001	-0.000	-0.001	-0.002
YJL179W	0.001	0.000	0.002	0.004	-0.001	-0.000	0.003
YJL180C	0.002	-0.000	-0.000	0.003	-0.000	0.000	-0.003
YJL182C	-0.002	0.001	0.004	-0.004	-0.000	-0.001	0.002
YJL183W	0.001	-0.002	0.004	0.003	-0.000	0.000	-0.001
YJL184W	0.000	0.001	0.001	0.002	0.001	0.000	0.001
YJL185C	0.001	0.002	0.002	0.003	0.001	0.000	0.007
YJL186W	-0.000	-0.000	0.002	0.002	0.001	-0.001	-0.003
YJL187C	0.001	0.001	0.004	0.004	0.002	-0.000	0.005
YJL190C	0.000	0.001	0.003	0.001	-0.000	-0.000	-0.005
YJL191W	NaN	-0.002	NaN	0.003	0.002	0.000	-0.000
YJL192C	-0.001	-0.000	-0.004	0.005	0.001	-0.001	-0.005
YJL193W	-0.001	-0.000	-0.000	-0.004	0.001	-0.001	-0.005
YJL194W	-0.002	-0.001	0.004	-0.002	0.001	0.002	0.005
YJL195C	0.001	0.001	0.000	-0.001	0.000	-0.001	-0.001
YJL196C	0.001	0.001	-0.001	0.003	-0.001	0.001	0.002
YJL197W	0.000	0.001	0.003	-0.001	0.001	0.001	-0.001
YJL198W	0.002	0.001	0.004	0.001	-0.001	-0.001	0.000
YJL199C	-0.001	-0.001	0.000	-0.001	0.001	-0.000	-0.004
YJL200C	0.005	0.003	-0.001	0.005	0.000	0.001	0.001
YJL201W	0.001	0.001	0.002	0.001	-0.001	-0.002	-0.001
YJL202C	-0.002	-0.001	0.002	-0.002	0.001	-0.000	-0.002
YJL203W	0.002	0.001	0.003	0.002	-0.001	0.000	-0.000
YJL204C	0.001	0.001	0.002	-0.004	0.000	0.000	-0.003
YJL206C	0.000	0.000	-0.001	0.001	-0.001	-0.001	-0.000
YJL205C	0.001	0.001	0.003	0.002	-0.000	0.001	-0.005
YJL207C	0.000	-0.000	0.002	0.002	-0.001	-0.001	-0.004
YJL208C	0.002	0.003	0.005	0.004	-0.000	0.003	0.001
YJL209W	0.002	0.002	0.004	0.004	-0.000	0.001	0.004
YJL210W	-0.002	-0.001	-0.001	-0.005	-0.000	0.001	0.001
YJL211C	-0.001	-0.000	0.002	0.001	-0.000	0.001	-0.003
YJL212C	0.001	0.001	0.002	0.001	-0.001	0.000	-0.003
YJL213W	0.001	0.001	0.002	0.003	0.001	-0.001	-0.003
YJL214W	0.002	0.002	0.002	0.005	-0.002	0.002	-0.003
YJL215C	-0.001	0.000	0.001	0.000	0.000	-0.000	-0.005
YJL216C	0.002	0.000	0.001	-0.000	-0.000	0.001	-0.004
YJL217W	-0.001	0.000	0.002	0.000	-0.002	0.000	0.003
YJL218W	0.002	0.002	0.006	0.009	-0.000	0.001	0.001
YJR001W	-0.001	-0.003	-0.003	-0.007	-0.003	-0.001	0.004
YJR002W	0.001	0.000	-0.001	0.000	0.001	0.000	0.003
YJR003C	0.002	0.001	-0.001	0.001	-0.000	0.000	0.005
YJR004C	-0.001	0.000	-0.002	0.002	-0.001	0.001	0.004
YJR005W	0.002	0.003	0.002	0.006	0.001	0.004	0.001
YJR006W	-0.001	-0.002	-0.002	0.004	0.004	-0.001	0.010
YJR007W	0.003	0.003	-0.001	-0.003	-0.006	-0.008	-0.015
YJR008W	-0.002	0.000	-0.000	0.002	0.000	0.001	-0.002
YJR009C	-0.005	-0.001	-0.002	0.002	-0.001	-0.000	-0.001
YJR010W	0.001	-0.000	0.001	0.005	0.002	0.001	-0.001
YJR011C	-0.000	0.000	-0.001	0.001	0.003	-0.001	-0.003
YJR012C	0.002	-0.002	0.003	0.005	0.002	0.001	-0.002
YJR013W	0.002	0.001	0.000	0.004	-0.000	0.002	-0.003
YJR014W	-0.001	0.000	-0.002	0.002	0.000	-0.000	-0.001
YJR015W	0.000	0.000	-0.002	0.001	0.001	-0.001	-0.006
YJR016C	-0.000	0.000	-0.001	0.002	0.001	0.002	-0.006
YJR017C	0.001	0.000	-0.001	0.004	0.001	0.000	-0.000
YJR018W	0.001	0.002	0.000	0.003	0.000	0.001	-0.005
YJR019C	-0.000	0.000	0.001	0.001	0.001	0.001	-0.005
YJR020W	-0.002	-0.001	-0.001	-0.001	0.001	0.000	0.001
YJR021C	0.001	-0.000	-0.001	0.001	0.004	0.000	0.001
YJR022W	-0.001	-0.000	-0.002	0.000	0.001	-0.001	-0.001
YJR023C	0.004	0.002	0.001	0.006	0.001	-0.003	-0.002
YJR024C	-0.003	-0.001	-0.004	-0.003	0.001	0.000	-0.004
YJR025C	-0.002	-0.000	-0.002	-0.001	0.000	0.001	0.002
YJR026W	-0.001	-0.000	-0.003	-0.002	0.001	0.000	0.001
YJR031C	-0.001	0.001	-0.001	0.001	0.001	-0.001	0.001
YJR032W	-0.001	0.001	-0.001	0.001	-0.001	0.001	-0.000
YJR033C	-0.002	-0.001	-0.001	0.001	0.001	-0.000	-0.004
YJR034W	-0.001	-0.001	-0.004	-0.004	0.001	-0.001	-0.003
YJR035W	-0.006	-0.007	NaN	-0.012	0.002	0.000	-0.004
YJR036C	0.000	-0.001	-0.002	0.001	-0.000	-0.000	-0.001
YJR037W	0.001	0.001	-0.002	0.000	-0.000	0.001	-0.004
YJR038C	-0.000	0.001	0.000	0.002	-0.001	0.001	0.004
YJR039W	0.004	-0.001	-0.001	-0.008	-0.005	0.006	0.001
YJR040W	-0.002	-0.000	-0.001	-0.000	0.001	0.002	-0.001
YJR041C	-0.001	0.000	0.001	0.002	-0.003	0.001	-0.000
YJR042W	-0.000	-0.002	0.001	0.000	0.000	0.002	0.003
YJR043C	-0.002	0.000	-0.001	-0.000	-0.000	-0.000	-0.000
YJR044C	-0.001	-0.007	-0.003	-0.004	-0.000	-0.001	-0.001
YJR045C	0.003	0.001	0.001	0.006	0.001	0.003	-0.002
YJR047C	0.001	-0.001	-0.004	0.001	0.002	-0.000	-0.000
YJR048W	-0.001	0.001	0.000	0.000	0.001	-0.000	-0.004
YJR049C	-0.009	-0.009	-0.011	-0.001	0.005	-0.001	-0.006
YJR050W	0.001	0.001	0.003	-0.000	-0.000	0.002	0.000
YJR051W	-0.003	-0.002	0.002	0.004	-0.002	0.001	-0.006
YJR052W	0.001	0.002	0.003	0.007	0.000	0.002	-0.000
YJR053W	0.000	0.000	0.001	0.002	0.000	0.001	0.007
YJR054W	-0.001	-0.001	-0.004	-0.004	-0.001	-0.003	-0.001
YJR055W	-0.001	0.001	-0.001	0.001	0.001	0.001	-0.000
YJR056C	-0.008	-0.006	-0.013	NaN	0.002	0.000	0.004
YJR057W	-0.009	-0.004	-0.005	NaN	0.002	0.002	0.004
YJR058C	-0.008	-0.008	-0.015	0.004	0.001	-0.001	0.001
YJR059W	-0.000	0.006	0.004	0.006	-0.001	0.001	0.001
YJR060W	0.001	0.002	0.002	0.003	-0.000	-0.000	0.004
YJR061W	-0.001	-0.002	-0.003	-0.009	-0.002	-0.002	0.004
YJR062C	0.000	0.001	0.001	0.001	0.001	-0.000	-0.001
YJR063W	-0.001	-0.000	-0.001	-0.002	-0.001	0.001	0.001
YJR064W	0.002	-0.000	-0.001	0.005	0.000	-0.000	-0.007
YJR065C	0.003	0.001	0.002	0.001	-0.001	0.001	-0.002
YJR066W	0.000	0.003	0.000	0.000	-0.000	-0.000	-0.004
YJR067C	-0.001	0.000	-0.001	0.001	0.002	-0.002	-0.000
YJR068W	-0.001	0.001	-0.002	0.001	-0.000	0.001	0.000
YJR069C	0.005	0.002	0.000	0.007	-0.001	0.000	0.008
YJR070C	0.001	0.001	-0.000	0.004	0.001	0.001	-0.004
YJR072C	-0.000	0.001	-0.001	-0.004	0.000	0.001	-0.003
YJR073C	-0.000	0.000	-0.001	0.003	0.000	0.001	-0.003
YJR074W	-0.001	0.001	-0.001	0.002	0.000	-0.000	-0.000
YJR075W	0.000	0.000	-0.000	0.003	0.000	0.001	-0.002
YJR076C	0.000	-0.000	0.001	0.003	0.002	0.000	0.003
YJR077C	0.001	0.001	-0.001	0.002	0.001	0.000	-0.002
YJR078W	-0.002	0.001	-0.002	0.003	0.001	0.000	-0.003
YJR079W	0.003	0.001	0.001	0.008	0.001	0.000	-0.001
YJR080C	0.003	0.002	-0.000	0.009	-0.001	0.001	0.009
YJR082C	0.001	0.001	0.001	0.007	-0.001	0.001	0.003
YJR083C	0.001	0.001	0.000	0.004	-0.000	0.000	-0.002
YJR084W	-0.000	0.001	-0.002	0.002	0.001	0.000	-0.004
YJR087W	-0.002	-0.000	-0.001	0.001	-0.001	0.001	-0.000
YJR088C	-0.000	0.001	-0.001	0.001	0.002	0.000	-0.002
YJR090C	0.002	0.002	0.001	0.005	0.001	0.002	-0.002
YJR091C	-0.001	0.000	-0.002	-0.001	0.000	-0.000	-0.004
YJR092W	0.000	0.001	0.000	0.004	-0.002	-0.000	-0.001
YJR093C	-0.000	0.001	0.000	0.003	-0.002	-0.002	-0.006
YJR094C	0.001	0.001	0.000	0.002	0.005	-0.002	-0.004
YJR094W-A	0.000	-0.002	-0.001	-0.001	0.000	-0.001	-0.004
YJR095W	0.000	0.002	-0.000	0.004	0.000	-0.000	-0.002
YJR096W	-0.003	-0.002	-0.005	-0.001	-0.001	0.001	-0.001
YJR097W	0.001	0.001	0.001	0.004	-0.000	0.000	-0.001
YJR098C	-0.000	0.001	0.000	0.003	-0.001	-0.000	-0.002
YJR099W	-0.001	0.001	-0.001	0.000	-0.002	-0.001	-0.001
YJR100C	-0.000	0.000	-0.000	0.001	-0.001	-0.000	0.001
YJR102C	0.001	0.001	-0.000	0.003	-0.000	-0.000	0.001
YJR103W	0.000	0.001	-0.001	0.000	0.000	-0.000	-0.004
YJR104C	0.001	-0.002	-0.005	0.001	-0.001	0.000	-0.005
YJR105W	0.000	0.001	-0.000	0.004	-0.000	-0.000	-0.003
YJR106W	0.001	0.002	-0.001	0.003	-0.001	-0.002	-0.006
YJR107W	-0.002	-0.000	-0.003	-0.001	0.001	-0.001	0.009
YJR108W	-0.010	-0.003	-0.010	NaN	0.005	-0.000	-0.004
YJR109C	-0.000	0.000	-0.001	0.001	-0.001	0.000	-0.004
YJR110W	-0.000	-0.001	-0.001	0.000	0.001	-0.000	-0.002
YJR111C	0.002	0.002	0.002	0.004	0.001	-0.000	-0.001
YJR112W	0.002	0.001	0.002	0.004	-0.001	-0.001	-0.002
YJR113C	-0.002	-0.001	-0.003	-0.003	-0.002	-0.003	-0.000
YJR115W	0.002	0.002	0.001	0.004	-0.001	-0.000	-0.003
YJR116W	-0.001	0.001	-0.001	-0.001	0.000	-0.001	-0.002
YJR117W	-0.002	-0.001	-0.001	0.001	-0.000	0.001	-0.003
YJR118C	0.000	0.001	0.000	0.002	-0.001	-0.000	-0.003
YJR119C	0.002	0.002	0.002	0.004	0.000	0.000	-0.005
YJR120W	0.002	0.001	0.000	0.002	-0.000	0.000	-0.002
YJR121W	0.002	0.001	0.000	0.003	-0.001	-0.011	-0.003
YJR122W	-0.002	0.000	0.001	0.004	-0.000	0.001	-0.004
YJR124C	-0.002	-0.000	-0.002	-0.001	0.004	-0.004	-0.004
YJR125C	0.001	0.001	0.003	0.003	0.001	0.002	-0.000
YJR126C	-0.003	-0.001	-0.002	-0.002	0.001	-0.003	-0.004
YJR127C	0.001	0.001	0.001	-0.001	0.000	0.000	-0.007
YJR128W	-0.002	-0.000	-0.001	0.002	-0.001	-0.000	-0.003
YJR129C	0.000	0.001	0.001	0.003	-0.000	0.000	-0.003
YJR130C	-0.005	-0.002	-0.004	0.002	-0.000	0.001	-0.001
YJR131W	-0.002	-0.000	-0.003	0.003	0.000	0.000	-0.009
YJR133W	0.002	0.002	0.002	0.005	-0.001	0.001	-0.001
YJR134C	-0.001	0.001	-0.000	0.001	0.001	0.000	-0.003
YJR135C	-0.002	-0.001	-0.002	-0.002	-0.000	-0.001	0.004
YJR137C	0.001	0.002	0.001	0.004	-0.001	0.002	-0.002
YJR139C	-0.000	-0.000	0.001	0.001	0.000	0.001	-0.002
YJR140C	0.001	0.003	0.000	0.006	0.001	-0.001	-0.003
YJR141W	0.002	0.003	0.005	0.006	-0.001	0.001	-0.006
YJR142W	-0.002	0.000	-0.002	-0.002	-0.000	-0.000	-0.005
YJR144W	-0.001	0.001	-0.001	-0.001	-0.000	-0.001	-0.005
YJR145C	-0.000	0.001	0.002	-0.001	-0.005	0.001	-0.010
YJR146W	-0.009	-0.001	-0.009	0.007	0.007	-0.001	-0.001
YJR147W	0.001	0.001	-0.000	0.002	0.000	-0.001	-0.005
YJR148W	0.001	0.003	0.002	0.004	-0.002	0.000	-0.002
YJR149W	0.000	0.001	0.003	0.002	0.003	-0.001	-0.006
YJR150C	-0.002	0.001	-0.000	-0.000	-0.000	-0.000	-0.003
YJR152W	-0.000	0.000	0.002	0.000	0.001	-0.000	-0.006
YJR153W	-0.004	0.000	-0.004	-0.005	0.002	-0.002	-0.007
YJR154W	-0.002	-0.001	0.001	0.000	0.001	-0.000	-0.006
YKL001C	-0.000	0.002	-0.002	0.004	0.000	0.001	-0.005
YKL002W	0.001	0.001	-0.000	0.004	-0.000	0.001	-0.006
YKL005C	0.001	0.002	-0.000	0.003	-0.000	0.001	0.003
YKL006C-A	0.000	0.001	-0.002	0.001	-0.001	-0.001	0.002
YKL006W	0.003	-0.000	0.001	-0.003	0.001	-0.001	-0.021
YKL007W	0.001	0.001	-0.002	0.001	0.000	0.001	-0.005
YKL008C	-0.001	-0.001	-0.004	-0.004	0.000	-0.000	-0.003
YKL009W	-0.003	-0.007	-0.005	0.001	0.002	-0.000	-0.006
YKL010C	0.001	0.002	-0.000	0.003	0.000	-0.000	-0.003
YKL011C	0.001	0.001	-0.001	-0.004	-0.002	-0.001	0.000
YKL012W	0.002	0.001	0.001	0.002	-0.000	0.001	-0.003
YKL013C	0.003	0.001	-0.000	0.001	0.000	0.000	-0.004
YKL014C	0.000	0.001	-0.001	0.001	0.000	-0.000	-0.000
YKL015W	0.001	0.001	-0.000	0.001	0.000	0.000	0.003
YKL016C	0.001	0.001	-0.001	0.003	0.001	0.000	-0.003
YKL017C	0.000	0.000	-0.001	0.001	-0.000	-0.000	-0.002
YKL018W	0.002	0.003	0.002	0.004	0.000	-0.003	-0.002
YKL019W	0.004	0.002	0.003	0.006	-0.000	0.001	-0.002
YKL020C	0.001	0.002	-0.000	0.004	-0.002	0.004	0.011
YKL021C	-0.001	0.000	-0.002	0.001	0.001	-0.000	-0.004
YKL022C	0.001	0.001	0.000	0.003	0.002	0.001	0.002
YKL023W	-0.007	0.000	0.001	-0.005	-0.003	-0.002	-0.015
YKL024C	0.001	0.001	0.000	0.004	-0.001	0.000	-0.001
YKL025C	0.002	0.002	-0.001	0.003	0.000	0.001	-0.002
YKL026C	-0.001	0.000	-0.002	-0.005	-0.002	-0.000	0.000
YKL027W	-0.000	0.001	-0.002	-0.001	0.000	0.000	-0.001
YKL028W	0.002	-0.001	-0.000	0.001	0.001	-0.002	0.004
YKL029C	0.001	0.001	0.001	0.002	-0.000	-0.000	-0.001
YKL030W	0.001	0.002	0.000	0.003	-0.001	-0.000	-0.002
YKL031W	0.001	-0.001	-0.001	-0.003	-0.000	-0.002	0.002
YKL032C	0.002	-0.000	-0.001	-0.002	-0.001	-0.004	-0.006
YKL033W	-0.001	0.000	-0.000	0.000	-0.001	-0.003	0.001
YKL033W-A	0.001	0.001	0.000	0.004	0.000	0.000	0.008
YKL034W	0.002	0.001	-0.002	0.001	0.001	0.001	-0.005
YKL035W	0.000	0.001	-0.001	-0.001	-0.000	0.000	0.000
YKL036C	0.000	0.001	-0.001	0.001	0.001	0.000	0.000
YKL037W	0.000	0.001	-0.001	0.000	0.000	0.000	-0.002
YKL038W	0.004	0.001	-0.000	0.001	-0.001	-0.001	-0.002
YKL039W	0.001	0.002	0.000	0.003	-0.001	0.002	0.003
YKL040C	-0.005	-0.001	-0.001	-0.001	0.001	0.001	-0.005
YKL041W	-0.001	0.000	-0.002	0.000	0.000	-0.001	-0.002
YKL042W	0.000	-0.000	-0.003	-0.004	-0.001	0.001	-0.001
YKL043W	-0.000	0.001	-0.002	0.002	-0.001	-0.000	-0.002
YKL044W	-0.005	-0.004	-0.002	0.000	-0.000	-0.001	0.001
YKL045W	0.004	0.002	0.003	0.003	-0.002	0.000	0.001
YKL046C	-0.001	0.001	-0.002	-0.002	-0.001	-0.001	-0.003
YKL047W	0.000	0.002	-0.001	0.001	0.000	-0.000	-0.004
YKL048C	0.002	0.002	0.001	0.004	-0.001	0.001	-0.003
YKL049C	0.002	0.000	-0.001	0.004	0.002	0.001	-0.004
YKL050C	0.000	0.001	-0.001	-0.000	-0.001	-0.000	-0.001
YKL051W	0.005	0.003	0.001	0.005	-0.000	0.000	-0.004
YKL052C	0.000	0.001	-0.001	0.001	0.001	-0.000	-0.004
YKL053C-A	0.001	0.001	-0.001	0.002	-0.001	0.001	-0.000
YKL053W	-0.000	0.001	-0.001	0.001	-0.001	-0.000	-0.001
YKL054C	0.003	-0.006	-0.002	-0.007	-0.002	-0.012	-0.014
YKL055C	0.001	0.002	0.000	0.002	0.001	0.001	0.002
YKL056C	-0.001	-0.000	-0.002	-0.005	0.000	-0.002	-0.005
YKL057C	-0.001	-0.000	0.001	0.003	-0.001	-0.000	-0.001
YKL058W	0.001	0.003	0.001	0.004	-0.002	0.001	0.006
YKL059C	-0.008	-0.006	-0.003	-0.001	0.004	-0.004	-0.005
YKL060C	0.001	-0.005	0.002	0.006	0.003	0.001	-0.006
YKL061W	-0.000	0.001	-0.004	-0.003	0.001	-0.002	-0.006
YKL062W	0.002	0.002	0.002	0.004	-0.000	0.001	0.003
YKL063C	0.000	0.001	-0.002	-0.000	-0.000	-0.003	-0.001
YKL064W	0.001	0.001	0.001	0.003	-0.002	-0.003	-0.007
YKL066W	0.001	0.001	-0.001	0.002	-0.000	0.000	-0.003
YKL067W	0.003	0.002	0.001	0.003	0.000	0.001	-0.005
YKL068W	-0.000	-0.001	-0.003	0.001	0.001	-0.002	-0.004
YKL069W	0.001	0.001	0.000	0.002	-0.000	-0.000	0.001
YKL070W	0.001	0.001	-0.001	0.001	-0.000	-0.000	-0.003
YKL071W	0.000	0.001	-0.001	0.002	0.000	0.000	-0.004
YKL072W	0.000	0.001	-0.001	0.002	-0.001	-0.001	-0.005
YKL074C	0.002	0.002	0.001	0.004	-0.000	0.001	-0.002
YKL075C	-0.000	-0.000	-0.001	0.000	-0.001	-0.002	-0.000
YKL076C	0.002	0.001	0.001	0.006	-0.003	-0.000	0.002
YKL077W	NaN	NaN	0.001	0.009	0.006	-0.004	-0.010
YKL078W	0.000	0.000	0.001	0.000	0.000	-0.000	-0.005
YKL079W	-0.000	0.001	-0.001	0.001	0.000	0.000	-0.005
YKL080W	0.001	-0.000	-0.001	0.002	0.001	-0.001	-0.003
YKL081W	0.002	0.002	0.001	-0.000	-0.002	-0.000	-0.003
YKL082C	0.000	0.000	0.000	-0.001	0.000	-0.001	0.000
YKL083W	-0.000	0.000	0.000	-0.000	-0.001	-0.001	-0.006
YKL084W	0.002	0.002	0.001	0.005	-0.000	-0.001	-0.002
YKL085W	0.000	0.001	-0.001	0.002	-0.001	-0.001	0.002
YKL086W	0.001	0.001	-0.000	0.002	0.000	-0.001	0.001
YKL087C	0.000	0.001	-0.001	0.001	-0.002	-0.001	0.000
YKL088W	-0.000	-0.000	-0.001	0.000	-0.001	-0.001	0.001
YKL089W	0.000	0.001	-0.001	-0.000	-0.001	-0.002	0.002
YKL090W	0.002	0.002	0.000	0.005	-0.001	0.000	-0.003
YKL091C	0.001	0.001	-0.001	0.003	-0.002	-0.001	-0.001
YKL092C	0.003	0.001	0.002	0.008	0.002	-0.000	0.003
YKL093W	-0.002	0.001	-0.000	0.002	-0.001	-0.001	-0.001
YKL094W	0.002	0.002	0.002	0.006	-0.000	-0.001	-0.002
YKL095W	-0.001	-0.005	-0.003	-0.001	0.001	0.002	0.003
YKL096W	0.001	0.002	-0.000	0.002	-0.001	0.000	0.003
YKL097C	0.004	0.002	0.001	0.004	0.001	-0.001	-0.005
YKL098W	-0.001	0.000	0.001	0.003	-0.000	0.000	0.002
YKL099C	0.004	0.002	0.002	0.004	-0.000	0.000	-0.003
YKL100C	0.001	0.001	-0.002	0.002	0.000	-0.000	-0.004
YKL101W	0.001	0.000	-0.001	0.004	0.001	-0.001	0.002
YKL102C	0.001	0.002	0.001	0.004	0.000	0.001	0.000
YKL103C	-0.001	0.000	-0.002	0.001	0.000	0.000	-0.001
YKL104C	0.001	0.000	0.002	0.003	0.000	0.001	-0.000
YKL105C	-0.012	-0.005	-0.013	NaN	0.005	0.000	0.003
YKL106W	0.001	0.001	-0.000	0.002	-0.001	0.000	-0.002
YKL107W	0.001	0.001	0.001	0.004	-0.000	-0.001	-0.000
YKL108W	-0.000	-0.002	-0.002	0.005	0.000	0.007	0.018
YKL109W	-0.000	-0.002	-0.003	-0.005	-0.000	-0.003	-0.004
YKL110C	0.000	-0.001	-0.002	0.001	-0.000	0.000	0.002
YKL111C	-0.002	0.002	0.002	0.002	-0.003	0.001	0.006
YKL112W	-0.002	0.001	-0.003	0.001	-0.002	0.000	0.004
YKL113C	-0.001	0.001	-0.001	0.002	-0.000	-0.000	-0.001
YKL114C	-0.002	-0.000	-0.002	0.001	-0.000	0.001	-0.000
YKL115C	0.004	0.003	0.002	0.010	-0.001	0.001	0.005
YKL116C	0.001	0.002	0.000	0.004	0.000	0.000	-0.003
YKL117W	0.001	0.000	-0.001	0.002	-0.001	-0.001	-0.002
YKL118W	0.001	0.001	-0.003	0.001	-0.000	-0.001	-0.005
YKL119C	0.002	-0.003	-0.004	-0.019	0.001	-0.001	0.001
YKL120W	-0.000	0.001	-0.001	0.001	0.000	-0.000	-0.001
YKL121W	-0.001	-0.000	-0.001	-0.000	0.000	0.000	0.007
YKL122C	0.001	0.001	-0.001	0.002	-0.000	-0.000	-0.002
