orf	het | growth (relative abundance in pooled culture) | glucose limitation, chemostat (glucose [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | phosphorus limitation, chemostat (phosphorus(.) [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.2/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.3/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, chemostat (culture dilution rate [0.3/h], minimal complete [standard]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, turbidostat (minimal complete [standard]) | Pir P~Oliver SG, 2012
YAL045C	-0.006730072100000001	-0.012570939000000001	0.0015808785000000001	-0.0052745234	-2.2941518e-05	-0.025819003	-0.037569173000000004
YAL046C	-0.0016182125000000001	-0.00044739727	-0.0023443324	0.0012822224	-0.00025127556999999997	0.0017624316	-0.0046277742
YAL047C	-0.00068258969	-7.6503755e-05	-0.0020541296000000002	0.0012570347	0.0033361109	-0.0005196370099999999	0.0016400920000000001
YAL048C	0.0001279105	0.00048796494999999996	-0.00055697358	0.0032227465	0.00029546292	0.0011498598	-0.004012761100000001
YAL051W	-0.0013915816	0.00025957952999999996	-0.0030256267000000002	-0.0010056274	-0.00031681191999999997	2.9173341000000003e-05	-0.0008292604399999999
YAL053W	-0.0026398678	-0.00029484049	-0.0017832266000000002	-0.0007411664	-0.0012052195	0.002988731	0.0052330798
YAL054C	0.00023605346	0.00045050562999999995	-0.0007920798299999999	0.0040506964000000005	-0.0007104084699999999	0.00034445813	-0.0032392274
YAL055W	0.0022061326	0.0020890755	0.00082363505	0.0063353385	-0.0026121549	0.00012254673999999999	0.0022320440000000003
YAL056C-A	-0.00013143524	0.00043134318	-0.0008691530799999999	0.0007899038599999999	0.0015562664	0.0007744410000000001	-0.0055889403
YAL056W	-0.00088025737	0.0015977447000000001	-0.00074764967	0.0025010894	0.0023384555	-0.0020076905	-0.0057900980000000005
YAL058W	-0.00018842685	-0.00028695094	-0.0016699653000000001	0.0032581568	0.0025181824	0.00018553865999999998	-0.0041277705
YAL059W	0.00029298173	-0.00042749621999999996	-0.001807109	0.0010660687000000001	0.0020970932	0.0009548962599999999	-0.0039915927
YAL060W	0.0008827371799999999	0.00035048851999999996	-0.00090192779	0.0029808745000000003	-0.0001360326	0.00041661327	-0.0070132128
YAL061W	-0.0018617122	-0.0010704078	-0.0024874951	0.00062416777	-0.0007143492299999999	0.00031266179	-0.0079986187
YAL062W	-0.0007140523599999999	-0.00042480835999999996	-0.0019609488	0.0019105137	-0.00034615338	-0.00079455112	-0.0035034002000000003
YAL064C-A	-0.0015047738	-0.00043927527	-0.0023229091	0.0013818433	-0.00083102858	0.00029482654999999996	-0.0028925126
YAL065C	-0.002332167	-0.00098536692	-0.0023803525000000002	-0.0019680184	-0.0013639814000000001	0.0017439898	-0.0016300199
YAL066W	-0.00061987544	-0.0011733697	-0.0025826665	0.0016059908000000001	-0.0013763831000000002	0.0010952253000000001	-0.009550330400000001
YAL067C	0.0017560306	-0.0053405969	-0.0013273143000000001	-0.0052901983	0.0010721052000000001	-0.0036796142	-0.0098882572
YAL068C	-0.0027539484	-0.005670904	-0.0026418391	-0.008131638200000001	0.000639241	-9.6839382e-05	-0.0077592436
YAR002C-A	-0.0014760208	-0.0012760042000000001	-0.0019329879	-0.0014940583	-0.0006465641199999999	0.0007244250699999999	-3.3675363e-05
YAR002W	-0.0029170043	-0.0063110377	-0.0014155068	-0.017251758000000002	-0.0011116206	0.00014563859	-0.030829323000000002
YAR003W	-0.0007944012199999999	-9.3950658e-05	0.0019780027	0.0013917916	-4.9553644e-05	-0.00045959984999999995	-0.007224042000000001
YAR007C	-0.0011999856	-0.00071182476	0.0004894279299999999	0.0017723365	0.0010851414	-0.0007405677899999999	-0.0081711904
YAR008W	-0.00024442798	-7.507381300000001e-05	0.0020934681000000003	0.0020872955	-0.00086183708	-0.00061746378	-0.006796174
YAR014C	-0.0007136238099999999	-0.00022748526	0.0020048594	0.0021191847	-0.00035289178999999997	-0.0012215311000000001	-0.0038738846
YAR015W	-0.00035876173	0.00020523697999999999	0.0013005903	0.0034025853	0.0010570059	0.00022303754999999998	-0.0071656827
YAR018C	-0.0053413440000000005	-0.007172449700000001	-0.007508681400000001	-0.0011412767000000001	0.0057934483	0.00035975382999999997	-0.013496696
YAR019C	-0.0021498554	-0.0011150439000000001	0.0014592890000000001	0.00041523445	-0.0017544347	-0.0016886409	-0.0025342726
YAR020C	-0.0006850747899999999	0.0007082706	0.0024360433000000003	0.0019319147	-0.0013847082	-0.0008576790099999999	0.0050557339000000005
YAR023C	0.00024686972	-0.0016412663	0.0012816437	0.0023565439	-0.00023638157999999999	-0.002033827	-0.0019802238
YAR027W	-0.002503171	-0.0014219307	-0.00069851637	-0.0026853793	-0.00024920225	-0.0022453897000000002	-0.0023969095
YAR028W	-0.0014268921	-0.00023454244	-0.00018957000000000002	0.0011499466	0.0018326142	0.0016261758000000002	-0.0042488843
YAR029W	-0.0026232287000000003	-0.0015947566000000001	0.0008424700799999999	0.00060867958	-0.0013225898000000002	0.0007109955299999999	0.0009475561
YAR030C	-0.00050189846	-0.00044519956999999996	0.0016443736	0.0014396801	-0.00037691001999999997	6.9489939e-05	-0.0033195043
YAR031W	-0.00061410994	-0.00048454241999999997	0.001241328	0.00055420503	-7.023823200000001e-05	0.00050242016	-0.0007652118099999999
YAR035W	-0.0021973628000000003	-0.00028331594999999997	0.0012243069	-0.00020043454	-6.3699771e-05	0.0005757271399999999	-0.0040598541
YAR042W	-0.001346413515	-0.0011064012150000001	-0.00193281964	-0.00331292775	0.00119774581	-0.00019406834999999997	-0.0005254133499999997
YAR047C	-0.008418296	-0.0072840978	-0.0004922751899999999	-0.020905041000000003	-0.0021043763	-0.0055952388	-0.048791426000000006
YAR050W	0.0030418313	0.0013805779000000001	0.0012513686	0.0058740869000000005	-0.00083361473	0.001037944	0.0051614138
YBL002W		0.0041571303	0.0047184229	-0.01114016	-0.0033775908	-0.0033126469	-0.0031252057
YBL004W	0.00068937326	0.00062470222	0.00059752043	0.0011260143	-0.00057516848	0.0011208811	0.0010141934
YBL006C	-0.0016970995	-0.0007721271099999999	0.0043474611	-0.0027204194	-0.00030882264	0.0020240612000000002	0.005157572
YBL007C	0.00022331032	0.001072663	-0.00018844117	0.0034040852000000003	-0.00057700237	0.00063709559	-0.0031610982000000003
YBL008W	-4.728248e-05	0.0011657808	0.0017552648000000001	0.0034654633000000003	0.00060087675	-2.8394317000000003e-05	-0.0045717683
YBL009W	0.0027664419	0.0018813347000000002	0.0026234384	0.002158012	0.00043952917	0.0009238230899999999	-0.0014311933
YBL010C	0.00016648945	-0.00058234975	0.0010819690000000001	0.00076040396	0.00021119784999999998	-0.0010884401	0.00038261291999999996
YBL011W		-0.0043302723	-0.0024511995	0.00069888397	-0.0026610265	-0.0054328345	-0.024350372000000002
YBL012C	-0.0012242954	-5.9418819000000006e-05	-0.0008835811000000001	0.00039119963	0.00014126253	-0.0023860073	-0.0046475621000000005
YBL013W	-0.0007191997799999999	-0.0049292651	0.0058068702000000005	-0.0038407529	-0.0029779157	-0.0074289418	-0.025100835000000002
YBL015W	0.0014381854	0.00064529863	0.0034364634	0.0012833295	0.0006537796	0.0027510195	-0.00083233786
YBL016W	-0.00046270025999999996	0.0009121898	-0.0027127551	0.001460195	-0.0013702946	-0.00012336094999999998	0.0008729714399999999
YBL017C	-0.0015366094000000001	-0.0010237859	-0.0012548598000000002	0.0015869577	-0.0008402175299999999	0.0011043849	0.0056688672
YBL018C	-0.0049228494	-0.0031252980000000003	-0.0016394098000000001	-0.012229963	-0.0036730349000000002	0.0010300511	0.0001530847
YBL019W	0.00037934214	0.00031352862	-0.001889494	-0.00047374471999999995	-0.0012946593	0.0012661566	0.0027745917
YBL020W	0.00059560263	0.0007189409	-0.0010265605	0.0017058593	0.00018030902999999999	0.0029994163	0.0022174439000000002
YBL024W	0.0017894713	0.0010975062000000001	-0.00065939132	0.0047171437	0.0002539271	0.0016159861	-0.0034589372
YBL025W	0.0019563743	0.0011754964	0.0005315775799999999	0.0043036974000000006	0.00042089030000000004	0.0012724945	0.0013966944000000001
YBL026W	0.0015327117	-0.0008645464799999999	0.00042920869	0.00025921441	0.0007347627899999999	0.0034829762	-0.02323008
YBL027W	0.0028762314	0.00023178950999999998	0.00053291411	0.0026418111	0.0015637305	-0.0050277862	-0.01900793
YBL028C	3.3307028e-05	-0.00068573213	-0.0022737866	0.0015503768	0.0010619731	0.0017450915	-0.0030562809
YBL029W	0.0011148419	-0.00099031398	-0.0013613269	0.002333024	0.00031106376	0.0016822159	-0.0042688589
YBL030C	0.0017103638	-5.2643897000000004e-05	-0.0017288276	0.0008876444099999999	-0.00052369036	0.0013619441	3.4029643e-05
YBL031W	-0.00010899691	-0.00011906928999999999	-0.0027048052000000003	0.00071281262	0.00080227817	0.00085576465	-0.0056725701000000005
YBL032W	-0.0017774488	-0.0037096183	-0.0037706664000000003	0.00027963384999999996	0.0026821098	-0.0011237530000000001	-0.0021093351
YBL033C	-0.001661734	0.00027100694	-0.0006892616799999999	-0.0041923772	-1.5380592e-05	0.0007404691299999999	-0.0090562705
YBL034C	0.0009983341499999999	0.00075632557	-0.0013623261000000001	0.0020720164	0.0034561235	-0.00070166194	0.0029753023
YBL035C	0.0001678511	0.00010708498	-0.0015472617	0.0008320299599999999	-6.009176600000001e-05	0.00012587120000000002	-0.0022669412000000002
YBL036C	8.9971527e-05	0.00085631885	-0.0019447863	0.001048394	0.00082014522	3.0652415999999996e-06	-0.0055168542
YBL037W	0.00054537769	-0.00029017786	-0.0013716545	-0.0001570335	-0.0007006773799999999	0.0010415118	0.0046247912000000006
YBL038W	0.0007949477699999999	0.00019711902	-0.001350223	0.00053414578	-0.0009644648499999999	0.0021524175	0.0013121219
YBL039C	0.0015792633000000001	0.0007051055	-0.0016298534	0.0033187399	0.00014157763	0.0032270989	0.0037948697
YBL040C	1.5735135e-05	-0.012810014000000002	-0.0077685919	-0.0085148725	0.00022052012999999998	-0.00079160498	-6.8264744e-05
YBL041W	-0.0021509914000000002	0.0004887376499999999	-0.003354606	-0.0014995292	-0.0026226583	0.0010264923	-0.0047931833
YBL042C	-0.0012143031	-0.00012141682	-0.0028023625000000003	-0.0018422261	-0.00018866334999999998	0.0008214401499999999	0.0021643178
YBL043W	0.00056918173	0.00043298443999999995	-0.0014287282	-0.00048174237999999996	0.0014772039000000002	0.0011644233	-0.00041446653
YBL044W	-0.0031091693000000003	-0.00024513013	-0.0017473966		0.0008854331699999999	-0.0032084397000000002	-0.011541991000000001
YBL045C	0.00061825692	0.0017925274	0.00040907955999999995	0.0022124740000000003	0.0008115594799999999	0.0009479872	-0.0012836723000000001
YBL046W	-0.0082707875	-0.005504458	-0.0033044824	-0.013226359	0.0029772513000000003	-0.00078265779	-0.0055967647
YBL048W	0.00052664676	0.00027098108	-0.0005660384099999999	0.0026066509	0.00032212119	0.00035077320000000004	-0.0041547084
YBL049W	-0.00052223237	-0.00033981296999999996	-0.0016678417	0.0009577288199999999	-0.00019643271	-0.00069777305	-0.0045728089
YBL050W	0.0017788666	-0.0087248242	-0.0028015214	0.002012648	-0.00061178999	-0.0053380248000000005	-0.0027423882
YBL051C	0.000998034	0.0012926277	-9.5661835e-05	5.1200812e-05	-0.00057373149	-0.0013904004	-0.0055423097
YBL052C	-0.011092817000000001	-0.0075300688	-0.014116197	-0.0005095143899999999	0.0018149164	-0.0021052632	-0.0010341733
YBL053W	-0.00048502657999999996	-0.00035554521	-0.0015012469	0.00044227458999999996	0.00050963398	0.0008669227599999999	-0.0051604954
YBL054W	-0.0010210725	0.00035937543999999997	-0.0022417475000000003	0.00087646794	0.00010839543	-0.00017373448	-0.00044059540000000003
YBL055C	-0.0010568271	-0.0005730740199999999	-0.0022241164	0.0014947136000000001	0.00069785551	0.0010489338	-0.0048453393
YBL056W	-0.00035571416	0.0005023526299999999	-0.001975432	0.0018002326000000001	0.00052884374	0.00037904373	-0.00043452936
YBL057C	0.00085516443	0.0005387287599999999	-0.00069571431	0.0013841614	-0.0011659394	0.0008963370000000001	-0.00026879816999999997
YBL058W	0.0035087189	0.0016977174	0.00012477272	0.0022070026	-0.0002201975	0.0010685780000000001	0.0034294932
YBL059W	-0.0009592134299999999	-0.0010861998	-0.0026802441	-0.0022291836000000002	-0.0013812324	-0.00016140925	-0.00054954811
YBL060W	0.0010431671	0.0007544391499999999	-0.00048325475999999996	0.0013887319000000001	0.00010921421999999999	0.0010420247000000001	-0.0028192468
YBL061C	0.00011469514	0.0005421427299999999	-0.0011877628	-0.00058128439	0.0013959457	0.001614694	-0.0015942015000000001
YBL062W	0.0005317322199999999	-0.0020170557	-0.0028987839	-0.0041245761	-0.00041893573999999997	-0.0024160879000000002	-0.0025268742
YBL063W	-0.00042981253999999997	-0.00043113944999999997	-0.0024867762	0.0010262638	-0.00027197059	-0.00023748202999999998	-0.004029556
YBL064C	-0.0010069963000000001	-0.00027592071999999997	-0.0033697141000000003	-0.0021883732	0.0012375238	-9.6776504e-05	-0.0020183705
YBL065W	-0.0011171921	-0.01130229	-0.011240927000000001	-0.002207586	-0.0066191838	-0.00020974067999999997	0.0019065907000000001
YBL066C	0.0021820568	-0.00081692135	-0.0016831649	-0.0011029983	-0.00046120332999999996	0.0005571729899999999	0.0002268026
YBL067C			-0.0099236474	0.025441222000000003	0.0048632717	-0.0059695422000000005	-0.004380327000000001
YBL068W	0.0015516433	0.0011654403000000001	-0.00019796389	0.0020313505	-0.00041710201999999995	0.0010020928	-0.0019636891000000003
YBL070C	0.0006632721	8.1265571e-05	-0.0010189245	0.00032103469	-0.00067900459	0.0015992237000000001	-0.0029827088
YBL071C	-0.00031561664	0.00012853721	-0.0025720624	-0.0019104318	-0.0007076530299999999	0.00057136497	-0.00030176469
YBL072C	0.00049236068	-5.643763899999999e-06	-0.00052752251	-0.0005569937699999999	-0.00067122493	-0.00018549329	-0.012863610000000001
YBL073W	-0.0022284781	-0.0030747613	-0.0018120579	-0.0018472850000000002	0.00015717040000000002	0.0018373546	0.0057655555
YBL074C	0.00039788191	-5.8779239e-05	-0.0012644964	-0.0032969081	-0.00095031182	0.00082570165	-0.0008447611799999999
YBL076C	-0.00034828975	6.985664000000001e-05	-0.0017482219	0.00019748592	0.00018355040999999998	0.00031174987	-0.0008911745699999999
YBL077W	0.0009546308399999999	0.001255767	-0.00032501873999999997	0.0019952651	-0.00035523506	0.0010092336	-0.0041963991
YBL078C	-0.0009257575399999999	-0.00042382654999999995	-0.0021185448000000003	0.00043539618999999995	-0.00042460568	0.0010613386	-0.0044457314
YBL079W	-4.7388783e-05	-0.0013117291	-0.0023166116	-0.0023886777	-0.00011302886	0.0065249091	0.0010142558
YBL080C	-5.7402252000000006e-05	-0.0009427190099999999	-0.0017332908	0.0020290195	0.00020704523999999998	0.0023675541	-0.0045273315000000005
YBL081W	-0.00046082375999999996	-0.0010932427	-0.0025410306	0.0011472262	-0.00012891712999999998	0.00069315132	-0.0054018189
YBL082C	-0.00041538174999999997	0.0004795463	-0.0020310425	0.00014241447	0.00048294316999999997	0.0014964521000000001	-0.0056682804000000005
YBL083C	-0.0010311084000000001	-0.0007220287	-0.0015499954000000001	0.0020843256	-0.00017840002	0.0016865626000000002	0.0070100658000000005
YBL084C	-0.0026360236	-0.0026385485000000003	-0.0029763616	-0.0043035026	-0.0031918954000000003	-0.0013690401	0.0024125106000000003
YBL085W	-0.00047101090999999995	0.00022758252	-0.0012878763	0.00047845544999999996	-0.00062453276	0.00022279483999999999	-0.0046171067
YBL086C		-0.0092660771			0.0018424746	-0.010787947	-0.0037440723000000003
YBL087C	-0.0049036010000000005	-0.0015238171	-0.0038294848	-0.0033254292	-0.00098010182	-0.0025260009	-0.015722424000000002
YBL088C	-0.0010193257	0.0006765188	-0.0024399141	-0.00085698858	0.0006192340399999999	2.7097346e-05	-0.0023992458
YBL089W	0.0008489473299999999	0.00093686298	-0.0011780476	0.0019139669	-0.0010691704	-0.00097617338	-0.0023758528
YBL090W	-0.0005545041	-0.00040068710000000003	-0.0022285375000000002	0.00021765058999999998	0.00036999912	-0.0005152126499999999	-0.0047950689
YBL091C-A	-0.0022369653	-0.0051384925	-0.0032013937	-0.006667876400000001	0.00056676021	-0.0031995189	-0.0045144658
YBL092W	0.0032025258	0.00083756375	0.0035950002	-0.0012261509	-0.0011019475	-0.0058710642000000006	-0.014856752
YBL093C	-0.007080809600000001	-0.016658782	0.00048065486	-0.0057959045	-0.0010806074	-0.010488972000000001	-0.033718289000000005
YBL094C	0.0005620962099999999	0.0006471568499999999	-0.0012004549	0.001696346	-0.00047648103	0.00021337030999999998	-0.00065498467
YBL095W	-0.0025253223	-0.0031146007	-0.0046193776	-0.0030721626	-0.0014587917	0.00028185208	0.0061774282000000005
YBL096C	-0.0011217565	-0.0032765717	-0.0029172448	0.0005137415799999999	-0.0016936279000000002	0.0016434824	-0.0034196148
YBL097W	-0.00012077812	-0.0006856962	-0.0026633053	-0.0043802817	-0.0021028063	-0.0011061945	-0.0034390212
YBL098W	0.0030139973	0.00045845543999999995	-0.00022260687	-0.0007357182399999999	-0.00039577172	-0.0013464402	-0.0025875694
YBL099W	-0.0076798264	-0.0075254643000000005	-0.014577391	0.0045163178	0.0026674174	0.0011760185	0.0009198773899999999
YBL100C	0.0008132211000000001	-0.0008584304199999999	-0.0015331463	0.0033334705	-0.00019436079	0.0014860633	0.0041290498
YBL101C	0.0010741283	0.0020313537	0.0006610040099999999	0.0032298948	-0.00035954069	0.0014116943000000001	-0.0013340851
YBL102W	-0.00043913896999999997	0.0004312586	-0.0010813712	0.0007315967599999999	-0.00053656693	0.0012255039	-0.0015905089000000001
YBL103C	-0.0014307777	0.00076293711	0.0010392426	-0.0010506735	-0.0051818603000000005	0.0017795833	-0.0007398688299999999
YBL104C	0.0020741665000000003	0.0017759221000000001	-2.6242203000000002e-05	0.0023861631	0.0007895416299999999	0.00018042355	0.005922653700000001
YBL105C	0.00024459081999999996	0.0031973839	0.0017749209	0.0035021820000000004	-8.560003300000001e-05	0.0012031126	-0.0024154898
YBL106C	0.0003066173	0.00033572729	-0.00049073906	0.0017397725	-0.0027232743	-9.0557995e-05	0.0009203359099999999
YBL107C	0.0010272412	0.0006686649199999999	-0.0004997758	0.0032571691000000003	0.0003964002	0.00048560003	-0.00076432673
YBR001C	0.00053929106	0.00092596603	-0.0005364135399999999	0.0024062694	-0.0010717096	0.0019015611	-0.00013535442
YBR002C	0.0049537386	-0.0026008825000000003	-0.0064090018	-0.0088797075	0.0013136286	0.00026190375	-0.009808639400000001
YBR003W	0.00014467467999999998	0.0010603205	-0.0013800638	0.00077589993	-0.0010231987000000001	0.00034588992	0.0018931505
YBR004C	0.0024886288	0.0010971778	0.00022706480999999998	0.0034740655000000003	0.0008562824199999999	4.4059392e-05	0.0021924806
YBR005W	0.0019710997000000003	0.0018889088	-0.00057941772	0.0026582073	0.00020865178999999998	0.0009951911099999999	0.00051953752
YBR006W	-7.3768498e-05	-0.00064882813	-0.0026907502	-0.0023938227	0.00041015303999999996	-0.00030251014999999997	0.0027040111
YBR007C	0.0019606227	0.00051973395	-0.00052272631	0.0031940206000000003	-0.00036144872999999996	0.0016512684000000001	0.0065570042
YBR008C	0.0021951339	0.0015718188	0.00078772046	0.0059418126000000005	-0.0012100537	-0.00017784033	0.0026588185
YBR009C	-0.0017771052	-0.00036936179			0.0025304737	0.0003087875	0.0048875109
YBR010W		-0.0009516593499999999			0.0018713788	-0.0030531246	0.00073536717
YBR011C	-0.0008874437299999999	0.00018160610000000002	-0.001048873	6.5082436e-05	-0.00076853612	5.5334103000000004e-05	-0.0011112325000000001
YBR012C	-0.00011030289	0.00048388109	-0.00020081110000000002	0.0028298403000000002	-0.0023554181	-0.0007010383599999999	0.0039107527
YBR013C	-0.0012266	-0.0004996342000000001	-0.0028579666	-0.0019537234000000002	-0.00145049	0.00017440063	0.0040629985000000006
YBR014C		-0.0032430524000000003			0.00055533215	0.00031817337	0.0035299967000000003
YBR015C	0.00023524309	-0.00014684987999999998	-0.00017917018	0.001460425	-0.0009892094699999999	0.0021632216	0.0090028515
YBR016W	0.0022156501	0.0023838310000000003	0.001843606	0.0074222899	-2.1304505e-05	-0.00061663618	0.0044811862
YBR017C	-4.3899523000000005e-05	0.0010283513	1.1220746e-05	0.00053228949	0.0011831254	-0.00027201617999999996	0.0024171561
YBR018C	-0.00011279317999999999	0.0010752195	0.0006552027	0.0025242862000000002	0.00039870136	0.0015092082	4.6365782e-05
YBR019C	0.0013605419000000001	0.0011321378000000001	0.0013349922	0.0054263449	-0.0011047272	0.00080921375	0.006092497200000001
