orf	hap a | growth (spot assay) | CG-1521 [55-75 uM] | Gaupel AC~Tenniswood M, 2014
YDR194C	-0.011250792652942399
YDR195W	-0.011250792652942399
YDR197W	-0.011250792652942399
YDR198C	-0.011250792652942399
YDR199W	-0.5681650289735753
YDR200C	0.5456634436676905
YDR202C	-0.011250792652942399
YDR203W	-0.011250792652942399
YDR204W	0.5456634436676905
YDR205W	-0.011250792652942399
YDR206W	-0.011250792652942399
YDR207C	-0.011250792652942399
YDR209C	-0.011250792652942399
YDR210W	-0.011250792652942399
YDR213W	-0.011250792652942399
YDR214W	-0.011250792652942399
YDR215C	-0.011250792652942399
YDR216W	-0.011250792652942399
YDR217C	-0.011250792652942399
YDR218C	-0.011250792652942399
YDR219C	-0.011250792652942399
YDR220C	-0.011250792652942399
YDR221W	-0.011250792652942399
YDR222W	-0.011250792652942399
YDR223W	-0.011250792652942399
YDR225W	0.5456634436676905
YDR226W	0.5456634436676905
YDR227W	-0.011250792652942399
YDR229W	-0.011250792652942399
YDR230W	-0.011250792652942399
YDR231C	-0.011250792652942399
YDR233C	-0.011250792652942399
YDR234W	-0.011250792652942399
YDR237W	-0.011250792652942399
YDR239C	-0.011250792652942399
YDR241W	-0.011250792652942399
YDR242W	-0.011250792652942399
YDR244W	-0.011250792652942399
YDR245W	-2.795821974256107
YDR247W	-0.011250792652942399
YDR248C	-0.011250792652942399
YDR249C	-0.011250792652942399
YDR250C	-0.011250792652942399
YDR251W	-0.011250792652942399
YDR252W	-0.011250792652942399
YDR253C	-0.011250792652942399
YDR254W	-0.011250792652942399
YDR255C	-0.011250792652942399
YDR256C	-0.011250792652942399
YDR257C	-0.011250792652942399
YDR258C	-0.011250792652942399
YDR259C	-0.011250792652942399
YDR260C	-0.011250792652942399
YDR261C	-0.011250792652942399
YDR262W	-0.011250792652942399
YDR263C	-0.011250792652942399
YDR264C	-0.011250792652942399
YDR265W	-0.011250792652942399
YDR266C	-0.011250792652942399
YDR268W	-0.011250792652942399
YDR269C	-0.5681650289735753
YDR270W	-0.5681650289735753
YDR271C	-0.5681650289735753
YDR272W	-0.011250792652942399
YDR273W	-0.011250792652942399
YDR274C	-0.011250792652942399
YDR275W	-0.011250792652942399
YDR276C	-0.011250792652942399
YDR277C	-0.011250792652942399
YDR278C	-0.011250792652942399
YDR279W	-0.011250792652942399
YDR281C	-0.011250792652942399
YDR282C	-0.011250792652942399
YDR283C	-0.011250792652942399
YDR284C	-0.011250792652942399
YDR285W	-0.011250792652942399
YDR286C	-0.011250792652942399
YDR287W	-0.011250792652942399
YDR289C	-0.011250792652942399
YDR290W	-1.1250792652942083
YDR291W	-0.011250792652942399
YDR293C	-5.023478919538639
YDR294C	-0.011250792652942399
YDR295C	-1.1250792652942083
YDR296W	-0.011250792652942399
YDR297W	-0.011250792652942399
YDR298C	-0.011250792652942399
YDR300C	-2.795821974256107
YDR304C	-0.011250792652942399
YDR305C	-0.011250792652942399
YDR306C	-0.011250792652942399
YDR307W	-0.011250792652942399
YDR309C	-0.011250792652942399
YDR310C	-1.1250792652942083
YDR312W	-0.011250792652942399
YDR313C	-0.011250792652942399
YDR314C	-0.011250792652942399
YDR315C	-0.011250792652942399
YDR316W	-0.011250792652942399
YDR317W	-0.011250792652942399
YDR318W	-0.011250792652942399
YDR319C	-0.011250792652942399
YDR320C	-0.5681650289735753
YDR321W	-0.011250792652942399
YDR322W	-0.011250792652942399
YDR323C	-0.011250792652942399
YDR326C	-0.011250792652942399
YDR329C	-0.011250792652942399
YDR330W	-0.011250792652942399
YDR332W	-0.011250792652942399
YDR333C	-0.011250792652942399
YDR334W	-2.795821974256107
YDR335W	-0.011250792652942399
YDR336W	-0.011250792652942399
YDR337W	-0.011250792652942399
YDR338C	-0.011250792652942399
YDR340W	-0.011250792652942399
YDR344C	-0.011250792652942399
YDR345C	-1.1250792652942083
YDR346C	-0.011250792652942399
YDR347W	-0.011250792652942399
YDR348C	-0.011250792652942399
YDR349C	0.5456634436676905
YDR350C	-1.681993501614841
YDR351W	-0.011250792652942399
YDR352W	-0.011250792652942399
YDR354W	-1.1250792652942083
YDR357C	-0.011250792652942399
YDR358W	-0.011250792652942399
YDR359C	-0.011250792652942399
YDR360W	-0.011250792652942399
YDR363W	0.5456634436676905
YDR363W-A	-0.011250792652942399
YDR364C	-2.795821974256107
YDR368W	-0.011250792652942399
YDR369C	-1.1250792652942083
YDR370C	-0.011250792652942399
YDR371W	-0.011250792652942399
YDR372C	0.5456634436676905
YDR374C	-0.011250792652942399
YDR375C	-0.011250792652942399
YDR377W	-0.011250792652942399
YDR378C	-3.3527362105767398
YDR379W	-0.5681650289735753
YDR380W	0.5456634436676905
YDR382W	-0.011250792652942399
YDR383C	-0.011250792652942399
YDR384C	-0.011250792652942399
YDR385W	-0.011250792652942399
YDR386W	-0.011250792652942399
YDR387C	-0.011250792652942399
YDR388W	-0.011250792652942399
YDR389W	0.5456634436676905
YDR391C	-0.011250792652942399
YDR392W	-3.3527362105767398
YDR393W	-0.011250792652942399
YDR395W	-0.011250792652942399
YDR399W	-0.011250792652942399
YDR400W	-0.011250792652942399
YDR401W	-0.011250792652942399
YDR402C	-0.011250792652942399
YDR403W	-0.011250792652942399
YDR405W	-0.011250792652942399
YDR406W	-0.011250792652942399
YDR408C	-1.1250792652942083
YDR409W	-1.1250792652942083
YDR410C	-0.5681650289735753
YDR411C	-0.011250792652942399
YDR414C	-1.1250792652942083
YDR415C	-0.011250792652942399
YDR417C	-1.1250792652942083
YDR418W	-2.2389077379354743
YDR419W	-0.011250792652942399
YDR420W	-0.011250792652942399
YDR421W	-0.011250792652942399
YDR422C	-0.011250792652942399
YDR423C	-0.011250792652942399
YDR424C	-0.011250792652942399
YDR425W	-0.011250792652942399
YDR426C	-0.011250792652942399
YDR428C	1.1025776799883233
YDR430C	-0.011250792652942399
YDR431W	-0.011250792652942399
YDR432W	-1.1250792652942083
YDR433W	-0.011250792652942399
YDR435C	0.5456634436676905
YDR436W	-0.011250792652942399
YDR438W	-0.011250792652942399
YDR439W	-0.5681650289735753
YDR440W	-0.5681650289735753
YDR441C	-0.011250792652942399
YDR442W	1.1025776799883233
YDR443C	1.1025776799883233
YDR444W	-0.011250792652942399
YDR445C	-0.011250792652942399
YDR446W	-0.011250792652942399
YDR447C	-0.011250792652942399
YDR448W	-5.580393155859271
YDR450W	-0.5681650289735753
YDR451C	-0.011250792652942399
YDR452W	-0.011250792652942399
YDR453C	-0.011250792652942399
YDR455C	-0.011250792652942399
YDR456W	-0.5681650289735753
YDR457W	-0.5681650289735753
YDR458C	-0.011250792652942399
YDR459C	-0.011250792652942399
YDR461W	-0.011250792652942399
YDR462W	-0.011250792652942399
YDR463W	-0.011250792652942399
YDR465C	-0.011250792652942399
YDR466W	-0.011250792652942399
YDR467C	-0.011250792652942399
YDR469W	-1.681993501614841
YDR470C	-2.2389077379354743
YDR471W	-0.011250792652942399
YDR475C	-0.011250792652942399
YDR476C	-0.011250792652942399
YDR477W	-3.3527362105767398
YDR479C	-0.5681650289735753
YDR480W	-0.011250792652942399
YDR481C	-0.011250792652942399
YDR482C	-0.011250792652942399
YDR483W	-0.011250792652942399
YDR484W	-3.909650446897373
YDR485C	-1.681993501614841
YDR486C	1.6594919163089563
YDR488C	-0.011250792652942399
YDR490C	-0.011250792652942399
YDR491C	-0.5681650289735753
YDR492W	-0.5681650289735753
YDR493W	-0.011250792652942399
YDR494W	-0.011250792652942399
YDR495C	-0.5681650289735753
YDR496C	-0.011250792652942399
YDR497C	-1.681993501614841
YDR500C	-0.5681650289735753
YDR501W	-0.011250792652942399
YDR502C	-0.011250792652942399
YDR503C	0.5456634436676905
YDR504C	-0.011250792652942399
YDR505C	-0.011250792652942399
YDR506C	-0.011250792652942399
YDR507C	-0.011250792652942399
YDR508C	-1.681993501614841
YDR509W	-0.011250792652942399
YDR511W	-0.011250792652942399
YDR512C	-1.1250792652942083
YDR513W	-0.011250792652942399
YDR514C	-0.011250792652942399
YDR515W	-0.011250792652942399
YDR516C	-0.5681650289735753
YDR517W	-0.011250792652942399
YDR518W	-0.011250792652942399
YDR519W	-0.011250792652942399
YDR520C	-0.011250792652942399
YDR521W	-0.011250792652942399
YDR522C	-0.011250792652942399
YDR523C	-0.011250792652942399
YDR524C	-0.011250792652942399
YDR525W	-0.011250792652942399
YDR525W-A	-0.011250792652942399
YDR528W	-0.011250792652942399
YDR529C	-1.681993501614841
YDR530C	-0.011250792652942399
YDR532C	-0.011250792652942399
YDR533C	-0.011250792652942399
YDR534C	-0.011250792652942399
YDR535C	-0.011250792652942399
YDR536W	-0.011250792652942399
YDR537C	-0.011250792652942399
YDR538W	-0.011250792652942399
YDR539W	-0.011250792652942399
YDR540C	-0.011250792652942399
YDR541C	-0.011250792652942399
YEL001C	-0.011250792652942399
YEL003W	-0.011250792652942399
YEL004W	-0.011250792652942399
YEL005C	-0.011250792652942399
YEL006W	-0.011250792652942399
YEL007W	-0.5681650289735753
YEL008W	-0.011250792652942399
YEL009C	-0.011250792652942399
YEL010W	-0.011250792652942399
YEL011W	-0.011250792652942399
YEL012W	-1.1250792652942083
YEL013W	1.1025776799883233
YEL014C	1.1025776799883233
YEL015W	0.5456634436676905
YEL016C	-0.011250792652942399
YEL017C-A	-0.011250792652942399
YEL017W	-0.011250792652942399
YEL020C	-0.011250792652942399
YEL023C	-0.011250792652942399
YEL024W	-0.011250792652942399
YEL025C	-0.011250792652942399
YEL027W	-6.137307392179904
YEL028W	-0.011250792652942399
YEL029C	-1.1250792652942083
YEL030W	-0.011250792652942399
YEL031W	-2.795821974256107
YEL033W	1.6594919163089563
YEL036C	-3.3527362105767398
YEL037C	-0.011250792652942399
YEL038W	-0.011250792652942399
YEL039C	-0.011250792652942399
YEL040W	-0.011250792652942399
YEL041W	-0.011250792652942399
YEL042W	-0.011250792652942399
YEL043W	-0.5681650289735753
YEL044W	-2.795821974256107
YEL045C	-3.3527362105767398
YEL046C	-3.909650446897373
YEL047C	-0.011250792652942399
YEL048C	-0.011250792652942399
YEL049W	-0.011250792652942399
YEL050C	-2.795821974256107
YEL051W	-5.580393155859271
YEL052W	-0.011250792652942399
YEL053C	0.5456634436676905
YEL054C	-0.011250792652942399
YEL056W	0.5456634436676905
YEL057C	-0.011250792652942399
YEL059W	1.1025776799883233
YEL060C	-0.011250792652942399
YEL061C	0.5456634436676905
YEL062W	-0.011250792652942399
YEL063C	-0.011250792652942399
YEL064C	-0.011250792652942399
YEL065W	-0.011250792652942399
YEL066W	-0.011250792652942399
YEL067C	-0.011250792652942399
YEL068C	-0.011250792652942399
YEL071W	-0.011250792652942399
YEL072W	-0.5681650289735753
YER001W	-0.011250792652942399
YER002W	-2.2389077379354743
YER004W	-0.011250792652942399
YER005W	-0.011250792652942399
YER007C-A	-0.011250792652942399
YER007W	-0.011250792652942399
YER010C	-0.011250792652942399
YER011W	-0.5681650289735753
YER014C-A	-2.795821974256107
YER014W	-2.2389077379354743
YER016W	-0.011250792652942399
YER017C	-0.011250792652942399
YER019C-A	-0.5681650289735753
YER019W	-1.1250792652942083
YER020W	-0.011250792652942399
YER024W	-0.011250792652942399
YER027C	-0.011250792652942399
YER028C	-0.011250792652942399
YER030W	-0.011250792652942399
YER031C	-0.011250792652942399
YER032W	-0.011250792652942399
YER033C	-0.011250792652942399
YER034W	-0.011250792652942399
YER035W	-0.011250792652942399
YER037W	-0.011250792652942399
YER038W-A	-0.011250792652942399
YER039C	-0.011250792652942399
YER039C-A	-0.011250792652942399
YER040W	0.5456634436676905
YER041W	-0.011250792652942399
YER042W	-0.011250792652942399
YER044C	-1.1250792652942083
YER044C-A	-0.011250792652942399
YER045C	-0.011250792652942399
YER046W	-0.011250792652942399
YER046W-A	-0.011250792652942399
YER047C	-0.011250792652942399
YER048C	-0.011250792652942399
YER049W	-0.011250792652942399
YER050C	-0.011250792652942399
YER051W	-0.011250792652942399
YER052C	-0.5681650289735753
YER053C	-0.011250792652942399
YER054C	-0.011250792652942399
YER055C	-1.1250792652942083
YER056C	-0.011250792652942399
YER056C-A	-0.011250792652942399
YER057C	-0.011250792652942399
YER058W	-0.011250792652942399
YER059W	-0.011250792652942399
YER060W	-0.011250792652942399
YER060W-A	-0.011250792652942399
YER061C	-0.5681650289735753
YER062C	-0.011250792652942399
YER063W	-0.011250792652942399
YER064C	-0.011250792652942399
YER065C	-0.011250792652942399
YER066C-A	-0.011250792652942399
YER066W	-0.011250792652942399
YER067C-A	-0.011250792652942399
YER067W	-0.011250792652942399
YER068C-A	-0.011250792652942399
YER068W	-0.011250792652942399
YER069W	-0.011250792652942399
YER070W	-0.011250792652942399
YER071C	-0.011250792652942399
YER072W	-0.011250792652942399
YER073W	-0.011250792652942399
YER074W	-0.011250792652942399
YER075C	-0.011250792652942399
YER077C	-0.011250792652942399
YER078C	-0.011250792652942399
YER079W	-0.011250792652942399
YER080W	-0.011250792652942399
YER081W	-0.011250792652942399
YER083C	-4.466564683218006
YER084W	-1.681993501614841
YER085C	-0.011250792652942399
YER086W	-5.580393155859271
YER087C-B	-0.011250792652942399
YER087W	-2.795821974256107
YER088C	-0.011250792652942399
YER089C	-0.011250792652942399
YER090W	-1.681993501614841
YER091C	-0.011250792652942399
YER091C-A	-0.011250792652942399
YER092W	-0.011250792652942399
YER093C-A	-0.011250792652942399
YER095W	-0.011250792652942399
YER096W	-0.011250792652942399
YER097W	-0.011250792652942399
YER098W	-0.011250792652942399
YER101C	-0.011250792652942399
YER103W	-0.011250792652942399
YER106W	-0.011250792652942399
YER110C	-0.011250792652942399
YER111C	-0.011250792652942399
YER113C	-0.011250792652942399
YER114C	-0.011250792652942399
YER115C	-0.011250792652942399
YER116C	-0.011250792652942399
YER117W	-1.1250792652942083
YER118C	-0.011250792652942399
YER119C	-0.011250792652942399
YER119C-A	0.5456634436676905
YER120W	0.5456634436676905
YER121W	-0.011250792652942399
YER122C	-1.1250792652942083
YER123W	-0.011250792652942399
YER124C	-0.011250792652942399
YER128W	-0.011250792652942399
YER129W	-0.011250792652942399
YER130C	-0.011250792652942399
YER131W	-0.5681650289735753
YER132C	-0.011250792652942399
YER134C	-0.011250792652942399
YER135C	-0.011250792652942399
YER137C	-0.011250792652942399
YER139C	-0.011250792652942399
YER140W	-0.011250792652942399
YER141W	-1.1250792652942083
YER142C	-0.011250792652942399
YER143W	-1.1250792652942083
YER144C	-0.011250792652942399
YER145C	-0.5681650289735753
YER149C	-0.011250792652942399
YER150W	-0.011250792652942399
YER151C	-3.909650446897373
YER152C	-0.011250792652942399
YER153C	-0.011250792652942399
YER154W	-0.011250792652942399
YER155C	-0.011250792652942399
YER156C	-0.011250792652942399
YER158C	-0.011250792652942399
YER161C	-0.011250792652942399
YER162C	-1.1250792652942083
YER163C	-0.011250792652942399
YER164W	-0.011250792652942399
YER166W	-0.011250792652942399
YER167W	-0.011250792652942399
YER169W	-0.011250792652942399
YER170W	-0.011250792652942399
YER173W	-0.011250792652942399
YER174C	-1.1250792652942083
YER175C	-0.011250792652942399
YER176W	-0.011250792652942399
YER177W	-0.5681650289735753
YER178W	-1.681993501614841
YER179W	-0.011250792652942399
YER180C	-0.011250792652942399
YER181C	-0.011250792652942399
YER182W	-0.011250792652942399
YER183C	-0.011250792652942399
YER184C	-0.011250792652942399
YER185W	-0.011250792652942399
YER186C	-0.011250792652942399
YER187W	-0.011250792652942399
YER188W	-0.011250792652942399
YFL001W	-0.5681650289735753
YFL003C	-0.011250792652942399
YFL004W	-0.011250792652942399
YFL007W	-0.011250792652942399
YFL010C	-0.011250792652942399
YFL010W-A	-0.011250792652942399
YFL011W	0.5456634436676905
YFL012W	-0.011250792652942399
YFL012W-A	-0.011250792652942399
YFL013C	-0.011250792652942399
YFL014W	-0.5681650289735753
YFL015C	-0.011250792652942399
YFL016C	-0.011250792652942399
YFL018C	-0.011250792652942399
YFL019C	-0.011250792652942399
YFL020C	-0.011250792652942399
YFL021W	-0.011250792652942399
YFL023W	-0.011250792652942399
YFL025C	-0.011250792652942399
YFL026W	-0.011250792652942399
YFL027C	-0.011250792652942399
YFL028C	-0.011250792652942399
YFL030W	-0.011250792652942399
YFL031W	-0.011250792652942399
YFL032W	-0.011250792652942399
YFL033C	-0.5681650289735753
YFL034C-A	-0.011250792652942399
YFL034W	0.5456634436676905
YFL036W	-0.011250792652942399
YFL040W	-0.011250792652942399
YFL041W	-0.011250792652942399
YFL042C	-0.011250792652942399
YFL044C	-0.011250792652942399
YFL046W	-0.011250792652942399
YFL047W	-0.011250792652942399
YFL048C	-0.011250792652942399
YFL049W	-0.011250792652942399
YFL050C	-0.011250792652942399
YFL051C	-0.011250792652942399
YFL052W	0.5456634436676905
YFL053W	-0.011250792652942399
YFL054C	-0.011250792652942399
YFL055W	-0.011250792652942399
YFL063W	-0.011250792652942399
YFR001W	-0.011250792652942399
YFR006W	-0.011250792652942399
YFR007W	-0.011250792652942399
YFR008W	-1.1250792652942083
YFR009W	0.5456634436676905
YFR010W	-0.011250792652942399
YFR011C	-0.011250792652942399
YFR012W	-1.681993501614841
YFR013W	-0.011250792652942399
YFR014C	-0.011250792652942399
YFR015C	0.5456634436676905
YFR016C	-0.011250792652942399
YFR017C	-0.011250792652942399
YFR018C	-0.011250792652942399
YFR019W	-1.1250792652942083
YFR020W	-0.011250792652942399
YFR021W	-0.011250792652942399
YFR022W	-0.011250792652942399
YFR023W	-0.011250792652942399
YFR024C-A	-0.5681650289735753
YFR025C	-0.011250792652942399
YFR026C	-0.011250792652942399
YFR030W	-0.011250792652942399
YFR031C-A	-0.011250792652942399
YFR032C	-0.011250792652942399
YFR032C-A	-0.011250792652942399
YFR033C	-0.011250792652942399
YFR034C	-1.1250792652942083
YFR035C	-0.011250792652942399
YFR036W	-0.011250792652942399
YFR038W	-0.011250792652942399
YFR039C	-0.011250792652942399
YFR040W	0.5456634436676905
YFR041C	-0.011250792652942399
YFR043C	-0.011250792652942399
YFR044C	-0.011250792652942399
YFR045W	-0.011250792652942399
YFR046C	-0.011250792652942399
YFR047C	-0.011250792652942399
YFR048W	-1.1250792652942083
YFR049W	-0.011250792652942399
YFR053C	-0.011250792652942399
YFR054C	-0.011250792652942399
YFR055W	-0.011250792652942399
YFR056C	-0.011250792652942399
YFR057W	-0.011250792652942399
YGL002W	-0.011250792652942399
YGL003C	-0.011250792652942399
YGL004C	-0.011250792652942399
YGL005C	-0.011250792652942399
YGL006W	-0.011250792652942399
YGL007W	-2.795821974256107
YGL010W	-0.011250792652942399
YGL012W	-3.3527362105767398
YGL013C	-4.466564683218006
YGL014W	-0.011250792652942399
YGL015C	-0.011250792652942399
YGL016W	-0.011250792652942399
YGL017W	-1.1250792652942083
YGL019W	-1.681993501614841
YGL020C	-3.909650446897373
YGL021W	-0.011250792652942399
YGL023C	-0.011250792652942399
YGL024W	-0.011250792652942399
YGL025C	-4.466564683218006
YGL026C	-0.5681650289735753
YGL027C	-0.011250792652942399
YGL028C	-0.011250792652942399
YGL029W	-1.1250792652942083
YGL031C	-0.011250792652942399
YGL032C	-0.011250792652942399
YGL033W	-0.011250792652942399
YGL034C	-0.011250792652942399
YGL035C	-0.011250792652942399
YGL036W	-0.011250792652942399
YGL037C	-0.011250792652942399
YGL038C	-6.694221628500538
YGL039W	-0.011250792652942399
YGL041C	-0.011250792652942399
YGL042C	-2.2389077379354743
YGL043W	-0.011250792652942399
YGL045W	-1.1250792652942083
YGL049C	-0.011250792652942399
YGL050W	-0.011250792652942399
YGL051W	-0.011250792652942399
YGL053W	-0.011250792652942399
YGL054C	-4.466564683218006
YGL056C	-0.011250792652942399
YGL057C	-0.011250792652942399
YGL058W	-1.1250792652942083
YGL059W	-0.011250792652942399
YGL060W	0.5456634436676905
YGL062W	-0.011250792652942399
YGL063W	-0.011250792652942399
YGL064C	-0.011250792652942399
YGL066W	-2.2389077379354743
YGL067W	-0.011250792652942399
YGL070C	-6.137307392179904
YGL071W	-5.023478919538639
YGL072C	-0.011250792652942399
YGL076C	-0.011250792652942399
YGL077C	-0.011250792652942399
YGL078C	-0.011250792652942399
YGL079W	-0.011250792652942399
YGL080W	-0.011250792652942399
YGL081W	-0.011250792652942399
YGL082W	-0.011250792652942399
YGL083W	0.5456634436676905
YGL084C	-0.011250792652942399
YGL085W	-0.011250792652942399
YGL086W	-0.011250792652942399
YGL087C	-0.011250792652942399
YGL088W	-1.1250792652942083
YGL089C	-0.011250792652942399
YGL090W	-0.011250792652942399
YGL094C	-0.011250792652942399
YGL095C	-5.580393155859271
YGL096W	-0.011250792652942399
YGL101W	-1.1250792652942083
YGL104C	-0.011250792652942399
YGL105W	-0.011250792652942399
YGL107C	-0.011250792652942399
YGL108C	-0.011250792652942399
YGL109W	-0.011250792652942399
YGL110C	-0.011250792652942399
YGL114W	-0.011250792652942399
YGL115W	-2.795821974256107
YGL117W	-0.011250792652942399
YGL118C	-0.011250792652942399
YGL121C	-0.011250792652942399
YGL124C	-1.1250792652942083
YGL125W	-0.011250792652942399
YGL126W	-0.5681650289735753
YGL127C	-0.011250792652942399
YGL129C	-0.011250792652942399
YGL131C	-0.011250792652942399
YGL132W	-0.011250792652942399
YGL133W	-0.011250792652942399
YGL135W	-1.1250792652942083
YGL136C	-0.011250792652942399
YGL138C	-0.011250792652942399
YGL139W	-0.011250792652942399
YGL140C	-0.011250792652942399
YGL141W	-0.011250792652942399
YGL143C	-0.011250792652942399
YGL144C	-0.011250792652942399
YGL146C	-0.011250792652942399
YGL147C	-0.5681650289735753
YGL148W	-5.580393155859271
YGL149W	-0.011250792652942399
YGL151W	0.5456634436676905
YGL152C	-0.011250792652942399
YGL153W	-0.011250792652942399
YGL154C	-0.5681650289735753
YGL156W	-0.011250792652942399
YGL157W	-0.011250792652942399
YGL158W	-0.011250792652942399
YGL159W	-0.011250792652942399
YGL160W	-0.011250792652942399
YGL161C	-0.011250792652942399
YGL162W	-0.011250792652942399
YGL163C	-0.5681650289735753
YGL164C	-0.011250792652942399
YGL165C	-0.011250792652942399
YGL166W	-0.011250792652942399
YGL167C	-2.2389077379354743
YGL168W	-2.2389077379354743
YGL170C	-0.011250792652942399
YGL173C	-2.795821974256107
YGL174W	-0.011250792652942399
YGL175C	-0.011250792652942399
YGL176C	-0.011250792652942399
YGL177W	-0.011250792652942399
YGL179C	-0.5681650289735753
YGL180W	-0.011250792652942399
YGL181W	-0.011250792652942399
YGL194C	-0.011250792652942399
YGL195W	-0.011250792652942399
YGL196W	-0.011250792652942399
YGL197W	-0.5681650289735753
YGL198W	-0.011250792652942399
YGL199C	-0.011250792652942399
YGL200C	-0.011250792652942399
YGL202W	-0.011250792652942399
YGL203C	0.5456634436676905
YGL206C	-3.3527362105767398
YGL208W	0.5456634436676905
YGL209W	-0.011250792652942399
YGL210W	0.5456634436676905
YGL211W	1.1025776799883233
YGL212W	-1.681993501614841
YGL213C	0.5456634436676905
YGL214W	0.5456634436676905
YGL215W	-0.011250792652942399
YGL216W	-0.011250792652942399
YGL217C	-0.011250792652942399
YGL218W	-0.011250792652942399
YGL219C	-0.5681650289735753
YGL220W	-0.011250792652942399
YGL221C	-0.011250792652942399
YGL222C	-0.011250792652942399
YGL223C	-2.2389077379354743
YGL224C	-0.011250792652942399
YGL226C-A	-0.011250792652942399
YGL226W	-1.1250792652942083
YGL227W	-1.1250792652942083
YGL228W	-0.011250792652942399
YGL229C	-0.011250792652942399
YGL230C	-0.011250792652942399
YGL231C	-0.011250792652942399
YGL232W	-0.011250792652942399
YGL234W	-0.011250792652942399
YGL235W	-0.011250792652942399
YGL236C	-0.011250792652942399
YGL237C	-0.011250792652942399
YGL240W	0.5456634436676905
YGL241W	-0.011250792652942399
YGL242C	-0.011250792652942399
YGL243W	-0.011250792652942399
YGL244W	-1.1250792652942083
YGL246C	-0.011250792652942399
YGL248W	-0.011250792652942399
YGL249W	-0.5681650289735753
YGL250W	-0.011250792652942399
YGL251C	-0.011250792652942399
YGL252C	-0.011250792652942399
YGL253W	-1.1250792652942083
YGL254W	-0.011250792652942399
YGL255W	-0.011250792652942399
YGL256W	-0.011250792652942399
YGL257C	-0.011250792652942399
YGL258W	-0.011250792652942399
YGL259W	-0.011250792652942399
YGL260W	-0.011250792652942399
YGL261C	-0.011250792652942399
YGL262W	-0.011250792652942399
YGL263W	-0.011250792652942399
YGR001C	-0.011250792652942399
YGR003W	-0.011250792652942399
YGR004W	-1.681993501614841
YGR006W	-0.011250792652942399
YGR007W	-0.011250792652942399
YGR008C	-0.011250792652942399
YGR010W	-0.011250792652942399
YGR011W	-0.5681650289735753
YGR012W	-0.011250792652942399
YGR014W	-0.011250792652942399
YGR015C	-0.011250792652942399
YGR016W	-0.011250792652942399
YGR017W	0.5456634436676905
YGR018C	-0.011250792652942399
YGR019W	-0.011250792652942399
YGR020C	-0.011250792652942399
YGR021W	-0.011250792652942399
YGR022C	-0.011250792652942399
YGR023W	-0.011250792652942399
YGR025W	-0.011250792652942399
YGR026W	-0.011250792652942399
YGR027C	-0.5681650289735753
YGR028W	-0.011250792652942399
YGR031W	-0.011250792652942399
YGR032W	-0.011250792652942399
YGR033C	-0.011250792652942399
YGR034W	-0.011250792652942399
YGR035C	-0.011250792652942399
YGR036C	-4.466564683218006
YGR037C	-1.681993501614841
YGR038W	-0.5681650289735753
YGR039W	-0.011250792652942399
YGR040W	-0.011250792652942399
YGR041W	-0.011250792652942399
YGR042W	-0.011250792652942399
YGR043C	-0.011250792652942399
YGR044C	-0.011250792652942399
YGR045C	-0.011250792652942399
YGR049W	-0.011250792652942399
YGR050C	-0.011250792652942399
YGR051C	-0.011250792652942399
YGR052W	-0.011250792652942399
YGR053C	-0.011250792652942399
YGR054W	-1.681993501614841
YGR055W	-0.011250792652942399
YGR056W	-0.011250792652942399
YGR057C	-2.2389077379354743
YGR058W	-0.5681650289735753
YGR059W	0.5456634436676905
YGR061C	-2.2389077379354743
YGR062C	-0.011250792652942399
YGR063C	-5.580393155859271
YGR064W	-3.3527362105767398
YGR066C	-0.011250792652942399
YGR067C	-0.011250792652942399
YGR068C	-0.5681650289735753
YGR069W	-0.5681650289735753
YGR070W	-0.011250792652942399
YGR071C	-1.1250792652942083
YGR072W	1.6594919163089563
YGR076C	-0.011250792652942399
YGR077C	-0.5681650289735753
YGR078C	0.5456634436676905
YGR079W	-0.011250792652942399
YGR080W	-0.011250792652942399
YGR081C	-1.1250792652942083
YGR084C	-0.011250792652942399
YGR085C	-0.011250792652942399
YGR086C	-0.011250792652942399
YGR087C	-0.011250792652942399
YGR088W	-0.011250792652942399
YGR089W	-0.011250792652942399
YGR092W	-1.681993501614841
YGR093W	-0.5681650289735753
YGR096W	-0.011250792652942399
YGR097W	-0.011250792652942399
YGR100W	0.5456634436676905
YGR101W	0.5456634436676905
YGR102C	-0.011250792652942399
YGR104C	-0.5681650289735753
YGR105W	-3.909650446897373
YGR106C	-0.011250792652942399
YGR107W	-0.011250792652942399
YGR108W	-0.011250792652942399
YGR109C	-0.011250792652942399
YGR110W	-0.011250792652942399
YGR111W	-0.011250792652942399
YGR112W	-0.011250792652942399
YGR117C	-0.011250792652942399
YGR118W	-0.011250792652942399
YGR121C	-0.011250792652942399
YGR122C-A	-0.011250792652942399
YGR122W	-2.2389077379354743
YGR123C	-0.011250792652942399
YGR124W	-0.011250792652942399
YGR125W	-0.011250792652942399
YGR126W	-0.011250792652942399
YGR127W	-1.1250792652942083
YGR129W	-0.011250792652942399
YGR130C	-0.011250792652942399
YGR131W	0.5456634436676905
YGR132C	-0.011250792652942399
YGR133W	-0.5681650289735753
YGR134W	-0.011250792652942399
YGR135W	0.5456634436676905
YGR136W	-0.011250792652942399
YGR137W	-0.011250792652942399
YGR138C	-0.011250792652942399
YGR139W	-0.011250792652942399
YGR141W	-0.011250792652942399
