orf	hap alpha | growth (area of killing zone) | K1 killer toxin [unknown] | quantitative | quantitative only for hits | quantitative only for hits	het | growth (area of killing zone) | K1 killer toxin [unknown] | quantitative | quantitative only for hits | quantitative only for hits	hom | growth (area of killing zone) | K1 killer toxin [unknown] | quantitative | quantitative only for hits | quantitative only for hits
YAL013W	2.467443704703339	0.008510607449293094	2.677567707806601
YAL016W	-1.8552610304053276	0.008510607449293094	
YAL019W	2.20278831275791	0.008510607449293094	2.677567707806601
YAL020C	2.6438806326669577	0.008510607449293094	2.0921885328205425
YAL021C	5.202216088139434	0.008510607449293094	4.1410156452717475
YAL023C	2.114569848776101	0.008510607449293094	4.238578841102757
YAL026C	8.907391575375433	0.008510607449293094	4.238578841102757
YAL035W	-1.8552610304053276	0.008510607449293094	
YAL042W	5.555089944066672	0.008510607449293094	5.604463582736893
YAL058W	8.907391575375433	0.008510607449293094	9.702117807639304
YAR014C	4.14359452035772	0.008510607449293094	5.116647603581845
YAR018C	2.5556621686851484	0.008510607449293094	2.8726940994686205
YAR042W	2.114569848776101	0.008510607449293094	2.677567707806601
YBL051C	2.7320990966487675	0.008510607449293094	2.8726940994686205
YBL105C	0.08554517719448188		
YBR112C	8.907391575375433	16.01696321956915	9.702117807639304
YBR162C	1.7616959928488627	0.008510607449293094	3.2629468827926598
YBR171W	-2.8256641342052324	0.008510607449293094	-4.346982392026102
YBR181C	-1.1495133185508515	-12.629741454750592	-2.590844867067926
YBR200W	-1.767042566423518	0.008510607449293094	-1.4200865170958088
YBR229C	8.907391575375433	0.008510607449293094	9.702117807639304
YBR265W	-1.2377317825326608		
YBR282W	2.3792252407215293	0.008510607449293094	2.4824413161445813
YBR284W	1.4088221369216247	0.008510607449293094	2.8726940994686205
YCL058C	-2.119916422350756	0.008510607449293094	-1.9079024962508577
YCR046C	1.7616959928488627	0.008510607449293094	2.5800045119755914
YCR071C	8.907391575375433	0.008510607449293094	2.3848781203135716
YCR084C	8.907391575375433	14.331862944609163	9.702117807639304
YCR094W	2.114569848776101	0.008510607449293094	3.6531996661166986
YDL005C	-5.736873445604946	0.008510607449293094	
YDL006W	2.6438806326669577	0.008510607449293094	3.458073274454679
YDL083C	-4.942907269768661	0.008510607449293094	-1.6152129087578284
YDL095W	8.907391575375433	0.008510607449293094	3.06782049113064
YDL115C	-2.2081348863325654	0.008510607449293094	-1.0298337337717698
YDL143W	2.5556621686851484		
YDL151C	-2.9138825981870418	0.008510607449293094	-0.7371441462787406
YDR024W	-3.5314118460597084	0.008510607449293094	-3.7616032170400433
YDR025W	-2.2081348863325654	0.008510607449293094	-3.859166412871053
YDR027C	8.907391575375433	0.008510607449293094	9.702117807639304
YDR064W	-1.8552610304053276		
YDR126W	1.4970406009034343	0.008510607449293094	3.2629468827926598
YDR129C	4.584686840266768	0.008510607449293094	4.1410156452717475
YDR136C	2.026351384794291	0.008510607449293094	3.1653836869616496
YDR162C	2.7320990966487675	12.64676266964918	2.5800045119755914
YDR174W	-1.2377317825326608	0.008510607449293094	-0.9322705379407601
YDR207C	-1.5023871744780894	0.008510607449293094	-3.859166412871053
YDR226W	-0.9730763905872324	0.008510607449293094	-2.6884080628989357
YDR227W	2.5556621686851484	0.008510607449293094	
YDR245W	-2.8256641342052324	0.008510607449293094	-3.5664768253780235
YDR315C	3.0849729525760057	0.008510607449293094	1.9946253369895326
YDR320C	8.907391575375433	0.008510607449293094	9.702117807639304
YDR349C	1.5852590648852436	0.008510607449293094	4.043452449440737
YDR359C	-3.3549749180960893	0.008510607449293094	-3.5664768253780235
YDR364C	-3.17853799013247	0.008510607449293094	
YDR372C	4.23181298433953	0.008510607449293094	2.8726940994686205
YDR375C	1.4088221369216247	0.008510607449293094	1.7994989453275132
YDR389W	2.996754488594196	0.008510607449293094	1.4092461620034742
YDR404C	-1.41416871049628		
YDR407C	1.2323852089580056		
YDR432W	6.172619191939338	0.008510607449293094	9.702117807639304
YDR448W	2.820317560630577	0.008510607449293094	3.555636470285689
YDR483W	8.907391575375433	0.008510607449293094	
YDR484W	8.907391575375433	0.008510607449293094	
YDR523C	-4.501814949859613	0.008510607449293094	
YEL013W	4.05537605637591	17.702063494529135	3.3605100786236695
YEL036C	-3.002101062168851	0.008510607449293094	-2.883534454560955
YEL042W	8.907391575375433	0.008510607449293094	9.702117807639304
YEL046C	4.937560696194005	0.008510607449293094	4.336142036933767
YEL053C	3.9671575923941007	0.008510607449293094	2.5800045119755914
YER014C-A	-1.943479494387137	0.008510607449293094	-1.5176497129268187
YER020W	2.3792252407215293	0.008510607449293094	1.6043725536654936
YER038C	2.20278831275791		
YER044C	3.8789391284122914	0.008510607449293094	4.628831624426796
YER068W	1.5852590648852436	0.008510607449293094	6.580095541046991
YER074W	-2.4727902782779942	0.008510607449293094	-4.1518560003640825
YER075C	3.173191416557815	0.008510607449293094	3.555636470285689
YER125W	3.7025022004486723		
YER126C	1.7616959928488627		
YER133W	2.820317560630577		
YER140W	1.6734775288670531	0.008510607449293094	3.2629468827926598
YER154W	3.173191416557815	0.008510607449293094	1.6043725536654936
YFL023W	-1.2377317825326608	0.008510607449293094	-5.615303937829228
YFL045C	1.3206036729398152		
YFR040W	2.467443704703339	0.008510607449293094	3.6531996661166986
YFR043C	4.05537605637591	0.008510607449293094	2.8726940994686205
YGL007W	3.349628344521434	0.008510607449293094	2.8726940994686205
YGL012W	2.467443704703339	0.008510607449293094	2.8726940994686205
YGL027C	8.907391575375433	0.008510607449293094	9.702117807639304
YGL054C	2.6438806326669577	0.008510607449293094	2.287314924482562
YGL099W	1.0559482809943865		
YGL130W	1.144166744976196		
YGL133W	-1.767042566423518	0.008510607449293094	-2.4932816712369164
YGL145W	1.2323852089580056		
YGL203C	3.8789391284122914	0.008510607449293094	2.8726940994686205
YGL206C	3.7025022004486723	0.008510607449293094	9.702117807639304
YGL223C	3.7025022004486723	0.008510607449293094	2.9702572952996302
YGL240W	2.996754488594196	0.008510607449293094	1.897062141158523
YGR006W	-4.148941093932375	0.008510607449293094	-0.3468913629547015
YGR036C	8.907391575375433	0.008510607449293094	2.3848781203135716
YGR104C	-2.6492272062416133	0.008510607449293094	-2.3957184754059067
YGR159C	-1.8552610304053276	0.008510607449293094	-1.6152129087578284
YGR166W	8.907391575375433	0.008510607449293094	9.702117807639304
YGR167W	8.907391575375433	0.008510607449293094	9.702117807639304
YGR196C	-1.590605638459899	0.008510607449293094	-2.103028887912877
YGR229C	8.907391575375433	0.008510607449293094	9.702117807639304
YGR253C	2.7320990966487675		
YGR263C	1.4970406009034343	0.008510607449293094	3.06782049113064
YGR270W	2.3792252407215293	0.008510607449293094	1.897062141158523
YGR279C	1.4970406009034343	0.008510607449293094	2.677567707806601
YHR011W	2.7320990966487675	0.008510607449293094	3.848326057778718
YHR041C	-2.0316979583689467	0.008510607449293094	-2.7859712587299454
YHR059W	-2.296353350314375	0.008510607449293094	-1.6152129087578284
YHR101C	1.4088221369216247		
YHR103W	2.114569848776101	7.591461844769225	1.897062141158523
YHR203C	-1.41416871049628	0.008510607449293094	-1.4200865170958088
YIL018W	-1.5023871744780894	-9.259540904830624	-3.5664768253780235
YIL021W	-1.5023871744780894		
YIL027C	1.4088221369216247	16.859513357049142	4.433705232764777
YIL047C	-2.2081348863325654	0.008510607449293094	-4.444545587857111
YIL062C	1.5852590648852436		
YIL069C	-4.237159557914184	0.008510607449293094	-4.346982392026102
YIL097W	-1.3259502465144704	0.008510607449293094	-1.5176497129268187
YIL142W	1.4970406009034343		
YIL143C	1.3206036729398152		
YIL153W	2.29100677673972	0.008510607449293094	2.9702572952996302
YJL004C	1.6734775288670531	0.008510607449293094	2.4824413161445813
YJL062W	-1.1495133185508515	0.008510607449293094	-1.9079024962508577
YJL063C	2.7320990966487675	0.008510607449293094	2.5800045119755914
YJL111W	2.026351384794291		
YJL117W	1.5852590648852436	0.008510607449293094	2.8726940994686205
YJL127C	1.8499144568306722	0.008510607449293094	2.8726940994686205
YJL128C	-8.118771973113803	0.008510607449293094	-7.7616942461114435
YJL134W	1.4970406009034343	0.008510607449293094	1.5068093578344839
YJL139C	8.907391575375433	0.008510607449293094	9.702117807639304
YJL179W	-2.8256641342052324	0.008510607449293094	-1.712776104588838
YJL186W	3.2614098805396248	0.008510607449293094	1.7994989453275132
YJL204C	8.907391575375433	0.008510607449293094	9.702117807639304
YJR049C	1.4970406009034343	0.008510607449293094	2.8726940994686205
YJR064W	1.4970406009034343		
YJR065C	1.6734775288670531		
YJR082C	1.5852590648852436	0.008510607449293094	2.287314924482562
YJR104C	8.907391575375433	0.008510607449293094	9.702117807639304
YJR118C	8.907391575375433	0.008510607449293094	9.702117807639304
