orf	hap a | growth (colony size) | isobutanol [2%] | YPD | Liu HL~Li WH, 2021
YAL002W	1.0596182085168873
YAL004W	0.8728621089223658
YAL005C	0.9882074074074076
YAL007C	1.2419537275064227
YAL008W	1.149438202247187
YAL009W	1.1281462140992184
YAL010C	0.915622188905547
YAL011W	0.6135015772870661
YAL012W	1.0144028520499113
YAL013W	0.3625468164794009
YAL014C	0.9929552238805975
YAL015C	0.8537313432835816
YAL016C-B	1.1777292576419218
YAL016W	0.33025495750708217
YAL017W	0.9116167664670662
YAL018C	1.0489708141321046
YAL019W	1.065915492957746
YAL020C	1.0409612817089497
YAL021C	0.7673114774782375
YAL022C	1.1345838837516522
YAL023C	0.9970083102493091
YAL024C	1.0664779161947924
YAL026C	0.8786605783866062
YAL027W	1.0959432624113528
YAL028W	1.111448663853729
YAL029C	1.0937853107344615
YAL030W	0.9419312602291329
YAL031C	1.0496860986547085
YAL034C	1.1535483870967744
YAL035W	1.022598540145985
YAL036C	0.9805714285714257
YAL037C-A	1.0827197802197832
YAL037W	1.3358558558558518
YAL039C	1.3119216646266871
YAL040C	1.2840816326530653
YAL042C-A	1.0266666666666642
YAL042W	1.1834081902245717
YAL044C	1.226750392464679
YAL044W-A	1.0567663043478221
YAL045C	1.1447353760445724
YAL046C	0.994363885088922
YAL047C	0.49778823529411736
YAL048C	0.9441059602649008
YAL049C	0.9814955640050664
YAL051W	0.9906988564167701
YAL053W	1.0800842105263144
YAL054C	0.8021183800623052
YAL055W	1.2338790035587182
YAL056C-A	0.6267142857142857
YAL056W	1.2298423817863406
YAL058W	1.4703563941299749
YAL059W	1.1179095477386956
YAL060W	1.2385794392523393
YAL061W	1.1279394449116935
YAL062W	1.1474592521572395
YAL064C-A	1.03607201309329
YAL065C	1.0198571428571435
YAL066W	1.0491317073170725
YAL067C	1.0710703363914347
YAL067W-A	1.0821677419354807
YAL068C	1.0014867256637145
YAR002C-A	0.977704697986577
YAR002W	0.8754561101549051
YAR003W	0.9891778774289983
YAR014C	0.8111813643926787
YAR015W	0.7274666666666668
YAR018C	0.6962025316455693
YAR020C	0.8679083969465652
YAR023C	0.9258895705521468
YAR027W	0.7477595628415281
YAR028W	0.9837837837837837
YAR029W	1.0803171007927552
YAR030C	0.9725588697017273
YAR031W	0.9841420118343192
YAR035C-A	1.0426966292134807
YAR035W	0.9333333333333333
YAR042W	0.851014712861889
YAR047C	0.9063473053892219
YAR050W	1.144499178981938
YBL001C	1.1839799749687063
YBL002W	0.8872277227722766
YBL003C	1.0556741573033734
YBL005W	1.1941714285714242
YBL006C	0.8720111731843614
YBL007C	0.6323978685612789
YBL008W	1.2893812949640302
YBL008W-A	1.070424710424708
YBL009W	1.2233952912019825
YBL010C	1.1922249388753086
YBL011W	1.1510101010101053
YBL012C	1.2221052631578941
YBL013W	1.4978085351787789
YBL015W	1.5854421768707438
YBL016W	0.9124668435013259
YBL017C	1.130920840064621
YBL019W	1.030450450450451
YBL021C	1.1511811023622043
YBL022C	1.1933550488599352
YBL024W	0.7963464566929132
YBL025W	
YBL027W	1.1140084388185656
YBL028C	1.286126126126127
YBL029C-A	1.0770351105331641
YBL029W	1.1605937921727398
YBL031W	1.2900000000000031
YBL032W	1.259543817527009
YBL033C	0.6996142433234422
YBL036C	1.4432419547079818
YBL037W	0.9341379310344867
YBL038W	1.0287341772151906
YBL039C	0.82645390070922
YBL039W-B	1.1607369758576889
YBL042C	1.5125438596491219
YBL043W	0.9214285714285715
YBL044W	1.1126553672316388
YBL045C	1.4114987714987728
YBL046W	1.1563692307692313
YBL047C	1.5501910828025471
YBL048W	1.2507019867549698
YBL049W	1.291474285714281
YBL051C	0.6803189792663474
YBL052C	0.8662093862815884
YBL053W	0.8165930599369082
YBL054W	0.5449249249249253
YBL055C	0.6910714285714283
YBL056W	0.5693379790940768
YBL057C	0.792768729641694
YBL058W	0.658086956521738
YBL059W	1.2042787682333878
YBL060W	1.2101092896174899
YBL061C	1.078728323699424
YBL062W	1.1616417910447767
YBL063W	0.9251708766716192
YBL064C	0.8990064794816411
YBL065W	0.8324451939291735
YBL066C	0.7757387247278381
YBL067C	0.4493934681181959
YBL068W	1.119675324675325
YBL069W	0.7069255663430424
YBL070C	0.8369036334913109
YBL071C	0.9789228529839884
YBL071C-B	0.7399419448476052
YBL071W-A	0.5216427104722792
YBL072C	0.8022043010752684
YBL075C	1.2940294511378827
YBL078C	1.2714883148831468
YBL079W	0.7554054054054052
YBL080C	0.7832615384615386
YBL081W	0.848178694158075
YBL082C	0.838019169329073
YBL083C	0.8101634472511141
YBL085W	0.7794561933534746
YBL086C	1.1017511520737329
YBL087C	1.0866800804828967
YBL088C	1.00062893081761
YBL089W	1.1288428324697761
YBL090W	1.1372484599589328
YBL091C	1.259951807228915
YBL091C-A	1.176971608832808
YBL093C	
YBL094C	0.06840909090909095
YBL095W	0.6863206106870227
YBL096C	0.682154779969651
YBL098W	0.9670175438596458
YBL099W	0.47946629213483166
YBL100C	0.38475504322766546
YBL100W-C	1.2124137931034518
YBL101C	0.9262266857962665
YBL102W	1.244310575635873
YBL103C	1.0037844940867318
YBL104C	1.170167310167309
YBL106C	1.3362343572241138
YBL107C	0.7796472184531904
YBR001C	0.6506500000000011
YBR003W	0.9769198312236285
YBR005W	0.7233109017496654
YBR006W	0.8098421807747462
YBR007C	0.8842762284196524
YBR008C	0.916456375838926
YBR009C	0.9610263522884863
YBR010W	1.057612903225808
YBR012C	1.152551390568318
YBR013C	1.2074219653179172
YBR014C	0.8118430439952414
YBR015C	0.7679845956354271
YBR016W	1.224267441860461
YBR018C	1.288434684684686
YBR019C	1.307505773672052
YBR020W	1.308838675428126
YBR021W	1.492255729794928
YBR022W	0.9948611111111144
YBR023C	0.7033131313131306
YBR024W	1.3530529595015592
YBR025C	1.2424804469273745
YBR026C	1.1369090909090926
YBR027C	1.105426229508196
YBR028C	1.103721910112362
YBR030W	1.190213414634146
YBR031W	1.446917808219178
YBR032W	1.0726484018264844
YBR033W	1.090240601503759
YBR034C	1.3939970059880236
YBR035C	1.2093480662983418
YBR036C	0.6556034482758624
YBR037C	1.53232057416268
YBR040W	1.2989445196211087
YBR041W	1.316706827309233
YBR042C	1.3733592017738347
YBR043C	1.0714548238897394
YBR044C	1.190100840336135
YBR045C	1.0965857605177989
YBR046C	1.0033543307086608
YBR047W	1.0684237288135598
YBR048W	1.2065903890160181
YBR050C	0.644329563812601
YBR051W	0.8662186115214167
YBR052C	1.211166666666666
YBR053C	1.3248476454293585
YBR054W	1.2273859432799057
YBR056W	1.2514317673378093
YBR056W-A	1.2550501672240761
YBR057C	1.0356320000000006
YBR058C	1.1823809523809519
YBR058C-A	1.464882108183072
YBR059C	0.6952173913043475
YBR061C	0.7452622950819667
YBR062C	0.7676797385620918
YBR063C	1.092284820031299
YBR064W	0.7944233576642302
YBR065C	1.089767103347892
YBR066C	1.0574435028248574
YBR067C	1.2527747989276121
YBR068C	0.7466095890410962
YBR069C	0.6105993150684933
YBR071W	0.8908945686900959
YBR072C-A	1.0628959276018097
YBR072W	0.7597003154574132
YBR073W	0.5266780821917808
YBR074W	0.9648689613648882
YBR076W	0.6864806201550383
YBR077C	0.37279411764706016
YBR078W	0.7857409568261376
YBR081C	
YBR082C	1.2252843273231617
YBR083W	0.7513648648648633
YBR084C-A	0.705911504424779
YBR084W	1.1982915717539864
YBR085C-A	0.8418345323741006
YBR085W	0.8847682119205299
YBR089C-A	0.9779279279279279
YBR090C	0.7132526881720439
YBR092C	0.9802173913043479
YBR093C	0.7562794612794609
YBR094W	0.8813888888888886
YBR095C	0.3081180811808118
YBR097W	0.2717773788150808
YBR098W	0.8819967753896077
YBR099C	1.0126031746031743
YBR101C	
YBR103W	0.9860106382978739
YBR104W	0.9963389830508459
YBR105C	1.0446234309623417
YBR106W	0.3345030120481928
YBR107C	0.978478873239433
YBR108W	0.8672038567493107
YBR111C	0.9347662337662365
YBR111W-A	0.24857142857142844
YBR112C	
YBR113W	0.8884836601307216
YBR114W	0.9334220532319377
YBR115C	0.9379452054794547
YBR116C	1.0214370546318272
YBR119W	1.066944444444442
YBR120C	1.3576481481481484
YBR121C	1.197117346938774
YBR122C	0.7008756567425566
YBR125C	1.1571720818291238
YBR126C	1.1261216216216263
YBR127C	
YBR128C	0.8440760869565206
YBR129C	1.0486583679114774
YBR130C	1.1163342318059326
YBR131W	1.1017344497607693
YBR132C	0.7352985074626869
YBR133C	0.4552367288378787
YBR134W	0.3473008849557524
YBR137W	1.0816810877626675
YBR138C	1.037067861715746
YBR139W	1.2222324510932148
YBR141C	1.2315296803652986
YBR144C	0.4254002911208132
YBR145W	1.2310730948678075
YBR146W	1.1028301886792446
YBR147W	1.1498874296435264
YBR148W	1.0044379562043768
YBR149W	0.9257028753993609
YBR150C	0.9534864546525351
YBR151W	0.9942923076923076
YBR156C	0.6980945347119615
YBR157C	0.9566955266955256
YBR158W	1.0280204342273347
YBR159W	1.0898018494055497
YBR161W	1.0370776255707777
YBR162C	1.200479233226837
YBR162W-A	1.2105947955390337
YBR163W	0.9506927710843375
YBR164C	1.081931623931624
YBR165W	0.9494416243654819
YBR166C	0.9083551401869163
YBR168W	0.8199225806451625
YBR169C	0.7191060786650771
YBR170C	0.9439130434782612
YBR171W	0.2770506912442396
YBR172C	0.9162623413258126
YBR173C	0.5001418439716313
YBR174C	1.0631083333333333
YBR175W	1.2748778359511366
YBR176W	1.162703731911652
YBR177C	1.0573509015256588
YBR178W	1.1437037037037034
YBR179C	0.6766768292682919
YBR180W	0.9322881355932203
YBR181C	1.158704379562044
YBR182C	0.8366624040920698
YBR182C-A	0.9740217391304313
YBR183W	0.8559538274605129
YBR184W	1.1313038548752878
YBR185C	0.8923655913978491
YBR186W	1.0561158798283286
YBR187W	1.0426436781609167
YBR188C	1.1237974683544318
YBR189W	1.3774186991869917
YBR191W	1.3502788104089225
YBR194W	1.385641025641025
YBR195C	1.1543925233644863
YBR196C-A	0.4012790697674417
YBR196C-B	0.9757458563535925
YBR197C	0.7171736011477766
YBR199W	0.7814267352185079
YBR200W	0.2450793650793648
YBR200W-A	0.931199999999997
YBR201W	0.5901253132832103
YBR203W	1.0043405275779336
YBR204C	0.8123785803237841
YBR205W	0.9769135802469145
YBR206W	1.0403170731707305
YBR207W	1.155715976331359
YBR208C	1.2565692007797278
YBR209W	1.077536443148688
YBR210W	0.9950222222222218
YBR212W	1.090493273542601
YBR213W	1.0323255813953482
YBR214W	0.8498579545454543
YBR215W	0.9231689088191329
YBR216C	0.5075840978593269
YBR217W	0.8039519359145529
YBR218C	0.8699881376037946
YBR219C	1.0371174377224182
YBR220C	1.0786658653846113
YBR221C	0.9274025974026011
YBR221W-A	0.8639667128987476
YBR222C	1.047067448680352
YBR223C	1.0694098360655735
YBR224W	1.2123988005997008
YBR225W	1.0789763779527557
YBR226C	1.0709323308270675
YBR227C	0.9234175334323923
YBR228W	0.7410773480662985
YBR229C	1.0828835227272724
YBR230C	0.9778045838359486
YBR231C	0.8019186785260495
YBR232C	1.3106056701030893
YBR233W	1.0610532407407394
YBR235W	1.2354277286135673
YBR238C	1.0265957446808518
YBR239C	1.1523235294117653
YBR240C	1.0308835341365459
YBR241C	0.9571967654986524
YBR242W	1.0889672544080655
YBR244W	0.9140694444444445
YBR245C	0.9024054054054058
YBR246W	0.9755382215288605
YBR248C	0.8641018766756032
YBR249C	1.093439340400468
YBR250W	1.2321083627797376
YBR251W	
YBR255W	0.9960419580419584
YBR258C	1.1689503546099287
YBR259W	1.119655629139073
YBR260C	0.9877952755905517
YBR261C	1.0577884615384618
YBR262C	1.135441558441559
YBR263W	1.1073375000000036
