orf	hap a | growth (colony size) | isobutanol [2%] | YPD | Liu HL~Li WH, 2021
YAR027W	-1.1295679011972608
YAR028W	-0.13187686604710128
YAR029W	0.2761762760781811
YAR030C	-0.17932536987136907
YAR031W	-0.13036261080189085
YAR035C-A	0.11715188831440874
YAR035W	-0.34513447974775663
YAR042W	-0.6931010966585759
YAR047C	-0.4592063239282684
YAR050W	0.5474784490967736
YBL001C	0.7143665593904537
YBL002W	-0.5400261486758569
YBL003C	0.17200881520947947
YBL005W	0.7574465528503963
YBL006C	-0.6043475774223372
YBL007C	-1.6172099225273373
YBL008W	1.1599053758412248
YBL008W-A	0.23436044401227996
YBL009W	0.8809778821460496
YBL010C	0.7492186035658953
YBL011W	0.5750005759027904
YBL012C	0.8755248425828169
YBL013W	2.0409420262882927
YBL015W	2.411375612911698
YBL016W	-0.4333386045504356
YBL017C	0.49008185244260133
YBL019W	0.06538642662600788
YBL021C	0.5757234106835034
YBL022C	0.7539956582083995
YBL024W	-0.924187672728341
YBL025W	
YBL027W	0.41859193908248093
YBL028C	1.146145547487546
YBL029C-A	0.2623030716825811
YBL029W	0.6155115146464357
YBL031W	1.1625206856824275
YBL032W	1.033780253463661
YBL033C	-1.3330815638030409
YBL036C	1.81028524056869
YBL037W	-0.3417333884947553
YBL038W	0.0581316185649892
YBL039C	-0.7969213825720288
YBL039W-B	0.6161167621853667
YBL042C	2.1032292825088597
YBL043W	-0.3954567482868142
YBL044W	0.4128724100154895
YBL045C	1.6761045654306708
YBL046W	0.5976539955202396
YBL047C	2.2623667510640857
YBL048W	0.996405210934714
YBL049W	1.1687525954182707
YBL051C	-1.4146440063937458
YBL052C	-0.6288721400186666
YBL053W	-0.8386038522707024
YBL054W	-1.9869642271312553
YBL055C	-1.3691926445175833
YBL056W	-1.8837685246395324
YBL057C	-0.9393109774085369
YBL058W	-1.5086203351662826
YBL059W	0.8001709907479194
YBL060W	0.8248170160242538
YBL061C	0.2694604032048787
YBL062W	0.6199414798224864
YBL063W	-0.3796377599775693
YBL064C	-0.4902365129883276
YBL065W	-0.771595763401927
YBL066C	-1.0112980097702453
YBL067C	-2.3907824354931284
YBL068W	0.4425462654390601
YBL069W	-1.3021760855321194
YBL070C	-0.7527496247973997
YBL071C	-0.15242436351189576
YBL071C-B	-1.1626135240474413
YBL071W-A	-2.0853797903523343
YBL072C	-0.8994261512105541
YBL075C	1.17955345994936
YBL078C	1.08427048655931
YBL079W	-1.097248385209891
YBL080C	-0.979498545328612
YBL081W	-0.7050891478213658
YBL082C	-0.7480341761020037
YBL083C	-0.8657822787495423
YBL085W	-0.9955840075952019
YBL086C	0.3667795231712496
YBL087C	0.303073040182954
YBL088C	-0.060671240987347545
YBL089W	0.481297967720627
YBL090W	0.5168291481955115
YBL091C	1.0355048547202619
YBL091C-A	0.6847417012427534
YBL093C	
YBL094C	-4.001230279177718
YBL095W	-1.3892746869197579
YBL096C	-1.4068839472917758
YBL098W	-0.20274894518673156
YBL099W	-2.263662486518119
YBL100C	-2.6640136182168996
YBL100W-C	0.8345583148589145
YBL101C	-0.37517478031266416
YBL102W	0.9693882651737025
YBL103C	-0.04733245240080584
YBL104C	0.655979450690877
YBL106C	1.3579565758392709
YBL107C	-0.9947765310204916
YBR001C	-1.5400568751150947
YBR003W	-0.1608912778207061
YBR005W	-1.2329141166636117
YBR006W	-0.8671402948128383
YBR007C	-0.5525023235538153
YBR008C	-0.41647456986884623
YBR009C	-0.22807413468020893
YBR010W	0.1802040310162506
YBR012C	0.581515715614556
YBR013C	0.813457506599665
YBR014C	-0.8586825048043368
YBR015C	-1.0440752605541308
YBR016W	0.8846645245160174
YBR018C	1.1559039874001893
YBR019C	1.236518826153967
YBR020W	1.242153095922816
YBR021W	2.017469926139906
YBR022W	-0.08505222184837911
YBR023C	-1.3174461032871496
YBR024W	1.4290499943408772
YBR025C	0.961652181993974
YBR026C	0.51539461127688
YBR027C	0.3823143347901961
YBR028C	0.3751100564518638
YBR030W	0.7407157486708207
YBR031W	1.8258233327187452
YBR032W	0.2437601444652074
YBR033W	0.31812361375882037
YBR034C	1.602123367739749
YBR035C	0.8215992713443675
YBR036C	-1.5191182997511876
YBR037C	2.18682685014887
YBR040W	1.2003298012218235
YBR041W	1.2754123290796575
YBR042C	1.5148859131790249
YBR043C	0.238714806310973
YBR044C	0.7402398891701917
YBR045C	0.34494504860833397
YBR046C	-0.04915078335107024
YBR047W	0.22590215355813523
YBR048W	0.8099423748977748
YBR050C	-1.5667738048320259
YBR051W	-0.6288331442790047
YBR052C	0.8292866234167711
YBR053C	1.3098241416674183
YBR054W	0.8978466500489902
YBR056W	0.9994900449497099
YBR056W-A	1.014785276573417
YBR057C	0.08728920216800054
YBR058C	0.7076073780893297
YBR058C-A	1.901759696178283
YBR059C	-1.3516673675176774
YBR061C	-1.1401240282173495
YBR062C	-1.0453639129130052
YBR063C	0.3267646697092327
YBR064W	-0.9323167480112221
YBR065C	0.3161221036452284
YBR066C	0.17948796356900124
YBR067C	1.0051671342404638
YBR068C	-1.134428921590711
YBR069C	-1.709353946188003
YBR071W	-0.5245261322585574
YBR072C-A	0.2025357478094449
YBR072W	-1.0790934973828785
YBR073W	-2.0640949188118642
YBR074W	-0.21183115499021035
YBR076W	-1.3885983156086228
YBR077C	-2.7145732945765038
YBR078W	-0.9690178689604338
YBR081C	
YBR082C	0.8889629711155261
YBR083W	-1.1143280351643154
YBR084C-A	-1.3064625968100703
YBR084W	0.7748626887891863
YBR085C-A	-0.7319063673090306
YBR085W	-0.550422674582588
YBR089C-A	-0.15662998192306998
YBR090C	-1.275430895136418
YBR092C	-0.1469522586926322
YBR093C	-1.0935536893592521
YBR094W	-0.5647073114731802
YBR095C	-2.987963464084605
YBR097W	-3.141578177085693
YBR098W	-0.5621377323438216
YBR099C	-0.010055267635685339
YBR101C	
YBR103W	-0.12246379489524256
YBR104W	-0.07880515288450864
YBR105C	0.12529661525673613
YBR106W	-2.8764324996592077
YBR107C	-0.1543010972181352
YBR108W	-0.6246684431844725
YBR111C	-0.33907750851631685
YBR111W-A	-3.23967136611436
YBR112C	
YBR113W	-0.534717212846185
YBR114W	-0.3447594544765211
YBR115C	-0.3256397707849434
YBR116C	0.027286166539984797
YBR119W	0.21964911415559152
YBR120C	1.4484741809740254
YBR121C	0.7698991576451731
YBR122C	-1.3277494802785437
YBR125C	0.601047703597393
YBR126C	0.4697952174642597
YBR127C	
YBR128C	-0.7224311579311449
YBR129C	0.14235257843491228
YBR130C	0.42842323014171035
YBR131W	0.3667089213158828
YBR132C	-1.1822416615018068
YBR133C	-2.3660825601464417
YBR134W	-2.8223349878958404
YBR137W	0.2819419452392119
YBR138C	0.09335869095095511
YBR139W	0.8760624749594521
YBR141C	0.9153625190797675
YBR144C	-2.492203287554393
YBR145W	0.9134324999664412
YBR146W	0.3713406870366368
YBR147W	0.5702549648236227
YBR148W	-0.04457022192301003
YBR149W	-0.3773889638190216
YBR150C	-0.25994581398204974
YBR151W	-0.08745659403289816
YBR156C	-1.3395054793302774
YBR157C	-0.24638084003293156
YBR158W	0.05511457659555798
YBR159W	0.31626897768253504
YBR161W	0.09339996345508474
YBR162C	0.784110088190371
YBR162W-A	0.8268692838105973
YBR163W	-0.27175491153953735
YBR164C	0.28300097930254153
YBR165W	-0.27704359699765047
YBR166C	-0.45071906457105043
YBR168W	-0.8245297333149837
YBR169C	-1.2506882005230495
YBR170C	-0.3004132984895665
YBR171W	-3.1192875133770523
YBR172C	-0.41729476744632416
YBR173C	-2.176265470093249
YBR174C	0.20343360182336595
YBR175W	1.0985982312690925
YBR176W	0.6244303787944281
YBR177C	0.17909653134359274
YBR178W	0.5441159189691032
YBR179C	-1.4300396314157269
YBR180W	-0.34955260434152485
YBR181C	0.6075248342292081
YBR182C	-0.7537693184884823
YBR182C-A	-0.17314171758014815
YBR183W	-0.672223110759697
YBR184W	0.49170088307177406
YBR185C	-0.5183080154815222
YBR186W	0.173876007489205
YBR187W	0.11692806047913852
YBR188C	0.4599708576178938
YBR189W	1.5320456951715382
YBR191W	1.4173234703898852
YBR194W	1.566802049237734
YBR195C	0.589298313849283
YBR196C-A	-2.5941653921428838
YBR196C-B	-0.16585375242882294
YBR197C	-1.2588569193390378
YBR199W	-0.9872543880956303
YBR200W	-3.254432564885818
YBR200W-A	-0.3541522302699684
YBR201W	-1.7958989963242884
YBR203W	-0.04498205960128457
YBR204C	-0.8564187549576
YBR205W	-0.16091770114032775
YBR206W	0.10709333702669964
YBR207W	0.5948926429194963
YBR208C	1.0212063385920338
YBR209W	0.2644222400210667
YBR210W	-0.08437119381416626
YBR212W	0.31919167629485773
YBR213W	0.07331273743422913
YBR214W	-0.6979907956798667
YBR215W	-0.3881002193434369
YBR216C	-2.144806537804762
YBR217W	-0.8920387754365362
YBR218C	-0.6128990915612829
YBR219C	0.09356825222910632
YBR220C	0.2691963875012762
YBR221C	-0.3702041189835625
YBR221W-A	-0.6383520786448704
YBR222C	0.13562765059401014
YBR223C	0.23007049848944325
YBR224W	0.8344949404877291
YBR225W	0.27050894603574516
YBR226C	0.23650619126936895
YBR227C	-0.3870492655609129
YBR228W	-1.1578140945310609
YBR229C	0.2870247226751384
YBR230C	-0.15715136610269037
YBR231C	-0.9006334978788529
YBR232C	1.249622307088225
YBR233W	0.19474658043272608
YBR235W	0.9318398440608843
YBR238C	0.049092313360354335
YBR239C	0.580552530428544
YBR240C	0.06721710192433808
YBR241C	-0.24426206824606755
YBR242W	0.3127410857414158
YBR244W	-0.4265642972887085
YBR245C	-0.4758690132896033
YBR246W	-0.16673143948311359
YBR248C	-0.6377807318233131
YBR249C	0.3316449087695288
YBR250W	0.9178086504758585
YBR251W	
YBR255W	-0.0800606985543531
YBR258C	0.6508352936847558
YBR259W	0.44246301101765884
YBR260C	-0.11492000713993904
YBR261C	0.18094612839075588
YBR262C	0.5091912479915145
YBR263W	0.3903934100131158
YBR264C	-0.0856942085239943
YBR266C	1.4167938115293717
YBR267W	1.7713133056081132
YBR268W	-0.08450376738597622
YBR269C	-0.8989297932223638
YBR270C	-2.2466988748585583
YBR271W	0.3619050960791554
YBR272C	-0.7599627728748699
YBR273C	-0.444922467574125
YBR274W	-0.05504617944789499
YBR275C	-0.818906263714668
YBR276C	-1.7474446885368187
YBR277C	-0.018335747588223077
YBR278W	0.8302275875413005
YBR279W	-0.8520845150137847
YBR280C	0.12894963442761825
YBR281C	-0.6031695694182821
YBR282W	-0.07068120298517315
YBR283C	-2.1108971352664407
YBR284W	-1.865169244786578
YBR285W	-0.5051608638195422
YBR286W	-1.912906387172534
YBR287W	0.21649951704145906
YBR288C	1.6666534899891337
YBR289W	
YBR290W	-0.3305983510381176
YBR291C	-1.8289836732001024
YBR292C	-1.0567951311262995
YBR293W	-0.9367065797888545
YBR294W	0.2805342400124103
YBR295W	-1.4593132636968784
YBR296C	0.26207035642917736
YBR296C-A	1.0060731286439033
YBR297W	-0.9067309966436448
YBR298C	-0.2276022761067015
YBR299W	0.06436298048882808
YBR300C	
YBR301W	0.24497118659453435
YCL001W	1.182006066689951
YCL001W-A	
YCL001W-B	1.0789210858012073
YCL002C	0.9954371535196253
YCL005W	-1.7384845911570852
YCL007C	-3.941435603262102
YCL008C	-0.8590916670602543
YCL009C	-0.71792348380212
YCL010C	0.5599926848764529
YCL011C	-0.053155437366836006
YCL014W	1.293434582109569
YCL016C	2.266544806104538
YCL021W-A	0.3173835775393112
YCL022C	-0.7609716695618548
YCL023C	-0.7149927696141658
YCL024W	-0.013397099146404067
YCL025C	-1.0660483093966016
YCL026C-A	0.6183203437384455
YCL026C-B	0.24864293774433785
YCL027W	-0.2527025368952156
YCL028W	-0.7672840773304986
YCL029C	-1.3486768664825557
YCL030C	-0.3306662138565597
YCL032W	
YCL033C	0.1981918070704785
YCL034W	1.0817259961671377
YCL035C	0.5671733720455945
YCL036W	0.878726139489415
YCL037C	-2.9843058519620715
YCL038C	0.09612667246973358
YCL039W	-0.8572629792973439
YCL040W	0.5979548216826702
YCL042W	-2.2515289858932737
YCL044C	-1.2341350233225803
YCL045C	-3.038564264000133
YCL046W	-3.051917955210064
YCL047C	-0.29635103322397593
YCL048W	-0.18728775886025215
YCL049C	0.31858390440973844
YCL050C	0.8027617958358385
YCL051W	1.0811331934603556
YCL055W	-0.26162620597183467
YCL056C	-0.6313669200119307
YCL057C-A	1.3601267625663083
YCL057W	-0.8582573621832607
YCL058C	-1.8685467473785133
YCL061C	-2.215323547968594
YCL063W	-1.992848868449817
YCL064C	-1.216832299156249
YCL069W	-0.5316641612256159
YCL076W	0.747373378306126
YCR001W	0.6156597203680905
YCR002C	0.6323986784868465
YCR003W	0.9638985424345123
YCR004C	-0.3493225093511098
YCR005C	-0.03189093865925968
YCR006C	-0.6541451131858667
YCR007C	-1.6073037372392878
YCR008W	0.12409364175535942
YCR009C	-2.0704154557978733
YCR010C	-0.7344244642758831
YCR011C	-0.27682557688144943
YCR014C	-0.12569978758301556
YCR015C	0.5691262257196582
YCR016W	0.919532307196157
YCR017C	-0.01167009632994715
YCR019W	-0.4774883626082236
YCR020C	-0.03292180513093204
YCR020C-A	-0.0966562452502018
YCR020W-B	
YCR021C	-0.7559107233026747
YCR022C	-0.8319390244743989
YCR023C	-0.6373580194471021
YCR024C	
YCR024C-A	
YCR025C	
YCR026C	
YCR027C	-2.0820509596393166
YCR028C	-0.34890444234065154
YCR028C-A	0.3871294755550634
YCR030C	0.22689633561733333
YCR031C	0.6177793637873015
YCR032W	0.41324556243050514
YCR033W	-0.36861820506597975
YCR034W	-0.3259023103876168
YCR036W	0.2542983544649814
YCR037C	-1.0310643570777107
YCR043C	-0.2367113140412309
YCR044C	-0.7338556463028679
YCR045C	-2.3413561708240316
YCR046C	-0.3675779445545407
YCR047C	1.1885430051661359
YCR048W	0.5848650748390163
YCR049C	-0.2751567356954891
YCR050C	-1.5082448393896135
YCR051W	-1.261683759158167
YCR053W	0.6984899259320352
YCR059C	-1.046394646558196
YCR060W	-0.6887636849144735
YCR061W	-0.6298862853113748
YCR063W	1.7206227425091891
YCR065W	-0.2147610947942749
YCR066W	0.882007752367794
YCR067C	-0.7560586945040793
YCR068W	0.1484825037784362
YCR069W	0.6541549314367489
YCR071C	0.012465971994619547
YCR073C	-0.004810331050946894
YCR073W-A	-0.3290313538152581
YCR075C	-0.22935037381086373
YCR075W-A	-0.9493183367151238
YCR076C	-0.5358865731644256
YCR077C	-0.4037129001481087
YCR079W	-1.221962886055851
YCR081W	-3.1016080046150627
YCR082W	-1.1625033870798867
YCR083W	-0.2607691965420438
YCR084C	-4.290400333209886
YCR085W	-1.1846870533645
YCR086W	0.7170288757708003
YCR087C-A	-1.375758047640698
YCR087W	-1.0020794813823102
YCR088W	0.5048937547344063
YCR089W	0.31930095511664697
YCR090C	-0.8349761193391015
YCR091W	-0.5256734576541746
YCR092C	0.1041160065889623
YCR094W	0.2202656601213138
YCR095C	-0.03290272006006137
YCR098C	-0.5418710346567164
YCR099C	0.4574965539468464
YCR100C	0.8393271686783426
YCR101C	0.5928125195294791
YCR102C	1.44197393106586
YCR102W-A	0.2427703598086223
YCR105W	1.7590795663817331
YCR106W	1.5664407611559117
YCR107W	-0.5314059135546362
YDL001W	-0.2699243501855269
YDL002C	0.2224180232319506
YDL006W	-0.9961033455689935
YDL009C	0.0411541099151915
YDL010W	0.37645492712563117
YDL011C	-0.0036574076519633246
YDL012C	-0.9137648058641564
YDL013W	-2.2017208627152676
YDL018C	-2.971949065226877
YDL019C	-1.7734356838040972
YDL020C	-3.454068481786427
YDL021W	-0.9248550328027402
YDL022W	-0.44168154334371607
YDL023C	-0.08660241158148692
YDL024C	-0.13926681081911718
YDL025C	0.41192449402003417
YDL026W	0.6445088447045241
YDL027C	-0.5807145854656037
YDL032W	-0.9109923291709936
YDL033C	-0.5454307552500998
YDL034W	-0.8784498817246909
YDL035C	0.5814473245688785
YDL036C	0.10730940518301173
YDL037C	0.07553543354309347
YDL039C	0.31619145398621723
YDL040C	-0.07780924413629049
YDL041W	-0.4553499252076275
YDL042C	-0.3926003259934808
YDL044C	-0.1782404318551123
YDL045W-A	-3.1963533631446497
YDL046W	-0.5843162221138968
YDL047W	-2.284174792778577
YDL048C	-0.7663548492430993
YDL049C	0.30629313791692275
YDL050C	-0.35011923276342016
YDL051W	-0.31632777669074086
YDL052C	-3.0191227883035032
YDL053C	0.6364280309407062
YDL054C	0.6710240383382065
YDL056W	-0.05063587035161299
YDL057W	-0.8465357842446517
YDL059C	-0.7061893249568506
YDL061C	0.44797204627356885
YDL062W	-0.7764835463929576
YDL063C	-0.7316261375883975
YDL065C	-1.2216349112765008
YDL066W	-0.4336140324706018
YDL067C	0.11506693064095563
YDL068W	0.5301871153529908
YDL069C	0.4315571736847253
YDL070W	0.26252855020040694
YDL071C	0.2666328406412911
YDL072C	0.136104075167735
YDL073W	0.19133106881614667
YDL074C	-1.2479980479910078
YDL075W	-0.728807775825276
YDL076C	-0.6720279361774756
YDL077C	-0.5775438443982507
YDL078C	-0.2817513696543283
YDL079C	-0.13749123325060014
YDL080C	0.20743372719907552
YDL081C	-0.10883136345645156
YDL082W	0.5501993220991719
YDL083C	0.6180248334935917
YDL085C-A	-0.04007165845228951
YDL085W	0.31955763224899564
YDL086W	0.8576396958217052
YDL088C	0.3330131287972426
YDL089W	0.29852430888727655
YDL090C	-1.290800839671067
YDL091C	0.04525497271259078
YDL093W	0.13872747774692107
YDL094C	-0.03605108059936626
YDL095W	-0.38585680782706555
YDL096C	1.416430146552267
YDL099W	-0.19398468406315725
YDL100C	0.36177448427388165
YDL101C	-1.2929409764704465
YDL104C	-1.7996457669622015
YDL106C	-0.3909277441182998
YDL107W	-0.3466374381681255
YDL109C	-0.3944162685315156
YDL110C	-0.396412234398314
YDL112W	-0.09733930223868305
YDL113C	-0.10187592982198491
YDL114W	0.9235423586834743
YDL115C	-0.20772457929595994
YDL116W	1.7578637534455404
YDL117W	1.2323190322073772
YDL118W	
YDL119C	
YDL121C	
YDL122W	
YDL123W	
YDL124W	
YDL125C	-0.8813768738803328
YDL127W	0.38600702220926303
YDL128W	0.3311968094171842
YDL129W	1.4749589799665856
YDL130W	0.8135760111788841
YDL130W-A	-0.48644263043061536
YDL131W	0.31903471167342545
YDL133C-A	0.46857477271225134
YDL133W	-0.7054583408458242
YDL134C	-0.7858716942509738
YDL135C	-1.4524508378154533
YDL136W	-0.8242024762395869
YDL137W	-0.4575853952138819
YDL138W	-0.6390643117723164
YDL142C	-0.4546078920669515
YDL144C	0.4415439322046084
YDL146W	-1.4389620961550744
YDL149W	0.3439636523526039
YDL151C	2.1651639295072833
YDL154W	-0.58533738655557
YDL155W	-0.23088932955097796
YDL156W	-0.2344674241856126
YDL157C	0.42636973245315973
YDL159W	0.5023670739589243
YDL159W-A	-0.7282427844617515
YDL160C	-4.290400333209886
YDL160C-A	0.18755929420604533
YDL161W	-0.08623777120719997
YDL162C	-1.1535696934177693
YDL167C	-1.641925149337863
YDL168W	-0.34593620009999787
YDL169C	0.39391848492424925
YDL170W	0.8312287665900385
YDL171C	1.0225084201438601
YDL172C	-3.1061715068361564
YDL173W	0.07490072458455323
YDL174C	-0.14923276177832948
YDL175C	-0.0959176184559385
YDL176W	0.40678367857229536
YDL177C	0.6011990704052425
YDL178W	0.2141071649690876
YDL179W	1.3284888244051372
YDL180W	-0.3712859562621365
YDL181W	-1.0724974516672512
YDL182W	0.959375061813093
YDL183C	1.7216897462497447
YDL184C	1.3026608146680017
YDL185W	-2.912254804066264
YDL186W	1.3279442528643826
YDL187C	0.1648668351323916
YDL188C	0.3768753858268581
YDL189W	1.1482747572849292
YDL190C	1.2456010116532712
YDL191W	-0.024310663092593894
YDL192W	-1.207865597812635
YDL194W	-1.9245383064409822
YDL197C	-1.287907875165381
YDL198C	-0.6981589178043041
YDL199C	-0.6227601158144493
YDL200C	-0.2321705903639188
YDL201W	
YDL202W	-0.23193496312905082
YDL203C	
YDL204W	
YDL206W	0.6200466308313702
YDL210W	-1.0581844351873475
YDL211C	-0.7144134038468729
YDL213C	
YDL214C	-1.2293424854958537
YDL215C	-1.0034885722897757
YDL216C	-0.9641943121430732
YDL218W	-0.743090201895506
YDL219W	-0.412958662700749
YDL222C	0.40476782037070125
YDL223C	1.0885173495955716
YDL224C	1.1014629998550138
YDL225W	-4.290400333209886
YDL226C	-0.33226248675114245
YDL227C	-1.2145138315622914
YDL229W	-0.5977674403571047
YDL230W	-1.7199614729847215
YDL231C	-0.511368734635768
YDL232W	-0.8187438969372719
YDL233W	-0.50909358015139
YDL234C	-0.4456248379605624
YDL236W	-0.14504904998270476
YDL237W	2.629436692843142
YDL238C	0.8261757816193614
YDL239C	1.7506873603669257
YDL240W	0.08854429385113777
YDL241W	-0.3306522085531437
YDL242W	0.4372662520348496
YDL243C	-0.41963048662475516
YDR001C	-0.3154027908127532
YDR003W	0.0063561156862030005
YDR003W-A	-0.30595286392685356
YDR004W	-0.8468573641936418
YDR005C	-0.3119809851808481
YDR006C	0.6689978942275473
YDR007W	-3.85255763774444
YDR008C	-2.8923511280341
YDR009W	1.4745187506245723
YDR010C	0.29135545473936175
YDR011W	-0.34953206907486495
YDR014W	-0.3671214401556063
YDR015C	-0.1388518331117291
YDR017C	-1.7086047820592667
YDR018C	0.10043306700147624
YDR019C	-0.163332067712174
YDR020C	0.20894811080575534
YDR022C	1.4044587050983457
YDR024W	-0.16070585675352222
YDR025W	0.5731652462039507
YDR026C	0.6774737466615115
YDR027C	-1.0041892996333537
YDR028C	-1.962259933969047
YDR029W	0.5722188246780463
YDR030C	0.13321278860130417
YDR031W	0.10188092066086371
YDR032C	0.11874303648783771
YDR033W	0.04030804808713457
YDR034C	-0.11681515849054287
YDR034W-B	-0.08748446482777507
YDR035W	-1.0261569292616346
YDR036C	1.565950441616284
YDR042C	
YDR043C	-0.1764212373959581
YDR046C	-0.5892060113602553
YDR048C	-2.127246357186798
YDR049W	0.7875203830545177
YDR050C	0.8268779548334715
YDR051C	0.6472181491292007
YDR055W	0.7497191712351936
YDR056C	0.6518987404921491
YDR057W	0.7052664607084101
YDR058C	-1.3269219389447824
YDR059C	0.5324302788568099
YDR061W	0.11416098998433888
YDR063W	0.14269624565415334
YDR065W	0.042309447411891826
YDR066C	0.7294184870532664
YDR067C	1.0889432387947282
YDR068W	0.6790436066865186
YDR069C	-1.3896905819024912
YDR070C	-1.0292544345393448
YDR071C	0.7266220885796714
YDR072C	1.151808606257738
YDR073W	0.030862481237756603
YDR074W	-0.4267929783223362
YDR075W	-0.7007720159669798
YDR076W	-1.0739638514648224
YDR077W	0.3965920774504153
YDR078C	-0.7882584716653385
YDR079C-A	-1.8493358565085642
YDR079W	-0.3649428412062479
YDR080W	0.5952413878906917
YDR083W	1.0490498215534108
YDR084C	0.34073062408943217
YDR085C	-0.41286181663209826
YDR089W	-0.9503714701899597
YDR090C	-0.8309590883588883
YDR092W	-0.3004384058224088
YDR093W	-1.5267668049063474
YDR094W	-0.6241439547229333
YDR095C	-0.7994298766945942
YDR096W	0.3799720206384388
YDR097C	0.9528121263135509
YDR098C	0.8421481708632431
YDR099W	0.4924143952343704
YDR100W	0.7871946745590727
YDR101C	-0.5382955520488154
YDR102C	-0.15477969574167566
YDR103W	-1.008699803946456
YDR104C	-0.7841877914698208
YDR105C	-0.6308153077454108
YDR107C	-1.0078556727977255
YDR108W	0.24408902170915744
YDR109C	-0.2657977241283064
YDR110W	0.5630007480791716
YDR111C	0.6901361154809322
YDR112W	0.6676498287278235
YDR114C	-1.2096640151692506
YDR115W	-0.002244583541974311
YDR116C	-0.537885056550511
YDR117C	-0.32021525074538965
YDR119W	0.05078932165789258
YDR120C	-1.3734205752845803
YDR121W	-0.29956995296148015
YDR122W	-0.6620698238673317
YDR123C	0.10695221531463239
YDR124W	-0.6552279015938552
YDR125C	0.32210746716448707
YDR126W	-1.3210927161621122
YDR127W	-3.737952166991401
YDR128W	-0.352378987463852
YDR129C	-0.24444084777350547
YDR130C	-0.5853453015181278
YDR131C	-0.6461635125516838
YDR132C	-0.5340094222877365
YDR133C	-0.21127724543385984
YDR135C	0.22970903432570758
YDR136C	-1.0103884265218581
YDR137W	0.3199992715170927
YDR138W	-0.2647679531031601
YDR139C	0.4097235828544254
YDR140W	0.7812520009588969
YDR142C	0.01346782827280412
YDR143C	0.16973974628148142
YDR144C	0.31432404878938064
YDR146C	-0.31806057233899504
YDR147W	1.717110273240487
YDR148C	-0.817200056326514
YDR149C	-0.8898501629246313
YDR150W	-1.1800478836091617
YDR151C	-1.9449397833266489
YDR152W	-1.2401462190760215
YDR153C	-0.45302807639927273
YDR154C	-0.2370940444400589
YDR155C	0.70760167584928
YDR156W	-1.0727223225884015
YDR157W	1.6338528667752976
YDR158W	1.7447507038582935
YDR159W	-0.2543246854417621
YDR161W	0.6560243665947035
YDR162C	-1.600375615990604
YDR163W	-1.095952388226057
YDR165W	-1.0390254589998895
YDR169C	-1.4911995401991698
YDR169C-A	0.4161032525625649
YDR171W	-1.1206890736476212
YDR173C	-0.682502563847718
YDR174W	0.5730896640008659
YDR175C	-0.44403884031381124
YDR176W	0.8520113670655219
YDR178W	0.8082649015593291
YDR179C	1.5988762764387112
YDR179W-A	0.5664278017065684
YDR181C	-0.6689995871215119
YDR182W-A	0.880112897867169
YDR183W	0.11893974827399739
YDR184C	-1.2896283368928407
YDR185C	-1.5872020045034883
YDR186C	-3.2297656577331697
YDR191W	-1.4629881840195995
YDR192C	-0.5317420320577181
